rank,stock_id,name,industry,is_cyclical,date,revenue,prev_max_revenue,is_ath,ath_margin,ath_streak,months_since_prev_ath,ttm_revenue,is_ttm_ath,ttm_margin,ttm_yoy,yoy,base_revenue,base_pct,base_ratio,cagr_2y,n_months,g1_ath,g2_ttm_ath,g3_yoy,g4_base,g5_cagr,verdict,score,gates_passed
18,1011,模擬1011,汽車工業,False,2026-05-01,146883333,139342007.0,True,5.41209801865421,13,1,1356031450.0,True,4.515928002139269,38.78830225606607,66.36,88291877,100.0,1.0801424629786718,46.915262951096956,48,True,True,True,True,True,真突破,87.7,5
19,1531,模擬1531,電子零組件業,False,2026-05-01,41192026,38789043.0,True,6.1950046047797525,5,1,379422413.0,True,4.518178750336022,38.680887136088124,66.16,24790111,100.0,1.0864800500541179,46.40330385500295,48,True,True,True,True,True,真突破,87.4,5
20,9003,真突破丙,電機機械,False,2026-05-01,175174164,166710387.0,True,5.076934408412126,8,1,1617414230.0,True,4.411974912697025,38.76407212550521,63.98,106829599,100.0,1.0953860593098153,46.514674965447014,48,True,True,True,True,True,真突破,87.4,5
21,2373,模擬2373,電腦及週邊設備業,False,2026-05-01,52763468,50154096.0,True,5.202709665029159,5,1,487665391.0,True,4.351339187605707,39.27832957051427,62.71,32428343,100.0,1.1233036097021951,45.65853949642575,48,True,True,True,True,True,真突破,86.6,5
22,1608,模擬1608,生技醫療業,False,2026-05-01,44601279,42216922.0,True,5.647870301866154,5,1,414492676.0,True,4.427577238154945,38.364799869656395,65.02,27027393,100.0,1.0713795290442318,45.63044686301969,48,True,True,True,True,True,真突破,85.8,5
23,2140,模擬2140,食品工業,False,2026-05-01,169409038,162429564.0,True,4.296923434455557,12,1,1576094359.0,True,4.554317873052383,40.32933704680344,68.14,100755396,97.22222222222221,1.0731021056874093,47.44665189123416,48,True,True,True,True,True,真突破,85.6,5
24,1384,模擬1384,光電業,False,2026-05-01,37509903,36450366.0,True,2.906793857707757,13,1,349824056.0,True,4.229776875631486,39.31795583127198,60.89,23313598,100.0,1.1154891089490742,46.098677366796295,48,True,True,True,True,True,真突破,84.2,5
25,1519,華城,電機機械,False,2026-05-01,188992371,181936715.0,True,3.8780825519467044,5,1,1757998768.0,True,4.220366690392674,38.04901053172791,60.43,117802836,100.0,1.1201857219411286,45.38566499981946,48,True,True,True,True,True,真突破,84.2,5
26,2884,玉山金,金融保險,False,2026-05-01,129111899,105357444.0,True,22.546536911051106,1,3,1077695963.0,True,5.712227673535564,16.18880951293409,82.16,70877910,69.44444444444444,0.9238688142157779,56.88541567529168,48,True,True,True,True,True,真突破,72.5,5
27,2270,模擬2270,半導體業,False,2026-05-01,79261301,73478206.0,True,7.870490196780255,1,7,705534675.0,True,4.230027985605878,20.469780675146954,56.56,50628176,63.888888888888886,0.9807820904094179,25.21029433979727,48,True,True,True,True,True,真突破,68.0,5
28,1214,模擬1214,造紙工業,True,2026-05-01,33112469,48395843.0,False,-31.579931358980563,0,41,367269356.0,True,2.56442109477959,29.566897077562658,305.62,8163515,2.7777777777777777,0.27931298609172034,2.1830426767970756,48,False,True,True,False,False,排除·週期股,,2
29,1374,模擬1374,金融保險業,False,2026-05-01,18488833,26186164.0,False,-29.394649021521445,0,41,215752792.0,False,-4.045450175652143,0.3039735926555931,297.13,4655555,2.7777777777777777,0.25527216747060044,31.146553144039846,48,False,False,True,False,True,假突破·低基期,,2
30,1604,模擬1604,塑膠工業,True,2026-05-01,88881788,114556930.0,False,-22.412561160638646,0,42,804004904.0,False,-11.787196247467769,7.324377408943694,285.12,23078863,2.7777777777777777,0.33785251387609455,13.129339156828678,48,False,False,True,False,False,排除·週期股,,1
31,2254,模擬2254,玻璃陶瓷,True,2026-05-01,95590942,137350485.0,False,-30.4036370894504,0,42,976252709.0,False,-14.241474730447257,12.600309830210454,266.13,26108236,5.555555555555555,0.2946008467960075,-2.4460152955033343,48,False,False,True,False,False,排除·週期股,,1
32,2012,春雨,鋼鐵工業,True,2026-05-01,33333024,55765782.0,False,-40.226743345946446,0,43,350217374.0,False,-19.575369186774903,6.313872244179541,251.3,9488605,2.7777777777777777,0.3090740746772812,-2.0445788544198873,48,False,False,True,False,False,排除·週期股,,1
33,2414,模擬2414,化學工業,True,2026-05-01,54716416,92748894.0,False,-41.00585609139446,0,42,626339938.0,False,-11.20158211876372,15.253560969020175,243.84,15913463,2.7777777777777777,0.29423002821562244,-0.8967742146443691,48,False,False,True,False,False,排除·週期股,,1
34,2105,正新,橡膠工業,True,2026-05-01,62484134,88828460.0,False,-29.6575286794345,0,23,740069346.0,False,-8.481778889341317,8.802666271771553,243.69,18180327,2.7777777777777777,0.27700224511766613,-2.126931985558722,48,False,False,True,False,False,排除·週期股,,1
35,2027,大成鋼,鋼鐵工業,True,2026-05-01,93703386,158368208.0,False,-40.831946523004156,0,42,1118908153.0,False,-11.652026025406915,21.98875176398467,243.23,27300529,2.7777777777777777,0.3540628305130311,6.25536029081406,48,False,False,True,False,False,排除·週期股,,1
36,2022,聚亨,鋼鐵工業,True,2026-05-01,62961873,97329612.0,False,-35.31067091893883,0,3,809880511.0,False,-4.015728463848134,18.016314668332754,240.59,18485967,2.7777777777777777,0.2610408649570469,-10.939228349612707,48,False,False,True,False,False,排除·週期股,,1
37,1115,模擬1115,化學工業,True,2026-05-01,32820955,49114013.0,False,-33.17394976460181,0,5,361264478.0,False,-2.335608510215925,17.891014309528973,239.67,9662624,5.555555555555555,0.3089071749288432,-0.4051933321594037,48,False,False,True,False,False,排除·週期股,,1
38,2101,南港,橡膠工業,True,2026-05-01,17005535,28321904.0,False,-39.95624376101268,0,42,231948100.0,True,0.19946487906765675,25.483414681461227,233.2,5103772,2.7777777777777777,0.29630034725699483,-7.0568775273423086,48,False,True,True,False,False,排除·週期股,,2
39,2040,模擬2040,塑膠工業,True,2026-05-01,69975844,123566780.0,False,-43.37001902938638,0,42,857733383.0,False,-12.295436325809462,9.064489259113383,214.76,22231379,2.7777777777777777,0.3241789354390815,1.3479085245494238,48,False,False,True,False,False,排除·週期股,,1
40,9957,燁聯,鋼鐵工業,True,2026-05-01,66973305,97953847.0,False,-31.62769298892365,0,43,703044648.0,False,-10.886779311384121,12.998578500653025,205.39,21930289,2.7777777777777777,0.3629307544858593,-4.562349297311363,48,False,False,True,False,False,排除·週期股,,1
41,2069,模擬2069,橡膠工業,True,2026-05-01,43374360,69405846.0,False,-37.50618643853142,0,43,524494173.0,False,-9.475132419202204,9.480714843410155,202.77,14325866,2.7777777777777777,0.3173122273321723,1.4688196989100843,48,False,False,True,False,False,排除·週期股,,1
42,1406,模擬1406,電子商務,False,2026-05-01,6397602,7756053.0,False,-17.514720438346664,0,7,67738217.0,True,6.544726943953338,29.101928178710736,202.34,2116028,2.7777777777777777,0.47531275940676093,36.232617571401434,48,False,True,True,False,True,假突破·低基期,,3
43,1099,模擬1099,鋼鐵工業,True,2026-05-01,3428712,5954806.0,False,-42.421096505914726,0,44,43353721.0,False,-9.403098954712252,12.32006787850526,201.66,1136625,2.7777777777777777,0.2977159850401401,-2.9987629116876025,48,False,False,True,False,False,排除·週期股,,1
44,1494,模擬1494,半導體業,False,2026-05-01,17823972,24755044.0,False,-27.99862524986827,0,7,180349460.0,False,-7.543957366394327,20.81522377933687,193.57,6071509,2.7777777777777777,0.4333956187668912,1.6462667401459408,48,False,False,True,False,False,假突破·低基期,,1
45,2108,模擬2108,航運業,True,2026-05-01,23439464,43806178.0,False,-46.49278921343012,0,42,310783124.0,False,-4.118543804917907,30.0025871417682,192.85,8003962,2.7777777777777777,0.3617829956619509,1.1497645897222908,48,False,False,True,False,False,排除·週期股,,1
46,2171,模擬2171,玻璃陶瓷,True,2026-05-01,12508937,20954978.0,False,-40.30565434141711,0,5,152560266.0,False,-4.879039594217782,18.154475539444604,190.78,4301793,2.7777777777777777,0.36389962333053966,-0.048130792637557374,48,False,False,True,False,False,排除·週期股,,1
47,1777,模擬1777,塑膠工業,True,2026-05-01,87546318,153510887.0,False,-42.97061289210061,0,4,1144813371.0,True,4.753886966166321,27.11739807280771,179.32,31342177,5.555555555555555,0.3978029576638988,15.72083636646271,48,False,True,True,False,True,排除·週期股,,3
48,2236,模擬2236,橡膠工業,True,2026-05-01,15441268,26131013.0,False,-40.90826865380228,0,43,189718530.0,False,-7.699521179042179,23.85994126347899,179.24,5529689,5.555555555555555,0.3502401370028994,-5.224303219350457,48,False,False,True,False,False,排除·週期股,,1
49,2615,萬海,航運業,True,2026-05-01,63674028,111387204.0,False,-42.83541940778045,0,42,706452136.0,False,-15.796579382408126,0.8196995694209175,177.33,22959407,8.333333333333332,0.3578719247889656,-1.8951101907982881,48,False,False,True,False,False,排除·週期股,,1
50,1312,國喬,塑膠工業,True,2026-05-01,37397983,65493913.0,False,-42.89853623496278,0,5,485834537.0,False,-6.817965287092253,21.93003129707347,176.71,13515149,2.7777777777777777,0.32436120297343907,-12.587820071548405,48,False,False,True,False,False,排除·週期股,,1
51,1051,模擬1051,農業科技業,False,2026-05-01,69234150,97623888.0,False,-29.0807286839467,0,7,857930012.0,True,5.36658191849595,21.9599983180657,171.11,25537642,2.7777777777777777,0.4132849090455398,-3.9134494033827627,48,False,True,True,False,False,假突破·低基期,,2
52,1072,模擬1072,航運業,True,2026-05-01,91260616,131649931.0,False,-30.679328650768532,0,5,1091819738.0,False,-5.179361463500487,24.8588960736577,166.54,34238386,2.7777777777777777,0.39759794694617,-9.286999159234345,48,False,False,True,False,False,排除·週期股,,1
53,6806,森崴能源,光電業,False,2026-05-01,53855295,79614613.0,False,-32.35501251510197,0,8,679763989.0,True,5.192150457875111,14.53421743246659,165.26,20303011,2.7777777777777777,0.40475114147814006,8.815132513324864,48,False,True,True,False,False,假突破·低基期,,2
54,1988,模擬1988,玻璃陶瓷,True,2026-05-01,67527790,96601883.0,False,-30.096818092044852,0,5,782435150.0,False,-4.115616362379592,23.161076531759008,162.66,25709471,13.88888888888889,0.41940396120102374,4.958605553222695,48,False,False,True,False,False,排除·週期股,,1
55,2637,慧洋-KY,航運業,True,2026-05-01,65895765,97810791.0,False,-32.6293506817668,0,44,769913564.0,False,-6.393114370109587,16.548547347483233,161.24,25224040,5.555555555555555,0.3824344253508865,1.7892589524470814,48,False,False,True,False,False,排除·週期股,,1
56,1710,東聯,化學工業,True,2026-05-01,30619236,48310146.0,False,-36.61945049803824,0,41,390054928.0,False,-4.783563299706195,27.530462083078255,160.87,11737524,8.333333333333332,0.39813609934607447,-2.6579870292048335,48,False,False,True,False,False,排除·週期股,,1
57,2031,新光鋼,鋼鐵工業,True,2026-05-01,80775358,134308841.0,False,-39.858495242319904,0,3,975021659.0,False,-5.145895209122009,17.306470700153454,160.79,30973430,5.555555555555555,0.4000673206317522,-4.378041094950524,48,False,False,True,False,False,排除·週期股,,1
58,1301,台塑,塑膠工業,True,2026-05-01,91150088,146661076.0,False,-37.84984367631395,0,3,1100505240.0,False,-2.193531007670513,14.002732658906258,160.24,35026044,5.555555555555555,0.4393630901499023,5.407143107591872,48,False,False,True,False,False,排除·週期股,,1
59,1259,模擬1259,塑膠工業,True,2026-05-01,35902560,65150650.0,False,-44.89301334675863,0,42,472947103.0,False,-0.6986090386101096,40.42399059064723,156.87,13976921,8.333333333333332,0.4853495202150329,13.045519287805707,48,False,False,True,False,False,排除·週期股,,1
60,1402,模擬1402,金融保險業,False,2026-05-01,109688729,102353429.0,True,7.166638256936175,1,4,959085712.0,True,6.335551342375734,24.000439974750897,156.36,42786363,16.666666666666664,0.6519763258990895,46.73601738987696,48,True,True,True,False,True,假突破·低基期,,4
61,2177,模擬2177,綠能環保,False,2026-05-01,122715654,153497198.0,False,-20.05348918486447,0,6,1325634962.0,True,5.8576579693124575,16.368296485509237,148.61,49361337,5.555555555555555,0.513332304096663,46.2877717471327,48,False,True,True,False,True,假突破·低基期,,3
62,1387,模擬1387,造紙工業,True,2026-05-01,82674651,164007471.0,False,-49.590923818342404,0,43,1053633934.0,False,-13.220782930056462,18.67309885083177,141.48,34236318,5.555555555555555,0.3749838808866595,-13.291918771704236,48,False,False,True,False,False,排除·週期股,,1
63,1410,模擬1410,半導體業,False,2026-05-01,42547255,44445817.0,False,-4.271632581306806,0,5,387596783.0,True,6.06224507703188,33.08148369108075,138.2,17861868,25.0,0.7673571700696358,40.067747970278035,48,False,True,True,False,True,假突破·低基期,,3
64,1735,模擬1735,電子商務,False,2026-05-01,19067667,18451067.0,True,3.3418121564460224,1,37,161842017.0,False,-25.208425770296937,3.447682143392905,136.72,8054930,11.11111111111111,0.4582422743122964,3.1435718657625733,48,True,False,True,False,False,假突破·低基期,,2
65,1090,模擬1090,塑膠工業,True,2026-05-01,16230256,34356558.0,False,-52.75936547543558,0,41,242068065.0,False,-12.763769133918501,13.612291920394949,136.42,6865115,5.555555555555555,0.360166636054327,1.8182548670898635,48,False,False,True,False,False,排除·週期股,,1
66,1707,模擬1707,化學工業,True,2026-05-01,25998241,50854362.0,False,-48.87706781180344,0,44,414911673.0,True,3.4754926313019796,63.82445343437701,135.9,11020943,5.555555555555555,0.45217008813956977,-10.76929406555729,48,False,True,True,False,False,排除·週期股,,2
67,2234,模擬2234,金融保險業,False,2026-05-01,29232079,30582412.0,False,-4.415390780818729,0,17,279606156.0,True,3.2574596055629623,9.557364413002322,134.27,12478190,5.555555555555555,0.5616411590732315,30.872483539491657,48,False,False,True,False,True,假突破·低基期,,2
68,9101,低基期假象甲,光電業,False,2026-05-01,42607397,43369798.0,False,-1.7579076573056684,0,32,380992229.0,False,-24.89834877806638,3.5360615114798266,133.5,18246961,2.7777777777777777,0.43996449558259343,1.128839635330925,48,False,False,True,False,False,假突破·低基期,,1
69,1951,模擬1951,食品工業,False,2026-05-01,44295694,45240692.0,False,-2.088823044528143,0,34,388537029.0,False,-26.02723006574581,3.5679150329940956,132.38,19062041,5.555555555555555,0.4477596223305338,-0.20792864735721395,48,False,False,True,False,False,假突破·低基期,,1
70,2149,模擬2149,綠能環保,False,2026-05-01,139810143,158399381.0,False,-11.7356759115113,0,3,1509650384.0,True,5.483617328292678,31.220963061264406,130.74,60591360,13.88888888888889,0.6069106479852764,19.831641290187708,48,False,True,True,False,True,假突破·低基期,,3
71,1675,模擬1675,其他業,False,2026-05-01,20512890,20835293.0,False,-1.5473888464155539,0,19,180001786.0,False,-25.410810698166575,3.2507007627231355,130.72,8890644,2.7777777777777777,0.45538063029487297,1.1217264345867228,48,False,False,True,False,False,假突破·低基期,,1
72,1279,模擬1279,金融保險業,False,2026-05-01,71407477,72488928.0,False,-1.491884388192355,0,26,623852631.0,False,-25.455890511450264,2.6462724315156727,128.71,31222382,11.11111111111111,0.45823010428107636,3.0443710527958467,48,False,False,True,False,False,假突破·低基期,,1
73,2010,春源,鋼鐵工業,True,2026-05-01,70789645,186981746.0,False,-62.14087924925036,0,42,1138675748.0,False,-4.868435875633315,21.57203901504172,127.9,31061094,2.7777777777777777,0.3456254989194298,-16.330334823880822,48,False,False,True,False,False,排除·週期股,,1
74,1449,模擬1449,汽車工業,False,2026-05-01,18213651,18885243.0,False,-3.556173463057899,0,29,163304878.0,False,-25.751051037953165,3.03190364885515,127.59,8002825,2.7777777777777777,0.44767243422300407,-0.6198486538017911,48,False,False,True,False,False,假突破·低基期,,1
75,2076,模擬2076,資訊服務業,False,2026-05-01,63155855,65967969.0,False,-4.262847625337685,0,40,559539708.0,False,-25.346631418617037,3.003488221925843,126.52,27881459,8.333333333333332,0.45851933222653635,1.9637585945623703,48,False,False,True,False,False,假突破·低基期,,1
76,1622,模擬1622,光電業,False,2026-05-01,80234452,84156074.0,False,-4.659939340801477,0,44,702257383.0,False,-26.64355298003195,1.9588124005363916,126.07,35491020,11.11111111111111,0.4514353390026462,-0.6440207865870184,48,False,False,True,False,False,假突破·低基期,,1
77,1392,模擬1392,電器電纜,False,2026-05-01,51552284,84154142.0,False,-38.74064570701701,0,9,689655937.0,True,3.5918644016654566,14.066659581743357,125.75,22835949,2.7777777777777777,0.40987454895929754,-18.13585952510326,48,False,True,True,False,False,假突破·低基期,,2
78,2358,模擬2358,生技醫療業,False,2026-05-01,79278804,81936971.0,False,-3.244160685412689,0,30,704422928.0,False,-26.106351458930522,3.5337116163095317,125.59,35143410,11.11111111111111,0.4638708938935857,-1.0323443416513034,48,False,False,True,False,False,假突破·低基期,,1
79,2005,模擬2005,電機機械,False,2026-05-01,57714156,59715670.0,False,-3.3517400039219214,0,20,513740288.0,False,-25.308908928930673,4.049812315906842,125.29,25617776,16.666666666666664,0.45653469016339754,0.37546481080907856,48,False,False,True,False,False,假突破·低基期,,1
80,2357,模擬2357,油電燃氣業,True,2026-05-01,17359193,35721048.0,False,-51.40346106306848,0,41,265100398.0,False,-5.053396621709649,22.76315107890494,125.01,7714845,5.555555555555555,0.3694820913604611,-11.8899933145872,48,False,False,True,False,False,排除·週期股,,1
81,1343,模擬1343,運動休閒,False,2026-05-01,58314660,61665378.0,False,-5.433710306616457,0,24,523513683.0,False,-25.35634420414077,3.3822967596318643,124.64,25959476,8.333333333333332,0.45230471983316867,-2.754799761950444,48,False,False,True,False,False,假突破·低基期,,1
82,1173,模擬1173,綜合,False,2026-05-01,29886499,31382995.0,False,-4.76849325566282,0,37,266705218.0,False,-26.368985936022614,2.8606189480200994,124.36,13320883,8.333333333333332,0.4525416051639864,-0.41838084905095885,48,False,False,True,False,False,假突破·低基期,,1
83,1680,模擬1680,水泥工業,True,2026-05-01,25625511,42083550.0,False,-39.10801013697751,0,19,331982724.0,False,-13.525768065155741,4.695907526753396,122.26,11529455,8.333333333333332,0.36341109999795274,1.9559601440565677,48,False,False,True,False,False,排除·週期股,,1
84,1007,模擬1007,其他電子業,False,2026-05-01,49730717,52273508.0,False,-4.864397086187521,0,27,458307971.0,False,-25.172666823511257,3.383225914209942,121.98,22403320,2.7777777777777777,0.4417979802826187,-1.3805787127919134,48,False,False,True,False,False,假突破·低基期,,1
85,1502,模擬1502,數位雲端,False,2026-05-01,24701009,26247643.0,False,-5.89246813513884,0,21,226928602.0,False,-25.87170252031982,3.026711713462893,121.31,11161156,2.7777777777777777,0.4521038678016701,-2.0644354202274506,48,False,False,True,False,False,假突破·低基期,,1
86,1120,模擬1120,電腦及週邊設備業,False,2026-05-01,53779249,55825533.0,False,-3.6654983661329354,0,22,479527270.0,False,-26.00671714947681,1.9785273974371131,120.26,24416378,11.11111111111111,0.4611653192956602,0.015308674417724433,48,False,False,True,False,False,假突破·低基期,,1
87,9102,低基期假象乙,紡織纖維,False,2026-05-01,75478476,76653657.0,False,-1.5331049371851924,0,25,667262655.0,False,-24.75852927196677,3.8286948871343096,119.52,34383203,16.666666666666664,0.473850574088914,0.8440302431905522,48,False,False,True,False,False,假突破·低基期,,1
88,1788,模擬1788,綠能環保,False,2026-05-01,77600828,81187454.0,False,-4.417709662382075,0,23,701804690.0,False,-25.6733632418346,2.84159796551664,117.91,35611853,13.88888888888889,0.4600443050899516,-0.4680465766446873,48,False,False,True,False,False,假突破·低基期,,1
89,2542,模擬2542,電器電纜,False,2026-05-01,45751508,49437623.0,False,-7.4560927008970435,0,32,413182747.0,False,-26.350924602309355,2.607771415940685,117.79,21007337,11.11111111111111,0.46364050835875337,-0.06771035412486137,48,False,False,True,False,False,假突破·低基期,,1
90,1226,模擬1226,農業科技業,False,2026-05-01,22368236,23451582.0,False,-4.619500722808379,0,35,207070173.0,False,-24.736167812609988,3.88471622611839,117.04,10306102,11.11111111111111,0.46496443515196495,0.2329081525201726,48,False,False,True,False,False,假突破·低基期,,1
91,2184,模擬2184,半導體業,False,2026-05-01,59575543,63186546.0,False,-5.714828913104386,0,41,548652115.0,False,-25.434992555392576,4.645515726246385,116.56,27509960,13.88888888888889,0.46495288715627725,-2.5016010684244416,48,False,False,True,False,False,假突破·低基期,,1
92,1309,台達化,塑膠工業,True,2026-05-01,31907309,71914616.0,False,-55.63167715447441,0,43,495471648.0,False,-12.422922724486718,21.389868629511955,116.49,14738767,2.7777777777777777,0.3718483656149441,-24.856812475229507,48,False,False,True,False,False,排除·週期股,,1
93,1486,模擬1486,油電燃氣業,True,2026-05-01,40808996,90233359.0,False,-54.77393676544835,0,43,572574834.0,False,-14.348845222322149,19.2723679983996,116.17,18878486,8.333333333333332,0.37839601960404917,-16.18153340799968,48,False,False,True,False,False,排除·週期股,,1
94,1110,東泥,水泥工業,True,2026-05-01,3339784,6167647.0,False,-45.84994893514496,0,41,50407791.0,False,-8.124531363997855,18.97177962959047,116.16,1545042,16.666666666666664,0.338477652154987,-15.570044695531838,48,False,False,True,False,False,排除·週期股,,1
95,1562,模擬1562,電子通路業,False,2026-05-01,21459483,22900547.0,False,-6.292705584718128,0,26,193145189.0,False,-26.019231885989726,2.34485019149111,116.15,9928268,16.666666666666664,0.4649898944237283,-0.5999196783395222,48,False,False,True,False,False,假突破·低基期,,1
96,2487,模擬2487,紡織纖維,False,2026-05-01,18746590,19692649.0,False,-4.804122594172067,0,39,170255045.0,False,-26.39248462775833,2.962765727382166,115.9,8682973,11.11111111111111,0.4709815885114416,0.14103004325505264,48,False,False,True,False,False,假突破·低基期,,1
97,2292,模擬2292,文化創意業,False,2026-05-01,28234088,30595881.0,False,-7.719316858370573,0,30,257375429.0,False,-25.82345689378782,2.6393623673388156,115.86,13080037,11.11111111111111,0.4635838134923951,-0.7927164044989832,48,False,False,True,False,False,假突破·低基期,,1
98,2290,模擬2290,塑膠工業,True,2026-05-01,45540382,78964600.0,False,-42.3281039858367,0,42,588601992.0,False,-11.309869818502927,5.550065661655923,115.2,21162251,8.333333333333332,0.4127538329410671,-1.4032369976895387,48,False,False,True,False,False,排除·週期股,,1
99,1539,模擬1539,汽車工業,False,2026-05-01,83634720,152381092.0,False,-45.1147652885963,0,6,1329922766.0,True,3.1694789258935208,7.831256703394018,114.91,38915327,2.7777777777777777,0.3954399887820568,-5.681129212122937,48,False,False,True,False,False,假突破·低基期,,1
100,2131,模擬2131,通信網路業,False,2026-05-01,30756995,32311137.0,False,-4.80992668255531,0,40,283848121.0,False,-25.0808590998993,3.75961650747505,114.17,14361241,13.88888888888889,0.4666216233757362,-1.3554523908907878,48,False,False,True,False,False,假突破·低基期,,1
101,2239,模擬2239,化學生技醫療,False,2026-05-01,20000475,21558282.0,False,-7.226025710211969,0,37,186908794.0,False,-25.68565819809432,3.4091416141037945,113.9,9350521,16.666666666666664,0.4522696601670673,-2.494174442214092,48,False,False,True,False,False,假突破·低基期,,1
102,1843,模擬1843,建材營造業,False,2026-05-01,19356083,20263611.0,False,-4.478609464028893,0,40,176591460.0,False,-25.88905984890936,3.1672691513709106,113.54,9064321,8.333333333333332,0.4687484881858129,-1.9533744421214916,48,False,False,True,False,False,假突破·低基期,,1
103,1060,模擬1060,電子零組件業,False,2026-05-01,61324240,66210858.0,False,-7.380387669949839,0,35,563785587.0,False,-26.63602753742731,3.006989566499141,113.05,28784320,8.333333333333332,0.4689523254915245,-2.278034518684513,48,False,False,True,False,False,假突破·低基期,,1
