stock_id,name,industry,market,year,month,date,revenue,revenue_prev_month,revenue_prev_year,mom,yoy,cum_revenue,cum_revenue_prev_year,cum_yoy
1001,模擬1001,電腦及週邊設備業,sii,2024,5,2024-05-01,45747208,59265905.0,42857830.0,-22.81,6.74,224241781,233120349.0,-3.81
1001,模擬1001,電腦及週邊設備業,sii,2024,6,2024-06-01,45343254,45747208.0,49445146.0,-0.88,-8.3,269585035,282565495.0,-4.59
1001,模擬1001,電腦及週邊設備業,sii,2024,7,2024-07-01,62719533,45343254.0,41281850.0,38.32,51.93,332304568,323847346.0,2.61
1001,模擬1001,電腦及週邊設備業,sii,2024,8,2024-08-01,54410352,62719533.0,48040797.0,-13.25,13.26,386714920,371888143.0,3.99
1001,模擬1001,電腦及週邊設備業,sii,2024,9,2024-09-01,80817367,54410352.0,50183087.0,48.53,61.05,467532288,422071230.0,10.77
1001,模擬1001,電腦及週邊設備業,sii,2024,10,2024-10-01,73996272,80817367.0,54784250.0,-8.44,35.07,541528559,476855479.0,13.56
1001,模擬1001,電腦及週邊設備業,sii,2024,11,2024-11-01,40986661,73996272.0,47277288.0,-44.61,-13.31,582515220,524132767.0,11.14
1001,模擬1001,電腦及週邊設備業,sii,2024,12,2024-12-01,66257726,40986661.0,67248047.0,61.66,-1.47,648772947,591380815.0,9.7
1001,模擬1001,電腦及週邊設備業,sii,2025,1,2025-01-01,56755297,66257726.0,34434480.0,-14.34,64.82,56755297,34434480.0,64.82
1001,模擬1001,電腦及週邊設備業,sii,2025,2,2025-02-01,40012009,56755297.0,41664571.0,-29.5,-3.97,96767306,76099051.0,27.16
1001,模擬1001,電腦及週邊設備業,sii,2025,3,2025-03-01,64987942,40012009.0,43129617.0,62.42,50.68,161755248,119228668.0,35.67
1001,模擬1001,電腦及週邊設備業,sii,2025,4,2025-04-01,45823547,64987942.0,59265905.0,-29.49,-22.68,207578796,178494573.0,16.29
1001,模擬1001,電腦及週邊設備業,sii,2025,5,2025-05-01,55443148,45823547.0,45747208.0,20.99,21.19,263021944,224241781.0,17.29
1001,模擬1001,電腦及週邊設備業,sii,2025,6,2025-06-01,45521211,55443148.0,45343254.0,-17.9,0.39,308543154,269585035.0,14.45
1001,模擬1001,電腦及週邊設備業,sii,2025,7,2025-07-01,46121623,45521211.0,62719533.0,1.32,-26.46,354664778,332304568.0,6.73
1001,模擬1001,電腦及週邊設備業,sii,2025,8,2025-08-01,58189117,46121623.0,54410352.0,26.16,6.94,412853894,386714920.0,6.76
1001,模擬1001,電腦及週邊設備業,sii,2025,9,2025-09-01,50591116,58189117.0,80817367.0,-13.06,-37.4,463445010,467532288.0,-0.87
1001,模擬1001,電腦及週邊設備業,sii,2025,10,2025-10-01,68920430,50591116.0,73996272.0,36.23,-6.86,532365440,541528559.0,-1.69
1001,模擬1001,電腦及週邊設備業,sii,2025,11,2025-11-01,87526693,68920430.0,40986661.0,27.0,113.55,619892134,582515220.0,6.42
1001,模擬1001,電腦及週邊設備業,sii,2025,12,2025-12-01,54470469,87526693.0,66257726.0,-37.77,-17.79,674362603,648772947.0,3.94
1001,模擬1001,電腦及週邊設備業,sii,2026,1,2026-01-01,39312910,54470469.0,56755297.0,-27.83,-30.73,39312910,56755297.0,-30.73
1001,模擬1001,電腦及週邊設備業,sii,2026,2,2026-02-01,75680167,39312910.0,40012009.0,92.51,89.14,114993077,96767306.0,18.83
1001,模擬1001,電腦及週邊設備業,sii,2026,3,2026-03-01,47570480,75680167.0,64987942.0,-37.14,-26.8,162563557,161755248.0,0.5
1001,模擬1001,電腦及週邊設備業,sii,2026,4,2026-04-01,67850494,47570480.0,45823547.0,42.63,48.07,230414051,207578796.0,11.0
1001,模擬1001,電腦及週邊設備業,sii,2026,5,2026-05-01,62230301,67850494.0,55443148.0,-8.28,12.24,292644352,263021944.0,11.26
1002,模擬1002,光電業,sii,2022,6,2022-06-01,51222750,,,,,51222750,,
1002,模擬1002,光電業,sii,2022,7,2022-07-01,55890553,51222750.0,,9.11,,107113303,,
1002,模擬1002,光電業,sii,2022,8,2022-08-01,64326002,55890553.0,,15.09,,171439305,,
1002,模擬1002,光電業,sii,2022,9,2022-09-01,64054388,64326002.0,,-0.42,,235493694,,
1002,模擬1002,光電業,sii,2022,10,2022-10-01,66584986,64054388.0,,3.95,,302078680,,
1002,模擬1002,光電業,sii,2022,11,2022-11-01,66927927,66584986.0,,0.52,,369006607,,
1002,模擬1002,光電業,sii,2022,12,2022-12-01,67343072,66927927.0,,0.62,,436349680,,
1002,模擬1002,光電業,sii,2023,1,2023-01-01,70070130,67343072.0,,4.05,,70070130,,
1002,模擬1002,光電業,sii,2023,2,2023-02-01,70673800,70070130.0,,0.86,,140743930,,
1002,模擬1002,光電業,sii,2023,3,2023-03-01,67802538,70673800.0,,-4.06,,208546468,,
1002,模擬1002,光電業,sii,2023,4,2023-04-01,60317243,67802538.0,,-11.04,,268863711,,
1002,模擬1002,光電業,sii,2023,5,2023-05-01,64036503,60317243.0,,6.17,,332900213,,
1002,模擬1002,光電業,sii,2023,6,2023-06-01,68027107,64036503.0,51222750.0,6.23,32.81,400927321,51222750.0,682.71
1002,模擬1002,光電業,sii,2023,7,2023-07-01,71693137,68027107.0,55890553.0,5.39,28.27,472620458,107113303.0,341.23
1002,模擬1002,光電業,sii,2023,8,2023-08-01,78056080,71693137.0,64326002.0,8.88,21.34,550676538,171439305.0,221.21
1002,模擬1002,光電業,sii,2023,9,2023-09-01,83165632,78056080.0,64054388.0,6.55,29.84,633842171,235493694.0,169.15
1002,模擬1002,光電業,sii,2023,10,2023-10-01,86377616,83165632.0,66584986.0,3.86,29.73,720219787,302078680.0,138.42
1002,模擬1002,光電業,sii,2023,11,2023-11-01,89179289,86377616.0,66927927.0,3.24,33.25,809399076,369006607.0,119.35
1002,模擬1002,光電業,sii,2023,12,2023-12-01,89797970,89179289.0,67343072.0,0.69,33.34,899197046,436349680.0,106.07
1002,模擬1002,光電業,sii,2024,1,2024-01-01,89002314,89797970.0,70070130.0,-0.89,27.02,89002314,70070130.0,27.02
1002,模擬1002,光電業,sii,2024,2,2024-02-01,89856008,89002314.0,70673800.0,0.96,27.14,178858321,140743930.0,27.08
1002,模擬1002,光電業,sii,2024,3,2024-03-01,83886486,89856008.0,67802538.0,-6.64,23.72,262744808,208546468.0,25.99
1002,模擬1002,光電業,sii,2024,4,2024-04-01,80363645,83886486.0,60317243.0,-4.2,33.23,343108453,268863711.0,27.61
1002,模擬1002,光電業,sii,2024,5,2024-05-01,82244394,80363645.0,64036503.0,2.34,28.43,425352848,332900213.0,27.77
1002,模擬1002,光電業,sii,2024,6,2024-06-01,89691615,82244394.0,68027107.0,9.05,31.85,515044462,400927321.0,28.46
1002,模擬1002,光電業,sii,2024,7,2024-07-01,97755755,89691615.0,71693137.0,8.99,36.35,612800217,472620458.0,29.66
1002,模擬1002,光電業,sii,2024,8,2024-08-01,100405038,97755755.0,78056080.0,2.71,28.63,713205255,550676538.0,29.51
1002,模擬1002,光電業,sii,2024,9,2024-09-01,106206597,100405038.0,83165632.0,5.78,27.7,819411852,633842171.0,29.28
1002,模擬1002,光電業,sii,2024,10,2024-10-01,116462665,106206597.0,86377616.0,9.66,34.83,935874517,720219787.0,29.94
1002,模擬1002,光電業,sii,2024,11,2024-11-01,116218344,116462665.0,89179289.0,-0.21,30.32,1052092861,809399076.0,29.98
1002,模擬1002,光電業,sii,2024,12,2024-12-01,117422058,116218344.0,89797970.0,1.04,30.76,1169514920,899197046.0,30.06
1002,模擬1002,光電業,sii,2025,1,2025-01-01,118801980,117422058.0,89002314.0,1.18,33.48,118801980,89002314.0,33.48
1002,模擬1002,光電業,sii,2025,2,2025-02-01,112293887,118801980.0,89856008.0,-5.48,24.97,231095867,178858321.0,29.21
1002,模擬1002,光電業,sii,2025,3,2025-03-01,108544974,112293887.0,83886486.0,-3.34,29.4,339640841,262744808.0,29.27
1002,模擬1002,光電業,sii,2025,4,2025-04-01,108717930,108544974.0,80363645.0,0.16,35.28,448358771,343108453.0,30.68
1002,模擬1002,光電業,sii,2025,5,2025-05-01,108754295,108717930.0,82244394.0,0.03,32.23,557113066,425352848.0,30.98
1002,模擬1002,光電業,sii,2025,6,2025-06-01,112085443,108754295.0,89691615.0,3.06,24.97,669198509,515044462.0,29.93
1002,模擬1002,光電業,sii,2025,7,2025-07-01,119153810,112085443.0,97755755.0,6.31,21.89,788352319,612800217.0,28.65
1002,模擬1002,光電業,sii,2025,8,2025-08-01,128189581,119153810.0,100405038.0,7.58,27.67,916541900,713205255.0,28.51
1002,模擬1002,光電業,sii,2025,9,2025-09-01,142948275,128189581.0,106206597.0,11.51,34.59,1059490175,819411852.0,29.3
1002,模擬1002,光電業,sii,2025,10,2025-10-01,152852777,142948275.0,116462665.0,6.93,31.25,1212342952,935874517.0,29.54
1002,模擬1002,光電業,sii,2025,11,2025-11-01,164280836,152852777.0,116218344.0,7.48,41.36,1376623788,1052092861.0,30.85
1002,模擬1002,光電業,sii,2025,12,2025-12-01,151754753,164280836.0,117422058.0,-7.62,29.24,1528378541,1169514920.0,30.68
1002,模擬1002,光電業,sii,2026,1,2026-01-01,145462526,151754753.0,118801980.0,-4.15,22.44,145462526,118801980.0,22.44
1002,模擬1002,光電業,sii,2026,2,2026-02-01,150551836,145462526.0,112293887.0,3.5,34.07,296014362,231095867.0,28.09
1002,模擬1002,光電業,sii,2026,3,2026-03-01,143801917,150551836.0,108544974.0,-4.48,32.48,439816279,339640841.0,29.49
1002,模擬1002,光電業,sii,2026,4,2026-04-01,135761762,143801917.0,108717930.0,-5.59,24.88,575578041,448358771.0,28.37
1002,模擬1002,光電業,sii,2026,5,2026-05-01,143613939,135761762.0,108754295.0,5.78,32.05,719191980,557113066.0,29.09
1003,模擬1003,通信網路業,otc,2022,6,2022-06-01,62326842,,,,,62326842,,
1003,模擬1003,通信網路業,otc,2022,7,2022-07-01,97708400,62326842.0,,56.77,,160035242,,
1003,模擬1003,通信網路業,otc,2022,8,2022-08-01,23702549,97708400.0,,-75.74,,183737791,,
1003,模擬1003,通信網路業,otc,2022,9,2022-09-01,80584956,23702549.0,,239.98,,264322746,,
1003,模擬1003,通信網路業,otc,2022,10,2022-10-01,39785886,80584956.0,,-50.63,,304108632,,
1003,模擬1003,通信網路業,otc,2022,11,2022-11-01,118271553,39785886.0,,197.27,,422380185,,
1003,模擬1003,通信網路業,otc,2022,12,2022-12-01,45221725,118271553.0,,-61.76,,467601910,,
1003,模擬1003,通信網路業,otc,2023,1,2023-01-01,89028259,45221725.0,,96.87,,89028259,,
1003,模擬1003,通信網路業,otc,2023,2,2023-02-01,78174013,89028259.0,,-12.19,,167202273,,
1003,模擬1003,通信網路業,otc,2023,3,2023-03-01,88909811,78174013.0,,13.73,,256112084,,
1003,模擬1003,通信網路業,otc,2023,4,2023-04-01,71726177,88909811.0,,-19.33,,327838261,,
1003,模擬1003,通信網路業,otc,2023,5,2023-05-01,70500063,71726177.0,,-1.71,,398338324,,
1003,模擬1003,通信網路業,otc,2023,6,2023-06-01,48415957,70500063.0,62326842.0,-31.32,-22.32,446754280,62326842.0,616.79
1003,模擬1003,通信網路業,otc,2023,7,2023-07-01,37144855,48415957.0,97708400.0,-23.28,-61.98,483899135,160035242.0,202.37
1003,模擬1003,通信網路業,otc,2023,8,2023-08-01,90916961,37144855.0,23702549.0,144.76,283.57,574816096,183737791.0,212.85
1003,模擬1003,通信網路業,otc,2023,9,2023-09-01,71967780,90916961.0,80584956.0,-20.84,-10.69,646783876,264322746.0,144.69
1003,模擬1003,通信網路業,otc,2023,10,2023-10-01,93724523,71967780.0,39785886.0,30.23,135.57,740508399,304108632.0,143.5
1003,模擬1003,通信網路業,otc,2023,11,2023-11-01,72158603,93724523.0,118271553.0,-23.01,-38.99,812667002,422380185.0,92.4
1003,模擬1003,通信網路業,otc,2023,12,2023-12-01,78527445,72158603.0,45221725.0,8.83,73.65,891194446,467601910.0,90.59
1003,模擬1003,通信網路業,otc,2024,1,2024-01-01,124425560,78527445.0,89028259.0,58.45,39.76,124425560,89028259.0,39.76
1003,模擬1003,通信網路業,otc,2024,2,2024-02-01,59287577,124425560.0,78174013.0,-52.35,-24.16,183713137,167202273.0,9.87
1003,模擬1003,通信網路業,otc,2024,3,2024-03-01,106312296,59287577.0,88909811.0,79.32,19.57,290025433,256112084.0,13.24
1003,模擬1003,通信網路業,otc,2024,4,2024-04-01,89458110,106312296.0,71726177.0,-15.85,24.72,379483543,327838261.0,15.75
1003,模擬1003,通信網路業,otc,2024,5,2024-05-01,56725719,89458110.0,70500063.0,-36.59,-19.54,436209262,398338324.0,9.51
1003,模擬1003,通信網路業,otc,2024,6,2024-06-01,86108796,56725719.0,48415957.0,51.8,77.85,522318059,446754280.0,16.91
1003,模擬1003,通信網路業,otc,2024,7,2024-07-01,78194798,86108796.0,37144855.0,-9.19,110.51,600512857,483899135.0,24.1
1003,模擬1003,通信網路業,otc,2024,8,2024-08-01,79481503,78194798.0,90916961.0,1.65,-12.58,679994360,574816096.0,18.3
1003,模擬1003,通信網路業,otc,2024,9,2024-09-01,121420805,79481503.0,71967780.0,52.77,68.72,801415165,646783876.0,23.91
1003,模擬1003,通信網路業,otc,2024,10,2024-10-01,53030617,121420805.0,93724523.0,-56.32,-43.42,854445782,740508399.0,15.39
1003,模擬1003,通信網路業,otc,2024,11,2024-11-01,103869125,53030617.0,72158603.0,95.87,43.95,958314907,812667002.0,17.92
1003,模擬1003,通信網路業,otc,2024,12,2024-12-01,128188491,103869125.0,78527445.0,23.41,63.24,1086503398,891194446.0,21.92
1003,模擬1003,通信網路業,otc,2025,1,2025-01-01,109089593,128188491.0,124425560.0,-14.9,-12.33,109089593,124425560.0,-12.33
1003,模擬1003,通信網路業,otc,2025,2,2025-02-01,113841987,109089593.0,59287577.0,4.36,92.02,222931579,183713137.0,21.35
1003,模擬1003,通信網路業,otc,2025,3,2025-03-01,96779293,113841987.0,106312296.0,-14.99,-8.97,319710872,290025433.0,10.24
1003,模擬1003,通信網路業,otc,2025,4,2025-04-01,74820515,96779293.0,89458110.0,-22.69,-16.36,394531388,379483543.0,3.97
1003,模擬1003,通信網路業,otc,2025,5,2025-05-01,68927064,74820515.0,56725719.0,-7.88,21.51,463458452,436209262.0,6.25
1003,模擬1003,通信網路業,otc,2025,6,2025-06-01,84662881,68927064.0,86108796.0,22.83,-1.68,548121332,522318059.0,4.94
1003,模擬1003,通信網路業,otc,2025,7,2025-07-01,50165278,84662881.0,78194798.0,-40.75,-35.85,598286610,600512857.0,-0.37
1003,模擬1003,通信網路業,otc,2025,8,2025-08-01,96001527,50165278.0,79481503.0,91.37,20.78,694288137,679994360.0,2.1
1003,模擬1003,通信網路業,otc,2025,9,2025-09-01,89648344,96001527.0,121420805.0,-6.62,-26.17,783936481,801415165.0,-2.18
1003,模擬1003,通信網路業,otc,2025,10,2025-10-01,88862911,89648344.0,53030617.0,-0.88,67.57,872799392,854445782.0,2.15
1003,模擬1003,通信網路業,otc,2025,11,2025-11-01,103936386,88862911.0,103869125.0,16.96,0.06,976735778,958314907.0,1.92
1003,模擬1003,通信網路業,otc,2025,12,2025-12-01,72525383,103936386.0,128188491.0,-30.22,-43.42,1049261161,1086503398.0,-3.43
1003,模擬1003,通信網路業,otc,2026,1,2026-01-01,118419973,72525383.0,109089593.0,63.28,8.55,118419973,109089593.0,8.55
1003,模擬1003,通信網路業,otc,2026,2,2026-02-01,75472491,118419973.0,113841987.0,-36.27,-33.7,193892464,222931579.0,-13.03
1003,模擬1003,通信網路業,otc,2026,3,2026-03-01,85351826,75472491.0,96779293.0,13.09,-11.81,279244290,319710872.0,-12.66
1003,模擬1003,通信網路業,otc,2026,4,2026-04-01,86268865,85351826.0,74820515.0,1.07,15.3,365513155,394531388.0,-7.36
1003,模擬1003,通信網路業,otc,2026,5,2026-05-01,91842692,86268865.0,68927064.0,6.46,33.25,457355847,463458452.0,-1.32
1004,模擬1004,電子零組件業,sii,2022,6,2022-06-01,65230694,,,,,65230694,,
1004,模擬1004,電子零組件業,sii,2022,7,2022-07-01,71299251,65230694.0,,9.3,,136529945,,
1004,模擬1004,電子零組件業,sii,2022,8,2022-08-01,75070420,71299251.0,,5.29,,211600365,,
1004,模擬1004,電子零組件業,sii,2022,9,2022-09-01,79980605,75070420.0,,6.54,,291580970,,
1004,模擬1004,電子零組件業,sii,2022,10,2022-10-01,83735242,79980605.0,,4.69,,375316212,,
1004,模擬1004,電子零組件業,sii,2022,11,2022-11-01,87781775,83735242.0,,4.83,,463097988,,
1004,模擬1004,電子零組件業,sii,2022,12,2022-12-01,86348986,87781775.0,,-1.63,,549446974,,
1004,模擬1004,電子零組件業,sii,2023,1,2023-01-01,87061892,86348986.0,,0.83,,87061892,,
1004,模擬1004,電子零組件業,sii,2023,2,2023-02-01,79863046,87061892.0,,-8.27,,166924937,,
1004,模擬1004,電子零組件業,sii,2023,3,2023-03-01,78495547,79863046.0,,-1.71,,245420484,,
1004,模擬1004,電子零組件業,sii,2023,4,2023-04-01,78546545,78495547.0,,0.06,,323967029,,
1004,模擬1004,電子零組件業,sii,2023,5,2023-05-01,75357521,78546545.0,,-4.06,,399324550,,
1004,模擬1004,電子零組件業,sii,2023,6,2023-06-01,83515560,75357521.0,65230694.0,10.83,28.03,482840109,65230694.0,640.2
1004,模擬1004,電子零組件業,sii,2023,7,2023-07-01,84572791,83515560.0,71299251.0,1.27,18.62,567412900,136529945.0,315.6
1004,模擬1004,電子零組件業,sii,2023,8,2023-08-01,94669757,84572791.0,75070420.0,11.94,26.11,662082657,211600365.0,212.89
1004,模擬1004,電子零組件業,sii,2023,9,2023-09-01,101169286,94669757.0,79980605.0,6.87,26.49,763251943,291580970.0,161.76
1004,模擬1004,電子零組件業,sii,2023,10,2023-10-01,107122778,101169286.0,83735242.0,5.88,27.93,870374721,375316212.0,131.9
1004,模擬1004,電子零組件業,sii,2023,11,2023-11-01,107804816,107122778.0,87781775.0,0.64,22.81,978179537,463097988.0,111.23
1004,模擬1004,電子零組件業,sii,2023,12,2023-12-01,113475494,107804816.0,86348986.0,5.26,31.41,1091655031,549446974.0,98.68
1004,模擬1004,電子零組件業,sii,2024,1,2024-01-01,105566042,113475494.0,87061892.0,-6.97,21.25,105566042,87061892.0,21.25
1004,模擬1004,電子零組件業,sii,2024,2,2024-02-01,103432393,105566042.0,79863046.0,-2.02,29.51,208998435,166924937.0,25.21
