"Action","Reason","CanonicalFile","CanonicalPath","AssetId","FileName","Path","Extension","StylePackId","Category","NormalizedName","SuffixScore","Bytes","Modified","Result","NewPath"
"KEEP","Canonical lowest suffix score","download_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__99ADE61E01.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\download_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__99ADE61E01.svg","VIA-ICON-99ADE61E0199","download_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__99ADE61E01.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\download_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__99ADE61E01.svg",".svg","MATERIAL_SYMBOL_0000F5_36DP","05_file_format_export","download_36dp_0000f5_fill0_wght400_grad0_opsz40_(1)","70.67","356","2026-03-23 10:48:59","KEEP",""
"KEEP","Canonical lowest suffix score","download_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__99ADE61E01.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\download_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__99ADE61E01.svg","VIA-ICON-99ADE61E0199","download_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__99ADE61E01.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\download_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__99ADE61E01.svg",".svg","MATERIAL_SYMBOL_0000F5_36DP","05_file_format_export","download_36dp_0000f5_fill0_wght400_grad0_opsz40_(1)","70.67","356","2026-03-23 10:48:59","KEEP",""
"KEEP","Canonical lowest suffix score","home_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__95FE25A2A0.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\home_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__95FE25A2A0.svg","VIA-ICON-95FE25A2A0E6","home_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__95FE25A2A0.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\home_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__95FE25A2A0.svg",".svg","MATERIAL_SYMBOL_0000F5_36DP","05_file_format_export","home_36dp_0000f5_fill0_wght400_grad0_opsz40_(1)","70.63","276","2026-03-23 10:48:50","KEEP",""
"KEEP","Canonical lowest suffix score","home_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__95FE25A2A0.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\home_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__95FE25A2A0.svg","VIA-ICON-95FE25A2A0E6","home_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__95FE25A2A0.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\home_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__95FE25A2A0.svg",".svg","MATERIAL_SYMBOL_0000F5_36DP","05_file_format_export","home_36dp_0000f5_fill0_wght400_grad0_opsz40_(1)","70.63","276","2026-03-23 10:48:50","KEEP",""
"KEEP","Canonical lowest suffix score","html_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__2BF477FC3C.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\html_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__2BF477FC3C.svg","VIA-ICON-2BF477FC3CF6","html_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__2BF477FC3C.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\html_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__2BF477FC3C.svg",".svg","MATERIAL_SYMBOL_0000F5_36DP","05_file_format_export","html_36dp_0000f5_fill0_wght400_grad0_opsz40_(1)","70.63","406","2026-03-23 10:57:26","KEEP",""
"KEEP","Canonical lowest suffix score","html_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__2BF477FC3C.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\html_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__2BF477FC3C.svg","VIA-ICON-2BF477FC3CF6","html_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__2BF477FC3C.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\html_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__2BF477FC3C.svg",".svg","MATERIAL_SYMBOL_0000F5_36DP","05_file_format_export","html_36dp_0000f5_fill0_wght400_grad0_opsz40_(1)","70.63","406","2026-03-23 10:57:26","KEEP",""
"KEEP","Canonical lowest suffix score","imagesmode_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__F6E7CE1945.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\imagesmode_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__F6E7CE1945.svg","VIA-ICON-F6E7CE194515","imagesmode_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__F6E7CE1945.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\imagesmode_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__F6E7CE1945.svg",".svg","MATERIAL_SYMBOL_0000F5_36DP","05_file_format_export","imagesmode_36dp_0000f5_fill0_wght400_grad0_opsz40_(1)","70.69","633","2026-03-23 11:02:05","KEEP",""
"KEEP","Canonical lowest suffix score","imagesmode_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__F6E7CE1945.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\imagesmode_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__F6E7CE1945.svg","VIA-ICON-F6E7CE194515","imagesmode_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__F6E7CE1945.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\imagesmode_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__F6E7CE1945.svg",".svg","MATERIAL_SYMBOL_0000F5_36DP","05_file_format_export","imagesmode_36dp_0000f5_fill0_wght400_grad0_opsz40_(1)","70.69","633","2026-03-23 11:02:05","KEEP",""
"KEEP","Canonical lowest suffix score","javascript_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6BC5EAB788.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\javascript_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6BC5EAB788.svg","VIA-ICON-6BC5EAB788C9","javascript_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6BC5EAB788.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\javascript_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6BC5EAB788.svg",".svg","MATERIAL_SYMBOL_0000F5_36DP","05_file_format_export","javascript_36dp_0000f5_fill0_wght400_grad0_opsz40_(1)","70.69","541","2026-03-23 10:57:15","KEEP",""
"KEEP","Canonical lowest suffix score","javascript_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6BC5EAB788.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\javascript_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6BC5EAB788.svg","VIA-ICON-6BC5EAB788C9","javascript_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6BC5EAB788.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\javascript_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6BC5EAB788.svg",".svg","MATERIAL_SYMBOL_0000F5_36DP","05_file_format_export","javascript_36dp_0000f5_fill0_wght400_grad0_opsz40_(1)","70.69","541","2026-03-23 10:57:15","KEEP",""
"KEEP","Canonical lowest suffix score","key_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__31C1C403F2.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\key_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__31C1C403F2.svg","VIA-ICON-31C1C403F208","key_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__31C1C403F2.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\key_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__31C1C403F2.svg",".svg","MATERIAL_SYMBOL_0000F5_36DP","05_file_format_export","key_36dp_0000f5_fill0_wght400_grad0_opsz40_(1)","70.62","724","2026-03-23 10:40:37","KEEP",""
"KEEP","Canonical lowest suffix score","key_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__31C1C403F2.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\key_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__31C1C403F2.svg","VIA-ICON-31C1C403F208","key_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__31C1C403F2.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\key_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__31C1C403F2.svg",".svg","MATERIAL_SYMBOL_0000F5_36DP","05_file_format_export","key_36dp_0000f5_fill0_wght400_grad0_opsz40_(1)","70.62","724","2026-03-23 10:40:37","KEEP",""
"KEEP","Canonical lowest suffix score","link_2_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6983EE1D39.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\link_2_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6983EE1D39.svg","VIA-ICON-6983EE1D395E","link_2_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6983EE1D39.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\link_2_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6983EE1D39.svg",".svg","MATERIAL_SYMBOL_0000F5_36DP","05_file_format_export","link_2_36dp_0000f5_fill0_wght400_grad0_opsz40_(1)","70.65","738","2026-03-23 11:01:52","KEEP",""
"KEEP","Canonical lowest suffix score","link_2_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6983EE1D39.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\link_2_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6983EE1D39.svg","VIA-ICON-6983EE1D395E","link_2_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6983EE1D39.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\link_2_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6983EE1D39.svg",".svg","MATERIAL_SYMBOL_0000F5_36DP","05_file_format_export","link_2_36dp_0000f5_fill0_wght400_grad0_opsz40_(1)","70.65","738","2026-03-23 11:01:52","KEEP",""
"KEEP","Canonical lowest suffix score","lock_open_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__D746DDC242.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\lock_open_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__D746DDC242.svg","VIA-ICON-D746DDC24296","lock_open_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__D746DDC242.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\lock_open_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__D746DDC242.svg",".svg","MATERIAL_SYMBOL_0000F5_36DP","05_file_format_export","lock_open_36dp_0000f5_fill0_wght400_grad0_opsz40_(1)","70.68","750","2026-03-23 10:52:49","KEEP",""
"KEEP","Canonical lowest suffix score","lock_open_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__D746DDC242.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\lock_open_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__D746DDC242.svg","VIA-ICON-D746DDC24296","lock_open_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__D746DDC242.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\lock_open_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__D746DDC242.svg",".svg","MATERIAL_SYMBOL_0000F5_36DP","05_file_format_export","lock_open_36dp_0000f5_fill0_wght400_grad0_opsz40_(1)","70.68","750","2026-03-23 10:52:49","KEEP",""
"KEEP","Canonical lowest suffix score","login_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6A2A228B64.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\login_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6A2A228B64.svg","VIA-ICON-6A2A228B64D1","login_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6A2A228B64.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\login_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6A2A228B64.svg",".svg","MATERIAL_SYMBOL_0000F5_36DP","05_file_format_export","login_36dp_0000f5_fill0_wght400_grad0_opsz40_(1)","70.64","351","2026-03-23 10:49:04","KEEP",""
"KEEP","Canonical lowest suffix score","login_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6A2A228B64.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\login_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6A2A228B64.svg","VIA-ICON-6A2A228B64D1","login_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6A2A228B64.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\login_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__6A2A228B64.svg",".svg","MATERIAL_SYMBOL_0000F5_36DP","05_file_format_export","login_36dp_0000f5_fill0_wght400_grad0_opsz40_(1)","70.64","351","2026-03-23 10:49:04","KEEP",""
"KEEP","Canonical lowest suffix score","logout_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__F3B232F182.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\logout_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__F3B232F182.svg","VIA-ICON-F3B232F18276","logout_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__F3B232F182.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\05_file_format_export\logout_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__F3B232F182.svg",".svg","MATERIAL_SYMBOL_0000F5_36DP","05_file_format_export","logout_36dp_0000f5_fill0_wght400_grad0_opsz40_(1)","70.65","351","2026-03-23 10:48:54","KEEP",""
