"AssetId","DisplayName","Category","Group","StylePackId","Usage","Keep","Note","FileName","SourcePath","ManagedPath","IsDuplicate"
"VIA-ICON-0E4C859CBCCC","family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\01_registry_identity_anchor\family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-0E4C859CBCCC","family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\00_registry_identity_anchor\family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-0C628B16C6B7","schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__0C628B16C6.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__0C628B16C6.svg","","True"
"VIA-ICON-0C628B16C6B7","schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\01_registry_identity_anchor\schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-0C628B16C6B7","schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\00_registry_identity_anchor\schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-0C628B16C6B7","schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__0C628B16C6.svg","False"
"VIA-ICON-3CEEACD14A57","token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__3CEEACD14A.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__3CEEACD14A.svg","","True"
"VIA-ICON-3CEEACD14A57","token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\01_registry_identity_anchor\token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-3CEEACD14A57","token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__3CEEACD14A.svg","False"
"VIA-ICON-3CEEACD14A57","token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\00_registry_identity_anchor\token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-76062EDDCA55","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-76062EDDCA55","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40 (1).svg","C:\Users\tonyk\Downloads\attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40 (1).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\02_finance_market_trading\attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__76062EDDCA.svg","False"
"VIA-ICON-76062EDDCA55","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__76062EDDCA.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\02_finance_market_trading\attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__76062EDDCA.svg","","True"
"VIA-ICON-76062EDDCA55","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\01_finance_market_trading\attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","","True"
"VIA-ICON-76062EDDCA55","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\02_finance_market_trading\attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","","True"
"VIA-ICON-D3B299E0AA7C","bid_landscape_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","bid_landscape_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__D3B299E0AA.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\02_finance_market_trading\bid_landscape_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__D3B299E0AA.svg","","True"
"VIA-ICON-D3B299E0AA7C","bid_landscape_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","bid_landscape_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\bid_landscape_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\02_finance_market_trading\bid_landscape_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__D3B299E0AA.svg","False"
"VIA-ICON-D3B299E0AA7C","bid_landscape_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","bid_landscape_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\01_finance_market_trading\bid_landscape_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-D3B299E0AA7C","bid_landscape_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","bid_landscape_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\02_finance_market_trading\bid_landscape_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-6B2AB9F21CAF","candlestick_chart_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","candlestick_chart_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\candlestick_chart_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\02_finance_market_trading\candlestick_chart_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__6B2AB9F21C.svg","False"
"VIA-ICON-6B2AB9F21CAF","candlestick_chart_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","candlestick_chart_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\01_finance_market_trading\candlestick_chart_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-6B2AB9F21CAF","candlestick_chart_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","candlestick_chart_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\02_finance_market_trading\candlestick_chart_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-6B2AB9F21CAF","candlestick_chart_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","candlestick_chart_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__6B2AB9F21C.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\02_finance_market_trading\candlestick_chart_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__6B2AB9F21C.svg","","True"
"VIA-ICON-F5FF89AF3F7D","currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\02_finance_market_trading\currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-F5FF89AF3F7D","currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\02_finance_market_trading\currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__F5FF89AF3F.svg","False"
"VIA-ICON-F5FF89AF3F7D","currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__F5FF89AF3F.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\02_finance_market_trading\currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__F5FF89AF3F.svg","","True"
"VIA-ICON-F5FF89AF3F7D","currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\01_finance_market_trading\currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-1C5D0843FD2E","currency_yuan_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","currency_yuan_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\01_finance_market_trading\currency_yuan_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-1C5D0843FD2E","currency_yuan_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","currency_yuan_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__1C5D0843FD.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\02_finance_market_trading\currency_yuan_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__1C5D0843FD.svg","","True"
"VIA-ICON-1C5D0843FD2E","currency_yuan_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","currency_yuan_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\currency_yuan_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\02_finance_market_trading\currency_yuan_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__1C5D0843FD.svg","False"
"VIA-ICON-1C5D0843FD2E","currency_yuan_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","currency_yuan_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\02_finance_market_trading\currency_yuan_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-8EB3717E0FE7","euro_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","euro_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\01_finance_market_trading\euro_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-8EB3717E0FE7","euro_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","euro_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__8EB3717E0F.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\02_finance_market_trading\euro_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__8EB3717E0F.svg","","True"
"VIA-ICON-8EB3717E0FE7","euro_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","euro_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\02_finance_market_trading\euro_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
