"SourcePath","SourceRelativePath","SourceSha256","TargetPath","TargetSha256","Action","VerifyStatus","Role","SizeBytes"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VHB\html_templates\VIA_Yield_Curve_Spread.html","html_templates\VIA_Yield_Curve_Spread.html","49CFD57B5FA212D2E8A30B23CCA3D853AE8F1AE9DF2B0F9276F2DA1A3CF738C9","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\functional modules\VHB\html_templates\VIA_Yield_Curve_Spread.html","49CFD57B5FA212D2E8A30B23CCA3D853AE8F1AE9DF2B0F9276F2DA1A3CF738C9","SKIP_ALREADY_EXISTS_IN_VAP_BY_SHA256","PASS","HTML_TEMPLATE","28648"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VHB\REGISTRY\VHB_ACTIVE_POINTER.json","REGISTRY\VHB_ACTIVE_POINTER.json","F7244B2DBA21C72E9836FE41A1ED181F5547F52B683A3DD964771F81C7CB4A42","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\functional modules\VHB\REGISTRY\VHB_ACTIVE_POINTER.json","F7244B2DBA21C72E9836FE41A1ED181F5547F52B683A3DD964771F81C7CB4A42","SKIP_ALREADY_EXISTS_IN_VAP_BY_SHA256","PASS","JSON_REGISTRY","1224"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VHB\REPORT\RUN_20260609_051117\VHB_NexusCore_Install_Import_Path_Plan.json","REPORT\RUN_20260609_051117\VHB_NexusCore_Install_Import_Path_Plan.json","6FEDF947EE797B0D6167911871E798EEBE3FE68BAC5A6F7ADDCCFF053D3C862F","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\functional modules\VHB\REPORT\RUN_20260609_051117\VHB_NexusCore_Install_Import_Path_Plan.json","6FEDF947EE797B0D6167911871E798EEBE3FE68BAC5A6F7ADDCCFF053D3C862F","SKIP_ALREADY_EXISTS_IN_VAP_BY_SHA256","PASS","JSON_REGISTRY","33314"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VHB\REPORT\RUN_20260609_051117\VHB_Top10_LocalFreeLibs_Matrix.csv","REPORT\RUN_20260609_051117\VHB_Top10_LocalFreeLibs_Matrix.csv","60C0243E197D83136B77CBA2F1F1395EA2DA69140099CC44B2625503B9D3B67A","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\functional modules\VHB\REPORT\RUN_20260609_051117\VHB_Top10_LocalFreeLibs_Matrix.csv","60C0243E197D83136B77CBA2F1F1395EA2DA69140099CC44B2625503B9D3B67A","SKIP_ALREADY_EXISTS_IN_VAP_BY_SHA256","PASS","DATA_FILE","23996"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VHB\REPORT\RUN_20260609_051117\VHB_Top10_LocalFreeLibs_Matrix.json","REPORT\RUN_20260609_051117\VHB_Top10_LocalFreeLibs_Matrix.json","F5BAA56D59446DF8D3093039D6C46F9FCDB0D44627BB17A71C792315B0BBA195","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\functional modules\VHB\REPORT\RUN_20260609_051117\VHB_Top10_LocalFreeLibs_Matrix.json","F5BAA56D59446DF8D3093039D6C46F9FCDB0D44627BB17A71C792315B0BBA195","SKIP_ALREADY_EXISTS_IN_VAP_BY_SHA256","PASS","JSON_REGISTRY","40601"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VHB\REPORT\RUN_20260609_051405_HOTFIX_SCANFILES\VHB_NexusCore_Install_Import_Path_Plan.json","REPORT\RUN_20260609_051405_HOTFIX_SCANFILES\VHB_NexusCore_Install_Import_Path_Plan.json","50F7B4207B5351F203E946C28A4224CEEE8E468997FF49D4F6942EAC2140FF51","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\functional modules\VHB\REPORT\RUN_20260609_051405_HOTFIX_SCANFILES\VHB_NexusCore_Install_Import_Path_Plan.json","50F7B4207B5351F203E946C28A4224CEEE8E468997FF49D4F6942EAC2140FF51","SKIP_ALREADY_EXISTS_IN_VAP_BY_SHA256","PASS","JSON_REGISTRY","31401"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VHB\REPORT\RUN_20260609_051405_HOTFIX_SCANFILES\VHB_Panorama_3R_Hotfix_Report.csv","REPORT\RUN_20260609_051405_HOTFIX_SCANFILES\VHB_Panorama_3R_Hotfix_Report.csv","F62D29587A5392CD2A6C65AEDA1AB7050B359F9E83F6CA005AA9B6DE1E0160B1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\functional modules\VHB\REPORT\RUN_20260609_051405_HOTFIX_SCANFILES\VHB_Panorama_3R_Hotfix_Report.csv","F62D29587A5392CD2A6C65AEDA1AB7050B359F9E83F6CA005AA9B6DE1E0160B1","SKIP_ALREADY_EXISTS_IN_VAP_BY_SHA256","PASS","DATA_FILE","5990"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VHB\REPORT\RUN_20260609_051405_HOTFIX_SCANFILES\VHB_Panorama_3R_Hotfix_Report.html","REPORT\RUN_20260609_051405_HOTFIX_SCANFILES\VHB_Panorama_3R_Hotfix_Report.html","38A4D2EF05EAD12FCFD751292CB2C25149C7E44C7BC0E6D58F37939A72336543","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\functional modules\VHB\REPORT\RUN_20260609_051405_HOTFIX_SCANFILES\VHB_Panorama_3R_Hotfix_Report.html","38A4D2EF05EAD12FCFD751292CB2C25149C7E44C7BC0E6D58F37939A72336543","SKIP_ALREADY_EXISTS_IN_VAP_BY_SHA256","PASS","HTML_TEMPLATE","365810"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VHB\REPORT\RUN_20260609_051405_HOTFIX_SCANFILES\VHB_Panorama_3R_Hotfix_Report.json","REPORT\RUN_20260609_051405_HOTFIX_SCANFILES\VHB_Panorama_3R_Hotfix_Report.json","DBA91F457CBD691C31D3C67777EE4D1F9B0B36B4140F30001F8604EE6219285E","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\functional modules\VHB\REPORT\RUN_20260609_051405_HOTFIX_SCANFILES\VHB_Panorama_3R_Hotfix_Report.json","DBA91F457CBD691C31D3C67777EE4D1F9B0B36B4140F30001F8604EE6219285E","SKIP_ALREADY_EXISTS_IN_VAP_BY_SHA256","PASS","JSON_REGISTRY","12026"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VHB\REPORT\RUN_20260609_051405_HOTFIX_SCANFILES\VHB_Top10_LocalFreeLibs_Matrix.csv","REPORT\RUN_20260609_051405_HOTFIX_SCANFILES\VHB_Top10_LocalFreeLibs_Matrix.csv","60C0243E197D83136B77CBA2F1F1395EA2DA69140099CC44B2625503B9D3B67A","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\functional modules\VHB\REPORT\RUN_20260609_051117\VHB_Top10_LocalFreeLibs_Matrix.csv","60C0243E197D83136B77CBA2F1F1395EA2DA69140099CC44B2625503B9D3B67A","SKIP_ALREADY_EXISTS_IN_VAP_BY_SHA256","PASS","DATA_FILE","23996"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VHB\REPORT\RUN_20260609_051405_HOTFIX_SCANFILES\VHB_Top10_LocalFreeLibs_Matrix.json","REPORT\RUN_20260609_051405_HOTFIX_SCANFILES\VHB_Top10_LocalFreeLibs_Matrix.json","F5BAA56D59446DF8D3093039D6C46F9FCDB0D44627BB17A71C792315B0BBA195","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\functional modules\VHB\REPORT\RUN_20260609_051117\VHB_Top10_LocalFreeLibs_Matrix.json","F5BAA56D59446DF8D3093039D6C46F9FCDB0D44627BB17A71C792315B0BBA195","SKIP_ALREADY_EXISTS_IN_VAP_BY_SHA256","PASS","JSON_REGISTRY","40601"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VHB\TOOLS\def_install_node_libs_vhb.ps1","TOOLS\def_install_node_libs_vhb.ps1","B516297B718CC95645C66EE4086C1842ACDBD6DC38FE97321405158D1325CFC0","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\functional modules\VHB\TOOLS\def_install_node_libs_vhb.ps1","B516297B718CC95645C66EE4086C1842ACDBD6DC38FE97321405158D1325CFC0","SKIP_ALREADY_EXISTS_IN_VAP_BY_SHA256","PASS","POWERSHELL_TOOL","628"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VHB\TOOLS\def_install_powershell_modules_vhb.ps1","TOOLS\def_install_powershell_modules_vhb.ps1","8442AEE9C21ABD0F7DB371938AC7828B2A5884283021B645E09170E838438D2F","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\functional modules\VHB\TOOLS\def_install_powershell_modules_vhb.ps1","8442AEE9C21ABD0F7DB371938AC7828B2A5884283021B645E09170E838438D2F","SKIP_ALREADY_EXISTS_IN_VAP_BY_SHA256","PASS","POWERSHELL_TOOL","593"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VHB\TOOLS\def_install_python_libs_vhb.ps1","TOOLS\def_install_python_libs_vhb.ps1","6A9CC21C18E51BD3E057EBF4A7E94306176B1444B44B157AE1D094AFC709B885","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\functional modules\VHB\TOOLS\def_install_python_libs_vhb.ps1","6A9CC21C18E51BD3E057EBF4A7E94306176B1444B44B157AE1D094AFC709B885","SKIP_ALREADY_EXISTS_IN_VAP_BY_SHA256","PASS","POWERSHELL_TOOL","762"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VHB\UI\VHB_Editable_HTML_UI_Builder_Prototype.html","UI\VHB_Editable_HTML_UI_Builder_Prototype.html","3F8A78B807575B83EFCFA56EAE2223BA4354DA22FF4464DB2C26D3D34E5520B1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\functional modules\VHB\UI\VHB_Editable_HTML_UI_Builder_Prototype.html","3F8A78B807575B83EFCFA56EAE2223BA4354DA22FF4464DB2C26D3D34E5520B1","SKIP_ALREADY_EXISTS_IN_VAP_BY_SHA256","PASS","HTML_TEMPLATE","10494"
