"def_category","def_file","def_original_source_path","def_v0106_staged_path","def_v0108_toolbox_path","def_status","def_role","def_sha12"
"firststep","Invoke-VIA-MultiProject-PanoramaSync-AIO-v043-CompletionAnchorEngine.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-MultiProject-PanoramaSync-AIO-v043-CompletionAnchorEngine.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_firststep_panorama\RUN_20260622_175906_VIA_INTEGRATION_FIRSTSTEP_v0106_WORKER\_used_tools\firststep\Invoke-VIA-MultiProject-PanoramaSync-AIO-v043-CompletionAnchorEngine.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_secondstep_closeout\RUN_20260622_180721_VIA_INTEGRATION_SECONDSTEP_CLOSEOUT_v0108\_toolbox_used\firststep\Invoke-VIA-MultiProject-PanoramaSync-AIO-v043-CompletionAnchorEngine.ps1","COPIED_FROM_V0106_STAGED","STAGED","6314F323B2DB"
"firststep","Invoke-VIA-MultiProject-PanoramaSync-AIO-v042-SafeHtmlRendererHotfix.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-MultiProject-PanoramaSync-AIO-v042-SafeHtmlRendererHotfix.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_firststep_panorama\RUN_20260622_175906_VIA_INTEGRATION_FIRSTSTEP_v0106_WORKER\_used_tools\firststep\Invoke-VIA-MultiProject-PanoramaSync-AIO-v042-SafeHtmlRendererHotfix.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_secondstep_closeout\RUN_20260622_180721_VIA_INTEGRATION_SECONDSTEP_CLOSEOUT_v0108\_toolbox_used\firststep\Invoke-VIA-MultiProject-PanoramaSync-AIO-v042-SafeHtmlRendererHotfix.ps1","COPIED_FROM_V0106_STAGED","STAGED","C22A1BD0D8B6"
"firststep","Invoke-VIA-MultiProject-PanoramaSync-AIO-v041-HistoryLensHotfix.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-MultiProject-PanoramaSync-AIO-v041-HistoryLensHotfix.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_firststep_panorama\RUN_20260622_175906_VIA_INTEGRATION_FIRSTSTEP_v0106_WORKER\_used_tools\firststep\Invoke-VIA-MultiProject-PanoramaSync-AIO-v041-HistoryLensHotfix.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_secondstep_closeout\RUN_20260622_180721_VIA_INTEGRATION_SECONDSTEP_CLOSEOUT_v0108\_toolbox_used\firststep\Invoke-VIA-MultiProject-PanoramaSync-AIO-v041-HistoryLensHotfix.ps1","COPIED_FROM_V0106_STAGED","STAGED","E56A292EF070"
"firststep","Invoke-VIA-MultiProject-PanoramaSync-AIO-v040.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-MultiProject-PanoramaSync-AIO-v040.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_firststep_panorama\RUN_20260622_175906_VIA_INTEGRATION_FIRSTSTEP_v0106_WORKER\_used_tools\firststep\Invoke-VIA-MultiProject-PanoramaSync-AIO-v040.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_secondstep_closeout\RUN_20260622_180721_VIA_INTEGRATION_SECONDSTEP_CLOSEOUT_v0108\_toolbox_used\firststep\Invoke-VIA-MultiProject-PanoramaSync-AIO-v040.ps1","COPIED_FROM_V0106_STAGED","STAGED","6D281264AE05"
"firststep","Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v031-Hotfix (1).ps1","C:\Users\tonyk\Downloads\Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v031-Hotfix (1).ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_firststep_panorama\RUN_20260622_175906_VIA_INTEGRATION_FIRSTSTEP_v0106_WORKER\_used_tools\firststep\Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v031-Hotfix (1).ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_secondstep_closeout\RUN_20260622_180721_VIA_INTEGRATION_SECONDSTEP_CLOSEOUT_v0108\_toolbox_used\firststep\Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v031-Hotfix (1).ps1","COPIED_FROM_V0106_STAGED","STAGED","8BA211FEC5D6"
"firststep","Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v031-Hotfix.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v031-Hotfix.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_firststep_panorama\RUN_20260622_175906_VIA_INTEGRATION_FIRSTSTEP_v0106_WORKER\_used_tools\firststep\Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v031-Hotfix.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_secondstep_closeout\RUN_20260622_180721_VIA_INTEGRATION_SECONDSTEP_CLOSEOUT_v0108\_toolbox_used\firststep\Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v031-Hotfix.ps1","COPIED_FROM_V0106_STAGED","STAGED","8BA211FEC5D6"
"firststep","Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v030.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v030.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_firststep_panorama\RUN_20260622_175906_VIA_INTEGRATION_FIRSTSTEP_v0106_WORKER\_used_tools\firststep\Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v030.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_secondstep_closeout\RUN_20260622_180721_VIA_INTEGRATION_SECONDSTEP_CLOSEOUT_v0108\_toolbox_used\firststep\Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v030.ps1","COPIED_FROM_V0106_STAGED","STAGED","8E5E4D5BED6E"
"firststep","Invoke-VIA-RedFinding-Triage-v01 (1).ps1","C:\Users\tonyk\Downloads\Invoke-VIA-RedFinding-Triage-v01 (1).ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_firststep_panorama\RUN_20260622_175906_VIA_INTEGRATION_FIRSTSTEP_v0106_WORKER\_used_tools\firststep\Invoke-VIA-RedFinding-Triage-v01 (1).ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_secondstep_closeout\RUN_20260622_180721_VIA_INTEGRATION_SECONDSTEP_CLOSEOUT_v0108\_toolbox_used\firststep\Invoke-VIA-RedFinding-Triage-v01 (1).ps1","COPIED_FROM_V0106_STAGED","STAGED","A29B8037F9BB"
"firststep","Invoke-VIA-RedFinding-Triage-v01.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-RedFinding-Triage-v01.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_firststep_panorama\RUN_20260622_175906_VIA_INTEGRATION_FIRSTSTEP_v0106_WORKER\_used_tools\firststep\Invoke-VIA-RedFinding-Triage-v01.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_secondstep_closeout\RUN_20260622_180721_VIA_INTEGRATION_SECONDSTEP_CLOSEOUT_v0108\_toolbox_used\firststep\Invoke-VIA-RedFinding-Triage-v01.ps1","COPIED_FROM_V0106_STAGED","STAGED","A29B8037F9BB"
"firststep","Invoke-VIA-NexusToolBridge-Unified-v02.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-NexusToolBridge-Unified-v02.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_firststep_panorama\RUN_20260622_175906_VIA_INTEGRATION_FIRSTSTEP_v0106_WORKER\_used_tools\firststep\Invoke-VIA-NexusToolBridge-Unified-v02.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_secondstep_closeout\RUN_20260622_180721_VIA_INTEGRATION_SECONDSTEP_CLOSEOUT_v0108\_toolbox_used\firststep\Invoke-VIA-NexusToolBridge-Unified-v02.ps1","COPIED_FROM_V0106_STAGED","STAGED","51D990C23190"
"firststep","VIA_NetGuardTuner_v2.ps1","C:\Users\tonyk\Downloads\VIA_NetGuardTuner_v2.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_firststep_panorama\RUN_20260622_175906_VIA_INTEGRATION_FIRSTSTEP_v0106_WORKER\_used_tools\firststep\VIA_NetGuardTuner_v2.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_secondstep_closeout\RUN_20260622_180721_VIA_INTEGRATION_SECONDSTEP_CLOSEOUT_v0108\_toolbox_used\firststep\VIA_NetGuardTuner_v2.ps1","COPIED_FROM_V0106_STAGED","STAGED","0A0A95F1F085"
"firststep","VIA_NetGuardTuner_v1.ps1","C:\Users\tonyk\Downloads\VIA_NetGuardTuner_v1.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_firststep_panorama\RUN_20260622_175906_VIA_INTEGRATION_FIRSTSTEP_v0106_WORKER\_used_tools\firststep\VIA_NetGuardTuner_v1.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_secondstep_closeout\RUN_20260622_180721_VIA_INTEGRATION_SECONDSTEP_CLOSEOUT_v0108\_toolbox_used\firststep\VIA_NetGuardTuner_v1.ps1","COPIED_FROM_V0106_STAGED","STAGED","2121D6849EA9"
"firststep","Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe (1).ps1","C:\Users\tonyk\Downloads\Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe (1).ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_firststep_panorama\RUN_20260622_175906_VIA_INTEGRATION_FIRSTSTEP_v0106_WORKER\_used_tools\firststep\Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe (1).ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_secondstep_closeout\RUN_20260622_180721_VIA_INTEGRATION_SECONDSTEP_CLOSEOUT_v0108\_toolbox_used\firststep\Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe (1).ps1","COPIED_FROM_V0106_STAGED","STAGED","41F114A5034A"
"firststep","Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_firststep_panorama\RUN_20260622_175906_VIA_INTEGRATION_FIRSTSTEP_v0106_WORKER\_used_tools\firststep\Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_secondstep_closeout\RUN_20260622_180721_VIA_INTEGRATION_SECONDSTEP_CLOSEOUT_v0108\_toolbox_used\firststep\Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe.ps1","COPIED_FROM_V0106_STAGED","STAGED","41F114A5034A"
"firststep","Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_firststep_panorama\RUN_20260622_175906_VIA_INTEGRATION_FIRSTSTEP_v0106_WORKER\_used_tools\firststep\Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_secondstep_closeout\RUN_20260622_180721_VIA_INTEGRATION_SECONDSTEP_CLOSEOUT_v0108\_toolbox_used\firststep\Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1","COPIED_FROM_V0106_STAGED","STAGED","8799EBEA6CCF"
"firststep","Invoke-VIA-UltimateEngineForge-AIO-v060.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-UltimateEngineForge-AIO-v060.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_firststep_panorama\RUN_20260622_175906_VIA_INTEGRATION_FIRSTSTEP_v0106_WORKER\_used_tools\firststep\Invoke-VIA-UltimateEngineForge-AIO-v060.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_secondstep_closeout\RUN_20260622_180721_VIA_INTEGRATION_SECONDSTEP_CLOSEOUT_v0108\_toolbox_used\firststep\Invoke-VIA-UltimateEngineForge-AIO-v060.ps1","COPIED_FROM_V0106_STAGED","STAGED","A3D947CF0439"
"firststep","VIA_EngineForge_Config.template.json","C:\Users\tonyk\Downloads\VIA_EngineForge_Config.template.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_firststep_panorama\RUN_20260622_175906_VIA_INTEGRATION_FIRSTSTEP_v0106_WORKER\_used_tools\firststep\VIA_EngineForge_Config.template.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_secondstep_closeout\RUN_20260622_180721_VIA_INTEGRATION_SECONDSTEP_CLOSEOUT_v0108\_toolbox_used\firststep\VIA_EngineForge_Config.template.json","COPIED_FROM_V0106_STAGED","STAGED","B14BA6667BAE"
"firststep","via_three_round_safe_convergence_spine.png","C:\Users\tonyk\Downloads\via_three_round_safe_convergence_spine.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_firststep_panorama\RUN_20260622_175906_VIA_INTEGRATION_FIRSTSTEP_v0106_WORKER\_used_tools\firststep\via_three_round_safe_convergence_spine.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_integration_secondstep_closeout\RUN_20260622_180721_VIA_INTEGRATION_SECONDSTEP_CLOSEOUT_v0108\_toolbox_used\firststep\via_three_round_safe_convergence_spine.png","COPIED_FROM_V0106_STAGED","STAGED","E4E0EB28A977"
