Date,A2 銅箔基板 CCL,A4 半導體化學品 / 光阻 / 耗材,A5 矽晶圓 / 靶材 / 研磨材,B1 ABF / FC-BGA 載板,B2 BT 載板 / 記憶體載板,B4 軟板 FPC,B5 PCB 設備 / 鑽針 / 檢測,C1 晶圓代工,C2 先進封裝設備 (CoWoS / SoIC),C3 廠務 / 無塵室 / 機電工程,C4 封測 OSAT,D2 DRAM / NOR / 利基記憶體,E1 AI ASIC 設計服務,E2 矽智財 IP,F1 AI OEM / ODM 整機櫃 (L10/L11),G1 水冷板 / CDU / 液冷系統,G4 風扇 / 馬達,G5 熱交換器 / 漏液感測,H1 伺服器電源 PSU / 電源模組,H2 BBU 備援電池模組,H3 重電 / 變壓器 / 開關設備,I1 CPO 共封裝光學 / 光引擎,I5 交換器 / 白牌網通設備,J1 MLCC 積層陶瓷電容,J3 電感 / TLVR / 磁性元件,J4 鋁電解 / 固態電容,J7 LTCC / 高頻被動模組,K3 AI PC 零組件 · IC,L1 光學鏡頭 / CIS,L2 低軌衛星 / 衛星通訊,L3 軍工航太,L4 機器人 / 自動化,L6 資安 / 系統整合,L7 工控 / 物流 / 供應鏈周邊,L8 生技醫療,M1 貨櫃航運,M2 散裝航運,M3 航空,M4 鋼鐵 · 扁鋼 / 不鏽鋼,M7 觀光餐飲
2026-02-02,100.53093635743352,106.79035010122034,100.53063410726692,113.85088365135982,101.44122434942122,111.76770480408267,98.5649021141455,113.0795034940661,103.39961720077602,102.50905652133287,109.57632379558186,95.32355429916021,104.5107347988761,105.19782647732666,105.0216625165123,117.14761047099698,97.89890518787479,106.05896324837425,105.01780302373488,102.836592524823,107.21232234829147,106.0736004173352,111.111113526494,105.79799693124001,110.28607523063708,95.01454269123478,102.43123205065355,108.56032522614471,102.5799189402167,97.59719588630546,107.02928059794266,120.22431426578432,104.04844512304906,104.20319352956896,108.06329841323311,101.37070905576682,108.06642989469955,105.49876758950681,94.54492605708025,96.27878117800199
2026-02-03,100.5607552986701,107.61712509670349,100.3576257790355,112.12062990808141,100.34900661440874,108.92951910102477,100.65337410978307,108.4226189841727,100.22628078461855,99.89451584108714,108.12867573218224,93.99491849641267,102.08527343489668,105.1912556865032,103.45230636574829,115.49677444469224,94.22116558827163,102.62117151808287,102.8852119867687,100.88635543886865,106.25182857437302,102.8495328585643,110.47088905021971,104.84190677586979,107.53496682835925,91.21780857196418,101.85423639128652,105.74349048632439,101.4837100561374,97.89115939398505,102.65885604099049,117.32692117561358,102.12617182391145,103.3362943809968,106.18876405477477,99.30946608742347,104.682602524055,104.30980462670902,91.45013859930664,94.09002647324942
2026-02-04,100.76025720329122,106.13259203134707,100.10307252064342,112.80780163447834,99.7874522994401,108.08539463686168,103.23664995991622,108.12900976976431,99.98793137032447,101.74636800741372,108.51601923781982,94.68661052484644,103.79290454054554,106.54742649320985,104.90732629869879,113.81523686574248,94.21475071779032,101.54513105927809,102.68440395810777,101.32310341233097,106.92864488765282,103.35689963853658,108.27291284072854,104.78738886532719,108.22444882289132,90.89764842651672,102.53750963736081,107.53092017929605,102.20610423763415,96.82140181567362,103.36784668588443,118.29449713527282,102.41721117176135,103.76237413514848,107.28595125273516,99.32742231267133,104.34964759246272,104.35931224071025,91.68642100362304,93.26756183795563
2026-02-05,99.82247254506433,102.92600823453013,100.68007922986935,111.65393463007369,98.3381824235836,108.45988049596527,103.10679561797853,107.4780405557605,98.14517746733699,103.84043971167195,109.43939466439542,94.51267348847246,102.46811193183164,106.70179664963017,104.22700110579508,110.49242314072245,92.61916811103566,102.9542980762896,101.37314786542727,99.9558757358071,107.32826069061018,102.81573932163879,106.68169711967147,103.6090695370162,107.99577103271794,90.71521680216279,101.50172149447488,104.6809120667312,102.82534702427779,95.83410091050882,101.27752361169816,118.371564238702,100.86012384924076,102.21245112050767,107.01742612759612,96.908014320566,102.82224636357365,103.3387627370684,90.22311910729663,93.07028942590256
2026-02-06,95.96629564250573,103.62569555543479,100.10255420924058,110.80459731041579,98.39760101421149,109.55011915531593,104.6065839330506,106.12190997353908,95.75284993615102,105.4434052610394,108.94340993273217,93.47410267966865,102.49682598587371,107.18444786793066,102.63386509543652,109.68587867111081,92.66983969372711,101.33429120360869,101.47778445273399,97.7214561992146,108.33184861841595,102.49375004173669,104.40388806658062,101.68268121146622,106.71213173413364,89.58079947590254,101.33244332964424,103.58808514135787,104.59707800148507,94.23590260760551,99.08685289342516,118.422319154111,99.00934174375755,100.27902920110935,106.69869514780444,94.56682028598867,103.8647375886565,103.37587878767903,89.99736144977119,93.50572760785272
2026-02-09,94.28299742693144,103.88160223210885,100.99445750122412,109.88697893303758,97.7433292763989,109.90321886308789,105.6125316257927,105.28487299081449,94.31117426772157,105.8590873077805,110.08728439604054,93.144231233038,104.34603761084561,107.80013408761681,101.49894530106812,109.89672337936547,93.89339413668648,104.25521747576825,103.25654833374708,97.58446856588094,108.3360709214968,102.11432012930119,105.44359050653534,100.09001568565883,105.22369948685937,89.30683938606472,102.55438734575795,103.68226610508411,107.70660133700365,96.0976243356038,100.4167894245204,120.46181455013819,98.73076882980571,98.9394185585193,106.62758710082929,92.85428001481364,105.62700893717385,103.23888324057562,90.99395876729683,93.78984431117829
2026-02-10,94.229759595623,103.68864696161343,100.81416353285162,109.89524468042423,96.36791188524434,108.97982240084549,111.5341211359397,105.81749939005643,94.61460253252604,106.25977262056495,110.01572082779569,93.18967322446748,104.0262475064394,104.0827318649088,100.05180907941897,112.21310788713826,95.30247975244652,102.0537841152808,105.32695497067822,99.76586155820796,107.64111021132332,104.12427563326231,106.95205877531146,98.82850803827489,105.96153351797332,89.95230285900666,103.64112824203168,104.00042431123111,109.35796095552874,98.0733050752074,101.83085458290589,122.25409508505899,98.05171031234954,100.15863825701672,106.39873149706072,91.54931819616185,105.85765455922069,104.81605503705423,92.0436902264658,93.40053858081914
2026-02-11,95.4837727380897,102.57523265281411,99.14162607707071,109.29207391165083,95.49649262319834,105.2640973497642,112.97356214958776,104.7434439882094,94.00707149133306,105.4322655191707,108.78476143535418,92.09382665167708,102.41982311550788,101.15840584918612,98.76993110784171,111.97291538008517,95.06966959332671,103.35860624802757,105.21843202817735,101.12459212078709,106.34390199415806,102.93789237172733,108.00900570030014,98.65342589544429,105.34562902391451,89.00294880794522,104.20699293077118,103.82987218540399,110.00722076219363,96.91708128931414,101.19849481716125,120.89119418271065,96.80489875650021,99.45833071882961,106.22990326081973,91.78700462994004,104.53398715198396,104.9072765298849,91.31351665969976,93.42661418815862
2026-02-12,99.31062190018781,103.18535798423154,98.35496583331745,111.98059543212271,96.7558411918524,106.0581318967649,113.50500471841427,107.88906609666353,94.4098114439584,107.65512587961469,107.50478119043623,92.53945345296903,102.94258303553227,102.4895108215231,100.47159301249629,114.02385347491963,98.26159973635629,103.67016247565009,108.14570319063023,103.80122372580404,104.87615401311474,103.30759781255463,109.29797683149411,99.66502298430659,105.9215236525485,91.20245223909387,104.32958388695175,102.60450713750988,112.35239218920313,97.34397812375724,102.00804388263994,123.4610632414219,97.6749790166001,99.8512597716616,108.74317250668783,94.33021296052122,105.3628401369194,107.10699754009295,90.70521031554829,93.73348316565345
2026-02-13,97.33575347830259,104.86144638753319,98.10596102449927,111.41633523885282,99.38231941741934,106.38015495116201,112.17512448907192,108.73408206184624,94.52465966751393,110.09639233637573,106.45563336154085,93.80200546576583,102.81715892797506,103.69933581850712,101.0783496227746,112.0964834654654,99.16242430927288,105.85098023873138,108.48441632353162,105.53007212479538,102.7554379762806,104.84889364589702,109.31422555707806,101.89028276917259,107.17796323667474,89.58931805253064,104.37047043407692,103.02543567515407,113.52047569650313,100.70545793701956,104.50378615968206,120.98028831339248,98.71773072920229,101.15239975455985,110.40715922278335,95.83313285991532,105.65744199383866,107.48001401027203,91.15516734702503,93.21244633214665
2026-02-16,96.22268747614007,106.94587293106122,95.32722280514336,109.96398211905871,95.63494659888201,102.75799250024083,112.21028243320194,106.60872711984318,93.05944980767579,110.07915454058873,105.55183007088995,94.12257048546779,104.94640562278971,102.23219563508157,101.01066995257355,109.77393105357548,98.44708629600366,103.67688129430954,106.69473378388396,105.62803903650247,100.5230007593891,101.55522131718982,109.67762930086289,103.50161326316842,105.08823153586361,91.15618540450053,105.119763850761,100.60011370199871,112.99157699847922,99.51328492513622,103.86749761204219,117.43925018462176,97.71284491376676,99.11592204894781,109.78397515853484,96.83235887928197,105.16036899315209,105.53146996750905,90.96048520421577,90.69986464333411
2026-02-17,92.47894161381892,106.18298612805866,96.36994315183722,110.21858214674343,95.14936780145261,103.1671623943799,111.29332389035598,105.45578557393705,92.35895418282993,109.58249919747094,105.76194061923216,94.07741976681423,103.51041328164949,101.41737290524895,101.16767208940365,108.32711794051386,100.29047607698577,103.87682818412374,106.43764666498465,106.39726044504093,98.62019562249569,101.07347051195833,109.33169962880463,104.89714251800173,105.41529551204957,90.39766614231138,104.9668901921567,100.98194517214102,113.40642092787846,98.37691972250207,103.40360062824139,115.82048458388375,96.490539083653,98.64378592094465,109.73312041649328,96.94348816839762,104.33443917970331,105.76493810916891,90.85437989370176,90.66870358747214
2026-02-18,92.18097187147262,109.33332030600367,96.97162505194213,112.85790609789126,96.52459353142933,105.88225354174104,111.21543612378777,107.4912699025332,94.2562679976858,110.01263495575778,106.17957416227534,95.40522583594294,103.33045240608926,101.89484410364166,102.2708993577251,108.40737326633003,100.53002541920041,106.60128042551267,108.24382363278764,105.99465550255638,98.88925569313868,102.77362700961096,110.63342753475675,106.46898593159302,110.12439702685872,88.89817117457949,107.88604714347582,99.31065851843738,112.35264522859443,101.97834725660377,105.45433331812656,115.52800182796773,95.83592973081105,99.24650636943548,110.74847570300251,97.07157333859965,105.42510422898862,107.9180145527795,91.65384697370497,92.199349605628
2026-02-19,92.53742671156135,112.65041110742952,96.59330657629583,115.16862860979715,97.73091097525646,105.4441961928854,110.87076444106982,108.91195398694076,95.59802642581286,111.16150384297204,106.65497298025319,95.1390459035353,102.54430812934326,102.26728999882336,103.62124609300072,109.22686907494483,101.22865721851149,106.90208926755223,109.4373117912093,106.03392414545155,100.63160396459911,104.08086189712877,112.19080907669752,107.06637105845391,111.3612395039199,89.30518425813767,106.63338461127691,100.30044386272556,109.72965467777962,105.49954895912177,107.5023774428111,114.42384501720136,96.16594012804293,98.67814329710151,110.29471211291109,98.61282927570308,107.01630589813574,109.72659768600619,92.77454170023657,93.0123087325486
2026-02-20,87.88183804579094,112.25011932663938,97.0130317220005,113.18462875186599,98.13467318066185,104.13523081214862,111.50676850353935,110.49648036989117,96.74003555710814,111.84223053748167,105.51547634523179,95.38132273138449,102.92493982378035,102.73188325649083,104.71803172345001,112.3186069142011,100.57300476340669,107.23859438583021,111.70837420889053,106.67299415108357,101.9524127945975,103.01585337754659,112.5790419029241,108.7853370529169,112.97250103267564,89.27963630546984,106.04395938883151,98.96768158662309,109.24518949538829,102.10391922886008,105.9029249160705,113.75808069870186,97.0921298560817,96.5354626901352,110.32389956080056,97.7305040791183,108.76046600371014,111.4566058600106,91.79310473477977,92.73425516408739
2026-02-23,87.91646389106859,111.8460784630327,97.79342872156002,111.36300818771268,99.60317219181707,105.3333819437044,111.33922528775445,109.70136687082709,96.53435731305281,112.9235890193613,104.0398712504639,94.54495464853032,104.17847317428588,103.48430428398031,106.01925143084421,113.40668964873248,99.8716971609902,106.73790000274701,111.08316431029574,107.16737346787326,103.95593965727596,101.90319949596953,109.38093193496432,108.48286773025013,115.73391654213643,90.08148002628711,106.1691600025855,98.42459561898083,108.93162954145495,99.43816472128574,104.44383636736192,113.99649454313041,98.62974980999248,93.79426277421044,109.38949788967857,96.85535345939927,110.20886411952351,111.74885985052309,89.63333527357162,91.07823682672549
2026-02-24,87.81810292847183,111.32119509285535,97.49689964598888,110.76098940834989,101.19667676012394,104.34734506091623,107.91995559819428,108.60445522769487,96.63441539362141,113.75557600882799,103.63182187074173,94.94754223041348,103.90532148879367,103.0685684213825,105.55395705262563,115.08797702380214,98.79365560313731,106.05578518108132,109.15984326844477,104.35429911373463,102.63040714860223,101.55982606377307,107.20706350504834,107.64973459044528,118.30978914941417,90.89875095825383,105.24996758894079,98.07108338071669,108.55822441007801,97.4458411212483,103.27503536605111,112.52382433387325,100.198489568263,93.12829041016592,108.55055445873708,95.12801038072115,110.82532746248974,109.5499787478077,88.22435399875728,90.10527724198356
2026-02-25,87.35061321251706,111.70649342384725,97.30779229290175,109.36388299079432,99.59206224579327,104.80492377578882,108.53219444783409,109.89547531893145,97.24333250803673,114.15400088890563,103.51644626780987,94.71287226149173,102.95818077147722,102.84556614379453,104.43485488329028,115.85273522040357,98.49964267019557,106.6944044109416,107.875566646665,104.65445119501128,102.22678919208474,101.67054000937586,107.04062442752073,108.05275179242501,119.56018277358947,91.82820698087588,106.10398064359782,98.43088288566949,109.42685010029729,97.88657392732145,104.13291262707168,111.41937297964871,101.55019940974465,93.39998695139943,106.69768374896121,93.73163730866253,110.32506989837327,108.4008852706916,87.77075983997678,89.22234596506851
2026-02-26,85.78748393264873,110.8359078762317,96.57800394112722,107.78626091718519,101.83189236962504,102.56976469747292,110.70840240242734,110.33731184916184,96.61658024888243,113.72370906217162,102.34085511295068,92.70061153212752,103.43401164287185,100.25478498391648,104.46379000557667,115.33422213926622,97.7669582546885,105.61889614420879,106.77465593619645,104.4257359429968,101.29912172390902,103.10354209760413,104.62526175574861,106.3140257940324,119.76397649813791,89.07112752980464,104.77265815262638,97.66445831509428,110.66690759113212,96.66956775994845,104.84200255082224,109.71453237745965,102.51479853250427,93.84408527689367,105.5997119597798,94.06415541642507,111.07168941665368,105.62849743411702,85.84309465988235,88.92448922219097
2026-02-27,85.59062467535404,109.11147909866862,96.62181495574686,107.68871640252227,99.97787628174108,101.49161631415474,113.87414957758595,110.56267934853409,96.43958190717001,114.80577158939657,100.66653638244746,91.4626661749305,103.73466151725904,98.8111864321232,104.22963845291731,116.84996304355991,99.57815643734455,107.05238989126316,105.70755191080596,104.51149322468443,102.41685132492087,103.71320141110152,104.75462598105092,104.61389138838663,116.91774891806287,88.66842938236613,105.93804070352671,98.57692190536555,110.06447696011962,95.34934196675798,105.36288753949331,109.17511218496372,103.31132153779495,94.99286117838808,106.85080552484506,95.3548028018858,112.62526915464893,104.16898296208485,85.46365202309188,89.52994011572551
2026-03-02,86.58711176919145,108.71427902252246,97.22686876642,108.000213567529,98.40906902381133,100.92311997003884,114.73943407039118,109.59433781362053,95.96945743128323,115.26312847846565,100.1771102220075,89.6326241137977,102.36876343830461,97.36563826298224,105.6487646100863,115.9501302717404,101.84592492595421,106.7794406239278,106.00491595440702,101.30665184558828,102.0944061448934,102.81701926677582,106.32028303376222,102.95447555078387,116.16949252527655,88.37901365970029,103.3645895097673,96.81887051742805,108.11586490803772,94.589544808021,106.97078802916838,108.29527304158806,103.29622327848922,94.40660048646869,107.2727294145191,96.23901902890528,112.02573817401358,103.39703837550202,85.11060408273228,87.98033349456962
2026-03-03,87.60922059213726,107.32640505256181,97.98356165830039,109.20553555572884,97.15512680215885,102.99483351613378,113.94749280217967,112.32513383161539,97.49848723631273,116.73877308852208,101.34319534192821,89.65567933532024,104.1692450685925,97.82943764788929,108.98883038056947,117.40874383172275,102.78935336807554,106.6185435420015,105.88768314163126,100.82609675826778,101.4519575287787,101.7838811645357,106.3134663738037,103.31778165049028,114.11294410590487,90.63874973455614,102.57607242672613,97.16220974643367,107.1590737716945,93.94355547869847,108.36715028852075,108.79847135397722,104.72331245122713,92.77936165250387,109.42001324647796,97.39955931244259,112.58387216510599,103.51128478388416,85.81582225443435,88.04485671526238
2026-03-04,87.28333015217254,107.35018630892421,98.30438811474816,105.62931445673699,94.99212416028342,102.56971693831115,112.0400015394628,114.53831262934008,97.51572319494187,117.27331816936324,100.74400521027506,88.02308382408877,106.47670520878904,98.2635650276376,112.48502034853509,118.08561507849943,104.14025844610251,105.73582020893775,105.55324991905456,101.74988360766716,100.30545218322176,101.71657127376619,106.1611231616617,102.93994185249473,112.92336654346997,90.82415636197845,103.33368328218026,96.88958075189498,107.33012888559833,95.14824486049737,108.57024220263877,106.04806553398825,104.49943265423184,92.57984826686878,109.74760730175589,96.84458569781778,112.11420685794278,104.93280836280059,86.07462421524274,88.4218950432643
2026-03-05,88.3943551512964,108.11549266796,96.68760616089408,103.70705636865874,97.39648729285352,101.06129102875296,114.0843795898367,114.54527386946941,96.26688097998813,118.25873671465213,100.1697440156621,88.67451099016098,108.5454249509141,99.08236642406553,114.60507652292247,120.87228022689595,107.12438618289224,105.48240544698511,104.51685378568575,103.59138280342366,99.21455541544071,98.60288081897927,108.19256559758809,102.64849636136384,108.17169393743998,89.50643324807726,103.34055442751556,95.3841673970838,106.29205576668053,98.27995875803214,106.40927254512549,103.06176163321967,103.64537775510196,93.11127886445135,109.32459917182311,98.23473171776806,110.79818060947198,107.12556939507122,86.07957841466047,88.58494204409814
2026-03-06,88.63588591820479,109.16687258590481,96.83142847977193,104.11776171138001,100.02625774337093,99.93251793221208,116.35669767540931,114.39539985392963,96.05525249966634,118.69033259328991,100.80626817060472,89.0334095887812,108.35998772785308,99.84096271631377,116.16979308856386,123.76766762991831,109.11217393303629,103.91681088178835,104.46917805817652,105.3292450031867,100.57824455672457,97.84932383276897,107.28680160947427,101.91239331332334,105.47155813843577,89.38148331456097,101.97938500420089,96.57086253339601,104.61983691091,97.75117522531855,104.74092769925353,100.79055267784616,103.16044764921872,91.7202173526028,110.25201135966799,97.70873703255967,109.76011943747861,106.47110651174087,86.24460775924064,89.93330893381345
2026-03-09,89.12555252325285,110.77475723978385,96.37869414348131,104.6660494399173,100.26602270001712,98.25030581485048,112.95802526027374,113.09196056841179,96.79192422528207,121.3693346351284,102.2899442390079,90.92276367999641,110.02173363599492,99.84088721016735,117.01598440319474,125.33471434373985,113.91844631254041,105.75742805197288,104.76414730856514,106.16691359630435,101.78498698193201,98.56765741646687,108.22621755030822,103.15336930451846,107.42805835363208,90.65965421818335,100.78291350008044,97.95982453746312,103.99303671587009,99.48107867446856,107.13239703293692,101.2466166609153,103.26573396306567,91.41505055595121,112.48468878009835,98.50433766276832,110.89640483275598,106.33950263004924,89.31810970034344,91.05812221508427
2026-03-10,87.94334552741813,110.1280679365935,98.19053722145411,101.9937644705564,99.94884711139682,96.52692395828372,110.52976728786629,110.79703974895955,95.52496035793655,122.38624025243662,102.40709227756136,93.56364203261823,110.07062257030839,98.30356754372622,117.66924466820122,124.77479005619175,115.4407143151766,105.29163085441218,105.1275044033581,104.96461472173542,101.98063162305918,99.59153496328105,108.14640770470446,102.24655722231913,107.03199380082637,90.21400250157005,101.76450156679044,98.19641107085631,103.78146575432159,101.58777929436782,109.90772248384798,102.4911689612649,102.22090877588306,91.48316911235119,112.69333986068833,99.10870651027962,110.45942272660683,106.04747467594609,90.1816988812662,91.36689731891106
2026-03-11,89.91728002816333,107.54288220831366,102.03914132358426,100.88589463576874,98.43439429785428,96.15619390201164,108.44039670485175,110.39234363398458,96.11802580872485,123.4213305714889,102.46714324640982,97.7625297714169,112.16211482073874,95.34469033716535,118.28448902958425,125.08644902047921,116.39893431842142,104.99584479393147,105.00957025782333,102.91394258618166,103.8503459849193,99.20970279143111,108.97231600719414,101.95648121965895,105.13775126817102,88.77265609541652,100.41555928766232,99.34543502850806,104.7887989210748,99.08510436025514,111.71325161066902,104.15982740839931,102.22847645392716,90.79715350571469,113.38338887180844,102.32530671597048,110.22623777799,105.50389545326681,90.89664080933589,92.05551192405025
2026-03-12,91.47832333688123,105.29415952248219,102.98985255868935,103.39258184682416,99.4244865116171,96.6898433813022,108.8712441345623,110.9373958908528,96.61358270494746,122.71498433868398,101.8183002926251,99.59018409894252,116.1342397730469,94.36022687093323,116.06623542836458,126.35969448616267,114.86979801648671,106.99897940877008,105.34747736280548,102.82134333445694,104.59292690786512,99.2644050186986,111.19638750517032,103.47841656018402,106.09458528057192,88.26538773709609,102.08412726424369,98.78082857132527,105.27297035581603,101.31817565426088,112.32527917977056,105.78881790696232,101.62789282976655,90.61047126570824,111.70931332842376,105.28732380099912,108.92537982456533,109.13617312116997,92.63162659846877,91.98810043060351
