YFTicker,MedianTurnoverValue,TurnoverStability,PriceImpactPerDollar,LogMedianTurnover,NegativeLogPriceImpact,CapacityState,CapacityConfidence,TradingCapacityClass
2402.TWO,613482035.6434958,6.638929480046847,1.8214959233802775e-11,20.234661539931828,24.72877792352692,LOW,0.9977485814509524,SMALL_TRADING_CAPACITY
3563.TWO,3658221835.285176,6.827495953000233,2.4664301503349864e-12,22.020243028948702,26.728249293983126,MID,0.7939451308227491,MID_TRADING_CAPACITY
3455.TWO,1314953522.2540398,5.643927226556593,6.339682389950419e-12,20.99706715765801,25.784192444956602,LOW,0.503078847579074,SMALL_TRADING_CAPACITY
2467.TW,5668554505.433173,2.3759769692724357,1.6553860973937991e-12,22.458199984870657,27.12698684283113,HIGH,0.9999999679111957,LARGE_TRADING_CAPACITY
6207.TW,2511841907.6778574,6.015923332208178,2.7786273604586196e-12,21.644282148730266,26.60906406539397,MID,0.9579234274139872,MID_TRADING_CAPACITY
8021.TWO,2157174171.572426,5.577685526604274,3.310038298098891e-12,21.49206494822959,26.43406135618389,MID,0.9614794185546248,MID_TRADING_CAPACITY
3167.TWO,3032154822.3686113,2.698229724103009,3.3183423461444457e-12,21.832539366209357,26.431555751018557,HIGH,0.9999994273267133,LARGE_TRADING_CAPACITY
6432.TW,2960266816.718746,6.406263258370445,3.1349976404787656e-12,21.808545242003305,26.4883926944823,MID,0.9471601707180722,MID_TRADING_CAPACITY
2330.TW,7373161906.395199,2.543768141640389,1.8113618520619697e-12,22.721112475077422,27.036942149111017,HIGH,0.9999999999367446,LARGE_TRADING_CAPACITY
2303.TW,7035383761.797398,2.783937648036727,1.6488526358667782e-12,22.67421807638705,27.1309414421014,HIGH,0.9999999914137531,LARGE_TRADING_CAPACITY
5347.TWO,5936756201.913227,2.146369008678032,2.239807167832173e-12,22.50442872720335,26.8246313395564,HIGH,0.9999999999737442,LARGE_TRADING_CAPACITY
6770.TW,6312864612.229721,2.2265466281190194,1.9803958740105494e-12,22.565855390233047,26.947724354837753,HIGH,0.999999999929655,LARGE_TRADING_CAPACITY
3131.TWO,8312067342.257761,2.634117166079489,1.1107623590893606e-12,22.840974192522086,27.525974526359935,HIGH,0.9999999580297345,LARGE_TRADING_CAPACITY
6187.TWO,7270534249.05042,2.5890076776269706,1.7297014571436546e-12,22.7070956125938,27.083072290435506,HIGH,0.9999999997410299,LARGE_TRADING_CAPACITY
6640.TWO,914419686.4268236,5.37139386121951,9.932866301716549e-12,20.633800199551292,25.335172028796332,LOW,0.9802062391946865,SMALL_TRADING_CAPACITY
3413.TWO,3254673050.3807716,2.5703224143999766,2.6678295729571124e-12,21.903357662210443,26.649755868117452,HIGH,0.9999985638548894,LARGE_TRADING_CAPACITY
3680.TWO,2109248183.569058,2.721535802547253,4.450395368194354e-12,21.46959740983579,26.138028176911792,HIGH,0.999992437600474,LARGE_TRADING_CAPACITY
2464.TW,4906958958.629654,2.3712534707898243,2.0654449320627845e-12,22.31392023017768,26.90567544925581,HIGH,0.9999999878810432,LARGE_TRADING_CAPACITY
6279.TWO,7162895703.819453,2.359546007075246,1.4959142971155928e-12,22.692180164067786,27.228283526041622,HIGH,0.9999999988982158,LARGE_TRADING_CAPACITY
2360.TW,8125842664.884824,2.78627706119045,1.2429418124434074e-12,22.818315272385643,27.41354011668926,HIGH,0.9999999592856308,LARGE_TRADING_CAPACITY
2404.TW,6605851615.659119,2.3249319801527233,1.6375824413784376e-12,22.611221701606894,27.137800082788626,HIGH,0.9999999988770794,LARGE_TRADING_CAPACITY
6196.TW,6231325258.767307,2.15041180267199,1.6641668859954701e-12,22.552854869237166,27.12169648649386,HIGH,0.9999999965218312,LARGE_TRADING_CAPACITY
6139.TW,1273479934.40632,2.324915584538357,9.050607694465876e-12,20.965019096002347,25.428189211911313,HIGH,0.9999992501781421,LARGE_TRADING_CAPACITY
5536.TWO,1636009467.2250955,5.83848123614466,5.87693624235117e-12,21.21552586192263,25.859985537029477,MID,0.8417038154630212,MID_TRADING_CAPACITY
8383.TW,1400204135.2440653,2.2921888572058804,7.52470572758967e-12,21.059883873826866,25.612829412026418,HIGH,0.9999985844865692,LARGE_TRADING_CAPACITY
6125.TW,2511706288.0952997,2.2886441753032707,4.43436528187243e-12,21.644228155187335,26.1416366261086,HIGH,0.9999999660074893,LARGE_TRADING_CAPACITY
3711.TW,6532602952.538741,2.538835034894288,1.3854219920635903e-12,22.60007131528671,27.305016335286496,HIGH,0.9999999325938443,LARGE_TRADING_CAPACITY
6239.TW,6499039713.2033615,2.903890678346338,1.5832631677744989e-12,22.59492026650365,27.17153310262184,HIGH,0.9999997098338328,LARGE_TRADING_CAPACITY
2449.TW,1956591980.8416967,6.023274959218332,4.197621016900158e-12,21.394470011462232,26.196503175665793,MID,0.9004983147994126,MID_TRADING_CAPACITY
6147.TW,4015812603.4677525,5.729478092393366,2.4002786590310178e-12,22.113505555763982,26.755436277385062,MID,0.9780905141796229,MID_TRADING_CAPACITY
8150.TWO,3182993857.066592,5.8715020416055586,3.023317449189491e-12,21.88108805532512,26.52466639433474,MID,0.9777723645511844,MID_TRADING_CAPACITY
2325.TW,6349498473.497015,2.609773855027514,1.5337314208052619e-12,22.57164166618023,27.203317512533335,HIGH,0.9999999694453803,LARGE_TRADING_CAPACITY
2329.TW,3837623085.2383866,3.01928432450879,2.344510242438754e-12,22.068119023674576,26.778944587681373,HIGH,0.9999525446524016,LARGE_TRADING_CAPACITY
3374.TWO,1006030937.7156711,2.5418855868032924,9.861093768265009e-12,20.729278661347582,25.342424023621945,HIGH,0.9999624187215437,LARGE_TRADING_CAPACITY
3264.TWO,8382474888.181075,2.2749872691891224,1.4471911375472905e-12,22.849409040556786,27.26139658471009,HIGH,0.9999999999544994,LARGE_TRADING_CAPACITY
6548.TWO,4873858907.400843,2.435088365967536,2.516656757790447e-12,22.30715184372075,26.708089778645284,HIGH,0.9999999993838415,LARGE_TRADING_CAPACITY
6515.TW,2700717780.940447,6.210480600787057,2.9453588357648606e-12,21.716783419418988,26.550790460487026,MID,0.9355499530012402,MID_TRADING_CAPACITY
6510.TWO,1729945253.1147714,6.699578556307956,4.871259106463735e-12,21.27135559935697,26.04766866882893,MID,0.6552808658703059,MID_TRADING_CAPACITY
6223.TWO,4007262138.4117928,8.06103482797174,1.9478801198556604e-12,22.11137408657836,26.96427945271704,LOW,0.9990896730587684,SMALL_TRADING_CAPACITY
6820.TWO,3225427128.8260016,5.911431729539365,2.534501280702142e-12,21.894331221471163,26.7010242316908,MID,0.9646140708545494,MID_TRADING_CAPACITY
6217.TW,9652815056.920235,2.1848376562051905,1.2378192008060473e-12,22.99051542549957,27.41766999368336,HIGH,0.9999999999655319,LARGE_TRADING_CAPACITY
3587.TW,2637634230.845912,5.097840066027522,3.1581288702491755e-12,21.6931482276653,26.481041393375715,MID,0.9577120371833927,MID_TRADING_CAPACITY
6830.TWO,3338246052.8636966,7.620880813266517,2.145577445633855e-12,21.928711372130792,26.867612394354136,LOW,0.9794023632604165,SMALL_TRADING_CAPACITY
3289.TWO,630297397.2882037,4.841161762087564,1.389239673634935e-11,20.26170232515259,24.99967942283449,LOW,0.999962446606686,SMALL_TRADING_CAPACITY
3443.TW,531512345.3113656,2.557898436618909,2.0838343671222687e-11,20.09123698277919,24.594226380550193,HIGH,0.9993202707491693,LARGE_TRADING_CAPACITY
3661.TW,6400014243.737619,2.3189603981727647,1.4787781195230455e-12,22.579566052893565,27.23980496406056,HIGH,0.9999999822066556,LARGE_TRADING_CAPACITY
2408.TW,1752347976.4702747,2.2876518579253347,5.760242633525946e-12,21.2842224264457,25.880041518231902,HIGH,0.9999991263627616,LARGE_TRADING_CAPACITY
2344.TW,3290063742.9972467,2.325908592683109,4.045852561043218e-12,21.914172776307204,26.233328818518444,HIGH,0.999999999358955,LARGE_TRADING_CAPACITY
2337.TW,1660229481.3452306,2.1840425656006213,7.274555667657496e-12,21.230221671534586,25.646638381346897,HIGH,0.9999999241920471,LARGE_TRADING_CAPACITY
8299.TWO,3101552548.684835,2.3271552236167103,3.6243105721414737e-12,21.85516864522435,26.343357032705207,HIGH,0.9999999881208589,LARGE_TRADING_CAPACITY
3260.TW,3998861606.781559,2.0838148178721414,2.782309055541517e-12,22.10927555925591,26.60773993746104,HIGH,0.9999999947044087,LARGE_TRADING_CAPACITY
4967.TWO,2674874335.1292486,6.567823720412791,3.494150980494554e-12,21.707168238669126,26.37993069378949,MID,0.9265326203478409,MID_TRADING_CAPACITY
5289.TWO,143408100.37657267,6.129024734522652,7.245244772372988e-11,18.781204972516086,23.348090662725934,LOW,0.9999999999999991,SMALL_TRADING_CAPACITY
2451.TWO,2624621018.521777,6.007333303231526,3.734313696561254e-12,21.688202348670618,26.31345706347505,MID,0.9726421750932798,MID_TRADING_CAPACITY
3035.TW,7318858896.385072,2.558023947417937,1.3623916501109157e-12,22.713720264295777,27.321779394389768,HIGH,0.9999999907411565,LARGE_TRADING_CAPACITY
2454.TW,1554313438.704001,5.47816763201662,6.4907521430389395e-12,21.16429976656128,25.76064269931757,MID,0.7491317443589041,MID_TRADING_CAPACITY
2569.TW,2864110298.021691,2.622010923320712,3.2237011286228547e-12,21.775523597182328,26.460490997621324,HIGH,0.9999987664534087,LARGE_TRADING_CAPACITY
3529.TWO,3353888481.1473475,2.5161780825603985,3.4764913235899614e-12,21.93338625028581,26.384997571106076,HIGH,0.9999999883747497,LARGE_TRADING_CAPACITY
6643.TWO,6626145163.372262,2.3999950423033534,1.510443671259811e-12,22.614289048729663,27.218617686232587,HIGH,0.9999999941039459,LARGE_TRADING_CAPACITY
6533.TWO,2630501314.3892813,2.4805333348520513,3.714070949666839e-12,21.690440278807802,26.318892549877635,HIGH,0.999999645272399,LARGE_TRADING_CAPACITY
6531.TWO,2483660425.255948,6.539022247569028,4.376520874225883e-12,21.632999286864294,26.154767028133232,MID,0.9777358032331822,MID_TRADING_CAPACITY
5269.TW,1871237024.7262013,5.526366839085257,4.997825319148006e-12,21.349865559660017,26.022018234277017,MID,0.8920234764234547,MID_TRADING_CAPACITY
4966.TW,1412207638.2302823,7.009009276804909,7.0662447941451525e-12,21.068420017777314,25.675691923642468,MID,0.5250078679725007,MID_TRADING_CAPACITY
5274.TW,293104949.774306,5.249264262532879,2.8415567290022613e-11,19.496041293202484,24.284083976922563,LOW,0.9999999995355426,SMALL_TRADING_CAPACITY
6138.TW,3288203346.019152,5.404542649290543,2.3902918798300766e-12,21.913607157124364,26.75960563198992,MID,0.9775081960507459,MID_TRADING_CAPACITY
8081.TW,2722641813.4032173,6.357050643125939,2.6176262106702016e-12,21.72486850081909,26.668753235307356,MID,0.9103423166242878,MID_TRADING_CAPACITY
6415.TW,2316619764.751849,2.1730614811636277,4.5379703756676334e-12,21.563374962219203,26.118541257651344,HIGH,0.9999998657287307,LARGE_TRADING_CAPACITY
3588.TWO,341779553.46865153,6.097340625909706,2.766991473657634e-11,19.649676506694536,24.310675403573697,LOW,0.9999999303788847,SMALL_TRADING_CAPACITY
3034.TW,1771682813.464415,5.648412054807907,5.291736708361377e-12,21.295195673933456,25.96487462367973,MID,0.8736605452254994,MID_TRADING_CAPACITY
2379.TW,4255685275.839984,6.086824331560554,1.947688676142463e-12,22.171521637905574,26.964377740655657,MID,0.936794361918902,MID_TRADING_CAPACITY
3545.TW,3208158317.553336,5.771375597423255,2.609741438532132e-12,21.888962876591236,26.67176996519778,MID,0.9702139659888579,MID_TRADING_CAPACITY
6526.TWO,1673962541.991922,5.852611606565046,4.4248963482804435e-12,21.23845943241443,26.14377426186042,MID,0.858022607531446,MID_TRADING_CAPACITY
4968.TWO,3760638483.7261105,5.911803812182831,2.1836059314237246e-12,22.04785458943384,26.85004350865592,MID,0.9617910935106041,MID_TRADING_CAPACITY
2317.TW,1719567128.2471023,2.530323739105322,7.229840970599479e-12,21.265338426473882,25.65280407576749,HIGH,0.9999998277190434,LARGE_TRADING_CAPACITY
2382.TW,6606041596.263193,2.4128868440211457,1.3003852916971417e-12,22.611250460634995,27.368360517143838,HIGH,0.9999998750028765,LARGE_TRADING_CAPACITY
6669.TW,3417575987.8027396,2.516289596636164,3.143918044810308e-12,21.95219736122455,26.485551308873635,HIGH,0.9999999654284409,LARGE_TRADING_CAPACITY
3231.TW,4331232495.191324,2.6247260725057497,2.1996958315998237e-12,22.18911797938005,26.842702023486563,HIGH,0.99999982721354,LARGE_TRADING_CAPACITY
2376.TW,3582639880.7578087,2.2357074194586097,2.9740763050281313e-12,21.99936576247526,26.54108761084645,HIGH,0.9999999854090736,LARGE_TRADING_CAPACITY
2356.TW,2901228997.3956847,2.725446052134683,4.053674566366002e-12,21.788400276369693,26.231397345820977,HIGH,0.9999998523659469,LARGE_TRADING_CAPACITY
2357.TW,787988051.3000188,5.4975359165071795,1.1119333211560483e-11,20.48499348438234,25.22233579189313,LOW,0.9948732372255128,SMALL_TRADING_CAPACITY
2377.TW,72604456.96934204,5.1715659969699574,1.165156932593537e-10,18.100536868672975,22.87299514590597,LOW,1.0,SMALL_TRADING_CAPACITY
8210.TW,1082689493.0943313,6.170035548393741,7.711373942833234e-12,20.802714053878567,25.58832474152742,LOW,0.815969611006714,SMALL_TRADING_CAPACITY
3013.TW,3301710344.0431223,5.5982947125615645,1.9398912283246667e-12,21.917706457228682,26.968389212299055,MID,0.9894230837301154,MID_TRADING_CAPACITY
6117.TWO,3707933944.885963,4.8204973867282135,1.7821241450526286e-12,22.033740670275044,27.05321512317147,MID,0.9921826136524933,MID_TRADING_CAPACITY
3693.TWO,73338006.89836296,5.883844133778269,1.537515025850603e-10,18.11058954405005,22.595683436378714,LOW,1.0,SMALL_TRADING_CAPACITY
3052.TWO,243115274.05470717,6.02679340244378,3.757519058868503e-11,19.309046267648714,24.004677108081882,LOW,0.9999999999111466,SMALL_TRADING_CAPACITY
6235.TWO,2828735558.7809896,5.298427490993288,2.479941496535863e-12,21.763095649739817,26.722786146136414,MID,0.9841859411367488,MID_TRADING_CAPACITY
2059.TW,3743205378.012832,6.191617317387881,3.0998703078045977e-12,22.043208134257295,26.49966084150467,MID,0.9935901724587988,MID_TRADING_CAPACITY
5325.TWO,1362553023.0724378,5.466954957861204,6.060573299505075e-12,21.03262599976093,25.829216716443266,MID,0.5313131355819436,MID_TRADING_CAPACITY
3533.TW,1400075208.6189008,6.069480790035776,5.9331381209890655e-12,21.059791792566806,25.850467848796765,MID,0.6114539895049834,MID_TRADING_CAPACITY
3665.TW,621120027.3645957,6.497257661065739,1.3594229805537041e-11,20.247034902001776,25.021375692222975,LOW,0.9993473134800649,SMALL_TRADING_CAPACITY
3023.TW,575576590.3883686,5.743196871765234,1.546240612018964e-11,20.170882862220576,24.892609449679327,LOW,0.999861310448934,SMALL_TRADING_CAPACITY
3526.TW,4555544841.489315,5.798762410837229,1.7953024893222345e-12,22.239610974443536,27.04584759045756,MID,0.9548870910781206,MID_TRADING_CAPACITY
3322.TWO,2263293599.7520647,5.955048743207203,3.4106994504251027e-12,21.54008693435699,26.40410372824011,MID,0.9414265833379774,MID_TRADING_CAPACITY
3017.TW,2624570985.9975395,2.051506048929694,5.812760066367537e-12,21.688183285727522,25.870965603415126,HIGH,0.9999999998463038,LARGE_TRADING_CAPACITY
3324.TW,6075965586.564246,2.11508256387455,2.291679584096254e-12,22.52760675783313,26.801736124363362,HIGH,0.9999999999903388,LARGE_TRADING_CAPACITY
2308.TW,1018920196.2474124,2.1949191211313845,1.2336109862349338e-11,20.742009272366886,25.11849039331476,HIGH,0.9999992352210432,LARGE_TRADING_CAPACITY
3483.TW,8032477378.941772,2.215394742509826,1.6192169016940789e-12,22.80675883275882,27.149078477572807,HIGH,0.9999999999879386,LARGE_TRADING_CAPACITY
6230.TW,3181937080.317789,5.229437007789729,2.545867823143658e-12,21.88075599303916,26.696549532638375,MID,0.9749426958117929,MID_TRADING_CAPACITY
3653.TW,712165919.496311,5.922429638540757,1.2904084120857184e-11,20.383821475228714,25.073477256151595,LOW,0.9970404890971762,SMALL_TRADING_CAPACITY
2486.TWO,659695854.3608162,6.272660677876093,1.2443418122251579e-11,20.307289460045443,25.10982929768977,LOW,0.998579519407181,SMALL_TRADING_CAPACITY
3338.TWO,3666559526.2247114,5.409537576713473,1.98855048741038e-12,22.022519600529222,26.94361514088931,MID,0.98247949988139,MID_TRADING_CAPACITY
6831.TWO,3807498494.8307505,5.948858368060869,1.8016425597722538e-12,22.060238247416574,27.04232233392493,MID,0.9651582010884008,MID_TRADING_CAPACITY
6591.TW,1951650979.9917407,6.011816365789482,3.748769415414808e-12,21.391941507716727,26.309593485690538,MID,0.9116089136824379,MID_TRADING_CAPACITY
6805.TW,935962834.0491105,7.204064667076926,8.980292135668626e-12,20.657086326441025,25.435988702331937,LOW,0.987344883036609,SMALL_TRADING_CAPACITY
6421.TWO,608602226.8800795,6.223961599258203,1.5977218442070454e-11,20.226675454441285,24.859857255693267,LOW,0.9993561346525658,SMALL_TRADING_CAPACITY
6275.TWO,1433194191.0988886,5.729191190005649,5.586419752390336e-12,21.08317149028812,25.91068250758561,MID,0.6705327019836899,MID_TRADING_CAPACITY
2421.TW,8910069670.440626,2.4147135515535565,1.2175961578735776e-12,22.910447897752164,27.43414256329972,HIGH,0.9999999994951521,LARGE_TRADING_CAPACITY
3018.TW,8012616635.412079,2.134088582365036,1.2966834854510283e-12,22.804283215768947,27.37121127626557,HIGH,0.9999999984754753,LARGE_TRADING_CAPACITY
8028.TW,1474877722.6509204,2.451620323511823,7.55757826577677e-12,21.111840923404127,25.608470312270104,HIGH,0.9999991811132289,LARGE_TRADING_CAPACITY
8996.TWO,3131238854.5798826,7.053370864051962,2.95887628813953e-12,21.864694563375508,26.54621155205649,MID,0.7300458720421775,MID_TRADING_CAPACITY
2301.TW,6720813486.509531,2.1549611635293013,1.807929646347963e-12,22.62847503869507,27.038838767133832,HIGH,0.9999999999063833,LARGE_TRADING_CAPACITY
3015.TW,8121110421.3671255,2.178775843113761,1.5865917250779478e-12,22.81773273317027,27.16943296956253,HIGH,0.9999999999865982,LARGE_TRADING_CAPACITY
6282.TW,3539771886.7300606,5.191336654524632,2.4788992001218745e-12,21.987328123239006,26.723206525210113,MID,0.9734640276520026,MID_TRADING_CAPACITY
5263.TWO,2534615678.315336,2.1251588687432656,5.077742180800227e-12,21.653307856308935,26.00615440573487,HIGH,0.9999999970791348,LARGE_TRADING_CAPACITY
6409.TWO,1069725457.5316488,2.5393504630025467,9.00831252703434e-12,20.790667870751374,25.432873350746465,HIGH,0.999963246600181,LARGE_TRADING_CAPACITY
4931.TW,5484956555.5548115,2.903617196642749,1.983686420154144e-12,22.425275010050587,26.946064173915563,HIGH,0.9999997375566485,LARGE_TRADING_CAPACITY
6781.TW,7870669518.651463,2.482808756161705,1.1307474957344935e-12,22.78640896801287,27.50814220124942,HIGH,0.9999999548858336,LARGE_TRADING_CAPACITY
3323.TW,5412203694.594893,2.5061939471517323,1.9122585414018886e-12,22.411922184128883,26.982736090042316,HIGH,0.9999999901804992,LARGE_TRADING_CAPACITY
3211.TW,7791090401.651451,2.5782418971788195,1.4181320577343644e-12,22.7762466615716,27.281680562582007,HIGH,0.9999999985269616,LARGE_TRADING_CAPACITY
6121.TW,1833772835.3995976,6.857998975434148,6.129471984841657e-12,21.329641340186246,25.81791250593153,MID,0.9450824105265072,MID_TRADING_CAPACITY
5227.TWO,3828244467.7234583,2.5914531738207622,2.4077687538189205e-12,22.065672171539617,26.75232062556061,HIGH,0.9999996423050318,LARGE_TRADING_CAPACITY
1519.TW,2701420595.9223504,2.5181724905937903,4.383475910434468e-12,21.71704361822799,26.153179119406563,HIGH,0.9999999734626849,LARGE_TRADING_CAPACITY
1503.TW,2039355045.2217412,2.274519628960586,5.128879626624201e-12,21.43589944051216,25.99613387696738,HIGH,0.999999756507053,LARGE_TRADING_CAPACITY
1513.TW,2001764572.3453832,2.1956627258627304,5.590393120373709e-12,21.417294914693382,25.909971505586025,HIGH,0.9999999079018208,LARGE_TRADING_CAPACITY
1514.TW,8122317100.59956,2.166982760073661,1.4268733920189169e-12,22.817881307630067,27.27553550455224,HIGH,0.9999999998771639,LARGE_TRADING_CAPACITY
1504.TW,8966786866.856453,2.1458747375282017,1.2635356422628068e-12,22.91679324002187,27.397107259328898,HIGH,0.9999999998529285,LARGE_TRADING_CAPACITY
2371.TW,1124735206.6857486,2.131868762173183,1.0600240209151336e-11,20.84081347306361,25.270144453826596,HIGH,0.9999991269875041,LARGE_TRADING_CAPACITY
1604.TW,9004470287.478817,2.433141389730542,1.2697808466505233e-12,22.920986989577464,27.39217679204103,HIGH,0.9999999998061686,LARGE_TRADING_CAPACITY
2457.TW,1840499357.2374334,5.75081966276875,4.670384567526119e-12,21.33330276155071,26.08977969913153,MID,0.8886127792613158,MID_TRADING_CAPACITY
1609.TW,2653716268.4274397,5.696947223517203,2.8226483063094652e-12,21.699226859992784,26.593345555959225,MID,0.9699570993203818,MID_TRADING_CAPACITY
1605.TW,3804252710.5100055,5.133427101868702,2.1382611471191473e-12,22.05938541225948,26.871028165266072,MID,0.9759369259272296,MID_TRADING_CAPACITY
