Group,Ticker,YFTicker,Name,StaticRole,Synchrony,HotnessRaw,BestLag,BestLagCorr,ZeroLagCorr,PermutationEvidence,LeadershipEvidence,MEMBER_HOTNESSState,MEMBER_HOTNESSConfidence,MEMBER_SYNCHRONYState,MEMBER_SYNCHRONYConfidence,MEMBER_LEADERSHIPState,MEMBER_LEADERSHIPConfidence,DynamicRole,CoreEligible
B5 PCB 設備 / 鑽針 / 檢測,8021,8021.TWO,尖點,,-0.010098442956792741,-0.03421693137783804,2.0,-0.1136245355201475,-0.01009844295679274,0.0,0.0,MIXED,1.0,LOW,0.9988567777360663,LOW,0.9999999997236635,OUTLIER,False
B5 PCB 設備 / 鑽針 / 檢測,3167,3167.TWO,大量,G,0.1809028485645117,-0.019619814460792147,3.0,0.19830746677306146,0.18090284856451166,1.0,0.19830746677306146,MIXED,1.0,LOW,0.8635512157535897,LOW,0.9999332165806042,OUTLIER,False
B5 PCB 設備 / 鑽針 / 檢測,6432,6432.TW,興普,,0.04202460401429623,0.12581873865169263,2.0,0.20816321261247972,0.04202460401429622,1.0,0.20816321261247972,MIXED,1.0,LOW,0.9965183829390747,LOW,0.9998688290025973,OUTLIER,False
C1 晶圓代工,2330,2330.TW,台積電,L,0.22751543866312376,-0.49469132478247785,2.0,0.6223994571964331,0.22751543866312363,1.0,0.6223994571964331,MIXED,1.0,LOW,0.5726226028794189,HIGH,0.9999999999769613,LEADER,True
C1 晶圓代工,2303,2303.TW,聯電,P,0.3917319314813755,0.09258208119123257,1.0,0.6867171726834583,0.39173193148137553,1.0,0.6867171726834583,MIXED,1.0,HIGH,0.9981133609374542,HIGH,0.9999999999999472,LEADER,True
C1 晶圓代工,5347,5347.TWO,世界先進,G,0.5878294036743147,-0.12090408680254869,-1.0,0.5955715652096176,0.5878294036743146,1.0,0.5955715652096176,MIXED,1.0,HIGH,0.9999999200314585,HIGH,0.9999999997291211,TRUE_LAGGARD,True
C1 晶圓代工,6770,6770.TW,力積電,G,0.4972919626107143,-0.27351657341288077,-1.0,0.5002592740338357,0.4972919626107141,1.0,0.5002592740338357,MIXED,1.0,HIGH,0.9999886932362265,HIGH,0.9999987704078057,TRUE_LAGGARD,True
C2 先進封裝設備 (CoWoS / SoIC),3131,3131.TWO,弘塑,G,0.1889377462824135,0.13040215251379778,-1.0,0.6526517290424381,0.18893774628241342,1.0,0.6526517290424381,MIXED,1.0,LOW,0.8302326374723273,HIGH,0.9999999999986388,MEMBER,True
C2 先進封裝設備 (CoWoS / SoIC),3583,3583.TW,辛耘,P,0.7239662309356444,0.03430366684855557,0.0,0.723966230935644,0.723966230935644,1.0,0.723966230935644,MIXED,1.0,HIGH,0.9999999999823825,HIGH,0.9999999999999986,PEER,True
C2 先進封裝設備 (CoWoS / SoIC),6187,6187.TWO,萬潤,P,0.6421894256057437,-0.4033795931021953,0.0,0.6421894256057439,0.6421894256057439,1.0,0.6421894256057439,MIXED,1.0,HIGH,0.9999999968108124,HIGH,0.9999999999963576,PEER,True
C2 先進封裝設備 (CoWoS / SoIC),6640,6640.TWO,均華,,0.008420385246066631,0.31011734565891963,-6.0,0.14102569159030826,0.008420385246066647,0.3333333333333333,0.04700856386343608,MIXED,1.0,LOW,0.9983344354706287,LOW,0.9999999957479075,OUTLIER,False
C2 先進封裝設備 (CoWoS / SoIC),3413,3413.TWO,京鼎,P,0.6077124109151228,-0.5112942601104573,0.0,0.6077124109151232,0.6077124109151232,1.0,0.6077124109151232,MIXED,1.0,HIGH,0.9999999748502603,HIGH,0.999999999910744,PEER,True
C2 先進封裝設備 (CoWoS / SoIC),3680,3680.TWO,家登,L,0.35077195091633506,-0.2584136990684369,1.0,0.7402741229175052,0.3507719509163353,1.0,0.7402741229175052,MIXED,1.0,HIGH,0.988731324268162,HIGH,0.9999999999999998,LEADER,True
C2 先進封裝設備 (CoWoS / SoIC),2464,2464.TW,盟立,P,0.6652213794595123,-0.49614988101841545,0.0,0.6652213794595127,0.6652213794595127,1.0,0.6652213794595127,MIXED,1.0,HIGH,0.9999999992302124,HIGH,0.9999999999995862,PEER,True
C2 先進封裝設備 (CoWoS / SoIC),6279,6279.TWO,漢民,P,0.6701034962791826,-0.37226061781601627,0.0,0.6701034962791826,0.6701034962791826,1.0,0.6701034962791826,MIXED,1.0,HIGH,0.9999999994329141,HIGH,0.9999999999997401,PEER,True
C2 先進封裝設備 (CoWoS / SoIC),2360,2360.TW,致茂,L,0.32868519771391663,-0.26926504503696236,1.0,0.7359233358614812,0.32868519771391647,1.0,0.7359233358614812,MIXED,1.0,HIGH,0.9720660475116027,HIGH,0.9999999999999996,LEADER,True
C3 廠務 / 無塵室 / 機電工程,2404,2404.TW,漢唐,L,0.4455932988086381,0.1323030998737609,1.0,0.6568457544292734,0.44559329880863824,1.0,0.6568457544292734,MIXED,1.0,HIGH,0.999848539482996,HIGH,0.9999999999990842,LEADER,True
C3 廠務 / 無塵室 / 機電工程,6196,6196.TW,帆宣,L,0.42906471207004493,-0.10575013221133064,1.0,0.639148566014777,0.429064712070045,1.0,0.639148566014777,MIXED,1.0,HIGH,0.9996649849022455,HIGH,0.999999999995157,LEADER,True
C3 廠務 / 無塵室 / 機電工程,6139,6139.TW,亞翔,P,0.44245488086661516,-0.4778243320581096,1.0,0.6175339102033638,0.4424548808666153,1.0,0.6175339102033638,MIXED,1.0,HIGH,0.9998236628518294,HIGH,0.9999999999638666,LEADER,True
C3 廠務 / 無塵室 / 機電工程,5536,5536.TWO,聖暉,,0.033067364139133144,-0.21890672380823217,-6.0,0.12236081294231989,0.033067364139133144,0.2222222222222222,0.027191291764959973,MIXED,1.0,LOW,0.997159041871619,LOW,0.9999999986775012,OUTLIER,False
C3 廠務 / 無塵室 / 機電工程,6667,6667.TWO,信紘科,P,0.49437885441002005,-0.5077753256028247,1.0,0.5180427290407538,0.4943788544100198,1.0,0.5180427290407538,MIXED,1.0,HIGH,0.9999868540163194,HIGH,0.9999997341253223,LEADER,True
C3 廠務 / 無塵室 / 機電工程,8383,8383.TW,千附,G,0.3575829174745125,0.013355705179052879,-1.0,0.5892019648733311,0.3575829174745123,1.0,0.5892019648733311,MIXED,1.0,HIGH,0.9915558673266358,HIGH,0.9999999995166622,TRUE_LAGGARD,True
C3 廠務 / 無塵室 / 機電工程,6125,6125.TW,廣運,G,0.4083350469541977,-0.17907956392463087,-1.0,0.6550240133214464,0.4083350469541977,1.0,0.6550240133214464,MIXED,1.0,HIGH,0.99911545395684,HIGH,0.999999999998912,TRUE_LAGGARD,True
C4 封測 OSAT,3711,3711.TW,日月光投控,L,0.5707384238450723,-0.06993394716158076,0.0,0.5707384238450722,0.5707384238450722,1.0,0.5707384238450722,MIXED,1.0,HIGH,0.9999997881217284,HIGH,0.9999999974445398,PEER,True
C4 封測 OSAT,6239,6239.TW,力成,L,0.6227493506568211,-0.13255733771873537,0.0,0.6227493506568212,0.6227493506568212,1.0,0.6227493506568212,MIXED,1.0,HIGH,0.9999999896869316,HIGH,0.9999999999776962,PEER,True
C4 封測 OSAT,2449,2449.TW,京元電,,0.009910352274644329,0.3545066343545068,4.0,-0.13239994611451247,0.009910352274644298,0.2222222222222222,0.029422210247669438,MIXED,1.0,LOW,0.9982816365577474,LOW,0.9999999984933814,OUTLIER,False
C4 封測 OSAT,6147,6147.TW,頎邦,,0.07704769904503174,-0.06403366641984348,-3.0,-0.16752704086211553,0.07704769904503173,0.6666666666666666,0.11168469390807702,MIXED,1.0,LOW,0.9919216676164336,LOW,0.9999997749564704,OUTLIER,False
C4 封測 OSAT,8150,8150.TWO,南茂,,-0.06654640301483139,0.3468894749357584,-3.0,-0.22451603406658577,-0.06654640301483139,0.6666666666666666,0.1496773560443905,MIXED,1.0,LOW,0.9995853630587479,LOW,0.9999974083911439,OUTLIER,False
C4 封測 OSAT,2325,2325.TW,矽品,P,0.31494609302082066,-0.010345075399891095,-1.0,0.7170711830670093,0.3149460930208207,1.0,0.7170711830670093,MIXED,1.0,HIGH,0.9521135403542544,HIGH,0.9999999999999972,TRUE_LAGGARD,True
C4 封測 OSAT,2329,2329.TW,華泰,L,0.5928984309000181,-0.163629692134569,0.0,0.592898430900018,0.592898430900018,1.0,0.592898430900018,MIXED,1.0,HIGH,0.9999999403143216,HIGH,0.9999999996545098,PEER,True
C4 封測 OSAT,3374,3374.TWO,精材,P,0.32275357167512914,0.12634194936545579,-1.0,0.736064224214576,0.32275357167512897,1.0,0.736064224214576,MIXED,1.0,HIGH,0.9646498929155392,HIGH,0.9999999999999996,TRUE_LAGGARD,True
C4 封測 OSAT,3264,3264.TWO,欣銓,L,0.5831260365400772,-0.6432705001934429,0.0,0.5831260365400776,0.5831260365400776,1.0,0.5831260365400776,MIXED,1.0,HIGH,0.9999998952455157,HIGH,0.999999999162111,PEER,True
C4 封測 OSAT,6548,6548.TWO,長華科,G,0.18130905864216526,0.4659677198329045,-2.0,0.6827549628888969,0.18130905864216515,1.0,0.6827549628888969,MIXED,1.0,LOW,0.8620196950643517,HIGH,0.9999999999999226,MEMBER,True
C5 測試介面 / 探針卡 / 測試座,6515,6515.TW,穎崴,,-0.04588157202955716,0.11984863859494668,-2.0,0.17203361602223533,-0.045881572029557185,0.6666666666666666,0.11468907734815688,MIXED,1.0,LOW,0.9994127694200442,LOW,0.9999997278063933,OUTLIER,False
C5 測試介面 / 探針卡 / 測試座,6510,6510.TWO,精測,,-0.05871626171207021,0.06961231635446849,-4.0,-0.11989032275584706,-0.058716261712070256,0.0,0.0,MIXED,1.0,LOW,0.9995284134079614,LOW,0.9999999997236635,OUTLIER,False
C5 測試介面 / 探針卡 / 測試座,6223,6223.TWO,旺矽,,-0.03050735727241528,-0.12944597916409478,-3.0,-0.13372189957570596,-0.030507357272415277,0.1111111111111111,0.014857988841745107,MIXED,1.0,LOW,0.9992258369134818,LOW,0.9999999993533158,OUTLIER,False
C5 測試介面 / 探針卡 / 測試座,6820,6820.TWO,雍智科技,,0.09156698309007619,-0.1852588314135561,3.0,-0.15748059040912932,0.09156698309007626,0.6666666666666666,0.10498706027275287,MIXED,1.0,LOW,0.9883055692213172,LOW,0.9999998524583941,OUTLIER,False
C5 測試介面 / 探針卡 / 測試座,6217,6217.TW,中探針,P,-0.0768440239748676,0.39370318466952436,6.0,-0.18567069575917994,-0.0768440239748677,0.6666666666666666,0.12378046383945329,MIXED,1.0,LOW,0.9996478583247193,LOW,0.9999995144451213,OUTLIER,False
C6 材料分析 / 驗證檢測,3587,3587.TW,閎康,,0.019195068300648384,0.17993590720980346,3.0,0.16841554774435624,0.01919506830064838,0.3333333333333333,0.056138515914785414,MIXED,1.0,LOW,0.9979062415542027,LOW,0.9999999926619413,OUTLIER,False
C6 材料分析 / 驗證檢測,6830,6830.TWO,汎銓,,0.12177533290318096,-0.0056512629166883335,5.0,0.12853998840373512,0.121775332903181,0.1111111111111111,0.014282220933748346,MIXED,1.0,LOW,0.9738377495328526,LOW,0.9999999993744237,OUTLIER,False
C6 材料分析 / 驗證檢測,3289,3289.TWO,宜特,,0.013079043253751565,-0.2303098221033308,-3.0,0.17875214699058295,0.013079043253751562,0.4444444444444444,0.0794453986624813,MIXED,1.0,LOW,0.9981628740043861,LOW,0.9999999698010937,OUTLIER,False
D2 DRAM / NOR / 利基記憶體,2408,2408.TW,南亞科,L,0.21934995609124833,-0.2890829799871662,1.0,0.7648057825641267,0.21934995609124822,1.0,0.7648057825641267,MIXED,1.0,LOW,0.6397894868519697,HIGH,1.0,LEADER,True
D2 DRAM / NOR / 利基記憶體,2344,2344.TW,華邦電,P,0.5171001809449607,-0.10864705900675405,-1.0,0.6176171993219968,0.5171001809449606,1.0,0.6176171993219968,MIXED,1.0,HIGH,0.9999959997434583,HIGH,0.9999999999641435,TRUE_LAGGARD,True
D2 DRAM / NOR / 利基記憶體,2337,2337.TW,旺宏,P,0.5580159999929037,-0.07379241537149507,-1.0,0.578735070983664,0.558015999992904,1.0,0.578735070983664,MIXED,1.0,HIGH,0.9999995676013251,HIGH,0.9999999987546645,TRUE_LAGGARD,True
D3 記憶體模組 / 控制 IC,8299,8299.TWO,群聯,G,0.03887094631838154,0.005492533038352419,-1.0,0.46407210878928484,0.03887094631838157,1.0,0.46407210878928484,MIXED,1.0,LOW,0.9967607617256958,HIGH,0.9999737761869113,OUTLIER,False
D3 記憶體模組 / 控制 IC,3260,3260.TW,威剛,P,0.064335814297052,-0.15563323423805103,1.0,0.4467390213535276,0.06433581429705203,1.0,0.4467390213535276,MIXED,1.0,LOW,0.9940983004654902,HIGH,0.9998894384777633,OUTLIER,False
D3 記憶體模組 / 控制 IC,4967,4967.TWO,十銓,,-0.02692194279903138,0.06603444137847421,5.0,-0.13019167121470646,-0.026921942799031352,0.5555555555555556,0.07232870623039248,MIXED,1.0,LOW,0.9991725308405073,LOW,0.9999999804592102,OUTLIER,False
D3 記憶體模組 / 控制 IC,5289,5289.TWO,宜鼎,,0.0491627684067605,-0.3424858652654775,-5.0,-0.14129289865702319,0.0491627684067605,0.3333333333333333,0.047097632885674395,MIXED,1.0,LOW,0.9958914616375919,LOW,0.9999999957253111,OUTLIER,False
D3 記憶體模組 / 控制 IC,2451,2451.TWO,創見,,0.11086888134120844,0.06724528944633368,-2.0,-0.2848347114449044,0.11086888134120845,1.0,0.2848347114449044,MIXED,1.0,LOW,0.9805375786317481,LOW,0.9705717858633898,OUTLIER,False
E1 AI ASIC 設計服務,3661,3661.TW,世芯-KY,L,0.4873704071707319,-0.10169282094041868,1.0,0.5335819661164097,0.4873704071707315,1.0,0.5335819661164097,MIXED,1.0,HIGH,0.9999811499964655,HIGH,0.99999993128531,MIXED_ROLE,True
E1 AI ASIC 設計服務,3443,3443.TW,創意,L,0.3704469906477618,-0.1354834794986351,1.0,0.48160254117221535,0.3704469906477617,1.0,0.48160254117221535,MIXED,1.0,HIGH,0.9951513347029458,HIGH,0.99999398822702,MIXED_ROLE,True
E1 AI ASIC 設計服務,3035,3035.TW,智原,P,0.25478643835887993,0.18465119107756878,-1.0,0.595142615858391,0.25478643835888,1.0,0.595142615858391,MIXED,1.0,HIGH,0.6636125307903412,HIGH,0.9999999997183289,MIXED_ROLE,True
E1 AI ASIC 設計服務,2569,2569.TW,揚智,G,0.028216746066751956,0.31885925786748404,-2.0,0.614154032235239,0.028216746066752025,1.0,0.614154032235239,MIXED,1.0,LOW,0.9974500383837578,HIGH,0.999999999950645,OUTLIER,False
E2 矽智財 IP,3529,3529.TWO,力旺,L,0.2146210344743525,-0.3575255495587941,1.0,0.7378998732165548,0.21462103447435252,1.0,0.7378998732165548,MIXED,1.0,LOW,0.6760717114116526,HIGH,0.9999999999999997,LEADER,True
E2 矽智財 IP,6643,6643.TWO,M31,P,0.536706787914004,-0.16341690738661907,-1.0,0.5405974940146093,0.5367067879140043,1.0,0.5405974940146093,MIXED,1.0,HIGH,0.9999986042003498,HIGH,0.9999999628658204,TRUE_LAGGARD,True
E2 矽智財 IP,6533,6533.TWO,晶心科,P,0.5563648331238359,0.18606849107914092,0.0,0.5563648331238359,0.5563648331238359,1.0,0.5563648331238359,MIXED,1.0,HIGH,0.9999995260140555,HIGH,0.9999999907831578,PEER,True
E2 矽智財 IP,6531,6531.TWO,愛普,,0.10797320081538131,-0.005245216376815881,3.0,-0.18519545933339365,0.1079732008153813,0.7777777777777778,0.14404091281486173,MIXED,1.0,LOW,0.9819911114553729,LOW,0.9999982059335719,OUTLIER,False
