id,movie_title,genres,budget,gross,revenue,popularity,imdb_score,release_date,duration,runtime,aspect_ratio,title_year,content_rating,production_companies,production_countries,vote_average,vote_count,num_critic_for_reviews,num_user_for_reviews,num_voted_users,original_language,spoken_languages,original_title,overview,keywords,tagline,status,homepage,movie_imdb_link,facenumber_in_poster,plot_keywords,director_name,actor_1_name,actor_2_name,actor_3_name,movie_facebook_likes,director_facebook_likes,cast_total_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes
395,AVP: Alien vs. Predator,Action|Horror|Sci-Fi|Thriller,70000000,80281096.0,171183863,42.957216,5.6,2004-08-12,109.0,101.0,2.35,2004.0,PG-13,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""Brandywine Productions"", ""id"": 19747}, {""name"": ""Lonlink Productions"", ""id"": 19828}, {""name"": ""Kut Productions"", ""id"": 19829}, {""name"": ""Inside Track Films"", ""id"": 19834}, {""name"": ""Charenton Productions Limited"", ""id"": 19835}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5.5,1217,247.0,1283.0,143628,en,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",AVP: Alien vs. Predator,"When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.","[{""id"": 83, ""name"": ""saving the world""}, {""id"": 1297, ""name"": ""predator""}, {""id"": 1378, ""name"": ""laserpointer""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 1949, ""name"": ""pyramid""}, {""id"": 6049, ""name"": ""praise""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 226177, ""name"": ""xenomorph""}]",Whoever wins... We lose,Released,http://www.avp-movie.com/,http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1,0.0,alien|antarctica|predator|pyramid|satellite,Paul W.S. Anderson,Sanaa Lathan,Colin Salmon,Raoul Bova,0,545.0,3222,886.0,766.0,727.0
8077,Alien³,Action|Horror|Sci-Fi|Thriller,50000000,80281096.0,159773545,45.856409,5.6,1992-05-22,109.0,114.0,2.35,2004.0,PG-13,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Brandywine Productions"", ""id"": 19747}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.2,1633,247.0,1283.0,143628,en,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Alien³,"After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can.","[{""id"": 378, ""name"": ""prison""}, {""id"": 803, ""name"": ""android""}, {""id"": 1612, ""name"": ""spacecraft""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2883, ""name"": ""imprisonment""}, {""id"": 3388, ""name"": ""space colony""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4083, ""name"": ""rottweiler""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 11436, ""name"": ""redemption""}, {""id"": 12405, ""name"": ""outer space""}, {""id"": 13194, ""name"": ""planet""}, {""id"": 158895, ""name"": ""shaved head""}, {""id"": 160879, ""name"": ""crash landing""}, {""id"": 163045, ""name"": ""impregnation""}, {""id"": 178652, ""name"": ""penal colony""}, {""id"": 189414, ""name"": ""furnace""}, {""id"": 193149, ""name"": ""suspended animation""}, {""id"": 226177, ""name"": ""xenomorph""}]",The bitch is back.,Released,,http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1,0.0,alien|antarctica|predator|pyramid|satellite,Paul W.S. Anderson,Sanaa Lathan,Colin Salmon,Raoul Bova,0,545.0,3222,886.0,766.0,727.0
106,Predator,Action|Horror|Sci-Fi|Thriller,18000000,80281096.0,98235548,50.009408,5.6,1987-06-11,109.0,107.0,2.35,2004.0,PG-13,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Lawrence Gordon Productions"", ""id"": 840}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Amercent Films"", ""id"": 5263}, {""name"": ""American Entertainment Partners L.P."", ""id"": 5264}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7.3,2093,247.0,1283.0,143628,en,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Predator,"Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. Occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time.","[{""id"": 1291, ""name"": ""central and south america""}, {""id"": 1297, ""name"": ""predator""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10333, ""name"": ""stalking""}, {""id"": 14915, ""name"": ""invisible""}, {""id"": 15248, ""name"": ""commando""}, {""id"": 209714, ""name"": ""3d""}]","If it bleeds, we can kill it...",Released,,http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1,0.0,alien|antarctica|predator|pyramid|satellite,Paul W.S. Anderson,Sanaa Lathan,Colin Salmon,Raoul Bova,0,545.0,3222,886.0,766.0,727.0
348,Alien,Action|Horror|Sci-Fi|Thriller,11000000,80281096.0,104931801,94.184658,5.6,1979-05-25,109.0,117.0,2.35,2004.0,PG-13,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Brandywine Productions"", ""id"": 19747}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",7.9,4470,247.0,1283.0,143628,en,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.","[{""id"": 803, ""name"": ""android""}, {""id"": 1825, ""name"": ""countdown""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 1828, ""name"": ""space suit""}, {""id"": 1829, ""name"": ""beheading""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6016, ""name"": ""biology""}, {""id"": 7956, ""name"": ""cowardice""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9882, ""name"": ""space""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 11322, ""name"": ""female protagonist""}, {""id"": 12405, ""name"": ""outer space""}, {""id"": 157634, ""name"": ""parasite""}, {""id"": 181034, ""name"": ""h. r. giger""}, {""id"": 226177, ""name"": ""xenomorph""}]",In space no one can hear you scream.,Released,https://www.facebook.com/alienanthology/,http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1,0.0,alien|antarctica|predator|pyramid|satellite,Paul W.S. Anderson,Sanaa Lathan,Colin Salmon,Raoul Bova,0,545.0,3222,886.0,766.0,727.0
23398,Alvin and the Chipmunks: The Squeakquel,Animation|Comedy|Family|Fantasy|Music,75000000,219613391.0,443140005,29.412262,4.5,2009-12-21,88.0,88.0,1.85,2009.0,PG,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Bagdasarian Productions"", ""id"": 10930}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5.4,666,107.0,98.0,31649,en,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Alvin and the Chipmunks: The Squeakquel,"Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.","[{""id"": 10986, ""name"": ""chipmunk""}, {""id"": 10987, ""name"": ""cgi""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187056, ""name"": ""woman director""}]",The Boys are back in town... and they have competition.,Released,http://www.munkyourself.com/,http://www.imdb.com/title/tt1231580/?ref_=fn_tt_tt_1,0.0,adidas|chipmunk|hospital|school|waste container,Betty Thomas,Amy Poehler,Bridgit Mendler,Jesse McCartney,2000,84.0,5227,1000.0,1000.0,1000.0
10590,We Were Soldiers,Action|Drama|History|War,75000000,78120196.0,114660784,19.708731,7.1,2002-03-01,124.0,138.0,2.35,2002.0,R,"[{""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Wheelhouse Entertainment"", ""id"": 53005}, {""name"": ""Motion Picture Production GmbH & Co. Erste KG"", ""id"": 53006}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.7,521,141.0,742.0,103241,en,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""vi"", ""name"": ""Ti\u1ebfng Vi\u1ec7t""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",We Were Soldiers,The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.,"[{""id"": 422, ""name"": ""vietnam veteran""}, {""id"": 2534, ""name"": ""missile""}, {""id"": 2957, ""name"": ""vietnam war""}, {""id"": 6092, ""name"": ""army""}, {""id"": 9052, ""name"": ""major""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 11139, ""name"": ""steel helmet""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 33403, ""name"": ""bayonet""}, {""id"": 34079, ""name"": ""death""}, {""id"": 167234, ""name"": ""vietnamese""}]",400 U.S paratroopers. 4000 Vietnamese soldiers. 12 000 miles away from home. 1 man led them into battle.,Released,,http://www.imdb.com/title/tt0277434/?ref_=fn_tt_tt_1,0.0,air cavalry|battle|major|soldier|vietnamese,Randall Wallace,Jon Hamm,Marc Blucas,Chris Klein,5000,130.0,6181,4000.0,973.0,841.0
117263,Olympus Has Fallen,Action|Thriller,70000000,98895417.0,161025640,59.428223,6.5,2013-03-20,119.0,120.0,2.35,2013.0,R,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Millennium Films"", ""id"": 10254}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.2,2981,358.0,698.0,203154,en,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Olympus Has Fallen,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.","[{""id"": 833, ""name"": ""white house""}, {""id"": 41249, ""name"": ""secret service""}, {""id"": 158774, ""name"": ""terrorist attack""}]",When our flag falls our nation will rise.,Released,,http://www.imdb.com/title/tt2302755/?ref_=fn_tt_tt_1,3.0,political thriller|politics|president|speaker of the house|u.s. president,Antoine Fuqua,Gerard Butler,Morgan Freeman,Radha Mitchell,45000,845.0,31782,18000.0,11000.0,992.0
200,Star Trek: Insurrection,Action|Adventure|Sci-Fi,70000000,257704099.0,118000000,19.711951,8.0,1998-12-10,127.0,103.0,2.35,2009.0,PG-13,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.3,391,518.0,1559.0,504419,en,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Star Trek: Insurrection,"When an alien race and factions within Starfleet attempt to take over a planet that has ""regenerative"" properties, it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded.","[{""id"": 161176, ""name"": ""space opera""}, {""id"": 162388, ""name"": ""retribution""}, {""id"": 162392, ""name"": ""spacecraft officer""}, {""id"": 162399, ""name"": ""exploding ship""}]",The battle for paradise has begun.,Released,,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,0.0,box office hit|future|lifted by the throat|star trek|vulcan,J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,19000,14000.0,39284,26000.0,12000.0,981.0
201,Star Trek: Nemesis,Action|Adventure|Sci-Fi,60000000,257704099.0,67312826,21.605533,8.0,2002-12-13,127.0,117.0,2.35,2009.0,PG-13,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.1,479,518.0,1559.0,504419,en,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Star Trek: Nemesis,"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.","[{""id"": 402, ""name"": ""clone""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 502, ""name"": ""ambush""}, {""id"": 503, ""name"": ""federation""}, {""id"": 505, ""name"": ""starfleet""}, {""id"": 671, ""name"": ""enterprise-e""}, {""id"": 768, ""name"": ""romulus""}, {""id"": 803, ""name"": ""android""}, {""id"": 1399, ""name"": ""senate""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1475, ""name"": ""telepathy""}, {""id"": 6110, ""name"": ""weapon""}, {""id"": 12388, ""name"": ""romulans""}, {""id"": 161176, ""name"": ""space opera""}]",A generation's final journey... begins.,Released,,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,0.0,box office hit|future|lifted by the throat|star trek|vulcan,J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,19000,14000.0,39284,26000.0,12000.0,981.0
199,Star Trek: First Contact,Action|Adventure|Sci-Fi,46000000,257704099.0,150000000,25.6713,8.0,1996-11-21,127.0,111.0,2.35,2009.0,PG-13,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Digital Image Associates"", ""id"": 76068}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7.0,661,518.0,1559.0,504419,en,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Star Trek: First Contact,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.","[{""id"": 503, ""name"": ""federation""}, {""id"": 505, ""name"": ""starfleet""}, {""id"": 522, ""name"": ""borg""}, {""id"": 671, ""name"": ""enterprise-e""}, {""id"": 679, ""name"": ""cyborg""}, {""id"": 680, ""name"": ""montana""}, {""id"": 836, ""name"": ""resistance""}, {""id"": 1436, ""name"": ""inventor""}, {""id"": 1522, ""name"": ""repayment""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 49960, ""name"": ""business start-up""}, {""id"": 161176, ""name"": ""space opera""}]",Resistance is futile.,Released,http://www.startrek.com/startrek/view/series/MOV/008/index.html,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,0.0,box office hit|future|lifted by the throat|star trek|vulcan,J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,19000,14000.0,39284,26000.0,12000.0,981.0
193,Star Trek: Generations,Action|Adventure|Sci-Fi,38000000,257704099.0,120000000,14.779041,8.0,1994-11-17,127.0,118.0,2.35,2009.0,PG-13,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.4,452,518.0,1559.0,504419,en,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Star Trek: Generations,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,"[{""id"": 10988, ""name"": ""based on tv series""}, {""id"": 34079, ""name"": ""death""}, {""id"": 162410, ""name"": ""exploding planet""}, {""id"": 162415, ""name"": ""mountain cabin""}, {""id"": 162429, ""name"": ""solar system""}]",Boldly go.,Released,,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,0.0,box office hit|future|lifted by the throat|star trek|vulcan,J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,19000,14000.0,39284,26000.0,12000.0,981.0
152,Star Trek: The Motion Picture,Action|Adventure|Sci-Fi,35000000,257704099.0,139000000,24.616634,8.0,1979-12-06,127.0,132.0,2.35,2009.0,PG-13,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.2,530,518.0,1559.0,504419,en,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Star Trek: The Motion Picture,"When a destructive space entity is spotted approaching Earth, Admiral Kirk resumes command of the Starship Enterprise in order to intercept, examine, and hopefully stop it.","[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 504, ""name"": ""uss enterprise""}, {""id"": 505, ""name"": ""starfleet""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1612, ""name"": ""spacecraft""}, {""id"": 155211, ""name"": ""klingon""}, {""id"": 155212, ""name"": ""vulcan""}, {""id"": 161176, ""name"": ""space opera""}]",The human adventure is just beginning.,Released,,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,0.0,box office hit|future|lifted by the throat|star trek|vulcan,J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,19000,14000.0,39284,26000.0,12000.0,981.0
172,Star Trek V: The Final Frontier,Action|Adventure|Sci-Fi,30000000,257704099.0,70200000,19.578249,8.0,1989-06-09,127.0,107.0,2.35,2009.0,PG-13,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5.6,376,518.0,1559.0,504419,en,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Star Trek V: The Final Frontier,Capt. Kirk and his crew must deal with Mr. Spock's half brother who kidnaps three diplomats and hijacks the Enterprise in his obsessive search for God.,"[{""id"": 503, ""name"": ""federation""}, {""id"": 505, ""name"": ""starfleet""}, {""id"": 665, ""name"": ""uss enterprise-a""}, {""id"": 748, ""name"": ""sha-ka-ree""}, {""id"": 963, ""name"": ""loss of brother""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 5362, ""name"": ""liberation of hostage""}, {""id"": 12388, ""name"": ""romulans""}, {""id"": 155211, ""name"": ""klingon""}, {""id"": 155212, ""name"": ""vulcan""}, {""id"": 161176, ""name"": ""space opera""}]",Adventure and imagination will meet at the final frontier.,Released,,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,0.0,box office hit|future|lifted by the throat|star trek|vulcan,J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,19000,14000.0,39284,26000.0,12000.0,981.0
174,Star Trek VI: The Undiscovered Country,Action|Adventure|Sci-Fi,27000000,257704099.0,96900000,16.188572,8.0,1991-12-05,127.0,113.0,2.35,2009.0,PG-13,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.7,413,518.0,1559.0,504419,en,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Star Trek VI: The Undiscovered Country,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.","[{""id"": 455, ""name"": ""farewell""}, {""id"": 503, ""name"": ""federation""}, {""id"": 505, ""name"": ""starfleet""}, {""id"": 559, ""name"": ""peace conference""}, {""id"": 665, ""name"": ""uss enterprise-a""}, {""id"": 750, ""name"": ""rura penthe""}, {""id"": 3012, ""name"": ""court case""}, {""id"": 4732, ""name"": ""peace contract""}, {""id"": 4812, ""name"": ""plan""}, {""id"": 155211, ""name"": ""klingon""}, {""id"": 161176, ""name"": ""space opera""}]",The battle for peace has begun.,Released,,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,0.0,box office hit|future|lifted by the throat|star trek|vulcan,J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,19000,14000.0,39284,26000.0,12000.0,981.0
168,Star Trek IV: The Voyage Home,Action|Adventure|Sci-Fi,24000000,257704099.0,133000000,22.258428,8.0,1986-11-25,127.0,119.0,2.35,2009.0,PG-13,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.9,477,518.0,1559.0,504419,en,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fi"", ""name"": ""suomi""}]",Star Trek IV: The Voyage Home,"Fugitives of the Federation for their daring rescue of Spock from the doomed Genesis Planet, Admiral Kirk (William Shatner) and his crew begin their journey home to face justice for their actions. But as they near Earth, they find it at the mercy of a mysterious alien presence whose signals are slowly destroying the planet. In a desperate attempt to answer the call of the probe, Kirk and his crew race back to the late twentieth century. However they soon find the world they once knew to be more alien than anything they've encountered in the far reaches of the galaxy!","[{""id"": 83, ""name"": ""saving the world""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 665, ""name"": ""uss enterprise-a""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 4676, ""name"": ""whale""}, {""id"": 5359, ""name"": ""marine biologist""}, {""id"": 155212, ""name"": ""vulcan""}, {""id"": 161176, ""name"": ""space opera""}]",The key to saving the future can only be found in the past.,Released,,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,0.0,box office hit|future|lifted by the throat|star trek|vulcan,J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,19000,14000.0,39284,26000.0,12000.0,981.0
157,Star Trek III: The Search for Spock,Action|Adventure|Sci-Fi,18000000,257704099.0,87000000,15.314027,8.0,1984-05-31,127.0,105.0,2.35,2009.0,PG-13,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.4,434,518.0,1559.0,504419,en,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Star Trek III: The Search for Spock,Admiral Kirk and his bridge crew risk their careers stealing the decommissioned Enterprise to return to the restricted Genesis planet to recover Spock's body.,[],A dying planet. A fight for life.,Released,,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,0.0,box office hit|future|lifted by the throat|star trek|vulcan,J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,19000,14000.0,39284,26000.0,12000.0,981.0
154,Star Trek II: The Wrath of Khan,Action|Adventure|Sci-Fi,12000000,257704099.0,96800000,22.434102,8.0,1982-06-03,127.0,113.0,2.35,2009.0,PG-13,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7.3,675,518.0,1559.0,504419,en,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Star Trek II: The Wrath of Khan,Admiral James T. Kirk is feeling old; the prospect of accompanying his old ship the Enterprise on a two week cadet cruise is not making him feel any younger. But the training cruise becomes a a life or death struggle when Khan escapes from years of exile and captures the power of creation itself.,"[{""id"": 504, ""name"": ""uss enterprise""}, {""id"": 747, ""name"": ""genesis""}, {""id"": 1423, ""name"": ""asteroid""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1599, ""name"": ""midlife crisis""}, {""id"": 1613, ""name"": ""terraforming""}, {""id"": 1615, ""name"": ""simulator""}, {""id"": 1617, ""name"": ""cadet""}, {""id"": 1618, ""name"": ""radiation""}, {""id"": 5218, ""name"": ""uss reliant""}, {""id"": 5219, ""name"": ""ceti alpha v""}, {""id"": 6017, ""name"": ""genetics""}, {""id"": 161176, ""name"": ""space opera""}]",At the end of the universe lies the beginning of vengeance.,Released,,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,0.0,box office hit|future|lifted by the throat|star trek|vulcan,J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,19000,14000.0,39284,26000.0,12000.0,981.0
44943,Battle: Los Angeles,Action|Sci-Fi,70000000,83552429.0,202466756,49.199234,5.8,2011-03-08,116.0,116.0,2.35,2011.0,PG-13,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5.5,1448,355.0,800.0,154955,en,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Battle: Los Angeles,"The Earth is attacked by unknown forces. As people everywhere watch the world's great cities fall, Los Angeles becomes the last stand for mankind in a battle no one expected. It's up to a Marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before.","[{""id"": 83, ""name"": ""saving the world""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 4405, ""name"": ""marine corps""}, {""id"": 4630, ""name"": ""chaos""}, {""id"": 4948, ""name"": ""retirement""}, {""id"": 5385, ""name"": ""survivor""}, {""id"": 5404, ""name"": ""meteor""}, {""id"": 6968, ""name"": ""space invasion""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10141, ""name"": ""battlefield""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 11400, ""name"": ""sergeant""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 15017, ""name"": ""danger""}, {""id"": 187710, ""name"": ""escapade""}, {""id"": 188114, ""name"": ""u.s. marine""}, {""id"": 193552, ""name"": ""heroic mission""}, {""id"": 193907, ""name"": ""evil alien""}, {""id"": 206705, ""name"": ""chaos and mayham""}]",It's not war. It's survival.,Released,http://www.battlela.com,http://www.imdb.com/title/tt1217613/?ref_=fn_tt_tt_1,0.0,alien|extraterrestrial|invasion|marine|mission,Jonathan Liebesman,Noel Fisher,Jim Parrack,Ramon Rodriguez,25000,473.0,4001,833.0,697.0,464.0
