rank,stock_id,name,industry,is_cyclical,date,revenue,prev_max_revenue,is_ath,ath_margin,ath_streak,months_since_prev_ath,ttm_revenue,is_ttm_ath,ttm_margin,ttm_yoy,yoy,base_revenue,base_pct,base_ratio,cagr_2y,n_months,g1_ath,g2_ttm_ath,g3_yoy,g4_base,g5_cagr,verdict,score,gates_passed
31,2605,新興,航運業,True,2026-05-01,63858852,122806965.0,False,-48.000626837411055,0,5,912661737.0,False,-8.07305995940829,21.613605599968476,233.25,19162259,2.7777777777777777,0.2715760418831434,-13.567374120972831,48,False,False,True,False,False,排除·週期股,,1
32,2612,中航,航運業,True,2026-05-01,3937867,7639289.0,False,-48.45244105832363,0,43,50451931.0,False,-11.635902921891805,19.189052660007654,220.92,1227040,2.7777777777777777,0.32547031181532776,-7.914293326478273,48,False,False,True,False,False,排除·週期股,,1
33,1750,模擬1750,油電燃氣業,True,2026-05-01,8803269,15838248.0,False,-44.417659074412775,0,43,108871850.0,False,-11.08589021573404,14.128469195706517,220.36,2747902,2.7777777777777777,0.28005787865407417,-5.510964771615967,48,False,False,True,False,False,排除·週期股,,1
34,6586,醣基,生技醫療業,False,2026-05-01,67908943,89724616.0,False,-24.314033286027104,0,7,813733534.0,True,5.168475992659993,24.414105342868876,218.23,21339285,2.7777777777777777,0.3713376995281582,10.387121983920089,48,False,True,True,False,False,假突破·低基期,,2
35,1428,模擬1428,建材營造業,False,2026-05-01,6397602,7756053.0,False,-17.514720438346664,0,7,67738217.0,True,6.544726943953338,29.101928178710736,202.34,2116028,2.7777777777777777,0.47531275940676093,36.232617571401434,48,False,True,True,False,True,假突破·低基期,,3
36,1482,模擬1482,居家生活,False,2026-05-01,14530167,17466613.0,False,-16.811765394928024,0,7,163991867.0,True,4.374973033802099,22.045929545180655,201.79,4814608,2.7777777777777777,0.4217972056441499,13.083438255519454,48,False,True,True,False,False,假突破·低基期,,2
37,1178,模擬1178,塑膠工業,True,2026-05-01,26649625,39374903.0,False,-32.31824596494879,0,42,336796189.0,False,-2.5400266317020637,21.17001689124831,196.71,8981666,2.7777777777777777,0.3134141990879838,-1.6225613646681958,48,False,False,True,False,False,排除·週期股,,1
38,1009,模擬1009,塑膠工業,True,2026-05-01,83509611,145612417.0,False,-42.64938889105865,0,42,946534510.0,False,-9.266652867201275,9.289133257280714,193.36,28466556,2.7777777777777777,0.3329570630976868,-2.737096046359333,48,False,False,True,False,False,排除·週期股,,1
39,2617,台航,航運業,True,2026-05-01,23742587,43906274.0,False,-45.92438656944563,0,5,309598079.0,False,-3.3851334948937772,23.240707680558238,187.21,8266683,2.7777777777777777,0.36657668039914887,-6.419071497984829,48,False,False,True,False,False,排除·週期股,,1
40,1759,模擬1759,航運業,True,2026-05-01,81524823,155786384.0,False,-47.66883927416917,0,43,1051683719.0,False,-11.07552920698095,16.866310592904487,183.96,28710394,2.7777777777777777,0.36709164346520984,2.599135348453463,48,False,False,True,False,False,排除·週期股,,1
41,1103,嘉泥,水泥工業,True,2026-05-01,20917270,31804737.0,False,-34.232218301317815,0,4,249626907.0,False,-5.434929140097255,28.773980324084537,179.57,7481993,5.555555555555555,0.41220389104419547,-3.8779959727784585,48,False,False,True,False,False,排除·週期股,,1
42,1860,模擬1860,塑膠工業,True,2026-05-01,53699519,90300314.0,False,-40.53230091758042,0,43,753848838.0,False,-4.5800714808197025,28.067853162862665,179.03,19244735,2.7777777777777777,0.3333229325447024,-7.637762851584262,48,False,False,True,False,False,排除·週期股,,1
43,2882,國泰金,金融保險,False,2026-05-01,108398335,112901308.0,False,-3.988415262646916,0,3,972745657.0,True,6.165078546961933,28.914242099549337,176.15,39253059,19.444444444444446,0.6244708956241571,56.525013793033786,48,False,True,True,False,True,假突破·低基期,,3
44,2022,聚亨,鋼鐵工業,True,2026-05-01,19066329,34321181.0,False,-44.44733996770099,0,41,262835570.0,True,1.8458602333117913,40.17911645294778,174.77,6939071,5.555555555555555,0.4139962842140429,-0.7948247295362143,48,False,True,True,False,False,排除·週期股,,2
45,2188,模擬2188,航運業,True,2026-05-01,82187266,118936851.0,False,-30.8984008665237,0,3,957964046.0,False,-10.59208657555426,9.991254322251608,170.23,30414108,5.555555555555555,0.3477507328305574,-1.8071106666076142,48,False,False,True,False,False,排除·週期股,,1
46,1241,模擬1241,航運業,True,2026-05-01,5795133,10140649.0,False,-42.852444651224985,0,4,78486123.0,False,-9.16550933480731,14.563773128001678,170.08,2145671,2.7777777777777777,0.31510715983750254,-11.950536243491982,48,False,False,True,False,False,排除·週期股,,1
47,1824,模擬1824,玻璃陶瓷,True,2026-05-01,18032201,39091237.0,False,-53.87150066394676,0,41,221755870.0,False,-23.17287429231618,0.30262593148706607,165.45,6792986,2.7777777777777777,0.3272795564329066,-7.836715374048908,48,False,False,True,False,False,排除·週期股,,1
48,2040,模擬2040,塑膠工業,True,2026-05-01,50037782,112071642.0,False,-55.35196852027919,0,5,755543568.0,False,-5.257916054716794,24.61262375268245,158.49,19357560,2.7777777777777777,0.3319427164418636,-8.415445552711176,48,False,False,True,False,False,排除·週期股,,1
49,1039,模擬1039,汽車工業,False,2026-05-01,21404365,24887931.0,False,-13.997009233109814,0,19,188049732.0,False,-9.67536227027922,-6.805334447461742,156.57,8342425,2.7777777777777777,0.49863685772694144,24.624370222497838,48,False,False,True,False,True,假突破·低基期,,2
50,1424,模擬1424,貿易百貨業,False,2026-05-01,109688729,102353429.0,True,7.166638256936175,1,4,959085712.0,True,6.335551342375734,24.000439974750897,156.36,42786363,16.666666666666664,0.6519763258990895,46.73601738987696,48,True,True,True,False,True,假突破·低基期,,4
51,1169,模擬1169,水泥工業,True,2026-05-01,42812868,80129556.0,False,-46.57044149851522,0,44,595217695.0,False,-6.617891643846596,24.172383954864806,150.67,17079307,2.7777777777777777,0.44197933779208,4.641309075765299,48,False,False,True,False,False,排除·週期股,,1
52,1312,國喬,塑膠工業,True,2026-05-01,9901842,19153881.0,False,-48.30373019441856,0,4,145076676.0,True,3.331179981291843,42.385398327469105,150.03,3960289,2.7777777777777777,0.3963848535985315,-17.18969200619013,48,False,True,True,False,False,排除·週期股,,2
53,1537,模擬1537,化學工業,True,2026-05-01,88677919,125256657.0,False,-29.203029105271426,0,3,1028086787.0,False,-6.7402276295201125,21.432253716169704,149.12,35596989,8.333333333333332,0.44102897939293717,4.480487208484885,48,False,False,True,False,False,排除·週期股,,1
54,2197,模擬2197,水泥工業,True,2026-05-01,86884559,126711267.0,False,-31.431070766579893,0,44,932807966.0,False,-17.72761278271393,5.496686213168855,146.91,35188696,11.11111111111111,0.4083674184508989,0.8998654241243687,48,False,False,True,False,False,排除·週期股,,1
55,1680,模擬1680,水泥工業,True,2026-05-01,10071392,20801312.0,False,-51.58290015552864,0,42,143222383.0,False,-6.67678626550151,17.66899173943244,143.48,4136408,5.555555555555555,0.34757105324564136,-16.870210927098206,48,False,False,True,False,False,排除·週期股,,1
56,1334,模擬1334,數位雲端,False,2026-05-01,102255589,147755367.0,False,-30.793993425633058,0,21,1324032447.0,True,4.7412813571692025,24.575592881975506,141.62,42321146,8.333333333333332,0.4319596229123185,28.20539131204105,48,False,True,True,False,True,假突破·低基期,,3
57,1342,模擬1342,水泥工業,True,2026-05-01,51986310,114628272.0,False,-54.647916179003374,0,43,826793275.0,False,-9.542230126121076,22.209374711860374,139.68,21690075,2.7777777777777777,0.32550551307861697,-18.26881108183771,48,False,False,True,False,False,排除·週期股,,1
58,1187,模擬1187,鋼鐵工業,True,2026-05-01,70394904,158890380.0,False,-55.69593074168493,0,41,1103026116.0,False,-9.526379448119027,12.69355744480043,136.94,29710187,2.7777777777777777,0.3513378395980796,-6.712604679481471,48,False,False,True,False,False,排除·週期股,,1
59,2061,模擬2061,綠能環保,False,2026-05-01,119620332,157525695.0,False,-24.062971440944924,0,3,1218201345.0,True,5.982139420998234,15.659143560691025,135.2,50859215,11.11111111111111,0.5824520132041368,71.78433632547238,48,False,True,True,False,True,假突破·低基期,,3
60,1777,模擬1777,塑膠工業,True,2026-05-01,80807821,131053280.0,False,-38.33971877697376,0,41,991424127.0,False,-10.952537963178033,10.019923441890398,134.56,34451018,8.333333333333332,0.39647264624425255,-3.7178480915129986,48,False,False,True,False,False,排除·週期股,,1
61,1562,模擬1562,電子通路業,False,2026-05-01,40190477,40254756.0,False,-0.15968051079480183,0,45,349114845.0,False,-25.816666400629472,2.958422665234739,133.32,17225160,5.555555555555555,0.44687439236348697,1.4474721966869941,48,False,False,True,False,False,假突破·低基期,,1
62,1549,模擬1549,綠能環保,False,2026-05-01,34893587,32372123.0,True,7.788997959756916,1,7,318675281.0,True,2.590841820607359,21.721342422030474,133.1,14969071,19.444444444444446,0.6110894803398333,26.834779126446495,48,True,True,True,False,True,假突破·低基期,,4
63,1000,模擬1000,水泥工業,True,2026-05-01,17836670,43002950.0,False,-58.522217661811574,0,4,297788051.0,False,-5.4960060416180845,25.302639687227348,132.65,7666807,8.333333333333332,0.3097310975951423,-24.749724917938654,48,False,False,True,False,False,排除·週期股,,1
64,2244,模擬2244,造紙工業,True,2026-05-01,38337133,59497976.0,False,-35.56565184671155,0,44,466811218.0,False,-1.5420163956402,25.072216015038972,132.09,16518550,13.88888888888889,0.4483788832303833,0.01785301066434819,48,False,False,True,False,False,排除·週期股,,1
65,1707,模擬1707,化學工業,True,2026-05-01,48285133,98829415.0,False,-51.14295374509704,0,43,774716803.0,True,0.45089466820056323,32.750790251038666,131.16,20888174,2.7777777777777777,0.39370928002909444,-7.69249127917101,48,False,True,True,False,False,排除·週期股,,2
66,2355,模擬2355,生技醫療業,False,2026-05-01,51281407,53249972.0,False,-3.6968376246282353,0,37,456886765.0,False,-26.223228946109067,2.422336226832833,130.1,22286641,2.7777777777777777,0.4436764329743359,0.782580474167105,48,False,False,True,False,False,假突破·低基期,,1
67,2504,模擬2504,化學工業,True,2026-05-01,72024734,149623795.0,False,-51.862780916631614,0,43,1006289655.0,False,-9.770353918571207,26.643121568398477,129.47,31387266,11.11111111111111,0.3823858398437381,-10.210992559614185,48,False,False,True,False,False,排除·週期股,,1
68,1502,模擬1502,數位雲端,False,2026-05-01,78741007,77843802.0,True,1.1525708880457897,1,42,682236804.0,False,-25.03024383514243,3.519224631548634,128.52,34457543,13.88888888888889,0.46284226165340697,1.4905702398654963,48,True,False,True,False,False,假突破·低基期,,2
69,2538,模擬2538,電器電纜,False,2026-05-01,67872999,69192081.0,False,-1.9064060235448044,0,18,597968386.0,False,-24.521828963975622,4.055524415747969,128.37,29720410,13.88888888888889,0.4665954673575994,0.813460570715252,48,False,False,True,False,False,假突破·低基期,,1
70,1343,模擬1343,運動休閒,False,2026-05-01,78251815,81059166.0,False,-3.4633356578082752,0,44,697863034.0,False,-24.961113760359112,3.2859529892712125,128.0,34320510,5.555555555555555,0.4510496803075188,0.4950508400325182,48,False,False,True,False,False,假突破·低基期,,1
71,1735,模擬1735,電子商務,False,2026-05-01,37076133,37233960.0,False,-0.4238791683720988,0,32,326616272.0,False,-25.114130719460938,3.728402824052779,127.18,16320088,11.11111111111111,0.45820401727082916,1.3167332548060573,48,False,False,True,False,False,假突破·低基期,,1
72,1060,模擬1060,電子零組件業,False,2026-05-01,78545677,81056646.0,False,-3.0977953368561573,0,30,696877271.0,False,-26.01713603054472,2.6526150622618205,126.61,34660823,5.555555555555555,0.45075727048946485,0.3539264255213226,48,False,False,True,False,False,假突破·低基期,,1
73,2400,模擬2400,鋼鐵工業,True,2026-05-01,13822404,29339422.0,False,-52.88794714497102,0,43,202654915.0,False,-18.05651317396312,14.663094756952466,126.17,6111427,8.333333333333332,0.3422926414968373,-12.075212943852232,48,False,False,True,False,False,排除·週期股,,1
74,1279,模擬1279,金融保險業,False,2026-05-01,63867279,64683066.0,False,-1.2612064493046748,0,22,559363291.0,False,-25.865584583058656,1.829279535070527,125.85,28278652,8.333333333333332,0.4541378519419956,0.2989011086148574,48,False,False,True,False,False,假突破·低基期,,1
75,9102,低基期假象乙,紡織纖維,False,2026-05-01,52010349,53410308.0,False,-2.621140099023578,0,35,457150253.0,False,-25.80828357269347,3.0835458834147067,125.49,23065699,13.88888888888889,0.4656872207488189,2.8179957936110833,48,False,False,True,False,False,假突破·低基期,,1
76,1806,模擬1806,橡膠工業,True,2026-05-01,4193280,6661855.0,False,-37.05536971309043,0,42,53412950.0,False,-5.672421184751119,21.475674401221802,125.2,1862007,11.11111111111111,0.44284065276179196,-6.593111937142893,48,False,False,True,False,False,排除·週期股,,1
77,1951,模擬1951,食品工業,False,2026-05-01,33021713,34010399.0,False,-2.9070108821716567,0,20,294223364.0,False,-25.934474493936634,3.3038512620193083,124.67,14698005,11.11111111111111,0.4608080214804561,-0.2897638790618884,48,False,False,True,False,False,假突破·低基期,,1
78,1449,模擬1449,汽車工業,False,2026-05-01,50191062,49791679.0,True,0.8021079184736823,1,22,433565929.0,False,-25.918003006044888,1.4837329308344582,123.82,22425196,13.88888888888889,0.4685107632329839,2.2772522445602794,48,True,False,True,False,False,假突破·低基期,,2
79,2561,模擬2561,電子通路業,False,2026-05-01,165206908,150304738.0,True,9.914637554539363,1,6,1228710693.0,True,2.765295268975465,20.010102502571936,123.45,73933053,52.77777777777778,0.8599261822298736,74.73478895238775,48,True,True,True,False,True,假突破·低基期,,4
80,1007,模擬1007,其他電子業,False,2026-05-01,67553783,70076920.0,False,-3.6005249659945116,0,29,598156042.0,False,-26.09485952616296,2.4169359995985795,123.37,30243374,11.11111111111111,0.45664646309507456,0.5618206971495177,48,False,False,True,False,False,假突破·低基期,,1
81,1622,模擬1622,光電業,False,2026-05-01,34561439,35729250.0,False,-3.268501297956161,0,30,307321393.0,False,-25.232417026599585,4.4945186596674125,122.98,15499615,16.666666666666664,0.46429259379651044,-0.08587237192752006,48,False,False,True,False,False,假突破·低基期,,1
82,1120,模擬1120,電腦及週邊設備業,False,2026-05-01,28490944,30321478.0,False,-6.03708697841181,0,22,260918630.0,False,-25.967192199743018,2.886565333619595,122.92,12780879,2.7777777777777777,0.4500047743701669,-0.5741520143518031,48,False,False,True,False,False,假突破·低基期,,1
83,2291,模擬2291,文化創意業,False,2026-05-01,40296396,42731171.0,False,-5.697889720831661,0,43,361169665.0,False,-26.505562580925577,2.168639950578366,122.81,18085697,5.555555555555555,0.4534607373922652,-0.00045785417854826704,48,False,False,True,False,False,假突破·低基期,,1
84,2531,模擬2531,玻璃陶瓷,True,2026-05-01,51342981,85771693.0,False,-40.13994687035034,0,43,747548592.0,True,3.9142593692204963,50.14530630367,121.46,23184198,11.11111111111111,0.47966327528413844,-4.6937570657928145,48,False,True,True,False,False,排除·週期股,,2
85,2005,模擬2005,電機機械,False,2026-05-01,5241381,5559685.0,False,-5.725216446615233,0,26,46789545.0,False,-25.939007623386235,3.6164462313663215,121.35,2367921,11.11111111111111,0.4614792305980292,-0.6355803720991982,48,False,False,True,False,False,假突破·低基期,,1
86,2075,模擬2075,資訊服務業,False,2026-05-01,9920871,10344194.0,False,-4.092372977536963,0,27,89549516.0,False,-24.875159541527104,4.171005161407471,120.25,4504339,13.88888888888889,0.4640205612392537,-0.48648956801837784,48,False,False,True,False,False,假突破·低基期,,1
87,1675,模擬1675,其他業,False,2026-05-01,41871230,44430753.0,False,-5.760701377264532,0,27,380196192.0,False,-25.927268476062505,2.0813330346793446,120.01,19031919,2.7777777777777777,0.45323058729367927,-0.43015022193413355,48,False,False,True,False,False,假突破·低基期,,1
88,1843,模擬1843,建材營造業,False,2026-05-01,61540123,64767034.0,False,-4.9823356122807745,0,26,554463758.0,False,-26.621995205229975,2.01893170107339,119.45,28043243,8.333333333333332,0.4548688874055815,-0.8216193370703784,48,False,False,True,False,False,假突破·低基期,,1
89,1768,模擬1768,水泥工業,True,2026-05-01,52843429,90715498.0,False,-41.748179566847554,0,5,709237103.0,False,-0.3555538653664425,27.39965278405232,118.19,24219290,19.444444444444446,0.42341231396202217,-3.0148541189012557,48,False,False,True,False,False,排除·週期股,,1
90,2238,模擬2238,化學生技醫療,False,2026-05-01,9591762,9960427.0,False,-3.701297143184723,0,32,85977354.0,False,-25.641220213410556,3.228646723001938,118.11,4397597,16.666666666666664,0.46975654436014297,1.5697152947877546,48,False,False,True,False,False,假突破·低基期,,1
91,1788,模擬1788,綠能環保,False,2026-05-01,35525825,37728711.0,False,-5.838752349636334,0,33,324894969.0,False,-26.3769853258086,2.8392332514694196,117.44,16338062,16.666666666666664,0.4635346073459998,0.851261527480518,48,False,False,True,False,False,假突破·低基期,,1
92,2483,模擬2483,紡織纖維,False,2026-05-01,62938880,67088808.0,False,-6.185723258043274,0,27,578505813.0,False,-26.145235557525492,2.0631137486471607,115.61,29191378,5.555555555555555,0.46096978648339476,-1.6119821731431005,48,False,False,True,False,False,假突破·低基期,,1
93,1226,模擬1226,農業科技業,False,2026-05-01,40010634,42233171.0,False,-5.262538775504211,0,19,365830245.0,False,-25.14536563622285,3.1591091923762082,114.99,18610378,13.88888888888889,0.46765090566447803,-0.10091267539522608,48,False,False,True,False,False,假突破·低基期,,1
94,2183,模擬2183,半導體業,False,2026-05-01,69855911,73211816.0,False,-4.583829746826662,0,41,633784632.0,False,-25.040632144057916,5.165469832586678,114.93,32501653,16.666666666666664,0.4791230183226783,-0.1889638228410595,48,False,False,True,False,False,假突破·低基期,,1
95,1173,模擬1173,綜合,False,2026-05-01,15412854,16818810.0,False,-8.359426142515435,0,46,144117990.0,False,-25.46891512137186,2.955315983858564,114.43,7187833,8.333333333333332,0.46398075300119507,-0.04623125348361956,48,False,False,True,False,False,假突破·低基期,,1
96,2130,模擬2130,通信網路業,False,2026-05-01,47988641,50047824.0,False,-4.114430629391597,0,33,431109065.0,False,-25.48785610246337,3.2776191720147896,112.97,22532895,16.666666666666664,0.47985220406580437,0.1641912158801384,48,False,False,True,False,False,假突破·低基期,,1
97,9101,低基期假象甲,光電業,False,2026-05-01,55863036,57786333.0,False,-3.3282904454241757,0,41,506799177.0,False,-25.323333545634664,3.6831714306457375,112.91,26237862,16.666666666666664,0.47274312460579193,-0.35365248871525035,48,False,False,True,False,False,假突破·低基期,,1
98,1741,模擬1741,玻璃陶瓷,True,2026-05-01,23183575,43994755.0,False,-47.30377518865602,0,43,362058236.0,True,3.472232798396968,34.03040986607222,110.11,11033934,8.333333333333332,0.42852508213980545,-3.857194199408198,48,False,True,True,False,False,排除·週期股,,2
99,1662,模擬1662,油電燃氣業,True,2026-05-01,33951878,64031565.0,False,-46.97634205879553,0,43,499585033.0,False,-3.342339210542822,35.45384813570118,107.57,16356780,13.88888888888889,0.46814414683295236,-14.132706608355294,48,False,False,True,False,False,排除·週期股,,1
100,2354,模擬2354,油電燃氣業,True,2026-05-01,67785914,152684636.0,False,-55.60397183643284,0,43,1080159625.0,False,-12.843196352816355,19.3754080778503,107.46,32674184,16.666666666666664,0.3342615807202926,-23.66461822663066,48,False,False,True,False,False,排除·週期股,,1
101,6205,詮欣,汽車工業,False,2026-05-01,52507168,55467406.0,False,-5.336896410839909,0,6,540358486.0,True,2.7763600509664643,13.507052559153543,106.54,25422333,11.11111111111111,0.5964725592958563,9.805720513556771,48,False,True,True,False,False,假突破·低基期,,2
102,1631,模擬1631,汽車工業,False,2026-05-01,129784829,148895432.0,False,-12.834915580217398,0,10,1401373169.0,True,4.0395031822461736,41.88464072273381,105.43,63178277,30.555555555555557,0.8128437106004742,22.250816853169585,48,False,True,True,False,True,假突破·低基期,,3
103,9201,單月暴衝甲,其他電子業,False,2026-05-01,159571046,80090178.0,True,99.23922007015642,1,15,865238908.0,False,-8.671671612589616,-8.671671612589616,103.8,78298287,77.77777777777779,0.9856203964391689,59.00937079216986,48,True,False,True,True,True,單月暴衝·TTM未創高,,4
