"def_priority","def_action","def_domain","def_is_noise","def_severity","def_normalized_key","def_canonical_key","def_occurrences","def_distinct_values","def_groups","def_projects","def_sample_values","def_sample_files"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","MEDIUM","items_11_sources_0_fetcher","items_11_sources_0_fetcher","2","2","DATA_SOURCE","VDF","VDF_MDL003.AKShareFetcher._fetch_one || VDF_MDL003.FREDFetcher._fetch_one","VDF_MDL402_RegistrySample.json; VDF_MDL403_RegistryFull.json"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","MEDIUM","items_11_sources_0_name","items_11_sources_0_name","2","2","DATA_SOURCE","VDF","akshare || FRED","VDF_MDL402_RegistrySample.json; VDF_MDL403_RegistryFull.json"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","MEDIUM","items_12_sources_0_fetcher","items_12_sources_0_fetcher","2","2","DATA_SOURCE","VDF","VDF_MDL003.AKShareFetcher._fetch_one || VDF_MDL003.FREDFetcher._fetch_one","VDF_MDL402_RegistrySample.json; VDF_MDL403_RegistryFull.json"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","MEDIUM","items_12_sources_0_name","items_12_sources_0_name","2","2","DATA_SOURCE","VDF","akshare || FRED","VDF_MDL402_RegistrySample.json; VDF_MDL403_RegistryFull.json"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","MEDIUM","items_13_sources_0_fetcher","items_13_sources_0_fetcher","2","2","DATA_SOURCE","VDF","VDF_MDL003.AAIIFetcher.fetch || VDF_MDL003.FREDFetcher._fetch_one","VDF_MDL402_RegistrySample.json; VDF_MDL403_RegistryFull.json"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","MEDIUM","items_13_sources_0_name","items_13_sources_0_name","2","2","DATA_SOURCE;MACRO_SENTIMENT","VDF","AAII || FRED","VDF_MDL402_RegistrySample.json; VDF_MDL403_RegistryFull.json"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","MEDIUM","items_14_sources_0_fetcher","items_14_sources_0_fetcher","2","2","DATA_SOURCE","VDF","VDF_MDL003.CNNFearGreedFetcher.fetch || VDF_MDL003.FREDFetcher._fetch_one","VDF_MDL402_RegistrySample.json; VDF_MDL403_RegistryFull.json"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","MEDIUM","items_14_sources_0_name","items_14_sources_0_name","2","2","DATA_SOURCE;MACRO_SENTIMENT","VDF","CNN_FearGreed || FRED","VDF_MDL402_RegistrySample.json; VDF_MDL403_RegistryFull.json"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","MEDIUM","items_15_sources_0_fetcher","items_15_sources_0_fetcher","2","2","DATA_SOURCE","VDF","VDF_MDL002.YFinanceFetcher.history || VDF_MDL003.FREDFetcher._fetch_one","VDF_MDL402_RegistrySample.json; VDF_MDL403_RegistryFull.json"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","MEDIUM","items_15_sources_0_name","items_15_sources_0_name","2","2","DATA_SOURCE","VDF","yfinance || FRED","VDF_MDL402_RegistrySample.json; VDF_MDL403_RegistryFull.json"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","MEDIUM","items_16_sources_0_fetcher","items_16_sources_0_fetcher","2","2","DATA_SOURCE","VDF","VDF_MDL002.YFinanceFetcher.history || VDF_MDL003.FREDFetcher._fetch_one","VDF_MDL402_RegistrySample.json; VDF_MDL403_RegistryFull.json"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","MEDIUM","items_16_sources_0_name","items_16_sources_0_name","2","2","DATA_SOURCE","VDF","yfinance || FRED","VDF_MDL402_RegistrySample.json; VDF_MDL403_RegistryFull.json"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","MEDIUM","items_17_sources_0_fetcher","items_17_sources_0_fetcher","2","2","DATA_SOURCE","VDF","VDF_MDL002.YFinanceFetcher.history || VDF_MDL003.FREDFetcher._fetch_one","VDF_MDL402_RegistrySample.json; VDF_MDL403_RegistryFull.json"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","MEDIUM","items_17_sources_0_name","items_17_sources_0_name","2","2","DATA_SOURCE","VDF","yfinance || FRED","VDF_MDL402_RegistrySample.json; VDF_MDL403_RegistryFull.json"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","MEDIUM","items_5_sources_1_note","items_5_sources_1_note","2","2","DATA_SOURCE;GENERAL","VDF","CL=F is futures front-month, may differ slightly from FRED spot. || ^FVX is 5Y yield","VDF_MDL402_RegistrySample.json; VDF_MDL403_RegistryFull.json"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","MEDIUM","meta_description","meta_description","3","3","DATA_SOURCE;ENGINE;GENERAL","VDF","完整盤點所有現有模組中的擷取項目，對照 sample registry 看涵蓋率與缺口 || VDF Extraction Registry · sample with 18 items covering FRED + yfinance + AKShare + AAII + CNN F&G. Demonstrates: single-source items, multi-source cross-validation, fallback chains, transforms, and downstream module mapping. || VDF Extraction Registry · auto-generated from MDL002/003 · 238 items","VDF_MDL402_RegistrySample.json; VDF_MDL403_RegistryFull.json; VDF_MDL404_CoverageReport.json"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","HIGH","official","official","28","28","DATA_SOURCE;GENERAL;VISUAL_LOCK","VIA","Long Term Investments || Short Term Borrowings || Non Current Liabilities || Capital Surplus || Other Equity || Total Equity || Total Liabilities || Total Assets","VIA_Governance_Unified_NotionBeginning_Detailed_Anchored_SSOT.yaml"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","MEDIUM","primary","primary","2","2","DATA_SOURCE;MARKET_UNIVERSE","UNKNOWN;VIS","#4c78a8; /* primary accent: titles, ticker text, axis 2 */ || ""yfinance""","VIA_Visual_Lock_v1.md; VeritasAegisNexus.py"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","HIGH","project_name","project_name","6","6","DATA_SOURCE;ENGINE;GENERAL;MARKET_UNIVERSE;VISUAL_LOCK","UNKNOWN;VDF;VPL","""1-4-TWFullMarket"" || ""1-7-SSOTResolver"" || ""MDL001-TWUniverseVerify"" || ""1-5-TWStockFilter"" || VIA Visual Lock v1 — Closeout || ""1-2YFinanceData""","VDF_MDL001_TWUniverse_Verify.py; VDF_MDL004_TWFullMarketEngine (2).py; VDF_MDL005_TWStockFilter (1).py; VDF_MDL007_SSOTResolver (1).py; veritaspulse_VPL-DEMO-01.json; yfinance_universal_engine_v5 (2).py"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","MEDIUM","scanner_version","scanner_version","4","2","DATA_SOURCE;VERSION_RELEASE","VDF","VDF_FetchSmoke_v1.1 || VDF_LatestPanorama_v1.0","VDF_FetchSmokeTest_20260517.json; VDF_FetchSmokeTest_20260517_025947.json; VDF_LatestPanorama_20260517.json; VDF_LatestPanorama_20260517_023734.json"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","HIGH","sources","sources","4","4","DATA_SOURCE;MARKET_UNIVERSE","VIA","VDF_D2 (TWSE/MOPS/akshare/yfinance) · TA-Lib 60+ · VAP heritage · TW UP=red · √252 annualized · Bloomberg Beta convention || VDF_D2_FREDEngine (DGS · GFDEBTN · WTREGEN · WALCL · RRPONTSYD · IORB) · TIC · DTS · CFTC · BEA || VDF_D2_YFinanceEngine · VDF_D2_FREDEngine · VDF_D2_GlobalUniverseEngine · VDF_D5_DuckDB || VDF_D2_DataEngines · VDF_D2_FREDEngine · VDF_D2_YFinanceEngine · VDF_D2_GlobalUniverseEngine · VDF_D5_DuckDB","VIA_P1_MarketOverview.html; VIA_P2_GlobalFlow.html; VIA_P4B_USMacroPart2.html; VIA_P7_TWFocus.html"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","HIGH","tw_yfinance_regex","market.tw_yfinance_regex","8","6","DATA_SOURCE","UNKNOWN;VDF","r""([1-9]\d{3})\.(TW|TWO)"" || ([1-9]\d{3})\.(TW|TWO) || XXXX.TW / XXXX.TWO format || r""^([1-9]\d{3})\.(TW|TWO)$"" || re.compile(r""\b[1-9]\d{3}\.(TW|TWO)\b"") || re.compile(r""(\d{4})\.TW(?:O)?$"")","VDF_MDL001_TWUniverse_Verify.py; VDF_MDL004_TWFullMarketEngine (2).py; VDF_MDL007_SSOTResolver (1).py; VeritasAegisNexus.py; yfinance_universal_engine_v5 (2).py"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","HIGH","url","url","163","26","DATA_SOURCE;MARKET_UNIVERSE","VDF;VIA;VIS;VPL","https://fonts.googleapis.com || https://fonts.googleapis.com/css2?family=Syne:wght@600;700;800&family=DM+Sans:wght@400;500;700&family=DM+Mono:wght@400;500&display=swap || https://cdnjs.cloudflare.com/ajax/libs/plotly.js/2.35.2/plotly.min.js || https://cdn.plot.ly/plotly-2.35.2.min.js || https://cdn.jsdelivr.net/npm/plotly.js-dist-min@2.35.2/plotly.min.js || https://unpkg.com/plotly.js-dist-min@2.35.2/plotly.min.js || https://fonts.gstatic.com || https://fonts.googleapis.com/css2?family=Syne:wght@600;700;800&family=DM+Mono:wght@300;400;500&family=DM+Sans:wght@400;500;600;700&display=swap","VIA_AutoPlot_Console (2).html; VIA_AutoPlot_Console (3).html; VIA_HomeLauncher_Optimized_Consolidated_v1_1_0.html; VIA_Main (2).html; VIA_Main.html; VIA_P7_TWFocus.html; VIA_TW_ActiveETF_Matrix.html; VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html; VIA_Visual_Lock_v1.md"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","HIGH","yfinance","yfinance","7","4","DATA_SOURCE;MARKET_UNIVERSE","UNKNOWN;VIA","NNNN.TW or NNNN.TWO || 2330.TW || 6488.TWO || ✅ FinMind=❌ twstock=✅","NEXUSCORE_EXTERNAL_BRIDGE_REPORT.html; VIA_Governance_Unified_NotionBeginning_Detailed_Anchored_SSOT.yaml"
"P0","DOMAIN_REVIEW_REQUIRED","DATA_SOURCE","False","MEDIUM","yfinance_available","yfinance_available","8","2","DATA_SOURCE","UNKNOWN;VDF","True || False","VDF_MDL004_TWFullMarketEngine (2).py; VDF_MDL005_TWStockFilter (1).py; VDF_MDL007_SSOTResolver (1).py"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","0_aiinstruction","0_aiinstruction","5","3","ENGINE;PATH_IO","UNKNOWN","Do not call directly. Route through NexusCore. || Read this first before suggesting any supportive module action. || Do not call directly. Read registry and route through NexusCore.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_TOOL_MATRIX.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","0_engineerinstruction","0_engineerinstruction","5","3","ENGINE","UNKNOWN","Register and expose in matrix/report. || Maintain this as the canonical onboarding and operating guide. || Register and expose in matrix/report only.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_TOOL_MATRIX.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","0_requiredbefore","0_requiredbefore","3","2","ENGINE;VISUAL_LOCK","UNKNOWN","All AI and engineer interpretation || Registry Build","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_TOOL_MATRIX.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","1_engineerinstruction","1_engineerinstruction","5","3","ENGINE","UNKNOWN","Register and expose in matrix/report. || Implement Action modes: ScanOnly, BuildRegistry, HardGate, EnvPlan, AccelerationPlan, DownloadOnly, Install, Validate, Matrix. || Register and expose in matrix/report only.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_TOOL_MATRIX.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","1_role","1_role","7","3","ENGINE;GENERAL;PATH_IO","UNKNOWN","Report, matrix, dashboard, validation output || Single PowerShell entry for all supportive modules || NexusCore ReadMe","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_TOOL_MATRIX.json; supportive_modules_registry.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","10_engineerinstruction","10_engineerinstruction","3","2","ENGINE","UNKNOWN","Register and expose in matrix/report. || Register and expose in matrix/report only.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","10_role","10_role","3","2","ENGINE;GENERAL","UNKNOWN","Supportive utility || Single approved entry for supportive modules","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","101_engineerinstruction","101_engineerinstruction","3","2","ENGINE","UNKNOWN","Wire to HardGate and EnvManager before execution. || Register and expose in matrix/report only.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","103_engineerinstruction","103_engineerinstruction","3","2","ENGINE","UNKNOWN","Wire to HardGate and EnvManager before execution. || Register and expose in matrix/report only.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","105_engineerinstruction","105_engineerinstruction","3","2","ENGINE","UNKNOWN","Register and expose in matrix/report. || Register and expose in matrix/report only.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","107_engineerinstruction","107_engineerinstruction","3","2","ENGINE","UNKNOWN","Register and expose in matrix/report. || Register and expose in matrix/report only.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","109_engineerinstruction","109_engineerinstruction","3","2","ENGINE","UNKNOWN","Register and expose in matrix/report. || Register and expose in matrix/report only.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","11_engineerinstruction","11_engineerinstruction","3","2","ENGINE","UNKNOWN","Register and expose in matrix/report. || Register and expose in matrix/report only.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","111_engineerinstruction","111_engineerinstruction","3","2","ENGINE","UNKNOWN","Register and expose in matrix/report. || Register and expose in matrix/report only.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","113_engineerinstruction","113_engineerinstruction","3","2","ENGINE","UNKNOWN","Register and expose in matrix/report. || Register and expose in matrix/report only.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","115_engineerinstruction","115_engineerinstruction","3","2","ENGINE","UNKNOWN","Register and expose in matrix/report. || Register and expose in matrix/report only.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","117_engineerinstruction","117_engineerinstruction","3","2","ENGINE","UNKNOWN","Register and expose in matrix/report. || Register and expose in matrix/report only.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","119_engineerinstruction","119_engineerinstruction","3","2","ENGINE","UNKNOWN","Register and expose in matrix/report. || Register and expose in matrix/report only.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","12_engineerinstruction","12_engineerinstruction","3","2","ENGINE","UNKNOWN","Register and expose in matrix/report. || Register and expose in matrix/report only.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","HIGH","12_toolname","12_toolname","7","4","ENGINE;GENERAL","UNKNOWN","NEXUSCORE_TOOL_MATRIX || NEXUSCORE_ACTION_RUNNER_PATCH_REPORT || VeritasAegisNexus || supportive_modules_onboarding_report","BRIDGE_STATUS_NORMALIZED.json; NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json"
"P0","DOMAIN_REVIEW_REQUIRED","ENGINE","False","MEDIUM","121_engineerinstruction","121_engineerinstruction","3","2","ENGINE","UNKNOWN","Register and expose in matrix/report. || Register and expose in matrix/report only.","NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json"
