canonical_family,symbol,date,value,source,unit,frequency,description,route,vdf_mapping_gate,vdf_mapping_policy,vdf_target_table,vdf_seeded_at,vdf_original_row_hash,_vdf_overlap_existing,_vdf_dryrun_action,_vdf_dryrun_policy,_vdf_dryrun_at,_vdf_key_repair_gate,_vdf_key_repair_policy,_vdf_key_repair_at,_vdf_key_repair_row_hash
VDF_Global_Commodity,STEEL,2026-02-21,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,5cfbb675a90114b7,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,ae3637f86b46fbf7
VDF_Global_Commodity,STEEL,2026-02-22,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,29a946d4ec5fc967,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,2a07611402b671fd
VDF_Global_Commodity,STEEL,2026-02-23,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,5a4173ed26210734,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,f3ba06ab75155399
VDF_Global_Commodity,STEEL,2026-02-24,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,ab0f0604f90466da,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,b7f2ae68cc6cb68a
VDF_Global_Commodity,STEEL,2026-02-25,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,6f0de1fbd6f8e642,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,cc3850d1db1ea8af
VDF_Global_Commodity,STEEL,2026-02-26,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,4ccc40fde45d0d50,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,0766da419767cb76
VDF_Global_Commodity,STEEL,2026-02-27,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,c8d504cadb0d14b0,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,bbb6d37f3d8ed926
VDF_Global_Commodity,STEEL,2026-02-28,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,818e7385d2662293,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,adca1f467d4b5ea9
VDF_Global_Commodity,STEEL,2026-03-01,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,7eadaffe5daf8a4b,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,ab523e8a6983724c
VDF_Global_Commodity,STEEL,2026-03-02,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,2c54d68a43122383,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,2e5afbb82b1c46c3
VDF_Global_Commodity,STEEL,2026-03-03,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,37cc186309da4a00,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,da722549f50c1d55
VDF_Global_Commodity,STEEL,2026-03-04,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,e78cd7920e51fb44,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,13aa851df133d179
VDF_Global_Commodity,STEEL,2026-03-05,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,cc271d0008d7b055,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,40301decf69ca85b
VDF_Global_Commodity,STEEL,2026-03-06,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,f3db4b934b23abba,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,317d44cad02a9344
VDF_Global_Commodity,STEEL,2026-03-07,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,9735c7ec5b93b9c9,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,0f890280113e3882
VDF_Global_Commodity,STEEL,2026-03-08,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,16163911df5494d9,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,cdba076955e24e94
VDF_Global_Commodity,STEEL,2026-03-09,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,9060518e291d820e,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,9cf87cb2e414474b
VDF_Global_Commodity,STEEL,2026-03-10,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,0dc12c7d35aa244d,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,dbd9c6676625d536
VDF_Global_Commodity,STEEL,2026-03-11,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,7d625341a2355380,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,4f13911a274fec93
VDF_Global_Commodity,STEEL,2026-03-12,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,7b8bcd717565f003,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,600c22e7defb1706
VDF_Global_Commodity,STEEL,2026-03-13,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,d8158ab27228fcd8,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,0e43524cc180ca61
VDF_Global_Commodity,STEEL,2026-03-14,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,9515ee2246024c2c,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,15f8edf2f6c2faac
VDF_Global_Commodity,STEEL,2026-03-15,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,55637629d191fee0,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,7c427bcf2dcebed5
VDF_Global_Commodity,STEEL,2026-03-16,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,65e78a49600b4b8e,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,0aca1f09ef0a685f
VDF_Global_Commodity,STEEL,2026-03-17,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,f297d35138322f27,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,8a72453de2b8325a
VDF_Global_Commodity,STEEL,2026-03-18,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,0a79a3ad51296d62,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,a2dd184659a07798
VDF_Global_Commodity,STEEL,2026-03-19,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,504a312dd35f7fe1,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,31de496a7e1528b9
VDF_Global_Commodity,STEEL,2026-03-20,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,29825bdde4c72258,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,c08c7cd7b1bfc045
VDF_Global_Commodity,STEEL,2026-03-21,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,18dee12bdc0d7b13,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,4325764711ba0fb2
VDF_Global_Commodity,STEEL,2026-03-22,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,e23a26fa81f19fd1,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,b8f38d54d11529cf
VDF_Global_Commodity,STEEL,2026-03-23,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,20767ebf681798b3,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,4b6534824a73b2a4
VDF_Global_Commodity,STEEL,2026-03-24,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,0dc0dd9f540e1006,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,955112a41b01c450
VDF_Global_Commodity,STEEL,2026-03-25,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,aba9ec3be54be9d2,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,cb2800af6ffc8fe7
VDF_Global_Commodity,STEEL,2026-03-26,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,0558c7458ebc271e,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,37f0f0e871beb152
VDF_Global_Commodity,STEEL,2026-03-27,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,8f195ae7e1656edb,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,8b6415d6c82a4f99
VDF_Global_Commodity,STEEL,2026-03-28,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,22f4ae66b6e10323,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,8b127ebb1aa7aaef
VDF_Global_Commodity,STEEL,2026-03-29,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,1fbb5c414b48cb93,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,d5cb18655c3935d3
VDF_Global_Commodity,STEEL,2026-03-30,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,2b1fe75b192afdcb,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,bdb9a092f8704afa
VDF_Global_Commodity,STEEL,2026-03-31,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,16784e29a87f3a4b,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,6a953086847d5736
VDF_Global_Commodity,STEEL,2026-04-01,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,cf33135c5c7ab500,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,7dd052561eceb3e0
VDF_Global_Commodity,STEEL,2026-04-02,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,f925c35ef6aff307,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,eea3143e80113de5
VDF_Global_Commodity,STEEL,2026-04-03,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,39ea2aef5d269449,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,2f54e59e863cc666
VDF_Global_Commodity,STEEL,2026-04-04,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,b4508a30ad89a0ae,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,e3c3d98576da76dc
VDF_Global_Commodity,STEEL,2026-04-05,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,535111e4c7f8caf3,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,92d138d1e2dc9053
VDF_Global_Commodity,STEEL,2026-04-06,,stock_hk_hot_rank_detail_em,,,STEEL,,v027.7,PREVIEW_ONLY_NO_DATABASE_WRITE,VDF_Global_Commodity_AkShare_Candidate,2026-06-10 14:58:16,43b935b20ec867ab,False,ADD_CANDIDATE,DRYRUN_ONLY_NO_DATABASE_WRITE,2026-06-10 22:07:05,v027.8.1,REPAIR_PREVIEW_ONLY_NO_DATABASE_WRITE,2026-06-10 22:10:05,34fd746d23e40a3a
