"Time","Round","Layer","Name","Status","Risk","Class","Priority","Metric","Value","Message","Path"
"2026-06-15T14:44:20.431+08:00","Round2","SSOT_TABLE","basic_def","OK_FOUND","LOW","PARALLEL_SAFE","P2","rows","14","SSOT parquet table exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\parquet\VRN_BasicInfoDefinitionSSOT_v029SSOT1B.parquet"
"2026-06-15T14:44:20.432+08:00","Round2","SSOT_TABLE","financial_alias","OK_FOUND","LOW","PARALLEL_SAFE","P2","rows","42","SSOT parquet table exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\parquet\VRN_FinancialAccountAliasSSOT_v029SSOT1B.parquet"
"2026-06-15T14:44:20.432+08:00","Round2","SSOT_TABLE","validation_rules","OK_FOUND","LOW","PARALLEL_SAFE","P2","rows","15","SSOT parquet table exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\parquet\VRN_FinancialValidationRulesSSOT_v029SSOT1B.parquet"
"2026-06-15T14:44:20.432+08:00","Round2","SSOT_TABLE","source_inventory","OK_FOUND","LOW","PARALLEL_SAFE","P2","rows","589","SSOT parquet table exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\parquet\VRN_SSOT_SourceInventory_v029SSOT1B.parquet"
"2026-06-15T14:44:20.432+08:00","Round2","REGEX_TEST","TW ticker policy","WARN_REVIEW_REQUIRED","MEDIUM","SEQUENTIAL_REQUIRED","P1","pass","partial","Ticker policy exists but one guard/suffix test is partial.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\parquet\VRN_TickerRegexSSOT_v029SSOT1B.parquet"
"2026-06-15T14:44:20.432+08:00","Round2","STAGE_PARQUET","BasicInfo candidate","OK_VERIFIED","LOW","PARALLEL_SAFE","P2","rows","400","BasicInfo candidate row count verified.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_BROKER_BACKFILL_GATE_v029VRN1C41_20260615_131852\stage_parquet\VRN_ReportBasicInfo_StageFixed_v029VRN1C41.parquet"
"2026-06-15T14:44:20.433+08:00","Round2","STAGE_PARQUET","ReportText candidate","OK_VERIFIED","LOW","PARALLEL_SAFE","P2","rows","3878","ReportText candidate has sufficient rows.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C3_20260615_125541\stage_parquet\VRN_ReportText_StageFixed_v029VRN1C3.parquet"
"2026-06-15T14:44:20.433+08:00","Round2","FINANCIAL_SSOT","Financial baseline","OK_VERIFIED","LOW","PARALLEL_SAFE","P2","alias/rules","42/15","Financial alias and validation-rule baseline passed.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\parquet\VRN_FinancialAccountAliasSSOT_v029SSOT1B.parquet"
"2026-06-15T14:44:20.433+08:00","Round2","BROKER_SSOT","Broker alias baseline","OK_VERIFIED","LOW","PARALLEL_SAFE","P2","aliases","35","Broker alias baseline passed, but 33 missing broker rows still require later review.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\parquet\VRN_BrokerAliasSSOT_v029SSOT1B.parquet"
"2026-06-15T14:44:20.445+08:00","Round3","POINTER","VRN_ACTIVE_STAGE_POINTER.json","OK_ACTIVE_POINTER_WRITTEN","LOW","SEQUENTIAL_GATED","P0","active","true","Active stage pointer written.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\VRN_ACTIVE_STAGE_POINTER.json"
"2026-06-15T14:44:20.446+08:00","Round3","SEAL","Active Pointer Seal","OK_SEALED","LOW","PARALLEL_SAFE","P0","seal","written","Active pointer seal written.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_SSOT_VERIFIER_ACTIVE_POINTER_SEAL_v029SSOT1C_20260615_144418\seal\VRN_SSOT_ACTIVE_POINTER_SEAL_v029SSOT1C.json"
"2026-06-15T14:44:20.447+08:00","Round3","READINESS","VRN 1D Table Extraction Staging","OK_READY","LOW","SEQUENTIAL_GATED","P0","allowed","true","1D table extraction staging can proceed.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\VRN_ACTIVE_STAGE_POINTER.json"
"2026-06-15T14:44:20.447+08:00","Round3","READINESS","Canonical Promotion","WARN_BLOCKED_BY_POLICY","MEDIUM","SEQUENTIAL_REQUIRED","P1","allowed","false","Canonical promotion remains blocked by policy and review items.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\VRN_ACTIVE_STAGE_POINTER.json"
"2026-06-15T14:44:20.464+08:00","Round3","FINAL","SSOT Verifier Active Pointer Seal","VRN_SSOT_ACTIVE_POINTER_READY","MEDIUM","SEQUENTIAL_GATED","P0","hard_blocks","0","Final SSOT verifier and active pointer decision.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_SSOT_VERIFIER_ACTIVE_POINTER_SEAL_v029SSOT1C_20260615_144418"
