"Time","Round","Layer","Name","Status","Risk","Action","Metric","Value","Message","Path","Sha256"
"2026-06-09 03:41:33","Round0","CRITICAL_FREEZE_FILE","VRN_FinancialSynonym_BidirectionalIndex.json","OK","LOW","LOCK_CANDIDATE","exists_non_empty","31872","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_ssot\VRN_FinancialSynonym_BidirectionalIndex.json","83250c7da380e11eb6b7bcd42337ba711ad1b23a1d8a24a3fb836a7bcf545143"
"2026-06-09 03:41:33","Round0","CRITICAL_FREEZE_FILE","VRN_FinancialSynonym_BidirectionalIndex.json","OK","LOW","LOCK_CANDIDATE","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_ssot\VRN_FinancialSynonym_BidirectionalIndex.json","83250c7da380e11eb6b7bcd42337ba711ad1b23a1d8a24a3fb836a7bcf545143"
"2026-06-09 03:41:33","Round0","CRITICAL_FREEZE_FILE","VRN_FinancialVerificationRules_SSOT.json","OK","LOW","LOCK_CANDIDATE","exists_non_empty","3836","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_ssot\VRN_FinancialVerificationRules_SSOT.json","9fb6c1e966624a17a6128ff5ddc49b1eafb304aab5c2eb09dfddc1c0675545ad"
"2026-06-09 03:41:33","Round0","CRITICAL_FREEZE_FILE","VRN_FinancialVerificationRules_SSOT.json","OK","LOW","LOCK_CANDIDATE","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_ssot\VRN_FinancialVerificationRules_SSOT.json","9fb6c1e966624a17a6128ff5ddc49b1eafb304aab5c2eb09dfddc1c0675545ad"
"2026-06-09 03:41:33","Round0","CRITICAL_FREEZE_FILE","VRN_FinancialSSOT_CrossLinks.json","OK","LOW","LOCK_CANDIDATE","exists_non_empty","27893","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_ssot\VRN_FinancialSSOT_CrossLinks.json","a12c44d4b92c7b4d929e2cd3fdc3ec115afcd04b3dec1d0966afafad92c1e31a"
"2026-06-09 03:41:33","Round0","CRITICAL_FREEZE_FILE","VRN_FinancialSSOT_CrossLinks.json","OK","LOW","LOCK_CANDIDATE","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_ssot\VRN_FinancialSSOT_CrossLinks.json","a12c44d4b92c7b4d929e2cd3fdc3ec115afcd04b3dec1d0966afafad92c1e31a"
"2026-06-09 03:41:33","Round0","CRITICAL_FREEZE_FILE","VRN_FinancialPeriod_Normalization_SSOT.json","OK","LOW","LOCK_CANDIDATE","exists_non_empty","808","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_ssot\VRN_FinancialPeriod_Normalization_SSOT.json","59b7fc27bdc6da5a86792aa0b763e7aa93a4fbce4714b4322f0f55717eca59fc"
"2026-06-09 03:41:33","Round0","CRITICAL_FREEZE_FILE","VRN_FinancialPeriod_Normalization_SSOT.json","OK","LOW","LOCK_CANDIDATE","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_ssot\VRN_FinancialPeriod_Normalization_SSOT.json","59b7fc27bdc6da5a86792aa0b763e7aa93a4fbce4714b4322f0f55717eca59fc"
"2026-06-09 03:41:33","Round0","CRITICAL_FREEZE_FILE","VRN_FinancialSSOT_Manifest.json","OK","LOW","LOCK_CANDIDATE","exists_non_empty","1839","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_ssot\VRN_FinancialSSOT_Manifest.json","31e4f31019760e2ba7da54546143ca01cd04a783fe7c4ebf8e5d472d906e5973"
"2026-06-09 03:41:33","Round0","CRITICAL_FREEZE_FILE","VRN_FinancialSSOT_Manifest.json","OK","LOW","LOCK_CANDIDATE","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_ssot\VRN_FinancialSSOT_Manifest.json","31e4f31019760e2ba7da54546143ca01cd04a783fe7c4ebf8e5d472d906e5973"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL000_README.md","OK","LOW","LOCK_CANDIDATE","exists_non_empty","5606","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL000_README.md","26c50c22648e9adc3588473ff4119bfeb94ee8b8a9da9c8972a89934c6c44288"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL001_TWEquityEngine.py","OK","LOW","LOCK_CANDIDATE","exists_non_empty","108742","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL001_TWEquityEngine.py","f89f2a53f8a5e89b25eb2c701bd26d5d3d3fab88f2bb63e27d36c848e9c5fa16"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL001_TWUniverseVerify.py","OK","LOW","LOCK_CANDIDATE","exists_non_empty","26227","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL001_TWUniverseVerify.py","67ef6fce465f43364ebbe4e43b41a54eabf9b3a78b7a20843dd18a92362f1231"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL002_YFinanceFetchingEngine.py","OK","LOW","LOCK_CANDIDATE","exists_non_empty","85299","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL002_YFinanceFetchingEngine.py","e5dbb168e8ccce8dfce00cb6bbb485d9b30b72202b39e9f2e832392e27e7d676"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL003_SentimentMacroEngine.py","OK","LOW","LOCK_CANDIDATE","exists_non_empty","73800","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL003_SentimentMacroEngine.py","cb9c413e7c1f6162fa12be99995170a340f661f9b7ba30f44493956b57a38d14"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL004_TWFullMarketEngine.py","OK","LOW","LOCK_CANDIDATE","exists_non_empty","47065","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL004_TWFullMarketEngine.py","b5748ea4a58344d7223d4d6c815c6b5f5efdba4a97cfd81f83c95c0a972f0072"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL005_TWStockFilter.py","OK","LOW","LOCK_CANDIDATE","exists_non_empty","45762","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL005_TWStockFilter.py","49861a44fcf1ef06f21c446f3d49534d8a3b0fa3ab841d6bf4665cdf0bcf2d29"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL006_FinancialModel.py","OK","LOW","LOCK_CANDIDATE","exists_non_empty","67390","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL006_FinancialModel.py","3da0113e352dec5ce30176586b876c5c862e2564b209a2e3f900ccfd4974a1a5"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL007_SSOTResolver.py","OK","LOW","LOCK_CANDIDATE","exists_non_empty","54262","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL007_SSOTResolver.py","af23fd2db2b9c0bbf8db1ed0655eb344be2698ed03203f7f114aee723ace158f"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL101_OutputManager.py","OK","LOW","LOCK_CANDIDATE","exists_non_empty","14620","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL101_OutputManager.py","dd77e5ebc763decaeebda87d58051d84a4b32f4ea274656d181a5f1f09a948a9"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL102_FormatUpgrader.py","OK","LOW","LOCK_CANDIDATE","exists_non_empty","15595","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL102_FormatUpgrader.py","5492d891e29378ae9e61fbbada205c948957797623fb4592b2897754bbddf0ab"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL103_MasterRegistry.py","OK","LOW","LOCK_CANDIDATE","exists_non_empty","38755","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL103_MasterRegistry.py","0ca82c6c55d6dfde6c40032a7789e703a3cf5ca5efc5774a6f3adf220e74117e"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL104_RegistryLoader.py","OK","LOW","LOCK_CANDIDATE","exists_non_empty","18249","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL104_RegistryLoader.py","5b61190fca8f77ea18683ac1303d5e5fdd572b740874cc162aeffebad3665239"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL105_CrossValidator.py","OK","LOW","LOCK_CANDIDATE","exists_non_empty","19486","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL105_CrossValidator.py","50edff072cde465cdc1ef06c33aa7c8dbd47e9817a95a543da48e031cd0ee0ce"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL201_GenerateFullRegistry.py","OK","LOW","LOCK_CANDIDATE","exists_non_empty","22332","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL201_GenerateFullRegistry.py","e84832cb993be108b7d0cd2c4d92138e4543e95dc4ca4d99d51cc516d46b1782"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL301_SystemTest.py","OK","LOW","LOCK_CANDIDATE","exists_non_empty","21501","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL301_SystemTest.py","0036d630d8806f8b9f5cdfa1085b0aeed68ac6eac06def00aa7c8a9c9a0d5495"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL302_FinalActivation.py","OK","LOW","LOCK_CANDIDATE","exists_non_empty","49291","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL302_FinalActivation.py","6e36b665e0eb518938e2b25a4f3a3174d3389cbdc28919ccc86e6f60723fa27b"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL303_RegistryActivation.py","OK","LOW","LOCK_CANDIDATE","exists_non_empty","17116","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL303_RegistryActivation.py","fe35bcd1b64fe252fca4c0494605714271799ddcb441042248e0ae555835a939"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL401_RegistrySchema.json","OK","LOW","LOCK_CANDIDATE","exists_non_empty","10390","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL401_RegistrySchema.json","fffc87e8c61ace0d75875afea598a23495e7e4f67f7a660484fbbcf3d8269cab"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL401_RegistrySchema.json","OK","LOW","LOCK_CANDIDATE","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL401_RegistrySchema.json","fffc87e8c61ace0d75875afea598a23495e7e4f67f7a660484fbbcf3d8269cab"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL402_RegistrySample.json","OK","LOW","LOCK_CANDIDATE","exists_non_empty","18582","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL402_RegistrySample.json","49a5bb5914c0d323d85d0b2dea8622878282abb7e7d53192ace19d48c6b3ec10"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL402_RegistrySample.json","OK","LOW","LOCK_CANDIDATE","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL402_RegistrySample.json","49a5bb5914c0d323d85d0b2dea8622878282abb7e7d53192ace19d48c6b3ec10"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL403_RegistryFull.json","OK","LOW","LOCK_CANDIDATE","exists_non_empty","198561","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL403_RegistryFull.json","bd1a251ff4a8940e038eb504487ac0ec526c5c87f066d47c4c0ea0b269e82b7b"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL403_RegistryFull.json","OK","LOW","LOCK_CANDIDATE","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL403_RegistryFull.json","bd1a251ff4a8940e038eb504487ac0ec526c5c87f066d47c4c0ea0b269e82b7b"
"2026-06-09 03:41:33","Round0","VDF_MODULE_FREEZE","VDF_MDL501_DataModuleController.html","OK","LOW","LOCK_CANDIDATE","exists_non_empty","46875","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL501_DataModuleController.html","7fd4d0599171848e3bb7616ec3e4cb42be6a03ad5ad07d41cef647ed08db53eb"
"2026-06-09 03:41:33","Round1","UNIFIED_INPUT_SSOT","VIA_UnifiedInput_SSOT.json","OK","LOW","ADD_ONLY_WRITE","write","complete","Unified input SSOT written.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\VIA_UnifiedInput_SSOT.json","af00671291fc9037eb95115e313b91c594060d09f64ef6535329a7c996ff434e"
"2026-06-09 03:41:33","Round2","FREEZE_MANIFEST","VIA_Freeze_Manifest.json","OK","LOW","LOCK_SUCCESSFUL_STATE","write","complete","Freeze manifest written.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_freeze\VIA_UNIFIED_INPUT_SSOT_FREEZE_GATEWAY_20260609_034130\VIA_Freeze_Manifest.json","efb4bb975355c06b0fc349acc1c8511c1f9e63c64cd4269edae362f9cf36bcfe"
"2026-06-09 03:41:33","Round2","FREEZE_LOCK","VIA_Freeze_Lock.json","OK","LOW","LOCK_SUCCESSFUL_STATE","write","complete","Freeze lock written.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_freeze\VIA_UNIFIED_INPUT_SSOT_FREEZE_GATEWAY_20260609_034130\VIA_Freeze_Lock.json","eda72778ebaf04958d1ff770f23599db306fab96d19820e2eff7945bea38e5ea"
"2026-06-09 03:41:33","Round3","GATEWAY","Invoke-VIA-UnifiedInputGateway.ps1","OK","LOW","LOCKED_GATEWAY","write","complete","Gateway launcher written.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_freeze\VIA_UNIFIED_INPUT_SSOT_FREEZE_GATEWAY_20260609_034130\gateway\Invoke-VIA-UnifiedInputGateway.ps1","cb3df8962433048a1089fd1a0c025519a46ff9d4248182fe9a0069125e11df88"
