"AssetID","FileName","FullPath","Extension","AssetType","VisualRole","SizeKB","ModifiedAt","Sha256","IsDuplicate","DuplicateGroup","Status"
"VAP_AST_000021","yfinance_asset_class_matrix.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\01_finance_market_trading\yfinance_asset_class_matrix.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","162.45","2026-03-22 21:02:49","1BA73171C783787C628AEB3C965FB4475B85AEA304DCDEB36BDCA648B3D67897","True","DUP_0137","DUPLICATE_REVIEW"
"VAP_AST_000022","emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\01_registry_identity_anchor\emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","1.27","2026-03-23 10:44:20","BC31F91BC884007733598A117BFE6105B55C8AA280573DE12DBB1B18152B90EA","True","DUP_0837","DUPLICATE_REVIEW"
"VAP_AST_000023","family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\01_registry_identity_anchor\family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","0.88","2026-03-23 11:05:26","0E4C859CBCCCC37A34943DAD0D216B4ED3338D2BE0A9589A1E78C41379ED13C0","True","DUP_0068","DUPLICATE_REVIEW"
"VAP_AST_000024","schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\01_registry_identity_anchor\schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","0.45","2026-03-23 11:04:07","0C628B16C6B7E64B554FC990DDE9BD22A82C5C4E2F0BFF5F2A2934696B7E34CC","True","DUP_0058","DUPLICATE_REVIEW"
"VAP_AST_000025","token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\01_registry_identity_anchor\token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","0.68","2026-03-23 10:41:44","3CEEACD14A57794AFC95B8B7B23AAB1AB747E3A957E4F3998E680CB1720E762F","True","DUP_0288","DUPLICATE_REVIEW"
"VAP_AST_000026","database_search_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\02_data_database_dataset\database_search_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","1.45","2026-03-23 11:05:24","14D482E100DF60499962809E47C030FE2FE35FD5D52DAEA870271C7C8DF8866F","True","DUP_0100","DUPLICATE_REVIEW"
"VAP_AST_000027","dataset_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\02_data_database_dataset\dataset_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","0.53","2026-03-23 10:41:15","8A953B18219B6F022B5E795F9A4BA9F08A89D259A3E177191F080AAAD1F5E045","True","DUP_0634","DUPLICATE_REVIEW"
"VAP_AST_000028","file_json_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\02_data_database_dataset\file_json_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","1.07","2026-03-23 10:51:05","C4801F298DC49D0AFAF1EE220FEC8CD5181A0F70B05AA7D625805C52AE8C6177","True","DUP_0877","DUPLICATE_REVIEW"
"VAP_AST_000029","currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\02_finance_market_trading\currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","1.12","2026-03-23 11:03:49","F5FF89AF3F7DA76AE7A47B51750B9F762046331D94DC2971FDFFD078C39B305E","True","DUP_1081","DUPLICATE_REVIEW"
"VAP_AST_000030","payments_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\02_finance_market_trading\payments_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","0.69","2026-03-23 10:48:41","BAF7C2EB8FD0D38769FB6FB37469DEF07F385CAACC470435D50198B580E22B57","True","DUP_0833","DUPLICATE_REVIEW"
"VAP_AST_000031","target_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\02_finance_market_trading\target_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","0.81","2026-03-23 10:46:05","DA21CA65A680633E9F0CAD0D83D317D56C6D68E167D63899778430C4452A3C02","True","DUP_0968","DUPLICATE_REVIEW"
"VAP_AST_000032","yfinance_asset_class_matrix.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\02_finance_market_trading\yfinance_asset_class_matrix.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","162.45","2026-03-22 21:02:49","1BA73171C783787C628AEB3C965FB4475B85AEA304DCDEB36BDCA648B3D67897","True","DUP_0137","DUPLICATE_REVIEW"
"VAP_AST_000033","bar_graph.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\bar_graph.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","0.83","2026-06-06 07:57:22","9D91F5B5003F4B62942054CBAEF7CAC83826B42076043FBB2FCBF744689A992F","True","DUP_0717","DUPLICATE_REVIEW"
"VAP_AST_000034","box_plot.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\box_plot.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","1.81","2026-06-06 07:57:33","328DE333CB9DF6A28A19C8C411756A854CA36DB04D1AA9395CD4B40E69552F2A","True","DUP_0246","DUPLICATE_REVIEW"
"VAP_AST_000035","bubble_chart.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\bubble_chart.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","0.95","2026-06-06 07:57:48","C07A6515E76FB7B62AF31AF380BDEB19AF81AE56415B633C54F9663CD89183B2","True","DUP_0852","DUPLICATE_REVIEW"
"VAP_AST_000036","bullet_chart.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\bullet_chart.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","1.53","2026-06-06 07:58:15","BFDC097D62F7A4C265C659E357F05040B672AAA7115F25455180EBA3DB46AAC8","True","DUP_0849","DUPLICATE_REVIEW"
"VAP_AST_000037","calendar.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\calendar.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","4.97","2026-06-06 07:58:24","38A43BF261AC9C661F435117EA001375C5AEBF38680A3F409236C55787FC405C","True","DUP_0274","DUPLICATE_REVIEW"
"VAP_AST_000038","circle_packing.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\circle_packing.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","2.32","2026-06-06 07:58:44","F38C962897295F30725ED342B2D8E73A9F97C0F6EE4CE028C156DCAB0FB40728","True","DUP_1071","DUPLICATE_REVIEW"
"VAP_AST_000039","density_plot.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\density_plot.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","1.11","2026-06-06 07:58:55","9A01DDC5BB70E208657134C9220BAE3CF035DA8E19A9228DEC30BAEB01D3FC10","True","DUP_0703","DUPLICATE_REVIEW"
"VAP_AST_000040","gantt_chart.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\gantt_chart.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","2.44","2026-06-06 08:00:09","422C6903F5C54460E055B36186E7AC67744192E4B15F7E23C951ED73242BC7BB","True","DUP_0309","DUPLICATE_REVIEW"
"VAP_AST_000041","graph_2_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\graph_2_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","1.68","2026-03-23 11:05:23","088168D774837055C1DB1BCAA62BA9C9A28743A5F487A36031DE9C5C82D6C45D","True","DUP_0043","DUPLICATE_REVIEW"
"VAP_AST_000042","grouped_bar_chart_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\grouped_bar_chart_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","0.21","2026-03-23 11:05:04","2AA045FB7E086E6E212CE8BA967689104B8B5FF379A876202BDB169B3D3FA295","True","DUP_0205","DUPLICATE_REVIEW"
"VAP_AST_000043","marimekko_chart.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\marimekko_chart.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","1.29","2026-06-06 08:00:56","02831C4323AC059AAA8BF953070175803466D874C760740E85FCE6D4FE232DB5","True","DUP_0014","DUPLICATE_REVIEW"
"VAP_AST_000044","monitoring_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\monitoring_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","0.38","2026-03-23 10:48:23","080256DC3CAFC03433F772A3799983A5333EADBCC17711E779B06B503CDCE35A","True","DUP_0040","DUPLICATE_REVIEW"
"VAP_AST_000045","multiset_bar_chart.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\multiset_bar_chart.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","0.9","2026-06-06 08:01:00","9364F8B42B984D6EAD413D9B906309D501CF4B95639B290E75E06AB7E1DC1D68","True","DUP_0678","DUPLICATE_REVIEW"
"VAP_AST_000046","network_diagram.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\network_diagram.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","2.33","2026-06-06 08:01:04","0AA6A0C75C61B644A08B9D8A82B23B643BD531967EF50B08C02D70901D558C04","True","DUP_0051","DUPLICATE_REVIEW"
"VAP_AST_000047","radar_chart.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\radar_chart.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","8.52","2026-06-06 08:04:03","A3ABFF28D7E79675694A2C1B94FA114EEEFAAE64843703D6E9487F4C04BCE516","True","DUP_0750","DUPLICATE_REVIEW"
"VAP_AST_000048","radial_bar_chart.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\radial_bar_chart.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","1.5","2026-06-06 08:03:57","36161DF14DB6BD23F852BF23C5DA16A0DBE5C68C338E08C7126052AE4DED45FB","True","DUP_0261","DUPLICATE_REVIEW"
"VAP_AST_000049","sankey_diagram.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\sankey_diagram.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","1.48","2026-06-06 08:02:34","14836116A9E23F0743BA860523148360A712AEFC90CF08F5532522E51A260B90","True","DUP_0098","DUPLICATE_REVIEW"
"VAP_AST_000050","scatterplot.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\scatterplot.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","1.81","2026-06-06 08:02:29","A346A3146C609A9D0BEB9CAB6796BF9D92F66D55FAEA76ABF40673E13250036C","True","DUP_0747","DUPLICATE_REVIEW"
"VAP_AST_000051","SEO-Monitoring-Icon__21CE0D7DEA.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\SEO-Monitoring-Icon__21CE0D7DEA.png",".png","RASTER_IMAGE_OR_ICON","CHART_VISUAL_SPEC","1.24","2026-06-08 21:09:02","21CE0D7DEAE72EAE5E067ECB97F10089BE4F0E807A8A24475174CB5659CD4DBE","True","DUP_0165","DUPLICATE_REVIEW"
"VAP_AST_000052","SEO-Monitoring-Icon__5C739AA9CF.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\SEO-Monitoring-Icon__5C739AA9CF.png",".png","RASTER_IMAGE_OR_ICON","CHART_VISUAL_SPEC","1.67","2026-06-08 21:09:02","5C739AA9CF2D0DCAF38A5E6BE648F9519AB31D69D23BEA3897AC386540B438CC","True","DUP_0428","DUPLICATE_REVIEW"
"VAP_AST_000053","SEO-Monitoring-Icon__A1EE52CE1E.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\SEO-Monitoring-Icon__A1EE52CE1E.png",".png","RASTER_IMAGE_OR_ICON","CHART_VISUAL_SPEC","6.24","2026-06-08 21:09:01","A1EE52CE1EF381E68CF6D2D1E5557DEB8997FA94259721BF640AE79CF419F48C","True","DUP_0738","DUPLICATE_REVIEW"
"VAP_AST_000054","SEO-Monitoring-Icon.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\SEO-Monitoring-Icon.png",".png","RASTER_IMAGE_OR_ICON","CHART_VISUAL_SPEC","2.81","2026-06-08 21:09:01","EE6CD0C379D9B7BA881478FAAB9D4D9F18BB389F4C23EE742EFC9CADEB029741","True","DUP_1054","DUPLICATE_REVIEW"
"VAP_AST_000055","span_chart.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\span_chart.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","1.63","2026-06-06 08:02:22","B677389F61AD325970053FD9C37389E54B6CA5B494301792AD4760D580184E71","True","DUP_0820","DUPLICATE_REVIEW"
"VAP_AST_000056","stacked_area_graph.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\03_chart_visualization_vap_core\stacked_area_graph.svg",".svg","SVG_ICON_OR_VECTOR","CHART_VISUAL_SPEC","1.16","2026-06-06 08:02:16","9254178DD12C2590B867BC0F21F1677C436560FD15855371BA6AC571EEBB8324","True","DUP_0669","DUPLICATE_REVIEW"
