"ToolID","ToolName","FileName","Category","Layer","Role","Path","RelativePath","ToolType","Priority","TargetEnv","HardGateRequired","AllowDirectRun","EntryMode","Status","Risk","SizeBytes","ModifiedTime","Sha256","AIInstruction","EngineerInstruction"
"VIA-SUP-0011","NEXUSCORE_AI_ONBOARDING","NEXUSCORE_AI_ONBOARDING.md","_nexuscore_ai_onboarding","L9_Supportive_Tool","Supportive utility","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_AI_ONBOARDING.md","_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_AI_ONBOARDING.md","markdown","9","document/report","False","False","NexusCoreManaged","FOUND","LOW","2266","2026-06-10 16:10:38","5555C5290040EC97BE006D0108D4D105EAEAA552B060496769AC6DCC0B024C1E","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0012","NEXUSCORE_PROGRESS","NEXUSCORE_PROGRESS.html","_nexuscore_ai_onboarding","L6_Report_Matrix","Report, matrix, dashboard, validation output","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_PROGRESS.html","_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_PROGRESS.html","html","4","document/report","False","False","NexusCoreManaged","FOUND","LOW","7188","2026-06-10 16:10:38","EF5BA016354249AB244389440B91649F4F538A6FE878B325DBDE27E1D3BFCB5A","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0013","NEXUSCORE_TOOL_MATRIX","NEXUSCORE_TOOL_MATRIX.csv","_nexuscore_ai_onboarding","L6_Report_Matrix","Report, matrix, dashboard, validation output","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_TOOL_MATRIX.csv","_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_TOOL_MATRIX.csv","csv","4","document/report","False","False","NexusCoreManaged","FOUND","LOW","2768","2026-06-10 16:10:38","9233F7A708F99B688FF24C7D24810B2C0AC52F29A038E0546D6E9304A0F93E80","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0014","NEXUSCORE_TOOL_MATRIX","NEXUSCORE_TOOL_MATRIX.html","_nexuscore_ai_onboarding","L6_Report_Matrix","Report, matrix, dashboard, validation output","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_TOOL_MATRIX.html","_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_TOOL_MATRIX.html","html","4","document/report","False","False","NexusCoreManaged","FOUND","LOW","5110","2026-06-10 16:10:38","B6369F5FC2DB7790D626784123E7EB122C66592C158D74E70171013BA84E8D8E","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0015","NEXUSCORE_TOOL_MATRIX","NEXUSCORE_TOOL_MATRIX.json","_nexuscore_ai_onboarding","L6_Report_Matrix","Report, matrix, dashboard, validation output","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_TOOL_MATRIX.json","_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_TOOL_MATRIX.json","json","4","document/report","False","False","NexusCoreManaged","FOUND","LOW","4034","2026-06-10 16:10:38","3B3DE773F940859BE7B14D950ACBD27B20FD718D4156DC1A06A47BCC201F315E","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0016","NEXUSCORE_AI_ONBOARDING","NEXUSCORE_AI_ONBOARDING.md","_nexuscore_ai_onboarding","L9_Supportive_Tool","Supportive utility","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_AI_ONBOARDING.md","_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_AI_ONBOARDING.md","markdown","9","document/report","False","False","NexusCoreManaged","FOUND","LOW","2266","2026-06-10 16:12:21","5555C5290040EC97BE006D0108D4D105EAEAA552B060496769AC6DCC0B024C1E","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0017","NEXUSCORE_PROGRESS","NEXUSCORE_PROGRESS.html","_nexuscore_ai_onboarding","L6_Report_Matrix","Report, matrix, dashboard, validation output","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_PROGRESS.html","_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_PROGRESS.html","html","4","document/report","False","False","NexusCoreManaged","FOUND","LOW","7188","2026-06-10 16:12:21","EA7D8B7613C15433B337524C9AF83D0CACA5FFDF62B79D926BA1F83080A3E19A","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0018","NEXUSCORE_TOOL_MATRIX","NEXUSCORE_TOOL_MATRIX.csv","_nexuscore_ai_onboarding","L6_Report_Matrix","Report, matrix, dashboard, validation output","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_TOOL_MATRIX.csv","_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_TOOL_MATRIX.csv","csv","4","document/report","False","False","NexusCoreManaged","FOUND","LOW","2768","2026-06-10 16:12:21","9233F7A708F99B688FF24C7D24810B2C0AC52F29A038E0546D6E9304A0F93E80","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0019","NEXUSCORE_TOOL_MATRIX","NEXUSCORE_TOOL_MATRIX.html","_nexuscore_ai_onboarding","L6_Report_Matrix","Report, matrix, dashboard, validation output","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_TOOL_MATRIX.html","_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_TOOL_MATRIX.html","html","4","document/report","False","False","NexusCoreManaged","FOUND","LOW","5110","2026-06-10 16:12:21","6F3D1E956B055C25A3F4ADE87BCAF76E585E7C8A007C453AF3F3CF1859FFD040","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0020","NEXUSCORE_TOOL_MATRIX","NEXUSCORE_TOOL_MATRIX.json","_nexuscore_ai_onboarding","L6_Report_Matrix","Report, matrix, dashboard, validation output","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_TOOL_MATRIX.json","_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_TOOL_MATRIX.json","json","4","document/report","False","False","NexusCoreManaged","FOUND","LOW","4034","2026-06-10 16:12:21","3B3DE773F940859BE7B14D950ACBD27B20FD718D4156DC1A06A47BCC201F315E","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0021","Invoke-VeritasNexusCore.snapshot","Invoke-VeritasNexusCore.snapshot.txt","_supportive_nexuscore_onboarding","L1_Control_Entry","Single approved entry for supportive modules","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\Invoke-VeritasNexusCore.snapshot.txt","_supportive_nexuscore_onboarding\RUN_20260610_153602\Invoke-VeritasNexusCore.snapshot.txt","text","0","document/report","False","False","NexusCoreManaged","FOUND","LOW","2913","2026-06-10 15:36:06","7B3963CF51A27130172DE953E8DBFDCD05150969833E536F2C0315DA4C3ED6E9","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0022","Read_Me_VeritasNexusCore.snapshot","Read_Me_VeritasNexusCore.snapshot.txt","_supportive_nexuscore_onboarding","L0_SSOT_Documentation","Human and AI onboarding SSOT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\Read_Me_VeritasNexusCore.snapshot.txt","_supportive_nexuscore_onboarding\RUN_20260610_153602\Read_Me_VeritasNexusCore.snapshot.txt","text","0","document/report","False","False","NexusCoreManaged","FOUND","LOW","11110","2026-06-10 15:36:05","8547E1597A3917295B69D1575C98676565298992E26290E94EE261C8C7B03B25","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0023","supportive_modules_onboarding_report","supportive_modules_onboarding_report.html","_supportive_nexuscore_onboarding","L6_Report_Matrix","Report, matrix, dashboard, validation output","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\supportive_modules_onboarding_report.html","_supportive_nexuscore_onboarding\RUN_20260610_153602\supportive_modules_onboarding_report.html","html","4","document/report","False","False","NexusCoreManaged","FOUND","LOW","60581","2026-06-10 15:36:06","4F327761140F8A9C4F0C46C0E87284881D3104AE61758D10F7DE15810E299F26","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0024","supportive_modules_registry","supportive_modules_registry.csv","_supportive_nexuscore_onboarding","L2_SSOT_Registry","Registry or canonical tool data","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\supportive_modules_registry.csv","_supportive_nexuscore_onboarding\RUN_20260610_153602\supportive_modules_registry.csv","csv","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","47854","2026-06-10 15:36:06","17F0C6005AFA2314D1D61EC0FE702A70519079CC6214D2E565829F0DA75A5D6E","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0025","supportive_modules_registry","supportive_modules_registry.json","_supportive_nexuscore_onboarding","L2_SSOT_Registry","Registry or canonical tool data","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\supportive_modules_registry.json","_supportive_nexuscore_onboarding\RUN_20260610_153602\supportive_modules_registry.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","1731","2026-06-10 15:36:06","A4EFD8967AC02DFFE8170A0B694916A29C34D27C63CEFFBC29E137EC7348C2E4","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0026","Invoke-VeritasNexusCore.snapshot","Invoke-VeritasNexusCore.snapshot.txt","_supportive_nexuscore_onboarding","L1_Control_Entry","Single approved entry for supportive modules","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\Invoke-VeritasNexusCore.snapshot.txt","_supportive_nexuscore_onboarding\RUN_20260610_154007\Invoke-VeritasNexusCore.snapshot.txt","text","0","document/report","False","False","NexusCoreManaged","FOUND","LOW","2913","2026-06-10 15:40:10","7B3963CF51A27130172DE953E8DBFDCD05150969833E536F2C0315DA4C3ED6E9","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0027","Read_Me_VeritasNexusCore.snapshot","Read_Me_VeritasNexusCore.snapshot.txt","_supportive_nexuscore_onboarding","L0_SSOT_Documentation","Human and AI onboarding SSOT","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\Read_Me_VeritasNexusCore.snapshot.txt","_supportive_nexuscore_onboarding\RUN_20260610_154007\Read_Me_VeritasNexusCore.snapshot.txt","text","0","document/report","False","False","NexusCoreManaged","FOUND","LOW","11110","2026-06-10 15:40:10","8547E1597A3917295B69D1575C98676565298992E26290E94EE261C8C7B03B25","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0028","supportive_modules_onboarding_report","supportive_modules_onboarding_report.html","_supportive_nexuscore_onboarding","L6_Report_Matrix","Report, matrix, dashboard, validation output","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\supportive_modules_onboarding_report.html","_supportive_nexuscore_onboarding\RUN_20260610_154007\supportive_modules_onboarding_report.html","html","4","document/report","False","False","NexusCoreManaged","FOUND","LOW","62533","2026-06-10 15:40:10","70764AF2CF2C6A9B3B76DD3347487C40052C74F162ABFA59BF23E745C2834FA9","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0029","supportive_modules_registry","supportive_modules_registry.csv","_supportive_nexuscore_onboarding","L2_SSOT_Registry","Registry or canonical tool data","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\supportive_modules_registry.csv","_supportive_nexuscore_onboarding\RUN_20260610_154007\supportive_modules_registry.csv","csv","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","49551","2026-06-10 15:40:10","2A9432E9121F38F91CE0C97BE9C81D1ADD598C46CBA8C39E28A7D79A149A3C80","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0030","supportive_modules_registry","supportive_modules_registry.json","_supportive_nexuscore_onboarding","L2_SSOT_Registry","Registry or canonical tool data","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\supportive_modules_registry.json","_supportive_nexuscore_onboarding\RUN_20260610_154007\supportive_modules_registry.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","1731","2026-06-10 15:40:10","A4EFD8967AC02DFFE8170A0B694916A29C34D27C63CEFFBC29E137EC7348C2E4","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0031","VIA_Runtime_Bridge_All_in_One.cpython-313","VIA_Runtime_Bridge_All_in_One.cpython-313.pyc","10_Core_Runtime","L5_Acceleration_InstallPlanner","Acceleration, cache, wheelhouse, retry, download/install planning","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\__pycache__\VIA_Runtime_Bridge_All_in_One.cpython-313.pyc","10_Core_Runtime\__pycache__\VIA_Runtime_Bridge_All_in_One.cpython-313.pyc","other","3","via_core_312","True","False","NexusCoreManaged","FOUND","LOW","25583","2026-06-10 12:33:57","2C69CBAE5FCDA2887F60982C84BFDD92225701146E12A55B88486520D2918E97","Do not call directly. Route through NexusCore.","Wire to HardGate and EnvManager before execution."
"VIA-SUP-0032","VIA_RuntimeImportFirewall.cpython-313","VIA_RuntimeImportFirewall.cpython-313.pyc","10_Core_Runtime","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\__pycache__\VIA_RuntimeImportFirewall.cpython-313.pyc","10_Core_Runtime\__pycache__\VIA_RuntimeImportFirewall.cpython-313.pyc","other","1","via_core_312","False","False","NexusCoreManaged","FOUND","LOW","12289","2026-06-10 12:33:57","97536968E6763C28CC5C5E4ED997C489C885F5884D0220E7C29FBA481C821267","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0033","VIA_Supportive_Runtime_HardGate_Bridge.cpython-313","VIA_Supportive_Runtime_HardGate_Bridge.cpython-313.pyc","10_Core_Runtime","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\__pycache__\VIA_Supportive_Runtime_HardGate_Bridge.cpython-313.pyc","10_Core_Runtime\__pycache__\VIA_Supportive_Runtime_HardGate_Bridge.cpython-313.pyc","other","1","via_core_312","False","False","NexusCoreManaged","FOUND","LOW","17901","2026-06-10 12:33:57","F02A3BCD5362E467111144DF1AC424CEFB13B71021E51564B4B4123B1214647A","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0034","VIA_Runtime_Bridge_All_in_One","VIA_Runtime_Bridge_All_in_One.py","10_Core_Runtime","L5_Acceleration_InstallPlanner","Acceleration, cache, wheelhouse, retry, download/install planning","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_Runtime_Bridge_All_in_One.py","10_Core_Runtime\VIA_Runtime_Bridge_All_in_One.py","python","3","via_core_312","True","False","NexusCoreManaged","FOUND","LOW","29537","2026-05-26 16:47:58","B5BDD7A1F29DF1325C2E2D9C26A62E7F287F05951AD27EF907AB7E6CB43E442F","Do not call directly. Route through NexusCore.","Wire to HardGate and EnvManager before execution."
"VIA-SUP-0035","VIA_Runtime_Bridge_All_in_One.py.freeze.lock","VIA_Runtime_Bridge_All_in_One.py.freeze.lock.json","10_Core_Runtime","L5_Acceleration_InstallPlanner","Acceleration, cache, wheelhouse, retry, download/install planning","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_Runtime_Bridge_All_in_One.py.freeze.lock.json","10_Core_Runtime\VIA_Runtime_Bridge_All_in_One.py.freeze.lock.json","json","3","document/report","True","False","NexusCoreManaged","FOUND","LOW","1079","2026-06-08 20:10:15","7DD93E617DEA7A3E2D7542E252B37018106E3CC0D353CCF6445DDED9C7E152DB","Do not call directly. Route through NexusCore.","Wire to HardGate and EnvManager before execution."
"VIA-SUP-0036","VIA_RuntimeImportFirewall","VIA_RuntimeImportFirewall.py","10_Core_Runtime","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_RuntimeImportFirewall.py","10_Core_Runtime\VIA_RuntimeImportFirewall.py","python","1","via_core_312","True","False","NexusCoreManaged","FOUND","LOW","9658","2026-05-26 16:35:45","44E6514C7D2B242208611A36E9D725E2AD27A0BC05F16D731DED8F95A2A80900","Do not call directly. Route through NexusCore.","Wire to HardGate and EnvManager before execution."
"VIA-SUP-0037","VIA_RuntimeImportFirewall.py.freeze.lock","VIA_RuntimeImportFirewall.py.freeze.lock.json","10_Core_Runtime","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_RuntimeImportFirewall.py.freeze.lock.json","10_Core_Runtime\VIA_RuntimeImportFirewall.py.freeze.lock.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","1063","2026-06-08 20:10:15","7167308BBF556A824EE4F233EBC7A85477EA08CEEE3B33B3C16DE3CDDF058DD9","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0038","VIA_Supportive_Runtime_HardGate_Bridge","VIA_Supportive_Runtime_HardGate_Bridge.py","10_Core_Runtime","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_Supportive_Runtime_HardGate_Bridge.py","10_Core_Runtime\VIA_Supportive_Runtime_HardGate_Bridge.py","python","1","via_core_312","True","False","NexusCoreManaged","FOUND","LOW","14829","2026-05-26 16:47:59","7BED139672C8E1B9C3F61FE12AF23781FB865F10954A29BEA4D9608755556FA6","Do not call directly. Route through NexusCore.","Wire to HardGate and EnvManager before execution."
"VIA-SUP-0039","VIA_Supportive_Runtime_HardGate_Bridge.py.freeze.lock","VIA_Supportive_Runtime_HardGate_Bridge.py.freeze.lock.json","10_Core_Runtime","L3_HardGate_Protection","Protection, network guard, environment risk gate","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_Supportive_Runtime_HardGate_Bridge.py.freeze.lock.json","10_Core_Runtime\VIA_Supportive_Runtime_HardGate_Bridge.py.freeze.lock.json","json","1","document/report","False","False","NexusCoreManaged","FOUND","LOW","1115","2026-06-08 20:10:15","EE46C31A91150D8263E66BF834703E62DF64C3F19A2EC3D8BE4E2FA29A1BE116","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
"VIA-SUP-0040","VIA_RegistryCore_v1.cpython-313","VIA_RegistryCore_v1.cpython-313.pyc","20_Registry_SSOT","L2_SSOT_Registry","Registry or canonical tool data","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\__pycache__\VIA_RegistryCore_v1.cpython-313.pyc","20_Registry_SSOT\__pycache__\VIA_RegistryCore_v1.cpython-313.pyc","other","1","via_core_312","False","False","NexusCoreManaged","FOUND","LOW","47261","2026-06-10 12:33:57","C9CFAECDF399583C43336EE04B9B688B0B892CD1D58210264C79F306FB5A90CA","Do not call directly. Route through NexusCore.","Register and expose in matrix/report."
