"ID","Role","FileName","Extension","RelativePath","FullPath","SizeBytes","SizeKB","Sha256","ModifiedAt","Status"
"ICON_000016","Finance / Market","yfinance_asset_class_matrix_(3).svg",".svg","01_finance_market_trading\yfinance_asset_class_matrix_(3).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\01_finance_market_trading\yfinance_asset_class_matrix_(3).svg","166348","162.45","4061A7B93DBAA3E03A46E31A2B8E1110525DD25C7F46683EAA912B51ECB30CF2","2026-03-23 10:00:37","OK"
"ICON_000017","Finance / Market","yfinance_asset_class_matrix.svg",".svg","01_finance_market_trading\yfinance_asset_class_matrix.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\01_finance_market_trading\yfinance_asset_class_matrix.svg","166348","162.45","1BA73171C783787C628AEB3C965FB4475B85AEA304DCDEB36BDCA648B3D67897","2026-03-22 21:02:49","OK"
"ICON_000018","Registry / Identity","emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","01_registry_identity_anchor\emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\01_registry_identity_anchor\emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","1303","1.27","BC31F91BC884007733598A117BFE6105B55C8AA280573DE12DBB1B18152B90EA","2026-03-23 10:44:20","OK"
"ICON_000019","Registry / Identity","family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","01_registry_identity_anchor\family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\01_registry_identity_anchor\family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","905","0.88","0E4C859CBCCCC37A34943DAD0D216B4ED3338D2BE0A9589A1E78C41379ED13C0","2026-03-23 11:05:26","OK"
"ICON_000020","Registry / Identity","schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","01_registry_identity_anchor\schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\01_registry_identity_anchor\schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","460","0.45","0C628B16C6B7E64B554FC990DDE9BD22A82C5C4E2F0BFF5F2A2934696B7E34CC","2026-03-23 11:04:07","OK"
"ICON_000021","Registry / Identity","token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","01_registry_identity_anchor\token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\01_registry_identity_anchor\token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","692","0.68","3CEEACD14A57794AFC95B8B7B23AAB1AB747E3A957E4F3998E680CB1720E762F","2026-03-23 10:41:44","OK"
"ICON_000022","Data / Database","database_search_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","02_data_database_dataset\database_search_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\02_data_database_dataset\database_search_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","1489","1.45","14D482E100DF60499962809E47C030FE2FE35FD5D52DAEA870271C7C8DF8866F","2026-03-23 11:05:24","OK"
"ICON_000023","Data / Database","dataset_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","02_data_database_dataset\dataset_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\02_data_database_dataset\dataset_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","540","0.53","8A953B18219B6F022B5E795F9A4BA9F08A89D259A3E177191F080AAAD1F5E045","2026-03-23 10:41:15","OK"
"ICON_000024","Data / Database","file_json_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","02_data_database_dataset\file_json_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\02_data_database_dataset\file_json_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","1096","1.07","C4801F298DC49D0AFAF1EE220FEC8CD5181A0F70B05AA7D625805C52AE8C6177","2026-03-23 10:51:05","OK"
"ICON_000025","Finance / Market","currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","02_finance_market_trading\currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\02_finance_market_trading\currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","1147","1.12","F5FF89AF3F7DA76AE7A47B51750B9F762046331D94DC2971FDFFD078C39B305E","2026-03-23 11:03:49","OK"
"ICON_000026","Finance / Market","payments_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","02_finance_market_trading\payments_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\02_finance_market_trading\payments_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","705","0.69","BAF7C2EB8FD0D38769FB6FB37469DEF07F385CAACC470435D50198B580E22B57","2026-03-23 10:48:41","OK"
"ICON_000027","Finance / Market","target_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg",".svg","02_finance_market_trading\target_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\02_finance_market_trading\target_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg","827","0.81","DA21CA65A680633E9F0CAD0D83D317D56C6D68E167D63899778430C4452A3C02","2026-03-23 10:46:05","OK"
"ICON_000028","Chart / Visualization","bar_graph.svg",".svg","03_chart_visualization_vap_core\bar_graph.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\bar_graph.svg","849","0.83","9D91F5B5003F4B62942054CBAEF7CAC83826B42076043FBB2FCBF744689A992F","2026-06-06 07:57:22","OK"
"ICON_000029","Chart / Visualization","box_plot.svg",".svg","03_chart_visualization_vap_core\box_plot.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\box_plot.svg","1855","1.81","328DE333CB9DF6A28A19C8C411756A854CA36DB04D1AA9395CD4B40E69552F2A","2026-06-06 07:57:33","OK"
"ICON_000030","Chart / Visualization","bubble_chart.svg",".svg","03_chart_visualization_vap_core\bubble_chart.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\bubble_chart.svg","977","0.95","C07A6515E76FB7B62AF31AF380BDEB19AF81AE56415B633C54F9663CD89183B2","2026-06-06 07:57:48","OK"
"ICON_000031","Chart / Visualization","bullet_chart.svg",".svg","03_chart_visualization_vap_core\bullet_chart.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\bullet_chart.svg","1566","1.53","BFDC097D62F7A4C265C659E357F05040B672AAA7115F25455180EBA3DB46AAC8","2026-06-06 07:58:15","OK"
"ICON_000032","Chart / Visualization","calendar.svg",".svg","03_chart_visualization_vap_core\calendar.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\calendar.svg","5091","4.97","38A43BF261AC9C661F435117EA001375C5AEBF38680A3F409236C55787FC405C","2026-06-06 07:58:24","OK"
"ICON_000033","Chart / Visualization","circle_packing.svg",".svg","03_chart_visualization_vap_core\circle_packing.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\circle_packing.svg","2379","2.32","F38C962897295F30725ED342B2D8E73A9F97C0F6EE4CE028C156DCAB0FB40728","2026-06-06 07:58:44","OK"
"ICON_000034","Chart / Visualization","density_plot.svg",".svg","03_chart_visualization_vap_core\density_plot.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\density_plot.svg","1137","1.11","9A01DDC5BB70E208657134C9220BAE3CF035DA8E19A9228DEC30BAEB01D3FC10","2026-06-06 07:58:55","OK"
"ICON_000035","Chart / Visualization","gantt_chart.svg",".svg","03_chart_visualization_vap_core\gantt_chart.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\gantt_chart.svg","2495","2.44","422C6903F5C54460E055B36186E7AC67744192E4B15F7E23C951ED73242BC7BB","2026-06-06 08:00:09","OK"
"ICON_000036","Chart / Visualization","graph_2_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","03_chart_visualization_vap_core\graph_2_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\graph_2_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","1722","1.68","088168D774837055C1DB1BCAA62BA9C9A28743A5F487A36031DE9C5C82D6C45D","2026-03-23 11:05:23","OK"
"ICON_000037","Chart / Visualization","grouped_bar_chart_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","03_chart_visualization_vap_core\grouped_bar_chart_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\grouped_bar_chart_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","217","0.21","2AA045FB7E086E6E212CE8BA967689104B8B5FF379A876202BDB169B3D3FA295","2026-03-23 11:05:04","OK"
"ICON_000038","Chart / Visualization","marimekko_chart.svg",".svg","03_chart_visualization_vap_core\marimekko_chart.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\marimekko_chart.svg","1324","1.29","02831C4323AC059AAA8BF953070175803466D874C760740E85FCE6D4FE232DB5","2026-06-06 08:00:56","OK"
"ICON_000039","Chart / Visualization","monitoring_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg",".svg","03_chart_visualization_vap_core\monitoring_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\monitoring_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg","388","0.38","080256DC3CAFC03433F772A3799983A5333EADBCC17711E779B06B503CDCE35A","2026-03-23 10:48:23","OK"
"ICON_000040","Chart / Visualization","multiset_bar_chart.svg",".svg","03_chart_visualization_vap_core\multiset_bar_chart.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\multiset_bar_chart.svg","923","0.9","9364F8B42B984D6EAD413D9B906309D501CF4B95639B290E75E06AB7E1DC1D68","2026-06-06 08:01:00","OK"
"ICON_000041","Chart / Visualization","network_diagram.svg",".svg","03_chart_visualization_vap_core\network_diagram.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\network_diagram.svg","2386","2.33","0AA6A0C75C61B644A08B9D8A82B23B643BD531967EF50B08C02D70901D558C04","2026-06-06 08:01:04","OK"
"ICON_000042","Chart / Visualization","radar_chart.svg",".svg","03_chart_visualization_vap_core\radar_chart.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\radar_chart.svg","8729","8.52","A3ABFF28D7E79675694A2C1B94FA114EEEFAAE64843703D6E9487F4C04BCE516","2026-06-06 08:04:03","OK"
"ICON_000043","Chart / Visualization","radial_bar_chart.svg",".svg","03_chart_visualization_vap_core\radial_bar_chart.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\radial_bar_chart.svg","1533","1.5","36161DF14DB6BD23F852BF23C5DA16A0DBE5C68C338E08C7126052AE4DED45FB","2026-06-06 08:03:57","OK"
"ICON_000044","Chart / Visualization","sankey_diagram.svg",".svg","03_chart_visualization_vap_core\sankey_diagram.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\sankey_diagram.svg","1516","1.48","14836116A9E23F0743BA860523148360A712AEFC90CF08F5532522E51A260B90","2026-06-06 08:02:34","OK"
"ICON_000045","Chart / Visualization","scatterplot.svg",".svg","03_chart_visualization_vap_core\scatterplot.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\scatterplot.svg","1852","1.81","A346A3146C609A9D0BEB9CAB6796BF9D92F66D55FAEA76ABF40673E13250036C","2026-06-06 08:02:29","OK"
"ICON_000046","Chart / Visualization","SEO-Monitoring-Icon__21CE0D7DEA.png",".png","03_chart_visualization_vap_core\SEO-Monitoring-Icon__21CE0D7DEA.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\SEO-Monitoring-Icon__21CE0D7DEA.png","1272","1.24","21CE0D7DEAE72EAE5E067ECB97F10089BE4F0E807A8A24475174CB5659CD4DBE","2026-06-08 21:09:02","OK"
"ICON_000047","Chart / Visualization","SEO-Monitoring-Icon__5C739AA9CF.png",".png","03_chart_visualization_vap_core\SEO-Monitoring-Icon__5C739AA9CF.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\SEO-Monitoring-Icon__5C739AA9CF.png","1705","1.67","5C739AA9CF2D0DCAF38A5E6BE648F9519AB31D69D23BEA3897AC386540B438CC","2026-06-08 21:09:02","OK"
"ICON_000048","Chart / Visualization","SEO-Monitoring-Icon__A1EE52CE1E.png",".png","03_chart_visualization_vap_core\SEO-Monitoring-Icon__A1EE52CE1E.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\SEO-Monitoring-Icon__A1EE52CE1E.png","6393","6.24","A1EE52CE1EF381E68CF6D2D1E5557DEB8997FA94259721BF640AE79CF419F48C","2026-06-08 21:09:01","OK"
"ICON_000049","Chart / Visualization","SEO-Monitoring-Icon.png",".png","03_chart_visualization_vap_core\SEO-Monitoring-Icon.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\SEO-Monitoring-Icon.png","2876","2.81","EE6CD0C379D9B7BA881478FAAB9D4D9F18BB389F4C23EE742EFC9CADEB029741","2026-06-08 21:09:01","OK"
"ICON_000050","Chart / Visualization","span_chart.svg",".svg","03_chart_visualization_vap_core\span_chart.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\span_chart.svg","1674","1.63","B677389F61AD325970053FD9C37389E54B6CA5B494301792AD4760D580184E71","2026-06-06 08:02:22","OK"
"ICON_000051","Chart / Visualization","stacked_area_graph.svg",".svg","03_chart_visualization_vap_core\stacked_area_graph.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\stacked_area_graph.svg","1192","1.16","9254178DD12C2590B867BC0F21F1677C436560FD15855371BA6AC571EEBB8324","2026-06-06 08:02:16","OK"
"ICON_000052","Chart / Visualization","stacked_bar_graph.svg",".svg","03_chart_visualization_vap_core\stacked_bar_graph.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\stacked_bar_graph.svg","2797","2.73","43057D669BBBBA1D067458798DC9022DB7C50FD21EB39E7DEC98E920246AC9B6","2026-06-06 08:03:09","OK"
"ICON_000053","Chart / Visualization","sunburst_diagram.svg",".svg","03_chart_visualization_vap_core\sunburst_diagram.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\sunburst_diagram.svg","10460","10.21","0D95F9FF99E725E86845AE70049AC7D3E40BD0A36265F7856B27D8BE0F922001","2026-06-06 08:02:55","OK"
"ICON_000054","Chart / Visualization","tally_chart.svg",".svg","03_chart_visualization_vap_core\tally_chart.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\tally_chart.svg","1185","1.16","9EB79AE909B4E23D264D5FA16286EABD035181C87902D58C791ECB89B29DD4ED","2026-06-06 08:02:49","OK"
"ICON_000055","Chart / Visualization","time_table.svg",".svg","03_chart_visualization_vap_core\time_table.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\time_table.svg","3699","3.61","A510D0046D8EF4447D7C515D227EC090F08730F7E9AF639464A09C899647516A","2026-06-06 08:03:16","OK"
"ICON_000056","Chart / Visualization","violin_plot.svg",".svg","03_chart_visualization_vap_core\violin_plot.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\03_chart_visualization_vap_core\violin_plot.svg","1770","1.73","8B6C3D2A4B56ABD21D12475D06561C8A5F83FC99AEC69CDC1B34AA3033E61922","2026-06-06 08:03:40","OK"
