"AssetId","DisplayName","FileName","SourcePath","ManagedPath","Category","Group","StylePackId","Extension","SizeHint","ColorHint","Sha256","IsDuplicate","DuplicateOf","Keep","Usage","Note","Bytes","Modified"
"VIA-ICON-0E4C859CBCCC","family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__0E4C859CBC.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__0E4C859CBC.svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","0E4C859CBCCCC37A34943DAD0D216B4ED3338D2BE0A9589A1E78C41379ED13C0","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__0E4C859CBC.svg","Y","Blue system UI / data / tools / general buttons.","","905","2026-03-23 11:05:26"
"VIA-ICON-0E4C859CBCCC","family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\01_registry_identity_anchor\family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","0E4C859CBCCCC37A34943DAD0D216B4ED3338D2BE0A9589A1E78C41379ED13C0","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__0E4C859CBC.svg","Y","Blue system UI / data / tools / general buttons.","","905","2026-03-23 11:05:26"
"VIA-ICON-0E4C859CBCCC","family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\00_registry_identity_anchor\family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","0E4C859CBCCCC37A34943DAD0D216B4ED3338D2BE0A9589A1E78C41379ED13C0","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__0E4C859CBC.svg","Y","Blue system UI / data / tools / general buttons.","","905","2026-03-23 11:05:26"
"VIA-ICON-0C628B16C6B7","schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__0C628B16C6.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__0C628B16C6.svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","0C628B16C6B7E64B554FC990DDE9BD22A82C5C4E2F0BFF5F2A2934696B7E34CC","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__0C628B16C6.svg","Y","Blue system UI / data / tools / general buttons.","","460","2026-03-23 11:04:07"
"VIA-ICON-0C628B16C6B7","schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\01_registry_identity_anchor\schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","0C628B16C6B7E64B554FC990DDE9BD22A82C5C4E2F0BFF5F2A2934696B7E34CC","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__0C628B16C6.svg","Y","Blue system UI / data / tools / general buttons.","","460","2026-03-23 11:04:07"
"VIA-ICON-0C628B16C6B7","schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\00_registry_identity_anchor\schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","0C628B16C6B7E64B554FC990DDE9BD22A82C5C4E2F0BFF5F2A2934696B7E34CC","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__0C628B16C6.svg","Y","Blue system UI / data / tools / general buttons.","","460","2026-03-23 11:04:07"
"VIA-ICON-0C628B16C6B7","schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__0C628B16C6.svg","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","0C628B16C6B7E64B554FC990DDE9BD22A82C5C4E2F0BFF5F2A2934696B7E34CC","False","","Y","Blue system UI / data / tools / general buttons.","","460","2026-03-23 11:04:07"
"VIA-ICON-3CEEACD14A57","token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__3CEEACD14A.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__3CEEACD14A.svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","3CEEACD14A57794AFC95B8B7B23AAB1AB747E3A957E4F3998E680CB1720E762F","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__3CEEACD14A.svg","Y","Blue system UI / data / tools / general buttons.","","692","2026-03-23 10:41:44"
"VIA-ICON-3CEEACD14A57","token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\01_registry_identity_anchor\token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","3CEEACD14A57794AFC95B8B7B23AAB1AB747E3A957E4F3998E680CB1720E762F","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__3CEEACD14A.svg","Y","Blue system UI / data / tools / general buttons.","","692","2026-03-23 10:41:44"
"VIA-ICON-3CEEACD14A57","token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__3CEEACD14A.svg","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","3CEEACD14A57794AFC95B8B7B23AAB1AB747E3A957E4F3998E680CB1720E762F","False","","Y","Blue system UI / data / tools / general buttons.","","692","2026-03-23 10:41:44"
"VIA-ICON-3CEEACD14A57","token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\00_registry_identity_anchor\token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","3CEEACD14A57794AFC95B8B7B23AAB1AB747E3A957E4F3998E680CB1720E762F","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__3CEEACD14A.svg","Y","Blue system UI / data / tools / general buttons.","","692","2026-03-23 10:41:44"
"VIA-ICON-76062EDDCA55","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","76062EDDCA55AA1FAFCD32A68DADDBAC28A7AA054ACA0E472822B83F10463ABB","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\02_finance_market_trading\attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__76062EDDCA.svg","Y","Blue system UI / data / tools / general buttons.","","638","2026-03-23 10:48:38"
"VIA-ICON-76062EDDCA55","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40 (1).svg","C:\Users\tonyk\Downloads\attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40 (1).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\02_finance_market_trading\attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__76062EDDCA.svg","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","76062EDDCA55AA1FAFCD32A68DADDBAC28A7AA054ACA0E472822B83F10463ABB","False","","Y","Blue system UI / data / tools / general buttons.","","638","2026-03-23 11:03:31"
"VIA-ICON-76062EDDCA55","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__76062EDDCA.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\02_finance_market_trading\attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__76062EDDCA.svg","","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","76062EDDCA55AA1FAFCD32A68DADDBAC28A7AA054ACA0E472822B83F10463ABB","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\02_finance_market_trading\attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__76062EDDCA.svg","Y","Blue system UI / data / tools / general buttons.","","638","2026-03-23 11:03:31"
"VIA-ICON-76062EDDCA55","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\01_finance_market_trading\attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","76062EDDCA55AA1FAFCD32A68DADDBAC28A7AA054ACA0E472822B83F10463ABB","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\02_finance_market_trading\attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__76062EDDCA.svg","Y","Blue system UI / data / tools / general buttons.","","638","2026-03-23 11:03:31"
"VIA-ICON-76062EDDCA55","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\02_finance_market_trading\attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","","02_finance_market_trading","Finance / Market","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","76062EDDCA55AA1FAFCD32A68DADDBAC28A7AA054ACA0E472822B83F10463ABB","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\02_finance_market_trading\attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__76062EDDCA.svg","Y","Blue system UI / data / tools / general buttons.","","638","2026-03-23 11:03:31"
