"Tag","Root","RelativePath","FullPath","FileName","Extension","SizeBytes","SizeKB","Sha256","Status"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\01_finance_market_trading\Market-Analysis-Icon.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\01_finance_market_trading\Market-Analysis-Icon.png","Market-Analysis-Icon.png",".png","4021","3.93","D51A87A911491AB6F7EDA89F70CFB7D2A4437AC28046750396E2EB51616BEBFB","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\01_finance_market_trading\oil_barrel_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\01_finance_market_trading\oil_barrel_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","oil_barrel_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","1038","1.01","E88C4783AC06E65B9A0A2650F99C1772E44EBEF51EA7FC1D087405FF4A742D76","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\01_finance_market_trading\trending_down_36dp_9DC384_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\01_finance_market_trading\trending_down_36dp_9DC384_FILL0_wght400_GRAD0_opsz40.svg","trending_down_36dp_9DC384_FILL0_wght400_GRAD0_opsz40.svg",".svg","253","0.25","D6ABBCFAAAD5B607C0708B42C53ACF4C01969B981D262A15AF1DD2E0E451F00E","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\01_finance_market_trading\trending_up_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\01_finance_market_trading\trending_up_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg","trending_up_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg",".svg","254","0.25","BE7C35DC09D4714A4F7497B5A25F8F401AC023D98396EF2C8A9ECD14D1C5DB00","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\01_finance_market_trading\yfinance_asset_class_matrix_(2).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\01_finance_market_trading\yfinance_asset_class_matrix_(2).svg","yfinance_asset_class_matrix_(2).svg",".svg","128006","125.01","076C4467AC22FA0FE222EEE4C25B0B8B9A95C9E3DC445C1EF24410B18BE909BC","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\01_finance_market_trading\yfinance_asset_class_matrix_(3).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\01_finance_market_trading\yfinance_asset_class_matrix_(3).svg","yfinance_asset_class_matrix_(3).svg",".svg","166348","162.45","4061A7B93DBAA3E03A46E31A2B8E1110525DD25C7F46683EAA912B51ECB30CF2","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\01_finance_market_trading\yfinance_asset_class_matrix.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\01_finance_market_trading\yfinance_asset_class_matrix.svg","yfinance_asset_class_matrix.svg",".svg","166348","162.45","1BA73171C783787C628AEB3C965FB4475B85AEA304DCDEB36BDCA648B3D67897","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\01_registry_identity_anchor\emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\01_registry_identity_anchor\emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","1303","1.27","BC31F91BC884007733598A117BFE6105B55C8AA280573DE12DBB1B18152B90EA","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\01_registry_identity_anchor\family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\01_registry_identity_anchor\family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","905","0.88","0E4C859CBCCCC37A34943DAD0D216B4ED3338D2BE0A9589A1E78C41379ED13C0","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\01_registry_identity_anchor\schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\01_registry_identity_anchor\schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","schema_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","460","0.45","0C628B16C6B7E64B554FC990DDE9BD22A82C5C4E2F0BFF5F2A2934696B7E34CC","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\01_registry_identity_anchor\token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\01_registry_identity_anchor\token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","token_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","692","0.68","3CEEACD14A57794AFC95B8B7B23AAB1AB747E3A957E4F3998E680CB1720E762F","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\02_data_database_dataset\database_search_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\02_data_database_dataset\database_search_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","database_search_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","1489","1.45","14D482E100DF60499962809E47C030FE2FE35FD5D52DAEA870271C7C8DF8866F","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\02_data_database_dataset\dataset_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\02_data_database_dataset\dataset_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","dataset_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","540","0.53","8A953B18219B6F022B5E795F9A4BA9F08A89D259A3E177191F080AAAD1F5E045","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\02_data_database_dataset\file_json_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\02_data_database_dataset\file_json_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","file_json_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","1096","1.07","C4801F298DC49D0AFAF1EE220FEC8CD5181A0F70B05AA7D625805C52AE8C6177","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\02_finance_market_trading\currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\02_finance_market_trading\currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","currency_exchange_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","1147","1.12","F5FF89AF3F7DA76AE7A47B51750B9F762046331D94DC2971FDFFD078C39B305E","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\02_finance_market_trading\payments_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\02_finance_market_trading\payments_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","payments_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg",".svg","705","0.69","BAF7C2EB8FD0D38769FB6FB37469DEF07F385CAACC470435D50198B580E22B57","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\02_finance_market_trading\target_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\02_finance_market_trading\target_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg","target_36dp_EA3323_FILL0_wght400_GRAD0_opsz40.svg",".svg","827","0.81","DA21CA65A680633E9F0CAD0D83D317D56C6D68E167D63899778430C4452A3C02","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\02_finance_market_trading\yfinance_asset_class_matrix.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\02_finance_market_trading\yfinance_asset_class_matrix.svg","yfinance_asset_class_matrix.svg",".svg","166348","162.45","1BA73171C783787C628AEB3C965FB4475B85AEA304DCDEB36BDCA648B3D67897","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\03_chart_visualization_vap_core\bar_graph.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\03_chart_visualization_vap_core\bar_graph.svg","bar_graph.svg",".svg","849","0.83","9D91F5B5003F4B62942054CBAEF7CAC83826B42076043FBB2FCBF744689A992F","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\03_chart_visualization_vap_core\box_plot.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\03_chart_visualization_vap_core\box_plot.svg","box_plot.svg",".svg","1855","1.81","328DE333CB9DF6A28A19C8C411756A854CA36DB04D1AA9395CD4B40E69552F2A","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\03_chart_visualization_vap_core\bubble_chart.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\03_chart_visualization_vap_core\bubble_chart.svg","bubble_chart.svg",".svg","977","0.95","C07A6515E76FB7B62AF31AF380BDEB19AF81AE56415B633C54F9663CD89183B2","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\03_chart_visualization_vap_core\bullet_chart.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\03_chart_visualization_vap_core\bullet_chart.svg","bullet_chart.svg",".svg","1566","1.53","BFDC097D62F7A4C265C659E357F05040B672AAA7115F25455180EBA3DB46AAC8","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\03_chart_visualization_vap_core\calendar.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\03_chart_visualization_vap_core\calendar.svg","calendar.svg",".svg","5091","4.97","38A43BF261AC9C661F435117EA001375C5AEBF38680A3F409236C55787FC405C","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\03_chart_visualization_vap_core\circle_packing.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\03_chart_visualization_vap_core\circle_packing.svg","circle_packing.svg",".svg","2379","2.32","F38C962897295F30725ED342B2D8E73A9F97C0F6EE4CE028C156DCAB0FB40728","OK"
"ICON_BASE_BACKUP","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE","icon base\03_chart_visualization_vap_core\density_plot.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\ICON_BASE_ORIGINAL_BACKUP_RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\icon base\03_chart_visualization_vap_core\density_plot.svg","density_plot.svg",".svg","1137","1.11","9A01DDC5BB70E208657134C9220BAE3CF035DA8E19A9228DEC30BAEB01D3FC10","OK"
