"Time","Group","FileName","SourcePath","TargetPath","Status","Risk","CheckStatus","Sha256","Message"
"2026-06-08 20:15:45","60_PowerShell_Entry_Internal","Invoke-VIA-ALL.ps1","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\Invoke-VIA-ALL.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-ALL.ps1","OK","LOW","FREEZE_LOCK_VERIFIED","631fd2b4b10a00ce4e6ad033b9d287620904854ce342b7b421d63f022c10744f","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","60_PowerShell_Entry_Internal","Invoke-VIA-FinishProject-SafeFast.ps1","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\Invoke-VIA-FinishProject-SafeFast.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-FinishProject-SafeFast.ps1","OK","LOW","FREEZE_LOCK_VERIFIED","eac08e2189071f28f6c2b47d97647fc0ce3f78a9ad9e9500ccc89d469206fbd6","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","60_PowerShell_Entry_Internal","Invoke-VIA-PanoramaHardGateSafeFix.ps1","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\Invoke-VIA-PanoramaHardGateSafeFix.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-PanoramaHardGateSafeFix.ps1","OK","LOW","FREEZE_LOCK_VERIFIED","a13450e1c53dd610cb2395a62602e3a867eab8d2151d946163319227bfb144db","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","60_PowerShell_Entry_Internal","Invoke-VIA-SupportiveHardGate.ps1","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\Invoke-VIA-SupportiveHardGate.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-SupportiveHardGate.ps1","OK","LOW","FREEZE_LOCK_VERIFIED","fbb40a799485ee5f5b45a6442e1fc4ef01965496f15aad31c94028d3076a9bb0","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","60_PowerShell_Entry_Internal","Invoke-VRN-Guarded-Entry-v217.ps1","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\Invoke-VRN-Guarded-Entry-v217.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-Guarded-Entry-v217.ps1","OK","LOW","FREEZE_LOCK_VERIFIED","ba76a6d425993e8a0ba8b7285cd0dfa70075611cfefcccfd6f42bcd1bee2dd12","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","60_PowerShell_Entry_Internal","Invoke-VRN-MQ-NoOCR-Staging-v222.ps1","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\Invoke-VRN-MQ-NoOCR-Staging-v222.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-MQ-NoOCR-Staging-v222.ps1","OK","LOW","FREEZE_LOCK_VERIFIED","c36a7b42bfcc5fa3998860131cab268caf5331765b62305d7b5ff530d8d1ebfd","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","60_PowerShell_Entry_Internal","Invoke-VRN-PURE-NOHANG-v2192.ps1","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\Invoke-VRN-PURE-NOHANG-v2192.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-PURE-NOHANG-v2192.ps1","OK","LOW","FREEZE_LOCK_VERIFIED","7e562a514c00c31b55fafa38c0bcd35d655e3e9a2918347da76aa6d39423fa95","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","70_VRN_Rules","VIS_VRN_BrokerAlias_Compatibility_v0222.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIS_VRN_BrokerAlias_Compatibility_v0222.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAlias_Compatibility_v0222.py","OK","LOW","FREEZE_LOCK_VERIFIED","1311200f8fc91708a7eeae3a325a4d6527699c6a8a5dfecbb456dad9d53eb11c","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","70_VRN_Rules","VIS_VRN_BrokerAlias_Extension_v0224.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIS_VRN_BrokerAlias_Extension_v0224.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAlias_Extension_v0224.py","OK","LOW","FREEZE_LOCK_VERIFIED","1b54bdb3b4ad82a3dba3ac5bdaaf578348dfe2e1ab68241f17467671f01497e3","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","70_VRN_Rules","VIS_VRN_BrokerAnalystAdapters_v06146.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIS_VRN_BrokerAnalystAdapters_v06146.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAnalystAdapters_v06146.py","OK","LOW","FREEZE_LOCK_VERIFIED","061d58110b1903f283460b19529e1e43bdd20607e52dfc6014963fc6042a4958","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","70_VRN_Rules","VIS_VRN_FinancialRescueRules_v06126.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIS_VRN_FinancialRescueRules_v06126.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialRescueRules_v06126.py","OK","LOW","FREEZE_LOCK_VERIFIED","72391b3885f303111a5725d4d8237ecb7afcc4f4261dd5499cbf30bd40724ea9","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","70_VRN_Rules","VIS_VRN_FinancialSSOT_v05910.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\others\legacy_vrn_ssot\VIS_VRN_FinancialSSOT_v05910.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05910.py","OK","LOW","FREEZE_LOCK_VERIFIED","b09761cf7c9a07a20c95ef943531a2256d639c9a7e8854a0f492e892ece5c7e1","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","70_VRN_Rules","VIS_VRN_FinancialSSOT_v05911.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\others\legacy_vrn_ssot\VIS_VRN_FinancialSSOT_v05911.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05911.py","OK","LOW","FREEZE_LOCK_VERIFIED","9d16fc690d6329f2192bd20887523c94bba2c7ab3b06481c6bd2931e5b36e974","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","70_VRN_Rules","VIS_VRN_FinancialSSOT_v05912.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\others\legacy_vrn_ssot\VIS_VRN_FinancialSSOT_v05912.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05912.py","OK","LOW","FREEZE_LOCK_VERIFIED","517cfc63810311bcd707692943770b40a0a0de7c8a887d3568aba76146ae7452","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","70_VRN_Rules","VIS_VRN_FinancialSSOT_v0599.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\others\VIS_VRN_FinancialSSOT_v0599.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0599.py","OK","LOW","FREEZE_LOCK_VERIFIED","caf62b4fca57094247e51accef10e24d3b326b2b5a07238e0fe069385216dc7e","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","70_VRN_Rules","VIS_VRN_FinancialSSOT_v0600.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\others\legacy_vrn_ssot\VIS_VRN_FinancialSSOT_v0600.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0600.py","OK","LOW","FREEZE_LOCK_VERIFIED","f7acf9de0e7ebb41a71c93054b6bbf56d23825832d17aca3d8ce18b2998a71b2","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","70_VRN_Rules","VIS_VRN_FinancialSSOT_v0608.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIS_VRN_FinancialSSOT_v0608.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0608.py","OK","LOW","FREEZE_LOCK_VERIFIED","6f57063354728310ed3d31c78a8bd9c4e979130f0382094915b5b9e360df4126","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","70_VRN_Rules","VIS_VRN_HistoricalValidationPolicy_v0100.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIS_VRN_HistoricalValidationPolicy_v0100.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_HistoricalValidationPolicy_v0100.py","OK","LOW","FREEZE_LOCK_VERIFIED","9a3d88f76ad637a3ccbddc50fdff8b8285c0976187c423c75fcf953776d5380d","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","70_VRN_Rules","VIS_VRN_InputRoutePolicy_v0224.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIS_VRN_InputRoutePolicy_v0224.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_InputRoutePolicy_v0224.py","OK","LOW","FREEZE_LOCK_VERIFIED","2e64c3ecd1017b99beca64ec98183578cfe375bad552be166116341397bf0de3","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","70_VRN_Rules","VIS_VRN_NewReportCompatibilityGate_v01.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIS_VRN_NewReportCompatibilityGate_v01.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_NewReportCompatibilityGate_v01.py","OK","LOW","FREEZE_LOCK_VERIFIED","f0ef4591f5b046b11408beb259aedd3e6d9de09b462b0a8302ab94cc6b7bb1b5","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","70_VRN_Rules","VIS_VRN_Q1_AliasRoutePatch_v0100.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIS_VRN_Q1_AliasRoutePatch_v0100.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_Q1_AliasRoutePatch_v0100.py","OK","LOW","FREEZE_LOCK_VERIFIED","f559fe9f8336dfb5fa39bb2750c6d7264e62fc8bc1c3fa00d76f6291e9939878","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","70_VRN_Rules","VIS_VRN_SupportiveGapRegistry_v0224.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIS_VRN_SupportiveGapRegistry_v0224.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_SupportiveGapRegistry_v0224.json","OK","LOW","FREEZE_LOCK_VERIFIED","62c55e3999a2b54f8dbea4941c390e33d7eed549d69dc1dd0f2172ab60ae8761","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","70_VRN_Rules","VIS_VRN_TableGeometryReconstructor_v0101.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIS_VRN_TableGeometryReconstructor_v0101.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TableGeometryReconstructor_v0101.py","OK","LOW","FREEZE_LOCK_VERIFIED","64c7e51fa82c8177edebafd21cb474fb4ec7ae001be1e61f4c65cd26ad9e2603","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","70_VRN_Rules","VIS_VRN_TableGeometryReconstructorPolicy_v0101.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIS_VRN_TableGeometryReconstructorPolicy_v0101.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TableGeometryReconstructorPolicy_v0101.json","OK","LOW","FREEZE_LOCK_VERIFIED","e0d08141541cc1ae50692b0da1b482cd16652f4b7a8f25ed687ed95ae8f08f81","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","70_VRN_Rules","VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py","OK","LOW","FREEZE_LOCK_VERIFIED","b715a6392ef26d0f7e956e7eee70f7f2725793cb1597b2ae6584e96c4ff0ca71","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","70_VRN_Rules","VIS_VRN_TWOfficialYFinance_v06051.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIS_VRN_TWOfficialYFinance_v06051.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TWOfficialYFinance_v06051.py","OK","LOW","FREEZE_LOCK_VERIFIED","00c6d57671ed963f891a307863ae774b5ca4e44c1dcd031bb9319010adac3d0c","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","80_VETF_Supportive_Sort","VETF_VIA_HardGate_SealEngine.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_HardGate_SealEngine.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_HardGate_SealEngine.py","OK","LOW","FREEZE_LOCK_VERIFIED","8fe7c3fac5a244b3c15417dca983265c703503495784abb601fdd573c43de9fb","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","80_VETF_Supportive_Sort","VETF_VIA_RegistryCore_v1.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_RegistryCore_v1.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_RegistryCore_v1.py","OK","LOW","FREEZE_LOCK_VERIFIED","f69dab6bd6c78f8bb012f2eda69064d08570221149777b2a9ab5269ccb8fdfdd","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","80_VETF_Supportive_Sort","VETF_VIA_Runtime_Bridge_All_in_One.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_Runtime_Bridge_All_in_One.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_Runtime_Bridge_All_in_One.py","OK","LOW","FREEZE_LOCK_VERIFIED","b5bdd7a1f29df1325c2e2d9c26a62e7f287f05951ad27ef907ab7e6cb43e442f","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","80_VETF_Supportive_Sort","VETF_VIA_RuntimeImportFirewall.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_RuntimeImportFirewall.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_RuntimeImportFirewall.py","OK","LOW","FREEZE_LOCK_VERIFIED","44e6514c7d2b242208611a36e9d725e2ad27a0bc05f16d731ded8f95a2a80900","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","80_VETF_Supportive_Sort","VETF_VIA_SSOT_Unified.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_SSOT_Unified.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_SSOT_Unified.py","OK","LOW","FREEZE_LOCK_VERIFIED","613700c560aa1c95958f88cfb998f40d162dabfa955d26553279b345dc00c441","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","80_VETF_Supportive_Sort","VETF_VIA_Supportive_Runtime_HardGate_Bridge.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_Supportive_Runtime_HardGate_Bridge.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_Supportive_Runtime_HardGate_Bridge.py","OK","LOW","FREEZE_LOCK_VERIFIED","7bed139672c8e1b9c3f61fe12af23781fb865f10954a29bea4d9608755556fa6","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","80_VETF_Supportive_Sort","VETF_VIS_InstallHealthRegistry_VRN_v02143.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIS_InstallHealthRegistry_VRN_v02143.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_InstallHealthRegistry_VRN_v02143.json","OK","LOW","FREEZE_LOCK_VERIFIED","4df54ed283d23e3f38747edc93b31e95526dab502d77c5dc6520ca03ff8e8638","Freeze lock verified. Target file exists and SHA256 matches."
