date,key,value
2005-09-01,GSPC,20.815874559751855
2005-09-02,GSPC,20.755042728926956
2005-09-03,GSPC,20.755042728926956
2005-09-05,GSPC,20.755042728926956
2005-09-06,GSPC,21.016947213488212
2005-09-07,GSPC,21.067555469394172
2005-09-08,GSPC,20.98763893869516
2005-09-09,GSPC,21.15480010882959
2005-09-10,GSPC,21.15480010882959
2005-09-12,GSPC,21.13912465397931
2005-09-13,GSPC,20.979628564938732
2005-09-14,GSPC,20.910788440433688
2005-09-15,GSPC,20.92050031658761
2005-09-16,GSPC,21.09396827800469
2005-09-17,GSPC,21.09396827800469
2005-09-19,GSPC,20.97656253250119
2005-09-20,GSPC,20.811614563529275
2005-09-21,GSPC,20.62178888224189
2005-09-22,GSPC,20.69710636428459
2005-09-23,GSPC,20.70852390298857
2005-09-24,GSPC,20.70852390298857
2005-09-26,GSPC,20.714316915429922
2005-09-27,GSPC,20.71482861419494
2005-09-28,GSPC,20.735787462797838
2005-09-29,GSPC,20.919649565388863
2005-09-30,GSPC,20.93890483151798
2005-10-01,GSPC,20.93890483151798
2005-10-03,GSPC,20.902948632932265
2005-10-04,GSPC,20.694549950535787
2005-10-05,GSPC,20.386467772546155
2005-10-06,GSPC,20.302971430568302
2005-10-07,GSPC,20.378118346355997
2005-10-08,GSPC,20.378118346355997
2005-10-10,GSPC,20.232084511003187
2005-10-11,GSPC,20.190166813797394
2005-10-12,GSPC,20.06765032087257
2005-10-13,GSPC,20.05333523590977
2005-10-14,GSPC,20.219133956080437
2005-10-15,GSPC,20.219133956080437
2005-10-17,GSPC,20.279285601961593
2005-10-18,GSPC,20.075488048297707
2005-10-19,GSPC,20.3757324988622
2005-10-20,GSPC,20.069695035856356
2005-10-21,GSPC,20.100195194358168
2005-10-22,GSPC,20.100195194358168
2005-10-24,GSPC,20.437417160962127
2005-10-25,GSPC,20.38902418629496
2005-10-26,GSPC,20.30109728183952
2005-10-27,GSPC,20.088438603220457
2005-10-28,GSPC,20.42088887483682
2005-10-29,GSPC,20.42088887483682
2005-10-31,GSPC,20.567432328878365
2005-11-01,GSPC,20.49501239309448
2005-11-02,GSPC,20.699492211778388
2005-11-03,GSPC,20.787758168667562
2005-11-04,GSPC,20.791167413691394
2005-11-05,GSPC,20.791167413691394
2005-11-07,GSPC,20.836664922176027
2005-11-08,GSPC,20.764754605080878
2005-11-09,GSPC,20.799857972391564
2005-11-10,GSPC,20.975539134971157
2005-11-11,GSPC,21.039609644564887
2005-11-12,GSPC,21.039609644564887
2005-11-14,GSPC,21.023251924694584
2005-11-15,GSPC,20.942311996465534
2005-11-16,GSPC,20.979799131193737
2005-11-17,GSPC,21.17729405372754
2005-11-18,GSPC,21.27050227185931
2005-11-19,GSPC,21.27050227185931
2005-11-21,GSPC,21.382624623610198
2005-11-22,GSPC,21.491339810413525
2005-11-23,GSPC,21.565975027436206
2005-11-24,GSPC,21.565975027436206
2005-11-25,GSPC,21.610960837155822
2005-11-26,GSPC,21.610960837155822
2005-11-28,GSPC,21.427098734564794
2005-11-29,GSPC,21.427439867074803
2005-11-30,GSPC,21.291119987952197
2005-12-01,GSPC,21.549958440075915
2005-12-02,GSPC,21.556943336226027
2005-12-03,GSPC,21.556943336226027
2005-12-05,GSPC,21.505993947810055
2005-12-06,GSPC,21.533428073874326
2005-12-07,GSPC,21.425565718346025
2005-12-08,GSPC,21.399494042245518
2005-12-09,GSPC,21.459645688126674
2005-12-10,GSPC,21.459645688126674
2005-12-12,GSPC,21.477709070547036
2005-12-13,GSPC,21.596988964779314
2005-12-14,GSPC,21.68747020290728
2005-12-15,GSPC,21.656797398074183
2005-12-16,GSPC,21.595112735974254
2005-12-17,GSPC,21.595112735974254
2005-12-19,GSPC,21.469018511846865
2005-12-20,GSPC,21.463905684349257
2005-12-21,GSPC,21.51792318527905
2005-12-22,GSPC,21.60874555591703
2005-12-23,GSPC,21.617947813382212
2005-12-24,GSPC,21.617947813382212
2005-12-26,GSPC,21.617947813382212
2005-12-27,GSPC,21.411423279714516
2005-12-28,GSPC,21.439198538288796
2005-12-29,GSPC,21.375298594950074
2005-12-30,GSPC,21.270843404369323
2005-12-31,GSPC,21.270843404369323
2006-01-01,GSPC,21.270843404369323
2006-01-02,GSPC,21.270843404369323
2006-01-03,GSPC,21.620333660876014
2006-01-04,GSPC,21.69973849281001
2006-01-05,GSPC,21.700079625320022
2006-01-06,GSPC,21.904047745238913
2006-01-07,GSPC,21.904047745238913
2006-01-09,GSPC,21.98413692226921
2006-01-10,GSPC,21.976297114767792
2006-01-11,GSPC,22.052808560595537
2006-01-12,GSPC,21.914443966489138
2006-01-13,GSPC,21.940854695023376
2006-01-14,GSPC,21.940854695023376
2006-01-16,GSPC,21.940854695023376
2006-01-17,GSPC,21.861108730579367
2006-01-18,GSPC,21.775908806127738
2006-01-19,GSPC,21.8970628490888
2006-01-20,GSPC,21.495770372891116
2006-01-21,GSPC,21.495770372891116
2006-01-23,GSPC,21.53547278885811
2006-01-24,GSPC,21.587275008549113
2006-01-25,GSPC,21.55012900633092
2006-01-26,GSPC,21.706043204016378
2006-01-27,GSPC,21.874568904190856
2006-01-28,GSPC,21.874568904190856
2006-01-30,GSPC,21.89961718276133
2006-01-31,GSPC,21.812543109580915
2006-02-01,GSPC,21.85309835682294
2006-02-02,GSPC,21.655093815600406
2006-02-03,GSPC,21.53905260013695
2006-02-04,GSPC,21.53905260013695
2006-02-06,GSPC,21.55592201877227
2006-02-07,GSPC,21.381432739901438
2006-02-08,GSPC,21.566657292456227
2006-02-09,GSPC,21.534792603914372
2006-02-10,GSPC,21.589490289787907
2006-02-11,GSPC,21.589490289787907
2006-02-13,GSPC,21.51911506898781
2006-02-14,GSPC,21.7350124263757
2006-02-15,GSPC,21.81118065961715
2006-02-16,GSPC,21.971015801091458
2006-02-17,GSPC,21.934549983817007
2006-02-18,GSPC,21.934549983817007
2006-02-20,GSPC,21.934549983817007
2006-02-21,GSPC,21.862812313053144
2006-02-22,GSPC,22.02707801700504
2006-02-23,GSPC,21.9439228075372
2006-02-24,GSPC,21.971868632366487
2006-02-25,GSPC,21.971868632366487
2006-02-27,GSPC,22.0517851630655
2006-02-28,GSPC,21.822427632066123
2006-03-01,GSPC,22.002709923378312
2006-03-02,GSPC,21.966926371123883
2006-03-03,GSPC,21.934379417562
2006-03-04,GSPC,21.934379417562
2006-03-06,GSPC,21.781531252314085
2006-03-07,GSPC,21.740976005072056
2006-03-08,GSPC,21.785108983516643
2006-03-09,GSPC,21.678779644207115
2006-03-10,GSPC,21.835378186988873
2006-03-11,GSPC,21.835378186988873
2006-03-13,GSPC,21.881555880417245
2006-03-14,GSPC,22.10903926268784
2006-03-15,GSPC,22.203441444604657
2006-03-16,GSPC,22.242802728061644
2006-03-17,GSPC,22.27552024787853
2006-03-18,GSPC,22.27552024787853
2006-03-20,GSPC,22.23854273183906
2006-03-21,GSPC,22.10477926646526
2006-03-22,GSPC,22.23786254689532
2006-03-23,GSPC,22.180437881017973
2006-03-24,GSPC,22.20224748081962
2006-03-25,GSPC,22.20224748081962
2006-03-27,GSPC,22.17941448348794
2006-03-28,GSPC,22.036619326903956
2006-03-29,GSPC,22.201226163365863
2006-03-30,GSPC,22.156240353646247
2006-03-31,GSPC,22.064565151733245
2006-04-01,GSPC,22.064565151733245
2006-04-03,GSPC,22.114663788950466
2006-04-04,GSPC,22.253028383056865
2006-04-05,GSPC,22.34896358119245
2006-04-06,GSPC,22.306022486456623
2006-04-07,GSPC,22.0753004254172
2006-04-08,GSPC,22.0753004254172
2006-04-10,GSPC,22.094385125291318
2006-04-11,GSPC,21.923132445113026
2006-04-12,GSPC,21.949545253723546
2006-04-13,GSPC,21.96658523861387
2006-04-14,GSPC,21.96658523861387
2006-04-15,GSPC,21.96658523861387
2006-04-17,GSPC,21.902003030255127
2006-04-18,GSPC,22.27603194664355
2006-04-19,GSPC,22.32118832261817
2006-04-20,GSPC,22.347257918642395
2006-04-21,GSPC,22.34419188620485
2006-04-22,GSPC,22.34419188620485
2006-04-24,GSPC,22.29017438527506
2006-04-25,GSPC,22.181629764726733
2006-04-26,GSPC,22.244167258101687
2006-04-27,GSPC,22.31760851133933
2006-04-28,GSPC,22.332774347500873
2006-04-29,GSPC,22.332774347500873
2006-05-01,GSPC,22.240416880567846
2006-05-02,GSPC,22.37707789220046
2006-05-03,GSPC,22.29034495153006
2006-05-04,GSPC,22.360720172330158
2006-05-05,GSPC,22.590930534604563
2006-05-06,GSPC,22.590930534604563
2006-05-08,GSPC,22.572186967240462
2006-05-09,GSPC,22.580365827175612
2006-05-10,GSPC,22.54134359615236
2006-05-11,GSPC,22.252857816801857
2006-05-12,GSPC,22.002709923378312
2006-05-13,GSPC,22.002709923378312
2006-05-15,GSPC,22.058260440526876
2006-05-16,GSPC,22.017022928264826
2006-05-17,GSPC,21.64623269064523
2006-05-18,GSPC,21.501224332898737
2006-05-19,GSPC,21.59017255480793
2006-05-20,GSPC,21.59017255480793
2006-05-22,GSPC,21.505652815300042
2006-05-23,GSPC,21.412103464658255
2006-05-24,GSPC,21.446012868183903
2006-05-25,GSPC,21.68985605040108
2006-05-26,GSPC,21.81390763962096
2006-05-27,GSPC,21.81390763962096
2006-05-29,GSPC,21.81390763962096
2006-05-30,GSPC,21.468165680571836
2006-05-31,GSPC,21.64231382693266
2006-06-01,GSPC,21.9084783077165
2006-06-02,GSPC,21.95124883619732
2006-06-03,GSPC,21.95124883619732
2006-06-05,GSPC,21.560523147504863
2006-06-06,GSPC,21.535984487623132
2006-06-07,GSPC,21.40477743599813
2006-06-08,GSPC,21.43510910832122
2006-06-09,GSPC,21.339173910185636
2006-06-10,GSPC,21.339173910185636
2006-06-12,GSPC,21.085957904248264
2006-06-13,GSPC,20.851658112006284
2006-06-14,GSPC,20.959863680120876
2006-06-15,GSPC,21.40494800225314
2006-06-16,GSPC,21.326223355262886
2006-06-17,GSPC,21.326223355262886
2006-06-19,GSPC,21.131796545242906
2006-06-20,GSPC,21.1316259789879
2006-06-21,GSPC,21.337468247635577
2006-06-22,GSPC,21.225004763374685
2006-06-23,GSPC,21.20626119601058
2006-06-24,GSPC,21.20626119601058
2006-06-26,GSPC,21.30952450288257
2006-06-27,GSPC,21.115948444061342
2006-06-28,GSPC,21.23182117334607
2006-06-29,GSPC,21.689685484146075
2006-06-30,GSPC,21.644187975661445
2006-07-01,GSPC,21.644187975661445
2006-07-03,GSPC,21.814417258309696
2006-07-04,GSPC,21.814417258309696
2006-07-05,GSPC,21.656287779385448
2006-07-06,GSPC,21.710303200238958
2006-07-07,GSPC,21.563759746197412
2006-07-08,GSPC,21.563759746197412
2006-07-10,GSPC,21.595453868484267
2006-07-11,GSPC,21.682188889230947
2006-07-12,GSPC,21.44652456694892
2006-07-13,GSPC,21.16843292877236
2006-07-14,GSPC,21.064828489390365
2006-07-15,GSPC,21.064828489390365
2006-07-17,GSPC,21.035690780852313
2006-07-18,GSPC,21.076075461839334
2006-07-19,GSPC,21.467144363118084
2006-07-20,GSPC,21.28515640925584
2006-07-21,GSPC,21.134523525246717
2006-07-22,GSPC,21.134523525246717
2006-07-24,GSPC,21.485887930482185
2006-07-25,GSPC,21.62169611083978
2006-07-26,GSPC,21.613517250904625
2006-07-27,GSPC,21.52490808142916
2006-07-28,GSPC,21.78647351355669
2006-07-29,GSPC,21.78647351355669
2006-07-31,GSPC,21.75426769250482
2006-08-01,GSPC,21.656458345640452
2006-08-02,GSPC,21.767047681172564
2006-08-03,GSPC,21.815781788349742
2006-08-04,GSPC,21.800274819678187
2006-08-05,GSPC,21.800274819678187
2006-08-07,GSPC,21.739101856343275
2006-08-08,GSPC,21.665999655539366
2006-08-09,GSPC,21.571768039877558
2006-08-10,GSPC,21.671624181801995
2006-08-11,GSPC,21.585230293565324
2006-08-12,GSPC,21.585230293565324
2006-08-14,GSPC,21.610278572135798
2006-08-15,GSPC,21.906263026477706
2006-08-16,GSPC,22.074108541708444
2006-08-17,GSPC,22.10903926268784
2006-08-18,GSPC,22.19117315470193
2006-08-19,GSPC,22.19117315470193
2006-08-21,GSPC,22.109721527707865
2006-08-22,GSPC,22.13187226001952
2006-08-23,GSPC,22.03252989693638
2006-08-24,GSPC,22.0848438153924
2006-08-25,GSPC,22.06831344919081
2006-08-26,GSPC,22.06831344919081
2006-08-28,GSPC,22.182312029746754
2006-08-29,GSPC,22.224911991972572
2006-08-30,GSPC,22.243484993081665
2006-08-31,GSPC,22.21707218447115
2006-09-01,GSPC,22.33959075747226
2006-09-02,GSPC,22.33959075747226
2006-09-04,GSPC,22.33959075747226
2006-09-05,GSPC,22.377760157220486
2006-09-06,GSPC,22.156410919901255
2006-09-07,GSPC,22.050081580591723
2006-09-08,GSPC,22.13357792256958
2006-09-09,GSPC,22.13357792256958
2006-09-11,GSPC,22.144142629998527
2006-09-12,GSPC,22.373500160997903
2006-09-13,GSPC,22.459891969158292
2006-09-14,GSPC,22.42939181065648
2006-09-15,GSPC,22.486987042788833
2006-09-16,GSPC,22.486987042788833
2006-09-18,GSPC,22.512888152634332
2006-09-19,GSPC,22.45256594049817
2006-09-20,GSPC,22.581048092195637
2006-09-21,GSPC,22.45921178421455
2006-09-22,GSPC,22.403831833320993
2006-09-23,GSPC,22.403831833320993
2006-09-25,GSPC,22.60132467577851
2006-09-26,GSPC,22.771383392171757
2006-09-27,GSPC,22.775472822139335
2006-09-28,GSPC,22.814495053162588
2006-09-29,GSPC,22.762863399726598
2006-09-30,GSPC,22.762863399726598
2006-10-01,GSPC,22.762863399726598
2006-10-02,GSPC,22.685671768955114
2006-10-03,GSPC,22.73321399242353
2006-10-04,GSPC,23.007386766887517
2006-10-05,GSPC,23.058847854068503
2006-10-06,GSPC,22.99699262571357
2006-10-07,GSPC,22.99699262571357
2006-10-09,GSPC,23.015226574388937
2006-10-10,GSPC,23.06225709909234
2006-10-11,GSPC,23.003126770664934
2006-10-12,GSPC,23.22260185925538
2006-10-13,GSPC,23.2701440827238
2006-10-14,GSPC,23.2701440827238
2006-10-16,GSPC,23.32876271238619
2006-10-17,GSPC,23.243392221679553
2006-10-18,GSPC,23.273212195237626
2006-10-19,GSPC,23.29297708005548
2006-10-20,GSPC,23.320922904884767
2006-10-21,GSPC,23.320922904884767
2006-10-23,GSPC,23.464400326488775
2006-10-24,GSPC,23.470534471440136
2006-10-25,GSPC,23.553007415887954
2006-10-26,GSPC,23.669901462626438
2006-10-27,GSPC,23.469852206420114
2006-10-28,GSPC,23.469852206420114
2006-10-30,GSPC,23.47990729516033
2006-10-31,GSPC,23.480075781339053
2006-11-01,GSPC,23.307462731273283
2006-11-02,GSPC,23.299452357516856
2006-11-03,GSPC,23.247652217902136
2006-11-04,GSPC,23.247652217902136
2006-11-06,GSPC,23.511430851192173
2006-11-07,GSPC,23.563572123316906
2006-11-08,GSPC,23.612647363004097
2006-11-09,GSPC,23.486721625055434
2006-11-10,GSPC,23.530515551066287
2006-11-11,GSPC,23.530515551066287
2006-11-13,GSPC,23.59049663069244
2006-11-14,GSPC,23.74044724968154
2006-11-15,GSPC,23.797530783048877
2006-11-16,GSPC,23.85188941648868
2006-11-17,GSPC,23.876425996294138
2006-11-18,GSPC,23.876425996294138
2006-11-20,GSPC,23.864498838901422
2006-11-21,GSPC,23.903862202434688
2006-11-22,GSPC,23.959751772016983
2006-11-23,GSPC,23.959751772016983
2006-11-24,GSPC,23.872166000071555
2006-11-25,GSPC,23.872166000071555
2006-11-27,GSPC,23.54857685341037
2006-11-28,GSPC,23.62968734789442
2006-11-29,GSPC,23.847117721501082
2006-11-30,GSPC,23.866714120140216
2006-12-01,GSPC,23.799916630542675
2006-12-02,GSPC,23.799916630542675
2006-12-04,GSPC,24.01138342545298
2006-12-05,GSPC,24.10748918984357
2006-12-06,GSPC,24.07579506755672
2006-12-07,GSPC,23.980201001931142
2006-12-08,GSPC,24.023651715355708
2006-12-09,GSPC,24.023651715355708
2006-12-11,GSPC,24.078180915050517
2006-12-12,GSPC,24.05296207022504
2006-12-13,GSPC,24.081076381233053
2006-12-14,GSPC,24.29032789490456
2006-12-15,GSPC,24.317591454713828
2006-12-16,GSPC,24.317591454713828
2006-12-18,GSPC,24.23903737397858
2006-12-19,GSPC,24.291351292434594
2006-12-20,GSPC,24.256930190143933
2006-12-21,GSPC,24.167811401979733
2006-12-22,GSPC,24.039329250282265
2006-12-23,GSPC,24.039329250282265
2006-12-25,GSPC,24.039329250282265
2006-12-26,GSPC,24.14395500711802
2006-12-27,GSPC,24.31333145849125
2006-12-28,GSPC,24.27737733998181
2006-12-29,GSPC,24.167811401979733
2006-12-30,GSPC,24.167811401979733
2007-01-01,GSPC,24.167811401979733
2007-01-02,GSPC,24.167811401979733
2007-01-03,GSPC,24.13884217962041
2007-01-04,GSPC,24.168491586923476
2007-01-05,GSPC,24.02143643411691
2007-01-06,GSPC,24.02143643411691
2007-01-08,GSPC,24.074771670026685
2007-01-09,GSPC,24.06233281386895
2007-01-10,GSPC,24.109022206062342
2007-01-11,GSPC,24.261870371310255
2007-01-12,GSPC,24.37961724932377
2007-01-13,GSPC,24.37961724932377
2007-01-15,GSPC,24.37961724932377
2007-01-16,GSPC,24.39955478047291
2007-01-17,GSPC,24.377743100594984
2007-01-18,GSPC,24.3053231648111
2007-01-19,GSPC,24.375698385611198
2007-01-20,GSPC,24.375698385611198
2007-01-22,GSPC,24.247045667658725
2007-01-23,GSPC,24.332927857130375
2007-01-24,GSPC,24.539793523308088
2007-01-25,GSPC,24.2632349013503
2007-01-26,GSPC,24.23392662655725
2007-01-27,GSPC,24.23392662655725
2007-01-29,GSPC,24.207343251691725
2007-01-30,GSPC,24.347070295761885
2007-01-31,GSPC,24.507587702256217
2007-02-01,GSPC,24.638794753881214
2007-02-02,GSPC,24.68054396490828
2007-02-03,GSPC,24.68054396490828
2007-02-05,GSPC,24.656687570046568
2007-02-06,GSPC,24.6738981211919
2007-02-07,GSPC,24.708319223482565
2007-02-08,GSPC,24.679181514944514
2007-02-09,GSPC,24.504521669818676
2007-02-10,GSPC,24.504521669818676
2007-02-12,GSPC,24.42460305904338
2007-02-13,GSPC,24.610168744108186
2007-02-14,GSPC,24.79829084292179
2007-02-15,GSPC,24.824021386512285
2007-02-16,GSPC,24.80238027288937
2007-02-17,GSPC,24.80238027288937
2007-02-19,GSPC,24.80238027288937
2007-02-20,GSPC,24.87292605994447
2007-02-21,GSPC,24.83799325888879
2007-02-22,GSPC,24.816693277775883
2007-02-23,GSPC,24.728254674555426
2007-02-24,GSPC,24.728254674555426
2007-02-26,GSPC,24.697242817288593
2007-02-27,GSPC,23.839621126585957
2007-02-28,GSPC,23.972190628174715
2007-03-01,GSPC,23.909996347386052
2007-03-02,GSPC,23.637356589140836
2007-03-03,GSPC,23.637356589140836
2007-03-05,GSPC,23.41498395429157
2007-03-06,GSPC,23.77776589823102
2007-03-07,GSPC,23.719147268568634
2007-03-08,GSPC,23.888184667508128
2007-03-09,GSPC,23.904371821123423
2007-03-10,GSPC,23.904371821123423
2007-03-12,GSPC,23.968442330717153
2007-03-13,GSPC,23.480246347594058
2007-03-14,GSPC,23.637356589140836
2007-03-15,GSPC,23.72443066232125
2007-03-16,GSPC,23.633606211606992
2007-03-17,GSPC,23.633606211606992
2007-03-19,GSPC,23.891082213766943
2007-03-20,GSPC,24.04239528271981
2007-03-21,GSPC,24.453060582637686
2007-03-22,GSPC,24.444540590192524
2007-03-23,GSPC,24.471292451236774
2007-03-24,GSPC,24.471292451236774
