Group,Subgroup,Ticker,YFTicker,Name,Market,Dimension,CountingFlag,SourceID,EvidenceStatus
EUROPE_COUNTRY,,EWG,EWG,iShares MSCI Germany,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
EUROPE_COUNTRY,,EWQ,EWQ,iShares MSCI France,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
EUROPE_COUNTRY,,EWU,EWU,iShares MSCI United Kingdom,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
EUROPE_COUNTRY,,EWI,EWI,iShares MSCI Italy,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
EUROPE_COUNTRY,,EWP,EWP,iShares MSCI Spain,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
EUROPE_COUNTRY,,EWL,EWL,iShares MSCI Switzerland,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
EUROPE_INDEX,,^GDAXI,^GDAXI,DAX Index,EU,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
EUROPE_INDEX,,^FCHI,^FCHI,CAC 40 Index,EU,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
EUROPE_INDEX,,^FTSE,^FTSE,FTSE 100 Index,EU,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
ASIA_DEV,,EWJ,EWJ,iShares MSCI Japan,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
ASIA_DEV,,EWY,EWY,iShares MSCI South Korea,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
ASIA_DEV,,EWT,EWT,iShares MSCI Taiwan,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
ASIA_DEV,,EWS,EWS,iShares MSCI Singapore,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
ASIA_DEV,,^N225,^N225,Nikkei 225 Index,JP,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
ASIA_DEV,,^KS11,^KS11,KOSPI Index,KR,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
ASIA_DEV,,^TWII,^TWII,TAIEX Index,TAIWAN_INDEX,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
ASIA_DEV,,^STI,^STI,Straits Times Index,SG,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
ASIA_EM_INDIA,,INDA,INDA,iShares MSCI India,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
ASIA_EM_INDIA,,EPI,EPI,WisdomTree India Earnings,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
ASIA_EM_ASEAN,,EIDO,EIDO,iShares MSCI Indonesia,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
ASIA_EM_ASEAN,,THD,THD,iShares MSCI Thailand,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
ASIA_EM_ASEAN,,EWM,EWM,iShares MSCI Malaysia,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
ASIA_EM_INDIA,,^NSEI,^NSEI,NIFTY 50 Index,IN,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
ASIA_EM_INDIA,,^BSESN,^BSESN,BSE SENSEX Index,IN,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
ASIA_EM_ASEAN,,^JKSE,^JKSE,Jakarta Composite Index,ID,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
ASIA_EM_ASEAN,,^KLSE,^KLSE,FTSE Bursa Malaysia KLCI,MY,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
ASIA_EM_ASEAN,,^SET.BK,^SET.BK,SET Index Thailand,TH,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
GREATER_CHINA,,FXI,FXI,iShares China Large-Cap,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
GREATER_CHINA,,MCHI,MCHI,iShares MSCI China,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
GREATER_CHINA,,EWH,EWH,iShares MSCI Hong Kong,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
GREATER_CHINA,,^HSI,^HSI,Hang Seng Index,HK,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
GREATER_CHINA,,000001.SS,000001.SS,Shanghai Composite,CN,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
GREATER_CHINA,,399001.SZ,399001.SZ,Shenzhen Component,CN,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
COMMODITY,,GC=F,GC=F,COMEX Gold Futures,COMMODITY,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
COMMODITY,,CL=F,CL=F,NYMEX WTI Crude Futures,COMMODITY,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
COMMODITY,,BZ=F,BZ=F,ICE Brent Crude Futures,COMMODITY,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
EUROPE_BROAD,,^STOXX50E,^STOXX50E,Euro Stoxx 50 Index,EU,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
EUROPE_INDEX,,^IBEX,^IBEX,IBEX 35 Index,ES,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
EUROPE_INDEX,,^AEX,^AEX,AEX Index,NL,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
EUROPE_INDEX,,^SSMI,^SSMI,SMI Index,CH,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
EUROPE_INDEX,,FTSEMIB.MI,FTSEMIB.MI,FTSE MIB Index,IT,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0103,DB_COVERAGE_VERIFIED
