Group,Subgroup,Rank,Ticker,YFTicker,Name,Market,Dimension,CountingFlag,SourceID,EvidenceStatus
EUROPE_COUNTRY,,P,EWP,EWP,iShares MSCI Spain,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
EUROPE_COUNTRY,,P,EWL,EWL,iShares MSCI Switzerland,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
EUROPE_INDEX,,L,^GDAXI,^GDAXI,DAX Index,EU,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
EUROPE_INDEX,,P,^FCHI,^FCHI,CAC 40 Index,EU,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
EUROPE_INDEX,,P,^FTSE,^FTSE,FTSE 100 Index,EU,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
ASIA_DEV,,L,EWJ,EWJ,iShares MSCI Japan,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
ASIA_DEV,,P,EWY,EWY,iShares MSCI South Korea,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
ASIA_DEV,,P,EWT,EWT,iShares MSCI Taiwan,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
ASIA_DEV,,G,EWS,EWS,iShares MSCI Singapore,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
ASIA_DEV,,P,^N225,^N225,Nikkei 225 Index,JP,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
ASIA_DEV,,P,^KS11,^KS11,KOSPI Index,KR,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
ASIA_DEV,,P,^TWII,^TWII,TAIEX Index,TAIWAN_INDEX,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
ASIA_DEV,,P,^STI,^STI,Straits Times Index,SG,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
ASIA_EM_INDIA,,L,INDA,INDA,iShares MSCI India,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
ASIA_EM_INDIA,,G,EPI,EPI,WisdomTree India Earnings,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
ASIA_EM_ASEAN,,L,EIDO,EIDO,iShares MSCI Indonesia,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
ASIA_EM_ASEAN,,P,THD,THD,iShares MSCI Thailand,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
ASIA_EM_ASEAN,,G,EWM,EWM,iShares MSCI Malaysia,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
ASIA_EM_INDIA,,P,^NSEI,^NSEI,NIFTY 50 Index,IN,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
ASIA_EM_INDIA,,P,^BSESN,^BSESN,BSE SENSEX Index,IN,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
ASIA_EM_ASEAN,,P,^JKSE,^JKSE,Jakarta Composite Index,ID,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
ASIA_EM_ASEAN,,P,^KLSE,^KLSE,FTSE Bursa Malaysia KLCI,MY,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
ASIA_EM_ASEAN,,P,^SET.BK,^SET.BK,SET Index Thailand,TH,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
GREATER_CHINA,,L,FXI,FXI,iShares China Large-Cap,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
GREATER_CHINA,,P,MCHI,MCHI,iShares MSCI China,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
GREATER_CHINA,,P,EWH,EWH,iShares MSCI Hong Kong,US,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
GREATER_CHINA,,P,^HSI,^HSI,Hang Seng Index,HK,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
GREATER_CHINA,,P,000001.SS,000001.SS,Shanghai Composite,CN,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
GREATER_CHINA,,G,399001.SZ,399001.SZ,Shenzhen Component,CN,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
COMMODITY,,L,GC=F,GC=F,COMEX Gold Futures,COMMODITY,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
COMMODITY,,P,CL=F,CL=F,NYMEX WTI Crude Futures,COMMODITY,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
COMMODITY,,G,BZ=F,BZ=F,ICE Brent Crude Futures,COMMODITY,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
EUROPE_BROAD,,P,^STOXX50E,^STOXX50E,Euro Stoxx 50 Index,EU,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
EUROPE_INDEX,,P,^IBEX,^IBEX,IBEX 35 Index,ES,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
EUROPE_INDEX,,P,^AEX,^AEX,AEX Index,NL,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
EUROPE_INDEX,,P,^SSMI,^SSMI,SMI Index,CH,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
EUROPE_INDEX,,G,FTSEMIB.MI,FTSEMIB.MI,FTSE MIB Index,IT,D02_GLOBAL_FLOW_ROTATION,COUNT,VIA_GLOBAL_FLOW_V0104,DB_COVERAGE_VERIFIED+ROLE_PRIOR_LIQUIDITY_HEURISTIC
