category_id,via_code,series_id,name,region,sub_theme,freq,unit,source,transform
intl_index,,^GSPC,S&P 500,,,,,,
intl_index,,^IXIC,NASDAQ Comp,,,,,,
intl_index,,^NDX,NASDAQ 100,,,,,,
intl_index,,^DJI,Dow Jones,,,,,,
intl_index,,^RUT,Russell 2000,,,,,,
intl_index,,^SOX,Phlx Semi,,,,,,
intl_index,,^VIX,CBOE VIX,,,,,,
intl_index,,^N225,Nikkei 225,,,,,,
intl_index,,^HSI,Hang Seng,,,,,,
intl_index,,^GDAXI,DAX,,,,,,
intl_index,,^FTSE,FTSE 100,,,,,,
intl_index,,^STOXX50E,Euro Stoxx 50,,,,,,
intl_index,,000001.SS,Shanghai Comp,,,,,,
intl_index,,399001.SZ,Shenzhen Comp,,,,,,
intl_index,,^KS11,KOSPI,,,,,,
tw_financials,,2330.TW,台積電,,,,,mops,
tw_financials,,2317.TW,鴻海,,,,,mops,
tw_financials,,2454.TW,聯發科,,,,,mops,
tw_financials,,AAPL,Apple,,,,,yfinance,
tw_financials,,MSFT,Microsoft,,,,,yfinance,
tw_financials,,NVDA,NVIDIA,,,,,yfinance,
commodity,,CL=F,WTI Crude Oil,,,,,,
commodity,,BZ=F,Brent Crude,,,,,,
commodity,,NG=F,Natural Gas,,,,,,
commodity,,GC=F,Gold,,,,,,
commodity,,SI=F,Silver,,,,,,
commodity,,PL=F,Platinum,,,,,,
commodity,,PA=F,Palladium,,,,,,
commodity,,HG=F,Copper,,,,,,
commodity,,ALI=F,Aluminum,,,,,,
commodity,,ZS=F,Soybeans,,,,,,
commodity,,ZC=F,Corn,,,,,,
commodity,,ZW=F,Wheat,,,,,,
commodity,,KC=F,Coffee,,,,,,
commodity,,RB=F,RBOB Gasoline,,,,,,
commodity,,HO=F,Heating Oil,,,,,,
fx,,TWD=X,USD/TWD,,,,,,
fx,,EURUSD=X,EUR/USD,,,,,,
fx,,JPY=X,USD/JPY,,,,,,
fx,,GBPUSD=X,GBP/USD,,,,,,
fx,,CNY=X,USD/CNY,,,,,,
fx,,KRW=X,USD/KRW,,,,,,
fx,,AUDUSD=X,AUD/USD,,,,,,
fx,,DX-Y.NYB,DXY,,,,,,
fx,,HKD=X,USD/HKD,,,,,,
fx,,SGD=X,USD/SGD,,,,,,
macro,US.Prices.CPI.Headline,CPIAUCSL,CPI Headline,US,CPI,Monthly,Index 1982-84=100,FRED,
macro,US.Prices.CPI.Headline.YoY,CPIAUCSL,CPI YoY,US,CPI,Monthly,Percent,FRED,yoy
macro,US.Prices.CPI.Core,CPILFESL,Core CPI (ex Food & Energy),US,Core CPI,Monthly,Index 1982-84=100,FRED,
macro,US.Prices.CPI.Core.YoY,CPILFESL,Core CPI YoY,US,Core CPI,Monthly,Percent,FRED,yoy
macro,US.Prices.CPI.Food,CPIUFDSL,Food,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.FoodAtHome,CUSR0000SAF11,Food at Home,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.FoodAwayFromHome,CUSR0000SEFV,Food Away from Home,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.Energy,CPIENGSL,Energy,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.Gasoline,CUUR0000SETB01,Gasoline,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.FuelOil,CUSR0000SEHE,Fuel Oil,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.Electricity,CUUR0000SEHF01,Electricity,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.UtilityGas,CUUR0000SEHF02,Utility Gas,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.Shelter,CUSR0000SAH1,Shelter,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.Rent,CUSR0000SEHA,Rent of Primary Residence,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.OER,CUSR0000SEHC,Owners' Equivalent Rent,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.LodgingAwayFromHome,CUSR0000SEHB,Lodging Away From Home,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.NewVehicles,CUUR0000SETA01,New Vehicles,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.UsedCars,CUSR0000SETA02,Used Cars & Trucks,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.MotorInsurance,CUUR0000SETA05,Motor Vehicle Insurance,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.Apparel,CPIAPPSL,Apparel,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.Transportation,CUUR0000SAT,Transportation Services,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.MedicalCare,CPIMEDSL,Medical Care,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.MedicalServices,CUSR0000SAM2,Medical Services,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.MedicalCommodities,CUSR0000SAM1,Medical Commodities,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.Services,CUSR0000SAS,Services,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.RentOfShelter,CUSR0000SAS2RS,Rent of Shelter,US,CPI,Monthly,Index,FRED,
macro,US.Prices.CPI.ServicesLessRentOfShelter,CUSR0000SASL2RS,Services Less Rent of Shelter (supercore proxy),US,CPI,Monthly,Index,FRED,
macro,US.Prices.PCE.Headline,PCEPI,PCE Headline,US,PCE,Monthly,Index 2017=100,FRED,
macro,US.Prices.PCE.Headline.YoY,PCEPI,PCE YoY,US,PCE,Monthly,Percent,FRED,yoy
macro,US.Prices.PCE.Core,PCEPILFE,Core PCE,US,Core PCE,Monthly,Index 2017=100,FRED,
macro,US.Prices.PCE.Core.YoY,PCEPILFE,Core PCE YoY,US,Core PCE,Monthly,Percent,FRED,yoy
macro,US.Prices.PCE.Goods,DGDSRG3M086SBEA,PCE Goods Prices,US,PCE,Monthly,Index 2017=100,FRED,
macro,US.Prices.PCE.Services,DSERRG3M086SBEA,PCE Services Prices,US,PCE,Monthly,Index 2017=100,FRED,
macro,US.Prices.PPI.FinalDemand,PPIFID,PPI Final Demand,US,PPI,Monthly,Index,FRED,
macro,US.Prices.PPI.AllCommodities,PPIACO,PPI All Commodities,US,PPI,Monthly,Index 1982=100,FRED,
macro,US.Prices.PPI.ExFoodEnergy,PPICOR,PPI Ex Food & Energy (Core),US,PPI,Monthly,Index,FRED,
macro,US.Prices.PPI.FinalDemand.Goods,WPSFD49207,PPI Final Demand Goods,US,PPI,Monthly,Index,FRED,
macro,US.Prices.PPI.FinalDemand.Services,WPSFD4131,PPI Final Demand Services,US,PPI,Monthly,Index,FRED,
macro,US.Prices.PPI.IntermediateDemand,WPSID61,PPI Intermediate Demand Processed,US,PPI,Monthly,Index,FRED,
macro,US.Prices.PPI.Unprocessed,WPSID62,PPI Intermediate Demand Unprocessed,US,PPI,Monthly,Index,FRED,
macro,US.Prices.Import,IR,Import Price Index,US,Trade,Monthly,Index 2000=100,FRED,
macro,US.Prices.Export,IQ,Export Price Index,US,Trade,Monthly,Index 2000=100,FRED,
macro,US.Labor.UnempRate.U3,UNRATE,Unemployment Rate U3,US,Unemployment,Monthly,Percent,FRED,
macro,US.Labor.UnempRate.U6,U6RATE,U6 Underemployment Rate,US,Unemployment,Monthly,Percent,FRED,
macro,US.Labor.ParticipationRate,CIVPART,Labor Force Participation Rate,US,Unemployment,Monthly,Percent,FRED,
macro,US.Labor.EmpPopRatio,EMRATIO,Employment-Population Ratio,US,Unemployment,Monthly,Percent,FRED,
macro,US.Labor.NFP,PAYEMS,Nonfarm Payrolls,US,Payrolls,Monthly,Thousands,FRED,
macro,US.Labor.NFP.MoM,PAYEMS,NFP MoM Change,US,Payrolls,Monthly,Thousands,FRED,diff
macro,US.Labor.PrivatePayrolls,USPRIV,Private Payrolls,US,Payrolls,Monthly,Thousands,FRED,
macro,US.Labor.GovtPayrolls,USGOVT,Government Payrolls,US,Payrolls,Monthly,Thousands,FRED,
macro,US.Labor.MfgPayrolls,MANEMP,Manufacturing Payrolls,US,Payrolls,Monthly,Thousands,FRED,
macro,US.Labor.ConstructionPayrolls,USCONS,Construction Payrolls,US,Payrolls,Monthly,Thousands,FRED,
macro,US.Labor.AvgHourlyEarnings,CES0500000003,Avg Hourly Earnings,US,Wages,Monthly,Dollars,FRED,
macro,US.Labor.AvgHourlyEarnings.YoY,CES0500000003,AHE YoY,US,Wages,Monthly,Percent,FRED,yoy
macro,US.Labor.AvgWeeklyHours,AWHAETP,Avg Weekly Hours,US,Wages,Monthly,Hours,FRED,
macro,US.Labor.ECI,ECIALLCIV,Employment Cost Index,US,Wages,Quarterly,Index,FRED,
macro,US.Labor.ECI.Wages,ECIWAG,ECI Wages,US,Wages,Quarterly,Index,FRED,
macro,US.Labor.ECI.Benefits,ECIBEN,ECI Benefits,US,Wages,Quarterly,Index,FRED,
macro,US.Labor.JOLTS.JobOpenings,JTSJOL,Job Openings,US,JOLTS,Monthly,Thousands,FRED,
macro,US.Labor.JOLTS.Hires,JTSHIL,Hires,US,JOLTS,Monthly,Thousands,FRED,
macro,US.Labor.JOLTS.Quits,JTSQUL,Quits,US,JOLTS,Monthly,Thousands,FRED,
macro,US.Labor.JOLTS.Layoffs,JTSLDL,Layoffs & Discharges,US,JOLTS,Monthly,Thousands,FRED,
macro,US.Labor.JOLTS.Separations,JTSTSL,Total Separations,US,JOLTS,Monthly,Thousands,FRED,
macro,US.Labor.InitialClaims,ICSA,Initial Jobless Claims,US,Claims,Weekly,Number,FRED,
macro,US.Labor.ContinuingClaims,CCSA,Continuing Claims,US,Claims,Weekly,Number,FRED,
macro,US.Labor.InsuredUnempRate,IURSA,Insured Unemployment Rate,US,Claims,Weekly,Percent,FRED,
macro,US.Labor.Productivity,OPHNFB,Output Per Hour Nonfarm Business,US,Productivity,Quarterly,Index,FRED,
macro,US.Labor.UnitLaborCosts,ULCNFB,Unit Labor Costs Nonfarm,US,Productivity,Quarterly,Index,FRED,
macro,US.Business.ISM.Mfg.PMI,NAPM,ISM Mfg PMI Headline,US,ISM Mfg,Monthly,Index,FRED,
macro,US.Business.ISM.Mfg.NewOrders,NAPMNOI,ISM Mfg New Orders,US,ISM Mfg,Monthly,Index,FRED,
macro,US.Business.ISM.Mfg.Production,NAPMPI,ISM Mfg Production,US,ISM Mfg,Monthly,Index,FRED,
macro,US.Business.ISM.Mfg.Employment,NAPMEI,ISM Mfg Employment,US,ISM Mfg,Monthly,Index,FRED,
macro,US.Business.ISM.Mfg.Prices,NAPMPRI,ISM Mfg Prices Paid,US,ISM Mfg,Monthly,Index,FRED,
macro,US.Business.ISM.Mfg.SupplierDeliveries,NAPMSDI,ISM Mfg Supplier Deliveries,US,ISM Mfg,Monthly,Index,FRED,
macro,US.Business.ISM.Mfg.Inventories,NAPMII,ISM Mfg Inventories,US,ISM Mfg,Monthly,Index,FRED,
macro,US.Business.ISM.Svc.PMI,NMFCI,ISM Services PMI,US,ISM Svc,Monthly,Index,FRED,
macro,US.Business.ISM.Svc.BusinessActivity,NMFBAI,ISM Svc Business Activity,US,ISM Svc,Monthly,Index,FRED,
macro,US.Business.ISM.Svc.NewOrders,NMFNOI,ISM Svc New Orders,US,ISM Svc,Monthly,Index,FRED,
macro,US.Business.ISM.Svc.Employment,NMFEI,ISM Svc Employment,US,ISM Svc,Monthly,Index,FRED,
macro,US.Business.ISM.Svc.Prices,NMFPI,ISM Svc Prices Paid,US,ISM Svc,Monthly,Index,FRED,
macro,US.Business.SPG.PMI.Mfg,USMFGPMI,S&P Global Mfg PMI,US,S&P Global,Monthly,Index,FRED,
macro,US.Business.RegionalFed.EmpireState,GACDFSA066MSFRBNY,Empire State Mfg Survey,US,Regional Fed,Monthly,Diffusion Index,FRED,
macro,US.Business.RegionalFed.PhillyFed,GACDISA066MSFRBPHI,Philly Fed Business Survey,US,Regional Fed,Monthly,Diffusion Index,FRED,
macro,US.Business.RegionalFed.DallasFed,BACTSAMFRBDAL,Dallas Fed Mfg Outlook,US,Regional Fed,Monthly,Diffusion Index,FRED,
macro,US.Business.ConsumerConfidence,CSCICP03USM665S,Conference Board Consumer Confidence,US,Sentiment,Monthly,Index,FRED,
macro,US.Business.UMichSentiment,UMCSENT,U Mich Consumer Sentiment,US,Sentiment,Monthly,Index,FRED,
macro,US.Business.UMichExpectations,MICH,U Mich Inflation Expectations,US,Sentiment,Monthly,Percent,FRED,
macro,US.Business.NFIB,NFIB,NFIB Small Business Optimism,US,Sentiment,Monthly,Index,FRED,
macro,US.Business.LEI,USSLIND,Conference Board LEI,US,Leading,Monthly,Index,FRED,
macro,US.Growth.GDP.Real,GDPC1,Real GDP,US,GDP,Quarterly,Billions 2017 USD,FRED,
macro,US.Growth.GDP.Nominal,GDP,Nominal GDP,US,GDP,Quarterly,Billions USD,FRED,
macro,US.Growth.GDP.QoQ.Annualized,A191RL1Q225SBEA,Real GDP QoQ Annualized,US,GDP,Quarterly,Percent,FRED,
macro,US.Growth.GDP.Deflator,GDPDEF,GDP Deflator,US,GDP,Quarterly,Index,FRED,
macro,US.Growth.GDP.PCE,PCEC96,PCE Real,US,GDP Components,Quarterly,Billions 2017 USD,FRED,
macro,US.Growth.GDP.GPDI,GPDI,Gross Private Investment,US,GDP Components,Quarterly,Billions USD,FRED,
macro,US.Growth.GDP.GCE,GCE,Govt Consumption & Investment,US,GDP Components,Quarterly,Billions USD,FRED,
macro,US.Growth.GDP.NetExports,NETEXP,Net Exports,US,GDP Components,Quarterly,Billions USD,FRED,
macro,US.Growth.GDPNow,GDPNOW,Atlanta Fed GDPNow,US,Nowcast,Weekly,Percent,FRED,
macro,US.Growth.IndProd.Total,INDPRO,Industrial Production Total,US,Industrial,Monthly,Index 2017=100,FRED,
macro,US.Growth.IndProd.Mfg,IPMAN,Industrial Production Mfg,US,Industrial,Monthly,Index 2017=100,FRED,
macro,US.Growth.CapUtil,TCU,Capacity Utilization,US,Industrial,Monthly,Percent,FRED,
macro,US.Growth.DurableGoods.Total,DGORDER,Durable Goods Total Orders,US,DurableGoods,Monthly,Millions USD,FRED,
macro,US.Growth.DurableGoods.Core,NEWORDER,Core Cap Goods Orders ex Defense ex Aircraft,US,DurableGoods,Monthly,Millions USD,FRED,
macro,US.Consumer.RetailSales,RSAFS,Retail Sales Total,US,Retail,Monthly,Millions USD,FRED,
macro,US.Consumer.RetailSales.ExAuto,RSFSXMV,Retail Sales Ex Auto,US,Retail,Monthly,Millions USD,FRED,
macro,US.Consumer.RetailSales.Control,RSSTHD,Retail Sales Control Group,US,Retail,Monthly,Millions USD,FRED,
macro,US.Consumer.PersonalIncome,PI,Personal Income,US,Income,Monthly,Billions USD,FRED,
macro,US.Consumer.PersonalSpending,PCE,Personal Consumption Expenditure,US,Spending,Monthly,Billions USD,FRED,
macro,US.Consumer.DPI,DSPI,Disposable Personal Income,US,Income,Monthly,Billions USD,FRED,
macro,US.Consumer.SavingsRate,PSAVERT,Personal Savings Rate,US,Savings,Monthly,Percent,FRED,
macro,US.Consumer.Credit.CardDelinquency,DRCCLACBS,Credit Card Delinquency Rate,US,Credit,Quarterly,Percent,FRED,
macro,US.Housing.Starts.Total,HOUST,Housing Starts Total,US,Construction,Monthly,Thousands SAAR,FRED,
macro,US.Housing.Starts.SingleFamily,HOUST1F,Housing Starts Single Family,US,Construction,Monthly,Thousands SAAR,FRED,
macro,US.Housing.Starts.MultiFamily,HOUST5F,Housing Starts 5+ Multi-Family,US,Construction,Monthly,Thousands SAAR,FRED,
macro,US.Housing.BuildingPermits.Total,PERMIT,Building Permits Total,US,Construction,Monthly,Thousands SAAR,FRED,
macro,US.Housing.BuildingPermits.SingleFamily,PERMIT1,Building Permits Single Family,US,Construction,Monthly,Thousands SAAR,FRED,
macro,US.Housing.NewHomeSales,HSN1F,New Home Sales,US,Sales,Monthly,Thousands SAAR,FRED,
macro,US.Housing.ExistingHomeSales,EXHOSLUSM495S,Existing Home Sales,US,Sales,Monthly,Millions SAAR,FRED,
macro,US.Housing.PendingHomeSales,HSN1FNSA,Pending Home Sales Index,US,Sales,Monthly,Index,FRED,
macro,US.Housing.Prices.CaseShiller20,SPCS20RSA,Case-Shiller 20-City,US,Prices,Monthly,Index,FRED,
macro,US.Housing.Prices.CaseShiller10,SPCS10RSA,Case-Shiller 10-City,US,Prices,Monthly,Index,FRED,
macro,US.Housing.Prices.FHFA,USSTHPI,FHFA House Price Index,US,Prices,Quarterly,Index,FRED,
macro,US.Housing.NAHB.Index,NAHBMMI,NAHB Housing Market Index,US,Sentiment,Monthly,Index,FRED,
macro,US.Housing.Mortgage.30Y,MORTGAGE30US,30-Year Fixed Mortgage Rate,US,Mortgage,Weekly,Percent,FRED,
macro,US.Housing.Mortgage.15Y,MORTGAGE15US,15-Year Fixed Mortgage Rate,US,Mortgage,Weekly,Percent,FRED,
macro,US.Fiscal.MTS.GrossReceipts,v1/accounting/mts/mts_table_1,MTS Current Month Gross Receipts,US,MTS,Monthly,Millions USD,Treasury_FD,
macro,US.Fiscal.MTS.GrossOutlays,v1/accounting/mts/mts_table_1,MTS Current Month Gross Outlays,US,MTS,Monthly,Millions USD,Treasury_FD,
macro,US.Fiscal.MTS.DeficitSurplus,v1/accounting/mts/mts_table_1,MTS Current Month Deficit/Surplus,US,MTS,Monthly,Millions USD,Treasury_FD,
macro,US.Fiscal.MTS.YTD.Receipts,v1/accounting/mts/mts_table_1,MTS YTD Receipts,US,MTS,Monthly,Millions USD,Treasury_FD,
macro,US.Fiscal.MTS.YTD.Outlays,v1/accounting/mts/mts_table_1,MTS YTD Outlays,US,MTS,Monthly,Millions USD,Treasury_FD,
macro,US.Fiscal.MTS.YTD.DeficitSurplus,v1/accounting/mts/mts_table_1,MTS YTD Deficit/Surplus,US,MTS,Monthly,Millions USD,Treasury_FD,
macro,US.Fiscal.MTS.ReceiptsBySource,v1/accounting/mts/mts_table_4,Receipts by Source (Indiv/Corp/Excise/Customs/etc),US,MTS,Monthly,Millions USD,Treasury_FD,
macro,US.Fiscal.MTS.OutlaysByFunction,v1/accounting/mts/mts_table_5,Outlays by Function (Defense/SocSec/Medicare/etc),US,MTS,Monthly,Millions USD,Treasury_FD,
macro,US.Fiscal.DTS.TotalReceipts,v1/accounting/dts/deposits_withdrawals_operating_cash,DTS Daily Total Deposits (Receipts),US,DTS,Daily,Millions USD,Treasury_FD,
macro,US.Fiscal.DTS.TotalOutlays,v1/accounting/dts/deposits_withdrawals_operating_cash,DTS Daily Total Withdrawals (Outlays),US,DTS,Daily,Millions USD,Treasury_FD,
macro,US.Fiscal.DTS.OperatingCashBalance,v1/accounting/dts/operating_cash_balance,DTS Operating Cash Balance (TGA),US,DTS,Daily,Millions USD,Treasury_FD,
macro,US.Fiscal.DTS.PublicDebtIssues,v1/accounting/dts/public_debt_transactions,DTS Public Debt Cash Issues,US,DTS,Daily,Millions USD,Treasury_FD,
macro,US.Fiscal.DTS.PublicDebtRedemptions,v1/accounting/dts/public_debt_transactions,DTS Public Debt Cash Redemptions,US,DTS,Daily,Millions USD,Treasury_FD,
macro,US.Fiscal.DTS.NetFlow,_derived,DTS Net Flow (Receipts - Outlays),US,DTS,Daily,Millions USD,Treasury_FD,"subtract:US.Fiscal.DTS.TotalReceipts,US.Fiscal.DTS.TotalOutlays"
macro,US.Fiscal.Debt.TotalPublic,GFDEBTN,Total Public Debt Outstanding,US,Debt,Quarterly,Millions USD,FRED,
macro,US.Fiscal.Debt.HeldByPublic,FYGFDPUN,Federal Debt Held by Public,US,Debt,Annual,Millions USD,FRED,
macro,US.Fiscal.Debt.ToGDP,GFDEGDQ188S,Federal Debt to GDP,US,Debt,Quarterly,Percent,FRED,
macro,US.Fiscal.Debt.NetInterest,FYOINT,Federal Net Interest Outlays,US,Debt,Annual,Millions USD,FRED,
macro,US.Fed.Rates.FedFundsEffective,DFF,Effective Fed Funds Rate,US,Rates,Daily,Percent,FRED,
macro,US.Fed.Rates.FedFundsTarget.Upper,DFEDTARU,Fed Funds Target Upper Bound,US,Rates,Daily,Percent,FRED,
macro,US.Fed.Rates.FedFundsTarget.Lower,DFEDTARL,Fed Funds Target Lower Bound,US,Rates,Daily,Percent,FRED,
macro,US.Fed.Rates.IORB,IORB,Interest on Reserve Balances,US,Rates,Daily,Percent,FRED,
macro,US.Fed.Rates.DiscountRate,INTDSRUSM193N,Discount Rate (Primary Credit),US,Rates,Monthly,Percent,FRED,
macro,US.Fed.Rates.SOFR,SOFR,Secured Overnight Financing Rate,US,Rates,Daily,Percent,FRED,
macro,US.Fed.Rates.EFFR,EFFR,Effective Federal Funds Rate (daily),US,Rates,Daily,Percent,FRED,
macro,US.Fed.BalanceSheet.Total,WALCL,Fed Total Assets (WALCL),US,BalanceSheet,Weekly,Millions USD,FRED,
macro,US.Fed.BalanceSheet.Treasuries,TREAST,Fed Holdings of US Treasuries,US,BalanceSheet,Weekly,Millions USD,FRED,
macro,US.Fed.BalanceSheet.MBS,WSHOMCB,Fed Holdings of MBS,US,BalanceSheet,Weekly,Millions USD,FRED,
macro,US.Fed.BalanceSheet.ReverseRepo,RRPONTSYD,Overnight Reverse Repo (RRP),US,BalanceSheet,Daily,Billions USD,FRED,
macro,US.Fed.BalanceSheet.TGA,WTREGEN,Treasury General Account (TGA),US,BalanceSheet,Weekly,Millions USD,FRED,
macro,US.Fed.BalanceSheet.BankReserves,WRESBAL,Total Bank Reserves,US,BalanceSheet,Weekly,Billions USD,FRED,
macro,US.Fed.MoneySupply.M1,M1SL,M1 Money Supply,US,MoneySupply,Monthly,Billions USD,FRED,
macro,US.Fed.MoneySupply.M2,M2SL,M2 Money Supply,US,MoneySupply,Monthly,Billions USD,FRED,
macro,US.Fed.MoneySupply.M2.YoY,M2SL,M2 YoY,US,MoneySupply,Monthly,Percent,FRED,yoy
macro,US.Fed.ForwardGuidance.FOMC.Statements,US.Fed.ForwardGuidance.FOMC.Statements,FOMC Statement Text,US,ForwardGuidance,PerMeeting,text,Fed,
macro,US.Fed.ForwardGuidance.DotPlot,US.Fed.ForwardGuidance.DotPlot,FOMC Dot Plot Projections,US,ForwardGuidance,Quarterly,Percent,Fed,
macro,US.Rates.Treasury.1M,DGS1MO,1-Month Treasury,US,Treasury,Daily,Percent,FRED,
macro,US.Rates.Treasury.3M,DTB3,3-Month T-Bill,US,Treasury,Daily,Percent,FRED,
macro,US.Rates.Treasury.6M,DTB6,6-Month T-Bill,US,Treasury,Daily,Percent,FRED,
macro,US.Rates.Treasury.1Y,DGS1,1-Year Treasury,US,Treasury,Daily,Percent,FRED,
macro,US.Rates.Treasury.2Y,DGS2,2-Year Treasury,US,Treasury,Daily,Percent,FRED,
macro,US.Rates.Treasury.3Y,DGS3,3-Year Treasury,US,Treasury,Daily,Percent,FRED,
macro,US.Rates.Treasury.5Y,DGS5,5-Year Treasury,US,Treasury,Daily,Percent,FRED,
macro,US.Rates.Treasury.7Y,DGS7,7-Year Treasury,US,Treasury,Daily,Percent,FRED,
macro,US.Rates.Treasury.10Y,DGS10,10-Year Treasury,US,Treasury,Daily,Percent,FRED,
macro,US.Rates.Treasury.20Y,DGS20,20-Year Treasury,US,Treasury,Daily,Percent,FRED,
macro,US.Rates.Treasury.30Y,DGS30,30-Year Treasury,US,Treasury,Daily,Percent,FRED,
macro,US.Rates.TIPS.5Y,DFII5,5Y TIPS Real Yield,US,TIPS,Daily,Percent,FRED,
macro,US.Rates.TIPS.10Y,DFII10,10Y TIPS Real Yield,US,TIPS,Daily,Percent,FRED,
macro,US.Rates.TIPS.20Y,DFII20,20Y TIPS Real Yield,US,TIPS,Daily,Percent,FRED,
macro,US.Rates.TIPS.30Y,DFII30,30Y TIPS Real Yield,US,TIPS,Daily,Percent,FRED,
macro,US.Rates.Spread.2s10s,T10Y2Y,10Y-2Y Spread,US,Spread,Daily,Percent,FRED,
macro,US.Rates.Spread.3m10y,T10Y3M,10Y-3M Spread (NY Fed Recession Model),US,Spread,Daily,Percent,FRED,
macro,US.Rates.BreakEven.5Y,T5YIE,5Y Breakeven Inflation,US,Breakeven,Daily,Percent,FRED,
macro,US.Rates.BreakEven.10Y,T10YIE,10Y Breakeven Inflation,US,Breakeven,Daily,Percent,FRED,
macro,US.Rates.BreakEven.5Y5Y,T5YIFR,5Y5Y Forward Inflation,US,Breakeven,Daily,Percent,FRED,
macro,US.Rates.Credit.HY_OAS,BAMLH0A0HYM2,ICE BofA HY OAS Spread,US,Credit,Daily,Percent,FRED,
macro,US.Rates.Credit.IG_OAS,BAMLC0A0CM,ICE BofA IG OAS Spread,US,Credit,Daily,Percent,FRED,
macro,US.Rates.Credit.CCC_OAS,BAMLH0A3HYC,ICE BofA CCC OAS Spread,US,Credit,Daily,Percent,FRED,
