"FileName","Path","SizeBytes","ModifiedTime","Status","Risk"
"Invoke-VeritasNexusCore.ps1.backup_20260610_193726","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner_patch\RUN_20260610_193726\_backup\Invoke-VeritasNexusCore.ps1.backup_20260610_193726","2911","2026-06-08 20:15:46","FOUND","LOW"
"NEXUSCORE_ACTION_RUNNER_PATCH_REPORT.csv","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner_patch\RUN_20260610_193726\_reports\NEXUSCORE_ACTION_RUNNER_PATCH_REPORT.csv","505","2026-06-10 19:37:29","FOUND","LOW"
"NEXUSCORE_ACTION_RUNNER_PATCH_REPORT.html","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner_patch\RUN_20260610_193726\_reports\NEXUSCORE_ACTION_RUNNER_PATCH_REPORT.html","3208","2026-06-10 19:37:29","FOUND","LOW"
"NEXUSCORE_ACTION_RUNNER_PATCH_REPORT.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner_patch\RUN_20260610_193726\_reports\NEXUSCORE_ACTION_RUNNER_PATCH_REPORT.json","698","2026-06-10 19:37:29","FOUND","LOW"
"NEXUSCORE_AI_ONBOARDING.md","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_AI_ONBOARDING.md","2266","2026-06-10 16:10:38","FOUND","LOW"
"NEXUSCORE_PROGRESS.html","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_PROGRESS.html","7188","2026-06-10 16:10:38","FOUND","LOW"
"NEXUSCORE_TOOL_MATRIX.csv","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_TOOL_MATRIX.csv","2768","2026-06-10 16:10:38","FOUND","LOW"
"NEXUSCORE_TOOL_MATRIX.html","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_TOOL_MATRIX.html","5110","2026-06-10 16:10:38","FOUND","LOW"
"NEXUSCORE_TOOL_MATRIX.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161032\NEXUSCORE_TOOL_MATRIX.json","4034","2026-06-10 16:10:38","FOUND","LOW"
"NEXUSCORE_AI_ONBOARDING.md","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_AI_ONBOARDING.md","2266","2026-06-10 16:12:21","FOUND","LOW"
"NEXUSCORE_PROGRESS.html","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_PROGRESS.html","7188","2026-06-10 16:12:21","FOUND","LOW"
"NEXUSCORE_TOOL_MATRIX.csv","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_TOOL_MATRIX.csv","2768","2026-06-10 16:12:21","FOUND","LOW"
"NEXUSCORE_TOOL_MATRIX.html","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_TOOL_MATRIX.html","5110","2026-06-10 16:12:21","FOUND","LOW"
"NEXUSCORE_TOOL_MATRIX.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_ai_onboarding\RUN_20260610_161210\NEXUSCORE_TOOL_MATRIX.json","4034","2026-06-10 16:12:21","FOUND","LOW"
"NEXUSCORE_ENVMANAGER_PLAN.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_full_registry\RUN_20260610_163856\_supportive_env\NEXUSCORE_ENVMANAGER_PLAN.json","66459","2026-06-10 16:39:04","FOUND","LOW"
"NEXUSCORE_HARDGATE_POLICY.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_full_registry\RUN_20260610_163856\_supportive_hardgate\NEXUSCORE_HARDGATE_POLICY.json","19053","2026-06-10 16:39:04","FOUND","LOW"
"NEXUSCORE_CELERITAS_ACCELERATION_PLAN.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_full_registry\RUN_20260610_163856\_supportive_install_plans\NEXUSCORE_CELERITAS_ACCELERATION_PLAN.json","13392","2026-06-10 16:39:04","FOUND","LOW"
"NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_full_registry\RUN_20260610_163856\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv","118866","2026-06-10 16:39:03","FOUND","LOW"
"NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.html","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_full_registry\RUN_20260610_163856\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.html","146342","2026-06-10 16:39:04","FOUND","LOW"
"NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_full_registry\RUN_20260610_163856\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json","194053","2026-06-10 16:39:03","FOUND","LOW"
"NEXUSCORE_FINAL_CAPABILITY_MATRIX.html","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_full_registry\RUN_20260610_163856\_supportive_reports\NEXUSCORE_FINAL_CAPABILITY_MATRIX.html","146342","2026-06-10 16:39:04","FOUND","LOW"
"Invoke-VeritasNexusCore.ps1.backup_20260610_201023","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_backup\Invoke-VeritasNexusCore.ps1.backup_20260610_201023","29603","2026-06-10 19:37:29","FOUND","LOW"
"NEXUSCORE_MASTER_ORCHESTRATOR.log","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_logs\NEXUSCORE_MASTER_ORCHESTRATOR.log","1230","2026-06-10 20:10:38","FOUND","LOW"
"NEXUSCORE_MASTER_PROGRESS.html","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_reports\NEXUSCORE_MASTER_PROGRESS.html","5144","2026-06-10 20:10:38","FOUND","LOW"
"NEXUSCORE_CELERITAS_ACCELERATION_PLAN.html","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_supportive_acceleration\NEXUSCORE_CELERITAS_ACCELERATION_PLAN.html","24313","2026-06-10 20:10:38","FOUND","LOW"
"NEXUSCORE_CELERITAS_ACCELERATION_PLAN.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_supportive_acceleration\NEXUSCORE_CELERITAS_ACCELERATION_PLAN.json","30045","2026-06-10 20:10:38","FOUND","LOW"
"NEXUSCORE_ENVMANAGER_PLAN.html","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_supportive_env\NEXUSCORE_ENVMANAGER_PLAN.html","2111","2026-06-10 20:10:37","FOUND","LOW"
"NEXUSCORE_ENVMANAGER_PLAN.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_supportive_env\NEXUSCORE_ENVMANAGER_PLAN.json","1321","2026-06-10 20:10:37","FOUND","LOW"
"NEXUSCORE_HARDGATE_POLICY.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_supportive_hardgate\NEXUSCORE_HARDGATE_POLICY.json","19021","2026-06-10 20:10:37","FOUND","LOW"
"NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv","117357","2026-06-10 20:10:37","FOUND","LOW"
"NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.html","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.html","142922","2026-06-10 20:10:37","FOUND","LOW"
"NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_master_orchestrator\RUN_20260610_201023\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json","188863","2026-06-10 20:10:37","FOUND","LOW"
"Invoke-VeritasNexusCore.snapshot.txt","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\Invoke-VeritasNexusCore.snapshot.txt","2913","2026-06-10 15:36:06","FOUND","LOW"
"Read_Me_VeritasNexusCore.snapshot.txt","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\Read_Me_VeritasNexusCore.snapshot.txt","11110","2026-06-10 15:36:05","FOUND","LOW"
"supportive_modules_onboarding_report.html","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\supportive_modules_onboarding_report.html","60581","2026-06-10 15:36:06","FOUND","LOW"
"supportive_modules_registry.csv","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\supportive_modules_registry.csv","47854","2026-06-10 15:36:06","FOUND","LOW"
"supportive_modules_registry.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\supportive_modules_registry.json","1731","2026-06-10 15:36:06","FOUND","LOW"
"Invoke-VeritasNexusCore.snapshot.txt","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\Invoke-VeritasNexusCore.snapshot.txt","2913","2026-06-10 15:40:10","FOUND","LOW"
"Read_Me_VeritasNexusCore.snapshot.txt","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\Read_Me_VeritasNexusCore.snapshot.txt","11110","2026-06-10 15:40:10","FOUND","LOW"
"supportive_modules_onboarding_report.html","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\supportive_modules_onboarding_report.html","62533","2026-06-10 15:40:10","FOUND","LOW"
"supportive_modules_registry.csv","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\supportive_modules_registry.csv","49551","2026-06-10 15:40:10","FOUND","LOW"
"supportive_modules_registry.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\supportive_modules_registry.json","1731","2026-06-10 15:40:10","FOUND","LOW"
"VIA_Runtime_Bridge_All_in_One.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\__pycache__\VIA_Runtime_Bridge_All_in_One.cpython-313.pyc","25583","2026-06-10 12:33:57","FOUND","LOW"
"VIA_RuntimeImportFirewall.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\__pycache__\VIA_RuntimeImportFirewall.cpython-313.pyc","12289","2026-06-10 12:33:57","FOUND","LOW"
"VIA_Supportive_Runtime_HardGate_Bridge.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\__pycache__\VIA_Supportive_Runtime_HardGate_Bridge.cpython-313.pyc","17901","2026-06-10 12:33:57","FOUND","LOW"
"VIA_Runtime_Bridge_All_in_One.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_Runtime_Bridge_All_in_One.py","29537","2026-05-26 16:47:58","FOUND","LOW"
"VIA_Runtime_Bridge_All_in_One.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_Runtime_Bridge_All_in_One.py.freeze.lock.json","1079","2026-06-08 20:10:15","FOUND","LOW"
"VIA_RuntimeImportFirewall.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_RuntimeImportFirewall.py","9658","2026-05-26 16:35:45","FOUND","LOW"
"VIA_RuntimeImportFirewall.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_RuntimeImportFirewall.py.freeze.lock.json","1063","2026-06-08 20:10:15","FOUND","LOW"
"VIA_Supportive_Runtime_HardGate_Bridge.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_Supportive_Runtime_HardGate_Bridge.py","14829","2026-05-26 16:47:59","FOUND","LOW"
"VIA_Supportive_Runtime_HardGate_Bridge.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_Supportive_Runtime_HardGate_Bridge.py.freeze.lock.json","1115","2026-06-08 20:10:15","FOUND","LOW"
"VIA_RegistryCore_v1.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\__pycache__\VIA_RegistryCore_v1.cpython-313.pyc","47261","2026-06-10 12:33:57","FOUND","LOW"
"VIA_SSOT_Unified.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\__pycache__\VIA_SSOT_Unified.cpython-313.pyc","273840","2026-06-10 12:33:57","FOUND","LOW"
"VIA_RegistryCore_v1.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIA_RegistryCore_v1.py","49130","2026-05-26 16:47:57","FOUND","LOW"
"VIA_RegistryCore_v1.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIA_RegistryCore_v1.py.freeze.lock.json","1042","2026-06-08 20:10:15","FOUND","LOW"
"VIA_SSOT_Unified.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIA_SSOT_Unified.py","306724","2026-05-26 16:47:58","FOUND","LOW"
"VIA_SSOT_Unified.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIA_SSOT_Unified.py.freeze.lock.json","1031","2026-06-08 20:10:15","FOUND","LOW"
"VIS_Supportive_Module_Index.html","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIS_Supportive_Module_Index.html","1934207","2026-05-23 09:00:08","FOUND","LOW"
"VIS_Supportive_Module_Index.html.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIS_Supportive_Module_Index.html.freeze.lock.json","1128","2026-06-08 20:10:15","FOUND","LOW"
"VIS_Supportive_Module_Index.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIS_Supportive_Module_Index.json","2652","2026-05-23 09:00:08","FOUND","LOW"
"VIS_Supportive_Module_Index.json.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIS_Supportive_Module_Index.json.freeze.lock.json","1017","2026-06-08 20:10:15","FOUND","LOW"
"VIA_HardGate_SealEngine.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\__pycache__\VIA_HardGate_SealEngine.cpython-313.pyc","5051","2026-06-10 12:33:57","FOUND","LOW"
"VIA_Panorama_AST_RuntimeInjector.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\__pycache__\VIA_Panorama_AST_RuntimeInjector.cpython-313.pyc","15009","2026-06-10 12:33:57","FOUND","LOW"
"VIA_HardGate_SealEngine.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_HardGate_SealEngine.py","4582","2026-05-26 16:35:45","FOUND","LOW"
"VIA_HardGate_SealEngine.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_HardGate_SealEngine.py.freeze.lock.json","1068","2026-06-08 20:10:15","FOUND","LOW"
"VIA_Panorama_AST_RuntimeInjector.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Panorama_AST_RuntimeInjector.py","13403","2026-05-26 16:47:57","FOUND","LOW"
"VIA_Panorama_AST_RuntimeInjector.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Panorama_AST_RuntimeInjector.py.freeze.lock.json","1105","2026-06-08 20:10:15","FOUND","LOW"
"VIA_Supportive_HardGate_Seal.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Supportive_HardGate_Seal.json","714","2026-04-30 15:51:22","FOUND","LOW"
"VIA_Supportive_HardGate_Seal.json.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Supportive_HardGate_Seal.json.freeze.lock.json","1033","2026-06-08 20:10:15","FOUND","LOW"
"VIA_Supportive_HardGate_Seal.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Supportive_HardGate_Seal.ps1","366","2026-04-28 11:44:50","FOUND","LOW"
"VIA_Supportive_HardGate_Seal.ps1.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Supportive_HardGate_Seal.ps1.freeze.lock.json","1041","2026-06-08 20:10:15","FOUND","LOW"
"VIA_VRN_HardGate_Bridge_Seal.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_VRN_HardGate_Bridge_Seal.json","898","2026-05-06 14:46:08","FOUND","LOW"
"VIA_VRN_HardGate_Bridge_Seal.json.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_VRN_HardGate_Bridge_Seal.json.freeze.lock.json","1033","2026-06-08 20:10:15","FOUND","LOW"
"VIA_EnvManager.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\__pycache__\VIA_EnvManager.cpython-313.pyc","69578","2026-06-10 12:33:57","FOUND","LOW"
"VIS_InstallHealthRegistry.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\__pycache__\VIS_InstallHealthRegistry.cpython-313.pyc","7265","2026-06-10 12:33:57","FOUND","LOW"
"VIA_EnvManager.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIA_EnvManager.py","68497","2026-04-26 02:33:51","FOUND","LOW"
"VIA_EnvManager.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIA_EnvManager.py.freeze.lock.json","1032","2026-06-08 20:10:15","FOUND","LOW"
"VIS_InstallHealthRegistry.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIS_InstallHealthRegistry.py","5107","2026-05-26 16:35:46","FOUND","LOW"
"VIS_InstallHealthRegistry.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIS_InstallHealthRegistry.py.freeze.lock.json","1074","2026-06-08 20:10:15","FOUND","LOW"
"VeritasAegisNexus.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\__pycache__\VeritasAegisNexus.cpython-313.pyc","233225","2026-06-10 12:33:57","FOUND","LOW"
"VeritasCeleritas.cpython-313.pyc","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\__pycache__\VeritasCeleritas.cpython-313.pyc","305509","2026-06-10 12:33:57","FOUND","LOW"
"VeritasAegisNexus.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasAegisNexus.py","208495","2026-05-26 02:51:15","FOUND","LOW"
"VeritasAegisNexus.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasAegisNexus.py.freeze.lock.json","1056","2026-06-08 20:10:15","FOUND","LOW"
"VeritasCeleritas.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasCeleritas.py","242127","2026-05-06 00:35:34","FOUND","LOW"
"VeritasCeleritas.py.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasCeleritas.py.freeze.lock.json","1053","2026-06-08 20:10:15","FOUND","LOW"
"Invoke-VIA-ALL.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-ALL.ps1","23138","2026-06-06 08:50:39","FOUND","LOW"
"Invoke-VIA-ALL.ps1.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-ALL.ps1.freeze.lock.json","997","2026-06-08 20:10:15","FOUND","LOW"
"Invoke-VIA-FinishProject-SafeFast.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-FinishProject-SafeFast.ps1","10436","2026-04-28 11:52:20","FOUND","LOW"
"Invoke-VIA-FinishProject-SafeFast.ps1.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-FinishProject-SafeFast.ps1.freeze.lock.json","1073","2026-06-08 20:10:15","FOUND","LOW"
"Invoke-VIA-PanoramaHardGateSafeFix.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-PanoramaHardGateSafeFix.ps1","6368","2026-04-28 11:47:36","FOUND","LOW"
"Invoke-VIA-PanoramaHardGateSafeFix.ps1.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-PanoramaHardGateSafeFix.ps1.freeze.lock.json","1077","2026-06-08 20:10:15","FOUND","LOW"
"Invoke-VIA-SupportiveHardGate.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-SupportiveHardGate.ps1","1770","2026-04-28 11:44:49","FOUND","LOW"
"Invoke-VIA-SupportiveHardGate.ps1.freeze.lock.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-SupportiveHardGate.ps1.freeze.lock.json","1057","2026-06-08 20:10:15","FOUND","LOW"
"Invoke-VRN-Guarded-Entry-v217.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-Guarded-Entry-v217.ps1","2316","2026-05-24 21:03:20","FOUND","LOW"
