file_path,file_name,column_name,row_count,non_blank_count,non_blank_ratio,unique_count,numeric_ratio,date_ratio,symbol_score,date_score,value_score,source_score,sample_values
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_v0278_20260610_220705\preview\VDF_AkShare_CandidateToCanonicalDryRunPreview_v0278.json,VDF_AkShare_CandidateToCanonicalDryRunPreview_v0278.json,_vdf_dryrun_action,150,150,1.0,1,0.0,0.0,25,0,0,10,ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE | ADD_CANDIDATE
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_v0278_20260610_220705\preview\VDF_AkShare_CandidateToCanonicalDryRunPreview_v0278.json,VDF_AkShare_CandidateToCanonicalDryRunPreview_v0278.json,_vdf_dryrun_policy,150,150,1.0,1,0.0,0.0,25,0,0,10,DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE | DRYRUN_ONLY_NO_DATABASE_WRITE
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_v0278_20260610_220705\preview\VDF_AkShare_CandidateToCanonicalDryRunPreview_v0278.json,VDF_AkShare_CandidateToCanonicalDryRunPreview_v0278.json,_vdf_dryrun_at,150,150,1.0,1,1.0,1.0,-40,40,-5,10,2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05 | 2026-06-10 22:07:05
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_v0278_20260610_220705\registry\VDF_AkShare_CandidateToCanonicalDryRunAudit_v0278.json,VDF_AkShare_CandidateToCanonicalDryRunAudit_v0278.json,0,1,1,1.0,1,0.0,0.0,25,0,0,10,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_Global_Commodity.csv
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\plan\VDF_AkShare_CanonicalKeyRepairGatePlan_v02781.json,VDF_AkShare_CanonicalKeyRepairGatePlan_v02781.json,0,7,7,1.0,7,0.1429,0.0,15,0,0,10,Key repair preview only. | No DATABASE write. | No canonical merge. | No destructive delete. | No Stop-Process. | No exit. | Future v027.8.2 must be repaired dry-run only.
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,canonical_family,150,150,1.0,1,0.0,0.0,25,0,0,10,VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity | VDF_Global_Commodity
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,symbol,150,150,1.0,2,0.0,0.0,85,0,0,10,STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,date,150,150,1.0,120,1.0,1.0,-50,100,-45,10,2026-02-11 | 2026-02-12 | 2026-02-13 | 2026-02-14 | 2026-02-15 | 2026-02-16 | 2026-02-17 | 2026-02-18
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,value,150,30,0.2,30,0.0333,0.0,10,0,60,0,FEF | FCPO | 3 | RS | BTC | CT | NID | PBD
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,source,150,150,1.0,2,0.0,0.0,25,0,0,90,stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em | stock_hk_hot_rank_detail_em
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,unit,150,0,0.0,0,0.0,0.0,10,0,0,0,
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,frequency,150,0,0.0,0,0.0,0.0,10,0,0,0,
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,description,150,150,1.0,2,0.0,0.0,25,0,0,10,STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL | STEEL
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,route,150,0,0.0,0,0.0,0.0,10,0,0,0,
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,vdf_mapping_gate,150,150,1.0,1,1.0,0.0,0,-25,45,10,v027.7 | v027.7 | v027.7 | v027.7 | v027.7 | v027.7 | v027.7 | v027.7
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,vdf_mapping_policy,150,150,1.0,1,0.0,0.0,25,0,0,10,PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE | PREVIEW_ONLY_NO_DATABASE_WRITE
C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv,VDF_AkShare_CanonicalRepairedPreview_v02781.csv,vdf_target_table,150,150,1.0,1,0.0,0.0,25,0,0,10,VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate | VDF_Global_Commodity_AkShare_Candidate
