"Round","Stage","Layer","Name","Status","Risk","FixClass","Priority","Mode","Metric","Value","Message","Path"
"Round2","DRYRUN_COMPARE","EXISTING_CANONICAL","Existing Canonical","OK_LOADED","LOW","PARALLEL_SAFE","P1","WRITE_DRYRUN_COMPARE_ONLY","existing_rows_loaded","1","Existing canonical rows loaded.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_WRITE_DRYRUN_COMPARE_v0282_20260611_024351\registry\VDF_AkShare_v0282_CanonicalInventory.csv"
"Round2","DRYRUN_COMPARE","CONFLICT_ROWS","Conflict Rows","OK_ZERO_CONFLICT","LOW","SEQUENTIAL_GATED","P0","WRITE_DRYRUN_COMPARE_ONLY","conflict_rows","0","No dry-run conflict.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_WRITE_DRYRUN_COMPARE_v0282_20260611_024351\preview\VDF_AkShare_v0282_DryRun_ConflictRows.csv"
"Round2","DRYRUN_COMPARE","INSERT_ROWS","Insert Rows","OK_DELTA_CREATED","LOW","SEQUENTIAL_GATED","P1","WRITE_DRYRUN_COMPARE_ONLY","insert_rows","121","Insert delta generated.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_WRITE_DRYRUN_COMPARE_v0282_20260611_024351\preview\VDF_AkShare_v0282_DryRun_InsertRows.csv"
"Round2","DRYRUN_COMPARE","UPDATE_ROWS","Update Rows","OK_DELTA_CREATED","LOW","SEQUENTIAL_GATED","P1","WRITE_DRYRUN_COMPARE_ONLY","update_rows","0","Update delta generated.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_WRITE_DRYRUN_COMPARE_v0282_20260611_024351\preview\VDF_AkShare_v0282_DryRun_UpdateRows.csv"
"Round2","DRYRUN_COMPARE","UNCHANGED_ROWS","Unchanged Rows","OK_DELTA_CREATED","LOW","SEQUENTIAL_GATED","P1","WRITE_DRYRUN_COMPARE_ONLY","unchanged_rows","0","Unchanged delta generated.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_WRITE_DRYRUN_COMPARE_v0282_20260611_024351\preview\VDF_AkShare_v0282_DryRun_UnchangedRows.csv"
"Round2","DRYRUN_COMPARE","DUPLICATE_QUARANTINE","Duplicate Quarantine","WARN_QUARANTINE_EXCLUDED","MEDIUM","SEQUENTIAL_GATED","P0","WRITE_DRYRUN_COMPARE_ONLY","duplicate_quarantine_rows","29","Duplicate quarantine excluded from dry-run write candidate.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_WRITE_DRYRUN_COMPARE_v0282_20260611_024351\preview\VDF_AkShare_v0282_DuplicateQuarantine_Copy.csv"
"Round3","CONSOLIDATE","DRYRUN_SUMMARY","Dry-run Compare Summary","OK_SUMMARY_CREATED","LOW","SEQUENTIAL_GATED","P0","WRITE_DRYRUN_COMPARE_ONLY","summary","created","Dry-run compare summary generated.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_WRITE_DRYRUN_COMPARE_v0282_20260611_024351\plan\VDF_AkShare_v0282_DryRunCompareSummary.json"
"Round3","CONSOLIDATE","NEXT_GATE","v028.3 Next Gate","OK_PLAN_CREATED","LOW","SEQUENTIAL_GATED","P1","WRITE_DRYRUN_COMPARE_ONLY","next","v028.3 backup rollback staging plan only; no DB write","v028.3 backup rollback staging plan generated.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_WRITE_DRYRUN_COMPARE_v0282_20260611_024351\plan\VDF_AkShare_v0283_BackupRollbackStagingPlan.json"
"Round3","CONSOLIDATE","LOCAL_FREE_LIBS","Top10 Local Free Libs","OK","LOW","PARALLEL_SAFE","P2","WRITE_DRYRUN_COMPARE_ONLY","rows","5","Top10 local free libs matrix generated.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_WRITE_DRYRUN_COMPARE_v0282_20260611_024351\registry\VDF_Top10_LocalFreeLibs_WriteDryRunCompare_v0282.json"
"Round3","RESULT","READINESS","VDF_AKSHARE_WRITE_DRYRUN_COMPARE_READY","WARN_REVIEW_READY","MEDIUM","SEQUENTIAL_GATED","P0","WRITE_DRYRUN_COMPARE_ONLY","recommendation","ALLOW_V0283_BACKUP_ROLLBACK_STAGING_PLAN_ONLY_NO_DB_WRITE","v028.2 completed. Compare only. No DB write. No canonical merge.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_WRITE_DRYRUN_COMPARE_v0282_20260611_024351\runtime\vdf_akshare_write_dryrun_compare_result_v0282.json"
"Round3","POINTER","ACTIVE_POINTER","VDF_ACTIVE_POINTER.json","OK_UPDATED","LOW","PARALLEL_SAFE","P1","WRITE_DRYRUN_COMPARE_ONLY","update","complete","Active pointer updated with v028.2.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_POINTER.json"
