"def_preview_scope","def_row_preview_state","def_group_id","def_group_final_decision","def_normalized_key","def_owner_engine","def_domain_family","def_final_canonical_value","def_source_mutation","def_canonical_merge"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","RequiredFields","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","changed_units","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","unit_x","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","target_field","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::MASK_SECRET_AND_DEFER","YES","mixing_policy","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::GOVERNANCE_POLICY::VIA::ACCEPT_POLICY_OWNER_AFTER_REVIEW","YES","calendar_policy","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::GOVERNANCE_POLICY::VIA::ACCEPT_POLICY_OWNER_AFTER_REVIEW","YES","fill_policy","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","left_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","YES","alignment_policy","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","addFields","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","right_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","schemas","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","EXTRA_TICKERS","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::GOVERNANCE_POLICY::VIA::ACCEPT_POLICY_OWNER_AFTER_REVIEW","YES","weekend_holiday_policy","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","unit_twd","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::MASK_SECRET_AND_DEFER","YES","fred_api_key_exists","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","YES","merge_policy_gate","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","vrn_merge_yfinance_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::MASK_SECRET_AND_DEFER","YES","ticker_regex","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","schema_gate","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","factset_tw_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","factset_tw_yfinance_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","yf_tw_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","vrn_merge_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::DATA_SOURCE_CONTRACT::VDF::ACCEPT_PROVIDER_CONTRACT_AFTER_REVIEW","YES","schema_id","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","yf_tw_yfinance_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","schema_rows","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::MASK_SECRET_AND_DEFER","YES","ticker_summary_csv","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","missing_unit","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","unit_band_yellow","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","before_missing_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::SECRET_REVIEW_BEFORE_ACCEPT","YES","ticker_tokens","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","def_PARAM_HARDGATE_DIR","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","unit_band_green","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::ACCEPT_SCHEMA_OWNER_AFTER_REVIEW","YES","unit_review_rows","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","after_missing_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::SCHEMA_FIELD_CONTRACT::VRN_VDF::MASK_SECRET_AND_DEFER","YES","unit_review_csv","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::MARKET_TICKER_IDENTITY::VDF::ACCEPT_GROUP_POLICY_AFTER_REVIEW","YES","required_fields","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","false","false"
"ROW_LEVEL_FORMAL_PREVIEW_ONLY","INCLUDED_IN_ROW_LEVEL_PREVIEW","P0::GOVERNANCE_POLICY::VIA::ACCEPT_POLICY_OWNER_AFTER_REVIEW","YES","policy_id","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","false","false"
