Group,Ticker,BestLag,BestLagCorr,ZeroLagCorr,PermutationEvidence,ExcessAlpha,LeadershipEvidence,REVIEW_SYNCHRONYState,REVIEW_LEADERSHIPState,Role,SizeTier,SizeScore,ReviewDate,PeriodID
M 傳產輪動,2617,0.0,0.3711286181568554,0.3711286181568554,0.8571428571428571,-0.04684125125358249,0.31811024413444744,MIXED,HIGH,PEER,SMALL,0.3453020134228188,2024-12-31,2025_H1
M 傳產輪動,2618,0.0,0.653044507529496,0.653044507529496,1.0,-0.0076642636764412825,0.653044507529496,MIXED,HIGH,PEER,SMALL,0.5211409395973154,2024-12-31,2025_H1
M 傳產輪動,2637,0.0,0.40762543433861964,0.40762543433861964,1.0,0.10292316131670146,0.40762543433861964,MIXED,HIGH,PEER,SMALL,0.4281879194630872,2024-12-31,2025_H1
M 傳產輪動,2641,-3.0,-0.46863700379873835,0.1874719135098292,1.0,-0.008399931338867461,0.46863700379873835,MIXED,HIGH,LAGGARD,SMALL,0.32986577181208054,2024-12-31,2025_H1
M 傳產輪動,2646,0.0,0.4859962816608613,0.4859962816608613,1.0,0.0035476421436010375,0.4859962816608613,MIXED,HIGH,PEER,LARGE,0.8916107382550335,2024-12-31,2025_H1
M 傳產輪動,2707,0.0,0.46912322454634947,0.46912322454634947,1.0,-0.004924390091325573,0.46912322454634947,MIXED,HIGH,PEER,SMALL,0.4550335570469799,2024-12-31,2025_H1
M 傳產輪動,2727,-2.0,0.4056815042317012,0.06188832540687847,0.8571428571428571,0.02382755462128766,0.3477270036271724,MIXED,HIGH,LAGGARD,SMALL,0.20570469798657717,2024-12-31,2025_H1
M 傳產輪動,2729,0.0,0.48547352072369954,0.48547352072369954,1.0,-0.11013212724853655,0.48547352072369954,MIXED,HIGH,PEER,LARGE,0.6016778523489932,2024-12-31,2025_H1
M 傳產輪動,2731,3.0,-0.3807835545155947,0.16873090034468183,1.0,0.040125427744840514,0.3807835545155947,MIXED,HIGH,LEADER,SMALL,0.3674496644295302,2024-12-31,2025_H1
M 傳產輪動,2881,-4.0,-0.45283902723857733,0.22116784492885144,1.0,-0.10166184981448603,0.45283902723857733,MIXED,HIGH,LAGGARD,SMALL,0.24530201342281877,2024-12-31,2025_H1
M 傳產輪動,2882,0.0,0.5810061292359684,0.5810061292359684,1.0,0.08995867721906169,0.5810061292359684,MIXED,HIGH,PEER,SMALL,0.4949664429530201,2024-12-31,2025_H1
M 傳產輪動,2884,0.0,0.3885557398497999,0.3885557398497999,0.8571428571428571,0.032887502591547935,0.3330477770141142,MIXED,HIGH,PEER,SMALL,0.5181208053691274,2024-12-31,2025_H1
M 傳產輪動,2886,0.0,0.5831405038375521,0.5831405038375521,1.0,0.03575576682997693,0.5831405038375521,MIXED,HIGH,PEER,LARGE,0.9288590604026845,2024-12-31,2025_H1
M 傳產輪動,2891,0.0,0.6518596829058629,0.6518596829058629,1.0,0.0,0.6518596829058629,MIXED,HIGH,PEER,LARGE,0.7187919463087248,2024-12-31,2025_H1
M 傳產輪動,4960,-2.0,-0.4063536268519044,0.3059846949801465,1.0,0.07348088743800332,0.4063536268519044,MIXED,HIGH,LAGGARD,SMALL,0.35771812080536913,2024-12-31,2025_H1
M 傳產輪動,5608,0.0,0.362555967843672,0.362555967843672,1.0,-0.008432377910018371,0.362555967843672,MIXED,HIGH,PEER,SMALL,0.30100671140939594,2024-12-31,2025_H1
M 傳產輪動,5706,0.0,0.48698588744597215,0.48698588744597215,0.7142857142857143,0.015837449728091188,0.3478470624614087,MIXED,HIGH,PEER,SMALL,0.38489932885906036,2024-12-31,2025_H1
M 傳產輪動,9957,0.0,0.22670984558247503,0.22670984558247503,0.0,0.05915297714787671,0.0,MIXED,LOW,PEER,LARGE,0.905704697986577,2024-12-31,2025_H1
F AI 伺服器系統,2059,-1.0,0.1653503028157014,0.03555159309274829,0.0,-0.059898938248037985,0.0,MIXED,LOW,LAGGARD,SMALL,0.45671140939597304,2024-12-31,2025_H1
F AI 伺服器系統,2317,0.0,0.47119976344066583,0.47119976344066583,1.0,-0.23057830137194854,0.47119976344066583,MIXED,HIGH,PEER,LARGE,0.6520134228187919,2024-12-31,2025_H1
F AI 伺服器系統,2356,0.0,0.3840151315046617,0.3840151315046617,0.42857142857142855,0.07519619153913933,0.16457791350199788,MIXED,LOW,PEER,SMALL,0.5214765100671142,2024-12-31,2025_H1
F AI 伺服器系統,2376,1.0,-0.2896545378952556,0.12790697680896193,0.8571428571428571,-0.09121828808149353,0.24827531819593335,MIXED,LOW,MEMBER,SMALL,0.2483221476510067,2024-12-31,2025_H1
F AI 伺服器系統,2377,0.0,0.560761954315992,0.560761954315992,1.0,-0.08816187365662038,0.560761954315992,MIXED,HIGH,PEER,SMALL,0.1822147651006711,2024-12-31,2025_H1
F AI 伺服器系統,2382,2.0,-0.25679874421310106,0.07441072680061302,0.42857142857142855,0.031255196971670514,0.11005660466275759,MIXED,LOW,MEMBER,SMALL,0.5362416107382549,2024-12-31,2025_H1
F AI 伺服器系統,3013,0.0,0.3141728778863622,0.3141728778863622,0.5714285714285714,-0.12674249768947465,0.17952735879220696,MIXED,LOW,PEER,SMALL,0.4006711409395973,2024-12-31,2025_H1
F AI 伺服器系統,3023,0.0,0.3796204573441088,0.3796204573441088,0.8571428571428571,-0.021611106489408907,0.32538896343780754,MIXED,HIGH,PEER,SMALL,0.5020134228187919,2024-12-31,2025_H1
F AI 伺服器系統,3052,0.0,0.4466213533385357,0.4466213533385357,1.0,-0.0012863796915185965,0.4466213533385357,MIXED,HIGH,PEER,SMALL,0.324496644295302,2024-12-31,2025_H1
F AI 伺服器系統,3231,0.0,0.5627403576455978,0.5627403576455978,1.0,-0.04189272757915864,0.5627403576455978,MIXED,HIGH,PEER,SMALL,0.3187919463087248,2024-12-31,2025_H1
F AI 伺服器系統,3322,0.0,0.35978329947835186,0.35978329947835186,1.0,-0.09454222913781628,0.35978329947835186,MIXED,HIGH,PEER,LARGE,0.5875838926174497,2024-12-31,2025_H1
F AI 伺服器系統,3526,0.0,0.6572560950266748,0.6572560950266748,1.0,0.0387364057868634,0.6572560950266748,MIXED,HIGH,PEER,LARGE,0.7697986577181207,2024-12-31,2025_H1
F AI 伺服器系統,3533,0.0,0.39657141845765026,0.39657141845765026,1.0,0.07206322838437297,0.39657141845765026,MIXED,HIGH,PEER,LARGE,0.813758389261745,2024-12-31,2025_H1
F AI 伺服器系統,3665,0.0,0.6002827864993668,0.6002827864993668,1.0,0.0012863796915185965,0.6002827864993668,MIXED,HIGH,PEER,LARGE,0.6244966442953019,2024-12-31,2025_H1
F AI 伺服器系統,3693,0.0,0.4952100403924909,0.4952100403924909,1.0,0.08162685746951265,0.4952100403924909,MIXED,HIGH,PEER,SMALL,0.39429530201342283,2024-12-31,2025_H1
