Group,Subgroup,Rank,Ticker,YFTicker,Name,Market,CountingFlag,SourceID,EvidenceStatus,MembershipKey
B 載板與 PCB,B4 軟板 FPC,,2402,2402.TWO,毅嘉,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|B 載板與 PCB|2402
B 載板與 PCB,B5 PCB 設備 / 鑽針 / 檢測,,3563,3563.TWO,牧德,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|B 載板與 PCB|3563
B 載板與 PCB,B5 PCB 設備 / 鑽針 / 檢測,,3455,3455.TWO,由田,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|B 載板與 PCB|3455
B 載板與 PCB,B5 PCB 設備 / 鑽針 / 檢測,G,2467,2467.TW,志聖,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|B 載板與 PCB|2467
B 載板與 PCB,B5 PCB 設備 / 鑽針 / 檢測,,6207,6207.TW,雷科,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|B 載板與 PCB|6207
B 載板與 PCB,B5 PCB 設備 / 鑽針 / 檢測,,8021,8021.TWO,尖點,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|B 載板與 PCB|8021
B 載板與 PCB,B5 PCB 設備 / 鑽針 / 檢測,G,3167,3167.TWO,大量,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|B 載板與 PCB|3167
B 載板與 PCB,B5 PCB 設備 / 鑽針 / 檢測,,6432,6432.TW,興普,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|B 載板與 PCB|6432
C 半導體製造與封裝,C1 晶圓代工,L,2330,2330.TW,台積電,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|2330
C 半導體製造與封裝,C1 晶圓代工,P,2303,2303.TW,聯電,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|2303
C 半導體製造與封裝,C1 晶圓代工,G,5347,5347.TWO,世界先進,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|5347
C 半導體製造與封裝,C1 晶圓代工,G,6770,6770.TW,力積電,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|6770
C 半導體製造與封裝,C2 先進封裝設備 (CoWoS / SoIC),G,3131,3131.TWO,弘塑,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|3131
C 半導體製造與封裝,C2 先進封裝設備 (CoWoS / SoIC),P,3583,3583.TW,辛耘,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|3583
C 半導體製造與封裝,C2 先進封裝設備 (CoWoS / SoIC),P,6187,6187.TWO,萬潤,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|6187
C 半導體製造與封裝,C2 先進封裝設備 (CoWoS / SoIC),,6640,6640.TWO,均華,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|6640
C 半導體製造與封裝,C2 先進封裝設備 (CoWoS / SoIC),G,2467,2467.TW,志聖,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|2467
C 半導體製造與封裝,C2 先進封裝設備 (CoWoS / SoIC),P,3413,3413.TWO,京鼎,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|3413
C 半導體製造與封裝,C2 先進封裝設備 (CoWoS / SoIC),L,3680,3680.TWO,家登,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|3680
C 半導體製造與封裝,C2 先進封裝設備 (CoWoS / SoIC),P,2464,2464.TW,盟立,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|2464
C 半導體製造與封裝,C2 先進封裝設備 (CoWoS / SoIC),P,6279,6279.TWO,漢民,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|6279
C 半導體製造與封裝,C2 先進封裝設備 (CoWoS / SoIC),L,2360,2360.TW,致茂,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|2360
C 半導體製造與封裝,C3 廠務 / 無塵室 / 機電工程,L,2404,2404.TW,漢唐,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|2404
C 半導體製造與封裝,C3 廠務 / 無塵室 / 機電工程,L,6196,6196.TW,帆宣,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|6196
C 半導體製造與封裝,C3 廠務 / 無塵室 / 機電工程,P,6139,6139.TW,亞翔,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|6139
C 半導體製造與封裝,C3 廠務 / 無塵室 / 機電工程,,5536,5536.TWO,聖暉,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|5536
C 半導體製造與封裝,C3 廠務 / 無塵室 / 機電工程,P,6667,6667.TWO,信紘科,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|6667
C 半導體製造與封裝,C3 廠務 / 無塵室 / 機電工程,G,8383,8383.TW,千附,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|8383
C 半導體製造與封裝,C3 廠務 / 無塵室 / 機電工程,G,6125,6125.TW,廣運,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|6125
C 半導體製造與封裝,C4 封測 OSAT,L,3711,3711.TW,日月光投控,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|3711
C 半導體製造與封裝,C4 封測 OSAT,L,6239,6239.TW,力成,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|6239
C 半導體製造與封裝,C4 封測 OSAT,,2449,2449.TW,京元電,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|2449
C 半導體製造與封裝,C4 封測 OSAT,,6147,6147.TW,頎邦,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|6147
C 半導體製造與封裝,C4 封測 OSAT,,8150,8150.TWO,南茂,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|8150
C 半導體製造與封裝,C4 封測 OSAT,P,2325,2325.TW,矽品,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|2325
C 半導體製造與封裝,C4 封測 OSAT,L,2329,2329.TW,華泰,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|2329
C 半導體製造與封裝,C4 封測 OSAT,P,3374,3374.TWO,精材,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|3374
C 半導體製造與封裝,C4 封測 OSAT,L,3264,3264.TWO,欣銓,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|3264
C 半導體製造與封裝,C4 封測 OSAT,G,6548,6548.TWO,長華科,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|6548
C 半導體製造與封裝,C5 測試介面 / 探針卡 / 測試座,,6515,6515.TW,穎崴,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|6515
C 半導體製造與封裝,C5 測試介面 / 探針卡 / 測試座,,6510,6510.TWO,精測,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|6510
C 半導體製造與封裝,C5 測試介面 / 探針卡 / 測試座,,6223,6223.TWO,旺矽,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|6223
C 半導體製造與封裝,C5 測試介面 / 探針卡 / 測試座,,6820,6820.TWO,雍智科技,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|6820
C 半導體製造與封裝,C5 測試介面 / 探針卡 / 測試座,P,6217,6217.TW,中探針,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|6217
C 半導體製造與封裝,C6 材料分析 / 驗證檢測,,3587,3587.TW,閎康,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|3587
C 半導體製造與封裝,C6 材料分析 / 驗證檢測,,6830,6830.TWO,汎銓,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|6830
C 半導體製造與封裝,C6 材料分析 / 驗證檢測,,3289,3289.TWO,宜特,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|C 半導體製造與封裝|3289
D 記憶體,D1 HBM / 高頻寬記憶體,L,3443,3443.TW,創意,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|D 記憶體|3443
D 記憶體,D1 HBM / 高頻寬記憶體,L,3661,3661.TW,世芯-KY,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|D 記憶體|3661
D 記憶體,D1 HBM / 高頻寬記憶體,,2449,2449.TW,京元電,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|D 記憶體|2449
D 記憶體,D2 DRAM / NOR / 利基記憶體,L,2408,2408.TW,南亞科,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|D 記憶體|2408
D 記憶體,D2 DRAM / NOR / 利基記憶體,P,2344,2344.TW,華邦電,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|D 記憶體|2344
D 記憶體,D2 DRAM / NOR / 利基記憶體,P,2337,2337.TW,旺宏,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|D 記憶體|2337
D 記憶體,D2 DRAM / NOR / 利基記憶體,G,6770,6770.TW,力積電,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|D 記憶體|6770
D 記憶體,D3 記憶體模組 / 控制 IC,G,8299,8299.TWO,群聯,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|D 記憶體|8299
D 記憶體,D3 記憶體模組 / 控制 IC,P,3260,3260.TW,威剛,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|D 記憶體|3260
D 記憶體,D3 記憶體模組 / 控制 IC,,4967,4967.TWO,十銓,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|D 記憶體|4967
D 記憶體,D3 記憶體模組 / 控制 IC,,5289,5289.TWO,宜鼎,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|D 記憶體|5289
D 記憶體,D3 記憶體模組 / 控制 IC,,2451,2451.TWO,創見,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|D 記憶體|2451
E IC 設計與 IP,E1 AI ASIC 設計服務,L,3661,3661.TW,世芯-KY,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|3661
E IC 設計與 IP,E1 AI ASIC 設計服務,L,3443,3443.TW,創意,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|3443
E IC 設計與 IP,E1 AI ASIC 設計服務,P,3035,3035.TW,智原,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|3035
E IC 設計與 IP,E1 AI ASIC 設計服務,P,2454,2454.TW,聯發科,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|2454
E IC 設計與 IP,E1 AI ASIC 設計服務,G,2569,2569.TW,揚智,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|2569
E IC 設計與 IP,E2 矽智財 IP,L,3529,3529.TWO,力旺,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|3529
E IC 設計與 IP,E2 矽智財 IP,P,6643,6643.TWO,M31,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|6643
E IC 設計與 IP,E2 矽智財 IP,P,6533,6533.TWO,晶心科,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|6533
E IC 設計與 IP,E2 矽智財 IP,,6531,6531.TWO,愛普,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|6531
E IC 設計與 IP,E2 矽智財 IP,L,3443,3443.TW,創意,TWSE,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|3443
E IC 設計與 IP,E3 高速傳輸 / 介面 IC,,5269,5269.TW,祥碩,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|5269
E IC 設計與 IP,E3 高速傳輸 / 介面 IC,,4966,4966.TW,譜瑞-KY,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|4966
E IC 設計與 IP,E3 高速傳輸 / 介面 IC,,5274,5274.TW,信驊,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|5274
E IC 設計與 IP,E3 高速傳輸 / 介面 IC,G,8299,8299.TWO,群聯,TPEX,DISPLAY_ONLY,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|8299
E IC 設計與 IP,E4 電源管理 IC (PMIC),,6138,6138.TW,茂達,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|6138
E IC 設計與 IP,E4 電源管理 IC (PMIC),,8081,8081.TW,致新,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|8081
E IC 設計與 IP,E4 電源管理 IC (PMIC),G,6415,6415.TW,矽力-KY,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|6415
E IC 設計與 IP,E4 電源管理 IC (PMIC),,3588,3588.TWO,通嘉,TPEX,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|3588
E IC 設計與 IP,E5 消費 / 網通 IC 設計,P,2454,2454.TW,聯發科,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|2454
E IC 設計與 IP,E5 消費 / 網通 IC 設計,G,3034,3034.TW,聯詠,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|3034
E IC 設計與 IP,E5 消費 / 網通 IC 設計,P,2379,2379.TW,瑞昱,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|2379
E IC 設計與 IP,E5 消費 / 網通 IC 設計,L,3545,3545.TW,敦泰,TWSE,COUNT,SUBGROUP_SSOT_V0100_L1,SSOT_ROSTER_ROW,L1|E IC 設計與 IP|3545
