Group,Date,GroupRealTurnover,AdjustedMarketRealTurnover,ForeignNet,TrustNet,DealerNet,WhaleNet,MeanRet,AdvanceRatio,StockCount,TsmcReal,GroupRealTurnoverExTsmc,TurnoverShare,CapitalVelocity3D,VolSurgeSpike,DynSurgeThreshold,DynContractionThreshold,InstNetFlow,SmartMoneyNet,InstFlowPurity,TrustFlowPurity,HHI,NGroups,DynQuantileCutoff,DynVelocityHigh,DynVelocityLow,TrustPurityZ,InstPurityZ,TrustPurityZCutHigh,TrustPurityZCutLow,InstPurityZCutHigh,InstPurityZCutLow,DynTrustZThreshold,DynInstZHigh,DynInstZLow,MacroStressIndex,StressState,ExposureMultiplier,MigrationState,StrategySignal
A 上游材料,2024-10-15,15159203566.801168,225947522423.60577,-60495067.1816951,19535571.31557641,-7182224.092739177,-33891731.56753527,-0.005654887582118322,0.32,25,0.0,15159203566.801168,0.06709170078165644,0.8022924382210423,0.914769177135407,1.567711025471962,0.43228897452803794,-40959495.86611869,-82033451.52639315,-0.0027019556591891454,0.0012886937779738995,0.09959394741299381,13,0.7589442632737838,1.3018741354861811,-1.3926212645441647,0.0,-1.1957526030444827,,,,,,,,0.10006536470419936,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-10-16,15667123633.81205,287925753339.4323,65549823.86944403,-70719603.08329618,32484326.58656078,-11766483.77553583,0.006376650817895628,0.68,25,0.0,15667123633.81205,0.05441376275689469,-1.849598158281339,0.9629385038913905,1.5540442197646813,0.44595578023531857,-5169779.213852152,15548063.597172797,-0.0003299762824807853,-0.004513885556546733,0.10628119190663764,13,0.7763310989572578,2.3227386660252223,-2.0766389299877326,-3.860658628200746,-0.027345514246711947,4.447799995610254,-4.447799995610254,3.8850483638639592,-3.5702323883980243,4.447799995610254,3.8850483638639592,-3.5702323883980243,0.7088794743955136,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-10-17,28684939170.16059,274577359354.2656,3338716.535608884,58944161.73132408,-60500432.773739785,57134826.14966657,0.008966572212986907,0.72,25,0.0,28684939170.16059,0.1044694261668919,2.1248513204819535,1.405546258860651,1.5274188743190442,0.4725811256809559,62282878.266932964,58917271.64285975,0.002171274545763113,0.0020548818800578297,0.11389982207422644,13,0.7961395373929887,2.4521055470382125,-2.9514818457716707,0.6741087455590509,1.1704402623857915,4.170574052251069,-4.170574052251069,4.4494708811528625,-4.397554509675549,4.170574052251069,4.4494708811528625,-4.397554509675549,-0.10333411434484147,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-10-18,14613353036.079655,247070833007.23752,-707912.0313842366,-52483601.11101747,2630839.262777347,12867200.154747507,0.014227383748275018,0.88,25,0.0,14613353036.079655,0.05914641100372856,-0.7945289777927876,0.7909065589409467,1.522143493526754,0.47785650647324607,-53191513.14240171,-37693473.72487686,-0.0036399252800554715,-0.0035914824600102404,0.11186282137305005,13,0.79084333556993,0.8052015949556898,-2.358537828603047,-2.9839406644960302,-1.5225975705930157,3.9307418218427315,-4.184974330461627,4.579506875597863,-4.588724517305801,3.9307418218427315,4.579506875597863,-4.588724517305801,0.3612772679211462,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-10-21,15971399249.151852,229245650240.9048,-59682275.80745937,-78676691.75005974,32305288.880239144,23727283.23659086,-0.004497560156533931,0.32,25,0.0,15971399249.151852,0.06966936660463642,1.525560384774173,0.9053255930939444,1.5120066657309992,0.4879933342690008,-138358967.5575191,-82326395.4406891,-0.008662920849897766,-0.004926098867276003,0.12476614046113713,13,0.8243919651989565,2.4287668763068533,-5.791467037841149,-2.8038396428873007,-3.5130763132804668,4.033822453584668,-4.236188475281646,4.518314723792907,-4.769466290034732,4.033822453584668,4.518314723792907,-4.769466290034732,0.04708338702594314,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-10-22,26173928443.636757,237554340733.22037,24454542.34102206,57611936.86001613,-14271671.160226945,-19852647.882479522,0.009195461900269613,0.76,25,0.0,26173928443.636757,0.11018080479123196,0.5711378624340069,1.277667323720461,1.4915087183931226,0.5084912816068774,82066479.20103818,47942160.15833172,0.003135428423660632,0.0022011192161726255,0.12315187849864198,13,0.8201948840964691,2.9461141546786735,-2.036685080374872,0.9460533244873693,1.4219140404401318,4.4244820002419525,-4.576176432300358,4.6493100865267545,-4.861153003991052,4.4244820002419525,4.6493100865267545,-4.861153003991052,0.45339358257112095,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-10-23,28873263373.15621,241035874560.3894,-28052288.565068938,75845087.16037995,50655732.295715556,-52124911.13289014,0.01203258682742261,0.84,25,0.0,28873263373.15621,0.11978824075800497,6.064182975427641,1.240177118022457,1.475722355092337,0.5242776449076629,47792798.59531101,46323619.758136414,0.00165526140837078,0.002626827670297011,0.09782548100587059,13,0.7543462506152635,3.6800141875105705,-2.5586239897352963,0.9999999992526907,0.8069367757836615,4.590295289644863,-4.695187169691237,4.352615188453539,-4.4858821614324,4.590295289644863,4.352615188453539,-4.4858821614324,-0.35192603172439474,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-10-24,21451736956.485615,239834117775.86206,-10878812.774481844,-75654846.2397965,18965615.56858385,24354187.442084387,-0.0011925893522635978,0.44,25,0.0,21451736956.485615,0.08944405889963254,1.9774692294996121,0.9461933101926799,1.46037056302641,0.5396294369735899,-86533659.01427835,-43213856.00361012,-0.0040338765662570825,-0.003526746873377234,0.10825018726606317,13,0.7814504868917642,3.119976597697658,-3.295537589716543,-2.6078502557911745,-1.5587802465807712,4.431121967700969,-4.557480813138799,4.24795522395741,-4.506136965925924,4.431121967700969,4.24795522395741,-4.506136965925924,0.6994419789398325,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-10-25,12631413720.62602,221349092782.98624,15789543.296178944,-10122758.484352697,-13701487.89383999,13364755.719109356,0.013081500187597012,0.8,25,0.0,12631413720.62602,0.05706557710182276,-5.311522768940921,0.6536345845805064,1.4653183964326921,0.5346816035673079,5666784.811826248,5330052.637095613,0.00044862633250408637,-0.0008013955292924256,0.11031355099456627,13,0.7868152325858723,3.8571028887696848,-3.81502555251322,-0.5152865466441955,0.29299664883887205,4.3631049243391455,-4.467996804385519,4.127582316027939,-4.4019032945218735,4.3631049243391455,4.127582316027939,-4.4019032945218735,0.49278742081611465,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-10-28,15720795866.64946,266238039714.69028,3667939.644701669,-80216529.13053918,-23014705.73585779,17532635.704466492,-0.018289697740301265,0.04,25,0.0,15720795866.64946,0.05904789519745713,-6.074034556054784,0.8674249644222486,1.4604560777635194,0.5395439222364806,-76548589.4858375,-82030659.5172288,-0.004869256628936315,-0.005102574310548284,0.1564631891346881,13,0.8999999999999999,10.350722076420446,-6.179474630639906,-2.2380020192718697,-1.9060960022671158,4.44779999674569,-4.44779999674569,4.108956028202741,-4.320798945667038,4.44779999674569,4.108956028202741,-4.320798945667038,0.42458859506309105,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-10-29,24045788929.140797,182551728279.41428,21536050.921186417,62452988.79427753,-11011420.077105599,-11390273.402826976,0.0041607488919778255,0.68,25,0.0,24045788929.140797,0.1317204123772317,4.227635347759915,1.1964500931108897,1.416699306667682,0.5833006933323179,83989039.71546394,61587346.23553136,0.003492879354591633,0.002597252640714629,0.11007193886204211,13,0.7861870410413094,4.480235562228771,-2.28477168608017,1.1076702661222777,1.5482587480792267,4.447799996990419,-4.447799996990419,4.130216517238732,-4.3063678523133015,4.447799996990419,4.130216517238732,-4.3063678523133015,0.42738679173559313,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-10-30,29805379721.11159,246345080963.41888,-66015466.689952545,52679503.15488419,39379436.2803539,-37137357.50948686,0.0019121088291799637,0.56,25,0.0,29805379721.11159,0.12099035874614258,6.392478164431983,1.2773624248950388,1.3802921381613902,0.6197078618386099,-13335963.535068356,-11093884.76420132,-0.0004474347805615204,0.0017674494889112424,0.11246567212292864,13,0.7924107475196145,5.384086921912524,-3.47453823591266,0.6172737322077648,-0.06768919153576844,4.447799998625875,-4.447799998625875,4.2220164895078796,-4.36247624219272,4.447799998625875,4.2220164895078796,-4.36247624219272,0.5259196922671318,MID,0.5,RETAIL_WHALE_SPECULATION,HOLD
A 上游材料,2024-10-31,11882287298.378326,313855804227.74194,-1050945.4829645702,7471329.693027733,-271073.233667942,-6077173.563306943,0.0018424395125895597,0.52,25,0.0,11882287298.378326,0.03785906501750157,-2.1188830179955565,0.6088344025473499,1.4029965110767013,0.5970034889232987,6420384.210063163,72137.41308827884,0.0005403323492219722,0.0006287787448168676,0.15302020779708633,13,0.8978525402724244,2.2053430982494877,-4.389758351760818,0.0,0.33205684426683774,4.447799998144215,-4.447799998144215,4.078156230123061,-4.2138600987672,4.447799998144215,4.078156230123061,-4.2138600987672,0.640848753245499,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-11-01,14408724039.127954,207783998728.8481,13369766.413392724,-30223408.87986324,-18662943.37202374,7167319.995070895,-0.00988216784677463,0.28,25,0.0,14408724039.127954,0.06934472397911115,-6.237568839812055,0.8088483445498758,1.3646201283795396,0.6353798716204604,-16853642.466470517,-28349265.84342336,-0.0011696832016980273,-0.0020975770510830343,0.12169016066006016,13,0.8163944177161564,1.4403474618889953,-1.4608830751921127,-1.2791160004307993,-0.4016292751314423,4.447799997235148,-4.447799997235148,4.077269639959482,-4.213298994176222,4.447799997235148,4.077269639959482,-4.213298994176222,0.31374749735546303,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-11-04,16676611942.783655,187929376245.15964,41092828.35183178,-34152203.68701692,-7723591.897946961,21279687.33457529,0.012793623275380939,0.92,25,0.0,16676611942.783655,0.08873871810774545,-3.225164063839714,0.9565136105447983,1.3695476435209766,0.6304523564790234,6940624.66481486,20496720.10144319,0.0004161891329382539,-0.0020479101992773386,0.09291645014149501,13,0.741582770367887,2.654163012476978,-3.0160823448357914,-1.0563913555734246,0.31826000260107784,4.4477999974488505,-4.4477999974488505,4.0780025058670635,-4.14952182873402,4.4477999974488505,4.0780025058670635,-4.14952182873402,-0.2095182982177451,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-11-05,11383177964.708206,231021899239.98233,16781322.10078289,3802681.831588339,-15911576.310445335,25186901.84519548,-0.012823604515296983,0.24,25,0.0,11383177964.708206,0.049273155498057435,1.1414090480555867,0.7383243392984971,1.3477048108819263,0.6522951891180738,20584003.93237123,29859329.467121374,0.0018082827129812754,0.00033406152863268675,0.13287659508730967,13,0.8454791472270051,10.179174742527477,-6.714016287310942,0.02850971668534549,0.9197159111157625,4.447799998625875,-4.447799998625875,4.0675618305136725,-4.122252859007097,4.447799998625875,4.0675618305136725,-4.122252859007097,-0.1173527084839419,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-11-06,21738161023.760796,273486404220.34793,115452116.55085783,-30080053.53577952,79824643.78646757,-9892292.370377138,0.002605730618920261,0.72,25,0.0,21738161023.760796,0.07948534438387059,1.0140620404759437,1.240448014026019,1.3434262960395142,0.6565737039604858,85372063.0150783,155304414.43116874,0.003927290027972595,-0.00138374416782085,0.1721382834965083,13,0.8999999999999999,3.33480923858854,-8.256278207583211,-0.8091818750376996,2.0005299271347687,4.518007767203403,-4.558733894623914,4.166492377589991,-4.224470431003068,4.518007767203403,4.166492377589991,-4.224470431003068,0.7593274567786652,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-11-07,43568320848.304535,262487060032.47336,44837554.3225161,141759234.73573452,24862845.939722657,98285980.5954133,-0.0022517121868263646,0.52,25,0.0,43568320848.304535,0.16598273775063244,7.724401964288699,1.6625490325131127,1.416917641931136,0.583082358068864,186596789.0582506,309745615.59338653,0.004282854730801773,0.003253722704377557,0.12766630453043343,13,0.8319323917791268,5.015738948143213,-4.280557425528952,1.4834082712544092,2.0488766780824266,4.4495925719587275,-4.4495925719587275,4.086708533182721,-4.222086916254257,4.4495925719587275,4.086708533182721,-4.222086916254257,0.3104560920712727,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-11-08,57686955973.91769,252993734525.3022,-22670643.089995936,-134154098.12774733,35046537.81851435,-37475352.5055682,-0.0298378028585024,0.0,25,0.0,57686955973.91769,0.22801733047720338,17.874417497914592,1.5718741080678593,1.5265878249253295,0.47341217507467037,-156824741.21774328,-159253555.90479714,-0.002718547695403607,-0.0023255534264696362,0.1360479035560972,13,0.8537245492458526,7.915869982079032,-8.906550660137428,-1.1857381778888358,-1.5646242129076438,4.516847333077806,-4.599285917825775,4.143096372607679,-4.254959372763692,4.516847333077806,4.143096372607679,-4.254959372763692,-0.11483150952968525,MID,0.5,RETAIL_WHALE_SPECULATION,HOLD
A 上游材料,2024-11-11,16367703120.047821,240651751179.30862,16207780.254789885,-31120918.226582322,25847726.14958591,22256475.633457586,0.005635653093808633,0.64,25,0.0,16367703120.047821,0.06801406197893117,-1.1471282404939416,0.5470083449701139,1.5237078725638467,0.47629212743615335,-14913137.971792437,33191063.81125106,-0.0009111319934393377,-0.0019013613576888604,0.10729868468830532,13,0.7789765801895938,3.4073859103735566,-1.9540375467459472,-0.9169945511876942,-0.487260045693352,4.362110363305182,-4.513804795363588,4.014340646600866,-4.27252238856938,4.362110363305182,4.014340646600866,-4.27252238856938,-0.13012590609051033,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-11-12,20326223379.980927,195612290242.7187,47004117.21377622,18051100.443758346,-29290445.0578661,-58291548.285305426,-0.01194078520551371,0.16,25,0.0,20326223379.980927,0.10391076836102599,-6.207196938960645,0.7606108035976415,1.512910690713031,0.4870893092869689,65055217.65753457,-22526775.685636953,0.003200556071897091,0.0008880695693591893,0.08790393972859081,13,0.728550243294336,2.6639375606220765,-0.7490345048713855,0.3151505431542039,1.389745987901296,4.3749931622550084,-4.539868561659238,4.075068515793199,-4.21331306924399,4.3749931622550084,4.075068515793199,-4.21331306924399,0.2665132281425105,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-11-13,14875991506.857399,196759525668.27716,-15654862.6716466,-24636665.32363899,-6579294.800918514,34342893.2066534,-0.004609709657297718,0.28,25,0.0,14875991506.857399,0.07560493681986855,-15.241239365733483,0.6531901466197395,1.5149686260587225,0.4850313739412775,-40291527.99528559,-12527929.589550704,-0.0027084936138012964,-0.001656136017036727,0.08394707977396887,13,0.7182624074123191,3.4805319287135252,1.512745281797499,-0.8085546302743704,-1.2514116384503788,4.329235669329571,-4.526985431795283,4.090332545001965,-4.348514286970479,4.329235669329571,4.090332545001965,-4.348514286970479,0.21538610734029753,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-11-14,13395423396.863699,207715051459.40118,43551816.23218217,28603047.699188136,1065016.3342083707,-20244672.098185446,-0.01712390654753889,0.08,25,0.0,13395423396.863699,0.06448942097718852,-0.35246410017426566,0.6817685288086226,1.536190913438979,0.46380908656102104,72154863.9313703,52975208.16739322,0.005386531040763078,0.00213528507847576,0.0902856325094359,13,0.7347426445245333,2.166617218362552,-1.0195856627798716,0.966775322321159,2.319327746083835,4.345676461143019,-4.523395429923199,3.9795865925361107,-4.153061398049789,4.345676461143019,3.9795865925361107,-4.153061398049789,0.5676852011168202,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-11-15,18640944925.593388,231874007872.05725,18010519.327555716,84063657.49129938,-17238590.96975577,-14875997.978440225,0.032059234892483905,1.0,25,0.0,18640944925.593388,0.08039255928969423,-2.3518209071331757,0.9652344419132007,1.526966045344416,0.47303395465558407,102074176.81885509,69959587.8706591,0.005475804860016012,0.004509624261369005,0.09104883008172834,13,0.7367269582124937,0.7885165597905922,-2.342417678213259,2.1046677790726496,2.0884445695188845,4.377527258581012,-4.547209913618846,4.0071103455956285,-4.218953263059926,4.377527258581012,4.0071103455956285,-4.218953263059926,0.1616519128228415,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-11-18,10292049603.85435,184433763631.0408,49242274.59494132,-41992794.4253435,-3803061.4795809276,5037872.539278952,0.00030836492085835945,0.48,25,0.0,10292049603.85435,0.05580350040702723,-1.9801436412841316,0.6311978953719074,1.5441356268876747,0.4558643731123253,7249480.169597819,8484291.229295844,0.0007043767226775613,-0.004080119708091699,0.09272013187966383,13,0.7410723428871259,1.6023834335329403,-1.4190813490514416,-2.0272329018105526,0.12117583616912547,4.407260416470432,-4.6332515520127355,4.013174675163065,-4.2333544748619785,4.407260416470432,4.013174675163065,-4.2333544748619785,0.09009948593108072,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-11-19,9010921289.486994,166926752315.49963,-27789200.023887385,-4659550.256011994,-4592178.758861639,-215388.31014171056,-0.0004265058324272797,0.44,25,0.0,9010921289.486994,0.05398128918518655,-1.0508131792001967,0.6494812194672388,1.579619198153328,0.42038080184667204,-32448750.279899377,-37256317.34890273,-0.0036010469115690985,-0.0005171003170839226,0.09723644993291498,13,0.7528147698255789,1.54928865052564,-1.3601813355045758,-0.2502758368581578,-1.6702326300421593,4.488353308405507,-4.658035963443341,4.027575886965117,-4.239418804429414,4.488353308405507,4.027575886965117,-4.239418804429414,0.006537604734819048,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-11-20,12712973299.388577,216248336159.7958,21586231.94812491,39432075.46177999,-2282258.9230431966,27115017.640681274,0.016610202774139736,0.88,25,0.0,12712973299.388577,0.05878876815955882,-2.1603791130135406,0.9426086935489315,1.601231704293899,0.39876829570610095,61018307.4099049,85851066.12754297,0.004799688158932855,0.003101719364397348,0.11818076189919755,13,0.8072699809379136,1.9116364192920825,-2.5777801527008855,1.3588339342804523,1.6194202911820774,4.538921657897001,-4.690018641313735,4.018801129354791,-4.230020311530406,4.538921657897001,4.018801129354791,-4.230020311530406,0.5085073381747827,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-11-21,19419377547.398983,241501600041.38217,18764122.770799764,-2534095.1357635763,44308615.97095822,-7572824.752017248,0.0010660037880634032,0.56,25,0.0,19419377547.398983,0.08041096847421053,2.4607468067183302,1.255741864013111,1.6040303450558238,0.39596965494417635,16230027.635036187,52965818.85397716,0.0008357645653379876,-0.00013049311851414058,0.12588746467656337,13,0.8273074081590647,2.4513189102289363,-5.092484154259806,-0.08369898389583487,0.14452826594919835,4.365365144015288,-4.515864678790348,4.051324062701224,-4.196878574722416,4.365365144015288,4.051324062701224,-4.196878574722416,0.03822074033313491,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-11-22,7588131970.540985,245263196841.2861,-12110031.245921006,5561897.874497102,-198631.70880972053,13026838.76360441,0.0069159909442269955,0.68,25,0.0,7588131970.540985,0.030938730589291762,-2.3042558595894786,0.5910210537696577,1.6226122769303841,0.3773877230696159,-6548133.371423905,6280073.683370785,-0.0008629440548537356,0.0007329732661595465,0.10797782624841441,13,0.7807423482458774,2.466239538786496,-2.9714527843903085,0.25906715006165204,-0.6214287230410306,4.384662328602222,-4.5495377280064515,4.006397104858439,-4.14464165830923,4.384662328602222,4.006397104858439,-4.14464165830923,0.02124817772791497,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-11-25,19762204313.06375,324034142212.4576,-13584126.392659921,40773587.7625252,23016773.324341983,4705230.897810018,0.003928278444111877,0.64,25,0.0,19762204313.06375,0.06098803100849287,0.21992628489340485,1.3047158993825336,1.614579868761437,0.3854201312385629,27189461.36986528,54911465.592017286,0.0013758314072227136,0.002063210516226266,0.10010350495989409,13,0.7602691128957246,1.798324500257841,-1.9212480119427107,0.9262346435798898,0.425104710094642,4.453081132613335,-4.618140954468329,4.0366674465204895,-4.17712719920533,4.453081132613335,4.0366674465204895,-4.17712719920533,-0.010531802647564426,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-11-26,29020395391.80017,260894538158.2317,29635794.660221234,93881758.3660623,18816016.54266229,-20013934.527932134,0.003773273351813562,0.6,25,0.0,29020395391.80017,0.1112342005956422,3.0823232121431663,1.467804270501994,1.6141756605982063,0.3858243394017936,123517553.02628353,122319635.04101369,0.004256232603267146,0.0032350268526178992,0.09342477337457412,13,0.7429044107738927,3.831202139404318,-2.5607662201125896,1.457626821437884,1.7464801371557845,4.439283914741282,-4.5974766192472165,4.071235658820865,-4.209480212271656,4.439283914741282,4.071235658820865,-4.209480212271656,-0.5732178661786869,LOW,1.0,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-11-27,13983318492.065432,202024159101.28888,-20540722.97524611,90447051.32042725,1084232.9668095566,-1917645.8023241428,0.014058958369382722,0.88,25,0.0,13983318492.065432,0.06921607076238151,3.8277340173089742,0.7837316958887757,1.6311122358056855,0.36888776419431446,69906328.34518114,69072915.50966655,0.004999265974299888,0.006468210773554912,0.09554976256865555,13,0.7484293826785043,2.348358878609901,-3.28416576932326,2.9633656939411597,1.8535447040555098,4.4256859903051975,-4.552044835743027,4.1618575472368065,-4.256357425948183,4.4256859903051975,4.1618575472368065,-4.256357425948183,0.2454799206130103,MID,0.5,NEUTRAL_ROTATION,HOLD
A 上游材料,2024-11-28,21132170530.55502,229775802897.44702,46260145.30886604,13191135.88620631,-34991195.59290269,-24015257.67475116,-0.014590658630838216,0.12,25,0.0,21132170530.55502,0.09196865058931675,3.0980619580823876,1.11581922640282,1.6103072907415563,0.3896927092584437,59451281.19507235,444827.9274185039,0.002813306901395278,0.0006242205866706043,0.09779271641076652,13,0.7542610626679929,3.86772459622308,-2.371253045642375,0.0,0.9202489039751736,4.423710130314769,-4.5496660834616645,4.11227297958891,-4.203696727564845,4.423710130314769,4.11227297958891,-4.203696727564845,0.4462789330593537,MID,0.5,NEUTRAL_ROTATION,HOLD
