"Time","Round","Project","Lane","Stage","Name","Status","Risk","FixClass","Priority","Mode","Metric","Value","Message","Path"
"2026-06-11T11:20:35.904+08:00","Round1","VIA","PANORAMA","INVENTORY","Full Repo Inventory","OK_CREATED","LOW","PARALLEL_SAFE","P0","ANALYZE_ONLY","files","24589","Full repo inventory created.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SUPPORTIVE_DOCKING_VDF_VRN_v02861_20260611_112018\registry\VIA_FullInventory_v02861.csv"
"2026-06-11T11:20:35.907+08:00","Round1","VIA","PANORAMA","INVENTORY","PowerShell Files","OK_CREATED","LOW","PARALLEL_SAFE","P0","ANALYZE_ONLY","ps_files","20","PS files collected.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SUPPORTIVE_DOCKING_VDF_VRN_v02861_20260611_112018\registry\VIA_FullInventory_v02861.csv"
"2026-06-11T11:20:35.908+08:00","Round1","VIA","PANORAMA","INVENTORY","Python Files","OK_CREATED","LOW","PARALLEL_SAFE","P1","ANALYZE_ONLY","py_files","64","Python files collected.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SUPPORTIVE_DOCKING_VDF_VRN_v02861_20260611_112018\registry\VIA_FullInventory_v02861.csv"
"2026-06-11T11:20:35.909+08:00","Round1","VIA","PANORAMA","INVENTORY","HTML Files","OK_CREATED","LOW","PARALLEL_SAFE","P1","ANALYZE_ONLY","html_files","481","HTML files collected.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SUPPORTIVE_DOCKING_VDF_VRN_v02861_20260611_112018\registry\VIA_FullInventory_v02861.csv"
"2026-06-11T11:20:35.910+08:00","Round1","VIA","PANORAMA","INVENTORY","Data Files","OK_CREATED","LOW","PARALLEL_SAFE","P1","ANALYZE_ONLY","data_files","1728","Data files collected.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SUPPORTIVE_DOCKING_VDF_VRN_v02861_20260611_112018\registry\VIA_FullInventory_v02861.csv"
"2026-06-11T11:20:39.818+08:00","Round1","VIA","PANORAMA","AST_AUDIT","PowerShell AST Audit","WARN_PARSE_ERRORS_FOUND","MEDIUM","SEQUENTIAL_REQUIRED","P0","ANALYZE_ONLY","parse_fail_files","3","Parse-error files found; repair sequentially.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SUPPORTIVE_DOCKING_VDF_VRN_v02861_20260611_112018\registry\VIA_PowerShellAstAudit_v02861.csv"
"2026-06-11T11:20:40.189+08:00","Round1","VIA","PANORAMA","PYTHON_AUDIT","Python Audit","OK_CREATED","LOW","PARALLEL_SAFE","P1","ANALYZE_ONLY","py_files","64","Python audit created.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SUPPORTIVE_DOCKING_VDF_VRN_v02861_20260611_112018\registry\VIA_PythonAudit_v02861.csv"
"2026-06-11T11:20:42.054+08:00","Round1","VIA","PANORAMA","HTML_AUDIT","HTML Audit","OK_CREATED","LOW","PARALLEL_SAFE","P1","ANALYZE_ONLY","html_files","481","HTML audit created.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SUPPORTIVE_DOCKING_VDF_VRN_v02861_20260611_112018\registry\VIA_HtmlAudit_v02861.csv"
"2026-06-11T11:20:42.232+08:00","Round1","VIA","PANORAMA","DATA_AUDIT","Data Audit","OK_CREATED","LOW","PARALLEL_SAFE","P1","ANALYZE_ONLY","data_files","1728","Data audit created.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SUPPORTIVE_DOCKING_VDF_VRN_v02861_20260611_112018\registry\VIA_DataAudit_v02861.csv"
"2026-06-11T11:20:50.987+08:00","Round2","VIA","PANORAMA","SIGNAL_SCAN","Key Signal Scan","OK_CREATED","LOW","PARALLEL_SAFE","P1","ANALYZE_ONLY","signals","7481","Key signal scan created.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SUPPORTIVE_DOCKING_VDF_VRN_v02861_20260611_112018\registry\VIA_KeySignalScan_v02861.csv"
"2026-06-11T11:20:51.016+08:00","Round2","VIA","REPAIR","SAFE_REPAIR_COPY","Repair Copy Generator","OK_CREATED","LOW","SEQUENTIAL_REQUIRED","P0","REPAIR_COPY_ONLY","repair_copies","3","Safe repair copies created where conservative pattern matched. Originals untouched.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SUPPORTIVE_DOCKING_VDF_VRN_v02861_20260611_112018\repair\VIA_RepairCopies_v02861.csv"
"2026-06-11T11:20:51.124+08:00","Round2","VIA","CONTROL_PLANE","FIX_PLAN","Parallel vs Sequential Fix Plan","OK_PLAN_CREATED","LOW","SEQUENTIAL_GATED","P0","PLAN_ONLY","fix_items","204","Fix classification created.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SUPPORTIVE_DOCKING_VDF_VRN_v02861_20260611_112018\plan\VIA_FixClassification_v02861.csv"
"2026-06-11T11:20:51.146+08:00","Round3","VIA","CONTROL_PLANE","LANE_PLAN","VDF/VRN Five Lane Plan","OK_PLAN_CREATED","LOW","PARALLEL_SAFE","P0","PLAN_ONLY","lanes","5","VDF two lanes and VRN three lanes created.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SUPPORTIVE_DOCKING_VDF_VRN_v02861_20260611_112018\plan\VIA_VDF_VRN_LanePlan_v02861.json"
"2026-06-11T11:20:51.153+08:00","Round3","VIA","USER_TEST","GATE","User-Test Gate","OK_PLAN_CREATED","LOW","SEQUENTIAL_GATED","P0","PLAN_ONLY","ready","USER_TEST_READY_WITH_PARSE_REVIEW","User-test gate created.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SUPPORTIVE_DOCKING_VDF_VRN_v02861_20260611_112018\plan\VIA_UserTestGate_v02861.json"
"2026-06-11T11:20:51.728+08:00","Round3","VIA","CONSOLIDATE","REPORT","HTML UI Report","OK_CREATED","LOW","PARALLEL_SAFE","P0","REPORT_ONLY","html","created","Detailed matrix HTML report created.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_SUPPORTIVE_DOCKING_VDF_VRN_v02861_20260611_112018\report\VIA_SupportiveDocking_VDF_VRN_Report_v02861.html"
