"Time","Round","Scope","Layer","Name","Status","Risk","FixClass","Priority","Mode","Metric","Value","Message","Path"
"2026-06-10 12:33:56","Round1","SSOT","SUPPORTIVE_MANIFEST","VDF_SupportiveTools_ImportManifest.json","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_ssot\VDF_SupportiveTools_ImportManifest.json"
"2026-06-10 12:33:56","Round1","VDF_FUNCTIONAL","DISCOVERY","VDF functional files","OK_DISCOVERED","LOW","PARALLEL_SAFE","P0","NO_FETCH","files","41","VDF functional module files discovered.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF"
"2026-06-10 12:33:56","Round1","SUPPORTIVE","DISCOVERY","supportive module files","OK_DISCOVERED","LOW","PARALLEL_SAFE","P0","NO_FETCH","files","156","Supportive module files discovered.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules"
"2026-06-10 12:33:56","Round1","NEXUSCORE","README","Read_Me_VeritasNexusCore.md","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","exists_sha256","E17A9D1312F6B730094C4D868156681CF7B7D49C53FA1B2226AB5C859F6B79F2","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Read_Me_VeritasNexusCore.md"
"2026-06-10 12:33:56","Round1","NEXUSCORE","ENTRY","Invoke-VeritasNexusCore.ps1","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","exists_sha256","D8741599A121F33A31A57C372BA86AA328D74F1C9BE5817AEB7682C1FFFC267C","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Invoke-VeritasNexusCore.ps1"
"2026-06-10 12:33:56","Round1","NEXUSCORE","ENTRY_AST","Invoke-VeritasNexusCore.ps1","OK_AST_PARSE","LOW","PARALLEL_SAFE","P0","NO_FETCH","functions","2","PowerShell AST parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Invoke-VeritasNexusCore.ps1"
"2026-06-10 12:33:56","Round2","TEST_DEBUG","POWERSHELL_AST","Invoke-VDF-Fetch.ps1","OK_AST_PARSE","LOW","PARALLEL_SAFE","P0","NO_FETCH","functions","1","PowerShell AST parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\Invoke-VDF-Fetch.ps1"
"2026-06-10 12:33:56","Round2","TEST_DEBUG","POWERSHELL_AST","Invoke-VDF.ps1","OK_AST_PARSE","LOW","PARALLEL_SAFE","P0","NO_FETCH","functions","1","PowerShell AST parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\Invoke-VDF.ps1"
"2026-06-10 12:33:56","Round2","TEST_DEBUG","POWERSHELL_AST","VIA_Supportive_HardGate_Seal.ps1","OK_AST_PARSE","LOW","PARALLEL_SAFE","P0","NO_FETCH","functions","0","PowerShell AST parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Supportive_HardGate_Seal.ps1"
"2026-06-10 12:33:56","Round2","TEST_DEBUG","POWERSHELL_AST","Invoke-VIA-ALL.ps1","OK_AST_PARSE","LOW","PARALLEL_SAFE","P0","NO_FETCH","functions","7","PowerShell AST parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-ALL.ps1"
"2026-06-10 12:33:56","Round2","TEST_DEBUG","POWERSHELL_AST","Invoke-VIA-FinishProject-SafeFast.ps1","OK_AST_PARSE","LOW","PARALLEL_SAFE","P0","NO_FETCH","functions","0","PowerShell AST parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-FinishProject-SafeFast.ps1"
"2026-06-10 12:33:56","Round2","TEST_DEBUG","POWERSHELL_AST","Invoke-VIA-PanoramaHardGateSafeFix.ps1","OK_AST_PARSE","LOW","PARALLEL_SAFE","P0","NO_FETCH","functions","0","PowerShell AST parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-PanoramaHardGateSafeFix.ps1"
"2026-06-10 12:33:56","Round2","TEST_DEBUG","POWERSHELL_AST","Invoke-VIA-SupportiveHardGate.ps1","OK_AST_PARSE","LOW","PARALLEL_SAFE","P0","NO_FETCH","functions","0","PowerShell AST parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-SupportiveHardGate.ps1"
"2026-06-10 12:33:56","Round2","TEST_DEBUG","POWERSHELL_AST","Invoke-VRN-Guarded-Entry-v217.ps1","OK_AST_PARSE","LOW","PARALLEL_SAFE","P0","NO_FETCH","functions","1","PowerShell AST parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-Guarded-Entry-v217.ps1"
"2026-06-10 12:33:56","Round2","TEST_DEBUG","POWERSHELL_AST","Invoke-VRN-MQ-NoOCR-Staging-v222.ps1","OK_AST_PARSE","LOW","PARALLEL_SAFE","P0","NO_FETCH","functions","0","PowerShell AST parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-MQ-NoOCR-Staging-v222.ps1"
"2026-06-10 12:33:56","Round2","TEST_DEBUG","POWERSHELL_AST","Invoke-VRN-PURE-NOHANG-v2192.ps1","OK_AST_PARSE","LOW","PARALLEL_SAFE","P0","NO_FETCH","functions","1","PowerShell AST parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VRN-PURE-NOHANG-v2192.ps1"
"2026-06-10 12:33:56","Round2","TEST_DEBUG","POWERSHELL_AST","Invoke-VeritasNexusCore.ps1","OK_AST_PARSE","LOW","PARALLEL_SAFE","P0","NO_FETCH","functions","2","PowerShell AST parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Invoke-VeritasNexusCore.ps1"
"2026-06-10 12:33:56","Round2","DOCUMENTATION","README_MD","VDF_MDL000_README.md","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","exists_sha256","26C50C22648E9ADC3588473FF4119BFEB94EE8B8A9DA9C8972A89934C6C44288","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL000_README.md"
"2026-06-10 12:33:56","Round2","DOCUMENTATION","README_MD","Read_Me_VeritasNexusCore.md","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","exists_sha256","E17A9D1312F6B730094C4D868156681CF7B7D49C53FA1B2226AB5C859F6B79F2","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Read_Me_VeritasNexusCore.md"
"2026-06-10 12:33:56","Round2","TEST_DEBUG","PYTHON_COMPILE_PROBE","vdf_python_compile_probe_v023.py","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","exists_sha256","02E9D6138BC8C392A01D6F88EEB7E54BBE0DA07B2EB0721A058F9E38023431EC","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\runtime\vdf_python_compile_probe_v023.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_COMPILE","py_compile","OK_PYTHON_COMPILE_PROBED","LOW","PARALLEL_SAFE","P0","NO_FETCH","execute","ok","{""status"": ""PY_COMPILE_READY"", ""risk"": ""LOW"", ""total"": 55, ""ok"": 55, ""fail"": 0}
","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\runtime\vdf_python_compile_probe_v023.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_COMPILE_RESULT","vdf_python_compile_probe_result_v023.json","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\runtime\vdf_python_compile_probe_result_v023.json"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VDF_MDL001_TWEquityEngine.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\functional modules\\VDF\\VDF_MDL001_TWEquityEngine.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VDF_MDL001_TWUniverseVerify.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\functional modules\\VDF\\VDF_MDL001_TWUniverseVerify.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VDF_MDL002_YFinanceFetchingEngine.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\functional modules\\VDF\\VDF_MDL002_YFinanceFetchingEngine.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VDF_MDL003_SentimentMacroEngine.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\functional modules\\VDF\\VDF_MDL003_SentimentMacroEngine.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VDF_MDL004_TWFullMarketEngine.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\functional modules\\VDF\\VDF_MDL004_TWFullMarketEngine.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VDF_MDL005_TWStockFilter.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\functional modules\\VDF\\VDF_MDL005_TWStockFilter.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VDF_MDL006_FinancialModel.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\functional modules\\VDF\\VDF_MDL006_FinancialModel.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VDF_MDL007_SSOTResolver.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\functional modules\\VDF\\VDF_MDL007_SSOTResolver.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VDF_MDL101_OutputManager.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\functional modules\\VDF\\VDF_MDL101_OutputManager.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VDF_MDL102_FormatUpgrader.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\functional modules\\VDF\\VDF_MDL102_FormatUpgrader.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VDF_MDL103_MasterRegistry.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\functional modules\\VDF\\VDF_MDL103_MasterRegistry.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VDF_MDL104_RegistryLoader.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\functional modules\\VDF\\VDF_MDL104_RegistryLoader.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VDF_MDL105_CrossValidator.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\functional modules\\VDF\\VDF_MDL105_CrossValidator.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VDF_MDL201_GenerateFullRegistry.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\functional modules\\VDF\\VDF_MDL201_GenerateFullRegistry.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VDF_MDL301_SystemTest.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\functional modules\\VDF\\VDF_MDL301_SystemTest.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VDF_MDL302_FinalActivation.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\functional modules\\VDF\\VDF_MDL302_FinalActivation.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VDF_MDL303_RegistryActivation.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\functional modules\\VDF\\VDF_MDL303_RegistryActivation.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIA_Runtime_Bridge_All_in_One.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\10_Core_Runtime\\VIA_Runtime_Bridge_All_in_One.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIA_RuntimeImportFirewall.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\10_Core_Runtime\\VIA_RuntimeImportFirewall.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIA_Supportive_Runtime_HardGate_Bridge.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\10_Core_Runtime\\VIA_Supportive_Runtime_HardGate_Bridge.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIA_RegistryCore_v1.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\20_Registry_SSOT\\VIA_RegistryCore_v1.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIA_SSOT_Unified.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\20_Registry_SSOT\\VIA_SSOT_Unified.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIA_HardGate_SealEngine.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\30_HardGate_Governance\\VIA_HardGate_SealEngine.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIA_Panorama_AST_RuntimeInjector.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\30_HardGate_Governance\\VIA_Panorama_AST_RuntimeInjector.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIA_EnvManager.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\40_Environment_Health\\VIA_EnvManager.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIS_InstallHealthRegistry.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\40_Environment_Health\\VIS_InstallHealthRegistry.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VeritasAegisNexus.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\50_Protection_Acceleration\\VeritasAegisNexus.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VeritasCeleritas.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\50_Protection_Acceleration\\VeritasCeleritas.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIS_VRN_BrokerAlias_Compatibility_v0222.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\70_VRN_Rules\\VIS_VRN_BrokerAlias_Compatibility_v0222.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIS_VRN_BrokerAlias_Extension_v0224.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\70_VRN_Rules\\VIS_VRN_BrokerAlias_Extension_v0224.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIS_VRN_BrokerAnalystAdapters_v06146.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\70_VRN_Rules\\VIS_VRN_BrokerAnalystAdapters_v06146.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIS_VRN_FinancialRescueRules_v06126.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\70_VRN_Rules\\VIS_VRN_FinancialRescueRules_v06126.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIS_VRN_FinancialSSOT_v05910.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\70_VRN_Rules\\VIS_VRN_FinancialSSOT_v05910.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIS_VRN_FinancialSSOT_v05911.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\70_VRN_Rules\\VIS_VRN_FinancialSSOT_v05911.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIS_VRN_FinancialSSOT_v05912.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\70_VRN_Rules\\VIS_VRN_FinancialSSOT_v05912.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIS_VRN_FinancialSSOT_v0599.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\70_VRN_Rules\\VIS_VRN_FinancialSSOT_v0599.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIS_VRN_FinancialSSOT_v0600.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\70_VRN_Rules\\VIS_VRN_FinancialSSOT_v0600.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIS_VRN_FinancialSSOT_v0608.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\70_VRN_Rules\\VIS_VRN_FinancialSSOT_v0608.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIS_VRN_HistoricalValidationPolicy_v0100.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\70_VRN_Rules\\VIS_VRN_HistoricalValidationPolicy_v0100.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIS_VRN_InputRoutePolicy_v0224.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\70_VRN_Rules\\VIS_VRN_InputRoutePolicy_v0224.py"
"2026-06-10 12:33:58","Round2","TEST_DEBUG","PYTHON_FILE","VIS_VRN_NewReportCompatibilityGate_v01.py","OK_PY_COMPILE","LOW","PARALLEL_SAFE","P0","NO_FETCH","py_compile","ok","Python compile OK.","C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\supportive modules\\70_VRN_Rules\\VIS_VRN_NewReportCompatibilityGate_v01.py"
