"def_severity","def_normalized_key","def_occurrences","def_distinct_values","def_groups","def_sample_values","def_sample_files"
"P3_UI_OR_NOISE","length","499","230","GENERAL","6981 || 49573 || 38942 || 44843 || 207924 || 9438","VRN_StockReport_Dataflow_v029SSOT1D.json; extra_ssot_inventory.json; VRN_SSOT_SourceInventory_v029SSOT1B.json; source_inventory.json; vrn_unified_ssot_builder_v029ssot1b.py"
"P3_UI_OR_NOISE","heading_2","590","214","GENERAL;DATA_SOURCE;ENGINE;PATH_IO;VISUAL_LOCK;SCHEMA_FIELD;GOVERNANCE_POLICY;VERSION_RELEASE","★ 輸入即解(一個動作 · 自動套用解法) || ⓪ 產品總覽(以產品為核心 · 三層編碼 → SAP) || ① 流程圖(瓶頸熱度 + 關鍵路徑) || ② 例行風險矩陣(量化 × 質化) || ⚡ 緊急風險因子 || ③ 時間/預算消耗(基準 vs 實際)","engine (1).py; engine (2).py; engine.py; Invoke-VIA-UltimateEngineForge-AIO-v060.ps1; Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1; Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe.ps1; VIS_REVIEW_ALL_MATRICES_v0100.html; VDF_ActiveReader_UserTest_Report_v014.html"
"P3_UI_OR_NOISE","background","870","192","GENERAL;ENGINE;VISUAL_LOCK","var(--vh-reson);background-size:100% 700%;box-shadow:0 1px 3px rgba(31,42,42,.18) || var(--vh-soft);border:1px solid var(--vh-line);border-radius:999px;padding:3px 9px;white-space:nowrap || ""米白/白卡/淡灰線"" || ""#F9F9F6"" || var(--bg); || linear-gradient(90deg, #b85450, #c49a3d, #2d8659, #439a9a, #4c78a8, #8c5e9e);","via-header.js; VisualRegistry.json; VRN_IO_Summary_v0100 (2).html; VRN_IO_Summary_v0100.html; VIA_SupportiveDocking_VDF_VRN_Report_v02861.html; VIA_TestDebug_VDF_VRN_Report_v02863.html; VDF_Extraction_FieldMatrix.html; VIA_IconBase_Manager_Gallery.html"
"P3_UI_OR_NOISE","heading_1","326","188","GENERAL;ENGINE;VERSION_RELEASE;PATH_IO;SCHEMA_FIELD;VISUAL_LOCK;MACRO_SENTIMENT;MARKET_UNIVERSE","VPNS · VeritasProcessNexus System — 流程智慧矩陣報告 || VPNS · VeritasProcessNexus · 三輪全景式分析矩陣報告 || Veritas Intelligence Analytics · Ultimate Engine Forge || ' + esc(title) + "" || def VIS Parameters / VRN / Polyglot · Review All Matrices v0100 || VRN In/Out Summary v01.00","engine (1).py; engine (2).py; engine.py; Invoke-VIA-UltimateEngineForge-AIO-v060.ps1; Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1; Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe.ps1; via-header.js; VIS_REVIEW_ALL_MATRICES_v0100.html"
"P3_UI_OR_NOISE","padding","606","183","VISUAL_LOCK;GENERAL;ENGINE","6px 8px; text-align: left; font-family: 'Syne', sans-serif; || 14px 26px 10px; || 8px 10px; || 6px 9px; || 5px 6px; || 4px 6px;","VRN_IO_Summary_v0100 (2).html; VRN_IO_Summary_v0100.html; VIA_TestDebug_VDF_VRN_Report_v02863.html; VDF_Extraction_FieldMatrix.html; VIA_IconBase_Manager_Gallery.html; VIA_IconBase_Manager_Gallery_backup_20260608_223302.html; VIA_IconBase_Manager_Gallery_backup_20260608_223322.html; 05567652-0bbf-41fe-afbb-268e193f8b05.html"
"P3_UI_OR_NOISE","rows","817","182","GENERAL;ENGINE;SCHEMA_FIELD;VISUAL_LOCK;PATH_IO;GOVERNANCE_POLICY;VERSION_RELEASE;DATA_SOURCE","rows = [ln for ln in text.splitlines() if ln.strip().startswith(""|"")] || rows = [r for r in rows if not re.match(r""^\s*\|[\s:|-]+\|\s*$"", r)]   # 去分隔線 || rows = [(r.row_hash, str(r.case_id), str(r.activity), r.timestamp, || rows = [] || rows = """".join(f""<tr><td>R{f['round']}</td><td>{f['category']}</td><td class=mono>{f['name']}</td>"" || $rows = @(def_AsPlainArray $script:def_Rows)","engine (1).py; engine (2).py; engine.py; Invoke-VIA-UltimateEngineForge-AIO-v060.ps1; Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1; Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe.ps1; Invoke-VIA-UltimateEngineForge-AIO-v063-10xCrossNoHangProgress.ps1; VIA_DataTransformEngine (1).py"
"P3_UI_OR_NOISE","record_hash","523","171","GENERAL;MACRO_SENTIMENT","""2b03fa7dad40ee22"" || ""191eab8ab0d21366"" || ""e620cef31d75b92d"" || ""8034bb4002971fba"" || ""8f6218982026a6cb"" || ""a1e31d507f004ca9""","VDF_AkShare_CollisionResolver_FinalValidRows_v027841.json; VDF_AkShare_DedupGate_DedupedValidRows_v02783.json; VDF_AkShare_DuplicateRepair_UniqueFinalRows_v027842.json; VDF_AkShare_v0279_ReadinessFinalRows.json; VDF_AkShare_InvalidRepair_CombinedCandidatePreview_v02784.json; vdf_akshare_narrow_source_contract_dryrun_hotfix_v027821.py; vdf_akshare_narrow_source_contract_dryrun_v02782.py; VDF_AkShare_NarrowSource_ContractDryRunPreview_Canonicalizer_v027822.json"
"P3_UI_OR_NOISE","canonical_key","526","166","MARKET_UNIVERSE;GENERAL;DATA_SOURCE","""VDF_Global_Commodity|stock_hk_hot_rank_detail_em::STEEL::证券代码|2026-02-11|stock_hk_hot_rank_detail_em"" || ""VDF_Global_Commodity|stock_hk_hot_rank_detail_em::STEEL::证券代码|2026-02-12|stock_hk_hot_rank_detail_em"" || ""VDF_Global_Commodity|stock_hk_hot_rank_detail_em::STEEL::证券代码|2026-02-13|stock_hk_hot_rank_detail_em"" || ""VDF_Global_Commodity|stock_hk_hot_rank_detail_em::STEEL::证券代码|2026-02-14|stock_hk_hot_rank_detail_em"" || ""VDF_Global_Commodity|stock_hk_hot_rank_detail_em::STEEL::证券代码|2026-02-15|stock_hk_hot_rank_detail_em"" || ""VDF_Global_Commodity|stock_hk_hot_rank_detail_em::STEEL::证券代码|2026-02-16|stock_hk_hot_rank_detail_em""","VDF_AkShare_CollisionResolver_FinalValidRows_v027841.json; VDF_AkShare_DedupGate_DedupedValidRows_v02783.json; VDF_AkShare_DuplicateRepair_UniqueFinalRows_v027842.json; VDF_AkShare_v0279_ReadinessFinalRows.json; VDF_AkShare_InvalidRepair_CombinedCandidatePreview_v02784.json; vdf_akshare_narrow_source_contract_dryrun_hotfix_v027821.py; vdf_akshare_narrow_source_contract_dryrun_v02782.py; VDF_AkShare_NarrowSource_ContractDryRunPreview_Canonicalizer_v027822.json"
"P3_UI_OR_NOISE","row_no","527","166","GENERAL","""1"" || ""2"" || ""3"" || ""4"" || ""5"" || ""6""","VDF_AkShare_CollisionResolver_FinalValidRows_v027841.json; VDF_AkShare_DedupGate_DedupedValidRows_v02783.json; VDF_AkShare_DuplicateRepair_UniqueFinalRows_v027842.json; VDF_AkShare_v0279_ReadinessFinalRows.json; VDF_AkShare_InvalidRepair_CombinedCandidatePreview_v02784.json; vdf_akshare_narrow_source_contract_dryrun_hotfix_v027821.py; vdf_akshare_narrow_source_contract_dryrun_v02782.py; VDF_AkShare_NarrowSource_ContractDryRunPreview_Canonicalizer_v027822.json"
"P3_UI_OR_NOISE","component_id","158","158","GENERAL;VISUAL_LOCK;VERSION_RELEASE","f""CMP_{asset_id}_{comp_type}"" || ""CMP_VAP_DATA_00001_VAP_MultiCompare_PLOT_CARD"" || ""CMP_VAP_DATA_00001_VAP_MultiCompare_HEATMAP_BLOCK"" || ""CMP_VAP_DATA_00001_VAP_MultiCompare_PROGRESS_BAR"" || ""CMP_VAP_DATA_00001_VAP_MultiCompare_KPI_CARD"" || ""CMP_VAP_DATA_00001_VAP_MultiCompare_GRID_LAYOUT""","vap_warehouse_v4_builder.py; vap_warehouse_v4_payload.json"
"P3_UI_OR_NOISE","key","410","150","GENERAL;PATH_IO;VISUAL_LOCK;DATA_SOURCE;MARKET_UNIVERSE;MACRO_SENTIMENT;GOVERNANCE_POLICY;SCHEMA_FIELD","key = str(col).strip().lower() || $key = (""{0}|{1}"" -f $d.FunctionName,$path) || ""BASE_ROOT"" || ""SUPPORTIVE_MODULES_DIR"" || ""OUTPUT_ROOT"" || ""VDF_ROOT""","engine (1).py; engine (2).py; engine.py; Invoke-VIA-UltimateEngineForge-AIO-v060.ps1; Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1; Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe.ps1; Invoke-VIA-UltimateEngineForge-AIO-v063-10xCrossNoHangProgress.ps1; SSOT_VIA_VisualDesignOps_20260617 (1).json"
"P3_UI_OR_NOISE","ColumnName","1495","149","SCHEMA_FIELD;PATH_IO","""updating_date"" || ""yfinance_ticker"" || ""ticker"" || ""name"" || ""benchmark"" || ""benchmark_yfinance_ticker""","VRN_MDL044_VRN_v141A_ReadOnly_Consumer_Loader__MODULE__v141A.json; VRN_MDL084_VRN_v141A_ReadOnly_Consumer_Loader__MODULE__v141A.py; VRN_MDL112_VRN_v140M_Dashboard_ReadOnly_Launch_Pack__BASICINFO__v140M.json; VRN_MDL113_VRN_v140M_Dashboard_ReadOnly_Launch_Pack__REPORT__v140M.json; VRN_MDL114_VRN_v140L_Route_Verify_Dashboard_Readiness__REPORT__v140L.json; VRN_MDL115_source_v140L_route_verify__BASICINFO__v140L.json; VRN_MDL116_VRN_v140L_Route_Verify_Dashboard_Readiness__REPORT__v140L.json; VRN_MDL133_VRN_v140J_Registry_Sidecar_Write_Gate__SUPPORT_RULE__v140J.json"
"P3_UI_OR_NOISE","asset_id","497","139","GENERAL;PATH_IO;VERSION_RELEASE;ENGINE;VISUAL_LOCK","str || asset_id=f""VAP_DATA_{i:05d}_{def_slug(p.stem)}"", file_name=p.name, path=str(p), ext=p.suffix.lower(), kind=kind, || ""VAP_DATA_00001_VAP_MultiCompare"" || ""VAP_DATA_00002_VAP_NVDA_VDF"" || ""VAP_DATA_00003_VAP_SMH_Flow"" || ""VAP_DATA_00004_VAP_VDF_Panoramic""","vap_base_home_io_builder.py; vap_base_home_manifest.json; vap_intelligence_optimize_payload_v3.json; vap_intelligence_optimize_summary_v3.json; vap_duckdb_parquet_builder.py; vap_duckdb_parquet_payload.json; vap_warehouse_v4_builder.py; vap_warehouse_v4_payload.json"
"P3_UI_OR_NOISE","LOW","303","139","GENERAL","""#D9EEE0"", ""ok"": ""#D9EEE0"", ""bad"": ""#F4D4D4""}.get(str(v) if kind == ""lvl"" else kind, """") || 31.350000381469727 || 31.34429931640625 || 31.319000244140625 || 31.275800704956055 || 31.312999725341797","engine (1).py; engine (2).py; engine.py; VDF_Global_FXRate.json; VDF_TPEX_Raw_MainboardDailyCloseQuotes.json; VDF_TW_IndexDaily.json; VDF_TW_PriceDaily.json; VDF_AkShare_SamplePayload_Max1Row_v0272.json"
"P3_UI_OR_NOISE","ValueRaw","145","137","GENERAL","""季營業收入，百萬元"" || ""毛利率，百分比"" || ""Revenues GP OP Net income"" || ""Margins"" || ""11.7% 10.7% 13.3% 12.4% -6.5% -6.0% -6.5% -6.4% 5.2% 4.7% 6.8% 6.0% 5.7% 5.6% 8.3% 6.0%"" || ""12.3% 11.8% 11.2% 9.1% -5.3% -5.3% -4.9% -4.9% 7.0% 6.5% 6.3% 4.2% 6.7% 6.1% 5.8% 3.9%""","StockReportFinancialData.json; VRN_MDL018_VRN_MDL_SummaryPipelineBridge_AIO_v01__CORE__v01.py; VRN_MDL100_VRN_Complete_ProjectDryRun__MODULE__v0_0.json; VRN_MDL102_VRN_v0101_ThreeProcess_DryRun__SUPPORT_RULE__v0101.json; VRN_MDL221_VRN_GeometryRecon_Runner__MODULE__v0_0.py; VRN_MDL269_VRN_QualityRules_QuarantineDryRun__MODULE__v0_0.py; vrn_incremental_database_builder.py"
"P3_UI_OR_NOISE","high","295","133","GENERAL;GOVERNANCE_POLICY;PATH_IO","$high = 0 || $high = ([regex]::Matches($text,""\bHIGH\b|Risk\s*:?\s*HIGH"")).Count || $high = def_CountSafe ($rows | Where-Object { $_.Risk -eq ""HIGH"" }) || $high = def_RegexCountSafe -InputObject $text -Pattern ""\bHIGH\b|Risk\s*:?\s*HIGH"" || 31.45400047302246 || 31.51300048828125","Invoke-VIA-UltimateEngineForge-AIO-v060.ps1; Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1; Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe.ps1; Invoke-VIA-UltimateEngineForge-AIO-v063-10xCrossNoHangProgress.ps1; VDF_Global_FXRate.json; VDF_TPEX_Raw_MainboardDailyCloseQuotes.json; VDF_TW_IndexDaily.json; VDF_TW_PriceDaily.json"
"P3_UI_OR_NOISE","sha1","266","132","GENERAL;DATA_SOURCE;PATH_IO;ENGINE","""6ff3b584eacd3edde6b33a73f54d7ba21f3b22dd"" || ""5b2bfb533e6057c86533706b4d9092a2d54d03b6"" || ""f237a445f951f94223a26b61f71a2067797bbecd"" || ""182383f186ce3cca36954167bb0f29d184d27cb2"" || ""02efe3ce05280ef2bfa16a3e9eaa17d2a9cdb2f7"" || ""2b183942b8902e2d524ff21cb9d27489637f14d7""","VRN_MDL002_VRN_v139L_Top10_Accelerator_Matrix__MODULE__v139L.json; VRN_MDL003_VRN_v139L_Top10_Accelerator_Matrix__MODULE__v139L.json; VRN_MDL005_VRN_v139P_PostBridge_Rescore_Matrix__MODULE__v139P.json; VRN_MDL034_VRN_v139N2_Header_Normalized_Rescore_Matrix__MODULE__v139N2.json; VRN_MDL085_VRN_v139P_PostBridge_Rescore__MODULE__v139P.py; VRN_MDL091_VRN_v139M_RedFalsePositiveCrusher_Matrix__MODULE__v139M.json; VRN_MDL208_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py; VRN_MDL209_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py"
"P3_UI_OR_NOISE","dividend_yield","533","130","MACRO_SENTIMENT","""3.35"" || ""6.81"" || ""4.17"" || ""6.40"" || ""7.35"" || ""6.16""","VDF_TW_TradingStats.json; VRN_FinancialSSOT_CrossLinks.json; VRN_FinancialSynonym_BidirectionalIndex.json"
"P3_UI_OR_NOISE","next_step","242","125","VERSION_RELEASE;GENERAL;GOVERNANCE_POLICY;PATH_IO;SCHEMA_FIELD;ENGINE;DATA_SOURCE","""v018.1 TWSE Official Seed Final Seal"" || ""v028.4 user approval for staging-write script generation only; no DB write"" || next_step = ""v028.4 user approval for staging-write script generation only; no DB write"" if ready else ""repair staging plan defects; no DB write"" || next_step || next_step = ""v028.5 generated script review only; no DB write"" || ""v027.9 AkShare canonical merge execution gate review only; no DB write""","VDF_ALLFLOW_MASTER_POINTER.json; VDF_AkShare_v02831_WriteApprovalGate.json; vdf_akshare_backup_rollback_staging_plan_hotfix_result_v02831.json; vdf_akshare_backup_rollback_staging_plan_hotfix_v02831.py; VDF_AkShare_BackupRollbackStagingPlan_Hotfix_Transcript_v02831_20260611_031152.txt; VDF_AkShare_v02832_WriteApprovalGate.json; vdf_akshare_backup_rollback_staging_plan_hotfix_result_v02832.json; vdf_akshare_backup_rollback_staging_plan_hotfix_v02832.py"
"P3_UI_OR_NOISE","lag_id","121","121","GENERAL","f""LAG_{left.replace('.','_').replace('^','IDX')}_{right.replace('.','_').replace('^','IDX')}_{lag}"" || ""LAG_2330_TW_2317_TW_-10"" || ""LAG_2330_TW_2317_TW_-5"" || ""LAG_2330_TW_2317_TW_-3"" || ""LAG_2330_TW_2317_TW_-1"" || ""LAG_2330_TW_2317_TW_0""","vap_warehouse_v6_all_builder.py; vap_warehouse_v6_payload.json; vap_warehouse_v7_quant_builder.py"
"P3_UI_OR_NOISE","color","706","117","VISUAL_LOCK","color = {""EMERGENCY"": ""#F4D4D4"", ""HIGH"": ""#FBE6CC"", ""MED"": ""#FBF3CC"", || $color = ""Gray"" || var(--vh-mut);text-transform:uppercase;flex:0 0 auto || var(--ink); || $color = switch ($Status) { || var(--muted);","engine (1).py; engine (2).py; engine.py; Invoke-VIA-UltimateEngineForge-AIO-v060.ps1; Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1; Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe.ps1; Invoke-VIA-UltimateEngineForge-AIO-v063-10xCrossNoHangProgress.ps1; via-header.js"
"P3_UI_OR_NOISE","Library","480","116","VISUAL_LOCK;GENERAL;SCHEMA_FIELD;PATH_IO;ENGINE","""Plotly.js"" || ""Apache ECharts"" || ""Chart.js"" || ""D3.js"" || ""Vega-Lite"" || ""uPlot""","VHB_NexusCore_Install_Import_Path_Plan.json; VHB_Top10_LocalFreeLibs_Matrix.json"
"P3_UI_OR_NOISE","CompanyName","237","115","GENERAL","""元大富櫃50"" || ""元大美債20年"" || ""國泰20年美債"" || ""國泰20年美債+櫃U"" || ""富邦美債1-3"" || ""富邦美債7-10""","VDF_TPEX_Raw_MainboardDailyCloseQuotes.json; VDF_TPEX_Raw_MainboardDailyCloseQuotes.raw.json; StockReportBasicInfo.json; vrn_incremental_database_builder.py"
"P3_UI_OR_NOISE","ModuleId","115","115","ENGINE","""VRN_MDL001"" || ""VRN_MDL002"" || ""VRN_MDL003"" || ""VRN_MDL004"" || ""VRN_MDL005"" || ""VRN_MDL006""","VRN_Verified_Module_Registry.json"
"P3_UI_OR_NOISE","yoy","115","113","GENERAL","""年增率 = s/s.shift(12)-1,須多抓前一年"" || -3.6914380666 || -9.2699978283 || -23.5545573372 || -8.9755076803 || -21.3828989403","VIA_data_manifest (1).json; VIA_data_manifest (2).json; VIA_data_manifest.json; VDF_TW_MonthlyRevenue.json; vdf_mops_monthly_revenue_seed_v022.py; VRN_MDL098_vrn_financial_ssot_complete_trust_integration_v0608__FINANCIALDATA__v0608.py; VRN_MDL257_vrn_name_short_financial_validation_v0606__FINANCIALDATA__v0606.py; VRN_MDL003_TableRestorer.py"
"P3_UI_OR_NOISE","line","152","110","GENERAL;VISUAL_LOCK","$line = ""[{0}] [{1}] {2}"" -f $ts,$Level,$Message || $line = 0 || ""時間序列"" || $line = ('{0} | {1,-5} | {2}' -f (Get-Date -Format 'yyyy-MM-dd HH:mm:ss'), $Level, $Msg) || line = $_.Extent.StartLineNumber || $line = (""$($P.M)  $glyph  Keep-alive remaining: {0:00}:{1:00}  (Ctrl+C to exit)$($P.R)"" -f $mm, $ss)","Invoke-VIA-UltimateEngineForge-AIO-v060.ps1; Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1; Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe.ps1; Invoke-VIA-UltimateEngineForge-AIO-v063-10xCrossNoHangProgress.ps1; VisualRegistry.json; VDF_AkShare_BackupRollbackStagingPlan_Hotfix_Transcript_v02831_20260611_031152.txt; VDF_AkShare_GeneratedScriptReview_Transcript_v0285_20260611_100744.txt; _temp_Invoke_VIA_ALL_replaced_20260611_115158.ps1"
"P3_UI_OR_NOISE","LastWriteTime","354","107","GENERAL","""2026-06-09 03:59:38"" || ""2025-09-16 13:34:26"" || ""2026-06-09 04:03:29"" || ""2026-06-08 20:15:46"" || ""2026-06-08 20:22:08"" || ""2025-08-26 00:06:08""","VDF_Audit_FileInventory.json; VRN_Audit_FileInventory.json"
"P3_UI_OR_NOISE","expected","369","101","GENERAL;PATH_IO;VERSION_RELEASE;DATA_SOURCE;VISUAL_LOCK;ENGINE;SCHEMA_FIELD","expected = result[""canonical_unique_keys_after_repair_preview""] + result[""candidate_unique_keys""] - result[""overlap_keys_after_repair""] || 1 || 1362 || 1078 || 20 || ""NO""","vdf_fred_canonical_key_repair_dryrun_v02612.py; vdf_tpex_small_scope_validator_result_v0211.json; vdf_twse_official_seed_validator_result_v0181.json; VRN_MDL006_VRN_v141D6C_Source_Hygiene_NoHang__BRIDGE__v141D6C.json; VRN_MDL017_VRN_v141D5B_Test_Debug_Activator__MODULE__v141D5B.json; VRN_MDL019_VRN_v141D6B_NoHang_Accelerator__BRIDGE__v141D6B.json; VRN_MDL043_VRN_v141D4_Functional_Module_Contract__MODULE__v141D4.json; VRN_MDL044_VRN_v141A_ReadOnly_Consumer_Loader__MODULE__v141A.json"
"P3_UI_OR_NOISE","vdf_original_row_hash","315","101","GENERAL","""c40c2417ebcd7bbd"" || ""3b448f17b94509de"" || ""8684c9acc94b1000"" || ""09f777d25015dc7d"" || ""ca18e72573fe5a0f"" || ""0dcea352e5f26e04""","VDF_AkShare_CandidateToCanonicalDryRunPreview_v0278.json; VDF_AkShare_CanonicalRepairedPreview_v02781.json; VDF_AkShare_CanonicalPreview_v0277.json; vdf_akshare_canonical_mapping_gate_v0277.py; VDF_AkShare_SmartRepairedPreview_v027811.json"
