"asset_id","file_name","path","ext","original_kind","taxonomy","header_count","headers","row_count_estimate","original_template","best_template","template_score","status","detail","optimized_status","warning_reason","axes","supports_stack","supports_event_matrix","supports_heatmap","supports_candle","supports_watchlist","visual_lock","plotly_present"
"VAP_DATA_00022_T05_VerticalStack","T05_VerticalStack.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\T05_VerticalStack.html",".html","html_template_or_report","HTML_PLOT_CANDLE_TA","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_CANDLE_TA_007","91","OK","html_meta","OK","","1","True","False","False","True","True","False","True"
"VAP_DATA_00023_T06_Dashboard","T06_Dashboard.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\T06_Dashboard.html",".html","html_template_or_report","HTML_PLOT_CANDLE_TA","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_CANDLE_TA_007","91","OK","html_meta","OK","","2","True","False","True","True","True","False","True"
"VAP_DATA_00024_T06_Preview","T06_Preview.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\T06_Preview.html",".html","html_template_or_report","HTML_PLOT_CANDLE_TA","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_CANDLE_TA_007","91","OK","html_meta","OK","","2","True","False","True","True","True","False","True"
"VAP_DATA_00025_T07_EventMatrix","T07_EventMatrix.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\T07_EventMatrix.html",".html","html_template_or_report","HTML_PLOT_CANDLE_TA","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_CANDLE_TA_007","91","OK","html_meta","OK","","2","True","True","False","True","True","False","True"
"VAP_DATA_00026_veritas_archivum_full","veritas-archivum-full.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\veritas-archivum-full.html",".html","html_template_or_report","HTML_PLOT_STACK_TIMELINE","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_STACK_TIMELINE_004","83","OK","html_meta","OK","","1","True","False","False","False","True","False","False"
"VAP_DATA_00027_veritas_archivum_ux","veritas-archivum-ux.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\veritas-archivum-ux.html",".html","html_template_or_report","HTML_PLOT_STACK_TIMELINE","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_STACK_TIMELINE_004","83","OK","html_meta","OK","","1","True","False","False","False","True","False","False"
"VAP_DATA_00028_VeritasAutoPlot","VeritasAutoPlot.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VeritasAutoPlot.html",".html","html_template_or_report","HTML_PLOT_CANDLE_TA","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_CANDLE_TA_007","91","OK","html_meta","OK","","1","True","False","False","True","True","False","True"
"VAP_DATA_00029_VeritasAutoPlot_TA3","VeritasAutoPlot_TA3.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VeritasAutoPlot_TA3.html",".html","html_template_or_report","HTML_PLOT_CANDLE_TA","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_CANDLE_TA_007","91","OK","html_meta","OK","","2","True","False","False","True","True","False","True"
"VAP_DATA_00030_VeritasAutoPlot_v2_2","VeritasAutoPlot_v2.2.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VeritasAutoPlot_v2.2.html",".html","html_template_or_report","HTML_PLOT_CANDLE_TA","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_CANDLE_TA_007","91","OK","html_meta","OK","","2","True","False","True","True","True","False","True"
"VAP_DATA_00031_VeritasAutoPlot_v4","VeritasAutoPlot_v4.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VeritasAutoPlot_v4.html",".html","html_template_or_report","HTML_PLOT_CANDLE_TA","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_CANDLE_TA_007","91","OK","html_meta","OK","","2","True","True","False","True","True","False","True"
"VAP_DATA_00032_VIA_AutoPilot_MacroMicro_v2","VIA_AutoPilot_MacroMicro_v2.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VIA_AutoPilot_MacroMicro_v2.html",".html","html_template_or_report","HTML_PLOT_CANDLE_TA","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_CANDLE_TA_007","91","OK","html_meta","OK","","2","True","False","False","True","True","False","True"
"VAP_DATA_00033_VIA_AutoPlot_Ultimate","VIA_AutoPlot_Ultimate.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VIA_AutoPlot_Ultimate.html",".html","html_template_or_report","HTML_PLOT_CANDLE_TA","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_CANDLE_TA_007","91","OK","html_meta","OK","","1","True","False","False","True","True","False","True"
"VAP_DATA_00034_VIA_AutoPlot_Ultimate_v3","VIA_AutoPlot_Ultimate_v3.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VIA_AutoPlot_Ultimate_v3.html",".html","html_template_or_report","HTML_PLOT_CANDLE_TA","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_CANDLE_TA_007","91","OK","html_meta","OK","","2","True","False","False","True","True","False","True"
"VAP_DATA_00035_VIA_AutoPlot_Ultimate_v3_1","VIA_AutoPlot_Ultimate_v3_1.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VIA_AutoPlot_Ultimate_v3_1.html",".html","html_template_or_report","HTML_PLOT_CANDLE_TA","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_CANDLE_TA_007","91","OK","html_meta","OK","","2","True","False","False","True","True","False","True"
"VAP_DATA_00036_VIA_AutoPlot_v3_Complete","VIA_AutoPlot_v3_Complete.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VIA_AutoPlot_v3_Complete.html",".html","html_template_or_report","HTML_PLOT_CANDLE_TA","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_CANDLE_TA_007","91","OK","html_meta","OK","","2","True","True","False","True","True","False","True"
"VAP_DATA_00037_VIA_CNYES_Platform_Mega","VIA_CNYES_Platform_Mega.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VIA_CNYES_Platform_Mega.html",".html","html_template_or_report","HTML_PLOT_CANDLE_TA","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_CANDLE_TA_007","91","OK","html_meta","OK","","2","True","False","True","True","True","False","True"
"VAP_DATA_00038_VIA_CNYES_Ultimate","VIA_CNYES_Ultimate.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VIA_CNYES_Ultimate.html",".html","html_template_or_report","HTML_PLOT_CANDLE_TA","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_CANDLE_TA_007","91","OK","html_meta","OK","","2","True","False","False","True","True","False","True"
"VAP_DATA_00039_VIA_CNYES_Ultimate_1","VIA_CNYES_Ultimate_1.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VIA_CNYES_Ultimate_1.html",".html","html_template_or_report","HTML_PLOT_CANDLE_TA","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_CANDLE_TA_007","91","OK","html_meta","OK","","2","True","False","False","True","True","False","True"
"VAP_DATA_00040_VIA_Dashboard","VIA_Dashboard.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VIA_Dashboard.html",".html","html_template_or_report","HTML_PLOT_CANDLE_TA","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_CANDLE_TA_007","91","OK","html_meta","OK","","2","True","False","True","True","True","False","True"
"VAP_DATA_00041_VIA_Formation_Designer","VIA_Formation_Designer.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VIA_Formation_Designer.html",".html","html_template_or_report","HTML_PLOT_DUAL_AXIS","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_DUAL_AXIS_003","83","OK","html_meta","OK","","2","True","False","False","False","True","False","False"
"VAP_DATA_00042_VIA_ModuleMarketplace_v1","VIA_ModuleMarketplace_v1.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VIA_ModuleMarketplace_v1.html",".html","html_template_or_report","HTML_PLOT_CANDLE_TA","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_CANDLE_TA_007","83","OK","html_meta","OK","","1","True","False","False","True","True","False","False"
"VAP_DATA_00043_VIA_Notes_Pro","VIA_Notes_Pro.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VIA_Notes_Pro.html",".html","html_template_or_report","HTML_PLOT_STACK_TIMELINE","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_STACK_TIMELINE_004","83","OK","html_meta","OK","","1","True","False","False","False","True","False","False"
"VAP_DATA_00044_VIA_Notes_Ultimate","VIA_Notes_Ultimate.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VIA_Notes_Ultimate.html",".html","html_template_or_report","HTML_PLOT_STACK_TIMELINE","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_STACK_TIMELINE_004","83","OK","html_meta","OK","","1","True","False","False","False","True","False","False"
"VAP_DATA_00045_VIA_Notes_Ultimate_1","VIA_Notes_Ultimate_1.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VIA_Notes_Ultimate_1.html",".html","html_template_or_report","HTML_PLOT_STACK_TIMELINE","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_STACK_TIMELINE_004","83","OK","html_meta","OK","","1","True","False","False","False","True","False","False"
"VAP_DATA_00046_VIA_vs_Notion_GapReport","VIA_vs_Notion_GapReport.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VIA_vs_Notion_GapReport.html",".html","html_template_or_report","HTML_PLOT_STACK_TIMELINE","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_STACK_TIMELINE_004","83","OK","html_meta","OK","","1","True","True","False","False","True","False","False"
"VAP_DATA_00047_VRN_AutoPlot_Pro_v4","VRN_AutoPlot_Pro_v4.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VRN_AutoPlot_Pro_v4.html",".html","html_template_or_report","HTML_PLOT_CANDLE_TA","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_CANDLE_TA_007","91","OK","html_meta","OK","","2","True","True","True","True","True","False","True"
"VAP_DATA_00048_VRN_Report_Grid","VRN_Report_Grid.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\VRN_Report_Grid.html",".html","html_template_or_report","HTML_PLOT_STACK_TIMELINE","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_STACK_TIMELINE_004","90","OK","html_meta","OK","","1","True","False","False","False","True","True","False"
"VAP_DATA_00049_alignment","alignment.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\1\alignment.json",".json","json_data","DATA_ASSET","9","1940 | 1950 | 1960 | 1970 | 1980 | 1990 | 2000 | 2010 | 2020","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00050_cases","cases.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\1\cases.json",".json","json_data","DATA_ASSET","11","ch | ci | d | dc | ia | m | mj | mn | n | t | u","9341","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_list","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00051_ideology","ideology.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\1\ideology.json",".json","json_data","DATA_ASSET","40","ACBarrett | AFortas | AJGoldberg | AMKennedy | AScalia | BMKavanaugh | BRWhite | CEWhittaker | CThomas | DHSouter | EKagan | EWarren | FFrankfurter | FMVinson | FMurphy | HABlackmun | HHBurton | HLBlack | JGRoberts | JHarlan2 | JPStevens | KBJackson | LFPowell | NMGorsuch | PStewart | RBGinsburg | RHJackson | SAAlito | SDOConnor | SFReed | SGBreyer | SMinton | SSotomayor | TCClark | TMarshall | WBRutledge | WEBurger | WHRehnquist | WJBrennan | WODouglas","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00052_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\1\index.html",".html","html_template_or_report","HTML_PLOT_HEATMAP","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_HEATMAP_006","83","OK","html_meta","OK","","1","False","True","True","False","True","False","False"
"VAP_DATA_00053_prediction","prediction.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\1\prediction.json",".json","json_data","DATA_ASSET","6","chiefStats | decadeTrends | issueStats | justiceIssueStats | recentJustices | splitCounts","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00054_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\10\index.html",".html","html_template_or_report","HTML_PLOT_EVENT_MATRIX","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_EVENT_MATRIX_008","83","OK","html_meta","OK","","1","False","True","False","False","False","False","False"
"VAP_DATA_00055_data","data.csv","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\11\data.csv",".csv","csv_table","DATA_ASSET","2","observation_date | FEDFUNDS","614","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","78","OK","encoding=utf-8-sig","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00056_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\11\index.html",".html","html_template_or_report","HTML_PLOT_EVENT_MATRIX","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_EVENT_MATRIX_008","83","OK","html_meta","OK","","1","False","True","False","False","False","False","False"
"VAP_DATA_00057_data","data.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\12\data.json",".json","json_data","DATA_ASSET","2","data | fetched_at","1","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_dict","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00058_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\12\index.html",".html","html_template_or_report","HTML_UI_TEMPLATE","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_IMPORTED_HTML_UI","78","OK","html_meta","OK","","2","False","False","False","False","False","False","False"
"VAP_DATA_00059_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\13\index.html",".html","html_template_or_report","HTML_PLOT_DUAL_AXIS","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_DUAL_AXIS_003","83","OK","html_meta","OK","","2","True","False","False","False","True","False","False"
"VAP_DATA_00060_data","data.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\2\data.json",".json","json_data","DATA_ASSET","15","b | bf | d | f | i | loc | n | s | si | st | t | ts | u | v | w","5690","VAP_TPL_SINGLE_LINE_001","VAP_TPL_SINGLE_LINE_001","70","OK","json_list","OK","","1","False","False","False","False","False","False","False"
"VAP_DATA_00061_index","index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\2\index.html",".html","html_template_or_report","HTML_REGISTRY_OR_CATALOG","5","title | ids | classes | plotly_present | script_count","1","VAP_TPL_IMPORTED_HTML","VAP_TPL_REGISTRY_UI_010","78","OK","html_meta","OK","","1","False","False","False","False","True","False","False"
