file_id,old_report_id,new_report_id,ticker,report_date,broker,path
012d1f99030a,b95e9dcf3934e81f,25768dac74f8efdaf554,6669,2025-10-07,Morgan Stanley,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MS-6669 20251007.pdf
60182f2345d3,8e20915ae91de7e5,54ac505cf1493ac3da88,2330,2025-07-18,GS,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\JP-2330 20250718.pdf
da66bcad430c,568b37420b9e60cd,710d89ac806736e3cf4a,6415,2026-05-17,Goldman,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\GS-6415 20260517.pdf
d7fc40eba962,22b7951d4862a6af,17778516170236867f72,1560,2026-05-20,,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MQ-1560 20260520.pdf
ee80f5489c73,e5c78bcc7b718f99,d0da7e99f6a18ee90a55,3653,2025-10-03,JPM,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\JP-3653 20251003.pdf
bb3578cff8f2,111bdc28b6000db4,d1c5a7d66588ae9c4e23,3661,2025-12-03,GS,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MS-3661 20251203.pdf
857093b8833a,4f74e5e567c0b63d,e92db8f9b6a9b19b6617,6669,2025-10-01,GS,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\CLST-6669 20251001.pdf
3635a2681a48,7f2b3f146aeeda29,aa74d1842cef486e02ab,2382,2023-10-12,Goldman,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\GS-2382 20231012.pdf
f411c84d8859,18957c38378fbd39,8e433c78313c7ec48208,6873,2025-08-19,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193922_VRN_GO_M01_3PDF_SMOKE_V117\smoke_output_3pdf\m01_pdf_temp\20250819兆豐個股報告-泓德能源(6873)__COVER_FIN.pdf
8837f1ff87a8,1eb63a0d806a85fe,71c4141a1ae66b15381f,3706,2025-08-22,國泰,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193542_VRN_GO_EXTRACTOR_SMOKE_V116\smoke_output\m01_pdf_temp\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf
9fa64d802d5c,b1ef29be25141dfe,90b7373c5fdcefbf6ead,2308,2025-11-28,GS,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MS-2308 20251128.pdf
415d87f21003,93153a7a7f704799,775f2a3745f9d927ec75,3665,2025-12-02,Morgan Stanley,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MS-3665 20251202.pdf
55c6a90bffa6,f50d71ff8e4ce4b7,cb16bf9e5a19d4053e57,8210,2025-10-07,GS,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MS-8210 20251007.pdf
e337b0a2e05d,c3b657104541af37,be5085daeb31c44ecafe,3706,2025-08-22,國泰,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193542_VRN_GO_EXTRACTOR_SMOKE_V116\smoke_input\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf
fc9e9d1ffdf9,3dac424a61e86cfe,72f769869b77c535e3e1,3706,2025-11-28,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193922_VRN_GO_M01_3PDF_SMOKE_V117\smoke_input_3pdf\20251128兆豐訪談速報-神達(3706).pdf
1c6725421e5f,adad68980797ecdf,83b6b7679118d9613783,3706,2025-11-28,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193922_VRN_GO_M01_3PDF_SMOKE_V117\smoke_output_3pdf\m01_pdf_temp\20251128兆豐訪談速報-神達(3706)__COVER_FIN.pdf
144913c917d9,650b2d77cd95cd86,f233b0e1788b84cf6590,6873,2025-08-19,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\20250819兆豐個股報告-泓德能源(6873).pdf
e337b0a2e05d,c3b657104541af37,c7a8b1032956d58d0091,3706,2025-08-22,國泰,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf
2bdd74d5ad28,dbe74d23dbf27807,5d460c5ae92f2ab82c27,1590,2025-12-02,GS,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MS-1590 20251202.pdf
144913c917d9,650b2d77cd95cd86,52ef12dce1101713c240,6873,2025-08-19,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193922_VRN_GO_M01_3PDF_SMOKE_V117\smoke_input_3pdf\20250819兆豐個股報告-泓德能源(6873).pdf
8837f1ff87a8,1eb63a0d806a85fe,a16cdaced9f932b890dd,3706,2025-08-22,國泰,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193922_VRN_GO_M01_3PDF_SMOKE_V117\smoke_output_3pdf\m01_pdf_temp\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf
e337b0a2e05d,c3b657104541af37,44f23f910016c54ba7e8,3706,2025-08-22,國泰,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193922_VRN_GO_M01_3PDF_SMOKE_V117\smoke_input_3pdf\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf
a647dd1af7a3,2cf78d2783736269,c244020bcefad367c8c6,6768,2025-12-04,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\20251204兆豐個股報告-志強-KY(6768).pdf
e337b0a2e05d,c3b657104541af37,1aa9ec2998fa303112e0,3706,2025-08-22,國泰,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193217_VRN_GO_M01_SMOKE_V115\smoke_input\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf
f411c84d8859,18957c38378fbd39,17e2093780810bfd02d2,6873,2025-08-19,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_output_10pdf\m01_pdf_temp\20250819兆豐個股報告-泓德能源(6873)__COVER_FIN.pdf
fc9e9d1ffdf9,3dac424a61e86cfe,dc76e6b8e61471ac62c7,3706,2025-11-28,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\20251128兆豐訪談速報-神達(3706).pdf
4c4bcf631547,7dcf3246e506ffbb,acea2ffed52b2ffed6ac,3014,2023-10-05,,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_output_10pdf\m01_pdf_temp\3014TT-20231005__COVER_FIN.pdf
482e52f26cf4,20e610218fae9c70,10a0b597281ccb20a62e,6933,2026-05-25,,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\6933_AMAX-KY_個股介紹報告.pdf
1c6725421e5f,adad68980797ecdf,a14610861e659bb710ad,3706,2025-11-28,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_output_10pdf\m01_pdf_temp\20251128兆豐訪談速報-神達(3706)__COVER_FIN.pdf
dc367a89b6fb,f6122b1c603b9188,bdb1b801709c8a9dfef4,4771,2026-05-19,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\20260519兆豐個股報告-望隼(4771).pdf
8837f1ff87a8,1eb63a0d806a85fe,9cf06b96f1bef6607fb1,3706,2025-08-22,國泰,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_output_10pdf\m01_pdf_temp\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf
f076f1152b4b,517a9e18dfd65500,2778579bbdddd1b4773e,4771,2026-05-19,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_output_10pdf\m01_pdf_temp\20260519兆豐個股報告-望隼(4771)__COVER_FIN.pdf
12548b012a8b,71f1cc55ced26185,81e7ecdd43462c532b2b,6768,2025-12-04,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_output_10pdf\m01_pdf_temp\20251204兆豐個股報告-志強-KY(6768)__COVER_FIN.pdf
e337b0a2e05d,c3b657104541af37,4b010e9b3911fd003db2,3706,2025-08-22,國泰,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf
b94683a9c9e6,3ffaefe3e51bf439,17b08d616e01e61a61fe,3014,2023-10-05,國泰,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\3014TT-20231005.pdf
144913c917d9,650b2d77cd95cd86,59f32d5b05c1db982129,6873,2025-08-19,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\20250819兆豐個股報告-泓德能源(6873).pdf
a647dd1af7a3,2cf78d2783736269,bee1a1aa725ea5edc3d0,6768,2025-12-04,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\20251204兆豐個股報告-志強-KY(6768).pdf
b94683a9c9e6,3ffaefe3e51bf439,f3a6eb36e1b07d3cd67f,3014,2023-10-05,國泰,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\3014TT-20231005.pdf
fc9e9d1ffdf9,3dac424a61e86cfe,d8e30707e2e15bfcac17,3706,2025-11-28,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\20251128兆豐訪談速報-神達(3706).pdf
513089807e2e,63599359bfd4ec19,737d606ce443d4a4f444,2891,2026-05-19,凱基,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基投顧_2891 中信金_施志鴻_20260519.pdf
482e52f26cf4,20e610218fae9c70,ca4c6c16969a6674dfa3,6933,2026-05-25,,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\6933_AMAX-KY_個股介紹報告.pdf
e6270450a0cb,3d74d4a63b622a51,4449d3b1b7548ba08463,6533,2025-12-06,,"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\晶心科(6533,N,中立)-CTBC251208.pdf"
8578b17590da,8d2bd5a5c8b87d14,db76eacae3cb833543a7,3665,2026-05-19,凱基,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基投顧_3665 貿聯-KY_李承泰_20260519.pdf
a9762ff02efe,ede46dd062be6786,8bf8a8562c0fbdcecb5a,4171,2025-12-08,GS,"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\瑞基(4171,NR_未評等)-CTBC251208.pdf"
9db99ee86da3,6ccc261ef835def2,82dc06e1af39348fbf8e,2026,2025-12-01,華南,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\第一場 2026年投資大趨勢 - 華南投顧 -1141201.pdf
1c6725421e5f,adad68980797ecdf,be672f224e109ec3063c,3706,2025-11-28,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\20251128兆豐訪談速報-神達(3706)__COVER_FIN.pdf
f411c84d8859,18957c38378fbd39,3e7877f3d139915bf1e8,6873,2025-08-19,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\20250819兆豐個股報告-泓德能源(6873)__COVER_FIN.pdf
1ce8f7a19d5b,e24e1a849b0bf2f4,22e8e61527a9045e51f6,6143,2025-09-09,華南,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\華南投顧-6143-振曜-1141128.pdf
dc367a89b6fb,f6122b1c603b9188,cd666b913c09cc7bf163,4771,2026-05-19,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\20260519兆豐個股報告-望隼(4771).pdf
aaf37d8b44ad,b49c22e4ac8a2438,822824dc0ca62547aa3f,1476,2026-05-19,凱基,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基投顧_1476 儒鴻_劉昃恩_20260519.pdf
bec2e8821841,a3394c0f7f4d9226,88f08c57eac98da0cfcb,2606,2025-09-12,華南,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\華南投顧-2606-裕民-1141202.pdf
12548b012a8b,71f1cc55ced26185,9bca0d78176057d4ea38,6768,2025-12-04,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\20251204兆豐個股報告-志強-KY(6768)__COVER_FIN.pdf
cd1804f88763,d170e4b7e87097fd,075ef1ffa059d0ffa533,2637,2025-08-14,華南,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\華南投顧-2637-慧洋-KY-1141202.pdf
f076f1152b4b,517a9e18dfd65500,85c9e55fef0ee92f4285,4771,2026-05-19,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\20260519兆豐個股報告-望隼(4771)__COVER_FIN.pdf
8837f1ff87a8,1eb63a0d806a85fe,c2c42b09b3d7faf5b8a5,3706,2025-08-22,國泰,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf
7f6338fb959d,7ac7606fd4866328,12839c3ffc1f96cda68e,3017,2025-11-13,華南,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\華南投顧-3017-奇鋐-1141202.pdf
f79edee33434,ccc5c019dddb23d2,dd192502ddf69b6e55ba,3665,2026-05-19,凱基,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\凱基投顧_3665 貿聯-KY_李承泰_20260519__COVER_FIN.pdf
2ffbf03c7485,9a9d42d20071aef6,7a06fbbe1f0d71b7f9ff,6147,2026-05-19,凱基,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基投顧_6147 頎邦_劉宇程_20260519.pdf
ce36e08fe808,fa908e89c78b3684,0808c1c9c4e064b7c2e4,3017,2025-12-02,華南,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\華南投顧-3017-奇鋐-1141202__COVER_FIN.pdf
13ebbb01df60,f5b43493ced94600,08be4065bab7c9423b21,2891,2026-05-19,凱基,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\凱基投顧_2891 中信金_施志鴻_20260519__COVER_FIN.pdf
a4cfa1c72212,397b36f48509bb3a,7c6f42d5b2f511b58576,2637,2025-12-02,華南,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\華南投顧-2637-慧洋-KY-1141202__COVER_FIN.pdf
4f916ed039a2,acce6de8c0bd1a16,54cce34246704e9ca925,6147,2026-05-19,凱基,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\凱基投顧_6147 頎邦_劉宇程_20260519__COVER_FIN.pdf
fc9e9d1ffdf9,3dac424a61e86cfe,1695195c6f1dc8ceecfb,3706,2025-11-28,兆豐,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\20251128兆豐訪談速報-神達(3706).pdf
8a93ba4e9f95,72a83771e5ba28c0,ffeb79c197b71a3b6ee9,1476,2026-05-19,凱基,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\凱基投顧_1476 儒鴻_劉昃恩_20260519__COVER_FIN.pdf
