"Time","Round","Flow","Layer","Name","Status","Risk","FixClass","Metric","Value","Message","Path"
"2026-06-09 22:40:56","Round2","FLOW_A_YFINANCE","YFINANCE_SEED_MANIFEST","VDF_YFinanceSeedFetch_Manifest_v017.json","OK","LOW","PARALLEL_SAFE","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_YFINANCE_SEED_FETCH_v017_20260609_221249\registry\VDF_YFinanceSeedFetch_Manifest_v017.json"
"2026-06-09 22:40:56","Round2","FLOW_A_YFINANCE","YFINANCE_SEED_FINAL_SEAL","VDF_YFINANCE_SEED_FINAL_SEAL_v0171.json","OK","LOW","PARALLEL_SAFE","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_YFINANCE_SEED_FINAL_SEAL_v0171_20260609_222206\seal\VDF_YFINANCE_SEED_FINAL_SEAL_v0171.json"
"2026-06-09 22:40:56","Round2","FLOW_A_YFINANCE","ROW_SUMMARY","YFinance validated rows","OK","LOW","PARALLEL_SAFE","rows","64","YFinance seed row count meets expected baseline.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_YFINANCE_SEED_FETCH_v017_20260609_221249\registry\VDF_YFinanceSeedFetch_Manifest_v017.json"
"2026-06-09 22:40:56","Round2","FLOW_B_TWSE_TPEX","TWSE_SEED_MANIFEST","VDF_TWSEOfficialSeed_Manifest_v018.json","OK","LOW","PARALLEL_SAFE","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223749\registry\VDF_TWSEOfficialSeed_Manifest_v018.json"
"2026-06-09 22:40:56","Round2","FLOW_B_TWSE_TPEX","ROW_SUMMARY","TWSE official seed rows","OK","LOW","PARALLEL_SAFE","rows","2460","TWSE seed row count meets expected baseline.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223749\registry\VDF_TWSEOfficialSeed_Manifest_v018.json"
"2026-06-09 22:40:56","Round2","FLOW_B_TWSE_TPEX","TPEX_PROBE","TPEX capability","OK","LOW","PARALLEL_SAFE","status","TPEX_SWAGGER_PROBED","TPEX swagger capability probe completed. No endpoint executed yet.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223749\registry\VDF_TWSEOfficialSeed_Manifest_v018.json"
"2026-06-09 22:40:56","Round2","FLOW_C_CONTROLLER_ACTIVATION","PRODUCTION_CONTROLLER","Controller ready","OK","LOW","PARALLEL_SAFE","status","VDF_PRODUCTION_FETCH_CONTROLLER_READY","Production fetch controller is ready and low risk.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_POINTER.json"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_TW_PriceDaily.csv","OK","LOW","PARALLEL_SAFE","exists_sha256","39B2C20CBCC8DDA98BAE8B7320692EB3E6774C1DC43BE57B6A87FE2221DB5F01","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TW_PriceDaily.csv"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_TW_PriceDaily.json","OK","LOW","PARALLEL_SAFE","exists_sha256","F536B1226CE38A0B211ACBE45B205092906898E5FE23FF90B95567D08DA12160","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TW_PriceDaily.json"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_TW_PriceDaily.parquet","OK","LOW","PARALLEL_SAFE","exists_sha256","309B57F8D7022675DCC05C3A466AFE607FB6B4A4B346934662A348EC90A509B0","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TW_PriceDaily.parquet"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_TW_IndexDaily.csv","OK","LOW","PARALLEL_SAFE","exists_sha256","2C6F458AE2D887B02F361735F79279F71B30C5D10AF0CC7A722AAF495CEEC43E","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TW_IndexDaily.csv"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_TW_IndexDaily.json","OK","LOW","PARALLEL_SAFE","exists_sha256","930390304D26BF328DA2EC22D253B72D65CD40F9B94EC092E17FF48DBED4B8CB","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TW_IndexDaily.json"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_TW_IndexDaily.parquet","OK","LOW","PARALLEL_SAFE","exists_sha256","9C858EC53C771D2B47227E8622EEC1E14163944C3AE4D1CCDC0179C47533D77F","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TW_IndexDaily.parquet"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_Global_FXRate.csv","OK","LOW","PARALLEL_SAFE","exists_sha256","BF3A8B61BACB7C0A9E98DA05FDF0CC719D963994DC4BBC6A3022352285ED1F90","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_Global_FXRate.csv"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_Global_FXRate.json","OK","LOW","PARALLEL_SAFE","exists_sha256","B09C2FD3F8C3A476DCF947B788043F89D8C30ACC79B41E0E128C3EDF570F87C8","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_Global_FXRate.json"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_Global_FXRate.parquet","OK","LOW","PARALLEL_SAFE","exists_sha256","8A8F9E6C6618DA6A8FFFB9713476B1F6DC0DF21F7701C9F35D5CDEE54C46292D","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_Global_FXRate.parquet"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_Global_Commodity.csv","OK","LOW","PARALLEL_SAFE","exists_sha256","DEC9749F4137ABFF1D1C4CACBBA1DABC0DBB963DD400A33699080709C7CF1599","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_Global_Commodity.csv"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_Global_Commodity.json","OK","LOW","PARALLEL_SAFE","exists_sha256","0B27792CE6143823FE85FCD362E58A89281F715FF7E22563E1757861436CF337","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_Global_Commodity.json"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_Global_Commodity.parquet","OK","LOW","PARALLEL_SAFE","exists_sha256","1A0C26B16591BFDBB5F1FFE7FD264F70CF9DAB5ABB6047D3FE8A7D62A33A42D5","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_Global_Commodity.parquet"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_Global_Macro.csv","OK","LOW","PARALLEL_SAFE","exists_sha256","B0936CF01853586A06B5D4EE730B3BD9363BCD91D280686E65F6CFBC7785DC83","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_Global_Macro.csv"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_Global_Macro.json","OK","LOW","PARALLEL_SAFE","exists_sha256","2D659E8468FE065E8E67D792C6B316C522BDBA0E7A893FB3A20439AADACF51B4","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_Global_Macro.json"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_Global_Macro.parquet","OK","LOW","PARALLEL_SAFE","exists_sha256","A8F4DB61478BDBFDDF03F3CB433D366B22E8335F36B109B947708FD1F989F130","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_Global_Macro.parquet"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_TW_EquityUniverse.csv","OK","LOW","PARALLEL_SAFE","exists_sha256","EA22B50F2E2EE2437559B3AF8DA0B0130F821023060ADD95DFBE3CBD238FE730","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TW_EquityUniverse.csv"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_TW_EquityUniverse.json","OK","LOW","PARALLEL_SAFE","exists_sha256","975D6CC04EB7BFC2862D4321B331058ED8A1553181E403C50430FFB4F29736ED","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TW_EquityUniverse.json"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_TW_EquityUniverse.parquet","OK","LOW","PARALLEL_SAFE","exists_sha256","8DCE14CB7F72C3128F6386C2FCB27A95DE9C7C97E112BCA7B1B65E249BF16DDE","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TW_EquityUniverse.parquet"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_TW_TradingStats.csv","OK","LOW","PARALLEL_SAFE","exists_sha256","41F6C9DF5BD030A8E7947DF2E4F3ABBFF58B5B72AE3C54FC4E1FF451E26D2398","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TW_TradingStats.csv"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_TW_TradingStats.json","OK","LOW","PARALLEL_SAFE","exists_sha256","EE4D6A08D708CADDF23DB7EA795D8908A2034D830719BFECE5359EAE21C74B3A","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TW_TradingStats.json"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_TW_TradingStats.parquet","OK","LOW","PARALLEL_SAFE","exists_sha256","CFC518B04C80F13DB57585439C860954CFA59FF3D84ABAC49B8B43A8CD1B0F8D","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_TW_TradingStats.parquet"
"2026-06-09 22:40:56","Round2","DATABASE_SYNC","DATABASE_FILE","VDF_ACTIVE_SCHEMA.duckdb","OK","LOW","PARALLEL_SAFE","exists_sha256","8A2206DDFA2A6FADEF214A9A23B2BC864DC8070C9EBB084B29E941BFB8B2A335","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE\VDF_ACTIVE_SCHEMA.duckdb"
"2026-06-09 22:40:56","Round3","TRIFLOW_SEAL","LOCAL_FREE_LIBS","VDF_Top10_LocalFreeLibs_TriFlowSync_v019.json","OK","LOW","PARALLEL_SAFE","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TRIFLOW_SYNC_v019_20260609_224056\registry\VDF_Top10_LocalFreeLibs_TriFlowSync_v019.json"
"2026-06-09 22:40:56","Round3","TRIFLOW_SEAL","SEAL_JSON","VDF_TRIFLOW_SYNC_SEAL_v019.json","OK","LOW","PARALLEL_SAFE","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TRIFLOW_SYNC_v019_20260609_224056\seal\VDF_TRIFLOW_SYNC_SEAL_v019.json"
"2026-06-09 22:40:56","Round3","TRIFLOW_SEAL","TRIFLOW_POINTER","VDF_ACTIVE_TRIFLOW_POINTER.json","OK","LOW","PARALLEL_SAFE","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_TRIFLOW_POINTER.json"
"2026-06-09 22:40:56","Round3","TRIFLOW_SEAL","ACTIVE_POINTER_UPDATE","VDF_ACTIVE_POINTER.json","WARN","MEDIUM","OPTIONAL_REVIEW","update","skipped","Cannot validate argument on parameter 'Depth'. The 120 argument is greater than the maximum allowed range of 100. Supply an argument that is less than or equal to 100 and then try the command again.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_POINTER.json"
