"path","bytes","has_doctype","has_charset","has_viewport","has_table","has_grid","has_animation","has_veritas","title"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202304\CELERITAS_SAFE_ADAPTER_REPORT.html","3410","True","True","False","True","False","False","True","Celeritas Safe Adapter Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_celeritas_safe_adapter\RUN_20260610_202305\CELERITAS_SAFE_ADAPTER_REPORT.html","3406","True","True","False","True","False","False","True","Celeritas Safe Adapter Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_153602\supportive_modules_onboarding_report.html","60581","True","True","False","True","False","False","True","Veritas NexusCore Supportive Modules Onboarding"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_supportive_nexuscore_onboarding\RUN_20260610_154007\supportive_modules_onboarding_report.html","62533","True","True","False","True","False","False","True","Veritas NexusCore Supportive Modules Onboarding"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_FROM_UNIFIED_INPUT_20260609_034748\report\VIA_ActivationGateway_FromUnifiedInput_Report.html","28394","True","True","False","True","True","False","True","VIA Activation Gateway From Unified Input"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_FROM_UNIFIED_INPUT_20260609_034818\report\VIA_ActivationGateway_FromUnifiedInput_Report.html","28394","True","True","False","True","True","False","True","VIA Activation Gateway From Unified Input"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V02_GATEWAY_HOTFIX_20260609_035258\report\VIA_ActivationGateway_v02_Hotfix_Report.html","7559","True","True","False","True","True","False","True","VIA Activation Gateway v02 Gateway Hotfix"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V03_STABLE_HOTFIX_20260609_035508\report\VIA_ActivationGateway_v03_StableHotfix_Report.html","13000","True","True","False","True","True","False","True","VIA Activation Gateway v03 Stable Hotfix"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V04_INLINE_READY_20260609_035734\report\VIA_ActivationGateway_v04_InlineReady_Report.html","27517","True","True","False","True","True","False","True","VIA Activation Gateway v04 Inline Ready"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V05_PARAM_FIRST_FINAL_20260609_040014\report\VIA_ActivationGateway_v05_ParamFirst_Report.html","28434","True","True","False","True","True","False","True","VIA Activation Gateway v05 Param First Final"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_active\VIA_ACTIVATE_ONCE_20260609_200917\report\VIA_ActivateOnce_Report.html","6629","True","True","False","True","True","False","True","VIA Activate Once"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_active\VIA_ACTIVATION_FREEZE_PROMOTE_20260609_040327\report\VIA_ActivationFreezePromote_Report.html","13436","True","True","False","True","True","False","True","VIA Activation Freeze Promote"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v011_20260609_175827\report\VIA_PS_Accelerated_Panorama_Audit_v011_Report.html","44107","True","True","False","True","True","False","True","VIA PS Accelerated Panorama Audit v011"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_180224\report\VIA_PS_Accelerated_Panorama_Audit_v012_Report.html","45175","True","True","False","True","True","False","True","VIA PS Accelerated Panorama Audit v012"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_PS_ACCELERATED_PANORAMA_AUDIT_v012_20260609_200341\report\VIA_PS_Accelerated_Panorama_Audit_v012_Report.html","45175","True","True","False","True","True","False","True","VIA PS Accelerated Panorama Audit v012"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DATABASE_PRODUCTION_AUDIT_20260609_041403\report\VIA_VDF_VRN_DatabaseProductionAudit_Report.html","218854","True","True","False","True","True","False","True","VIA VDF VRN Database Production Audit"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_audit\VIA_VDF_VRN_DATABASE_PRODUCTION_AUDIT_20260609_043334\report\VIA_VDF_VRN_DatabaseProductionAudit_Report.html","222442","True","True","False","True","True","False","True","VIA VDF VRN Database Production Audit"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_freeze\VIA_UNIFIED_INPUT_SSOT_FREEZE_GATEWAY_20260609_034130\report\VIA_UnifiedInput_SSOT_FreezeGateway_Report.html","20902","True","True","False","True","True","False","True","VIA Unified Input SSOT Freeze Gateway"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\HMI_EDITOR_BACKUP_RUN_20260609_172643_HMI_OPTIMIZE_TEST_DEBUG_ACTIVATE\VIA_VAP_Template_Workbench_Fullscreen_HMI_AutoLayoutEditor.bak.html","5545449","True","True","True","False","True","True","True","VIA/VAP · Fullscreen HMI Auto Layout Editor"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\BACKUP\HMI_POLICY_HOTFIX_BACKUP_RUN_20260609_173528_HMI_POLICY_HOTFIX_RETEST\Fullscreen_HMI_AutoLayoutEditor.before_policy_hotfix.html","5548880","True","True","True","False","True","True","True","VIA/VAP · Fullscreen HMI Auto Layout Editor"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COCKPIT\PROJECTS\VAP_Project_Risk-Control_Gallery.html","12129","True","True","True","False","True","False","True","VAP · Risk-Control Project Icons"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COCKPIT\PROJECTS\VAP_Project_Shared_Gallery.html","750083","True","True","True","False","True","False","True","VAP · Shared Project Icons"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COCKPIT\PROJECTS\VAP_Project_VAP_Gallery.html","104965","True","True","True","False","True","False","True","VAP · VAP Project Icons"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COCKPIT\PROJECTS\VAP_Project_VDF_Gallery.html","25842","True","True","True","False","True","False","True","VAP · VDF Project Icons"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COCKPIT\PROJECTS\VAP_Project_VETF_Gallery.html","149129","True","True","True","False","True","False","True","VAP · VETF Project Icons"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COCKPIT\PROJECTS\VAP_Project_VIA-Core_Gallery.html","59027","True","True","True","False","True","False","True","VAP · VIA-Core Project Icons"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COCKPIT\PROJECTS\VAP_Project_VRN_Gallery.html","10891","True","True","True","False","True","False","True","VAP · VRN Project Icons"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COMPONENTS\DecisionStudio_Current_DecisionStudio_Registry\TABLE_BLOCK_0001_VAP_CMP_000006.html","180","False","False","False","True","False","False","False",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COMPONENTS\DecisionStudio_Current_DecisionStudio_Registry\TABLE_BLOCK_0002_VAP_CMP_000007.html","162","False","False","False","True","False","False","False",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COMPONENTS\DecisionStudio_Current_DecisionStudio_Registry\TABLE_BLOCK_0003_VAP_CMP_000008.html","82","False","False","False","True","False","False","False",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COMPONENTS\DecisionStudio_DecisionStudio_Registry\TABLE_BLOCK_0001_VAP_CMP_000014.html","180","False","False","False","True","False","False","False",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COMPONENTS\DecisionStudio_DecisionStudio_Registry\TABLE_BLOCK_0002_VAP_CMP_000015.html","162","False","False","False","True","False","False","False",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\COMPONENTS\DecisionStudio_DecisionStudio_Registry\TABLE_BLOCK_0003_VAP_CMP_000016.html","82","False","False","False","True","False","False","False",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VAP_MultiCompare.html","267199","True","True","True","False","True","True","True","Multi-Ticker Comparison — 20260319_152911"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VAP_NVDA_VDF.html","1617096","True","True","True","False","True","True","True","NVDA (NVIDIA) Analysis — 20260319_152910"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VAP_SMH_Flow.html","166307","True","True","True","False","True","True","True","SMH ETF Fund Flow Analysis — 20260319_152911"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VAP_VDF_Panoramic.html","14133","True","True","True","True","True","True","True","VDF System Panoramic View — 20260319_152911"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VEGN_v32_TEST.html","17132","True","True","True","True","True","True","True","VEGN Step 1 v3.2 — VIA Env Governance"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_052418\VAP_VisualSpec_Panorama_3R_Grid_Report.html","3264092","True","True","True","False","True","False","True","VAP · Visual Spec Grid Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_053209_SCOPE_HOTFIX\VAP_Compact_Image_Grouping_Report.html","10514542","True","True","True","False","True","False","True","VAP · Compact Image Grouping Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_054251_VHB_TO_VAP\VAP_Integrate_VHB_Panorama_3R_Report.html","50984","True","True","True","True","True","True","True","VAP · Integrate VHB Panorama 3R Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_054813_VAP_POST_INTEGRATION\VAP_PostIntegration_Harden_Activate_3R_Report.html","8590426","True","True","True","True","True","False","True","VAP · Post Integration Harden Activate 3R"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_083555_DELETE_ORIGINAL_ICON_BASE\VAP_Delete_Original_IconBase_Report.html","4673312","True","True","True","False","True","False","True","VAP · Delete Original Icon Base Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_092228_ICON_BASE_INTAKE_VERIFY_DELETE\VAP_IconBase_Intake_Verify_Delete_Report.html","4128088","True","True","True","True","True","False","True","VAP · Icon Base Intake Verify Delete"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_093917_ICON_BASE_INTAKE_VERIFY_DELETE\VAP_IconBase_Intake_Verify_Delete_Report.html","30585","True","True","True","True","True","True","True","VAP · Icon Base Intake Verify Delete"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_121129_ICON_BASE_POST_DELETE_VALIDATE\VAP_IconBase_PostDelete_Validation_Matrix.html","3143898","True","True","True","True","True","False","True","VAP · Icon Base Post-Delete Validation Matrix"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_124405_VAP_FREEZE_ACTIVE\VAP_Freeze_Active_Entry_Report.html","3064","True","True","False","True","True","False","True","VAP Freeze Active Entry Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_125046_VAP_GALLERY_COCKPIT\VAP_Gallery_Cockpit.html","457882","True","True","True","True","True","False","True","VAP · Gallery Cockpit"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_125429_VAP_GALLERY_VISUAL_FIX\VAP_Gallery_Cockpit_VisualFix_ProjectTag.html","1060222","True","True","True","False","True","False","True","VAP · Gallery Cockpit Visual Fix"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_133734_VAP_MASTER_HOTFIX\VAP_Master_Cockpit_Hotfix_ReportCopy_Verify.html","43372","True","True","True","True","True","True","True","VAP · Master Cockpit"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_133734_VAP_MASTER_HOTFIX\VAP_Master_Hotfix_3R_Closeout_Matrix.html","9113","True","True","False","True","True","False","True","VAP Master Hotfix 3R Closeout Matrix"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\REPORT\RUN_20260609_134020_VAP_FINAL_SEAL\VAP_Final_Seal_VETF_Link_Refinement.html","4360","True","True","False","True","True","False","True","VAP Final Seal"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATES\CURRENT\DecisionStudio_Current_DecisionStudio_Registry.html","971501","True","True","True","False","True","True","True","VeritasDecisionStudio — Function &amp; Tool Registry"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATES\ORIGINAL\DecisionStudio_DecisionStudio_Registry.html","971501","True","True","True","False","True","True","True","VeritasDecisionStudio — Function &amp; Tool Registry"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\SOURCES\01_VIA_ActiveETF_Console_(8).html","1074723","True","True","True","False","True","True","True","VIA Active ETF Console"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\SOURCES\02_VIA_US_Macro_Template.html","24362","True","True","True","False","True","True","True","VIA · US Macro Template v2"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\SOURCES\03_VIA_Macro_GDP_Identity_Console_(2).html","34308","True","True","True","True","True","True","True","VIA Macro · Regional GDP Identity Console v2"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\SOURCES\04_VIA_ActiveETF_Console_snapshot.html","1309549","True","True","True","False","True","True","True","VIA Active ETF Console"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\SOURCES\05_VIA_US_Macro_Matrix_Dashboard.html","21023","True","True","True","False","True","True","True","VIA · US Macro Matrix Dashboard"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\SOURCES\06_VIA_MACRO_DataMap_US_v3.html","87625","True","True","True","True","False","True","True","VIA MACRO DATA MAP · US 多源對照 v3"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\SOURCES\07_VIA_MACRO_DataMap_v1.html","33862","True","True","True","True","False","True","True","VIA MACRO DATA MAP / 分類"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\SOURCES\08_VDF_v4.3_cockpit_(1).html","67955","True","True","True","True","True","True","True","VDF v4.3 · Management Cockpit · Veritas Intelligence Analytics"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\SOURCES\09_DecisionStudio_Registry_(6).html","971501","True","True","True","False","True","True","True","VeritasDecisionStudio — Function &amp; Tool Registry"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\SOURCES\10_VIA_HomeLauncher_Optimized_Consolidated_v1_1_0_(3).html","38906","True","True","True","False","True","True","True","VIA · Veritas Intelligence Analytics · Optimized Consolidated"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\SOURCES\11_VDF_MDL501_DataModuleController.html","46875","True","True","True","True","True","True","True","VIA · Data Module Controller v2.0 · Full Ecosystem"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\SOURCES\12_VIA_HomeLauncher_Optimized_Consolidated_v1_1_0.html","38906","True","True","True","False","True","True","True","VIA · Veritas Intelligence Analytics · Optimized Consolidated"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\SOURCES\13_VIA_Main_(2).html","48773","True","True","True","False","True","True","True","VIA · Veritas Intelligence Analytics"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\SOURCES\14_VIA_AutoPlot_Console_(3).html","97430","True","True","True","True","True","True","True","VeritasAutoPlot Console · VIA"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\SOURCES\15_VIA_AutoPlot_Console.html","56046","True","True","True","True","True","True","True","VeritasAutoPlot Console · VIA"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\SOURCES\16_VIA_TW_Resonance_Stock_Stack_(17).html","176303","True","True","True","False","True","True","True","VIA · 台股共振堆疊圖 · TW Resonance Stock Stack v3"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193910\_supportive_registry\NEXUSCORE_SCANONLY_INVENTORY.html","74337","True","True","False","True","False","False","True","NexusCore ScanOnly Inventory"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193910\_supportive_reports\NEXUSCORE_ACTION_RUNNER_MATRIX.html","2331","True","True","False","True","False","False","False","NexusCore Action Runner Matrix"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193912\_supportive_hardgate\NEXUSCORE_HARDGATE_REPORT.html","2240","True","True","False","True","False","False","True","NexusCore HardGate Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193912\_supportive_registry\NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.html","142525","True","True","False","True","False","False","True","NexusCore Full Supportive Registry"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193914\_supportive_env\NEXUSCORE_ENVMANAGER_PLAN.html","1956","True","True","False","True","False","False","True","NexusCore EnvManager Plan"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193915\_supportive_install_plans\NEXUSCORE_CELERITAS_ACCELERATION_PLAN.html","23671","True","True","False","True","False","False","True","NexusCore Celeritas Acceleration Plan"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193916\_supportive_install_plans\NEXUSCORE_DOWNLOADONLY_REPORT.html","2054","True","True","False","True","False","False","True","NexusCore DownloadOnly Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193917\_supportive_reports\NEXUSCORE_VALIDATE_REPORT.html","2598","True","True","False","True","False","False","True","NexusCore Validate Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_201038\_supportive_reports\NEXUSCORE_ACTION_RUNNER_MATRIX.html","1881","True","True","False","True","False","False","False","NexusCore Action Runner Matrix"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_201039\_supportive_registry\NEXUSCORE_SCANONLY_INVENTORY.html","56828","True","True","False","True","False","False","True","NexusCore ScanOnly Inventory"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_201040\_supportive_hardgate\NEXUSCORE_HARDGATE_REPORT.html","1910","True","True","False","True","False","False","True","NexusCore HardGate Report"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_201040\_supportive_registry\NEXUSCORE_ACTION_REGISTRY.html","69511","True","True","False","True","False","False","True","NexusCore Action Registry"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_201041\_supportive_env\NEXUSCORE_ENVMANAGER_PLAN.html","1657","True","True","False","True","False","False","True","NexusCore EnvManager Plan"
