asset_id,file_name,path,ext,kind,taxonomy,size,modified,header_count,row_count_estimate,best_template,template_score,status,detail,warning_reason,axes,supports_stack,supports_event_matrix,supports_heatmap,supports_candle,supports_watchlist,visual_lock,plotly_present,headers_json,sample_json
VAP_DATA_00011_350d677a_c89e_46e2_a1ae_665273d93d18,350d677a-c89e-46e2-a1ae-665273d93d18.html,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\350d677a-c89e-46e2-a1ae-665273d93d18.html,.html,html_template_or_report,HTML_PLOT_CANDLE_TA,72743,2025-12-28T16:40:12,6,1,VAP_TPL_CANDLE_TA_007,91,OK,html_meta,,1,True,False,False,True,True,False,True,"[""title"", ""ids"", ""classes"", ""anchors"", ""plotly_present"", ""script_count""]","[{""title"": ""VeritasAutoPlot - Professional Financial Analytics"", ""ids"": ""dbStatus, themeIcon, symbolName, symbolPrice, symbolChange, indicatorTags, mainChart, ohlcO, ohlcH, ohlcL, ohlcC, ohlcV, volumeChart, rsiPanel, rsiChart, macdPanel, macdChart, panelIndicators, panelStyle, themeSelect, toggleGrid, toggleLog, toggleAuto, toggleCross, colorUp, colorDown, seabornPalette, panelData, dataCount, dataRange"", ""classes"": ""app, sidebar, sidebar-header, logo, logo-text, sidebar-nav, nav-section, nav-section-title, nav-item active, nav-icon, nav-item, nav-icon, nav-item, nav-icon, nav-section, nav-section-title, nav-item, nav-icon, nav-item, nav-icon, nav-item, nav-icon, nav-section, nav-section-title, nav-item, nav-icon, nav-item, nav-icon, nav-item, nav-icon"", ""anchors"": """", ""plotly_present"": true, ""script_count"": 4}]"
VAP_DATA_00012_AutoPlot_vs_ProTools_GapReport,AutoPlot_vs_ProTools_GapReport.html,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\AutoPlot_vs_ProTools_GapReport.html,.html,html_template_or_report,HTML_PLOT_CANDLE_TA,45125,2026-01-07T23:17:43,6,1,VAP_TPL_CANDLE_TA_007,83,OK,html_meta,,1,True,False,True,True,True,False,False,"[""title"", ""ids"", ""classes"", ""anchors"", ""plotly_present"", ""script_count""]","[{""title"": ""AutoPlot Gap Analysis"", ""ids"": """", ""classes"": ""wrap, header, h-title, h-sub, chips, chip, chip, chip, chip, grid, kpi, k, v fail, s, kpi, k, v warn, s, card, card-h, title, meta, table-wrap, item, num, num fail, num warn, num, num, num"", ""anchors"": """", ""plotly_present"": false, ""script_count"": 0}]"
VAP_DATA_00013_f723c3ba_887b_4d40_aca3_1d9f62c1b31e,f723c3ba-887b-4d40-aca3-1d9f62c1b31e.html,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\f723c3ba-887b-4d40-aca3-1d9f62c1b31e.html,.html,html_template_or_report,HTML_PLOT_STACK_TIMELINE,1013211,2025-12-04T07:25:09,6,1,VAP_TPL_STACK_TIMELINE_004,83,OK,html_meta,,1,True,False,False,False,False,False,False,"[""title"", ""ids"", ""classes"", ""anchors"", ""plotly_present"", ""script_count""]","[{""title"": ""台灣散裝航運 vs BDI"", ""ids"": ""bdiLabel, chart, legendBox"", ""classes"": ""container, subtitle, controls, btn, btn, btn active, btn, btn, btn, btn, btn, key-dates, key-date, date, label, key-date, date, label, key-date, date, label, chart-container, bdi-label, legend-box, legend-item, legend-color, legend-item, legend-color, legend-item, legend-color"", ""anchors"": """", ""plotly_present"": false, ""script_count"": 4}]"
VAP_DATA_00014_NEXUS_Dashboard_Demo,NEXUS_Dashboard_Demo.html,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\NEXUS_Dashboard_Demo.html,.html,html_template_or_report,HTML_PLOT_HEATMAP,873113,2026-01-03T00:21:25,6,1,VAP_TPL_HEATMAP_006,91,OK,html_meta,,1,True,False,True,False,True,False,True,"[""title"", ""ids"", ""classes"", ""anchors"", ""plotly_present"", ""script_count""]","[{""title"": ""VSO ULTRA NEXUS Dashboard"", ""ids"": ""kpi-grid, stat-modules, stat-lines, stat-legos, stat-quality, stat-integration, search-input, tab-overview, lang-distribution, integration-status, domain-distribution, module-matrix, tab-modules, module-grid, tab-lego, lego-grid, tab-audit, audit-list, tab-dependency, btn-zoom-in, btn-zoom-out, btn-reset, dependency-graph, tab-tools, tools-container, detail-modal, modal-body"", ""classes"": ""cyber-grid, scan-line, container, header, logo-section, logo, logo-icon, logo-text, version-badge, header-info, timestamp, status-indicator online, kpi-dashboard, section-title, icon, kpi-grid, stats-bar, stat-item, stat-label, stat-value, stat-item, stat-label, stat-value, stat-item, stat-label, stat-value, stat-item, stat-label, stat-value, stat-item"", ""anchors"": """", ""plotly_present"": true, ""script_count"": 1}]"
VAP_DATA_00015_T01_Preview,T01_Preview.html,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\T01_Preview.html,.html,html_template_or_report,HTML_PLOT_STACK_TIMELINE,8015,2026-02-17T00:30:42,6,1,VAP_TPL_STACK_TIMELINE_004,91,OK,html_meta,,1,True,False,False,False,True,False,True,"[""title"", ""ids"", ""classes"", ""anchors"", ""plotly_present"", ""script_count""]","[{""title"": ""VeritasAutoPlot™ T01 — Single Axis Preview"", ""ids"": ""selType, clrMain, numWidth, chipGrid, chipLog, chipHL, chart"", ""classes"": ""header, sub, card, ctrl-row, ctrl-group, ctrl-group, ctrl-group, chip active, chip, chip active, footer"", ""anchors"": """", ""plotly_present"": true, ""script_count"": 2}]"
VAP_DATA_00016_T01_SingleAxis,T01_SingleAxis.html,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\T01_SingleAxis.html,.html,html_template_or_report,HTML_PLOT_STACK_TIMELINE,6783,2026-02-17T00:31:01,6,1,VAP_TPL_STACK_TIMELINE_004,91,OK,html_meta,,1,True,False,False,False,True,False,True,"[""title"", ""ids"", ""classes"", ""anchors"", ""plotly_present"", ""script_count""]","[{""title"": ""VeritasAutoPlot™ T01 — Single Axis"", ""ids"": ""selType, clrMain, numWidth, chipGrid, chipLog, chipHL, chart"", ""classes"": ""header, sub, card, ctrl-row, ctrl-group, ctrl-group, ctrl-group, ctrl-group, chip active, ctrl-group, chip, ctrl-group, chip active, footer"", ""anchors"": """", ""plotly_present"": true, ""script_count"": 2}]"
VAP_DATA_00017_T02_DualAxis,T02_DualAxis.html,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\T02_DualAxis.html,.html,html_template_or_report,HTML_PLOT_DUAL_AXIS,9190,2026-02-17T00:30:57,6,1,VAP_TPL_DUAL_AXIS_003,91,OK,html_meta,,2,True,True,False,False,True,False,True,"[""title"", ""ids"", ""classes"", ""anchors"", ""plotly_present"", ""script_count""]","[{""title"": ""VeritasAutoPlot™ T02 — Dual Axis"", ""ids"": ""selL, selR, clrL, clrR, cCrisis, cEvent, cHL, cLog, cGrid, chart"", ""classes"": ""header, sub, card, ctrl-row, ctrl-group, ctrl-group, ctrl-group, ctrl-group, sep, chip active, chip active, chip active, chip, chip active, footer"", ""anchors"": """", ""plotly_present"": true, ""script_count"": 2}]"
VAP_DATA_00018_T02_Preview,T02_Preview.html,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\T02_Preview.html,.html,html_template_or_report,HTML_PLOT_DUAL_AXIS,10685,2026-02-17T00:30:42,6,1,VAP_TPL_DUAL_AXIS_003,91,OK,html_meta,,2,True,True,False,False,True,False,True,"[""title"", ""ids"", ""classes"", ""anchors"", ""plotly_present"", ""script_count""]","[{""title"": ""VeritasAutoPlot™ T02 — Dual Axis Preview"", ""ids"": ""selR, clrL, clrR, cCrisis, cEvent, cHL, cGrid, chart"", ""classes"": ""header, sub, card, ctrl-row, ctrl-group, ctrl-group, ctrl-group, sep, chip active, chip active, chip active, chip active, footer"", ""anchors"": """", ""plotly_present"": true, ""script_count"": 2}]"
VAP_DATA_00019_T03_Candlestick_MA_BB_Vol,T03_Candlestick_MA_BB_Vol.html,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\T03_Candlestick_MA_BB_Vol.html,.html,html_template_or_report,HTML_PLOT_CANDLE_TA,10838,2026-02-17T00:30:56,6,1,VAP_TPL_CANDLE_TA_007,91,OK,html_meta,,2,True,True,False,True,True,False,True,"[""title"", ""ids"", ""classes"", ""anchors"", ""plotly_present"", ""script_count""]","[{""title"": ""VeritasAutoPlot™ T03 — K-Line + MA + BB + Volume"", ""ids"": ""sma5, sma10, sma20, sma60, sma120, sma240, ema12, ema26, cBB, cVol, cHL, cCrisis, clrUp, clrDn, bbP, bbS, chart"", ""classes"": ""header, sub, card, ctrl-row, chip active, chip active, chip active, chip, chip, chip, sep, chip, chip, sep, chip active, chip active, chip active, chip, ctrl-row, ctrl-group, ctrl-group, ctrl-group, ctrl-group, footer"", ""anchors"": """", ""plotly_present"": true, ""script_count"": 2}]"
VAP_DATA_00020_T03_Preview,T03_Preview.html,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\T03_Preview.html,.html,html_template_or_report,HTML_PLOT_CANDLE_TA,9974,2026-02-17T00:30:35,6,1,VAP_TPL_CANDLE_TA_007,91,OK,html_meta,,2,True,False,False,True,True,False,True,"[""title"", ""ids"", ""classes"", ""anchors"", ""plotly_present"", ""script_count""]","[{""title"": ""VeritasAutoPlot™ T03 — K線 Preview (台積電風格)"", ""ids"": ""sma5, sma10, sma20, sma60, ema12, ema26, cBB, cVol, cHL, clrUp, clrDn, chart"", ""classes"": ""header, sub, card, ctrl-row, chip active, chip active, chip active, chip, sep, chip, chip, sep, chip active, chip active, chip active, sep, footer"", ""anchors"": """", ""plotly_present"": true, ""script_count"": 2}]"
VAP_DATA_00021_T04_Heatmap,T04_Heatmap.html,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\T04_Heatmap.html,.html,html_template_or_report,HTML_PLOT_HEATMAP,7316,2026-02-17T00:30:53,6,1,VAP_TPL_HEATMAP_006,91,OK,html_meta,,1,False,False,True,False,True,False,True,"[""title"", ""ids"", ""classes"", ""anchors"", ""plotly_present"", ""script_count""]","[{""title"": ""VeritasAutoPlot™ T04 — Heatmap"", ""ids"": ""selType, selPalette, cAnnot, cBorder, chart"", ""classes"": ""header, sub, card, ctrl-row, ctrl-group, ctrl-group, sep, chip active, chip active, footer"", ""anchors"": """", ""plotly_present"": true, ""script_count"": 2}]"
VAP_DATA_00022_T05_VerticalStack,T05_VerticalStack.html,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\T05_VerticalStack.html,.html,html_template_or_report,HTML_PLOT_CANDLE_TA,12805,2026-02-17T00:30:52,6,1,VAP_TPL_CANDLE_TA_007,91,OK,html_meta,,1,True,False,False,True,True,False,True,"[""title"", ""ids"", ""classes"", ""anchors"", ""plotly_present"", ""script_count""]","[{""title"": ""VeritasAutoPlot™ T05 — Vertical Stack"", ""ids"": ""pVol, pMACD, pRSI, pKD, sma5, sma20, sma60, cBB, cHL, cCrisis, chart"", ""classes"": ""header, sub, card, ctrl-row, chip active, chip active, chip active, chip, sep, chip active, chip active, chip, chip active, sep, chip active, chip, footer"", ""anchors"": """", ""plotly_present"": true, ""script_count"": 2}]"
VAP_DATA_00023_T06_Dashboard,T06_Dashboard.html,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\T06_Dashboard.html,.html,html_template_or_report,HTML_PLOT_CANDLE_TA,13441,2026-02-17T00:31:03,6,1,VAP_TPL_CANDLE_TA_007,91,OK,html_meta,,2,True,False,True,True,True,False,True,"[""title"", ""ids"", ""classes"", ""anchors"", ""plotly_present"", ""script_count""]","[{""title"": ""VeritasAutoPlot™ T06 — Multi-Chart Dashboard"", ""ids"": ""metaTime, kpiRow, chCandle, chDual, chStack, chHeat, chCal"", ""classes"": ""header, sub, meta, kpi-row, chart-grid, chart-card full, badge, chart-box tall, chart-card, badge, chart-box, chart-card, badge, chart-box, chart-card, badge, chart-box, chart-card, badge, chart-box, footer, kpi, label, value, delta ${k.up?"", ""anchors"": """", ""plotly_present"": true, ""script_count"": 2}]"
VAP_DATA_00024_T06_Preview,T06_Preview.html,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\T06_Preview.html,.html,html_template_or_report,HTML_PLOT_CANDLE_TA,15274,2026-02-17T00:30:46,6,1,VAP_TPL_CANDLE_TA_007,91,OK,html_meta,,2,True,False,True,True,True,False,True,"[""title"", ""ids"", ""classes"", ""anchors"", ""plotly_present"", ""script_count""]","[{""title"": ""VeritasAutoPlot™ T06 — Dashboard Preview"", ""ids"": ""metaTime, kpiRow, chCandle, chDual, chStack, chHeat, chCal"", ""classes"": ""header, sub, meta, kpi-row, chart-grid, chart-card full, badge, chart-box tall, chart-card, badge, chart-box, chart-card, badge, chart-box, chart-card, badge, chart-box, chart-card, badge, chart-box, footer, kpi, label, value, delta ${k.up?"", ""anchors"": """", ""plotly_present"": true, ""script_count"": 2}]"
VAP_DATA_00025_T07_EventMatrix,T07_EventMatrix.html,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\T07_EventMatrix.html,.html,html_template_or_report,HTML_PLOT_CANDLE_TA,27522,2026-02-17T00:30:35,6,1,VAP_TPL_CANDLE_TA_007,91,OK,html_meta,,2,True,True,True,True,True,False,True,"[""title"", ""ids"", ""classes"", ""anchors"", ""plotly_present"", ""script_count""]","[{""title"": ""VeritasAutoPlot™ — Event Timeline Matrix + Charts"", ""ids"": ""badgeTotal, matrixSummary, crisisTree, cShading, cEvents, cHL, cGrid, cLog, selIndex, chart"", ""classes"": ""header, sub, main-grid, sidebar, card, badge, matrix-table, card, chart-area, card, tabs, tab active, tab, tab, tab, ctrl-row, chip active, chip active, chip active, chip active, chip, sep, footer, crisis-header${cr.enabled?, dot, cnt, toggle, crisis-body, sub-event, date"", ""anchors"": """", ""plotly_present"": true, ""script_count"": 2}]"
VAP_DATA_00026_veritas_archivum_full,veritas-archivum-full.html,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VeritasAutoPlot\veritas-archivum-full.html,.html,html_template_or_report,HTML_PLOT_STACK_TIMELINE,48462,2025-12-26T11:33:48,6,1,VAP_TPL_STACK_TIMELINE_004,83,OK,html_meta,,1,True,False,False,False,True,False,False,"[""title"", ""ids"", ""classes"", ""anchors"", ""plotly_present"", ""script_count""]","[{""title"": ""VeritasArchivum • 智能專案平台"", ""ids"": ""favicon, siteLogo, statusBase, statusProjects, projectList, welcomeView, settingsView, settingsBase, logoPreview, logoName, logoSize, settingsProjectCount, settingsBlockCount, settingsStorageUsed, projectView, viewIcon, viewName, viewCode, projIcon, projCode, projName, projDesc, blocksList, logList, summaryProjects, summaryBlocks, summaryLastSave, modalProject, inputProjName, inputProjIcon"", ""classes"": ""header, header-inner, logo-section, logo-wrap, logo, brand-section, brand-line1, brand-name, brand-tm, brand-line2, brand-line3, header-actions, h-btn, h-btn primary, status-bar, status-left, status-item, status-dot green, status-item, status-value, status-item, status-value, status-right, status-btn, status-btn, main-layout, sidebar, sidebar-header, sidebar-title, sidebar-add"", ""anchors"": """", ""plotly_present"": false, ""script_count"": 3}]"
