"Time","Round","Layer","Name","Status","Risk","Class","Priority","Metric","Value","Message","Path"
"2026-06-15T15:30:33.916+08:00","Round2","TEST","ReportText schema","OK_TESTED","LOW","PARALLEL_SAFE","P2","value","text","Auto-detected text column.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C3_20260615_125541\stage_parquet\VRN_ReportText_StageFixed_v029VRN1C3.parquet"
"2026-06-15T15:30:33.917+08:00","Round2","TEST","Financial alias rows","OK_TESTED","LOW","PARALLEL_SAFE","P2","value","42","FinancialAliasSSOT loaded.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\parquet\VRN_FinancialAccountAliasSSOT_v029SSOT1B.parquet"
"2026-06-15T15:30:33.917+08:00","Round2","TEST","Text rows scanned","OK_TESTED","LOW","PARALLEL_SAFE","P2","value","3878","ReportText rows scanned.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C3_20260615_125541\stage_parquet\VRN_ReportText_StageFixed_v029VRN1C3.parquet"
"2026-06-15T15:30:33.917+08:00","Round2","TEST","Matched text rows","OK_TESTED","LOW","PARALLEL_SAFE","P2","value","1656","Rows matched by financial aliases.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C3_20260615_125541\stage_parquet\VRN_ReportText_StageFixed_v029VRN1C3.parquet"
"2026-06-15T15:30:33.917+08:00","Round2","TEST","Stage financial rows","OK_TESTED","LOW","PARALLEL_SAFE","P2","value","246","Stage financial rows extracted.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_FINANCIALDATA_STAGING_EXTRACTION_STORE_v029VRN1D_20260615_153021\stage_parquet\VRN_ReportFinancialData_Stage_v029VRN1D.parquet"
"2026-06-15T15:30:33.918+08:00","Round2","TEST","Stage dedup","OK_TESTED","LOW","PARALLEL_SAFE","P2","value","0","Stage record_hash duplicates.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_FINANCIALDATA_STAGING_EXTRACTION_STORE_v029VRN1D_20260615_153021\stage_parquet\VRN_ReportFinancialData_Stage_v029VRN1D.parquet"
"2026-06-15T15:30:33.918+08:00","Round2","TEST","Merged dedup","OK_TESTED","LOW","PARALLEL_SAFE","P2","value","0","Merged record_hash duplicates.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\DATABASE\StockReportFinancialData.parquet"
"2026-06-15T15:30:33.918+08:00","Round2","TEST","DuckDB financial count","OK_TESTED","LOW","PARALLEL_SAFE","P2","value","246","DuckDB FinancialData serving count.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\DATABASE\VRN_StockReport.duckdb"
"2026-06-15T15:30:33.921+08:00","Round3","OUTPUT","VRN_ReportFinancialData_Stage_v029VRN1D.parquet","OK_WRITTEN","LOW","PARALLEL_SAFE","P0","exists","true","Output file written.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_FINANCIALDATA_STAGING_EXTRACTION_STORE_v029VRN1D_20260615_153021\stage_parquet\VRN_ReportFinancialData_Stage_v029VRN1D.parquet"
"2026-06-15T15:30:33.922+08:00","Round3","OUTPUT","StockReportFinancialData.parquet","OK_WRITTEN","LOW","PARALLEL_SAFE","P0","exists","true","Output file written.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\DATABASE\StockReportFinancialData.parquet"
"2026-06-15T15:30:33.923+08:00","Round3","OUTPUT","VRN_FinancialDataStaging_Dataflow_v029VRN1D.json","OK_WRITTEN","LOW","PARALLEL_SAFE","P0","exists","true","Output file written.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_FINANCIALDATA_STAGING_EXTRACTION_STORE_v029VRN1D_20260615_153021\runtime\VRN_FinancialDataStaging_Dataflow_v029VRN1D.json"
"2026-06-15T15:30:33.924+08:00","Round3","OUTPUT","VRN_StockReport.duckdb","OK_WRITTEN","LOW","PARALLEL_SAFE","P0","exists","true","DuckDB serving layer updated.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\DATABASE\VRN_StockReport.duckdb"
"2026-06-15T15:30:33.945+08:00","Round3","FINAL","FinancialData Staging Extraction Store","VRN_1D_FINANCIALDATA_STAGING_READY","LOW","SEQUENTIAL_GATED","P0","hard_blocks","0","Final FinancialData staging decision.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_FINANCIALDATA_STAGING_EXTRACTION_STORE_v029VRN1D_20260615_153021"
