"def_category","def_file","def_source_path","def_staged_path","def_exists","def_status","def_size_bytes","def_modified_time","def_sha12","def_message"
"firststep_commands","Invoke-VIA-MultiProject-PanoramaSync-AIO-v040.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-MultiProject-PanoramaSync-AIO-v040.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_vdf_integration_firststep_panorama\runs\RUN_20260619_214915_VIA_INTEGRATION_FIRSTSTEP_PANORAMA_v0105\_used_tools\firststep_commands\Invoke-VIA-MultiProject-PanoramaSync-AIO-v040.ps1","True","COPIED_READONLY_SOURCE","58962","2026-06-17T01:34:40","6d281264ae05","Copied to run-isolated used tools folder."
"firststep_commands","Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v031-Hotfix (1).ps1","C:\Users\tonyk\Downloads\Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v031-Hotfix (1).ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_vdf_integration_firststep_panorama\runs\RUN_20260619_214915_VIA_INTEGRATION_FIRSTSTEP_PANORAMA_v0105\_used_tools\firststep_commands\Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v031-Hotfix (1).ps1","True","COPIED_READONLY_SOURCE","63727","2026-06-17T01:25:32","8ba211fec5d6","Copied to run-isolated used tools folder."
"firststep_commands","Invoke-VIA-RedFinding-Triage-v01 (1).ps1","C:\Users\tonyk\Downloads\Invoke-VIA-RedFinding-Triage-v01 (1).ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_vdf_integration_firststep_panorama\runs\RUN_20260619_214915_VIA_INTEGRATION_FIRSTSTEP_PANORAMA_v0105\_used_tools\firststep_commands\Invoke-VIA-RedFinding-Triage-v01 (1).ps1","True","COPIED_READONLY_SOURCE","34504","2026-06-17T01:25:03","a29b8037f9bb","Copied to run-isolated used tools folder."
"firststep_commands","Invoke-VIA-RedFinding-Triage-v01.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-RedFinding-Triage-v01.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_vdf_integration_firststep_panorama\runs\RUN_20260619_214915_VIA_INTEGRATION_FIRSTSTEP_PANORAMA_v0105\_used_tools\firststep_commands\Invoke-VIA-RedFinding-Triage-v01.ps1","True","COPIED_READONLY_SOURCE","34504","2026-06-17T01:24:45","a29b8037f9bb","Copied to run-isolated used tools folder."
"firststep_commands","Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v031-Hotfix.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v031-Hotfix.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_vdf_integration_firststep_panorama\runs\RUN_20260619_214915_VIA_INTEGRATION_FIRSTSTEP_PANORAMA_v0105\_used_tools\firststep_commands\Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v031-Hotfix.ps1","True","COPIED_READONLY_SOURCE","63727","2026-06-17T01:23:22","8ba211fec5d6","Copied to run-isolated used tools folder."
"firststep_commands","Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v030.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v030.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_vdf_integration_firststep_panorama\runs\RUN_20260619_214915_VIA_INTEGRATION_FIRSTSTEP_PANORAMA_v0105\_used_tools\firststep_commands\Invoke-VIA-FirstStep-PanoramaSandbox-AIO-v030.ps1","True","COPIED_READONLY_SOURCE","62372","2026-06-17T01:19:23","8e5e4d5bed6e","Copied to run-isolated used tools folder."
"firststep_commands","Invoke-VIA-NexusToolBridge-Unified-v02.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-NexusToolBridge-Unified-v02.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_vdf_integration_firststep_panorama\runs\RUN_20260619_214915_VIA_INTEGRATION_FIRSTSTEP_PANORAMA_v0105\_used_tools\firststep_commands\Invoke-VIA-NexusToolBridge-Unified-v02.ps1","True","COPIED_READONLY_SOURCE","53014","2026-06-17T01:11:18","51d990c23190","Copied to run-isolated used tools folder."
"firststep_commands","VIA_NetGuardTuner_v2.ps1","C:\Users\tonyk\Downloads\VIA_NetGuardTuner_v2.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_vdf_integration_firststep_panorama\runs\RUN_20260619_214915_VIA_INTEGRATION_FIRSTSTEP_PANORAMA_v0105\_used_tools\firststep_commands\VIA_NetGuardTuner_v2.ps1","True","COPIED_READONLY_SOURCE","50618","2026-06-17T01:08:56","0a0a95f1f085","Copied to run-isolated used tools folder."
"firststep_commands","VIA_NetGuardTuner_v1.ps1","C:\Users\tonyk\Downloads\VIA_NetGuardTuner_v1.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_vdf_integration_firststep_panorama\runs\RUN_20260619_214915_VIA_INTEGRATION_FIRSTSTEP_PANORAMA_v0105\_used_tools\firststep_commands\VIA_NetGuardTuner_v1.ps1","True","COPIED_READONLY_SOURCE","38908","2026-06-17T01:08:52","2121d6849ea9","Copied to run-isolated used tools folder."
"firststep_commands","Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe (1).ps1","C:\Users\tonyk\Downloads\Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe (1).ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_vdf_integration_firststep_panorama\runs\RUN_20260619_214915_VIA_INTEGRATION_FIRSTSTEP_PANORAMA_v0105\_used_tools\firststep_commands\Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe (1).ps1","True","COPIED_READONLY_SOURCE","93241","2026-06-17T03:32:21","41f114a5034a","Copied to run-isolated used tools folder."
"firststep_commands","Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_vdf_integration_firststep_panorama\runs\RUN_20260619_214915_VIA_INTEGRATION_FIRSTSTEP_PANORAMA_v0105\_used_tools\firststep_commands\Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1","True","COPIED_READONLY_SOURCE","89776","2026-06-17T03:26:22","8799ebea6ccf","Copied to run-isolated used tools folder."
"firststep_commands","via_three_round_safe_convergence_spine.png","C:\Users\tonyk\Downloads\via_three_round_safe_convergence_spine.png","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_vdf_integration_firststep_panorama\runs\RUN_20260619_214915_VIA_INTEGRATION_FIRSTSTEP_PANORAMA_v0105\_used_tools\firststep_commands\via_three_round_safe_convergence_spine.png","True","COPIED_READONLY_SOURCE","334580","2026-06-17T03:21:58","e4e0eb28a977","Copied to run-isolated used tools folder."
"firststep_commands","VIA_EngineForge_Config.template.json","C:\Users\tonyk\Downloads\VIA_EngineForge_Config.template.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_vdf_integration_firststep_panorama\runs\RUN_20260619_214915_VIA_INTEGRATION_FIRSTSTEP_PANORAMA_v0105\_used_tools\firststep_commands\VIA_EngineForge_Config.template.json","True","COPIED_READONLY_SOURCE","1379","2026-06-17T03:15:12","b14ba6667bae","Copied to run-isolated used tools folder."
"firststep_commands","Invoke-VIA-UltimateEngineForge-AIO-v060.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-UltimateEngineForge-AIO-v060.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_vdf_integration_firststep_panorama\runs\RUN_20260619_214915_VIA_INTEGRATION_FIRSTSTEP_PANORAMA_v0105\_used_tools\firststep_commands\Invoke-VIA-UltimateEngineForge-AIO-v060.ps1","True","COPIED_READONLY_SOURCE","87955","2026-06-17T03:15:10","a3d947cf0439","Copied to run-isolated used tools folder."
"firststep_commands","Invoke-VIA-MultiProject-PanoramaSync-AIO-v044-RiskTriageTrueProgress.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-MultiProject-PanoramaSync-AIO-v044-RiskTriageTrueProgress.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_vdf_integration_firststep_panorama\runs\RUN_20260619_214915_VIA_INTEGRATION_FIRSTSTEP_PANORAMA_v0105\_used_tools\firststep_commands\Invoke-VIA-MultiProject-PanoramaSync-AIO-v044-RiskTriageTrueProgress.ps1","True","COPIED_READONLY_SOURCE","86137","2026-06-17T02:31:17","f013ef2a6ec8","Copied to run-isolated used tools folder."
"firststep_commands","Invoke-VIA-MultiProject-PanoramaSync-AIO-v043-CompletionAnchorEngine.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-MultiProject-PanoramaSync-AIO-v043-CompletionAnchorEngine.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_vdf_integration_firststep_panorama\runs\RUN_20260619_214915_VIA_INTEGRATION_FIRSTSTEP_PANORAMA_v0105\_used_tools\firststep_commands\Invoke-VIA-MultiProject-PanoramaSync-AIO-v043-CompletionAnchorEngine.ps1","True","COPIED_READONLY_SOURCE","78412","2026-06-17T01:47:40","6314f323b2db","Copied to run-isolated used tools folder."
"firststep_commands","Invoke-VIA-MultiProject-PanoramaSync-AIO-v042-SafeHtmlRendererHotfix.ps1","C:\Users\tonyk\Downloads\Invoke-VIA-MultiProject-PanoramaSync-AIO-v042-SafeHtmlRendererHotfix.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\_vdf_integration_firststep_panorama\runs\RUN_20260619_214915_VIA_INTEGRATION_FIRSTSTEP_PANORAMA_v0105\_used_tools\firststep_commands\Invoke-VIA-MultiProject-PanoramaSync-AIO-v042-SafeHtmlRendererHotfix.ps1","True","COPIED_READONLY_SOURCE","60835","2026-06-17T01:40:13","c22a1bd0d8b6","Copied to run-isolated used tools folder."
