report_id,file_id,tw_ticker,company_name,broker,report_date,period,fiscal_year,fiscal_quarter,statement,account_canonical,account_alias,value,value_raw,unit,currency,source_table_id,source_page,source_text,source_text_hash,historical_check_confidence,historical_check,add_sub_check_confidence,add_sub_check,division_check_confidence,division_check,final_trust_confidence,final_trust_band,validation_status,source_stage,source_path,ingested_at,record_hash
90da75c8158a137c4718,da66bcad430c,6415,,Goldman,2026-05-17,2027,2027,,IS,revenue,Revenue,6415.0,6415,%,TWD,,8,"Investment Thesis - Silergy (6415.TW) 
Silergy is a leading domestic PMIC design house, and we remain constructive on its 
long-term growth outlook as the company continues to expand into higher-end 
applications such as servers/datacenter, HPC, and automotive. We expect Silergy to 
return to its long-term revenue growth trajectory of 20-30% YoY over the coming years, 
supported by continued dollar-content expansion in both the datacenter and 
automotive segments. As revenue contribution from these businesses increases, we 
believe Silergy’s gross margin profile should improve structurally, driven by the rising 
penetration of margin-accretive Gen 4 solutions. Overall, Silergy is currently trading 
below its historical upcycle valuation of 30x FY27E P/E, which we view as an attractive 
entry point. We therefore maintain a Buy rating on the stock. 
Price Target Risks and Methodology  
Valuation: Our 12m TP is NT$650, based on a target P/E of 30x (inline with its historical 
upcycle P/E)",fd049d681438b88125133abe,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\GS-6415 20260517.pdf,2026-06-15T15:30:25.850147,74abeb7f80dac347a8688406126724a425925a1a
90da75c8158a137c4718,da66bcad430c,6415,,Goldman,2026-05-17,2026,2026,,IS,eps,EPS,100.0,(100%,%,TWD,,9,"Disclosure Appendix 
Reg AC 
We, Bruce Lu, Evelyn Yu and Ryan Huang, CFA, hereby certify that all of the views expressed in this report accurately reflect our personal views about 
the subject company or companies and its or their securities. We also certify that no part of our compensation was, is or will be, directly or indirectly, 
related to the specific recommendations or views expressed in this report. 
Unless otherwise stated, the individuals listed on the cover page of this report are analysts in Goldman Sachs’ Global Investment Research division. 
Contributing Authors: Bruce Lu Goldman Sachs (Asia) L.L.C., Taipei Branch, Evelyn Yu Goldman Sachs (Asia) L.L.C., Taipei Branch, Ryan Huang, CFA 
Goldman Sachs (Asia) L.L.C., Taipei Branch. 
Unless otherwise stated, the individuals listed in the Contributing Authors disclosure of this report are analysts in Goldman Sachs’ Global Investment 
Research division. 
GS Factor Profile 
The Goldman Sachs Factor Profile provides investment co",11b1ceec6a7b4bcae800fbf9,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\GS-6415 20260517.pdf,2026-06-15T15:30:25.853209,16205f25de07418f9f66e55eaa44d4951cbaa534
1a01c837fb5b90eb792f,6ad043d05d31,2383,,Goldman,2026-05-19,2028,2028,,IS,revenue,Revenue,1.0,1,%,TWD,,1,"Key Data  _____________________________________ 
GS Forecast  __________________________________ 
GS Factor Profile  ______________________________ 
Source: Company data, Goldman Sachs Research estimates. 
See disclosures for details.
Market cap: NT$1.5tr / $46.1bn
Enterprise value: NT$1.5tr / $46.0bn
3m ADTV: NT$11.7bn / $370.9mn
Taiwan
Taiwan Electronic Components
M&A Rank: 3
Leases incl. in net debt & EV?: No
12/25
12/26E
12/27E
12/28E
Revenue (NT$ mn)
94,260.6
163,368.9
305,043.6
456,851.0
EBITDA (NT$ mn)
20,957.5
45,170.7
104,878.2
169,858.6
EPS (NT$)
41.67
93.16
221.04
360.50
P/E (X)
23.1
48.8
20.6
12.6
P/B (X)
6.8
25.5
17.1
11.1
Dividend yield (%)
2.6
1.2
2.9
4.8
N debt/EBITDA (ex lease,X)
(0.1)
(0.0)
(0.2)
(0.3)
CROCI (%)
37.1
49.3
92.1
124.9
FCF yield (%)
0.7
0.4
2.3
5.1
3/26
6/26E
9/26E
12/26E
EPS (NT$)
14.90
20.62
26.91
30.74
2383.TW relative to Asia ex. Japan Coverage
2383.TW relative to Taiwan Electronic Components
Growth
Financial Returns
Multiple
Integrated
Percentile
20",2eacaf7a2a44b3f3aa3f2e3b,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\GS-2383 20260519.pdf,2026-06-15T15:30:25.915554,d75deccb1fde4dd25ece2ec7b4324c410a75299a
1a01c837fb5b90eb792f,6ad043d05d31,2383,,Goldman,2026-05-19,2026,2026,,IS,net_income,Net Income,18.0,18,%,TWD,,2,"Ratios & Valuation  __________________________________________ 
Growth & Margins (%)  ______________________________________ 
Price Performance  __________________________________________ 
Source: FactSet. Price as of 18 May 2026 close. 
12/25
12/26E
12/27E
12/28E
P/E (X)
23.1
48.8
20.6
12.6
P/B (X)
6.8
25.5
17.1
11.1
FCF yield (%)
0.7
0.4
2.3
5.1
EV/EBITDAR (X)
16.1
36.0
15.4
9.3
EV/EBITDA (excl. leases) (X)
16.1
36.0
15.4
9.3
CROCI (%)
37.1
49.3
92.1
124.9
ROE (%)
34.2
58.4
99.5
106.5
Net debt/equity (%)
(4.9)
(1.2)
(19.8)
(37.4)
Net debt/equity (excl. leases) (%)
(4.9)
(1.2)
(19.8)
(37.4)
Interest cover (X)
43.6
60.9
123.3
205.2
Days inventory outst, sales
50.7
36.8
26.2
26.9
Receivable days
121.8
95.9
82.0
87.6
Days payable outstanding
111.7
94.1
83.3
89.0
DuPont ROE (%)
29.0
52.3
83.0
87.8
Turnover (X)
0.9
1.1
1.3
1.4
Leverage (X)
2.1
2.3
2.4
2.3
Gross cash invested (ex cash) (NT$)
63,748.5
80,703.7
96,321.5
113,956.4
Average capital employed (NT$)
38,551.2
55,482.0
69,806.8
84,39",b2249f01d2ea74a7784306ff,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\GS-2383 20260519.pdf,2026-06-15T15:30:25.921107,adca594b9d7a8822415b51d565ba4993a7801856
1a01c837fb5b90eb792f,6ad043d05d31,2383,,Goldman,2026-05-19,2027,2027,,IS,revenue,Revenue,-4.0,(4),%,TWD,,3,"(4) Material shortage driven by design change: The redesign of high-performance CSP
chips in 2H25 triggered a rapid switch in material, including glass fiber (switching from
E-glass to low-DK) and copper foil (switching from RTF to HVLP), disrupting supply
chains and creating artificial shortages, which further lead to the price hikes in materials.
(5) Progress with M8.5/M9 CCL, while final adoption to be determined by Nvidia:
The company continue to make progress with M8.5/M9 CCL, which is differentiated by
glass fiber type (low-DK for M8.5 and Q-glass for M9), and mentioned that both
solutions remain viable at this stage, while final adoption is still depending on Nvidia.
(6) CSP CAPEX remains strong but stretched: CSP CAPEX will not fully materialize on
schedule due to supply constraints (including chips, memory, and PCB), and spending is
likely to extended over time. The company is positive on this as it supports a longer and
more durable demand cycle.
Valuation 
Maintain Buy on EM",aeb36faed4fb730eb4e2a249,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\GS-2383 20260519.pdf,2026-06-15T15:30:25.923016,4a46e82af3c4b86a36c18cafdfb4d6a0feb605bd
1a01c837fb5b90eb792f,6ad043d05d31,2383,,Goldman,2026-05-19,2026,2026,,IS,eps,EPS,100.0,(100%,%,TWD,,4,"Disclosure Appendix 
Reg AC 
I, Chao Wang, hereby certify that all of the views expressed in this report accurately reflect my personal views about the subject company or companies 
and its or their securities. I also certify that no part of my compensation was, is or will be, directly or indirectly, related to the specific recommendations 
or views expressed in this report. 
Unless otherwise stated, the individuals listed on the cover page of this report are analysts in Goldman Sachs’ Global Investment Research division. 
Contributing Authors: Chao Wang Goldman Sachs (Asia) L.L.C., Taipei Branch, Allen Chang Goldman Sachs (Asia) L.L.C., Al Wang Goldman Sachs (Asia) 
L.L.C., Taipei Branch.
Unless otherwise stated, the individuals listed in the Contributing Authors disclosure of this report are analysts in Goldman Sachs’ Global Investment 
Research division. 
GS Factor Profile 
The Goldman Sachs Factor Profile provides investment context for a stock by comparing key attributes to the ma",b5ab57380bc14cb339c87ba5,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\GS-2383 20260519.pdf,2026-06-15T15:30:25.926006,841432a6a8794e9a43a80479d4dd2b974bf029c8
21e75d8af901713c8ddb,e337b0a2e05d,2021,,國泰,2025-08-22,2025,2025,,IS,revenue,營業收入,8.0,08,%,TWD,,1,"投資顧問 
個股報告 
2025/08/22 
國泰期貨股份有限公司 臺北市大安區敦化南路2 段333 號19 樓  電話:(02) 2326-9899   
114 年金管期總字第003 號 
1 
 
 
項目(百萬元) 
1Q'25 
2Q'25 
3Q'25(E) 
4Q'25(E) 
2024 
2025(E) 
2026(E) 
營業收入 
23,665 
26,624 
27,037 
29,650 
61,360 
106,977 
179,179 
稅前盈餘 
1,802 
1,970 
2,119 
2,148 
4,563 
8,039 
12,884 
稅後盈餘(母公司業主) 
1,342 
1,487 
1,602 
1,626 
3,959 
6,057 
9,820 
營收成長率(% )(QoQ/YoY) 
0.92 
12.50 
1.55 
9.67 
72.67 
74.34 
67.49 
毛利率(%) 
11.75 
10.72 
11.23 
11.32 
12.01 
11.24 
10.02 
營益率(%) 
5.24 
4.70 
5.43 
5.32 
2.91 
5.18 
5.80 
稅後盈餘成長率(%)(QoQ/YoY) 
32.33 
10.82 
7.7 
1.5 
121.94 
53 
62.13 
每股盈餘EPS(元) 
1.11 
1.23 
1.33 
1.35 
3.28 
5.02 
8.14 
EPS 以調整後股數 1,206.56 百萬股計算 
買進 – 初次評等 
目標價：120 元  +30.4% 
收盤價：92.0 元 
報告日期 
評等 
目標價 
2025/08/22 
買進 
120 元 
 
 
 
 
 
 
 
 
國泰 
市場 
差異 
目標價 
120 
-- 
-- 
2025 EPS 
5.02 
-- 
-- 
2026 EPS 
8.14 
-- 
-- 
現在 P/E 
10.95 
-- 
-- 
公司資訊 
市值(百萬元) 
107,510 
自由流通股數比例(free float ; %) 
82.21 
20 日平均成交量(百萬元) 
7,822 
每股淨值(元,2026E) 
59.80 
股價淨值比(倍) 
1.49 
現金股利率(%) 
4.0",4931de7934d588e05e2a7f0e,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_supreme_deterministic_runs\VRN_SUPREME_20260510_083811\SET_B_NOISY\NOISY_OCR錯字_2021_2030_TT_亂碼_測試_干擾_【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822_雜訊版.pdf,2026-06-15T15:30:32.098750,e5776e488ab3c0ac8910664921bc1637548f3c80
21e75d8af901713c8ddb,e337b0a2e05d,2021,,國泰,2025-08-22,2025,2025,,IS,operating_income,營業利益,8.0,08,%,TWD,,2,"投資顧問 
個股報告 
2025/08/22 
國泰期貨股份有限公司 臺北市大安區敦化南路2 段333 號19 樓  電話:(02) 2326-9899   
114 年金管期總字第003 號 
2 
神達 3706 TT 
 
訪談內容 
結構轉型有成，2024~2027 年皆將維持高成長 
研究部認為神達(3706 TT)本業獲利結構明顯改善，營業利益已自2Q24 起連續五季創下新高，2024 年受惠神雲大
客戶積極拉貨網通機櫃產品，營收YoY+73%，營益率拉升至2.9%，較過去五年營益率約在損平間大幅成長，也使
24 年本業轉虧為盈，1H25 營益率拉升至4.96%，主要即因神雲切入客製化網路機櫃產品，出貨量大增。 
 
此外，神達控股旗下有眾多轉投資，在美國上市公司新聚思TD Synnex (NYSE:SNX) 以及Concentrix 
(NASDAQ:CNXC)獲利穩定，並持有台灣上市公司聯強(2347 TT)、神基(3005 TT)、偉訓(3032 TT)、聯成(1313 TT)
等公司。神達每年來自旗下各轉投資分派現金股利即可貢獻EPS 約1.3~1.5 元左右。 
 
為滿足訂單需求，神達3Q25 竹南廠將開出網通機櫃產能，由原本服務美國地區，額外服務最大客戶歐、亞地區需
求，4Q25 越南廠將有液冷機櫃產能加入貢獻，可帶動Tier 2 CSP AI 伺服器成長。而美國廠區目前也呈現滿載，
1H26 美國將有兩新廠將加入。 
 
在新產能陸續開出下，研究部預期神達今、明年營收平均將達70%以上增長，本業獲利平均年增翻倍，業外因豐富
轉投資，穩定的股利配發即可支撐每年約EPS 1.5 元貢獻，今、明年EPS 將跳升至5、8.1 元水準。相較於其他伺服
器ODM 製造廠商通常採Buy and Sell 方式認列，神達大多數產品以consign 認列，因此，神雲毛利率水準高於平
均。 
圖1. 神雲科技產品多元 
 
圖2. 神雲科技為神達控股主要成長來源，營益率近兩季穩定在近6% 
 
、、 
 
 
 
 
 
 
 
資料來源：神達、國泰證期研究部整理 
 
資料來源：神達、國泰證期研究部整理 
1H25 營益率大增獲利貢獻皆來自神雲，產能開出將支撐26~27 年成長 
1H25 營收502.9 億元，YoY+121%，毛利率11.2%，營業利益",f1700889a9c8604e01b95866,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_supreme_deterministic_runs\VRN_SUPREME_20260510_083811\SET_B_NOISY\NOISY_OCR錯字_2021_2030_TT_亂碼_測試_干擾_【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822_雜訊版.pdf,2026-06-15T15:30:32.100090,7a7cddea8b6740a8b80ad72d54ef255efd969d3a
21e75d8af901713c8ddb,e337b0a2e05d,2021,,國泰,2025-08-22,2025,2025,,CF,capex,資本支出,8.0,08,%,TWD,,3,"投資顧問 
個股報告 
2025/08/22 
國泰期貨股份有限公司 臺北市大安區敦化南路2 段333 號19 樓  電話:(02) 2326-9899   
114 年金管期總字第003 號 
3 
神達 3706 TT 
 
 
 
 
 
 
神達與同業在產能規劃差異在於，大多數ODM 需高額資本支出進行擴廠，神達目前新增廠區除越南為自有廠區外，
其餘各地區皆為租賃，除輕資產資金壓力較小外，較其他同業須買地及規劃蓋廠，可貢獻營運速度將更快。公司資
產負債表健康，帳上現金豐沛，後續擴產將主要以銀行借貸為優先，公司配發1 元現金股利及1 元股票股利，反映
快速成長下將與股東共享營運強勁成長，後續股利配發應維持現金股利搭配股票股利為主。 
 
圖3. 神達產能配置多元，包含台灣、美國、越南、印度、中國等地 
 
圖4. 過往神達獲利主要來自業外轉投資貢獻 
 
、、 
資料來源：神達、國泰證期研究部整理 
 
資料來源：國泰證期研究部整理 
美系CSP 為公司最大客戶，2024 年佔比大幅攀升至56% 
神達2024 年營收YoY+72%至613.6 億元，其中85%來自最大客戶訂單增加，根據神達年報資料，2024 年來自最
大客戶營收為342 億元，YoY+178%，佔比由2023 年約35%大幅拉升2024 年的56%。我們認為主要因大客戶
持續釋出訂單給神達，目前公司主要出貨網通機櫃給最大客戶，且每年新增數個中小型Tier 2 CSP，Tier 2 CSP 以
一般伺服器及客製化AI 伺服器為出貨主體，通路商部分佔比最低，持續擴增出貨地區，由美國延伸至歐洲及亞洲各
國，維持穩定成長，如近期NVIDIA RTXPro 6000D 同為主要出貨產品。神雲AI 產品包含NVIDIA 及AMD 等，其
中，NVIDIA 以MGX 產品為主，AMD 將出貨下一代MI400 產品，水冷機櫃單價較高，預期ASP 將見明顯擴增，
將可望推升26 年起的營運成長性，且配合大客戶其他專案即將開出，將有機會於提升大客戶於AI Server 之比重。
目前神雲客戶需求強勁，惟須待產能開出，2Q26~2H26 將見下一個高速成長階段。 
 
圖5. 美系CSP 客戶資本支出擴張力道強勁，成長性優於四大CSP 
 
圖6.:2024 年神達成長絕大多數來自最大客戶 
 
、、 
資料來源",0a275d64d7d682214806eaaf,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_supreme_deterministic_runs\VRN_SUPREME_20260510_083811\SET_B_NOISY\NOISY_OCR錯字_2021_2030_TT_亂碼_測試_干擾_【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822_雜訊版.pdf,2026-06-15T15:30:32.101122,f3295a089bd8193fb8987031b13003ac0c256887
21e75d8af901713c8ddb,e337b0a2e05d,2021,,國泰,2025-08-22,2025,2025,,CF,capex,資本支出,8.0,08,%,TWD,,4,"投資顧問 
個股報告 
2025/08/22 
國泰期貨股份有限公司 臺北市大安區敦化南路2 段333 號19 樓  電話:(02) 2326-9899   
114 年金管期總字第003 號 
4 
神達 3706 TT 
 
 
 
 
 
持續擴張美國當地產能規劃 
神雲科技過去產能主要集中台灣兩廠，新竹廠可自SMT 線至組裝伺服器機櫃，目前新竹廠產能已滿載，公司另於
竹南租用一新廠，預計9 月開出，未來將聚焦液冷機櫃組裝。中國順德、崑山廠區主要出貨中國當地伺服器與車用
客戶。此外，預期後續神達也將考察東南亞及墨西哥等地擴廠規劃，以因應客戶希望產能更加分散。因應供應鏈將
轉往美國，美國加州倉儲已轉為產線，1H26 美國兩新廠產能將開出，以產能規劃推估，可維持明年成長達七成以
上水準。 
Switch Rack 維持高雙位數成長，AI 伺服器隨產能開出將翻倍成長   
大型CSP 資料中心通常約配置1,500~2,000 個伺服器機櫃，雖伺服器機櫃中配置交換器於機櫃頂端，然大型資料
中心通常會在額外於資料中心設置網通機櫃以利管理網路，過往在通用伺服器為主體的資料中心，伺服器機櫃搭配
網通機櫃的相對配比較低，推估僅約低至中個位數水準，估一個資料中心若有千個伺服器機櫃，僅需配置數十個網
通機櫃即可因應高速網路傳輸。然在AI 浪潮崛起後，AI 伺服器資料中心呈現高密度的配置，預期高階AI 伺服器搭
配網通機櫃的比重將拉升數倍，以反映AI 伺服器更高密度的網路需求。 
 
以神雲大客戶資本支出需求觀察，美系CSP 2025 財年資本支出213 億美元，YoY+209%，市場共識26~27 財年
資本支出YoY+20%、14%，此客戶預計未來一年擴增47 個資料中心，展望後續主要將建置網通機櫃廠因應客戶於
亞歐等地需求，另客戶將有新專案開始建置，神達同樣擴充AI 機櫃產能，以因應2H26 起的需求擴增，預期神達來
自大客戶營收成長性將維持六成以上增長，高於客戶在資料中心擴建之規模，隨新廠開出也將支援客戶不同地區的
AI 伺服器產品，未來將維持高速成長。神達另有數個Tier 2 CSP 客戶，如資安業者等，雖營運規模較低，主要出貨
一般伺服器及AI 伺服器，雖營收規模低於網通機櫃，然營收成長性將維持近翻倍成長，且公司持續Tier 2 CSP 客
戶數量，預期來自AI 伺服器",8ce6713e43ec8fadfa0b19e6,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_supreme_deterministic_runs\VRN_SUPREME_20260510_083811\SET_B_NOISY\NOISY_OCR錯字_2021_2030_TT_亂碼_測試_干擾_【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822_雜訊版.pdf,2026-06-15T15:30:32.102236,3724d096991cda712b83fbde486d79a4ff3bd973
21e75d8af901713c8ddb,e337b0a2e05d,2021,,國泰,2025-08-22,2025,2025,,CF,capex,資本支出,8.0,08,%,TWD,,5,"投資顧問 
個股報告 
2025/08/22 
國泰期貨股份有限公司 臺北市大安區敦化南路2 段333 號19 樓  電話:(02) 2326-9899   
114 年金管期總字第003 號 
5 
神達 3706 TT 
 
 
 
 
 
 
公司帳上存貨大增因應需求 
2Q25 神達存貨金額高達246.2 億元，YoY+164%，然此仍受到部分缺料影響，展望後續預期存貨維持高檔以因應
出貨，以目前存貨/單季營收金額而言，供需仍處於緊張階段，後續將擴增存貨支應2H25 成長性，預期下半年營收
仍較1H25 達雙位數成長。 
圖8. 1H25 存貨維持高檔，以因應後續營收動能 
 
圖9.:神數1H25 營收成長性佳，然佔獲利比重僅低個位數 
 
、、 
資料來源：神達、國泰證期研究部整理 
 
資料來源：神數、國泰證期研究部整理 
                  表1:神達股東結構穩固，集團公司聯華實、神通、聯成相互持股，股權穩定 
 
 
 
 
 
 
 
 
 
 
 
 
         資料來源：神達、國泰證期研究部整理             
                 表2:美系五大CSP 資本支出成長 
          資料來源：Bloomberg、國泰證期研究部整理 
CapEx
2018
2019
2020
2021
2022
2023
2024
2025
2026
Microsoft
11,632
13,925
15,441
20,622
23,886
28,107
44,477
64,551
86,048
Meta
13,915
15,102
15,115
18,567
32,036
27,266
37,256
68,458
96,083
Amazon
13,427
16,861
40,140
61,053
63,645
52,729
82,999
113,789
124,125
Google
25,139
23,548
22,281
24,640
31,485
32,251
52,535
85,264
91,750
Oracle
1,736
1,660
1,564
2,135
4,511
8,695
6,866
21,215
25,910
Total
64,113
69,436
92,977
124,882
151,",e00bebda8d25cb417a6dec38,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_supreme_deterministic_runs\VRN_SUPREME_20260510_083811\SET_B_NOISY\NOISY_OCR錯字_2021_2030_TT_亂碼_測試_干擾_【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822_雜訊版.pdf,2026-06-15T15:30:32.104270,53e8fdd92e096224d2460fb99536afbc99c60f18
21e75d8af901713c8ddb,e337b0a2e05d,2021,,國泰,2025-08-22,2025,2025,,IS,eps,EPS,8.0,08,%,TWD,,6,"投資顧問 
個股報告 
2025/08/22 
國泰期貨股份有限公司 臺北市大安區敦化南路2 段333 號19 樓  電話:(02) 2326-9899   
114 年金管期總字第003 號 
6 
神達 3706 TT 
評價基礎 
根據Digitimes 研調資料顯示，神達在伺服器領域營運規模第六，市占率仍低，展望後續雲端客戶於AI 及網通機櫃
需求強勁，且切入的網通機櫃產品競爭者有限，我們基於今、明年預估神達營收成長性將可維持70%以上，獲利成
長近60%，營運成長遠優於伺服器ODM 業者，雖營運規模較低，仍應比擬同業享有相同評價基礎，給予2026 年
EPS 約15x 評價。 
表3:同業比較表 
 
 
 
 
 
 
 
 
            資料來源：Bloomberg、國泰證期研究部整理 
公司簡介 
神達控股(3706 TT)成立於2013 年，員工約7,200 人，旗下業務分為神雲科技(雲端運算產品事業部)、神達數位
(7821 TT)1Q25 於興櫃市場掛牌(汽車電子與智慧物聯網產品事業部，包含行車紀錄器mio、Magellan、Navman
等)及其他，雲端運算產品事業主要由神雲科技代工伺服器、儲存設備與代工，提供代工服務且擁自有品牌。汽車電
子與智慧物聯網產品事業則由神達數位提供行車紀錄器、汽車導航、車用電子等其他終端產品品牌與代工，神雲科
技約佔神達營收比重的85~90%，並為主要獲利來源。 
 
圖10  1H25 營收比重 
 
圖11. 神達主要客戶出貨地點集中美國，後續隨新廠開出將可在地服務客戶 
 
、、 
資料來源：神達、國泰證期研究部整理 
 
資料來源：神達、國泰證期研究部整理 
 
 
 
 
 
 
 
Ticker
Company
Price
Market
2025/8/21
Cap. (USD Mn)
2025
2026
2025
2026
2025
2026
2025
2026
2317 tt equity
鴻海
200.5
92,491
                 
14.0
16.3
22%
16%
1.6
1.5
14.3
12.3
2382 tt equity
廣達
259.5
33,287
                 
18.1
21.4
21%
18%
4.5
4.1
14.3
1",8ad108d8aafc83a2a8faa195,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_supreme_deterministic_runs\VRN_SUPREME_20260510_083811\SET_B_NOISY\NOISY_OCR錯字_2021_2030_TT_亂碼_測試_干擾_【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822_雜訊版.pdf,2026-06-15T15:30:32.106171,c1c0094c9f945aa6eeffcb72e08fc6dc183349e2
