"Time","Project","Lane","Ext","Bytes","Modified","Path"
"2026-06-11T20:54:37.026+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","570820","2023-10-21 15:35:13","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\GS-2382 20231012.pdf"
"2026-06-11T20:54:37.027+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","846483","2026-05-25 01:03:06","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\GS-2383 20260519.pdf"
"2026-06-11T20:54:37.027+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","685565","2025-12-05 23:10:01","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\GS-3706 20251130.pdf"
"2026-06-11T20:54:37.027+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","1945114","2026-05-25 01:03:29","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\GS-6415 20260517.pdf"
"2026-06-11T20:54:37.027+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","698563","2025-12-05 23:05:12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\GS-AI PCB CCL 20251204.pdf"
"2026-06-11T20:54:37.028+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","1381011","2025-07-20 12:35:01","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\JP-2330 20250718.pdf"
"2026-06-11T20:54:37.028+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","983562","2025-10-08 23:17:18","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\JP-3653 20251003.pdf"
"2026-06-11T20:54:37.028+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","1147112","2026-05-25 01:01:35","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\MQ-1560 20260520.pdf"
"2026-06-11T20:54:37.028+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","231874","2025-12-05 23:08:41","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\MS-1590 20251202.pdf"
"2026-06-11T20:54:37.029+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","1077594","2025-12-05 23:09:59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\MS-2308 20251128.pdf"
"2026-06-11T20:54:37.029+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","1033562","2025-12-05 23:07:56","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\MS-3661 20251203.pdf"
"2026-06-11T20:54:37.029+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","238127","2025-12-05 23:08:40","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\MS-3665 20251202.pdf"
"2026-06-11T20:54:37.037+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","252084","2025-10-08 23:14:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\MS-6669 20251007.pdf"
"2026-06-11T20:54:37.038+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","246018","2025-10-08 23:15:04","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\MS-8210 20251007.pdf"
"2026-06-11T20:54:37.039+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","2846718","2026-05-25 01:03:11","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\MS-ABF 20260518.pdf"
"2026-06-11T20:54:37.040+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","257309","2025-12-02 17:51:59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\MS-Automation 20251126.pdf"
"2026-06-11T20:54:37.040+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","640925","2025-12-05 23:05:16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\MS-Memory 20251204.pdf"
"2026-06-11T20:54:37.040+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","260109","2025-10-08 23:15:18","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\MS-Thermal Solutions 20251007.pdf"
"2026-06-11T20:54:37.041+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","249920","2025-12-11 17:44:40","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\MS-Thermal Solutions 20251208.pdf"
"2026-06-11T20:54:37.041+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","6007919","2025-12-05 23:05:24","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\UBS-Asia Hardware Insights 20251205.pdf"
"2026-06-11T20:54:37.041+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","1572918","2025-08-26 00:03:31","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf"
"2026-06-11T20:54:37.042+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","634863","2026-05-25 01:02:08","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\凱基投顧_1476 儒鴻_劉昃恩_20260519.pdf"
"2026-06-11T20:54:37.042+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","747972","2026-05-25 01:02:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\凱基投顧_2891 中信金_施志鴻_20260519.pdf"
"2026-06-11T20:54:37.042+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","1030556","2026-05-25 01:02:25","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\凱基投顧_3665 貿聯-KY_李承泰_20260519.pdf"
"2026-06-11T20:54:37.042+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","667687","2026-05-25 01:02:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\凱基投顧_6147 頎邦_劉宇程_20260519.pdf"
"2026-06-11T20:54:37.043+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","660344","2026-05-25 01:03:20","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\凱基投顧_鋼鐵產業_劉昃恩_20260518.pdf"
"2026-06-11T20:54:37.043+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","1781822","2025-12-05 23:05:43","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\凱基日股分析20251205-軍工股及機器人股上漲推升日股收漲.pdf"
"2026-06-11T20:54:37.043+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","654622","2025-12-05 23:05:36","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\凱基期貨晨間解盤20251205.pdf"
"2026-06-11T20:54:37.043+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","1523333","2025-12-05 23:05:39","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\凱基港股分析20251205-機器人概念受資金追捧，港股收漲.pdf"
"2026-06-11T20:54:37.043+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","1643701","2025-12-05 23:05:41","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\凱基美股分析20251205-Meta大砍元宇宙預算，標普、那指續漲.pdf"
"2026-06-11T20:54:37.044+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","438919","2025-12-11 17:44:55","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\投資早報251209.pdf"
"2026-06-11T20:54:37.044+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","1496311","2025-12-11 17:46:03","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\晶心科(6533,N,中立)-CTBC251208.pdf"
"2026-06-11T20:54:37.044+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","729214","2025-12-11 17:45:48","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\瑞基(4171,NR_未評等)-CTBC251208.pdf"
"2026-06-11T20:54:37.044+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","3762097","2025-12-05 23:06:25","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\第一場 2026年投資大趨勢 - 華南投顧 -1141201.pdf"
"2026-06-11T20:54:37.045+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","2637379","2025-12-05 23:07:03","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\第三場 AI潮流下展望2026半導體產業趨勢 - 陳子昂.pdf"
"2026-06-11T20:54:37.045+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","3426311","2025-12-05 23:06:53","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\第二場 2026海外投資展望 - 華南永昌海外商品部.pdf"
"2026-06-11T20:54:37.045+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","1100533","2025-12-11 17:44:59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\統一投顧-20251209投資早報.pdf"
"2026-06-11T20:54:37.045+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","1080042","2025-12-05 23:09:05","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\華南投顧-2606-裕民-1141202.pdf"
"2026-06-11T20:54:37.046+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","1122849","2025-12-05 23:09:24","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\華南投顧-2637-慧洋-KY-1141202.pdf"
"2026-06-11T20:54:37.046+08:00","VDF","VDF-2 Data/Documents Inventory",".docx","179533","2025-12-11 17:44:25","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\華南投顧-2762-世界健身-KY-Memo-20251209.docx"
"2026-06-11T20:54:37.046+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","1048912","2025-12-05 23:09:35","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\華南投顧-3017-奇鋐-1141202.pdf"
"2026-06-11T20:54:37.046+08:00","VDF","VDF-2 Data/Documents Inventory",".docx","318494","2025-12-11 17:44:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\華南投顧-3038-全台-Memo-20251209.docx"
"2026-06-11T20:54:37.047+08:00","VDF","VDF-2 Data/Documents Inventory",".docx","197763","2026-05-25 01:02:44","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\華南投顧-3675-德微-Memo-20260518.docx"
"2026-06-11T20:54:37.047+08:00","VDF","VDF-2 Data/Documents Inventory",".docx","318899","2025-12-11 17:45:23","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\華南投顧-4153-鈺緯-Memo-20251208.docx"
"2026-06-11T20:54:37.048+08:00","VDF","VDF-2 Data/Documents Inventory",".pdf","1032324","2025-12-05 23:10:37","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input\華南投顧-6143-振曜-1141128.pdf"
"2026-06-11T20:54:37.048+08:00","VDF","VDF-2 Data/Documents Inventory",".json","1807","2026-06-09 20:09:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_active\VIA_ACTIVE_ONCE_POINTER.json"
"2026-06-11T20:54:37.049+08:00","VDF","VDF-2 Data/Documents Inventory",".json","923","2026-06-09 04:03:29","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_active\VIA_ACTIVE_POINTER.json"
"2026-06-11T20:54:37.049+08:00","VDF","VDF-2 Data/Documents Inventory",".ps1","53525","2026-06-11 11:20:12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_oneclick\Invoke-VIA-SupportiveDocking-VDFVRN-v02861.ps1"
"2026-06-11T20:54:37.049+08:00","VDF","VDF-2 Data/Documents Inventory",".ps1","53875","2026-06-11 11:39:40","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_oneclick\Invoke-VIA-TestDebug-VDFVRN-v02863.ps1"
"2026-06-11T20:54:37.050+08:00","VDF","VDF-2 Data/Documents Inventory",".ps1","1740","2026-06-09 17:26:52","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\Invoke-VAP.ps1"
"2026-06-11T20:54:37.051+08:00","VDF","VDF-2 Data/Documents Inventory",".ps1","2646","2026-06-09 22:03:41","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\Invoke-VDF-Fetch.ps1"
"2026-06-11T20:54:37.051+08:00","VDF","VDF-2 Data/Documents Inventory",".ps1","2084","2026-06-09 21:55:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\Invoke-VDF.ps1"
"2026-06-11T20:54:37.052+08:00","VDF","VDF-2 Data/Documents Inventory",".md","5606","2026-06-08 20:25:08","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL000_README.md"
"2026-06-11T20:54:37.052+08:00","VDF","VDF-2 Data/Documents Inventory",".py","108742","2026-06-02 18:18:11","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL001_TWEquityEngine.py"
"2026-06-11T20:54:37.052+08:00","VDF","VDF-2 Data/Documents Inventory",".py","26227","2026-06-02 18:17:12","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL001_TWUniverseVerify.py"
"2026-06-11T20:54:37.052+08:00","VDF","VDF-2 Data/Documents Inventory",".py","85299","2026-06-08 17:53:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL002_YFinanceFetchingEngine.py"
"2026-06-11T20:54:37.052+08:00","VDF","VDF-2 Data/Documents Inventory",".py","73800","2026-06-08 17:53:59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL003_SentimentMacroEngine.py"
"2026-06-11T20:54:37.053+08:00","VDF","VDF-2 Data/Documents Inventory",".py","47065","2026-06-08 17:52:53","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL004_TWFullMarketEngine.py"
"2026-06-11T20:54:37.053+08:00","VDF","VDF-2 Data/Documents Inventory",".py","45762","2026-06-02 18:17:03","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL005_TWStockFilter.py"
"2026-06-11T20:54:37.053+08:00","VDF","VDF-2 Data/Documents Inventory",".py","67390","2026-06-08 17:53:56","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL006_FinancialModel.py"
"2026-06-11T20:54:37.053+08:00","VDF","VDF-2 Data/Documents Inventory",".py","54262","2026-06-08 17:50:41","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL007_SSOTResolver.py"
"2026-06-11T20:54:37.054+08:00","VDF","VDF-2 Data/Documents Inventory",".py","14620","2026-06-02 18:16:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL101_OutputManager.py"
"2026-06-11T20:54:37.054+08:00","VDF","VDF-2 Data/Documents Inventory",".py","15595","2026-06-08 20:25:15","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL102_FormatUpgrader.py"
"2026-06-11T20:54:37.054+08:00","VDF","VDF-2 Data/Documents Inventory",".py","38755","2026-06-08 17:53:44","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL103_MasterRegistry.py"
"2026-06-11T20:54:37.054+08:00","VDF","VDF-2 Data/Documents Inventory",".py","18249","2026-06-08 20:33:34","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL104_RegistryLoader.py"
"2026-06-11T20:54:37.054+08:00","VDF","VDF-2 Data/Documents Inventory",".py","19486","2026-06-08 17:53:43","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL105_CrossValidator.py"
"2026-06-11T20:54:37.055+08:00","VDF","VDF-2 Data/Documents Inventory",".py","22332","2026-06-08 17:53:40","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL201_GenerateFullRegistry.py"
"2026-06-11T20:54:37.055+08:00","VDF","VDF-2 Data/Documents Inventory",".py","21501","2026-06-08 17:53:40","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL301_SystemTest.py"
"2026-06-11T20:54:37.055+08:00","VDF","VDF-2 Data/Documents Inventory",".py","49291","2026-06-08 20:25:15","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL302_FinalActivation.py"
"2026-06-11T20:54:37.055+08:00","VDF","VDF-2 Data/Documents Inventory",".py","17116","2026-06-08 20:33:41","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL303_RegistryActivation.py"
"2026-06-11T20:54:37.056+08:00","VDF","VDF-2 Data/Documents Inventory",".json","10390","2026-06-08 17:53:30","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL401_RegistrySchema.json"
"2026-06-11T20:54:37.056+08:00","VDF","VDF-2 Data/Documents Inventory",".json","18582","2026-06-08 17:53:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL402_RegistrySample.json"
"2026-06-11T20:54:37.056+08:00","VDF","VDF-2 Data/Documents Inventory",".json","198561","2026-06-08 17:53:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL403_RegistryFull.json"
"2026-06-11T20:54:37.056+08:00","VDF","VDF-2 Data/Documents Inventory",".html","46875","2026-06-08 17:53:09","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL501_DataModuleController.html"
"2026-06-11T20:54:37.057+08:00","VDF","VDF-2 Data/Documents Inventory",".py","42780","2026-05-05 05:27:50","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\VRN_MDL001_Converter.py"
"2026-06-11T20:54:37.057+08:00","VDF","VDF-2 Data/Documents Inventory",".py","49783","2026-05-05 05:27:51","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\VRN_MDL002_LayoutExtractor.py"
"2026-06-11T20:54:37.057+08:00","VDF","VDF-2 Data/Documents Inventory",".py","52317","2026-05-05 05:27:52","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\VRN_MDL003_TableRestorer.py"
"2026-06-11T20:54:37.058+08:00","VDF","VDF-2 Data/Documents Inventory",".py","95829","2026-05-05 14:48:40","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\VRN_MDL004_OCR_FetchingPDFTable_v1.py"
"2026-06-11T20:54:37.058+08:00","VDF","VDF-2 Data/Documents Inventory",".py","81748","2026-05-05 05:27:47","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\VRN_MDL005_OCRFetchingPDFText_v1.py"
"2026-06-11T20:54:37.058+08:00","VDF","VDF-2 Data/Documents Inventory",".py","37354","2026-05-05 05:27:46","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\VRN_MDL006_ConsolidatorAndPhaseValidator.py"
"2026-06-11T20:54:37.058+08:00","VDF","VDF-2 Data/Documents Inventory",".py","38493","2026-05-05 05:27:45","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\VRN_MDL007_APIDataFetcher.py"
"2026-06-11T20:54:37.058+08:00","VDF","VDF-2 Data/Documents Inventory",".py","42984","2026-05-05 05:27:44","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\VRN_MDL008_CrossValidator.py"
"2026-06-11T20:54:37.059+08:00","VDF","VDF-2 Data/Documents Inventory",".py","9658","2026-05-26 16:35:45","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_RuntimeImportFirewall.py"
"2026-06-11T20:54:37.059+08:00","VDF","VDF-2 Data/Documents Inventory",".json","1063","2026-06-08 20:10:15","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_RuntimeImportFirewall.py.freeze.lock.json"
"2026-06-11T20:54:37.059+08:00","VDF","VDF-2 Data/Documents Inventory",".py","29537","2026-05-26 16:47:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_Runtime_Bridge_All_in_One.py"
