report_id,file_id,report_date,ticker,company_name,broker,analyst,rating,target_price,currency,identity_score,source_confidence,review_required,file_name,path,_csv_overflow,_ragged,report_id_original
be5085daeb31c44ecafe,e337b0a2e05d,2025-08-22,3706,,國泰,,買進,,,100,1.0,False,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193542_VRN_GO_EXTRACTOR_SMOKE_V116\smoke_input\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf,,False,c3b657104541af37
72f769869b77c535e3e1,fc9e9d1ffdf9,2025-11-28,3706,,兆豐,,買進,,,100,1.0,False,20251128兆豐訪談速報-神達(3706).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193922_VRN_GO_M01_3PDF_SMOKE_V117\smoke_input_3pdf\20251128兆豐訪談速報-神達(3706).pdf,,False,3dac424a61e86cfe
83b6b7679118d9613783,1c6725421e5f,2025-11-28,3706,,兆豐,,,,,85,0.85,False,20251128兆豐訪談速報-神達(3706)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193922_VRN_GO_M01_3PDF_SMOKE_V117\smoke_output_3pdf\m01_pdf_temp\20251128兆豐訪談速報-神達(3706)__COVER_FIN.pdf,,False,adad68980797ecdf
f233b0e1788b84cf6590,144913c917d9,2025-08-19,6873,,兆豐,,買進,,,100,1.0,False,20250819兆豐個股報告-泓德能源(6873).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\20250819兆豐個股報告-泓德能源(6873).pdf,,False,650b2d77cd95cd86
c7a8b1032956d58d0091,e337b0a2e05d,2025-08-22,3706,,國泰,,買進,,,100,1.0,False,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf,,False,c3b657104541af37
5d460c5ae92f2ab82c27,2bdd74d5ad28,2025-12-02,1590,,GS,,Overweight,,,100,1.0,False,MS-1590 20251202.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MS-1590 20251202.pdf,,False,dbe74d23dbf27807
52ef12dce1101713c240,144913c917d9,2025-08-19,6873,,兆豐,,買進,,,100,1.0,False,20250819兆豐個股報告-泓德能源(6873).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193922_VRN_GO_M01_3PDF_SMOKE_V117\smoke_input_3pdf\20250819兆豐個股報告-泓德能源(6873).pdf,,False,650b2d77cd95cd86
a16cdaced9f932b890dd,8837f1ff87a8,2025-08-22,3706,,國泰,,買進,,,90,0.9,False,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193922_VRN_GO_M01_3PDF_SMOKE_V117\smoke_output_3pdf\m01_pdf_temp\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf,,False,1eb63a0d806a85fe
44f23f910016c54ba7e8,e337b0a2e05d,2025-08-22,3706,,國泰,,買進,,,100,1.0,False,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193922_VRN_GO_M01_3PDF_SMOKE_V117\smoke_input_3pdf\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf,,False,c3b657104541af37
c244020bcefad367c8c6,a647dd1af7a3,2025-12-04,6768,,兆豐,,買進,,,100,1.0,False,20251204兆豐個股報告-志強-KY(6768).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\20251204兆豐個股報告-志強-KY(6768).pdf,,False,2cf78d2783736269
1aa9ec2998fa303112e0,e337b0a2e05d,2025-08-22,3706,,國泰,,買進,,,100,1.0,False,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193217_VRN_GO_M01_SMOKE_V115\smoke_input\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf,,False,c3b657104541af37
17e2093780810bfd02d2,f411c84d8859,2025-08-19,6873,,兆豐,,,,,85,0.85,False,20250819兆豐個股報告-泓德能源(6873)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_output_10pdf\m01_pdf_temp\20250819兆豐個股報告-泓德能源(6873)__COVER_FIN.pdf,,False,18957c38378fbd39
dc76e6b8e61471ac62c7,fc9e9d1ffdf9,2025-11-28,3706,,兆豐,,買進,,,100,1.0,False,20251128兆豐訪談速報-神達(3706).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\20251128兆豐訪談速報-神達(3706).pdf,,False,3dac424a61e86cfe
acea2ffed52b2ffed6ac,4c4bcf631547,2023-10-05,3014,,,,,,,65,0.65,False,3014TT-20231005__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_output_10pdf\m01_pdf_temp\3014TT-20231005__COVER_FIN.pdf,,False,7dcf3246e506ffbb
10a0b597281ccb20a62e,482e52f26cf4,2026-05-25,6933,,,,,,,45,0.45,False,6933_AMAX-KY_個股介紹報告.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\6933_AMAX-KY_個股介紹報告.pdf,,False,20e610218fae9c70
a14610861e659bb710ad,1c6725421e5f,2025-11-28,3706,,兆豐,,,,,85,0.85,False,20251128兆豐訪談速報-神達(3706)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_output_10pdf\m01_pdf_temp\20251128兆豐訪談速報-神達(3706)__COVER_FIN.pdf,,False,adad68980797ecdf
bdb1b801709c8a9dfef4,dc367a89b6fb,2026-05-19,4771,,兆豐,,買進,,,100,1.0,False,20260519兆豐個股報告-望隼(4771).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\20260519兆豐個股報告-望隼(4771).pdf,,False,f6122b1c603b9188
9cf06b96f1bef6607fb1,8837f1ff87a8,2025-08-22,3706,,國泰,,買進,,,90,0.9,False,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_output_10pdf\m01_pdf_temp\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf,,False,1eb63a0d806a85fe
2778579bbdddd1b4773e,f076f1152b4b,2026-05-19,4771,,兆豐,,,,,85,0.85,False,20260519兆豐個股報告-望隼(4771)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_output_10pdf\m01_pdf_temp\20260519兆豐個股報告-望隼(4771)__COVER_FIN.pdf,,False,517a9e18dfd65500
81e7ecdd43462c532b2b,12548b012a8b,2025-12-04,6768,,兆豐,,,,,85,0.85,False,20251204兆豐個股報告-志強-KY(6768)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_output_10pdf\m01_pdf_temp\20251204兆豐個股報告-志強-KY(6768)__COVER_FIN.pdf,,False,71f1cc55ced26185
4b010e9b3911fd003db2,e337b0a2e05d,2025-08-22,3706,,國泰,,買進,,,100,1.0,False,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf,,False,c3b657104541af37
17b08d616e01e61a61fe,b94683a9c9e6,2023-10-05,3014,,國泰,,買進,,,100,1.0,False,3014TT-20231005.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\3014TT-20231005.pdf,,False,3ffaefe3e51bf439
59f32d5b05c1db982129,144913c917d9,2025-08-19,6873,,兆豐,,買進,,,100,1.0,False,20250819兆豐個股報告-泓德能源(6873).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\20250819兆豐個股報告-泓德能源(6873).pdf,,False,650b2d77cd95cd86
bee1a1aa725ea5edc3d0,a647dd1af7a3,2025-12-04,6768,,兆豐,,買進,,,100,1.0,False,20251204兆豐個股報告-志強-KY(6768).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\20251204兆豐個股報告-志強-KY(6768).pdf,,False,2cf78d2783736269
f3a6eb36e1b07d3cd67f,b94683a9c9e6,2023-10-05,3014,,國泰,,買進,,,100,1.0,False,3014TT-20231005.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\3014TT-20231005.pdf,,False,3ffaefe3e51bf439
d8e30707e2e15bfcac17,fc9e9d1ffdf9,2025-11-28,3706,,兆豐,,買進,,,100,1.0,False,20251128兆豐訪談速報-神達(3706).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\20251128兆豐訪談速報-神達(3706).pdf,,False,3dac424a61e86cfe
737d606ce443d4a4f444,513089807e2e,2026-05-19,2891,,凱基,,持有,,,100,1.0,False,凱基投顧_2891 中信金_施志鴻_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基投顧_2891 中信金_施志鴻_20260519.pdf,,False,63599359bfd4ec19
ca4c6c16969a6674dfa3,482e52f26cf4,2026-05-25,6933,,,,,,,45,0.45,False,6933_AMAX-KY_個股介紹報告.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\6933_AMAX-KY_個股介紹報告.pdf,,False,20e610218fae9c70
4449d3b1b7548ba08463,e6270450a0cb,2025-12-06,6533,,,,Neutral,,,80,0.8,False,"晶心科(6533,N,中立)-CTBC251208.pdf","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\晶心科(6533,N,中立)-CTBC251208.pdf",,False,3d74d4a63b622a51
db76eacae3cb833543a7,8578b17590da,2026-05-19,3665,,凱基,,持有,,,100,1.0,False,凱基投顧_3665 貿聯-KY_李承泰_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基投顧_3665 貿聯-KY_李承泰_20260519.pdf,,False,8d2bd5a5c8b87d14
8bf8a8562c0fbdcecb5a,a9762ff02efe,2025-12-08,4171,,GS,,,,,95,0.95,False,"瑞基(4171,NR_未評等)-CTBC251208.pdf","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\瑞基(4171,NR_未評等)-CTBC251208.pdf",,False,ede46dd062be6786
82dc06e1af39348fbf8e,9db99ee86da3,2025-12-01,2026,,華南,,,,,95,0.95,False,第一場 2026年投資大趨勢 - 華南投顧 -1141201.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\第一場 2026年投資大趨勢 - 華南投顧 -1141201.pdf,,False,6ccc261ef835def2
be672f224e109ec3063c,1c6725421e5f,2025-11-28,3706,,兆豐,,,,,85,0.85,False,20251128兆豐訪談速報-神達(3706)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\20251128兆豐訪談速報-神達(3706)__COVER_FIN.pdf,,False,adad68980797ecdf
