"def_candidate_id","def_candidate_type","def_normalized_key","def_owner_engine","def_domain_family","def_candidate_canonical_value","def_patch_action","def_candidate_status","def_source_mutation","def_canonical_merge","def_db_write"
"ROWPATCH_0011","ROW_POLICY_PATCH_PLAN","YFinanceTickerTPEX","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0012","ROW_POLICY_PATCH_PLAN","YFinanceTickerTWSE","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0013","ROW_POLICY_PATCH_PLAN","schema_first_12_json","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0014","ROW_POLICY_PATCH_PLAN","tw_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0015","ROW_POLICY_PATCH_PLAN","yfinance_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0016","ROW_POLICY_PATCH_PLAN","fred","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0017","ROW_POLICY_PATCH_PLAN","tw_yfinance_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0018","ROW_POLICY_PATCH_PLAN","unit_mn_twd","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0019","ROW_POLICY_PATCH_PLAN","timezone_policy","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0020","ROW_POLICY_PATCH_PLAN","HardGate","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0021","ROW_POLICY_PATCH_PLAN","schema_csv","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0022","ROW_POLICY_PATCH_PLAN","TW_YFINANCE_REGEX","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0023","ROW_POLICY_PATCH_PLAN","akshare","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0024","ROW_POLICY_PATCH_PLAN","TW_TICKER_REGEX","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0025","ROW_POLICY_PATCH_PLAN","RequiredFields","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0026","ROW_POLICY_PATCH_PLAN","changed_units","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0027","ROW_POLICY_PATCH_PLAN","unit_x","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0028","ROW_POLICY_PATCH_PLAN","target_field","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0029","ROW_POLICY_PATCH_PLAN","mixing_policy","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0030","ROW_POLICY_PATCH_PLAN","calendar_policy","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0031","ROW_POLICY_PATCH_PLAN","fill_policy","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0032","ROW_POLICY_PATCH_PLAN","left_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0033","ROW_POLICY_PATCH_PLAN","alignment_policy","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0034","ROW_POLICY_PATCH_PLAN","addFields","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0035","ROW_POLICY_PATCH_PLAN","right_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0036","ROW_POLICY_PATCH_PLAN","schemas","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0037","ROW_POLICY_PATCH_PLAN","EXTRA_TICKERS","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0038","ROW_POLICY_PATCH_PLAN","weekend_holiday_policy","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0039","ROW_POLICY_PATCH_PLAN","unit_twd","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0040","ROW_POLICY_PATCH_PLAN","fred_api_key_exists","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0041","ROW_POLICY_PATCH_PLAN","merge_policy_gate","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0042","ROW_POLICY_PATCH_PLAN","vrn_merge_yfinance_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0043","ROW_POLICY_PATCH_PLAN","ticker_regex","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0044","ROW_POLICY_PATCH_PLAN","schema_gate","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0045","ROW_POLICY_PATCH_PLAN","factset_tw_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0046","ROW_POLICY_PATCH_PLAN","factset_tw_yfinance_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0047","ROW_POLICY_PATCH_PLAN","yf_tw_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0048","ROW_POLICY_PATCH_PLAN","vrn_merge_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0049","ROW_POLICY_PATCH_PLAN","schema_id","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0050","ROW_POLICY_PATCH_PLAN","yf_tw_yfinance_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0051","ROW_POLICY_PATCH_PLAN","schema_rows","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0052","ROW_POLICY_PATCH_PLAN","ticker_summary_csv","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0053","ROW_POLICY_PATCH_PLAN","missing_unit","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0054","ROW_POLICY_PATCH_PLAN","unit_band_yellow","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0055","ROW_POLICY_PATCH_PLAN","before_missing_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0056","ROW_POLICY_PATCH_PLAN","ticker_tokens","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0057","ROW_POLICY_PATCH_PLAN","def_PARAM_HARDGATE_DIR","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0058","ROW_POLICY_PATCH_PLAN","unit_band_green","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0059","ROW_POLICY_PATCH_PLAN","unit_review_rows","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0060","ROW_POLICY_PATCH_PLAN","after_missing_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0061","ROW_POLICY_PATCH_PLAN","unit_review_csv","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0062","ROW_POLICY_PATCH_PLAN","required_fields","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0063","ROW_POLICY_PATCH_PLAN","policy_id","VIA","GOVERNANCE_POLICY","VIA_GOVERNANCE_POLICY_REGISTRY","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0064","ROW_POLICY_PATCH_PLAN","tw_bloomberg_ticker","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0065","ROW_POLICY_PATCH_PLAN","write_policy","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0066","ROW_POLICY_PATCH_PLAN","VDF_Global_Macro","VDF","MARKET_TICKER_IDENTITY","TW_TICKER=4_DIGITS; TWSE_YF={TW_TICKER}.TW; TPEX_YF={TW_TICKER}.TWO; OVERSEAS=PROVIDER_NATIVE_TICKER","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0067","ROW_POLICY_PATCH_PLAN","text_fields","VRN/VDF","SCHEMA_FIELD_CONTRACT","OWNER_SCHEMA_REGISTRY; FIELD_ALIAS_MAP; UNIT_NORMALIZATION_TABLE","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0068","ROW_POLICY_PATCH_PLAN","recommended_fields","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
"ROWPATCH_0069","ROW_POLICY_PATCH_PLAN","fred_keys","VDF","DATA_SOURCE_CONTRACT","PROVIDER_REGISTRY_ONLY; API_KEYS_FROM_UI_RUNTIME_SECRET_OR_ENV_NAME_ONLY; RAW_SECRET_FORBIDDEN; FALLBACK_EXPLICIT","MAP_KEY_TO_POLICY_VALUE_IN_SANDBOX_PREVIEW","SANDBOX_CANDIDATE_ONLY","false","false","false"
