Date,PortfolioRet,GrossRet,AvgExposure,Equity,GrossEquity
2026-03-11,0.0013864164588862098,0.0013864164588862098,0.038461538461538464,1.0163542780042876,1.0174344643314528
2026-03-12,0.0006833789687675716,0.0006833789687675716,0.038461538461538464,1.0170488331426926,1.018129757646476
2026-03-13,-9.665867693493379e-05,-9.665867693493379e-05,0.038461538461538464,1.0169505265481027,1.018031346571154
2026-03-16,-0.00018587751508087455,-0.0001385217458501053,0.038461538461538464,1.0167614983112676,1.0178903270916968
2026-03-17,-0.0002902557094526336,-0.0002902557094526336,0.028846153846153848,1.0164663774812313,1.0175948786126618
2026-03-18,-0.0007808274785884463,-0.0006387601708961386,0.028846153846153848,1.0156726926026327,1.016944879534096
2026-03-19,-5.552884615384616e-05,0.0,0.0,1.0156162934699424,1.016944879534096
2026-03-20,0.0002701017528240701,0.0002701017528240701,0.028846153846153848,1.0158906132110055,1.017219558128584
2026-03-23,0.0008718711970505991,0.0008718711970505991,0.028846153846153848,1.0167763389760183,1.0181064425623927
2026-03-24,0.0007141575514774277,0.0007141575514774277,0.028846153846153848,1.0175024774766617,1.0188335309665566
2026-03-25,0.00021750117213463637,0.00021750117213463637,0.028846153846153848,1.0177237854581627,1.019055128453752
2026-03-26,0.0005595674520611144,0.0005595674520611144,0.028846153846153848,1.0182932705636936,1.0196253585354906
2026-03-27,0.0005577971267115796,0.0006133259728654257,0.028846153846153848,1.0188612716241638,1.0202507212504726
2026-03-30,0.0010246506217899284,0.0010431602371745437,0.057692307692307696,1.0199052484596511,1.0213150062348297
2026-03-31,0.00013666770179562068,0.00013666770179562068,0.0673076923076923,1.0200446365660074,1.021454587009541
2026-04-01,0.0018738843196569094,0.001892393935041525,0.0673076923076923,1.0219560822158185,1.0233875814749183
2026-04-02,0.00016805440700487365,0.00042718902238948905,0.07692307692307693,1.0221278264392002,1.0238247614153742
2026-04-03,0.004314194322912255,0.004314194322912255,0.21153846153846154,1.026537484505315,1.0282417403887294
2026-04-06,0.002182837386580407,0.002293895078888099,0.21153846153846154,1.0287782489052195,1.0306004190569142
2026-04-07,0.012941418689167596,0.012941418689167596,0.2692307692307692,1.0420920989626108,1.0439378505811614
2026-04-08,0.008174894890865043,0.008174894890865043,0.2692307692307692,1.050611092338231,1.052471932782258
2026-04-09,0.004783325202573699,0.004783325202573699,0.2692307692307692,1.055636506854316,1.0575062483033368
2026-04-10,0.010703047332223005,0.010892470409146081,0.2692307692307692,1.0669350343528003,1.069025103820468
2026-04-13,0.007148974446658168,0.007148974446658168,0.23076923076923078,1.074562525649633,1.0766675369705165
2026-04-14,0.004087953313204105,0.004087953313204105,0.23076923076923078,1.0789552870866073,1.0810689035954946
2026-04-15,0.001324105321266995,0.001324105321266995,0.23076923076923078,1.0803839375236477,1.0825003526834016
2026-04-16,0.004315698518967475,0.004315698518967475,0.23076923076923078,1.0850465488827348,1.087172097852259
2026-04-17,0.005696695638642068,0.0058861187155651445,0.23076923076923078,1.0912277288254788,1.0935713218844674
2026-04-20,0.0013995264412496526,0.0013995264412496526,0.19230769230769232,1.0927549308853948,1.095101803864837
2026-04-21,0.0012109275353247065,0.0012109275353247065,0.19230769230769232,1.0940781779205657,1.0964278927931208
2026-04-22,-0.001440999297465704,-0.0014224896820810885,0.19230769230769232,1.0925016120348097,1.0948682354284767
2026-04-23,0.001373045110516067,0.001373045110516067,0.20192307692307693,1.0940016660314449,1.096371538905791
2026-04-24,3.180069637021923e-05,3.180069637021923e-05,0.20192307692307693,1.0940364560462548,1.0964064042842088
2026-04-27,-0.0007821365530639459,-0.0006874250146024075,0.20192307692307693,1.0931807701435965,1.0956527070957336
2026-04-28,0.00204742468357625,0.00204742468357625,0.18269230769230768,1.0954189754359993,1.0978959734928686
2026-04-29,0.0017590171899078367,0.0019484402668309138,0.18269230769230768,1.0973458362439423,1.1000351582164136
2026-04-30,0.002067160088628533,0.002067160088628533,0.14423076923076922,1.0996142257600485,1.102309106991567
2026-05-01,0.0024758555814417458,0.0024758555814417458,0.14423076923076922,1.1023367117783291,1.105038265146586
2026-05-04,0.003515361881279905,0.003515361881279905,0.14423076923076922,1.10621182423525,1.108922874541238
2026-05-05,0.005389969418286889,0.005389969418286889,0.14423076923076922,1.1121742721380254,1.1148999349222541
2026-05-06,0.005285826728235697,0.005285826728235697,0.14423076923076922,1.1180530326321487,1.1207931027975744
2026-05-07,1.7396924278680153e-05,1.7396924278680153e-05,0.14423076923076922,1.118072483316097,1.120812601150316
2026-05-08,0.001696128951329583,0.001696128951329583,0.14423076923076922,1.1199688784247344,1.122713643852142
2026-05-11,-0.001298935636741722,-0.0012042240982801837,0.14423076923076922,1.1185141109365067,1.1213616450267472
2026-05-12,0.0021662191021101524,0.0021662191021101524,0.125,1.120937057569597,1.1237907600425778
2026-05-13,0.0023691029332578214,0.0023691029332578214,0.125,1.1235926728406824,1.1264531360285626
2026-05-14,0.005202683231855968,0.005202683231855968,0.125,1.1294383695991068,1.13231371487085
2026-05-15,-0.002910748677953021,-0.002863392908722252,0.125,1.1261508583579667,1.1290714558092398
2026-05-18,0.0040863873250113125,0.0040863873250113125,0.11538461538461539,1.1307527469516112,1.1336852790952907
2026-05-19,0.0012520209948402158,0.0012520209948402158,0.11538461538461539,1.1321684731307677,1.1351046768662592
2026-05-20,0.005168781028547164,0.005168781028547164,0.11538461538461539,1.1380204040558053,1.1409717843854608
2026-05-21,0.000361839326773974,0.000361839326773974,0.11538461538461539,1.138432184592664,1.1413846328477908
2026-05-22,0.0024898280810137516,0.0024898280810137516,0.11538461538461539,1.1412666850141926,1.1442264843578929
2026-05-25,0.0003669327693892263,0.0003669327693892263,0.11538461538461539,1.1416854531595364,1.1446463385506067
2026-05-26,-0.001520519035942011,-0.0013310959590189342,0.11538461538461539,1.1399494986949492,1.1431227044348562
2026-05-27,0.0011644133919928349,0.0011644133919928349,0.07692307692307693,1.141276871157425,1.1444537718205912
2026-05-28,0.0018999746965325248,0.0018999746965325248,0.07692307692307693,1.1434452683343619,1.1466282050284013
2026-05-29,-0.002049949312682052,-0.0016711031588358982,0.07692307692307693,1.1411012634924502,1.1447120710129681
2026-06-01,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-02,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-03,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-04,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-05,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-08,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-09,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-10,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-11,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-12,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-15,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-16,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-17,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-18,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-19,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-22,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-23,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-24,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-25,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-26,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-29,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-06-30,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-01,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-02,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-03,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-06,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-07,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-08,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-09,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-10,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-13,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-14,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-15,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-16,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-17,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-20,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-21,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-22,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-23,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-24,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-27,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-28,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-29,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-30,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-07-31,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-03,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-04,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-05,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-06,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-07,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-10,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-11,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-12,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-13,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-14,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-17,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-18,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-19,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-20,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-21,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-24,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-25,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-26,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-27,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-28,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-08-31,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-09-01,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-09-02,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-09-03,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-09-04,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-09-07,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-09-08,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-09-09,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-09-10,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-09-11,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-09-14,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-09-15,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-09-16,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-09-17,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
2026-09-18,0.0,0.0,0.0,1.1411012634924502,1.1447120710129681
