Date,PrimaryFineGroup,MemberCount,GroupExactNonDayTradeTurnoverAvailableSum,GroupExactNonDayTradeTurnoverAvailableCount,GroupNonDayTradeCoverage,GroupDTR,GroupSNR,GroupForeignNetValueProxyAvailableSum,GroupTrustNetValueProxyAvailableSum,GroupDealerNetValueProxyAvailableSum,GroupMarginBalanceChangeValueProxyAvailableSum,GroupShortBalanceChangeValueProxyAvailableSum,GroupPriceReturn1D,GroupAdjustedPriceReturn1D,GroupPriceUpBreadth,GroupPriceDownBreadth,GroupForeignPositiveBreadth,GroupTrustPositiveBreadth,GroupDealerPositiveBreadth,GroupMarginExpansionBreadth,GroupShortIncreaseBreadth,GroupShortCoverBreadth,GroupDataStatus,NoPredictiveClaim
2026-08-18,ASIC／IP設計服務,6,303575477.0106899,6,1.0,0.9912690782600574,0.0228506787330316,189775895.5,-682324655.0,-110949476.0,-1091945.5,-85943.0,-0.0400122572476019,-0.0400122572476019,0.1666666666666666,0.8333333333333334,0.3333333333333333,0.1666666666666666,0.5,0.0,0.5,0.3333333333333333,GROUP_COMPLETE,True
2026-08-18,BBU與備援電池,4,376657641.246292,4,1.0,0.8557382636754169,0.0294526740385284,191481887.5,-191250.0,-36359057.5,-225418.5,22977.0,-0.0317800792422547,-0.0317800792422547,0.0,1.0,0.5,0.0,0.0,0.25,0.75,0.25,GROUP_COMPLETE,True
2026-08-18,CPO耦合與光封裝,2,177781757.3015248,2,1.0,0.9501679402154446,0.0452784319683962,-231225943.0,-28084500.0,-7040048.0,166532.0,-15751.0,-0.045455539231119,-0.045455539231119,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,GROUP_COMPLETE,True
2026-08-18,DRAM與記憶體晶片,3,205273532.54144704,3,1.0,0.9977866053431612,0.0343610237899267,2360301262.5,-1879096695.0,-350557178.5,-1386867.5,132327.5,-0.0342129466001776,-0.0342129466001776,0.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,GROUP_COMPLETE,True
2026-08-18,IC設計,5,267317991.4282763,5,1.0,0.9934926727663334,0.0177384530714195,-1298893619.405922,-4264223101.0,-889373616.085144,-703955.3000488281,-56925.10000610352,-0.0212740410529255,-0.0212740410529255,0.0,1.0,0.0,0.4,0.0,0.4,0.2,0.8,GROUP_COMPLETE,True
2026-08-18,MCU與嵌入式IC,1,162576830.1534547,1,1.0,0.5960362352437768,0.0863189600507292,-69273316.0,-118000.0,-13637378.0,-6018.0,-3304.0,-0.0597609561752987,-0.0597609561752987,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,GROUP_COMPLETE,True
2026-08-18,PCB材料,4,,0,0.0,,0.0287016285671597,-18485316.68754959,385836400.0,-83178374.9148674,-444756.0999259949,-12483.200012207031,-0.0151431731105111,-0.0151431731105111,0.25,0.75,0.5,0.75,0.5,0.5,0.25,0.5,GROUP_PARTIAL_OR_GAP,True
2026-08-18,PCB硬板與HDI,6,679491949.0118281,6,1.0,0.9842929256277956,0.0215186068791914,-6076376762.631493,1297828935.5,-486135942.0538635,-291592.7999649048,-115237.299949646,-0.0057343480475668,-0.0057343480475668,0.3333333333333333,0.5,0.1666666666666666,0.5,0.1666666666666666,0.3333333333333333,0.5,0.3333333333333333,GROUP_COMPLETE,True
2026-08-18,PCB設備與製程,1,107517306.56281272,1,1.0,0.976137693578278,0.0139230139230139,93869160.0,-129360000.0,24101770.0,666050.0,60830.0,0.1,0.1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,GROUP_COMPLETE,True
2026-08-18,PCB軟板與FPC,2,98223008.5512541,2,1.0,0.64441339049334,0.0123259529787719,1430811.6267929077,0.0,-8917114.642181396,19306.000465393063,-1819.6000442504885,-0.0341718146370021,-0.0341718146370021,0.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,GROUP_COMPLETE,True
2026-08-18,PCB高頻高速材料,1,35927390.32469874,1,1.0,0.9971510154955928,0.0223068552774755,2657409145.0,-1038810075.0,86547340.0,-279225.0,-6205.0,-0.0228346456692913,-0.0228346456692913,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,GROUP_COMPLETE,True
2026-08-18,PC機構與精密組件,4,298217767.2458393,4,1.0,0.9413067065599368,0.0024491795248591,-711530059.97406,-108342000.0,-10258542.603912354,37352.89994049072,2815.900016784668,-0.021832442058332,-0.021832442058332,0.0,0.75,0.25,0.25,0.25,0.5,0.75,0.0,GROUP_COMPLETE,True
2026-08-18,先進封裝與晶圓製程設備,5,472523277.6961967,5,1.0,0.936478106301899,0.0175832687838884,31531458.0,-166281715.0,-104504634.5,-374327.0,81238.5,-0.0429287920991689,-0.0429287920991689,0.0,1.0,0.4,0.2,0.0,0.2,0.4,0.2,GROUP_COMPLETE,True
2026-08-18,光學鏡頭與模組,4,440016731.8068606,4,1.0,0.9819880789047084,0.029432782492184,-1578994392.5,1751545000.0,647707100.0,227170.0,62037.5,0.0030688940564265,0.0030688940564265,0.5,0.5,0.0,0.5,0.25,1.0,0.75,0.25,GROUP_COMPLETE,True
2026-08-18,半導體封裝測試,3,,0,0.0,,0.0156851218469431,-340041021.9479675,-203029880.9343872,-137522834.49385834,-38669.6994934082,6832.899971008301,-0.0353025649588352,-0.0353025649588352,0.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,GROUP_PARTIAL_OR_GAP,True
2026-08-18,半導體廠務與裝機,4,227369865.8158738,4,1.0,0.9493439109821908,0.0044441152507221,-680708998.8383789,109024000.0,-85935722.15338135,221936.69061279297,-5575.0,-0.0252945033844996,-0.0252945033844996,0.0,1.0,0.25,0.5,0.25,0.5,0.0,0.25,GROUP_COMPLETE,True
2026-08-18,半導體材料,3,,0,0.0,,0.0007845530227084,31906090.694396973,-706800.0030517578,-4871383.616851807,-26998.24454498291,246.64434051513672,-0.0238626754008359,-0.0238626617873743,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,GROUP_PARTIAL_OR_GAP,True
2026-08-18,半導體檢測與量測設備,1,88652739.41413853,1,1.0,0.8847390189990297,0.0176130389064143,-26394855.0,6904000.0,-2367209.0,4746.5,863.0,-0.0125858123569794,-0.0125858123569794,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,GROUP_COMPLETE,True
2026-08-18,半導體測試介面,4,,0,0.0,,0.0103910825618741,682175252.0,-4503524960.0,218629313.0,481560.0,51561.0,-0.0644526401000305,-0.0644526401000305,0.0,1.0,0.5,0.0,0.5,1.0,0.5,0.25,GROUP_PARTIAL_OR_GAP,True
2026-08-18,半導體自動化與液冷設備,1,84576406.4498974,1,1.0,0.0,0.0033645406670567,-6662249.794006348,0.0,-66671.8479385376,-1036.349967956543,49.34999847412109,-0.0266272636785674,-0.0266272636785674,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,GROUP_COMPLETE,True
2026-08-18,半導體製程設備,1,76390430.9526301,1,1.0,0.8526720061497507,0.0019241341396371,-108510043.0,0.0,-8320340.0,-2596.5,577.0,-0.0286195286195286,-0.0286195286195286,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,GROUP_COMPLETE,True
2026-08-18,半導體設備,1,,0,0.0,,0.024857017157941,10298017.5,0.0,-1421988.0,-4686.0,852.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,GROUP_PARTIAL_OR_GAP,True
2026-08-18,半導體設備零組件,2,178357171.7112497,2,1.0,0.8748544533116077,0.0034059945504087,-130428830.5,-363000.0,-15228212.5,-6337.5,-2958.0,-0.0626069078947368,-0.0626069078947368,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,GROUP_COMPLETE,True
2026-08-18,台積電獨立族群,1,,0,0.0,,0.0012923607122343,-7723380840.0,1491522200.0,-261607220.0,307020.0,0.0,-0.0083333333333333,-0.0083333333333333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,GROUP_PARTIAL_OR_GAP,True
2026-08-18,品牌顯示器與電腦周邊,1,79206900.08945319,1,1.0,0.0,,-257000.00762939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GROUP_COMPLETE,True
2026-08-18,基礎建設與營建材料,1,54578933.75502886,1,1.0,0.0,0.0,1064700.0198364258,0.0,15520.050289154053,-40.95000076293945,0.0,-0.004860285674927,-0.004860285674927,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,GROUP_COMPLETE,True
2026-08-18,塑化與化學材料,6,693738053.4038444,6,1.0,0.9743578335307056,0.0183327479965518,-300407870.16667366,227689999.3652344,61656582.19145489,-413994.9504928589,-16685.300285339355,0.0006204106133737,0.0006204106133737,0.5,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.5,GROUP_COMPLETE,True
2026-08-18,封裝測試服務,3,372321747.6144316,3,1.0,0.9815157127041484,0.0108117007848087,-973048589.0,-2652583433.5,-321433678.5,-302622.0,16476.5,-0.0404273666015904,-0.0404273666015904,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,GROUP_COMPLETE,True
2026-08-18,工業自動化與機器人,6,342358702.7067746,6,1.0,0.9718609475200374,0.0395138888888888,-391408723.37597656,53945880.0,-101973148.18180849,-153734.69995117188,-9074.899978637695,-0.0174404367517955,-0.0174404363262377,0.3333333333333333,0.6666666666666666,0.5,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.5,GROUP_COMPLETE,True
2026-08-18,建設與智慧電源,1,73819465.15263677,1,1.0,0.0,,21000.0,0.0,22071.0,0.0,0.0,-0.0410958737080869,-0.0410958737080869,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,GROUP_COMPLETE,True
2026-08-18,散裝航運,7,853087749.0130303,7,1.0,0.6688018923260447,0.0101778415396692,322300579.4200392,-257599.98321533203,80568716.48447323,59615.1498708725,3912.2000226974487,0.0386757926139323,0.0386757926139323,1.0,0.0,0.7142857142857143,0.1428571428571428,0.8571428571428571,1.0,0.7142857142857143,0.0,GROUP_COMPLETE,True
2026-08-18,數位內容與網路服務,6,449245111.1367792,6,1.0,0.0,0.0033511043412033,-22594527.545043945,0.0,-410899.5506687164,-801.7500381469727,-1112.5,-0.0074144550901063,-0.0074144550901063,0.1666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.1666666666666666,0.3333333333333333,0.0,0.1666666666666666,GROUP_COMPLETE,True
2026-08-18,文化創意／體感娛樂,1,47837361.717041045,1,1.0,0.0,0.037435552566689,-1430400.0244140625,0.0,4738.200080871582,-89.4000015258789,-447.0000076293945,-0.0066666497124565,-0.0066666497124565,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,GROUP_COMPLETE,True
2026-08-18,晶圓代工,3,218873086.6350352,3,1.0,0.9927393767850458,0.0243482355673245,-3294315617.349289,182379228.10168457,-265229547.65159607,-484875.4037475586,-74830.3962097168,-0.0431565587135656,-0.0431565587135656,0.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,GROUP_COMPLETE,True
2026-08-18,條鋼與鋼材加工,4,343735993.48201007,4,1.0,0.0195825516285673,0.0056202328382175,9685119.186195374,-790300.0259399414,870539.2328796387,-4645.450158119202,-242.40000915527344,-0.0020074112894646,-0.0020074021288276,0.25,0.5,0.5,0.0,0.25,0.25,0.0,0.25,GROUP_COMPLETE,True
2026-08-18,水泥,3,141991860.98474842,2,0.6666666666666666,0.7950923677505866,0.0018019873346033,-68524322.01597404,7212462.498474121,4648626.81901741,393.300012588501,-385.6000061035156,0.0002119444737695,0.0002119444737695,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,GROUP_PARTIAL_OR_GAP,True
2026-08-18,油電燃氣,1,53645254.909779936,1,1.0,0.9812369841649232,0.0193101171810529,735073776.0,-686736000.0,50300496.0,-16992.0,-360.0,0.0126582495807856,0.0126582495807856,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,GROUP_COMPLETE,True
2026-08-18,玻璃材料,1,53964620.88875125,1,1.0,0.969381543689587,0.0309251332226784,-275369417.5,-2090500.0,-34687779.5,10170.0,-4520.0,-0.0391156337908742,-0.0391156337908742,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,GROUP_COMPLETE,True
2026-08-18,生技醫療,5,732613501.4785411,5,1.0,0.9720117118177558,0.002345715869834,200912032.0,435080800.0,-15521118.5,134675.5,-6181.0,-0.0084259138282205,-0.0084259138282205,0.2,0.6,0.6,0.2,0.0,0.4,0.0,0.6,GROUP_PARTIAL_OR_GAP,True
2026-08-18,矽晶圓,1,98709674.3593332,1,1.0,0.9932432183718376,0.0168655941878567,321861580.0,1293917620.0,-84545600.0,47700.0,-30740.0,0.0392156862745098,0.0392156862745098,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,GROUP_COMPLETE,True
2026-08-18,矽晶圓與材料,3,,0,0.0,,0.0256413650684387,-2030200635.0,430959000.0,-96773778.0,158829.0,23637.0,-0.0243199135973747,-0.0243199135973747,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,GROUP_PARTIAL_OR_GAP,True
2026-08-18,精密機構與外殼組件,1,165641593.56901792,1,1.0,0.6610390421006825,0.0046181697269738,25061801.23841858,-419300.01068115234,-5075267.229286194,-66189.50168609619,-3773.700096130371,-0.0291734070470502,-0.0291734070470502,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,GROUP_COMPLETE,True
2026-08-18,綠能環保,1,109129023.89621577,1,1.0,0.0,0.0,-2432610.0,0.0,-170229.0,537.0,0.0,-0.0018587360594795,-0.0018587360594795,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,GROUP_COMPLETE,True
2026-08-18,聲學與音訊組件,1,18062610.235122867,1,1.0,0.8102012844455996,0.0068895126307731,-50149595.0,0.0,2434543.0,1738.0,1501.0,-0.0087828980557774,-0.0087828980557774,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,GROUP_COMPLETE,True
2026-08-18,航空運輸,3,181536302.6906225,3,1.0,0.8975144064895342,0.0118579681852955,343781740.71250725,-65659685.36386109,-32173396.533239365,-47696.80150413513,-2084.0000553131104,-0.0008684624952172,-0.0008684624952172,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.0,GROUP_COMPLETE,True
2026-08-18,航運物流,2,195056017.6159173,2,1.0,0.0246676442866597,0.001001001001001,10861576.00982666,0.0,70011.02216863632,1114.9999723434448,0.0,0.0500000307636885,0.0500000307636885,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.0,GROUP_COMPLETE,True
2026-08-18,衛星通訊,4,235247056.6339201,4,1.0,0.9470026142177612,0.0079544056746894,-266271229.00305176,23988250.0,-4993975.0,-136742.0,5460.0,-0.0271532492466312,-0.0271532492466312,0.0,1.0,0.25,0.5,0.25,0.0,0.5,0.25,GROUP_COMPLETE,True
2026-08-18,被動元件：電容與其他,5,477486705.3011954,5,1.0,0.98937618029031,0.0218127282986368,-2001706058.5,-314390320.0,-541797278.0,-826517.5,81588.0,-0.040952637762085,-0.04095264002921,0.0,0.8,0.4,0.2,0.4,0.0,0.4,0.2,GROUP_PARTIAL_OR_GAP,True
2026-08-18,被動元件：電感與磁性,3,116893369.9321436,2,0.6666666666666666,0.9543392024441396,0.0744331954940824,-190760831.5,796500.0,-89565564.5,-38231.5,17189.5,-0.0449760886597843,-0.0449760886597843,0.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,GROUP_PARTIAL_OR_GAP,True
2026-08-18,記憶體模組與儲存組件,3,389477127.4309728,3,1.0,0.9673524674631476,0.0447359708657507,-483177126.0,-123332000.0,497247343.0,-493238.0,32826.0,-0.0323933230910733,-0.0323933230910733,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,GROUP_COMPLETE,True
2026-08-18,貨櫃航運,3,311038416.43216115,3,1.0,0.9845515934602512,0.0321330352691423,4306530347.144135,74639635.89274216,80717429.1719284,-136135.5997314453,60144.000186920166,0.0365723134970888,0.0365723134970888,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.0,GROUP_COMPLETE,True
2026-08-18,車用零組件,8,1131762880.888719,8,1.0,0.2022243442882012,0.0110635949786177,16884599.66317749,-1123900.0091552734,-6976995.061920166,-10186.50016784668,386.60001373291016,-0.0125840801197007,-0.0125840801197007,0.125,0.75,0.5,0.0,0.25,0.25,0.25,0.625,GROUP_COMPLETE,True
2026-08-18,軍工航太,4,303742784.0194656,4,1.0,0.966903238976814,0.034944670937682,1061798670.1639404,-1657500.0457763672,65468400.75556183,-44679.39907073975,-125189.39888763428,-0.0091776288659499,-0.0091776288659499,0.25,0.75,0.75,0.0,0.5,0.25,0.25,0.5,GROUP_COMPLETE,True
2026-08-18,輪胎與橡膠,1,78087952.36968865,1,1.0,0.5625159656184184,0.0021658415841584,87183812.86938858,5940100.072860718,1356924.1166439056,-2425.8000297546387,0.0,0.0113821262266577,0.0113821262266577,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,GROUP_COMPLETE,True
2026-08-18,造紙與紙品,2,234169077.5298687,2,1.0,0.0,0.0010042246692984,-9104198.83110428,0.0,551716.3356590271,2481.949920654297,0.0,-0.0067410095174599,-0.0067410095174599,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,GROUP_COMPLETE,True
2026-08-18,連接器與線材,2,162943979.4805817,2,1.0,0.7804183951841923,0.0052612032681356,-93034072.99425888,20950.0,-7418678.776802063,-44726.90008926392,-3699.299945831299,-0.0496883292392471,-0.0496883292392471,0.0,1.0,0.5,0.5,0.0,0.5,0.0,1.0,GROUP_COMPLETE,True
2026-08-18,重電與電網設備,7,612654973.4531002,6,0.8571428571428571,0.7942711143990903,0.0105959701270239,-515647633.4832153,102969250.0,-74498726.49972534,32352.0,842.25,-0.013344689395384,-0.013344689395384,0.1428571428571428,0.8571428571428571,0.0,0.1428571428571428,0.0,0.4285714285714285,0.5714285714285714,0.2857142857142857,GROUP_PARTIAL_OR_GAP,True
2026-08-18,金融,14,186730363.95938757,4,0.2857142857142857,0.3767340261552357,0.0254231915298294,-2037287634.7638476,3934697271.779965,-51166294.49036789,-135989.29932785034,-99585.2020263672,0.002231517773109,0.002231517773109,0.5714285714285714,0.3571428571428571,0.4285714285714285,0.5714285714285714,0.2142857142857142,0.3571428571428571,0.4285714285714285,0.4285714285714285,GROUP_PARTIAL_OR_GAP,True
2026-08-18,鋼鐵,6,545478387.4318297,6,1.0,0.6151161675076774,0.0026348335753078,42012410.18054199,0.0,-6689577.669326782,-3980.900098800659,0.0,0.0072349025931285,0.0072349025931285,0.6666666666666666,0.1666666666666666,0.8333333333333334,0.0,0.0,0.3333333333333333,0.0,0.0,GROUP_PARTIAL_OR_GAP,True
2026-08-18,零售通路,6,393986979.5038097,6,1.0,0.7484700814752955,0.0051955690618566,90830469.8387146,-476698.0,-2839214.507476806,-52220.79944229126,-3056.149974822998,-0.0024949620144511,-0.0024949620144511,0.5,0.3333333333333333,0.8333333333333334,0.0,0.5,0.3333333333333333,0.0,0.5,GROUP_COMPLETE,True
2026-08-18,電信與有線服務,1,150207573.70554864,1,1.0,0.0,0.0,-638000.0,0.0,0.0,-348.0,0.0,-0.0017211441780955,-0.0017211441780955,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,GROUP_COMPLETE,True
2026-08-18,電信與行動通訊,3,318772933.4863617,3,1.0,0.9082633108366104,0.0379459213815042,395837629.5,564850452.5,-11917200.0,-35594.0,-95.0,0.0057677299775631,0.0057677299775631,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,GROUP_COMPLETE,True
2026-08-18,電子通路,7,777205536.9401257,6,0.8571428571428571,0.8281646526781516,0.0693612109912549,-90300428.578125,-73601192.80010986,-60434763.3699112,-83444.59928894043,-3138.4997787475586,-0.0047008446590459,-0.0047008446590459,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.2857142857142857,0.7142857142857143,GROUP_PARTIAL_OR_GAP,True
2026-08-18,電線電纜與電力材料,4,,0,0.0,,0.0137602755304285,-39719459.73635864,-1268357.2904434204,-29046514.332092285,-9108.900009155272,-5711.199771881104,-0.0197054759229101,-0.0197054759229101,0.0,1.0,0.75,0.0,0.25,0.0,0.25,0.5,GROUP_PARTIAL_OR_GAP,True
2026-08-18,電腦周邊／電源,1,36881824.826634414,1,1.0,0.0,,-46700.00076293945,0.0,-93.4000015258789,0.0,0.0,-0.0546558842012386,-0.0546558842012386,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,GROUP_COMPLETE,True
2026-08-18,頻率控制元件,1,55485606.97961171,1,1.0,0.9872909927546916,0.0160118682218129,-1243434391.5,-178500.0,-173837937.0,117631.5,-2677.5,-0.0869565217391304,-0.0869565217391304,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,GROUP_COMPLETE,True
2026-08-18,顯示驅動IC與封裝測試,1,26354655.432212427,1,1.0,0.9932231772186229,0.0128517879454989,-728730945.0,-86952570.0,114286.5,-11281.5,9483.0,-0.029673590504451,-0.029673590504451,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,GROUP_COMPLETE,True
2026-08-18,食品與民生消費,1,116480160.99933147,1,1.0,0.8308203911968449,0.0009699321047526,424489608.9994812,26593798.934936523,-3404844.4636383057,-228.59999084472656,0.0,0.0132978728800783,0.0132978728800783,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,GROUP_COMPLETE,True
2026-08-18,餐飲服務,6,577109008.1313765,6,1.0,0.1133255334481428,0.0030864197530864,17450502.503051758,0.0,-38827.5,748.6000061035156,0.0,0.0022132799243503,0.0022132872336056,0.3333333333333333,0.0,0.1666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,GROUP_PARTIAL_OR_GAP,True
2026-08-18,高股息／成熟電子,7,904999293.448704,7,1.0,0.8898891509829033,0.0298040767860676,-1974050186.5,-246831302.0,-104738592.5,60465.49997711182,14420.5,-0.0223621610750082,-0.0223621610750082,0.1428571428571428,0.7142857142857143,0.0,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.1428571428571428,0.2857142857142857,GROUP_PARTIAL_OR_GAP,True
