Date,ticker,open,high,low,close,adj_close,volume
2021-12-29,NVDA,322.6,326.73,321.1,321.37,320.94,5617261
2021-12-30,NVDA,322.15,326.58,323.99,324.21,324.37,2458209
2021-12-31,NVDA,317.6,319.05,310.31,317.96,317.59,1368013
2022-01-03,NVDA,309.09,310.36,303.36,306.67,306.73,6586004
2022-01-04,NVDA,305.86,308.32,302.69,304.87,305.42,3582903
2022-01-05,NVDA,303.86,307.54,299.26,304.26,304.7,3316987
2022-01-06,NVDA,288.35,290.42,285.98,287.75,287.22,5650176
2022-01-07,NVDA,281.93,283.33,281.79,282.9,282.54,5054493
2022-01-10,NVDA,286.88,288.54,282.34,285.29,285.07,2233483
2022-01-11,NVDA,283.35,283.04,280.41,281.78,281.45,2610648
2022-01-12,NVDA,289.06,292.54,288.33,288.88,288.41,1873881
2022-01-13,NVDA,278.24,280.64,275.31,277.92,277.91,1571865
2022-01-14,NVDA,281.49,283.14,280.37,282.9,283.1,4365731
2022-01-17,NVDA,287.69,291.39,288.21,289.64,289.92,3977214
2022-01-18,NVDA,296.3,302.27,295.27,296.86,296.72,4782216
2022-01-19,NVDA,285.41,287.6,279.63,285.54,285.46,6204607
2022-01-20,NVDA,289.6,288.48,283.99,288.07,288.17,4814955
2022-01-21,NVDA,284.85,287.99,282.68,283.54,283.51,5034021
2022-01-24,NVDA,274.11,275.69,273.44,273.85,274.08,1156627
2022-01-25,NVDA,272.91,273.19,266.87,271.3,271.41,2803859
2022-01-26,NVDA,264.18,267.96,262.01,265.43,265.33,5295077
2022-01-27,NVDA,273.27,273.24,270.72,271.8,271.3,1822820
2022-01-28,NVDA,274.47,277.6,273.34,275.56,275.98,3422342
2022-01-31,NVDA,269.56,268.53,262.34,267.9,267.71,4238551
2022-02-01,NVDA,263.3,263.52,261.24,263.32,263.41,4079262
2022-02-02,NVDA,258.46,261.8,260.13,261.07,260.57,3930975
2022-02-03,NVDA,261.81,263.05,260.28,260.86,260.86,4410313
2022-02-04,NVDA,268.77,267.88,267.01,267.69,267.71,3578205
2022-02-07,NVDA,271.95,278.18,271.84,272.58,272.62,1573064
2022-02-08,NVDA,272.69,273.6,271.25,273.2,274.02,4212124
2022-02-09,NVDA,271.48,274.89,269.99,271.69,271.52,3769199
2022-02-10,NVDA,257.42,263.62,253.89,259.92,260.13,1583464
2022-02-11,NVDA,265.4,269.87,267.36,268.57,268.71,6516627
2022-02-14,NVDA,267.57,267.46,265.43,265.84,265.66,4269122
2022-02-15,NVDA,275.3,278.66,275.49,276.44,276.66,1639375
2022-02-16,NVDA,280.65,278.51,272.99,278.07,278.03,2172496
2022-02-17,NVDA,294.43,293.61,290.21,292.43,292.68,2465669
2022-02-18,NVDA,299.48,297.35,293.44,297.15,297.74,2464792
2022-02-21,NVDA,285.88,290.62,286.62,286.81,286.86,3784881
2022-02-22,NVDA,280.42,283.68,282.26,282.69,282.61,2006342
2022-02-23,NVDA,280.25,283.77,281.73,281.78,282.08,5746309
2022-02-24,NVDA,275.29,276.18,272.68,275.91,276.29,5514556
2022-02-25,NVDA,270.34,274.59,273.44,273.58,273.34,4455539
2022-02-28,NVDA,263.88,264.94,263.38,264.51,264.39,3342136
2022-03-01,NVDA,264.54,265.92,264.66,264.81,264.99,5223737
2022-03-02,NVDA,264.92,268.45,265.01,266.65,266.61,2847711
2022-03-03,NVDA,258.87,260.74,256.59,260.22,259.97,2275602
2022-03-04,NVDA,272.8,273.25,272.73,273.1,273.25,5927154
2022-03-07,NVDA,274.3,276.72,271.67,273.81,273.99,3831517
2022-03-08,NVDA,267.3,269.61,264.58,268.49,268.4,2322073
2022-03-09,NVDA,258.2,262.93,254.32,257.82,257.84,2652806
2022-03-10,NVDA,258.64,259.41,257.47,258.47,258.32,2262058
2022-03-11,NVDA,257.1,261.22,254.38,257.04,256.76,8985182
2022-03-14,NVDA,261.48,263.42,261.68,262.33,262.2,3275723
2022-03-15,NVDA,259.91,266.03,258.73,261.65,261.67,3537340
2022-03-16,NVDA,256.26,256.62,252.66,254.11,253.73,4688435
2022-03-17,NVDA,265.81,265.93,264.24,264.97,264.86,1780348
2022-03-18,NVDA,269.47,272.26,266.96,268.12,268.15,5656261
2022-03-21,NVDA,266.58,269.55,266.01,266.69,267.01,2412265
2022-03-22,NVDA,267.83,268.09,267.26,268.05,267.97,8162068
2022-03-23,NVDA,272.16,273.07,271.07,271.5,271.16,2795916
2022-03-24,NVDA,259.67,265.96,261.41,262.07,262.02,5492093
2022-03-25,NVDA,261.9,265.41,258.72,263.37,263.22,938089
2022-03-28,NVDA,259.63,263.52,259.42,260.67,260.81,1816520
2022-03-29,NVDA,263.63,266.52,262.72,264.23,264.14,2822677
2022-03-30,NVDA,258.47,262.75,258.89,259.61,258.9,1184236
2022-03-31,NVDA,256.37,256.86,253.24,255.94,256.89,4414663
2022-04-01,NVDA,266.95,269.1,264.87,266.84,266.88,3822744
2022-04-04,NVDA,277.23,277.95,271.24,275.32,275.34,1991873
2022-04-05,NVDA,256.04,254.37,249.35,252.91,252.52,3243036
2022-04-06,NVDA,258.83,262.57,255.97,260.48,260.09,4892620
2022-04-07,NVDA,260.45,262.27,256.88,260.26,260.23,1142209
2022-04-08,NVDA,256.09,256.09,252.89,255.91,255.99,1729348
2022-04-11,NVDA,249.7,250.52,246.26,249.72,249.9,2764736
2022-04-12,NVDA,242.72,247.17,243.93,244.05,244.1,3308024
2022-04-13,NVDA,239.04,240.3,239.27,240.14,239.86,3174606
2022-04-14,NVDA,233.9,234.94,230.24,233.61,233.03,5099471
2022-04-15,NVDA,224.87,226.49,225.61,225.94,225.91,4149944
2022-04-18,NVDA,220.46,222.8,216.46,220.29,220.17,4631157
2022-04-19,NVDA,222.01,222.68,221.47,222.29,222.01,1631584
2022-04-20,NVDA,222.95,223.77,218.19,222.79,222.97,3514514
2022-04-21,NVDA,225.03,228.93,224.61,226.11,225.75,2803638
2022-04-22,NVDA,226.14,228.96,225.48,225.96,226.1,6790505
2022-04-25,NVDA,217.84,221.38,217.27,218.8,218.49,3566865
2022-04-26,NVDA,221.9,222.18,220.57,221.73,221.76,2339559
2022-04-27,NVDA,217.83,216.64,214.65,216.38,216.58,5006515
2022-04-28,NVDA,220.38,220.69,216.34,220.09,220.02,4332472
2022-04-29,NVDA,214.24,214.56,211.45,213.9,214.26,2167747
2022-05-02,NVDA,211.29,212.03,209.69,210.43,210.84,2746272
2022-05-03,NVDA,207.28,210.95,208.11,208.74,208.79,2769775
2022-05-04,NVDA,214.3,213.41,210.48,212.47,212.59,6038888
2022-05-05,NVDA,212.49,214.58,212.23,213.62,213.85,3618683
2022-05-06,NVDA,214.88,214.29,213.28,213.94,214.06,4701495
2022-05-09,NVDA,225.08,225.08,222.75,224.24,224.34,2554492
2022-05-10,NVDA,213.2,214.62,212.91,214.17,214.05,3864721
2022-05-11,NVDA,209.87,209.64,208.31,208.82,208.47,6272467
2022-05-12,NVDA,203.89,203.4,199.91,203.38,203.1,2729043
2022-05-13,NVDA,196.42,196.17,193.29,194.59,195.05,3462763
2022-05-16,NVDA,191.46,192.85,188.7,191.28,191.34,1653404
2022-05-17,NVDA,194.65,198.21,192.47,194.76,194.71,2229350
2022-05-18,NVDA,191.58,193.94,188.67,192.07,192.32,2765628
2022-05-19,NVDA,189.0,192.7,190.33,190.67,190.52,1923352
2022-05-20,NVDA,182.36,182.93,181.21,182.65,182.75,6331114
2022-05-23,NVDA,178.94,179.36,175.47,179.19,179.21,2150038
2022-05-24,NVDA,177.54,179.17,176.71,177.3,177.38,4844716
2022-05-25,NVDA,179.04,180.45,178.86,180.33,180.27,3589121
2022-05-26,NVDA,172.75,174.73,172.63,172.96,172.79,3319836
2022-05-27,NVDA,171.66,172.66,169.48,171.16,171.02,6872797
2022-05-30,NVDA,176.58,176.69,175.06,175.98,175.85,1055684
2022-05-31,NVDA,172.58,174.98,173.15,174.2,174.2,2963547
2022-06-01,NVDA,165.75,166.07,164.69,165.16,164.91,1904651
2022-06-02,NVDA,170.4,171.6,168.96,170.61,170.4,1226027
2022-06-03,NVDA,173.75,176.68,172.83,173.92,173.94,1798806
2022-06-06,NVDA,175.77,177.88,177.84,177.87,177.85,3297314
2022-06-07,NVDA,171.56,170.63,170.0,170.29,170.33,2274626
2022-06-08,NVDA,177.06,179.61,176.88,176.9,176.89,5118166
2022-06-09,NVDA,172.33,173.69,172.91,173.66,174.1,2937522
2022-06-10,NVDA,171.94,172.05,171.62,171.62,171.64,2779080
2022-06-13,NVDA,169.07,169.64,167.95,168.78,168.71,2785281
2022-06-14,NVDA,174.0,173.08,172.72,172.94,172.96,3111927
2022-06-15,NVDA,172.07,173.28,171.61,172.34,172.51,2651830
2022-06-16,NVDA,174.6,176.2,173.12,174.59,174.58,2135845
2022-06-17,NVDA,174.53,178.98,174.03,175.09,175.21,5360632
2022-06-20,NVDA,175.37,174.96,173.57,174.85,174.92,2392746
2022-06-21,NVDA,170.22,173.9,169.92,170.89,170.84,2698581
2022-06-22,NVDA,178.0,180.43,176.5,178.8,178.82,4051924
2022-06-23,NVDA,172.38,173.34,171.18,172.44,172.71,3833813
2022-06-24,NVDA,173.32,176.61,172.51,174.39,174.43,2091267
2022-06-27,NVDA,177.61,178.71,175.43,176.2,176.03,4768255
2022-06-28,NVDA,183.21,185.79,180.76,181.46,181.41,4277311
2022-06-29,NVDA,187.52,190.5,186.66,187.94,187.55,3573254
2022-06-30,NVDA,186.19,190.58,184.7,187.48,187.51,2634862
2022-07-01,NVDA,190.48,190.49,188.31,190.16,190.41,2667453
2022-07-04,NVDA,198.26,199.78,196.03,198.74,198.47,2955272
2022-07-05,NVDA,199.78,199.74,198.51,198.61,198.64,1765746
2022-07-06,NVDA,192.76,196.1,191.69,193.52,193.71,3205458
2022-07-07,NVDA,192.37,194.05,190.36,191.85,192.06,5106633
2022-07-08,NVDA,185.89,186.73,185.16,185.79,186.02,5066625
2022-07-11,NVDA,187.06,189.29,187.45,187.7,187.35,2702192
2022-07-12,NVDA,193.11,193.44,192.69,192.88,192.98,5565189
2022-07-13,NVDA,193.34,194.61,191.91,192.49,192.2,8477721
2022-07-14,NVDA,184.96,185.83,184.86,184.88,184.7,2790960
2022-07-15,NVDA,189.88,193.22,189.71,189.79,189.94,4619316
2022-07-18,NVDA,180.76,181.87,180.61,181.55,181.58,1054518
2022-07-19,NVDA,175.71,175.1,171.96,174.72,174.84,1742665
2022-07-20,NVDA,175.02,174.67,172.16,174.11,173.95,3421400
2022-07-21,NVDA,175.02,175.63,174.12,175.38,175.64,1976095
2022-07-22,NVDA,177.3,178.91,176.87,177.41,177.53,9062005
2022-07-25,NVDA,178.55,177.71,176.11,177.29,177.45,4408036
2022-07-26,NVDA,184.22,186.73,182.67,185.27,185.07,5298401
2022-07-27,NVDA,186.32,187.51,182.56,185.76,185.97,3221916
2022-07-28,NVDA,190.22,191.57,189.41,190.75,190.69,1979581
2022-07-29,NVDA,196.42,195.67,192.96,194.69,194.57,2522080
2022-08-01,NVDA,188.65,190.5,187.54,188.59,188.71,3712404
2022-08-02,NVDA,189.17,189.02,187.23,187.98,188.09,2376269
2022-08-03,NVDA,197.39,199.82,196.95,198.15,197.98,4572615
2022-08-04,NVDA,194.63,198.64,194.6,195.85,196.25,4665508
2022-08-05,NVDA,192.52,196.48,192.06,192.74,193.09,3277169
2022-08-08,NVDA,194.01,194.86,191.37,193.76,193.87,1312156
2022-08-09,NVDA,191.19,191.73,191.16,191.68,191.76,7705095
2022-08-10,NVDA,188.78,189.72,184.62,188.07,188.13,2939245
2022-08-11,NVDA,185.79,187.51,182.65,185.98,185.7,12668616
2022-08-12,NVDA,190.82,193.74,191.89,192.83,192.85,4530160
2022-08-15,NVDA,192.89,195.4,192.1,192.36,192.38,2943242
2022-08-16,NVDA,185.35,189.95,185.6,186.17,186.06,4089408
2022-08-17,NVDA,178.99,179.62,178.75,179.32,179.26,1191063
2022-08-18,NVDA,190.86,190.27,189.31,189.39,188.94,5460610
2022-08-19,NVDA,190.19,189.99,187.69,188.52,188.32,11798354
2022-08-22,NVDA,190.21,191.37,190.36,190.76,190.93,1150127
2022-08-23,NVDA,187.81,190.57,186.68,187.27,187.6,2831438
2022-08-24,NVDA,188.44,189.02,186.7,188.96,188.78,3101296
2022-08-25,NVDA,195.76,198.62,195.14,196.04,196.08,5063731
2022-08-26,NVDA,192.46,194.29,191.5,193.04,193.26,9369664
2022-08-29,NVDA,193.76,195.56,195.39,195.45,195.35,3958758
2022-08-30,NVDA,188.87,191.07,188.21,188.78,188.9,9538968
2022-08-31,NVDA,198.8,200.3,197.95,198.51,198.5,3559804
2022-09-01,NVDA,199.37,200.28,197.92,200.04,200.28,4096780
2022-09-02,NVDA,199.26,198.89,197.71,198.18,197.92,3852056
2022-09-05,NVDA,196.47,197.52,194.89,196.9,196.68,6017304
2022-09-06,NVDA,193.97,195.73,192.47,194.59,194.64,2646740
2022-09-07,NVDA,193.06,193.31,190.23,192.55,192.57,4921595
2022-09-08,NVDA,179.56,182.76,180.2,180.96,180.95,1766660
2022-09-09,NVDA,181.52,182.39,179.36,180.7,180.8,2835554
2022-09-12,NVDA,179.88,180.3,177.33,180.25,180.08,2377661
2022-09-13,NVDA,183.53,183.83,181.14,182.63,182.38,3415999
2022-09-14,NVDA,181.59,183.78,179.75,180.42,180.33,2791138
2022-09-15,NVDA,177.69,177.66,176.37,177.13,177.06,5757804
2022-09-16,NVDA,176.55,179.05,176.85,177.27,177.22,2106768
2022-09-19,NVDA,169.24,173.05,169.12,170.3,170.52,1375519
2022-09-20,NVDA,169.85,174.52,170.27,171.08,171.21,1658390
2022-09-21,NVDA,164.19,164.28,162.76,163.29,163.38,5374005
2022-09-22,NVDA,167.91,168.11,167.9,168.03,168.07,2013170
2022-09-23,NVDA,170.56,171.35,169.32,171.07,171.0,3988485
2022-09-26,NVDA,167.17,169.13,165.76,167.28,167.14,2821012
2022-09-27,NVDA,171.13,171.61,169.28,170.21,170.01,4936277
2022-09-28,NVDA,171.52,174.12,170.03,170.86,170.74,2912776
2022-09-29,NVDA,167.08,168.37,164.84,166.72,166.71,13022305
2022-09-30,NVDA,158.96,160.05,157.74,158.45,158.27,8444775
2022-10-03,NVDA,160.01,160.99,159.63,159.87,159.89,2792352
2022-10-04,NVDA,157.09,158.73,156.26,156.85,156.82,2607578
2022-10-05,NVDA,161.48,161.33,160.82,161.3,161.24,15652842
2022-10-06,NVDA,161.52,163.28,158.15,161.52,161.71,1906108
2022-10-07,NVDA,159.45,159.83,157.42,158.86,158.47,3180306
2022-10-10,NVDA,166.45,168.44,164.54,166.15,166.09,3305917
2022-10-11,NVDA,167.97,169.21,166.97,168.72,168.32,3265198
2022-10-12,NVDA,153.87,153.55,152.69,153.47,153.5,1370442
2022-10-13,NVDA,151.94,153.28,150.88,151.75,151.87,4190376
2022-10-14,NVDA,147.1,147.32,146.57,146.66,146.46,2012372
2022-10-17,NVDA,143.79,144.24,143.16,143.87,143.69,6702522
2022-10-18,NVDA,144.08,143.71,143.29,143.49,143.25,1578550
2022-10-19,NVDA,144.86,145.04,144.52,144.91,144.92,3367674
2022-10-20,NVDA,146.53,146.57,143.39,146.0,145.95,1079425
2022-10-21,NVDA,149.74,150.91,148.77,150.08,150.04,1113265
2022-10-24,NVDA,152.32,155.44,151.77,152.62,152.56,2148593
2022-10-25,NVDA,155.43,155.84,154.52,154.96,154.81,2305700
2022-10-26,NVDA,155.64,157.01,155.5,155.9,156.07,6802924
2022-10-27,NVDA,162.85,162.44,160.91,161.07,161.11,3203338
2022-10-28,NVDA,160.41,160.71,158.24,159.96,159.77,6238207
2022-10-31,NVDA,158.98,161.02,154.47,158.96,158.84,2703632
2022-11-01,NVDA,152.16,151.59,150.64,151.54,151.41,4426158
2022-11-02,NVDA,155.32,157.78,152.98,155.7,155.91,2274480
2022-11-03,NVDA,156.27,158.12,153.69,155.55,155.66,2198450
2022-11-04,NVDA,167.86,169.15,163.1,167.12,167.09,1315299
2022-11-07,NVDA,166.63,166.21,164.6,165.59,165.87,3866564
2022-11-08,NVDA,165.75,168.14,164.54,166.12,166.36,3726729
2022-11-09,NVDA,167.53,172.36,168.42,168.56,168.52,4821793
2022-11-10,NVDA,163.58,164.73,162.84,164.08,164.01,3639872
2022-11-11,NVDA,165.48,166.39,162.79,165.72,165.66,9003266
2022-11-14,NVDA,167.41,167.18,164.3,166.03,165.87,3569777
2022-11-15,NVDA,166.74,166.67,163.58,164.93,165.22,5367717
2022-11-16,NVDA,170.22,170.86,169.03,169.93,169.76,2779955
2022-11-17,NVDA,166.27,168.33,165.42,166.26,166.41,2075608
2022-11-18,NVDA,167.28,169.9,167.04,167.57,167.69,4680182
2022-11-21,NVDA,174.55,174.95,173.68,173.83,173.78,3126504
2022-11-22,NVDA,172.81,173.0,168.6,170.93,171.24,4955563
2022-11-23,NVDA,171.35,170.68,169.67,169.84,169.57,3899926
2022-11-24,NVDA,180.99,180.29,178.24,179.96,179.95,2198956
2022-11-25,NVDA,183.3,183.46,181.31,182.28,182.19,5593797
2022-11-28,NVDA,180.9,180.21,177.79,180.15,180.33,2114660
2022-11-29,NVDA,183.91,184.94,182.34,183.95,184.01,4468945
2022-11-30,NVDA,180.85,183.08,181.51,181.52,181.21,6204625
2022-12-01,NVDA,174.58,176.49,171.92,174.6,174.82,2697140
2022-12-02,NVDA,181.15,182.18,179.53,180.77,180.85,5826908
2022-12-05,NVDA,174.68,176.07,174.11,175.96,175.78,3988031
2022-12-06,NVDA,186.78,187.51,183.23,186.92,186.86,5005119
2022-12-07,NVDA,184.06,185.1,184.51,184.82,184.58,2151384
2022-12-08,NVDA,195.85,195.72,193.84,194.87,194.83,3638747
2022-12-09,NVDA,187.87,188.87,186.94,188.39,188.42,1616799
2022-12-12,NVDA,193.73,194.34,190.89,193.41,193.35,7691683
2022-12-13,NVDA,195.33,197.62,193.52,196.02,195.93,1194216
2022-12-14,NVDA,201.92,203.15,197.42,200.32,200.0,2737687
2022-12-15,NVDA,203.62,207.67,205.3,205.37,205.44,2051631
2022-12-16,NVDA,203.5,203.76,200.91,203.02,202.63,4580644
2022-12-19,NVDA,195.32,199.73,196.48,196.58,196.59,8554542
2022-12-20,NVDA,196.03,199.24,194.79,196.53,196.17,4535552
2022-12-21,NVDA,198.02,199.88,195.59,197.82,197.83,14369836
2022-12-22,NVDA,195.93,196.12,192.49,195.68,195.68,1641350
2022-12-23,NVDA,197.46,198.13,195.22,197.24,197.32,1705566
2022-12-26,NVDA,199.21,203.58,196.99,199.06,199.23,2091606
2022-12-27,NVDA,194.1,197.94,194.65,194.73,194.93,3473323
2022-12-28,NVDA,196.69,198.77,194.96,196.85,196.53,1956247
2022-12-29,NVDA,195.76,195.95,193.51,195.73,195.72,2244893
2022-12-30,NVDA,192.69,194.01,192.06,192.5,192.89,4458138
2023-01-02,NVDA,196.42,196.7,195.32,196.48,196.5,1759278
2023-01-03,NVDA,193.56,196.47,191.51,192.86,192.7,1855012
2023-01-04,NVDA,190.94,191.03,189.33,190.85,190.84,2678401
2023-01-05,NVDA,191.58,192.03,189.91,191.39,191.31,2807425
2023-01-06,NVDA,197.77,202.5,197.84,198.15,197.92,5416757
2023-01-09,NVDA,198.26,203.18,197.44,199.31,199.48,2083750
2023-01-10,NVDA,202.29,202.77,202.01,202.14,202.26,2280396
2023-01-11,NVDA,202.05,202.19,196.94,200.84,200.57,4372454
2023-01-12,NVDA,201.09,202.98,199.52,200.64,200.62,4880201
2023-01-13,NVDA,199.78,201.98,199.92,200.6,200.48,6678221
2023-01-16,NVDA,203.09,204.47,198.69,202.27,201.95,4133190
2023-01-17,NVDA,200.64,201.49,195.81,200.98,200.69,3489196
2023-01-18,NVDA,208.65,207.93,203.05,207.91,207.65,4357979
2023-01-19,NVDA,205.8,208.02,203.44,206.18,206.17,2859889
2023-01-20,NVDA,197.93,198.01,197.43,197.58,197.49,2849392
2023-01-23,NVDA,210.78,212.41,210.2,211.33,211.13,1346399
2023-01-24,NVDA,209.29,211.01,207.83,209.81,209.73,5109989
2023-01-25,NVDA,215.21,218.75,216.03,216.91,217.07,3633581
2023-01-26,NVDA,225.32,226.01,224.14,224.74,224.82,4821133
2023-01-27,NVDA,230.71,232.21,230.22,230.28,230.51,799782
2023-01-30,NVDA,229.86,229.97,228.29,229.37,229.32,3192928
2023-01-31,NVDA,231.56,232.67,230.56,231.24,231.61,2130909
2023-02-01,NVDA,223.25,225.68,222.37,224.11,224.18,6925226
2023-02-02,NVDA,236.62,237.01,235.05,235.48,235.37,4444191
2023-02-03,NVDA,231.85,231.98,229.64,230.7,230.72,3675198
2023-02-06,NVDA,228.56,230.09,228.68,229.47,229.18,2634050
