Date,ticker,open,high,low,close,adj_close,volume
2021-11-04,SMH,210.11,212.43,210.15,210.91,210.73,12081489
2021-11-05,SMH,215.11,218.02,213.82,215.51,215.29,5685731
2021-11-08,SMH,224.67,224.45,222.85,223.66,223.11,2248297
2021-11-09,SMH,225.17,227.41,224.31,225.19,225.53,13668023
2021-11-10,SMH,226.06,229.12,226.95,227.11,227.12,4608439
2021-11-11,SMH,228.76,229.0,225.3,227.69,228.12,2201156
2021-11-12,SMH,230.13,230.05,228.96,229.84,229.79,8598953
2021-11-15,SMH,233.89,236.18,231.32,233.55,233.62,2115928
2021-11-16,SMH,234.65,238.52,234.58,235.7,235.91,2396346
2021-11-17,SMH,235.19,238.42,238.17,238.22,238.61,4701115
2021-11-18,SMH,240.99,246.86,238.84,242.08,242.2,3228561
2021-11-19,SMH,232.46,237.34,232.54,233.64,233.64,3330068
2021-11-22,SMH,233.1,238.45,229.76,233.81,233.82,3332874
2021-11-23,SMH,234.41,237.83,234.37,235.41,235.16,5707204
2021-11-24,SMH,237.66,242.89,235.73,237.53,237.44,1022544
2021-11-25,SMH,237.93,237.65,233.84,236.88,236.9,3768761
2021-11-26,SMH,239.09,240.69,237.77,237.81,238.14,2827485
2021-11-29,SMH,235.54,236.46,232.27,234.55,234.45,2243958
2021-11-30,SMH,225.38,228.86,225.09,226.39,226.63,2240997
2021-12-01,SMH,231.07,235.06,229.85,231.0,230.98,874532
2021-12-02,SMH,227.69,226.22,224.38,225.92,226.2,2193021
2021-12-03,SMH,223.57,225.63,223.57,225.36,225.51,6232146
2021-12-06,SMH,223.63,222.32,220.51,222.14,222.27,4955593
2021-12-07,SMH,228.2,229.64,226.77,229.34,229.57,2970702
2021-12-08,SMH,229.48,234.25,226.88,229.14,229.33,1614235
2021-12-09,SMH,228.35,229.72,226.07,227.88,228.12,4930420
2021-12-10,SMH,231.66,235.02,229.9,231.44,231.94,6292847
2021-12-13,SMH,244.28,244.48,239.28,241.59,241.98,5482640
2021-12-14,SMH,243.35,247.78,238.52,243.72,243.83,2014007
2021-12-15,SMH,240.06,245.45,239.44,242.05,241.94,2121344
2021-12-16,SMH,246.03,249.34,243.14,245.59,245.68,7481588
2021-12-17,SMH,237.84,240.3,234.42,238.04,237.58,1785777
2021-12-20,SMH,239.09,241.12,238.16,238.43,238.62,4152024
2021-12-21,SMH,249.19,249.46,246.19,248.1,247.84,1343961
2021-12-22,SMH,249.01,249.92,247.19,249.06,249.34,2813225
2021-12-23,SMH,250.31,249.95,249.11,249.77,250.26,4380069
2021-12-24,SMH,250.23,250.18,247.34,250.05,249.68,3220402
2021-12-27,SMH,250.47,251.41,245.26,248.24,248.23,4247990
2021-12-28,SMH,249.52,251.91,245.38,249.98,249.71,1770721
2021-12-29,SMH,253.16,256.93,253.11,254.03,253.59,2169482
2021-12-30,SMH,253.63,253.22,251.05,252.52,252.49,4159515
2021-12-31,SMH,239.0,244.31,235.39,240.12,240.27,4631744
2022-01-03,SMH,243.0,243.3,239.17,242.52,242.71,3648790
2022-01-04,SMH,252.82,256.85,252.7,253.04,253.08,5248898
2022-01-05,SMH,251.18,254.92,248.39,251.31,250.89,1427444
2022-01-06,SMH,247.07,246.27,243.8,244.09,244.12,2589307
2022-01-07,SMH,249.1,249.31,247.09,247.57,247.2,8132198
2022-01-10,SMH,257.69,258.74,254.35,256.38,256.01,6210390
2022-01-11,SMH,259.96,261.21,257.72,259.27,259.01,4487557
2022-01-12,SMH,267.47,272.69,266.11,268.4,268.68,3024681
2022-01-13,SMH,273.2,276.82,269.43,272.85,273.0,5484342
2022-01-14,SMH,277.7,281.34,272.69,276.89,276.98,4051390
2022-01-17,SMH,274.49,275.74,273.47,274.22,273.98,1530767
2022-01-18,SMH,276.11,276.47,268.9,275.98,275.87,5378290
2022-01-19,SMH,275.46,277.12,275.77,276.01,275.63,2120109
2022-01-20,SMH,276.23,275.9,271.07,275.85,276.23,4779488
2022-01-21,SMH,273.92,277.05,273.87,274.64,275.24,1457179
2022-01-24,SMH,277.04,277.06,275.56,276.07,276.23,7271765
2022-01-25,SMH,266.4,272.54,268.93,269.11,269.31,2849208
2022-01-26,SMH,275.52,278.07,272.47,273.67,273.62,1877275
2022-01-27,SMH,267.29,273.2,268.5,269.05,268.62,2316915
2022-01-28,SMH,266.47,270.12,267.11,267.89,267.67,2762303
2022-01-31,SMH,270.4,270.8,264.91,269.85,269.73,3259600
2022-02-01,SMH,265.75,270.14,264.0,265.04,264.94,6319008
2022-02-02,SMH,257.45,254.96,252.83,254.8,254.64,3385700
2022-02-03,SMH,253.4,253.54,250.31,253.03,253.04,1104100
2022-02-04,SMH,245.91,247.02,244.32,245.96,245.75,1767595
2022-02-07,SMH,249.88,251.35,244.49,249.64,250.18,12978015
2022-02-08,SMH,245.99,247.31,243.65,244.05,243.72,3497973
2022-02-09,SMH,254.52,251.51,251.46,251.47,251.7,5258703
2022-02-10,SMH,251.39,252.15,249.99,251.62,251.55,2801952
2022-02-11,SMH,252.78,252.19,251.45,252.09,252.21,1978192
2022-02-14,SMH,242.19,246.48,240.51,242.28,242.41,2569852
2022-02-15,SMH,243.04,244.43,241.51,243.16,243.19,3485642
2022-02-16,SMH,245.22,242.98,240.72,242.94,242.66,2597037
2022-02-17,SMH,235.7,238.08,236.62,236.79,236.72,8531142
2022-02-18,SMH,234.6,241.76,236.04,237.37,237.41,2402147
2022-02-21,SMH,236.02,237.55,235.3,235.65,235.67,1929134
2022-02-22,SMH,236.2,235.88,232.69,234.79,234.55,4898312
2022-02-23,SMH,235.34,238.07,233.44,235.08,235.38,5209535
2022-02-24,SMH,233.61,233.73,232.83,233.03,232.45,3318384
2022-02-25,SMH,235.22,237.98,227.61,234.34,234.28,2419153
2022-02-28,SMH,234.23,236.72,231.8,234.1,233.88,1263846
2022-03-01,SMH,237.13,237.53,233.16,236.47,236.52,6018573
2022-03-02,SMH,234.77,238.64,230.66,234.14,234.38,5046878
2022-03-03,SMH,227.07,230.34,228.11,229.32,228.99,2623594
2022-03-04,SMH,226.35,231.19,224.45,226.23,226.76,3367853
2022-03-07,SMH,231.08,233.62,231.1,232.91,232.96,2918736
2022-03-08,SMH,237.48,238.86,236.91,237.53,237.62,7380597
2022-03-09,SMH,242.86,245.33,240.45,243.46,243.11,1945521
2022-03-10,SMH,251.17,250.76,248.81,249.87,249.86,2397577
2022-03-11,SMH,248.02,249.13,247.56,247.72,247.96,2284452
2022-03-14,SMH,249.95,252.53,248.89,249.36,249.41,3817401
2022-03-15,SMH,249.67,249.98,246.98,249.91,249.95,3362060
2022-03-16,SMH,254.72,257.47,250.54,253.38,253.37,3612946
2022-03-17,SMH,250.08,252.63,250.46,252.09,251.75,2104727
2022-03-18,SMH,251.61,253.06,252.57,252.74,252.39,6868445
2022-03-21,SMH,254.91,254.47,252.38,253.28,253.58,2605089
2022-03-22,SMH,255.6,256.84,254.38,256.16,256.38,5919691
2022-03-23,SMH,256.91,259.81,256.83,259.69,259.96,15706057
2022-03-24,SMH,262.25,262.01,258.03,260.36,260.15,2112392
2022-03-25,SMH,262.6,262.69,257.4,261.19,261.15,3879405
2022-03-28,SMH,263.49,263.51,259.31,262.55,262.88,3060834
2022-03-29,SMH,271.51,274.91,269.43,271.38,271.05,9024383
2022-03-30,SMH,264.36,267.74,261.12,262.18,262.48,2841018
2022-03-31,SMH,258.9,261.29,256.96,257.28,257.13,3701859
2022-04-01,SMH,262.95,261.26,253.37,260.93,260.71,3661685
2022-04-04,SMH,263.43,265.39,261.36,262.52,262.51,3108965
2022-04-05,SMH,264.24,265.13,259.16,264.08,263.79,4769427
2022-04-06,SMH,267.26,268.16,264.64,267.79,267.28,3425295
2022-04-07,SMH,267.42,269.58,268.08,269.13,269.15,4159585
2022-04-08,SMH,266.97,270.35,265.77,266.3,266.45,3637478
2022-04-11,SMH,270.63,272.83,268.03,269.84,270.17,2416259
2022-04-12,SMH,269.67,271.03,269.61,270.14,270.31,2857675
2022-04-13,SMH,268.73,270.07,267.42,267.91,268.44,4315446
2022-04-14,SMH,271.35,276.05,270.04,271.8,272.17,4306689
2022-04-15,SMH,276.72,278.56,274.13,275.53,275.73,6092106
2022-04-18,SMH,275.68,277.28,276.62,276.9,277.03,8282223
2022-04-19,SMH,285.1,291.17,279.89,286.61,286.96,2519234
2022-04-20,SMH,294.06,295.37,290.17,294.41,293.76,3497073
2022-04-21,SMH,301.76,302.53,295.5,300.52,300.38,2967697
2022-04-22,SMH,314.32,318.59,315.12,316.15,315.57,1879180
2022-04-25,SMH,317.11,315.52,313.79,315.45,315.66,4335196
2022-04-26,SMH,310.17,313.0,307.43,312.74,312.51,4823057
2022-04-27,SMH,317.95,322.76,318.16,318.34,319.3,1907882
2022-04-28,SMH,314.71,322.83,313.83,316.95,316.79,2710789
2022-04-29,SMH,313.11,320.98,308.88,317.25,317.28,2581691
2022-05-02,SMH,311.79,311.48,305.33,311.22,311.09,1537683
2022-05-03,SMH,314.93,318.83,312.42,315.21,315.06,3210095
2022-05-04,SMH,304.02,308.14,304.64,306.16,305.78,1843873
2022-05-05,SMH,304.99,306.01,301.28,305.78,305.39,3539502
2022-05-06,SMH,306.58,312.3,303.33,305.9,305.24,3739867
2022-05-09,SMH,302.89,305.69,302.8,303.45,303.61,3978881
2022-05-10,SMH,292.71,294.77,291.92,293.0,292.87,4076140
2022-05-11,SMH,282.3,285.24,277.05,282.86,283.41,7028405
2022-05-12,SMH,278.03,279.64,275.17,278.84,278.49,2181835
2022-05-13,SMH,281.2,283.62,281.91,282.04,282.46,2237252
2022-05-16,SMH,282.98,286.55,278.01,283.87,284.31,4536117
2022-05-17,SMH,282.9,284.67,283.03,283.97,284.33,3060256
2022-05-18,SMH,277.73,280.47,275.4,279.15,279.21,5738241
2022-05-19,SMH,280.71,281.54,278.14,281.25,281.15,4328988
2022-05-20,SMH,270.46,273.49,270.53,271.32,271.67,8529622
2022-05-23,SMH,257.12,259.1,254.88,258.51,258.3,3123097
2022-05-24,SMH,258.42,258.24,252.02,257.43,257.5,1558103
2022-05-25,SMH,256.37,254.85,252.31,254.8,254.79,3876063
2022-05-26,SMH,260.14,263.22,259.52,260.14,259.91,3153939
2022-05-27,SMH,261.23,265.71,260.05,261.15,261.22,4270509
2022-05-30,SMH,269.02,272.41,268.61,269.95,270.15,4553030
2022-05-31,SMH,268.61,273.26,264.71,267.18,266.93,2502312
2022-06-01,SMH,272.32,270.71,266.9,269.97,270.09,1973851
2022-06-02,SMH,268.58,269.89,260.93,268.8,268.2,3038967
2022-06-03,SMH,275.69,278.61,275.63,276.41,276.12,993912
2022-06-06,SMH,275.95,277.64,271.92,275.48,275.35,3403563
2022-06-07,SMH,280.56,286.27,276.73,280.38,280.48,2666509
2022-06-08,SMH,273.84,275.51,270.96,274.53,274.77,5029532
2022-06-09,SMH,273.09,274.43,270.96,272.44,272.47,1211143
2022-06-10,SMH,273.45,272.45,270.21,272.18,272.33,3279405
2022-06-13,SMH,278.15,280.16,277.49,279.24,279.2,7189355
2022-06-14,SMH,270.56,267.55,266.89,267.17,267.28,4582249
2022-06-15,SMH,263.54,270.12,263.68,265.58,265.67,5337863
2022-06-16,SMH,262.69,263.89,260.94,263.82,263.68,3874265
2022-06-17,SMH,253.34,254.17,250.78,253.04,252.95,1424359
2022-06-20,SMH,253.69,254.38,248.47,250.87,251.02,3552863
2022-06-21,SMH,242.63,247.01,243.28,243.32,243.76,4009770
2022-06-22,SMH,230.91,234.63,229.19,232.15,232.43,1906706
2022-06-23,SMH,231.73,232.82,229.89,231.09,230.83,3068572
2022-06-24,SMH,229.6,234.48,226.19,229.88,229.62,766403
2022-06-27,SMH,229.68,230.82,227.05,228.92,228.8,2766105
2022-06-28,SMH,230.15,231.14,228.49,230.24,230.26,2628205
2022-06-29,SMH,225.38,226.93,226.08,226.35,226.36,6590367
2022-06-30,SMH,237.37,238.09,227.55,234.61,234.9,2417848
2022-07-01,SMH,231.16,236.49,234.36,234.62,234.93,2861399
2022-07-04,SMH,243.01,242.71,236.07,240.82,240.82,3142048
2022-07-05,SMH,233.99,235.83,232.28,232.9,232.85,2433497
2022-07-06,SMH,228.32,231.54,226.92,229.18,229.29,4685090
2022-07-07,SMH,234.66,235.14,230.12,232.48,232.73,1207187
2022-07-08,SMH,230.0,233.18,229.91,231.59,231.72,5770609
2022-07-11,SMH,227.93,226.8,226.35,226.78,226.68,3249660
2022-07-12,SMH,216.33,220.21,216.66,218.6,218.47,6267095
2022-07-13,SMH,220.69,223.25,221.64,221.96,221.71,827681
2022-07-14,SMH,223.72,229.11,223.57,225.01,225.05,966933
2022-07-15,SMH,225.41,226.66,224.48,226.26,226.4,2824976
2022-07-18,SMH,224.19,227.16,222.93,224.18,224.34,4209934
2022-07-19,SMH,218.44,219.87,212.9,219.34,219.59,2476937
2022-07-20,SMH,217.03,220.26,218.29,219.26,219.59,4377213
2022-07-21,SMH,214.14,214.9,213.0,213.65,213.35,5339565
2022-07-22,SMH,210.64,215.13,210.26,210.59,210.67,4560759
2022-07-25,SMH,216.49,217.44,215.81,216.05,216.14,3442244
2022-07-26,SMH,208.38,210.1,206.06,208.2,208.18,3429076
2022-07-27,SMH,212.17,211.57,210.58,211.17,210.99,2403898
2022-07-28,SMH,217.54,220.78,213.33,217.62,217.94,3179749
2022-07-29,SMH,222.45,224.59,220.04,221.33,221.2,1958882
2022-08-01,SMH,222.38,224.26,222.16,223.25,222.76,2208082
2022-08-02,SMH,220.54,222.1,219.69,221.33,221.34,4227756
2022-08-03,SMH,220.13,220.55,216.35,218.63,218.58,2593605
2022-08-04,SMH,210.37,212.24,208.89,208.95,209.34,2260776
2022-08-05,SMH,209.85,210.62,209.23,209.25,209.36,4092290
2022-08-08,SMH,206.79,207.96,206.47,207.72,207.65,3952859
2022-08-09,SMH,203.97,204.97,204.84,204.96,204.92,2935388
2022-08-10,SMH,206.38,206.23,203.71,205.02,204.98,3034424
2022-08-11,SMH,206.73,209.01,202.63,205.42,205.88,4024752
2022-08-12,SMH,202.89,203.57,201.5,202.96,203.09,5306688
2022-08-15,SMH,212.1,212.49,209.28,209.65,209.35,3614784
2022-08-16,SMH,213.34,213.25,212.45,212.86,212.8,1801234
2022-08-17,SMH,215.62,218.67,216.62,216.82,216.81,2926407
2022-08-18,SMH,216.23,218.44,216.51,216.52,216.28,2666894
2022-08-19,SMH,218.89,220.35,216.79,218.89,218.5,1930919
2022-08-22,SMH,215.21,216.22,211.03,215.12,215.25,4193165
2022-08-23,SMH,219.5,221.12,216.4,218.14,217.96,4357575
2022-08-24,SMH,216.36,218.68,217.12,217.4,217.67,4700146
2022-08-25,SMH,211.69,215.7,211.54,213.11,213.11,1991788
2022-08-26,SMH,213.8,214.64,211.41,213.16,213.06,3536773
2022-08-29,SMH,211.53,213.53,211.58,212.06,211.55,3258776
2022-08-30,SMH,224.76,223.1,217.9,222.07,222.34,3812141
2022-08-31,SMH,225.21,224.41,222.9,224.15,224.22,3488084
2022-09-01,SMH,230.79,231.85,231.07,231.39,231.29,3248575
2022-09-02,SMH,238.23,238.25,236.11,236.79,236.58,3059120
2022-09-05,SMH,238.0,240.41,236.09,237.14,237.51,5685446
2022-09-06,SMH,235.94,235.29,232.69,235.2,234.95,2124597
2022-09-07,SMH,227.04,227.32,225.79,227.18,227.09,2997875
2022-09-08,SMH,223.85,226.42,218.84,223.38,223.5,5613502
2022-09-09,SMH,224.11,228.27,225.36,226.49,226.82,2179207
2022-09-12,SMH,226.77,227.69,223.01,225.28,225.24,2235456
2022-09-13,SMH,223.23,229.74,226.43,227.14,226.97,4718353
2022-09-14,SMH,217.59,221.0,216.57,218.07,218.05,1604051
2022-09-15,SMH,218.45,220.86,217.74,220.2,220.4,4548534
2022-09-16,SMH,224.62,227.3,222.58,225.19,225.44,2559142
2022-09-19,SMH,217.27,220.3,216.58,217.35,217.05,4012801
2022-09-20,SMH,217.8,223.37,214.36,219.11,219.14,1775571
2022-09-21,SMH,222.03,226.17,225.0,225.15,224.83,5912256
2022-09-22,SMH,233.12,238.26,228.91,232.88,233.08,1778677
2022-09-23,SMH,233.1,232.99,227.93,230.7,230.79,4697190
2022-09-26,SMH,234.04,238.46,233.02,234.46,234.24,1816221
2022-09-27,SMH,242.48,244.44,238.18,241.32,241.69,8073926
2022-09-28,SMH,245.26,245.2,243.15,243.43,243.51,3154400
2022-09-29,SMH,247.48,250.2,248.4,249.86,249.91,8670426
2022-09-30,SMH,249.28,253.24,245.91,249.85,249.81,2170691
2022-10-03,SMH,250.39,252.09,251.38,252.0,252.0,2619973
2022-10-04,SMH,248.04,252.46,248.29,249.04,248.95,5988548
2022-10-05,SMH,250.51,248.58,244.93,248.4,248.21,1602222
2022-10-06,SMH,251.0,251.91,249.67,250.72,251.03,2304482
2022-10-07,SMH,248.38,247.98,244.5,247.41,247.28,4187164
2022-10-10,SMH,246.42,248.02,245.38,246.47,246.34,1964227
2022-10-11,SMH,248.88,251.0,248.94,250.4,250.36,4243541
2022-10-12,SMH,261.74,262.03,258.9,260.85,261.22,3559754
2022-10-13,SMH,251.91,250.61,247.95,250.34,250.62,1533674
2022-10-14,SMH,260.83,261.55,259.7,260.41,260.31,5303536
2022-10-17,SMH,259.88,260.46,255.43,259.24,259.56,1738935
2022-10-18,SMH,262.79,264.72,260.34,264.43,264.46,4807268
2022-10-19,SMH,271.71,270.95,268.25,270.75,270.52,3485903
2022-10-20,SMH,281.29,280.52,278.0,279.41,279.28,2603829
2022-10-21,SMH,276.1,278.39,274.37,275.54,275.92,1880971
2022-10-24,SMH,272.03,278.42,273.42,274.49,275.06,3854048
2022-10-25,SMH,276.63,275.07,273.37,274.39,274.48,2113249
2022-10-26,SMH,271.33,272.96,269.98,272.62,272.47,5980272
2022-10-27,SMH,280.55,280.13,275.27,280.0,279.97,6090406
2022-10-28,SMH,281.1,281.59,277.09,279.77,279.55,7429855
2022-10-31,SMH,272.37,271.83,269.62,270.91,270.74,3761952
2022-11-01,SMH,265.26,267.8,264.1,267.67,267.48,2670683
2022-11-02,SMH,259.56,263.16,256.87,259.4,259.38,2818030
2022-11-03,SMH,258.47,266.68,256.7,258.4,258.43,2716775
2022-11-04,SMH,263.94,265.31,256.81,262.06,262.02,3700589
2022-11-07,SMH,259.41,261.19,257.94,258.81,258.75,4066542
2022-11-08,SMH,258.77,261.62,253.49,256.91,257.1,6051290
2022-11-09,SMH,256.36,258.05,253.46,255.67,255.62,3302075
2022-11-10,SMH,256.48,259.29,252.95,256.57,256.53,1620728
2022-11-11,SMH,259.65,260.86,258.76,259.4,259.36,2666532
2022-11-14,SMH,265.78,267.88,260.83,263.77,264.18,7116495
2022-11-15,SMH,274.07,277.74,274.89,275.85,275.72,1501102
2022-11-16,SMH,277.98,279.52,275.46,276.73,276.89,4730658
2022-11-17,SMH,280.11,282.6,280.52,280.99,280.78,2689090
2022-11-18,SMH,271.12,273.47,270.41,272.27,272.36,2101722
2022-11-21,SMH,271.78,271.35,269.13,270.4,270.54,3984034
2022-11-22,SMH,267.93,271.5,261.82,269.12,269.41,7134669
2022-11-23,SMH,264.33,264.66,261.44,263.83,263.73,3875642
2022-11-24,SMH,260.55,262.71,259.1,261.19,260.9,2866859
2022-11-25,SMH,257.74,260.92,259.87,260.81,260.61,1709951
2022-11-28,SMH,258.98,261.83,253.26,258.36,258.61,3111375
2022-11-29,SMH,272.16,272.36,271.33,271.99,272.55,1679362
2022-11-30,SMH,272.34,275.96,274.07,274.97,275.19,2799742
2022-12-01,SMH,285.16,288.65,284.9,286.16,285.8,3167556
2022-12-02,SMH,292.24,295.64,294.35,294.9,295.14,1004227
2022-12-05,SMH,292.41,295.51,288.22,291.34,291.07,6544667
2022-12-06,SMH,293.79,295.71,284.77,291.76,291.66,1759850
2022-12-07,SMH,290.66,293.59,289.01,289.43,289.48,2978768
2022-12-08,SMH,290.12,289.02,287.73,288.7,288.8,4269112
2022-12-09,SMH,282.53,285.39,280.93,283.26,283.28,6288762
2022-12-12,SMH,281.73,282.45,279.55,280.96,280.79,2199902
2022-12-13,SMH,283.16,283.75,282.79,283.17,283.47,932297
2022-12-14,SMH,285.52,286.05,281.9,285.26,285.11,5605909
2022-12-15,SMH,288.28,287.78,284.56,286.9,287.26,1750220
2022-12-16,SMH,288.45,289.22,281.23,286.76,286.37,3912635
2022-12-19,SMH,291.33,294.89,287.55,291.9,291.96,4036121
2022-12-20,SMH,288.56,291.35,286.76,290.6,290.25,643054
2022-12-21,SMH,298.62,302.04,295.6,298.9,298.65,1458007
2022-12-22,SMH,287.74,288.9,283.89,288.06,287.91,2596290
2022-12-23,SMH,292.46,292.52,291.95,292.05,292.49,898009
2022-12-26,SMH,296.33,297.22,281.92,295.1,295.49,1674414
2022-12-27,SMH,288.54,294.81,289.16,291.33,291.58,3476161
2022-12-28,SMH,288.49,289.85,288.49,289.46,289.47,3127542
2022-12-29,SMH,290.95,292.99,289.73,292.36,292.41,3803100
2022-12-30,SMH,299.78,298.16,297.36,297.92,298.29,4092270
2023-01-02,SMH,287.4,288.98,282.24,287.7,287.9,1409978
2023-01-03,SMH,290.77,291.73,287.36,291.52,291.52,1719554
2023-01-04,SMH,289.83,289.29,286.71,289.05,289.48,4783500
2023-01-05,SMH,294.88,298.91,295.57,295.76,296.0,7005212
2023-01-06,SMH,285.07,289.13,283.68,285.09,285.16,2015334
2023-01-09,SMH,301.94,302.97,296.96,299.23,299.09,3720813
2023-01-10,SMH,296.76,296.42,294.06,294.14,293.97,4894102
2023-01-11,SMH,302.14,310.07,302.57,302.75,302.65,3681304
2023-01-12,SMH,302.27,305.2,297.85,302.55,302.68,2886677
2023-01-13,SMH,296.88,303.36,295.68,297.8,298.05,2373022
2023-01-16,SMH,296.71,300.89,297.34,299.59,299.16,8820901
2023-01-17,SMH,307.55,307.92,302.6,305.97,305.37,3430115
2023-01-18,SMH,300.27,298.04,295.89,296.68,296.4,3970771
2023-01-19,SMH,300.38,303.92,299.81,301.05,300.93,3844522
2023-01-20,SMH,299.96,305.14,299.77,301.19,301.55,2177723
2023-01-23,SMH,304.46,305.53,303.17,304.88,304.79,3353149
2023-01-24,SMH,305.29,305.24,303.24,305.16,305.23,2782550
2023-01-25,SMH,300.17,303.93,300.0,301.88,302.01,2757751
2023-01-26,SMH,294.69,297.03,291.04,295.37,295.07,3830399
2023-01-27,SMH,301.07,302.08,296.93,299.55,299.99,2068177
2023-01-30,SMH,303.95,305.18,301.54,303.76,303.56,1789784
2023-01-31,SMH,309.95,310.45,304.3,307.99,308.47,4203224
2023-02-01,SMH,311.41,311.89,307.61,310.84,310.8,2505990
2023-02-02,SMH,315.21,319.7,313.62,316.93,316.83,2751047
2023-02-03,SMH,325.13,327.45,320.05,326.07,325.71,1246190
2023-02-06,SMH,314.45,317.05,310.46,314.06,314.12,5291124
2023-02-07,SMH,297.89,300.5,296.57,299.57,300.25,4248209
2023-02-08,SMH,308.13,313.29,307.85,310.07,310.2,4657709
2023-02-09,SMH,300.17,303.82,296.69,301.97,302.06,3967563
2023-02-10,SMH,296.39,295.89,294.11,295.62,295.43,1531903
2023-02-13,SMH,293.59,295.48,292.63,294.13,294.31,3665588
2023-02-14,SMH,286.29,287.12,279.4,284.61,284.65,2410713
2023-02-15,SMH,281.37,285.85,279.94,282.63,282.62,2019926
2023-02-16,SMH,274.06,277.81,273.47,277.47,277.61,4197602
2023-02-17,SMH,276.19,277.83,275.28,276.37,275.87,7491311
2023-02-20,SMH,280.4,281.12,276.98,278.11,278.08,6897500
2023-02-21,SMH,276.44,281.57,274.84,276.4,276.07,4461843
