Date,Ticker,ETFId,ActiveETFFlowAmount
2025-10-03,1513.TW,FETF11,-220556.45220331888
2025-10-06,1513.TW,FETF11,43106.11844279744
2025-10-07,1513.TW,FETF11,-934.0736140922238
2025-10-08,1513.TW,FETF11,-139154.34045911138
2025-10-09,1513.TW,FETF11,-7028.72297742351
2025-10-10,1513.TW,FETF11,-50424.52588739126
2025-10-13,1513.TW,FETF11,-71143.21058883198
2025-10-14,1513.TW,FETF11,-15663.87993845432
2025-10-15,1513.TW,FETF11,-89892.32116302649
2025-10-16,1513.TW,FETF11,65821.67051637959
2025-10-17,1513.TW,FETF11,-209847.10397449732
2025-10-20,1513.TW,FETF11,90412.05098413529
2025-10-21,1513.TW,FETF11,-36108.8655330761
2025-10-22,1513.TW,FETF11,130198.0406355132
2025-10-23,1513.TW,FETF11,69109.84145534743
2025-10-24,1513.TW,FETF11,250099.03346091477
2025-10-27,1513.TW,FETF11,-99788.61937011583
2025-10-28,1513.TW,FETF11,-168812.33535591885
2025-10-29,1513.TW,FETF11,-84897.17563574768
2025-10-30,1513.TW,FETF11,315575.80308948125
2025-10-31,1513.TW,FETF11,44876.025619273074
2025-11-03,1513.TW,FETF11,-31048.992872987543
2025-11-04,1513.TW,FETF11,237382.2775253294
2025-11-05,1513.TW,FETF11,148642.25787424805
2025-11-06,1513.TW,FETF11,348303.615874333
2025-11-07,1513.TW,FETF11,225094.9700462834
2025-11-10,1513.TW,FETF11,-24886.526628041916
2025-11-11,1513.TW,FETF11,-95464.15770284692
2025-11-12,1513.TW,FETF11,-180962.46652027895
2025-11-13,1513.TW,FETF11,302248.7929273208
2025-11-14,1513.TW,FETF11,224090.31882903987
2025-11-17,1513.TW,FETF11,10470.193705222375
2025-11-18,1513.TW,FETF11,188613.87798025072
2025-11-19,1513.TW,FETF11,-192702.89144100677
2025-11-20,1513.TW,FETF11,148101.09032613487
2025-11-21,1513.TW,FETF11,-7668.888066795788
2025-11-24,1513.TW,FETF11,-245864.33842315513
2025-11-25,1513.TW,FETF11,-270247.9099144353
2025-11-26,1513.TW,FETF11,-32524.35548395868
2025-11-27,1513.TW,FETF11,-35523.964384990584
2025-11-28,1513.TW,FETF11,283377.9974678423
2025-12-01,1513.TW,FETF11,-59828.20634430834
2025-12-02,1513.TW,FETF11,53056.84590252216
2025-12-03,1513.TW,FETF11,-196467.55147298065
2025-12-04,1513.TW,FETF11,36307.74825407531
2025-12-05,1513.TW,FETF11,-81673.93741977161
2025-12-08,1513.TW,FETF11,-136548.9167567913
2025-12-09,1513.TW,FETF11,48824.64796193595
2025-12-10,1513.TW,FETF11,333378.6048855673
2025-12-11,1513.TW,FETF11,216154.452987331
2025-12-12,1513.TW,FETF11,34316.44722128509
2025-12-15,1513.TW,FETF11,-25185.628873421072
2025-12-16,1513.TW,FETF11,284390.694035993
2025-12-17,1513.TW,FETF11,-4902.058998386693
2025-12-18,1513.TW,FETF11,128850.76947404728
2025-12-19,1513.TW,FETF11,55451.616415315904
2025-12-22,1513.TW,FETF11,173823.12504290935
2025-12-23,1513.TW,FETF11,65132.85642159858
2025-12-24,1513.TW,FETF11,-128884.54877029396
2025-12-25,1513.TW,FETF11,-300923.1280012619
2025-12-26,1513.TW,FETF11,-534908.908324791
2025-12-29,1513.TW,FETF11,-265411.59778093384
2025-12-30,1513.TW,FETF11,74276.44067106019
2025-12-31,1513.TW,FETF11,-521976.2201780917
2026-01-01,1513.TW,FETF11,-180409.8638371018
2026-01-02,1513.TW,FETF11,-5691.7796267367585
2026-01-05,1513.TW,FETF11,-572281.2578557695
2026-01-06,1513.TW,FETF11,19926.122197356774
2026-01-07,1513.TW,FETF11,226745.01099404003
2026-01-08,1513.TW,FETF11,339905.2900750146
2026-01-09,1513.TW,FETF11,87719.48925594908
2026-01-12,1513.TW,FETF11,-22297.6057040991
2026-01-13,1513.TW,FETF11,78783.95385877739
2026-01-14,1513.TW,FETF11,-70996.73151337953
2026-01-15,1513.TW,FETF11,172646.59418447025
2026-01-16,1513.TW,FETF11,-440924.74207186507
2026-01-19,1513.TW,FETF11,88852.03201909555
2026-01-20,1513.TW,FETF11,-173415.5312099167
2026-01-21,1513.TW,FETF11,-197161.79526860215
2026-01-22,1513.TW,FETF11,-82177.95504854704
2026-01-23,1513.TW,FETF11,-245348.03290679422
2026-01-26,1513.TW,FETF11,170021.37689799315
2026-01-27,1513.TW,FETF11,210652.60121921357
2026-01-28,1513.TW,FETF11,-119177.99720242695
2026-01-29,1513.TW,FETF11,129350.72410415977
2026-01-30,1513.TW,FETF11,15755.630724524124
