Date,Ticker,MainForceNetAmount,BranchConcentration
2025-11-24,1503.TW,437622.2695594183,0.15313271668788783
2025-11-25,1503.TW,-1518061.541436865,0.13393504131509187
2025-11-26,1503.TW,-619033.0636549102,0.1373202308642495
2025-11-27,1503.TW,-100399.73905858427,0.11708450058886652
2025-11-28,1503.TW,-24644.674902515246,0.09660292263403382
2025-12-01,1503.TW,1190834.7946236972,0.1479345029524296
2025-12-02,1503.TW,738741.4083353665,0.09656060234434573
2025-12-03,1503.TW,-1018207.619019862,0.12354311251332381
2025-12-04,1503.TW,112724.64067211708,0.12453885720561945
2025-12-05,1503.TW,416823.6148284065,0.14031704551580632
2025-12-08,1503.TW,2314757.6243841406,0.1858613392464239
2025-12-09,1503.TW,289318.1233182462,0.11416263319097646
2025-12-10,1503.TW,1560096.1627287746,0.18762298330754346
2025-12-11,1503.TW,-638071.5873480891,0.16851865682209857
2025-12-12,1503.TW,827015.7462911888,0.12969722570080242
2025-12-15,1503.TW,-650148.7539312686,0.13777679323158135
2025-12-16,1503.TW,-6672.596114795462,0.10622251850170819
2025-12-17,1503.TW,-272830.4556115279,0.10616345531395197
2025-12-18,1503.TW,174962.8604197836,0.07479910280405969
2025-12-19,1503.TW,-320890.18492473033,0.11997402143532629
2025-12-22,1503.TW,-659346.2878567353,0.11713971164118393
2025-12-23,1503.TW,-537889.9006621152,0.05975928281431835
2025-12-24,1503.TW,317317.56289677153,0.09890161666860016
2025-12-25,1503.TW,-438124.0965118629,0.11696731879095189
2025-12-26,1503.TW,-995699.7875222883,0.11106043823116263
2025-12-29,1503.TW,1533480.5099210343,0.1585404473230287
2025-12-30,1503.TW,2014051.3273617486,0.1416488772794565
2025-12-31,1503.TW,-659679.518213811,0.11336542644692861
2026-01-01,1503.TW,-149561.9712931911,0.11086772875418156
2026-01-02,1503.TW,1192071.840317172,0.1293150772177569
2026-01-05,1503.TW,-406742.4652672946,0.14056837025583574
2026-01-06,1503.TW,350406.76870273566,0.15432831924558246
2026-01-07,1503.TW,283945.92575955426,0.10143731434431294
2026-01-08,1503.TW,-93331.6596033095,0.10818238421332317
2026-01-09,1503.TW,-2397988.2982953642,0.11195014722741387
2026-01-12,1503.TW,-331638.6319382146,0.14161456924496998
2026-01-13,1503.TW,1464903.1286996962,0.14763394907165675
2026-01-14,1503.TW,-869537.5170013192,0.12592341367090373
2026-01-15,1503.TW,8226.607337113084,0.11850515046427916
2026-01-16,1503.TW,-336808.4865187289,0.12404031622956552
2026-01-19,1503.TW,-417585.3401726151,0.11260922388225984
2026-01-20,1503.TW,64636.59575818621,0.12359618597992222
2026-01-21,1503.TW,-27746.443967147425,0.11888357259067961
2026-01-22,1503.TW,-101252.42839290116,0.07664371048946714
2026-01-23,1503.TW,-67973.61872480967,0.10875462849343397
2026-01-26,1503.TW,1273643.4959174397,0.11671658042818776
2026-01-27,1503.TW,-1893456.911661462,0.12037670864630674
2026-01-28,1503.TW,-401760.94065250095,0.13475492564953753
2026-01-29,1503.TW,-1355767.857833347,0.15996688309295864
2026-01-30,1503.TW,-283402.2024845638,0.10885365713737208
2026-02-02,1503.TW,-259035.9410590083,0.09817001908032079
2026-02-03,1503.TW,-1351244.7975782796,0.145972604846908
2026-02-04,1503.TW,-1333553.6287681984,0.13106923018330194
2026-02-05,1503.TW,813812.7158390963,0.16959047423545467
2026-02-06,1503.TW,1724450.4125821006,0.13404850207533858
2026-02-09,1503.TW,840447.9714841456,0.09545840422668231
2026-02-10,1503.TW,680793.341888779,0.1134652699651558
2026-02-11,1503.TW,1491984.8981730798,0.14149383162600931
2026-02-12,1503.TW,18556.514082365145,0.09093826223097252
2026-02-13,1503.TW,23086.023499045696,0.08295428373146935
2026-02-16,1503.TW,2148011.108959469,0.11548655023375444
2026-02-17,1503.TW,-390555.8939801666,0.10027968584425068
2026-02-18,1503.TW,979215.1559558292,0.10290429274723553
2026-02-19,1503.TW,341194.57176292606,0.10643002031973069
2026-02-20,1503.TW,452332.1582300809,0.06394565868950018
2026-02-23,1503.TW,-757854.226331995,0.1397384536864498
2026-02-24,1503.TW,-273094.3234266146,0.12755720632043277
2026-02-25,1503.TW,910219.9592072931,0.1262400291814715
2026-02-26,1503.TW,1526306.0461719916,0.1697728551913847
2026-02-27,1503.TW,182313.19371209876,0.10732672497257022
2026-03-02,1503.TW,-530584.4947364116,0.11289010314617816
2026-03-03,1503.TW,-509044.46955598524,0.11329057337725616
2026-03-04,1503.TW,955517.845408812,0.09832035523737737
2026-03-05,1503.TW,-708207.2886407862,0.11333940730252198
2026-03-06,1503.TW,-2299680.9205431417,0.1579969006493956
2026-03-09,1503.TW,2265264.739297377,0.11541010642873448
2026-03-10,1503.TW,-42931.05092049454,0.08449030824806086
2026-03-11,1503.TW,742006.4895806368,0.09774243546309064
2026-03-12,1503.TW,-627379.3284105555,0.12816794359360334
2026-03-13,1503.TW,-1085326.613140253,0.11597993171095489
2026-03-16,1503.TW,119726.09467887055,0.14067925153297334
2026-03-17,1503.TW,-768888.1370796519,0.1301406429176241
2026-03-18,1503.TW,-220780.3555180785,0.09729173490060504
2026-03-19,1503.TW,-568890.0184379807,0.10962788904099065
2026-03-20,1503.TW,1335928.4492853603,0.149308557250729
2026-03-23,1503.TW,238462.66678557853,0.11414111593946617
2026-03-24,1503.TW,1247692.4958411988,0.11327091540373313
2026-03-25,1503.TW,-1015796.7943175809,0.12876680512484237
2026-03-26,1503.TW,1107746.5808677878,0.13469395722499752
2026-03-27,1503.TW,-878493.4781545842,0.12813249509058258
2026-03-30,1503.TW,1809310.0943039677,0.10977724905188496
2026-03-31,1503.TW,163011.38096804186,0.12394181434701658
2026-04-01,1503.TW,1417709.6739384423,0.1253323888776098
2026-04-02,1503.TW,-1310671.1555512713,0.12159215983184476
2026-04-03,1503.TW,193535.7294588195,0.11955596902709237
2026-04-06,1503.TW,-1107540.4838665717,0.1596520730059779
2026-04-07,1503.TW,213215.67406605848,0.08679625204828646
2026-04-08,1503.TW,-622222.2957673497,0.13690497334051704
2026-04-09,1503.TW,1214456.818994129,0.12236939612636952
2026-04-10,1503.TW,-1076584.9477438729,0.1575898065708276
2026-04-13,1503.TW,-803601.1559295601,0.13142346146909523
2026-04-14,1503.TW,291588.1583891403,0.10917696537516844
2026-04-15,1503.TW,-400296.55160075973,0.12226628500862642
2026-04-16,1503.TW,931902.2103499974,0.09907148086640273
2026-04-17,1503.TW,-118967.8197476844,0.08929918091970385
2026-04-20,1503.TW,82047.73855079831,0.09454836908601921
2026-04-21,1503.TW,-266461.4792198512,0.09823194698366272
2026-04-22,1503.TW,-2354928.5002386062,0.1606157686884287
2026-04-23,1503.TW,669926.7640806227,0.13119068393967212
2026-04-24,1503.TW,-546792.7630794266,0.12892552646790945
2026-04-27,1503.TW,-736330.1025799365,0.0997181325989544
2026-04-28,1503.TW,-1227455.4656658769,0.14591941621376542
2026-04-29,1503.TW,-1542782.0310352335,0.15812192462083924
2026-04-30,1503.TW,159320.78367672837,0.11555089531229992
2026-05-01,1503.TW,-643608.3080712246,0.08854012212734791
2026-05-04,1503.TW,1167950.3963381269,0.11587779588484126
2026-05-05,1503.TW,-702287.1395999212,0.0947848793244781
2026-05-06,1503.TW,-992775.3639737242,0.1402681788761646
2026-05-07,1503.TW,40377.17473757588,0.10910489812605607
2026-05-08,1503.TW,-1395429.2132483667,0.14619032394833034
2026-05-11,1503.TW,866661.8935998217,0.16031335147674977
2026-05-12,1503.TW,-174099.99230466975,0.12420844453743608
2026-05-13,1503.TW,-898472.1631587974,0.14008041017591324
2026-05-14,1503.TW,14712.031954120968,0.09755993887515065
2026-05-15,1503.TW,1108102.259000566,0.14528273824156623
2026-05-18,1503.TW,-539470.9459163653,0.14587882462461715
2026-05-19,1503.TW,-318329.1239488189,0.1170641876381296
2026-05-20,1503.TW,750364.0546221274,0.09479222844044545
2026-05-21,1503.TW,614661.0422828249,0.08688692457468361
2026-05-22,1503.TW,-26180.313107841277,0.0750256325142798
2026-05-25,1503.TW,-1291616.0167489857,0.17089150260675906
2026-05-26,1503.TW,-1023502.2292448073,0.14339608932562947
2026-05-27,1503.TW,291480.2018418487,0.1035651181928274
2026-05-28,1503.TW,-316079.71219317685,0.13397019439285882
2026-05-29,1503.TW,-409946.0897488037,0.10068188907429595
2026-06-01,1503.TW,904578.0664166643,0.0911079822104476
2026-06-02,1503.TW,-972137.1997761916,0.1295884402006851
2026-06-03,1503.TW,1122321.6153256742,0.144619382687372
2026-06-04,1503.TW,446376.3056678633,0.07870234108427318
2026-06-05,1503.TW,649483.2166364874,0.10391334183303479
2026-06-08,1503.TW,-862829.7483942942,0.13332506353367782
2026-06-09,1503.TW,35611.51088827777,0.09826692695411787
2026-06-10,1503.TW,812648.2529111754,0.1307937130268916
2026-06-11,1503.TW,971887.4181619529,0.1520922941591525
2026-06-12,1503.TW,1112925.7221819842,0.14427586549760307
2026-06-15,1503.TW,-226652.91065778915,0.09143930180929684
2026-06-16,1503.TW,381739.5729911432,0.10729865115958476
2026-06-17,1503.TW,595021.6098533183,0.1014087668296835
2026-06-18,1503.TW,56430.4788259836,0.0956245324087414
2026-06-19,1503.TW,525003.3665798043,0.10425700251616846
2026-06-22,1503.TW,314544.80285414186,0.1337807920632868
2026-06-23,1503.TW,993161.992927674,0.16134199983295694
2026-06-24,1503.TW,-163982.77882995835,0.1077128500837125
2026-06-25,1503.TW,136320.91404067547,0.06773425970519462
2026-06-26,1503.TW,1409016.2425752783,0.11649848664298906
2026-06-29,1503.TW,1772992.2216697151,0.1286697491379681
2026-06-30,1503.TW,-1799100.270986667,0.12217793493012818
2026-07-01,1503.TW,2002075.0268080751,0.1306669075667809
2026-07-02,1503.TW,-2485272.0435012486,0.15537149815422732
2026-07-03,1503.TW,-1312331.6129030345,0.10925523213897588
2026-07-06,1503.TW,160866.53101105348,0.0962449813757912
2026-07-07,1503.TW,1393511.154166169,0.150885740073932
2026-07-08,1503.TW,757167.2929299925,0.10962515525247184
2026-07-09,1503.TW,-1494794.2981692962,0.15007839652378252
2026-07-10,1503.TW,-660506.2933794607,0.12432605511119296
2026-07-13,1503.TW,-863430.0919497118,0.1430361520392207
2026-07-14,1503.TW,-244084.15075822227,0.09704623848639427
2026-07-15,1503.TW,1338741.8474343594,0.1472232273729299
2026-07-16,1503.TW,-544843.8743688709,0.10129256261119987
2026-07-17,1503.TW,222106.72531304942,0.09900685202308573
2026-07-20,1503.TW,879311.3394413431,0.12314303390809839
2026-07-21,1503.TW,-782162.841639973,0.14165134198596077
2026-07-22,1503.TW,3616001.1368051143,0.13655581835142616
2026-07-23,1503.TW,-3543422.933230499,0.12063513313423174
2026-07-24,1503.TW,414985.93801804254,0.11562036942859683
2026-07-27,1503.TW,-1126061.6592509183,0.13246932713459708
2026-07-28,1503.TW,-64988.260388977375,0.0794502395207228
2026-07-29,1503.TW,-2501201.0791832902,0.130625607010911
2026-07-30,1503.TW,373809.0436826751,0.11363437247286924
2026-07-31,1503.TW,367572.44355754636,0.09346349838413247
2026-08-03,1503.TW,1189456.9173857837,0.14822463429864283
2026-08-04,1503.TW,1088065.5474546133,0.12314015441291577
2025-10-01,1504.TW,260089.6973704126,0.1197396896209025
2025-10-02,1504.TW,528657.764887598,0.12900363011822782
2025-10-03,1504.TW,-271265.8721425639,0.1274575181386417
2025-10-06,1504.TW,233612.4486945718,0.10083376882652637
2025-10-07,1504.TW,250869.24511728893,0.12125596096288861
2025-10-08,1504.TW,1321995.85375915,0.10499786470245252
2025-10-09,1504.TW,1212724.6506199795,0.13226493105431464
2025-10-10,1504.TW,-1249618.234836894,0.13901630866287742
2025-10-13,1504.TW,18731.822387158638,0.09649497566642282
2025-10-14,1504.TW,-656917.3753014164,0.11019671214048157
2025-10-15,1504.TW,1373172.2222931646,0.14106409454460686
2025-10-16,1504.TW,625167.8742247763,0.12011988642826375
2025-10-17,1504.TW,308649.58335824835,0.09931486698280026
2025-10-20,1504.TW,-940945.6807861542,0.09788411778130524
2025-10-21,1504.TW,310607.9491370248,0.1272689246052532
2025-10-22,1504.TW,532250.9625995274,0.1368666085689431
2025-10-23,1504.TW,-548228.6118073364,0.1506196582688493
2025-10-24,1504.TW,-833438.977180465,0.10408404726150243
2025-10-27,1504.TW,-292964.28722560307,0.09647338709620368
2025-10-28,1504.TW,-581975.6173336202,0.15176231581430874
2025-10-29,1504.TW,-628536.0656171475,0.11958009911950616
2025-10-30,1504.TW,872634.8392187243,0.12963731232628403
2025-10-31,1504.TW,1069060.920568127,0.16562544546730978
2025-11-03,1504.TW,875308.3775873099,0.130914659971053
2025-11-04,1504.TW,729433.0916115865,0.12810164927494555
2025-11-05,1504.TW,80659.99673467314,0.10035341833730377
2025-11-06,1504.TW,-702687.5304805335,0.10821367400053851
2025-11-07,1504.TW,-39119.7938269188,0.10118401079889157
2025-11-10,1504.TW,28998.68093479951,0.09036991136728029
2025-11-11,1504.TW,-939130.3378482017,0.13745461382096064
2025-11-12,1504.TW,904488.2485441103,0.1667854168224434
2025-11-13,1504.TW,-601706.305997497,0.12181930516290299
2025-11-14,1504.TW,-638644.2111774164,0.11362522788536422
2025-11-17,1504.TW,1403349.1731958967,0.15086081699367557
2025-11-18,1504.TW,265114.5959058637,0.11378032728564179
2025-11-19,1504.TW,-3910.5274148739554,0.09172664460394486
2025-11-20,1504.TW,241898.97314982174,0.11509435841586799
2025-11-21,1504.TW,-854380.6982326437,0.10876586170111859
2025-11-24,1504.TW,996914.1078021824,0.14275325470269468
2025-11-25,1504.TW,197871.70314140635,0.10494455170619654
2025-11-26,1504.TW,278404.16687747947,0.10431547273552089
2025-11-27,1504.TW,994843.1118238096,0.15645464416318336
2025-11-28,1504.TW,-679253.3551920365,0.11852312675418425
2025-12-01,1504.TW,-885798.9953270734,0.12577771267312485
2025-12-02,1504.TW,73764.37198788002,0.08888529758578505
2025-12-03,1504.TW,140090.26545345993,0.09017066763478121
2025-12-04,1504.TW,-962211.7104876667,0.1515041050217213
2025-12-05,1504.TW,-342302.3284421975,0.11204516162116256
2025-12-08,1504.TW,84698.79728410127,0.08777767706094561
2025-12-09,1504.TW,-383513.38350725727,0.09626524699389068
2025-12-10,1504.TW,1253235.7469595312,0.14026446038416363
2025-12-11,1504.TW,1653359.9338011285,0.17404424851525777
2025-12-12,1504.TW,-115310.64624915185,0.119441265086858
2025-12-15,1504.TW,-296855.68206272804,0.1364726456146682
2025-12-16,1504.TW,-236022.36738865482,0.1393983598034898
2025-12-17,1504.TW,612149.3090295286,0.13229463663141836
2025-12-18,1504.TW,-798182.6378993305,0.13023713308709572
2025-12-19,1504.TW,40791.924267921364,0.12440216403681664
2025-12-22,1504.TW,-269898.11385477934,0.09790904803025959
2025-12-23,1504.TW,-932417.2920693214,0.10338181980338454
2025-12-24,1504.TW,517627.39025750454,0.09892249309460996
2025-12-25,1504.TW,-339286.259440496,0.12576030008094335
2025-12-26,1504.TW,582779.6361648377,0.07500589402611942
2025-12-29,1504.TW,244033.07476578455,0.10443150262277714
2025-12-30,1504.TW,-490842.49553261814,0.12419095642962777
2025-12-31,1504.TW,991627.7148227859,0.10915876308615004
2026-01-01,1504.TW,-1318466.3576511387,0.16227509243285249
2026-01-02,1504.TW,-676992.3830519377,0.11908290692080763
2026-01-05,1504.TW,1912643.113671115,0.13356731862841664
2026-01-06,1504.TW,-463385.95983217575,0.1419323826018642
2026-01-07,1504.TW,-694526.5275716857,0.1108080505074186
2026-01-08,1504.TW,537190.4464948971,0.09764687369577399
2026-01-09,1504.TW,-1550092.6568246055,0.11910036568444705
2026-01-12,1504.TW,-1174941.574661978,0.14361848028726792
2026-01-13,1504.TW,968819.8683561116,0.15658489564705702
2026-01-14,1504.TW,201888.68007452594,0.12414175415056697
2026-01-15,1504.TW,-1573860.3538594057,0.1818302618184679
2026-01-16,1504.TW,205060.79147386402,0.11166367165115712
2026-01-19,1504.TW,-17681.71361787955,0.10180096878387868
2026-01-20,1504.TW,-407718.95847739046,0.1103646250450123
2026-01-21,1504.TW,-223837.28546732292,0.11377574830688626
2026-01-22,1504.TW,-1130119.7219048683,0.11902003828988399
2026-01-23,1504.TW,269370.7891552819,0.12745602359263708
2026-01-26,1504.TW,-449530.01159381034,0.1465684433852671
2026-01-27,1504.TW,-379474.3025194384,0.10769512340028725
2026-01-28,1504.TW,1019002.7109963585,0.1474512346494803
2026-01-29,1504.TW,2803547.3767151656,0.12500744226449684
2026-01-30,1504.TW,1041273.63141722,0.11988935237165804
2026-02-02,1504.TW,-565937.7008732951,0.12040333586171187
2026-02-03,1504.TW,924017.9562276682,0.1527257171039693
2026-02-04,1504.TW,-1340679.4219553687,0.15402695952103948
2026-02-05,1504.TW,-1566191.3124351194,0.1528942802251741
2026-02-06,1504.TW,-1671230.447978341,0.12793433102478102
2026-02-09,1504.TW,-1009300.3669055584,0.12285531932740043
2026-02-10,1504.TW,727290.1320891473,0.14796044589525034
2026-02-11,1504.TW,-172123.35499176296,0.10863687773226786
2026-02-12,1504.TW,316659.58642418875,0.1321445363487569
2026-02-13,1504.TW,-97747.1752496011,0.09159718913770357
2026-02-16,1504.TW,-510248.5563777854,0.08614856975127558
2026-02-17,1504.TW,-951170.1370917605,0.11779786209756142
2026-02-18,1504.TW,1624867.323255781,0.11202328933663694
2026-02-19,1504.TW,321218.72936172754,0.1397054511124728
2026-02-20,1504.TW,-836615.9612328012,0.11701847691494904
2026-02-23,1504.TW,692163.4602020863,0.09869593030178853
2026-02-24,1504.TW,-1097501.0640264845,0.11456432517334626
2026-02-25,1504.TW,-1745640.9028932776,0.1256848906094541
2026-02-26,1504.TW,662898.5054620928,0.11858629822306753
2026-02-27,1504.TW,-462977.69520384143,0.14098608473597013
2026-03-02,1504.TW,-710896.3685429344,0.11605050422924791
2026-03-03,1504.TW,2563653.5367880217,0.13949668286889091
2026-03-04,1504.TW,419809.5046544854,0.10591179271356946
2026-03-05,1504.TW,349532.61432715884,0.1409733611971305
2026-03-06,1504.TW,-465968.22558048257,0.12316200203864296
2026-03-09,1504.TW,-318469.2163547176,0.10415763675193852
2026-03-10,1504.TW,949639.4449262944,0.11060529499644824
2026-03-11,1504.TW,-327500.22226372844,0.10548110285369688
2026-03-12,1504.TW,842879.851221503,0.1207969558804898
2026-03-13,1504.TW,-65835.07674709777,0.08336262646788947
2026-03-16,1504.TW,929316.2573798714,0.11052355757525711
2026-03-17,1504.TW,-233500.782802655,0.10487204216270388
2026-03-18,1504.TW,-877803.7212061986,0.12587651575321773
2026-03-19,1504.TW,-2353448.132469957,0.16971822237051307
2026-03-20,1504.TW,-1499989.6430642654,0.1385005027625133
2026-03-23,1504.TW,-1056843.7215217946,0.15219170560029552
2026-03-24,1504.TW,2453931.4919459135,0.1494791727892885
2026-03-25,1504.TW,1184326.4991243016,0.09225941294228822
2026-03-26,1504.TW,566791.2830711057,0.12681679158292708
2026-03-27,1504.TW,-361121.18783494236,0.11389495356663168
2026-03-30,1504.TW,317331.29813523905,0.11155904180535806
2026-03-31,1504.TW,-1789877.6098307546,0.1286662133319015
2026-04-01,1504.TW,-710561.1992170252,0.1271973891859382
2026-04-02,1504.TW,519598.7927692012,0.0812761523083591
2026-04-03,1504.TW,1885319.0473571247,0.14735049127980837
2026-04-06,1504.TW,358482.7155730873,0.12572644216591095
2026-04-07,1504.TW,1468528.4712671877,0.12941086153578507
2026-04-08,1504.TW,-1028518.7370771513,0.15655436862595945
2026-04-09,1504.TW,-707131.634455677,0.12887571621557256
2026-04-10,1504.TW,-343107.711797548,0.10356226983737621
2026-04-13,1504.TW,-2245091.042076654,0.12421833365912913
2026-04-14,1504.TW,78221.89357590195,0.12384470041605213
2026-04-15,1504.TW,1108943.0162742212,0.11669979506570136
2026-04-16,1504.TW,946484.8226287329,0.128171919732341
2026-04-17,1504.TW,149848.16522043533,0.08378303353391797
2026-04-20,1504.TW,-758791.7623809323,0.13055630378068864
2026-04-21,1504.TW,1206058.4793701847,0.13508845297965139
2026-04-22,1504.TW,-1309916.8718694416,0.1857208908390828
2026-04-23,1504.TW,908479.1935495704,0.13205343678659476
2026-04-24,1504.TW,-405416.5409378399,0.0928884603477913
2026-04-27,1504.TW,-311077.0320903322,0.10652795532553976
2026-04-28,1504.TW,-1996545.3759529493,0.10266442348258478
2026-04-29,1504.TW,2023145.6001500357,0.13044974803022674
2026-04-30,1504.TW,51293.40590574416,0.08348795337824053
2026-05-01,1504.TW,622768.235942904,0.12460414312118233
2026-05-04,1504.TW,1355327.3358334766,0.12465570279466806
2026-05-05,1504.TW,-1613758.939897755,0.1299399128597012
2026-05-06,1504.TW,-1984630.4356745789,0.11402709677471118
2026-05-07,1504.TW,-2899671.166335891,0.1578897556814939
2026-05-08,1504.TW,783682.8657985507,0.09818762818739872
2026-05-11,1504.TW,654957.9419385276,0.11057974218214388
2026-05-12,1504.TW,-637847.2587271845,0.09607185378617278
2026-05-13,1504.TW,-2872606.807215036,0.1566963145891083
2026-05-14,1504.TW,-574391.9167488846,0.10434058634508067
2026-05-15,1504.TW,-1973113.5589395936,0.15623834058206676
2026-05-18,1504.TW,315504.52766475786,0.10833813032082965
2026-05-19,1504.TW,-1989057.1503247805,0.13620836566201538
2026-05-20,1504.TW,-623153.3713214118,0.12744458764799546
2026-05-21,1504.TW,3762887.571184687,0.15407150165149336
2026-05-22,1504.TW,790988.1822497717,0.14765043807691147
2026-05-25,1504.TW,669944.7193190285,0.08945591741206627
2026-05-26,1504.TW,-464151.5377763143,0.08424815462748746
2026-05-27,1504.TW,-1866661.53400649,0.11643053756991867
2026-05-28,1504.TW,-1356901.822546683,0.15244493135723267
2026-05-29,1504.TW,-1191461.9757467827,0.160503800235209
2026-06-01,1504.TW,-236635.60344850135,0.08394088167698692
2026-06-02,1504.TW,-267979.0769729372,0.10911552626633017
2026-06-03,1504.TW,132190.59085071343,0.05994757697843613
2026-06-04,1504.TW,-188963.7049319201,0.09635903367445661
2026-06-05,1504.TW,510897.53142333974,0.11517757358538813
2026-06-08,1504.TW,-977448.0441423487,0.11896705501065194
2026-06-09,1504.TW,-1544862.329394763,0.1546371324851227
2026-06-10,1504.TW,-727098.5042274955,0.10401412868405205
2026-06-11,1504.TW,1279223.4469841137,0.08844955282619629
2026-06-12,1504.TW,2009291.334877087,0.16695834082695585
2026-06-15,1504.TW,843476.3752493738,0.1368007478973621
2026-06-16,1504.TW,1083316.257283211,0.14447761392860548
2026-06-17,1504.TW,-331323.3395199266,0.10932991748082205
2026-06-18,1504.TW,-316200.89694037137,0.09957247834252275
2026-06-19,1504.TW,466980.98459117283,0.12384733703572297
2026-06-22,1504.TW,2501144.836805753,0.12449098023686124
2026-06-23,1504.TW,1008813.1286766027,0.1410845942835
2026-06-24,1504.TW,-156297.58370265862,0.12357343449089489
2026-06-25,1504.TW,1433480.4251564934,0.09742518579465084
2026-06-26,1504.TW,927066.5849322614,0.10883234811761998
2026-06-29,1504.TW,-767209.4065537174,0.10859192788665786
2026-06-30,1504.TW,-208288.86738707087,0.09167999904187447
2026-07-01,1504.TW,1598286.6113998413,0.15837258198082088
2026-07-02,1504.TW,-1966.5726465166226,0.09839511157844907
2026-07-03,1504.TW,875971.8759669446,0.09680710931981983
2026-07-06,1504.TW,71421.08004089759,0.08599237767951913
2026-07-07,1504.TW,1730608.3410317127,0.15022017126787218
2026-07-08,1504.TW,-222122.3253669479,0.11616718804920854
2026-07-09,1504.TW,-951316.4318530321,0.1424860890316293
2026-07-10,1504.TW,-1773746.141725522,0.14849424911684966
2026-07-13,1504.TW,-322205.98470080795,0.11664375451830557
2026-07-14,1504.TW,88261.86132986995,0.11918534559756705
2026-07-15,1504.TW,-723518.4206854063,0.13319986295271669
2026-07-16,1504.TW,2393011.800954466,0.15843391778288354
2026-07-17,1504.TW,171651.50427325018,0.11205338287264097
2026-07-20,1504.TW,134206.9261583357,0.13011450790253126
2026-07-21,1504.TW,-474565.77102159976,0.1429753638688317
2026-07-22,1504.TW,-2413452.2862973646,0.1304368435596819
2026-07-23,1504.TW,387857.029078563,0.13552395071036807
2026-07-24,1504.TW,-453600.23964733735,0.12892589861318451
2026-07-27,1504.TW,-616007.2157697926,0.11205739008173625
2026-07-28,1504.TW,16851.399728157114,0.0849034553604454
2026-07-29,1504.TW,-113265.0774564224,0.09669207906936357
2026-07-30,1504.TW,398547.70831653156,0.09929795156738158
2026-07-31,1504.TW,354023.4671108464,0.07481715132632857
2026-08-03,1504.TW,2074932.5386507772,0.1504255712008443
2026-08-04,1504.TW,1709679.2596289443,0.13063742213491011
2025-10-01,1513.TW,-317742.1661292955,0.11258896216380437
2025-10-02,1513.TW,337147.5479718711,0.1259255701306523
2025-10-03,1513.TW,-200062.46440674725,0.11682272359148274
2025-10-06,1513.TW,-229691.98084410536,0.1224645282959575
2025-10-07,1513.TW,334185.19552000175,0.09358008541598158
2025-10-08,1513.TW,499941.6076087423,0.08319661297768031
2025-10-09,1513.TW,-909873.3230203835,0.1439563936271801
2025-10-10,1513.TW,785547.5989383645,0.14529977545630415
2025-10-13,1513.TW,874797.2266951952,0.12351547062404222
2025-10-14,1513.TW,528388.7443955916,0.09245773170091705
2025-10-15,1513.TW,262056.19993196538,0.12494206923961744
2025-10-16,1513.TW,102449.42383011161,0.10819488775344328
2025-10-17,1513.TW,-199173.13849661738,0.12423680657871372
2025-10-20,1513.TW,1872742.4935329405,0.12949694328847863
