Date,Ticker,Adj_Close,Volume,TurnoverValue,DayTradeTurnover,MarketCap
2025-11-14,1503.TW,56.57036161933461,1058272.652077087,59866866.619853094,16632419.683337342,4763224448.347975
2025-11-17,1503.TW,56.38578972665923,938605.9198829489,52924036.034717515,13517812.796589533,4747683494.984708
2025-11-18,1503.TW,55.79393446618387,466874.8066760258,26048782.367594447,7032396.139694702,4697849282.052682
2025-11-19,1503.TW,55.47972571726648,1106336.135966908,61379225.374544494,7265356.847379293,4671392905.393838
2025-11-20,1503.TW,54.90308077123807,1203990.193857027,66102770.86111094,19180651.33255785,4622839400.938246
2025-11-21,1503.TW,54.855333969495405,954562.6104351793,52362850.7902151,8848075.435599858,4618819120.231513
2025-11-24,1503.TW,53.346900645443895,1154645.0982854143,61596737.338980794,15448856.288252678,4491809034.346376
2025-11-25,1503.TW,52.69596070194698,1500352.7378726802,79062528.9139973,23913351.39442621,4436999891.103935
2025-11-26,1503.TW,52.13054979929582,1357948.5155789251,70790602.71626699,13973774.537286276,4389392293.100708
2025-11-27,1503.TW,52.326110176067886,849317.8859935646,44441501.277004324,11635407.180643044,4405858476.824916
2025-11-28,1503.TW,52.89450654944723,607526.2650911643,32134802.007825803,10586464.612910412,4453717451.463457
2025-12-01,1503.TW,53.251071385306744,1341842.932505088,71454573.78669778,13918947.600004712,4483740210.642828
2025-12-02,1503.TW,53.685333646494705,1201526.5625366205,64504354.39490436,19246155.469332505,4520305093.034854
2025-12-03,1503.TW,53.84619973301228,1021851.524312605,55022821.27561958,14033376.806591198,4533850017.519633
2025-12-04,1503.TW,53.82164164633833,491621.03072008555,26459850.94121993,6431573.4418439185,4531782226.621687
2025-12-05,1503.TW,53.6606077422749,633899.605976399,34015438.10428216,6706573.539467229,4518223171.899547
2025-12-08,1503.TW,53.63024357085837,1296426.6418884748,69527676.57622889,26931092.782024164,4515666508.666275
2025-12-09,1503.TW,53.26707094403428,1082731.3972094061,57673930.14848679,14533090.588484963,4485087373.487686
2025-12-10,1503.TW,54.63259938455631,1105184.7337326843,60379114.80394527,13779734.609801281,4600064868.179641
2025-12-11,1503.TW,55.29569043671173,534093.5651005402,29533072.440039214,4680183.385603863,4655897134.771128
2025-12-12,1503.TW,55.66569339296604,935007.7830852858,52047856.573262416,16235669.132078093,4687051383.68774
2025-12-15,1503.TW,55.31426979653001,1529207.7231226112,84587008.57174148,23389987.086884737,4657461516.867827
2025-12-16,1503.TW,55.34524680134752,2121342.6275811316,117406231.27369677,48288591.734016284,4660069780.673461
2025-12-17,1503.TW,55.86228560992951,1148133.5980039004,64137366.97004987,14979814.6194635,4703604448.356065
2025-12-18,1503.TW,57.10383980980922,1237041.182809297,70639801.54127902,17913875.824118715,4808143311.985936
2025-12-19,1503.TW,57.25475349467863,501637.4611110467,28721129.179609418,7128325.373642726,4820850244.251941
2025-12-22,1503.TW,57.503327486891216,993493.5459625558,57129184.72959766,14029461.335083738,4841780174.39624
2025-12-23,1503.TW,56.859757479111394,1603779.0959918492,91190490.44816506,20387114.04941195,4787591579.741179
2025-12-24,1503.TW,56.18202142412951,955322.4651749815,53671947.20541303,19482106.086254656,4730526203.911705
2025-12-25,1503.TW,55.684549521860426,904945.3039481897,50391471.592278,5883467.444221404,4688639069.740648
2025-12-26,1503.TW,55.008617820660795,1204584.7742898085,66262543.48149502,13387631.850645749,4631725620.499639
2025-12-29,1503.TW,54.42162061275566,1438525.0990771647,78286867.1839042,22928905.84987295,4582300455.594027
2025-12-30,1503.TW,54.49638046226116,1359762.4135265106,74102129.8258232,11803655.10613076,4588595234.922389
2025-12-31,1503.TW,55.12619975661982,816237.9778830888,44996097.81772258,4122557.351675098,4641626019.507389
2026-01-01,1503.TW,55.63245103741006,927478.4439837999,51597899.12318201,7357921.062768673,4684252377.349927
2026-01-02,1503.TW,56.19954005326683,834204.6266986005,46881916.3307685,12299052.687159255,4732001272.485067
2026-01-05,1503.TW,54.91520390225846,723417.764503179,39726634.044208065,4513042.630890759,4623860168.570163
2026-01-06,1503.TW,55.036054622534095,770610.2548168122,42411348.076782994,8657713.834020484,4634035799.217371
2026-01-07,1503.TW,56.080507514582905,874465.7248023873,49040481.65102547,10823508.037529444,4721978732.7278805
2026-01-08,1503.TW,56.94310554713602,600103.3810321841,34171750.16530885,9021386.965151723,4794609487.068853
2026-01-09,1503.TW,57.47209839788442,3366715.501024574,193492204.55256706,34051640.342999525,4839150685.101869
2026-01-12,1503.TW,58.13275533471707,689792.5657577898,40099542.45690433,10698462.691806816,4894777999.183177
2026-01-13,1503.TW,59.67168703708551,889473.3385809263,53076374.687632635,12900238.96964624,5024356048.5226
2026-01-14,1503.TW,59.47745181730836,877796.8443330243,52209119.51420279,13987876.272023221,5008001443.0173645
2026-01-15,1503.TW,60.42252757956689,437662.6463242628,26444683.318073995,5360170.176801477,5087576822.1995325
2026-01-16,1503.TW,60.20145294056827,634542.197722666,38200362.25500584,10376547.557068719,5068962337.595848
2026-01-19,1503.TW,60.80089107317005,1566945.467403342,95271680.68118812,22965569.800441578,5119435028.360918
2026-01-20,1503.TW,61.41340808500564,918250.1979678632,56392874.1319376,13946904.820059085,5171008960.757475
2026-01-21,1503.TW,61.198246500734896,982970.4922951186,60156070.4904254,16761969.054602629,5152892355.361878
2026-01-22,1503.TW,60.84429118950593,1316098.83828902,80077100.9510276,16008489.051298872,5123089318.1564
2026-01-23,1503.TW,61.17955633680925,742250.9230123004,45410582.160479695,11277541.178888146,5151318643.559339
2026-01-26,1503.TW,62.02306200589432,1093045.3664545252,67794020.5388645,14124799.485973079,5222341820.896301
2026-01-27,1503.TW,63.10453887313042,1148104.3295231455,72450594.29280268,15080012.682370422,5313402173.117581
2026-01-28,1503.TW,62.69603404472071,596262.6035525354,37383300.49192357,10777709.073910465,5279006066.565484
2026-01-29,1503.TW,62.83597373377774,1470369.6272798337,92392107.2787002,30436535.252565365,5290788988.384086
2026-01-30,1503.TW,63.024634999046434,1203153.3640072353,75828301.61443086,14331092.145940099,5306674266.91971
2026-02-02,1503.TW,62.4487650598596,657510.6177241157,41060726.090616465,11744829.03483326,5258186018.040178
2026-02-03,1503.TW,61.54043893947839,871258.9862835562,53617660.44585504,8895069.055635864,5181704958.704081
2026-02-04,1503.TW,61.13303780046616,1060566.5987667255,64835657.97231806,15773001.28182475,5147401782.799251
2026-02-05,1503.TW,62.69491880061516,756177.4570709227,47408484.26991716,8691500.447607532,5278912163.011797
2026-02-06,1503.TW,62.53530195942524,1273322.7916797004,79627625.26950838,15578292.297844224,5265472424.983605
2026-02-09,1503.TW,61.904495879489225,777242.904794263,48114830.19719869,17613799.78017486,5212358553.052993
2026-02-10,1503.TW,61.85738522597453,1575523.8753431782,97457787.28982325,22853659.57870669,5208391836.027056
2026-02-11,1503.TW,62.20625508417194,1405178.0468429865,87410864.02059333,20393213.15229303,5237766678.087277
2026-02-12,1503.TW,60.996201907239,1155517.7091015966,70482191.49175124,22051078.0380218,5135880200.589523
2026-02-13,1503.TW,61.88535605403112,1314450.281510248,81345223.68658315,17068794.492170192,5210746979.74942
2026-02-16,1503.TW,62.27744746113351,1801684.8459572871,112204333.33562538,25104673.950957354,5243761076.227442
2026-02-17,1503.TW,63.01444017764737,1579354.280338555,99522125.8177052,23687861.412283443,5305815862.957909
2026-02-18,1503.TW,64.06900975600608,932969.2806430083,59774417.943570875,23866695.191807278,5394610621.455712
2026-02-19,1503.TW,65.59070069861572,650546.6774468488,42669812.41089516,6173183.62257239,5522736998.823443
2026-02-20,1503.TW,65.17737449915892,1247122.9175982762,81284197.44678655,21328591.56585537,5487934932.829181
2026-02-23,1503.TW,64.61946064712744,554701.9788061047,35844542.6903448,9649497.935717948,5440958586.488131
2026-02-24,1503.TW,64.09566948261693,882439.4132477485,56560544.9699621,16903708.48736268,5396855370.436345
2026-02-25,1503.TW,63.94095959541577,1127996.0988400276,72125152.97971682,20200536.784369115,5383828797.934008
2026-02-26,1503.TW,65.60405099765397,667077.2423385488,43762969.42575253,12576440.07856332,5523861094.002464
2026-02-27,1503.TW,65.08733428606479,713623.4587278779,46447848.61259915,10888724.850673763,5480353546.886655
2026-03-02,1503.TW,64.48672663567584,916068.8400149283,59074280.86550334,19845602.408841137,5429782382.723906
2026-03-03,1503.TW,63.98166719601361,614472.4557492444,39314972.16486536,11774460.485408857,5387256377.904346
2026-03-04,1503.TW,63.27799746162218,1008733.5479063861,63830638.88387343,22176565.981518667,5328007386.268587
2026-03-05,1503.TW,62.98009883431932,1320717.5557177109,83178922.19132206,18301078.68717996,5302924321.849687
2026-03-06,1503.TW,62.074935565055505,1490649.5347141884,92531973.81746322,13940665.217133608,5226709574.577674
2026-03-09,1503.TW,62.24754634247877,1816755.5577851888,113088575.7761894,21528094.54551245,5241243402.036713
2026-03-10,1503.TW,62.71628215797934,1351437.4378211668,84757131.66924897,19904698.87623048,5280710957.70186
2026-03-11,1503.TW,62.70911079231585,2297162.056526441,144052989.91062072,22039729.59669154,5280107128.712995
2026-03-12,1503.TW,62.683473154867954,772594.4037854577,48428900.56928695,12875137.550293176,5277948439.639882
2026-03-13,1503.TW,62.849972025052985,1009238.9085078802,63430637.16631528,18480271.61857788,5291967644.509461
2026-03-16,1503.TW,62.25271092974473,1024113.8052744215,63753860.67890944,9895370.168123748,5241678260.284506
2026-03-17,1503.TW,62.086287444462286,830834.8139510747,51583449.07783277,12257241.392588157,5227665402.823725
2026-03-18,1503.TW,61.52012384485278,1376600.3802786057,84688625.87961127,16595700.531441223,5179994427.736605
2026-03-19,1503.TW,62.776137935035166,657994.3004329698,41306340.96444708,13574240.946356451,5285750814.129961
2026-03-20,1503.TW,61.65278104799507,1340315.692132121,82634189.90221362,11156238.671169732,5191164164.241185
2026-03-23,1503.TW,61.68020865504483,837131.3188473522,51634434.418177545,12425294.307197982,5193473568.754775
2026-03-24,1503.TW,61.69477805531738,1011576.3863072349,62408980.63922485,11274309.164498081,5194700312.257723
2026-03-25,1503.TW,62.246836439113665,1877770.4638976539,116885270.93643585,19011733.755820647,5241183628.17337
2026-03-26,1503.TW,62.37991159064317,1048381.740310479,65397960.2738123,12902355.597414661,5252388555.932155
2026-03-27,1503.TW,62.417958637437486,1127307.0258099297,70364203.30869687,19238866.476521775,5255592117.272237
2026-03-30,1503.TW,62.37914347951313,1090444.1349022707,68020971.14746232,21102031.679766003,5252323880.975006
2026-03-31,1503.TW,61.2943562722594,620123.1261704848,38010047.828160964,9320170.704585174,5160984798.124242
2026-04-01,1503.TW,61.749945893445364,1374225.431108919,84858346.01637238,23239745.911376055,5199345444.2281
2026-04-02,1503.TW,62.060599606691305,960080.7891379294,59583189.44476526,15152712.703762174,5225502486.883408
2026-04-03,1503.TW,62.86737918685581,759661.192281529,47757908.22870186,2387895.4114350933,5293433327.533259
2026-04-06,1503.TW,62.28133576781637,1304794.5893931193,81264349.93002295,24096683.500063173,5244088471.650139
2026-04-07,1503.TW,61.8698030343153,1075344.356370139,66531343.522683054,15341147.270381764,5209437415.489348
2026-04-08,1503.TW,61.532635287487196,561345.4232318308,34541063.198024385,5616886.778029611,5181047891.206422
2026-04-09,1503.TW,60.193610046972054,1568751.4804676145,94428814.87587768,19266931.720908895,5068301965.955047
2026-04-10,1503.TW,61.67554045918944,769283.1536586282,47445954.268045574,8410618.82538014,5193080506.663751
2026-04-13,1503.TW,61.668183119167516,1412939.38944538,87133405.00460245,27326146.5566993,5192461018.633904
2026-04-14,1503.TW,62.090819716224765,493204.2713775891,30623457.497377876,5689972.472446879,5228047020.106125
2026-04-15,1503.TW,61.32217269646276,1247176.6293216462,76479580.6462543,17722196.842918187,5163326941.042164
2026-04-16,1503.TW,61.617219178540964,1331502.6084360075,82043488.06080048,24533852.048045557,5188169854.833149
2026-04-17,1503.TW,61.748722118222595,1559422.444097653,96292343.16550548,24268678.60207572,5199242402.354342
2026-04-20,1503.TW,62.42424634700764,1246219.7506580455,77794328.71758427,16611630.988293707,5256121542.418043
2026-04-21,1503.TW,61.7302182748203,1294271.1015465853,79895637.60526283,20302295.990238592,5197684378.739869
2026-04-22,1503.TW,63.14647459978971,1394277.7312670252,88043723.34250563,17910376.767537754,5316933161.302294
2026-04-23,1503.TW,64.24349148015122,523075.87506901484,33604220.5234689,5772862.547585973,5409301982.628733
2026-04-24,1503.TW,65.0781466719554,1446574.7000300523,94140400.50049563,20843084.48852756,5479579949.778645
2026-04-27,1503.TW,65.48222915668063,1216601.234854319,79665760.85303114,20410387.162264753,5513603694.992509
2026-04-28,1503.TW,65.29236839698572,1186395.005466565,77462539.76126686,26169269.54923621,5497617419.026197
2026-04-29,1503.TW,65.57993593887994,,,,5521830606.053691
2026-04-30,1503.TW,65.3903749128944,718401.2774685901,46976528.87157338,11357349.582299484,5505869567.665709
2026-05-01,1503.TW,65.88099452113214,701215.7649762193,46196791.97052978,9318508.721756388,5547179738.679326
2026-05-04,1503.TW,66.14715112625294,1087988.4481338249,71967336.30232552,25196428.673389077,5569590124.830497
2026-05-05,1503.TW,66.49767935182753,1403184.1680324583,93308490.87738329,23224226.15187716,5599104601.423878
2026-05-06,1503.TW,68.94751919868234,1123958.21477186,77494130.59149955,26261238.53404672,5805381116.529054
2026-05-07,1503.TW,69.88276039779011,634200.543368567,44319684.61637386,7243964.360215508,5884128425.493927
2026-05-08,1503.TW,70.29014576626811,961078.9992793526,67554382.95224477,11699271.769952158,5918430273.519775
2026-05-11,1503.TW,69.95474736069261,992790.2949968262,69450394.26865046,12707139.280932592,5890189727.770318
2026-05-12,1503.TW,69.98032925236963,656195.8902261433,45920804.45207731,6345568.701183377,5892343723.049522
2026-05-13,1503.TW,69.31677060063963,757813.416929652,52529178.77939956,14489044.3163489,5836472084.573856
2026-05-14,1503.TW,69.44990898243883,739438.8812393659,51353963.00015035,11646857.559636032,5847682336.321349
2026-05-15,1503.TW,70.48409306311015,857054.2780768262,60408693.496103704,20894596.489333827,5934760635.913875
2026-05-18,1503.TW,70.08012370127369,1313155.9689453633,92026132.74275698,23216475.32457297,5900746415.647244
2026-05-19,1503.TW,69.53050079006358,731060.2842465766,50830987.671390705,13166506.29086582,5854468166.523354
2026-05-20,1503.TW,68.53619910414089,1169100.228953261,80125686.06423739,18336379.4098052,5770747964.568663
2026-05-21,1503.TW,67.83024959405648,1197445.5845526631,81223032.87550801,23669249.797967814,5711307015.819556
2026-05-22,1503.TW,68.53326195779943,943496.9599105362,64660924.30993616,17212040.4019118,5770500656.846711
2026-05-25,1503.TW,68.73306295970154,636690.9304379043,43761717.80765943,7616759.836763401,5787323901.20687
2026-05-26,1503.TW,68.27125303485137,633539.51982193,43252536.86534122,10523974.839573096,5748439505.534485
2026-05-27,1503.TW,68.57836925631676,968244.6909827474,66400641.948683165,22609948.293568447,5774298691.381871
2026-05-28,1503.TW,67.97705876431758,858181.7846922737,58336673.608493626,18754514.743861567,5723668347.95554
2026-05-29,1503.TW,67.41282592567639,1657230.6522511598,111718601.47890258,26295646.76146093,5676159942.941952
2026-06-01,1503.TW,67.84180577227298,1253539.1632361035,85042360.44020133,18427716.475854464,5712280046.025385
2026-06-02,1503.TW,66.34985436957695,1224148.5049998583,81222075.03347594,16157295.688156871,5586657737.918379
2026-06-03,1503.TW,65.25585704013166,1142378.4615370943,74546885.57179017,17056072.658327535,5494543162.779086
2026-06-04,1503.TW,65.62938310381155,1041751.2323122083,68369490.7242857,14841554.886998447,5525994057.340933
2026-06-05,1503.TW,66.36266099606881,1450718.1233917866,96273515.02350226,26946532.394735705,5587736055.868994
2026-06-08,1503.TW,65.59129421594224,1247963.3799797553,81855533.22697385,19560492.837827552,5522786972.982337
2026-06-09,1503.TW,65.98468770256677,880445.2833168447,58095907.05885992,11096570.069538599,5555910704.556123
2026-06-10,1503.TW,64.45683718792868,1432925.4277262206,92361840.99739207,18426543.73287652,5427265691.223596
2026-06-11,1503.TW,65.22060727975436,581302.2316200226,37912884.5593343,6693184.391865216,5491575132.9553175
2026-06-12,1503.TW,65.48234066316982,1217026.1459824617,79693720.6872082,20273962.118892707,5513613083.838899
2026-06-15,1503.TW,66.41239927624085,732101.2746789044,48620602.16462027,11303617.738625878,5591924019.05948
2026-06-16,1503.TW,67.43002696071439,615821.5457820601,41524863.43507312,10489271.63244869,5677608270.092152
2026-06-17,1503.TW,67.58131096005197,1009370.0614584036,68214551.99718714,15251647.47076256,5690346382.836375
2026-06-18,1503.TW,67.89121647990993,1337246.1119901235,90787265.27603935,24778665.288789358,5716440427.608416
2026-06-19,1503.TW,67.95316738435739,1164677.8533795672,79143549.11955577,17605928.95613631,5721656693.762892
2026-06-22,1503.TW,67.94626307487871,1225922.2723505746,83296837.22648525,20430585.70984131,5721075350.904788
2026-06-23,1503.TW,69.15686688135355,515205.11278200796,35629971.40125807,10435524.92689108,5823008191.409969
2026-06-24,1503.TW,68.84390100996598,1165193.7140713923,80216480.70896553,20880485.763994507,5796656465.039135
2026-06-25,1503.TW,68.39618039695588,536109.9020202567,36667869.57117182,8435688.297891084,5758958389.423685
2026-06-26,1503.TW,69.55082906421188,1291074.3844922192,89795293.82500091,24938498.36912106,5856179807.20664
2026-06-29,1503.TW,70.27931459379117,1189259.1531164516,83580318.15541676,27436140.23144505,5917518288.797216
2026-06-30,1503.TW,70.50172356090832,1284345.7320428072,90548587.75711441,18892936.530700173,5936245123.828481
2026-07-01,1503.TW,69.36035483882084,1971746.1943517039,136761015.69232878,31562928.232094835,5840141877.428715
2026-07-02,1503.TW,69.1250359071786,1223219.79014757,84555111.91632225,18064611.82026274,5820328023.3844385
2026-07-03,1503.TW,68.55461755977446,2080855.0489532833,142652222.0783181,35370202.509875774,5772298798.53301
2026-07-06,1503.TW,68.12155214794,1315549.0233643437,89617241.39828567,21575625.823021386,5735834690.856547
2026-07-07,1503.TW,68.4157461705503,1091959.0137673742,74707190.71455312,23528038.462644204,5760605827.560336
2026-07-08,1503.TW,71.07417269201324,1189391.6375108948,84535026.64288574,22914718.081356205,5984445340.667515
2026-07-09,1503.TW,73.0984600679632,1014834.5104274919,74182839.936075,15145125.474323845,6154890337.722502
2026-07-10,1503.TW,72.60156957432898,1258819.7690062167,91392291.04104558,15500222.556572568,6113052158.1585
2026-07-13,1503.TW,72.3673391146197,637183.6452188265,46111284.93184034,10593471.41528299,6093329953.450978
2026-07-14,1503.TW,73.14987249314424,518050.70505151,37895343.01950143,4202946.900624931,6159219263.922746
2026-07-15,1503.TW,73.73260642146097,920948.9171407493,67903964.04180954,12516236.517751066,6208285460.687014
2026-07-16,1503.TW,73.46834293572233,973383.5570401261,71512876.97661722,17316293.379726876,6186034475.18782
2026-07-17,1503.TW,75.02693310212932,1399170.067804505,104975439.07567033,36693668.16292474,6317267767.199288
2026-07-20,1503.TW,75.63335880668906,1131872.783623853,85607340.3673488,23032508.131570913,6368328811.523219
2026-07-21,1503.TW,75.51338074880962,734432.0963540983,55459450.52613346,11950523.441230863,6358226659.04977
2026-07-22,1503.TW,75.1089236246844,2239793.6759975394,168228492.14555028,42651374.270603694,6324171369.198426
2026-07-23,1503.TW,74.70509177165705,1419683.0401190035,106057551.79875524,14658265.063869799,6290168727.173524
2026-07-24,1503.TW,74.2714509534381,1554457.8104973778,115451837.03154477,14547665.69538768,6253656170.279489
2026-07-27,1503.TW,73.80647140434277,686484.875582969,50667026.33922821,12468757.768805934,6214504892.245662
2026-07-28,1503.TW,72.28680243165967,972094.1759065011,70269579.63872026,17815825.306093816,6086548764.745744
2026-07-29,1503.TW,72.52806607789773,1103131.7503654552,80008012.48313272,11953249.406271473,6106863163.758989
2026-07-30,1503.TW,71.86999115910002,989598.9268533724,71122466.12400675,21944799.025182646,6051453255.596222
2026-07-31,1503.TW,72.58737324828934,941624.4158401806,68350042.9322936,16193107.893206544,6111856827.505962
2026-08-03,1503.TW,73.51825332979527,874868.6262802656,64318813.297162555,5694582.249410424,6190236930.368762
2026-08-04,1503.TW,73.0469893459468,664384.0835151843,48531257.0701503,13669728.620358495,6150556502.92872
2025-10-01,1504.TW,55.65,712642.8609984282,39658575.21456253,10672401.791240655,4735815000.0
2025-10-02,1504.TW,55.073542188812446,427300.6797385709,23532962.012890417,5156297.150043399,4686758440.26794
2025-10-03,1504.TW,55.4791442988086,895059.9387193235,49657159.49629213,12904688.912050035,4721275179.828611
2025-10-06,1504.TW,55.17301322809434,1055920.7998581233,58258332.25839219,11556847.112918511,4695223425.710829
2025-10-07,1504.TW,54.91337082278707,936041.95233604,51401218.83431455,14471259.506492961,4673127857.01918
2025-10-08,1504.TW,55.277791344954004,1286428.1619237303,71110907.51509267,15631994.179722184,4704140043.4555855
2025-10-09,1504.TW,54.6238172375502,1296665.4909980146,70828818.79851384,8078847.365308556,4648486846.915522
2025-10-10,1504.TW,54.664597173721994,1077025.3382114344,58875156.25921975,15944523.436084002,4651957219.483742
2025-10-13,1504.TW,54.692432446924734,814404.4170563511,44541758.5643316,8771569.234836336,4654326001.2332945
2025-10-14,1504.TW,54.301373086149646,825403.2826869693,44820531.59971776,4331580.719348389,4621046849.631335
2025-10-15,1504.TW,54.87776029100101,1229546.8514707838,67474777.3815687,12476381.236419702,4670097400.764186
2025-10-16,1504.TW,54.86684490017085,984410.1059570063,54011476.601703815,15511760.612926621,4669168501.0045395
2025-10-17,1504.TW,54.373134785026515,1369862.9105190688,74483740.67066205,12576686.036862543,4627153770.205756
2025-10-20,1504.TW,54.793968239938934,953372.0046285024,52239035.34246108,15006871.615374824,4662966697.218803
2025-10-21,1504.TW,54.7692721541337,1006615.3633851117,55131590.791771375,8132318.454159058,4660865060.316778
2025-10-22,1504.TW,54.84919723786789,702334.0447134724,38522458.54535877,8203991.619710914,4667666684.942557
2025-10-23,1504.TW,55.30560567359504,586412.9642060203,32431924.160262164,9728744.039734531,4706507042.822938
2025-10-24,1504.TW,56.6487852919567,997339.440287221,56498067.81603105,10026517.53756715,4820811628.345515
2025-10-27,1504.TW,56.4905564042504,927115.9259399936,52373294.507592045,8704953.490128256,4807346350.001709
2025-10-28,1504.TW,55.41100185503175,623553.7565111964,34551738.35875392,6247948.366833677,4715476257.863202
2025-10-29,1504.TW,54.48396501118593,650742.8667585275,35455051.58375044,11972429.341433842,4636585422.451922
2025-10-30,1504.TW,55.97621138758978,880440.9432370343,49283748.35292516,11363163.521202218,4763575589.08389
2025-10-31,1504.TW,56.65562293432213,732233.9439480426,41485170.228031866,7800414.839150372,4821393511.7108135
2025-11-03,1504.TW,56.729881766592946,1245956.7914959774,70682981.4678503,20012620.3607163,4827712938.33706
2025-11-04,1504.TW,58.019297649834364,796978.2778995621,46240119.925907105,10481163.611135745,4937442230.000904
2025-11-05,1504.TW,58.18687161380626,577362.9856255972,33594945.91916049,10239162.725855686,4951702774.334913
2025-11-06,1504.TW,58.252046371684216,1502280.4469505895,87510910.25904024,24355193.800043374,4957249146.230327
2025-11-07,1504.TW,58.42862521122968,976471.8703227072,57053908.94039393,13620622.954449797,4972276005.475646
2025-11-10,1504.TW,58.442505842331656,679751.2575449578,39726366.84040349,7872344.822218319,4973457247.182424
2025-11-11,1504.TW,59.00830486694504,716683.383690531,42290271.5978846,6991162.125096489,5021606744.177023
2025-11-12,1504.TW,59.53326119277244,1143373.4779706488,68068751.90491529,15257119.664059594,5066280527.504935
2025-11-13,1504.TW,60.35514940965949,516452.630250911,31170575.66180536,8600455.696906323,5136223214.762023
2025-11-14,1504.TW,61.12060377424473,869795.9406448603,53162453.05260099,9120182.241095696,5201363381.188227
2025-11-17,1504.TW,60.351169917898766,1193037.563107705,72001212.68954897,10368047.949060602,5135884560.013185
2025-11-18,1504.TW,60.651486385615655,1075421.3382126642,65225902.65340597,18535313.470779814,5161441491.415893
2025-11-19,1504.TW,61.00434487194779,1138542.0704212347,69456013.11519846,12029175.395603903,5191469748.6027565
2025-11-20,1504.TW,61.27084133239913,1216639.2635144962,74544511.27356362,20492157.23358481,5214148597.387166
2025-11-21,1504.TW,61.457041614557845,1035538.6996216616,63641144.956133574,14562038.671760643,5229994241.398872
2025-11-24,1504.TW,61.33122068056961,1201685.3510493382,73700829.45381472,20182044.793353684,5219286879.916473
2025-11-25,1504.TW,60.80755265754215,720334.0570019493,43801751.102167,12339880.003359197,5174722731.156837
2025-11-26,1504.TW,60.6317662014303,539538.7472868704,32713187.182110112,6989018.619253788,5159763303.741718
