CandidateGroupId,GroupName,TickerCode,Ticker,Name,Market,MarketLabel,CandidateRole,SizeTier,SizeBucketPolicy,CapitalControlStyle,SourceReportedMemberScore1,SourceReportedMemberScore2,SourceReportedChange1D,EvidenceTier,CandidateIdPolicy,SourceVersion,CanonicalMutation,VerificationIssue
C49-003,太陽能與儲能,6244,6244.TWO,茂迪,TPEX,上櫃,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.46,0.41,0.34,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-003,太陽能與儲能,6477,6477.TWO,安集,TPEX,上櫃,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.43,0.38,0.26,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-003,太陽能與儲能,5483,5483.TWO,中美晶,TPEX,上櫃,LAGGARD,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.27,0.21,-0.36,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-004,半導體上游 · 矽晶圓與材料,6488,6488.TWO,環球晶,TPEX,上櫃,LEADER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.58,0.52,0.6,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-004,半導體上游 · 矽晶圓與材料,5483,5483.TWO,中美晶,TPEX,上櫃,LEADER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.55,0.5,0.52,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-004,半導體上游 · 矽晶圓與材料,4772,4772.TWO,台特化,TPEX,上櫃,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.5,0.45,0.44,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-004,半導體上游 · 矽晶圓與材料,4755,4755.TWO,三福化,TPEX,上櫃,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.46,0.41,0.32,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-004,半導體上游 · 矽晶圓與材料,5434,5434.TW,崇越,TWSE,上市,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.44,0.39,0.28,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-004,半導體上游 · 矽晶圓與材料,8028,8028.TWO,昇陽半導體,TPEX,上櫃,LAGGARD,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.26,0.2,-0.42,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-004,半導體上游 · 矽晶圓與材料,1785,1785.TWO,光洋科,TPEX,上櫃,LAGGARD,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.24,0.18,-0.55,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-005,半導體上游 · 氣體與化學品,3010,3010.TW,華立,TWSE,上市,LEADER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.52,0.47,0.48,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-005,半導體上游 · 氣體與化學品,1773,1773.TW,勝一,TWSE,上市,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.46,0.41,0.34,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-005,半導體上游 · 氣體與化學品,4722,4722.TW,國精化,TWSE,上市,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.42,0.37,0.26,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-005,半導體上游 · 氣體與化學品,1229,1229.TW,聯華,TWSE,上市,LAGGARD,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.25,0.19,-0.4,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-005,半導體上游 · 氣體與化學品,4772,4772.TWO,台特化,TPEX,上櫃,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.48,0.43,0.36,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-006,半導體設備,2360,2360.TW,致茂,TWSE,上市,LEADER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,,,,VDF_REQUIRED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-006,半導體設備,3680,3680.TWO,家登,TPEX,上櫃,LEADER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,,,,VDF_REQUIRED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-006,半導體設備,3583,3583.TW,辛耘,TWSE,上市,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,,,,VDF_REQUIRED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-006,半導體設備,6187,6187.TWO,萬潤,TPEX,上櫃,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,,,,VDF_REQUIRED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-006,半導體設備,2467,2467.TW,志聖,TWSE,上市,LAGGARD,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,,,,VDF_REQUIRED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-007,半導體通路,3702,3702.TW,大聯大,TWSE,上市,LEADER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.52,0.47,0.44,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-007,半導體通路,3036,3036.TW,文曄,TWSE,上市,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.5,0.45,0.4,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-007,半導體通路,5434,5434.TW,崇越,TWSE,上市,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.46,0.41,0.32,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-007,半導體通路,8112,8112.TW,至上,TWSE,上市,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.42,0.37,0.24,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-007,半導體通路,3033,3033.TW,威健,TWSE,上市,LAGGARD,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.25,0.19,-0.42,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-008,台積電擴廠,6196,6196.TW,帆宣,TWSE,上市,LEADER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.72,0.66,1.16,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-008,台積電擴廠,2404,2404.TW,漢唐,TWSE,上市,LEADER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.7,0.64,1.04,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-008,台積電擴廠,6139,6139.TW,亞翔,TWSE,上市,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.54,0.49,0.58,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-008,台積電擴廠,3413,3413.TWO,京鼎,TPEX,上櫃,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.52,0.47,0.54,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-008,台積電擴廠,6667,6667.TWO,信紘科,TPEX,上櫃,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.5,0.45,0.46,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-008,台積電擴廠,3131,3131.TWO,弘塑,TPEX,上櫃,LAGGARD,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.3,0.24,-0.3,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-009,生技醫療,6472,6472.TWO,保瑞,TPEX,上櫃,LEADER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.72,0.66,1.34,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-009,生技醫療,6446,6446.TW,藥華藥,TWSE,上市,LEADER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.68,0.62,1.12,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-009,生技醫療,1795,1795.TW,美時,TWSE,上市,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.52,0.47,0.5,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-009,生技醫療,4162,4162.TWO,智擎,TPEX,上櫃,LAGGARD,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.26,0.2,-0.52,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-009,生技醫療,6562,6562.TWO,聯亞藥,TPEX,上櫃,LAGGARD,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.22,0.16,-0.66,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-010,光通訊 · 光收發模組,3081,3081.TWO,聯亞,TPEX,上櫃,LEADER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.76,0.7,1.54,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-010,光通訊 · 光收發模組,6442,6442.TWO,光聖,TPEX,上櫃,LEADER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.68,0.62,1.06,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-010,光通訊 · 光收發模組,4977,4977.TWO,眾達-KY,TPEX,上櫃,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.5,0.45,0.46,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-010,光通訊 · 光收發模組,3163,3163.TWO,波若威,TPEX,上櫃,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.46,0.41,0.33,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-010,光通訊 · 光收發模組,4979,4979.TWO,華星光,TPEX,上櫃,LAGGARD,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.24,0.18,-0.68,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-011,光通訊 · 高速線纜,3665,3665.TW,貿聯-KY,TWSE,上市,LEADER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.72,0.66,1.32,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-011,光通訊 · 高速線纜,6205,6205.TW,詮欣,TWSE,上市,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.48,0.43,0.38,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-011,光通訊 · 高速線纜,6126,6126.TWO,信音,TPEX,上櫃,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.44,0.39,0.28,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-011,光通訊 · 高速線纜,2460,2460.TW,建通,TWSE,上市,LAGGARD,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.25,0.19,-0.44,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-012,光通訊 · CPO 共封裝,3363,3363.TW,上詮,TWSE,上市,LEADER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.64,0.58,0.92,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-012,光通訊 · CPO 共封裝,3450,3450.TWO,聯鈞,TPEX,上櫃,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.55,0.5,0.6,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-012,光通訊 · CPO 共封裝,4908,4908.TW,前鼎,TWSE,上市,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.46,0.41,0.34,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-012,光通訊 · CPO 共封裝,3234,3234.TW,光環,TWSE,上市,LAGGARD,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.3,0.24,-0.36,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-013,光學,3008,3008.TW,大立光,TWSE,上市,LEADER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.66,0.71,0.92,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-013,光學,3406,3406.TW,玉晶光,TWSE,上市,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.43,0.46,0.24,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-013,光學,3362,3362.TW,先進光,TWSE,上市,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.38,0.34,0.18,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-013,光學,3019,3019.TW,亞光,TWSE,上市,LAGGARD,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.21,0.17,-0.81,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-013,光學,4976,4976.TWO,佳凌,TPEX,上櫃,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.36,0.32,0.14,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-013,光學,6209,6209.TWO,今國光,TPEX,上櫃,LAGGARD,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.23,0.18,-0.5,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-014,低軌衛星,3491,3491.TWO,昇達科,TPEX,上櫃,LEADER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.72,0.66,1.41,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-014,低軌衛星,2314,2314.TW,台揚,TWSE,上市,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.5,0.45,0.47,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-014,低軌衛星,6285,6285.TW,啟碁,TWSE,上市,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.47,0.42,0.39,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-014,低軌衛星,6271,6271.TW,同欣電,TWSE,上市,LAGGARD,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.23,0.17,-0.71,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-014,低軌衛星,3178,3178.TWO,公準,TPEX,上櫃,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.44,0.39,0.3,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-014,低軌衛星,6207,6207.TWO,雷科,TPEX,上櫃,LAGGARD,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,0.25,0.19,-0.46,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-015,矽智財 IP,3529,3529.TWO,力旺,TPEX,上櫃,LEADER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,,,,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
C49-015,矽智財 IP,6533,6533.TWO,晶心科,TPEX,上櫃,PEER,NEEDS_FETCH,ROLLING_MARKET_CAP_P90_P60_QUARTERLY_APPEND_ONLY,NEEDS_FETCH,,,,SOURCE_REPORTED_SOURCED_UNVERIFIED,NONCANONICAL_CANDIDATE_ID,ATTACHED_FLOWROT_V21_2026-08-18,0,
