GroupId,GroupName,Ticker,TickerCode,Name,CandidateRole,IndexEligible,FlowEligible,DisplayOnly,PrimaryEconomicIdentity,Market,MarketVerified,MarketSource,UITier,SourceVersion,DataEvidence
TWG003,觀光餐飲,2731.TW,2731,雄獅,LEADER,True,True,False,觀光餐飲,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG003,觀光餐飲,2707.TW,2707,晶華,PEER,True,True,False,觀光餐飲,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG003,觀光餐飲,2729.TW,2729,瓦城,PEER,True,True,False,觀光餐飲,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG004,PCB,2367.TW,2367,燿華,LAGGARD,True,True,False,PCB,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG004,PCB,2383.TW,2383,台光電,LEADER,True,True,False,PCB,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG004,PCB,4958.TW,4958,臻鼎-KY,LEADER,True,True,False,PCB,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG004,PCB,2368.TW,2368,金像電,PEER,True,True,False,PCB,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG004,PCB,3044.TW,3044,健鼎,PEER,True,True,False,PCB,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG005,金融,2884.TW,2884,玉山金,LAGGARD,True,True,False,金融,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG005,金融,2881.TW,2881,富邦金,LEADER,True,True,False,金融,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG005,金融,2882.TW,2882,國泰金,PEER,True,True,False,金融,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG005,金融,2886.TW,2886,兆豐金,PEER,True,True,False,金融,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG006,IC設計,3545.TW,3545,敦泰,LAGGARD,True,True,False,IC設計,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG006,IC設計,3034.TW,3034,聯詠,LEADER,True,True,False,IC設計,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG006,IC設計,2379.TW,2379,瑞昱,PEER,True,True,False,IC設計,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG006,IC設計,6415.TW,6415,矽力-KY,PEER,True,True,False,IC設計,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG007,AI 伺服器,2376.TW,2376,技嘉,LAGGARD,True,True,False,AI 伺服器,TWSE,True,9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG007,AI 伺服器,2317.TW,2317,鴻海,LEADER,True,True,False,AI 伺服器,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py+9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG007,AI 伺服器,6669.TW,6669,緯穎,LEADER,True,True,False,AI 伺服器,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py+9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG007,AI 伺服器,2356.TW,2356,英業達,PEER,True,True,False,AI 伺服器,TWSE,True,9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG007,AI 伺服器,2382.TW,2382,廣達,PEER,True,True,False,AI 伺服器,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py+9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG007,AI 伺服器,3231.TW,3231,緯創,PEER,True,True,False,AI 伺服器,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py+9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG007,AI 伺服器,8210.TW,8210,勤誠,PEER,True,True,False,AI 伺服器,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py+9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG008,ASIC 設計服務,2569.TW,2569,揚智,LAGGARD,True,True,False,ASIC 設計服務,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG008,ASIC 設計服務,3443.TW,3443,創意,LEADER,True,True,False,ASIC 設計服務,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG008,ASIC 設計服務,3661.TW,3661,世芯-KY,LEADER,True,True,False,ASIC 設計服務,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG008,ASIC 設計服務,3035.TW,3035,智原,PEER,True,True,False,ASIC 設計服務,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG009,散熱,3338.TWO,3338,泰碩,LAGGARD,True,True,False,散熱,TPEX,True,9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG009,散熱,6125.TW,6125,廣運,LAGGARD,True,True,False,散熱,TWSE,True,9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG009,散熱,3017.TW,3017,奇鋐,LEADER,True,True,False,散熱,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py+9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG009,散熱,3324.TW,3324,雙鴻,LEADER,True,True,False,散熱,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py+9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG009,散熱,2421.TW,2421,建準,PEER,True,True,False,散熱,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py+9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG009,散熱,3483.TW,3483,力致,PEER,True,True,False,散熱,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py+9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG009,散熱,6275.TWO,6275,元山,PEER,True,True,False,散熱,TPEX,True,9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG009,散熱,6591.TW,6591,動力-KY,PEER,True,True,False,散熱,TWSE,True,9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG010,航空,2646.TW,2646,星宇,LAGGARD,True,True,False,航空,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG010,航空,2618.TW,2618,長榮航,LEADER,True,True,False,航空,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG010,航空,2610.TW,2610,華航,PEER,True,True,False,航空,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG011,重電,1514.TW,1514,亞力,LAGGARD,True,True,False,重電,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py+9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG011,重電,1519.TW,1519,華城,LEADER,True,True,False,重電,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py+9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG011,重電,1503.TW,1503,士電,PEER,True,True,False,重電,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py+9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG011,重電,1504.TW,1504,東元,PEER,True,True,False,重電,TWSE,True,9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG011,重電,1513.TW,1513,中興電,PEER,True,True,False,重電,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py+9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG011,重電,2371.TW,2371,大同,PEER,True,True,False,重電,TWSE,True,9df6891b-d309-4af6-bc58-a21b2907308e.py,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG012,記憶體,8299.TW,8299,群聯,LAGGARD,True,True,False,記憶體,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG012,記憶體,2408.TW,2408,南亞科,LEADER,True,True,False,記憶體,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG012,記憶體,2337.TW,2337,旺宏,PEER,True,True,False,記憶體,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG012,記憶體,2344.TW,2344,華邦電,PEER,True,True,False,記憶體,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG012,記憶體,3260.TW,3260,威剛,PEER,True,True,False,記憶體,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG013,台積電擴廠,3131.TW,3131,弘塑,LAGGARD,True,True,False,台積電擴廠,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG013,台積電擴廠,2404.TW,2404,漢唐,LEADER,True,True,False,台積電擴廠,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG013,台積電擴廠,6196.TW,6196,帆宣,LEADER,True,True,False,台積電擴廠,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG013,台積電擴廠,3413.TW,3413,京鼎,PEER,True,True,False,台積電擴廠,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG013,台積電擴廠,6139.TW,6139,亞翔,PEER,True,True,False,台積電擴廠,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG013,台積電擴廠,6667.TW,6667,信紘科,PEER,True,True,False,台積電擴廠,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,WIDE,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG014,電源管理,5263.TW,5263,僑威,LAGGARD,True,True,False,電源管理,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG014,電源管理,2308.TW,2308,台達電,LEADER,True,True,False,電源管理,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG014,電源管理,2301.TW,2301,光寶科,PEER,True,True,False,電源管理,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG014,電源管理,3015.TW,3015,全漢,PEER,True,True,False,電源管理,TWSE,True,8bd5bc08-9d82-4fb1-98d0-1763f5210a27.py,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG015,電動車,8255.TW,8255,朋程,LAGGARD,True,True,False,電動車,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG015,電動車,3665.TW,3665,貿聯-KY,LEADER,True,True,False,電動車,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG015,電動車,1536.TW,1536,和大,PEER,True,True,False,電動車,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG015,電動車,2231.TW,2231,為升,PEER,True,True,False,電動車,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG016,軍工航太,8383.TW,8383,千附,LAGGARD,True,True,False,軍工航太,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG016,軍工航太,2634.TW,2634,漢翔,LEADER,True,True,False,軍工航太,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG016,軍工航太,8033.TW,8033,雷虎,PEER,True,True,False,軍工航太,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG016,軍工航太,8222.TW,8222,寶一,PEER,True,True,False,軍工航太,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG017,網通設備,3380.TW,3380,明泰,LAGGARD,True,True,False,網通設備,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG017,網通設備,2345.TW,2345,智邦,LEADER,True,True,False,網通設備,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG017,網通設備,3596.TW,3596,智易,PEER,True,True,False,網通設備,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG017,網通設備,5388.TW,5388,中磊,PEER,True,True,False,網通設備,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
TWG018,半導體設備,2467.TW,2467,志聖,LAGGARD,True,True,False,半導體設備,REVIEW,False,FIXTURE_DEFAULT_TW_NOT_VERIFIED,STANDARD,ATTACHED_CANDIDATE_LIST_WITH_CONTROLLED_MARKET_FIXTURE_V0200,DEMO_FIXTURE_DO_NOT_PROMOTE
