date,ticker,sector,att_share,size_tier,role,capital_style,foreign_pattern,valid_member,rolling_corr,consistency,momentum_z,vwsp_z,z_foreign,z_sitc,z_dealer,z_margin_buy,z_margin_short,daytrade_ratio
2025-01-21,2600,航運,0.08959650458539681,Large,PEER,Mixed,Neutral,,,1.0345361001418472,0.6024195625360841,1.717301635734779,-0.3818800840154591,-0.3818800840154591,-0.381880084015459,-0.7014145239267429,-0.7783281921010498,0.2032723552453231
2025-01-22,2600,航運,0.115149113777218,Large,PEER,Mixed,Neutral,,,-2.8272414144157563,1.8494294816063084,-1.5287100387088977,-2.04320228721627,-2.0432022872162694,-2.0432022872162694,1.5417674803411927,-0.13241667259798828,0.29673846541904964
2025-01-23,2600,航運,0.07512734041685153,Mid,PEER,Mixed,Neutral,,,-0.5152124511741427,-0.669446164741661,0.769609982563666,-0.6514373310060169,-0.6514373310060168,-0.6514373310060166,0.4684266866830975,-0.6011595394671302,0.4773204385550542
2025-01-24,2600,航運,0.09836113807393153,Large,PEER,Mixed,Neutral,,,-0.41507445470626203,0.8194635442824653,-0.5065197318444563,1.1569801094335574,1.1569801094335568,1.1569801094335572,1.3319052567560858,0.820122025053734,0.1044659781266811
2025-01-27,2600,航運,0.1134954287584145,Large,PEER,Mixed,Neutral,,,0.2313020654748314,1.1518424594637737,0.20081050457413357,0.5001143020608355,0.5001143020608354,0.5001143020608354,-0.7398937101323382,-0.6500567097197781,0.13550081337438488
2025-01-28,2600,航運,0.06394610974801336,Mid,LAGGER,Mixed,Trend_Following,false,,0.5654472459944885,-1.039596098400781,-0.5439105118462069,1.7837669588956346,1.7837669588956342,1.7837669588956342,-0.44022753552724214,0.14962429688982773,0.5592846834289052
2025-01-29,2600,航運,0.0868759428624907,Large,PEER,Mixed,Trend_Following,true,0.38490837145607415,0.13260214849546387,-0.26240979755210175,-0.5053246857870677,0.2414678770354254,0.24146787703542538,0.24146787703542535,-0.4550922630098271,-0.7807880706806033,0.16591167215807845
2025-01-30,2600,航運,0.08321462445998723,Mid,PEER,Mixed,Trend_Following,false,0.29612562100262113,0.01689979444980112,-0.13557404978317592,-0.12465360794952297,1.02795297748653,1.0279529774865295,1.02795297748653,-0.05958777357612786,0.1917473113522045,0.27634558164995
2025-01-31,2600,航運,0.06927155127966533,Mid,LAGGER,Mixed,Trend_Following,false,0.29813841016105214,-0.06875130376384764,-1.1453374813418655,0.06002711417712387,1.1677610577371256,1.1677610577371251,1.1677610577371254,-0.5907219596067346,0.6833419913451396,0.47644821654313807
2025-02-03,2600,航運,0.10272173944830507,Large,LEADER,Mixed,Trend_Following,false,0.28528217146800433,-0.574900620147203,0.7914972605054222,-0.7263456853661019,0.9748851343948682,0.9748851343948679,0.974885134394868,-0.7869323228552757,1.7304207776038023,0.2103030751138392
2025-02-04,2600,航運,0.12338811370917803,Large,PEER,Mixed,Trend_Following,false,0.2950503545382951,-1.814893455325019,1.4645376523340903,-1.2392262175250688,-0.5069876830564805,-0.5069876830564805,-0.5069876830564805,-0.2651410176399292,0.7739848305533717,0.4528577889363221
2025-02-05,2600,航運,0.05258951120234811,Mid,PEER,Mixed,Trend_Following,false,0.4337731763401009,-2.3292753412321168,-1.4522693033430527,1.603886645452217,0.27985722931538604,0.27985722931538604,0.279857229315386,-0.6918226340862633,0.3833390000897309,0.41028089940877727
2025-02-06,2600,航運,0.0626508389960076,Mid,LEADER,Mixed,Trend_Following,false,0.44690734578537783,0.07613352708162892,-0.7178820159656077,-0.10605298000009561,0.4761163255348635,0.4761163255348635,0.47611632553486344,0.17839726226765373,-0.4737009795180547,0.38909449459372947
2025-02-07,2600,航運,0.09858077710482371,Large,LEADER,Mixed,Trend_Following,true,0.5013032998845698,3.175858176048257,1.2899046516183257,2.4620875442722046,-0.7972287105488282,-0.7972287105488277,-0.7972287105488279,1.4270312998454302,-0.4805149125567579,0.16188511610013429
2025-02-10,2600,航運,0.07275175369649446,Mid,LEADER,Mixed,Trend_Following,true,0.5000068469694505,0.5962035859831563,-0.6196394735882375,-0.9621781881174104,0.1973619406774867,0.19736194067748666,0.19736194067748664,-0.28422031180578,1.7161733573624354,0.49017999934241185
2025-02-11,2600,航運,0.037345153505339464,Small,PEER,Mixed,Trend_Following,false,0.5505675919472104,-2.3543004747086136,-1.6350108034729438,1.4399296137418902,0.049631022668517655,0.04963102266851768,0.04963102266851765,0.22070331116010453,-0.3632861788418001,0.6890880734691601
2025-02-12,2600,航運,0.11087902392594988,Large,PEER,Mixed,Trend_Following,true,0.5712649752210496,0.32979054151720855,0.845772410315848,0.38992823305036695,0.35386879506531477,0.35386879506531466,0.3538687950653147,0.677111505789509,2.1359118720739705,0.248072463385819
2025-02-13,2600,航運,0.10076018856754113,Large,PEER,Mixed,Trend_Following,true,0.5342246699239994,0.5263070154903344,0.8657002005497052,0.60795528885882,1.252764242573863,1.2527642425738628,1.2527642425738628,-0.3630337081521189,-0.9382343195133446,0.24468975886462044
2025-02-14,2600,航運,0.06460808685495457,Mid,PEER,Mixed,Trend_Following,false,0.5393881980457736,1.1828372493763066,-0.973368171122648,-1.215200254608762,-0.8529628768837539,-0.8529628768837535,-0.8529628768837537,-0.7883798344047487,-1.0841763281995838,0.4941848481573243
2025-02-17,2600,航運,0.07143497997385079,Mid,PEER,Mixed,Neutral,false,0.5250671003118942,0.30672172352583943,-0.4076317863224021,-0.7524480028729865,-0.578446034855632,-0.5784460348556316,-0.5784460348556318,1.2787802239751356,-0.3820140989653621,0.41912146228143426
2025-02-18,2600,航運,0.08181122056545836,Mid,PEER,Foreign,Trend_Following,false,0.5059246863019519,-0.07431530179243782,0.3196511532418322,-0.2324887648261183,0.06355137632629075,0.06355137632629075,0.06355137632629074,-0.8004819298041315,0.03916507481731454,0.11626072591720102
2025-02-19,2600,航運,0.032762155631639284,Small,PEER,Mixed,Neutral,false,0.507521875499196,0.2833211746659095,-1.5844385567565837,-0.17881487007352342,-0.08926943727165752,-0.08926943727165744,-0.0892694372716575,-0.8496318665562316,-1.0082077359157524,0.5246361516868963
2025-02-20,2600,航運,0.06552788074485769,Mid,PEER,Domestic,Neutral,false,0.5069164527280056,0.001887971075591377,-0.011947999028214107,-0.15801567033384467,-0.3293864242980235,-0.32938642429802334,-0.3293864242980234,1.2843831649099156,0.05660048816317138,0.3536514620242542
2025-02-21,2600,航運,0.07484417321615816,Large,PEER,Mixed,Neutral,false,0.4955575054274032,0.1996200760536464,0.25374229538130083,0.7867039893907932,1.0016726875233362,1.001672687523336,1.001672687523336,-0.7019591111264092,-0.9518232419050052,0.1672886894628383
2025-02-24,2600,航運,0.098986015357411,Large,PEER,Domestic,Neutral,false,0.27075959667416555,-0.4726939959537488,1.2683901703366027,-0.3726723897807456,-0.40630603509622004,-0.4063060350962199,-0.40630603509621993,-0.9419007552505081,2.3112345233814904,0.3697726448014278
2025-02-25,2600,航運,0.12817660783153742,Large,PEER,Domestic,Neutral,false,0.2710241604782578,0.20609714001004054,1.047190253416801,0.19680964307830517,-0.41883733295180264,-0.41883733295180237,-0.41883733295180253,-0.029788365602360672,-0.8853090184662094,0.26728917402249197
2025-02-26,2600,航運,0.059237112595451745,Mid,LAGGER,Domestic,Neutral,false,0.26903043321931575,0.22654893396172532,-1.0581190703371695,-0.21410533116044828,1.4100186859638733,1.4100186859638728,1.4100186859638728,-0.5359948758414042,-0.0506297939983332,0.4656366301682994
2025-02-27,2600,航運,0.07398722655798042,Mid,LEADER,Domestic,Neutral,false,0.3855432411674232,-0.6706663765905279,-0.4276213333100567,1.5683651033009753,-0.6285806723765262,-0.6285806723765258,-0.6285806723765259,0.27052280006365875,1.157367465553666,0.5599341466349281
2025-02-28,2600,航運,0.08421973770120184,Mid,LEADER,Domestic,Neutral,false,0.39268764049289523,0.14582560322541543,0.6219832825159506,0.23445260881537563,-1.4398585736349472,-1.4398585736349465,-1.4398585736349467,1.6131265357019917,0.14516876968703948,0.34850398105632624
2025-03-03,2600,航運,0.08354136836354932,Mid,PEER,Domestic,Neutral,false,0.5011956472411245,0.5007082389476847,0.18392773601004284,2.7223095864146614,0.7759170415715418,0.7759170415715414,0.7759170415715416,-0.6152059269437287,0.27851822385101255,0.30849403104674367
2025-03-04,2600,航運,0.08917935776918882,Large,PEER,Domestic,Neutral,false,0.49444513201866175,-0.49541272857349605,0.4535443863543414,-1.092313659872849,-0.9364968107863976,-0.936496810786397,-0.9364968107863973,-0.1310942704523496,2.197381775805453,0.3899956506396194
2025-03-05,2600,航運,0.1017134255877264,Large,PEER,Domestic,Neutral,false,0.500976852114094,0.42968700882427546,1.1554089484777423,0.37189170932974897,0.3702001061072249,0.37020010610722476,0.3702001061072248,1.807894451834079,-0.4831581157367423,0.3069528893303662
2025-03-06,2600,航運,0.10600668544019118,Large,PEER,Mixed,Neutral,false,0.5119496128762632,0.479380213532037,0.7330731246015775,0.6539323260453429,0.19624901805780406,0.19624901805780398,0.196249018057804,0.32376520408445436,-0.5818138678011954,0.23491019588069154
2025-03-07,2600,航運,0.106874783648978,Large,PEER,Domestic,Neutral,false,0.5031015676206774,0.21926468190558068,0.8632720160434249,0.25399257456591884,-0.31087290116527544,-0.3108729011652753,-0.31087290116527533,-0.27995776280917367,0.2003345734154878,0.3134936279851847
2025-03-10,2600,航運,0.0843827198440218,Large,PEER,Domestic,Neutral,false,0.5755625842217866,-0.43124234888018614,-0.24106807052727475,1.7888820694377061,-0.9656484487970066,-0.9656484487970062,-0.9656484487970063,0.3262876418159825,-0.22267352909606464,0.3763242702870728
2025-03-11,2600,航運,0.0846064253585122,Mid,PEER,Domestic,Neutral,false,0.5538897270652066,-0.011961245996300727,-0.04452089468855158,0.26866589451933287,0.5878317549208825,0.5878317549208822,0.5878317549208824,-0.262274883477682,-0.6560976677566167,0.37018983289064117
2025-03-12,2600,航運,0.06719697318383289,Mid,PEER,Mixed,Trend_Following,false,0.5575330649818538,0.014104853053206887,-1.2568663139979497,-0.011222238114044877,0.5627405354291408,0.5627405354291405,0.5627405354291406,-0.20626733041171252,-0.7043153721017061,0.23274264884978965
2025-03-13,2600,航運,0.07405555887764319,Mid,PEER,Domestic,Neutral,false,0.5448254222113619,0.09369409181980648,-0.5008404327038903,-0.18707373786493156,-0.5510608615145514,-0.551060861514551,-0.5510608615145511,-1.167610629890684,-0.24361603127070858,0.3256322614976185
2025-03-14,2600,航運,0.11516175050558229,Large,PEER,Mixed,Trend_Following,false,0.5731792998419752,1.068571166024824,1.261730496636679,0.8469092003983828,0.4934524520678199,0.4934524520678197,0.49345245206781974,0.772970628829286,0.9088052023003833,0.18500623774352273
2025-03-17,2600,航運,0.08622385334601415,Large,PEER,Domestic,Neutral,false,0.5972278231910463,-0.32851553107019904,0.2167266011070769,-1.5158062249492448,-0.25873446417013996,-0.25873446417013973,-0.25873446417013984,-0.7262469381058116,-0.2251431664895935,0.1177050579297893
2025-03-18,2600,航運,0.06608438413058608,Mid,PEER,Mixed,Trend_Following,false,0.5659654659708052,-0.1840798592895752,-0.9554998258250837,0.1926529490788974,0.8169476650964262,0.8169476650964258,0.816947665096426,-1.0161153249270642,0.37704154846883364,0.21040646563111523
2025-03-19,2600,航運,0.08471795984358872,Mid,PEER,Mixed,Trend_Following,false,0.6123617465493287,0.2235690166901555,-0.14057776389017543,-1.590358321994764,0.47480044262919513,0.47480044262919496,0.47480044262919496,1.4848324370604788,-0.7924479232997265,0.37000326055523003
2025-03-20,2600,航運,0.11439727491701926,Large,PEER,Mixed,Neutral,false,0.6476258787958318,-1.749365676979389,1.6254835878917049,-1.076212451488583,-0.502974663543164,-0.5029746635431638,-0.5029746635431638,-0.7601806305021125,1.7733018730184955,0.20718818842215972
2025-03-21,2600,航運,0.07704681758707055,Mid,PEER,Mixed,Trend_Following,true,0.6529237259607596,-0.2824560598993167,-0.45203613824962474,0.6248528292296356,0.9661747702114752,0.9661747702114746,0.9661747702114749,0.022762007474914307,-0.9704346859708102,0.23696739281382054
2025-03-24,2600,航運,0.10280142469035629,Large,PEER,Domestic,Neutral,true,0.6585127621581611,0.09238502937980374,0.3067935988930145,0.3011308896702906,-0.16207260021803443,-0.16207260021803435,-0.16207260021803438,0.009173444356235074,0.37146144268077186,0.3481689861682432
2025-03-25,2600,航運,0.0961565707668234,Large,PEER,Domestic,Neutral,true,0.65994662005282,0.12412685106957873,0.19089835168533772,0.6502248446554424,-0.27809539291158736,-0.27809539291158725,-0.27809539291158725,1.7376693122779232,0.2380322214134289,0.19663699132176565
2025-03-26,2600,航運,0.13057157409263861,Large,PEER,Domestic,Neutral,true,0.6486802675613703,-0.5005675688044265,1.2013076077729081,-0.4166855895738675,0.18836283182139604,0.18836283182139593,0.188362831821396,0.6610732159625612,-0.6676699046544784,0.32270935367027365
2025-03-27,2600,航運,0.06658787662590475,Mid,PEER,Domestic,Neutral,false,0.6020643290866802,1.2583624217429958,-1.4080725127551403,-0.8936772860374851,-0.5105038203670966,-0.5105038203670964,-0.5105038203670964,-0.8375123732127785,-0.7536156877789877,0.19551529199770978
2025-03-28,2600,航運,0.02280764308864815,Small,PEER,Domestic,Neutral,false,0.6015416200789567,0.07800983231116994,-2.3687518563555985,-0.032932884929192455,0.07182908818831524,0.07182908818831521,0.07182908818831522,-0.9854316323300389,-0.9218005740222267,0.5813648407070936
2025-03-31,2600,航運,0.07593058754148962,Mid,PEER,Domestic,Neutral,true,0.6145896681424105,0.16419648007903354,-0.16209586757430916,-1.012959074997772,-0.16247912012031043,-0.16247912012031035,-0.16247912012031038,-1.0414319036269808,0.6989017978680447,0.3856035591383582
2025-04-01,2600,航運,0.10165656995222967,Large,PEER,Domestic,Neutral,true,0.6116497034034286,0.22289469073259674,0.5303350968027029,0.420290288303357,-1.6101222113963034,-1.610122211396303,-1.610122211396303,0.3684914477369608,0.7272137142946311,0.39611363124581017
2025-04-02,2600,航運,0.05218731789577048,Mid,PEER,Domestic,Neutral,false,0.6122575966381798,-0.6799950102292611,-1.3135444402790577,0.5176794856554672,0.1577266634004315,0.15772666340043148,0.15772666340043145,-0.8458709449491625,-0.9155215323855127,0.6695918064315022
2025-04-03,2600,航運,0.08112681164153902,Large,PEER,Domestic,Neutral,true,0.6279393378988853,0.2826920516475616,-0.3083642822417431,-0.9167470680859995,-0.09934727513899946,-0.09934727513899942,-0.09934727513899942,-0.2541903805965622,-0.9903867176697989,0.26478168185898254
2025-04-04,2600,航運,0.10267777235040634,Large,PEER,Domestic,Neutral,true,0.6463309373289285,-1.0513867222492748,0.953869236150439,-1.102233600165564,-0.2524517650096074,-0.25245176500960725,-0.2524517650096073,0.09000130133826693,0.6300232568114625,0.22501554900404178
2025-04-07,2600,航運,0.06073733676009449,Mid,PEER,Domestic,Neutral,false,0.6465434331665181,0.11155148009871779,-0.9255112389827801,-0.12052957911275382,0.1078572286110672,0.10785722861106715,0.10785722861106717,1.8910457955700535,0.6688167380267767,0.598577871564299
2025-04-08,2600,航運,0.1312508041668095,Large,PEER,Domestic,Neutral,true,0.6471613100047208,-0.4194254238738562,1.7276942105891742,-0.2427660064513527,0.37176910076971476,0.3717691007697146,0.37176910076971464,0.3822327271658359,-0.7027369490412841,0.11892199476601936
2025-04-09,2600,航運,0.05877597028791975,Mid,PEER,Mixed,Trend_Following,false,0.6289093349214145,-1.1789971761148619,-0.8342625812841532,1.4132207323742962,1.312901855381736,1.3129018553817353,1.3129018553817355,-0.7645683148308039,-1.1023784749862302,0.2823428796188357
2025-04-10,2600,航運,0.0436929088251347,Small,PEER,Mixed,Trend_Following,false,0.5990617647825497,-0.6150554389191241,-1.2927350255789927,0.4757784284862645,-0.0035559948777354024,-0.0035559948777353838,-0.003555994877735401,-0.9746066099171925,-1.0070083907081688,0.5759063308310216
2025-04-11,2600,航運,0.04988325289454596,Mid,PEER,Foreign,Trend_Following,false,0.6053019889395229,-0.3677940867283999,-0.8814272709168498,0.4172710544181655,-0.02553041204090306,-0.025530412040903026,-0.02553041204090305,-0.41396027583087425,-0.9208349955357648,0.2512044797688421
2025-04-14,2600,航運,0.07058799848888575,Mid,PEER,Foreign,Trend_Following,true,0.5996879029972897,0.0510222715259631,-0.09656497103147554,-0.528372462404947,0.5294325137911959,0.5294325137911955,0.5294325137911957,0.40565810799354385,-0.35617714230937864,0.29568292185803363
2025-04-15,2600,航運,0.08516125434677779,Mid,PEER,Foreign,Trend_Following,true,0.5962629239610477,0.04174643735156566,0.26559800602055933,0.15717903148841475,-0.07395784635580305,-0.07395784635580299,-0.07395784635580302,-0.7883574988815866,-0.42490387534565305,0.17290100897598334
2025-04-16,2600,航運,0.06538412186534388,Mid,PEER,Foreign,Trend_Following,false,0.5979391034116379,-0.14265460145307277,-0.3704432046692507,0.38509169463762083,0.329455787092719,0.3294557870927188,0.32945578709271883,-0.7644808378656541,-0.835255890062572,0.18802329259111694
2025-04-17,2600,航運,0.08382685390181605,Large,PEER,Foreign,Neutral,true,0.628097145187812,0.7191968033927675,0.6120344700049788,1.1750919901405503,-0.7776421386403585,-0.7776421386403579,-0.7776421386403581,0.015032035744565835,-0.9472940710852751,0.3323635453581552
2025-04-18,2600,航運,0.0888622696514572,Large,PEER,Foreign,Neutral,false,0.48294484395454135,-0.09123000713464056,0.30557609345254116,-0.2985508653634563,-1.0382755848769778,-1.0382755848769771,-1.0382755848769774,-0.9765965356764171,-0.3146093497386345,0.36073498632436185
2025-04-21,2600,航運,0.06586297314258636,Mid,PEER,Foreign,Neutral,false,0.43947568844525614,0.3463613002600011,-0.5153035145518212,-0.6721500833566884,0.29372148559351485,0.29372148559351463,0.29372148559351474,-0.5279539167484938,-0.030729506997609797,0.2987524921983398
2025-04-22,2600,航運,0.13958067819942302,Large,PEER,Mixed,Neutral,false,0.4623915204446,-2.7691318991369154,1.8758090865729347,-1.4762333325701409,-1.7823626748887378,-1.7823626748887367,-1.7823626748887371,1.987650167300232,2.4288966768285536,0.33598261840161975
2025-04-23,2600,航運,0.0747858631210664,Mid,PEER,Foreign,Neutral,false,0.48410500181052635,0.0647747424837801,0.052100075616152784,1.243275402535073,0.523840513282879,0.5238405132828787,0.5238405132828787,-0.9056783463754989,0.2086764906626655,0.31267875309218573
2025-04-24,2600,航運,0.04194340492490328,Small,LAGGER,Foreign,Trend_Following,false,0.48660534990847076,0.06611068469734226,-1.2303888401418532,-0.05373153798251312,1.7430034927117186,1.743003492711718,1.743003492711718,0.3323973139143256,-1.018025543228461,0.5636645969724094
2025-04-25,2600,航運,0.034296193454435235,Small,PEER,Foreign,Trend_Following,false,0.4797346922347926,2.101022859861256,-1.162483038658953,-1.807357862429552,-0.35074743139831954,-0.3507474313983194,-0.3507474313983194,0.01079836717484111,-0.10292301638767426,0.49781589197181164
2025-04-28,2600,航運,0.12217852093420707,Large,PEER,Mixed,Neutral,true,0.4756424498056203,-1.72181113118531,1.6823760720699312,-1.023440097472891,-1.3740496139173342,-1.3740496139173335,-1.3740496139173337,0.750909472015153,-0.5729195530826424,0.3171274918462678
2025-04-29,2600,航運,0.09379673568410338,Large,PEER,Domestic,Neutral,false,0.47199782652670097,-0.019649301345671968,0.1752982538578305,-0.11209068495119093,-0.2712913542064405,-0.27129135420644035,-0.2712913542064404,1.2998338929110953,-0.7225730518998975,0.28521684357077043
2025-04-30,2600,航運,0.09673000592136116,Large,PEER,Mixed,Neutral,false,0.46215389994960066,-0.35572734725768895,0.5207433327889367,-0.6831145496429608,0.7715104482721932,0.7715104482721926,0.7715104482721928,1.5761410249287753,0.590217909722655,0.33784267773136145
2025-05-01,2600,航運,0.048408392497629564,Small,PEER,Foreign,Trend_Following,false,0.48372894856952875,-1.4365616167413833,-0.9427715739253126,1.5237642462639516,0.6594713714323294,0.659471371432329,0.6594713714323291,-0.7947505140712292,-0.1174213527338182,0.38783529864832217
2025-05-02,2600,航運,0.06298257480469346,Mid,PEER,Foreign,Trend_Following,false,0.4932398191179502,0.9384263255658535,-0.4754510280223637,-1.9737602197837985,0.585961308245292,0.5859613082452916,0.5859613082452918,-0.8787899151855806,-0.4325399173032505,0.40029431550442673
2025-05-05,2600,航運,0.12874446352822577,Large,PEER,Foreign,Trend_Following,false,0.4957918546012185,-0.7706232103277445,1.2465178986977072,-0.6182207340406816,3.7789484476147166,3.778948447614716,3.7789484476147157,-1.0202777917409416,-0.9124227526532791,0.4018036213569683
2025-05-06,2600,航運,0.05802932054004451,Mid,LAGGER,Foreign,Contrarian,false,0.4918826117267017,0.20377855342256543,-0.5398110894435462,-0.3774997539095142,-0.05808040547206673,-0.058080405472066714,-0.058080405472066714,-0.04176678769033371,-0.3610252084579526,0.48417213877485554
2025-05-07,2600,航運,0.14387252978631715,Large,PEER,Foreign,Trend_Following,false,0.44086597197257166,1.04053781074961,1.7671154265144626,0.5888340937648953,-0.20946146018416628,-0.20946146018416628,-0.20946146018416623,-0.7947597073977698,1.1594667158192358,0.24295225208952026
2025-05-08,2600,航運,0.08070974628735848,Mid,PEER,Foreign,Neutral,false,0.44969807739502105,0.01200473474690067,-0.024782514157863585,-0.4844034253518835,-0.8396144542917533,-0.8396144542917532,-0.8396144542917531,-0.8953708687305345,-0.6404303721370664,0.23197053087233768
2025-05-09,2600,航運,0.06608785751244717,Mid,PEER,Foreign,Trend_Following,false,0.4366870963982793,0.10878937227727409,-0.20057526351776334,-0.5423867847374882,-0.023464378325862425,-0.02346437832586241,-0.023464378325862418,-0.43187972596751023,-0.5431132285981495,0.35438924412360884
2025-05-12,2600,航運,0.10012777241303118,Large,PEER,Foreign,Trend_Following,false,0.42725262521240726,-0.1019395491157913,0.704805596829819,-0.14463498810779934,1.5736673489406214,1.5736673489406214,1.573667348940621,-0.37141675368106924,-0.9597945958468925,0.19407997868212543
2025-05-13,2600,航運,0.0729105981505774,Mid,PEER,Foreign,Trend_Following,false,0.4310963299643673,-0.4411068104316909,-0.48855814381253265,0.9028747468816126,-1.0587171546827883,-1.058717154682788,-1.058717154682788,-0.9156975934532201,-0.33822628830979157,0.2884363167352417
2025-05-14,2600,航運,0.08105253142587941,Large,PEER,Mixed,Neutral,false,0.45053323469691364,0.026444257523293515,0.023542044706268698,1.123277856840193,-1.107116652714427,-1.107116652714427,-1.1071166527144267,-0.6993809947316263,2.3546730596880954,0.41259542323794657
2025-05-15,2600,航運,0.07657393768203924,Mid,PEER,Mixed,Neutral,false,0.4617500023769426,-0.3972247069682124,-0.40336140486219024,0.9847861054131481,-0.8823961770727112,-0.8823961770727111,-0.882396177072711,-0.5165205185723734,-0.2753599130645795,0.4477304850858943
2025-05-16,2600,航運,0.04824849697506467,Small,PEER,Mixed,Neutral,false,0.4511479977096023,0.7293180294454119,-1.1460600420263434,-0.6363698259263172,0.4930572274970288,0.4930572274970288,0.4930572274970286,0.4002382393940725,-0.8779335432623282,0.49564488727045164
2025-05-19,2600,航運,0.08286906219978503,Large,PEER,Foreign,Neutral,false,0.4468655503664629,0.20664063146886105,-0.2966248190702632,-0.6966397219105017,0.42239152767228283,0.42239152767228283,0.4223915276722827,-0.5018770804156846,-0.3441055808029465,0.4318147226168209
2025-05-20,2600,航運,0.07241162574044333,Mid,PEER,Foreign,Contrarian,false,0.45377624974046693,0.5198141122779666,-0.6822896385586467,-0.7618672230991027,0.056736479657243405,0.05673647965724343,0.05673647965724339,0.12075673710122713,-0.9186285158244581,0.25046481829047357
2025-05-21,2600,航運,0.06481686940806843,Mid,PEER,Foreign,Neutral,false,0.4496108166144887,0.4362917567618049,-0.5835379421447875,-0.7476664759076663,-0.2872501177019662,-0.2872501177019661,-0.28725011770196607,-0.8832622796959179,-0.7606076036479128,0.45507142791028976
2025-05-22,2600,航運,0.053085985593274515,Small,PEER,Mixed,Neutral,false,0.486726266940235,-1.5966854421079295,-1.0780959345438699,1.4810235257806337,-1.1202139425497677,-1.1202139425497675,-1.1202139425497672,-0.27210064669698925,0.6861505602885868,0.6153675669458599
2025-05-23,2600,航運,0.11460781216961996,Large,PEER,Mixed,Neutral,false,0.48368339027230495,-0.03304451973043982,1.4872664934830404,-0.022218290989029554,-0.03163481823754577,-0.03163481823754574,-0.03163481823754576,1.6208639906718791,-0.3578231630135384,0.3659466243694429
2025-05-26,2600,航運,0.0707091326623435,Mid,PEER,Mixed,Neutral,false,0.4863209414241605,0.05329798737150458,-0.23546386333916625,-0.22635315082184493,-0.5378098213509996,-0.5378098213509995,-0.5378098213509994,2.319637105468257,-0.011825423871795776,0.4357259932782546
