file_id,report_id,issue_type,severity,message,path
e6270450a0cb,3d74d4a63b622a51,BROKER_MISSING,LOW,Broker not found,"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_real_dualset_pipeline_runs\VRN_REAL_DUALSET_20260510_065301\SET_A_CLEAN_INPUT\晶心科(6533,N,中立)-CTBC251208.pdf"
191e050f585d,77ab9731d9f0c0ea,DATE_MISSING,MEDIUM,Report date not found,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_real_dualset_pipeline_runs\VRN_REAL_DUALSET_20260510_065301\SET_A_CLEAN_INPUT\晶豪科(3006)評估報告.pdf
191e050f585d,77ab9731d9f0c0ea,BROKER_MISSING,LOW,Broker not found,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_real_dualset_pipeline_runs\VRN_REAL_DUALSET_20260510_065301\SET_A_CLEAN_INPUT\晶豪科(3006)評估報告.pdf
e6270450a0cb,36fb2a5e2b886691,BROKER_MISSING,LOW,Broker not found,"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_real_dualset_pipeline_runs\VRN_REAL_DUALSET_20260510_065301\SET_B_NOISY_INPUT\NOISY_測試_OCR錯字_日期干擾_2021_2030_晶心科(6533,N,中立)-CTBC251208_TT雜訊.pdf"
482e52f26cf4,950607c316b5bb0a,DATE_MISSING,MEDIUM,Report date not found,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_real_dualset_pipeline_runs\VRN_REAL_DUALSET_20260510_065301\SET_B_NOISY_INPUT\NOISY_測試_OCR錯字_日期干擾_2021_2030_6933_AMAX-KY_個股介紹報告_TT雜訊.pdf
482e52f26cf4,950607c316b5bb0a,BROKER_MISSING,LOW,Broker not found,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_real_dualset_pipeline_runs\VRN_REAL_DUALSET_20260510_065301\SET_B_NOISY_INPUT\NOISY_測試_OCR錯字_日期干擾_2021_2030_6933_AMAX-KY_個股介紹報告_TT雜訊.pdf
191e050f585d,edc8a30efb3db568,DATE_MISSING,MEDIUM,Report date not found,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_real_dualset_pipeline_runs\VRN_REAL_DUALSET_20260510_065301\SET_B_NOISY_INPUT\NOISY_測試_OCR錯字_日期干擾_2021_2030_晶豪科(3006)評估報告_TT雜訊.pdf
191e050f585d,edc8a30efb3db568,BROKER_MISSING,LOW,Broker not found,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_real_dualset_pipeline_runs\VRN_REAL_DUALSET_20260510_065301\SET_B_NOISY_INPUT\NOISY_測試_OCR錯字_日期干擾_2021_2030_晶豪科(3006)評估報告_TT雜訊.pdf
e6270450a0cb,3d74d4a63b622a51,BROKER_MISSING,LOW,Broker not found,"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_supreme_deterministic_runs\VRN_SUPREME_20260510_083811\SET_A_CLEAN\晶心科(6533,N,中立)-CTBC251208.pdf"
191e050f585d,77ab9731d9f0c0ea,DATE_MISSING,MEDIUM,Report date not found,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_supreme_deterministic_runs\VRN_SUPREME_20260510_083811\SET_A_CLEAN\晶豪科(3006)評估報告.pdf
191e050f585d,77ab9731d9f0c0ea,BROKER_MISSING,LOW,Broker not found,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_supreme_deterministic_runs\VRN_SUPREME_20260510_083811\SET_A_CLEAN\晶豪科(3006)評估報告.pdf
482e52f26cf4,20e610218fae9c70,DATE_MISSING,MEDIUM,Report date not found,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_supreme_deterministic_runs\VRN_SUPREME_20260510_083811\SET_A_CLEAN\6933_AMAX-KY_個股介紹報告.pdf
482e52f26cf4,20e610218fae9c70,BROKER_MISSING,LOW,Broker not found,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_supreme_deterministic_runs\VRN_SUPREME_20260510_083811\SET_A_CLEAN\6933_AMAX-KY_個股介紹報告.pdf
482e52f26cf4,950607c316b5bb0a,DATE_MISSING,MEDIUM,Report date not found,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_supreme_deterministic_runs\VRN_SUPREME_20260510_083811\SET_B_NOISY\NOISY_OCR錯字_2021_2030_TT_亂碼_測試_干擾_6933_AMAX-KY_個股介紹報告_雜訊版.pdf
482e52f26cf4,950607c316b5bb0a,BROKER_MISSING,LOW,Broker not found,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_supreme_deterministic_runs\VRN_SUPREME_20260510_083811\SET_B_NOISY\NOISY_OCR錯字_2021_2030_TT_亂碼_測試_干擾_6933_AMAX-KY_個股介紹報告_雜訊版.pdf
e6270450a0cb,36fb2a5e2b886691,BROKER_MISSING,LOW,Broker not found,"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_supreme_deterministic_runs\VRN_SUPREME_20260510_083811\SET_B_NOISY\NOISY_OCR錯字_2021_2030_TT_亂碼_測試_干擾_晶心科(6533,N,中立)-CTBC251208_雜訊版.pdf"
191e050f585d,edc8a30efb3db568,DATE_MISSING,MEDIUM,Report date not found,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_supreme_deterministic_runs\VRN_SUPREME_20260510_083811\SET_B_NOISY\NOISY_OCR錯字_2021_2030_TT_亂碼_測試_干擾_晶豪科(3006)評估報告_雜訊版.pdf
191e050f585d,edc8a30efb3db568,BROKER_MISSING,LOW,Broker not found,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_supreme_deterministic_runs\VRN_SUPREME_20260510_083811\SET_B_NOISY\NOISY_OCR錯字_2021_2030_TT_亂碼_測試_干擾_晶豪科(3006)評估報告_雜訊版.pdf
