ticker,yyyymm,revenue,mom,yoy,cum_revenue,cum_yoy,name,market,industry,report_date,source,updated_at
1234,11504,685646.0,-5.877459465915128,-14.244726329455261,3013978.0,,黑松,L,食品工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1235,11504,14862.0,-45.07760532150776,3.0151798710750675,81632.0,,興泰,L,食品工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1236,11504,122248.0,18.381655143028684,-2.438090069671117,667735.0,,宏亞,L,食品工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1256,11504,455560.0,27.90557291622797,56.2052104978021,1596518.0,,鮮活果汁-KY,L,食品工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1301,11504,18326272.0,5.600202277337188,13.314293731195848,60311394.0,,台塑,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1303,11504,27681309.0,1.8916160048552297,19.435458564090382,96277702.0,,南亞,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1304,11504,4412977.0,2.1389578485391483,13.414196303443795,15160585.0,,台聚,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1305,11504,1192324.0,10.170236986443134,43.345215410232214,3866036.0,,華夏,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1307,11504,981256.0,-2.952116743562736,8.541335053023156,3934066.0,,三芳,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1308,11504,512062.0,7.4279983887751335,16.246685554465873,1813928.0,,亞聚,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1309,11504,1262513.0,-8.287525997040532,-8.241199967439588,4598419.0,,台達化,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1310,11504,891393.0,4.3127347025706255,5.288316732044208,3076040.0,,台苯,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1312,11504,2489487.0,-19.975601994271774,-5.455577751277942,9994986.0,,國喬,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1313,11504,5878672.0,-9.40732379172847,5.524277053750018,20352465.0,,聯成,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1314,11504,1556459.0,10.826460345297779,-10.370361839169155,5648803.0,,中石化,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1315,11504,131514.0,3.462273724953388,-14.170479093110222,529191.0,,達新,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1316,11504,683935.0,4.29638237101627,115.49336601749947,2571264.0,,上曜,L,建材營造,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1319,11504,2009033.0,-1.7754444600353876,-14.111882718688332,7639777.0,,東陽,L,汽車工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1321,11504,352112.0,-5.510069905674301,10.960829420477106,1248766.0,,大洋,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1323,11504,186584.0,-8.104354335866509,5.091695579687289,718177.0,,永裕,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1324,11504,51218.0,-29.759455827093447,-24.222518123982837,221011.0,,地球,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1325,11504,24465.0,35.30029863953103,-13.385966154499751,81704.0,,恆大,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1326,11504,32101065.0,-4.825236023360271,28.231906059703274,113850876.0,,台化,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1337,11504,42068.0,-32.03877221324717,-31.328762650995756,194412.0,,再生-KY,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1338,11504,458159.0,0.8618715932406372,12.109770719651552,1622827.0,,廣華-KY,L,汽車工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1339,11504,141125.0,0.8136527938508137,-10.017470478716621,535361.0,,昭輝,L,汽車工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1340,11504,5277.0,53.49040139616056,-81.22464954102327,16712.0,,勝悅-KY,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1341,11504,265857.0,-13.778811258890261,18.061593800652798,946768.0,,富林-KY,L,塑膠工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1342,11504,349263.0,-5.815364535579837,44.520029296026415,1266547.0,,八貫,L,其他,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1402,11504,22888480.0,7.0211169631926715,14.340722512505755,84165299.0,,遠東新,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1409,11504,4079327.0,3.3954797061765927,25.052404988942687,14127225.0,,新纖,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1410,11504,23107.0,-0.3793921103686139,12.777587974034848,73397.0,,南染,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1413,11504,224009.0,19.526289391400855,-0.5761028285849974,661921.0,,宏洲,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1414,11504,46218.0,16.295103417039908,-2.6456586763280954,159670.0,,東和,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1416,11504,33560.0,-4.626577242241673,26.51737917514891,139850.0,,廣豐,L,其他,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1417,11504,22012.0,8.230897826728292,1.81313598519889,95821.0,,嘉裕,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1418,11504,554.0,3158.823529411765,59.195402298850574,1202.0,,東華,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1419,11504,402039.0,-28.643234810204092,39.7390400650662,1855086.0,,新紡,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1423,11504,4165.0,-47.904940587867415,-33.97273303741281,35398.0,,利華,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1432,11504,66522.0,10.858914108589142,-39.789831919842875,264607.0,,大魯閣,L,運動休閒,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1434,11504,2584621.0,-3.657417416521914,-5.11921123964418,9563942.0,,福懋,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1435,11504,499.0,0.20080321285140562,0.0,1994.0,,中福,L,其他,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1436,11504,53737.0,47.698100761344584,-25.386003887808943,126362.0,,華友聯,L,建材營造,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1437,11504,57062.0,7.323954258200422,-16.138324294931145,230849.0,,勤益控,L,其他,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1438,11504,11986.0,-93.93292096498243,,389463.0,,三地開發,L,建材營造,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1439,11504,5530.0,-91.66327468982256,20.821498798339523,81442.0,,雋揚,L,建材營造,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1440,11504,1026701.0,-26.874971065536116,-16.290789549852466,4399358.0,,南紡,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1441,11504,131682.0,14.928825156881398,1.8674381904260915,420816.0,,大東,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1442,11504,74336.0,-6.364861630704506,-76.3236263683763,376412.0,,名軒,L,建材營造,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1443,11504,80482.0,9.205134467692474,-4.584523823637506,307233.0,,立益物流,L,其他,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1444,11504,623269.0,-34.40606276830076,9.205770164123429,2765932.0,,力麗,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1445,11504,24372.0,-53.41208854226402,-64.14458682123785,195426.0,,大宇,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1446,11504,62952.0,-35.66216299082231,-83.62888817806626,243645.0,,宏和,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1447,11504,3258891.0,-15.823404562529236,27.78802085457323,11330489.0,,力鵬,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1449,11504,377317.0,34.693054321014095,75.4889330214084,1169707.0,,佳和,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1451,11504,513372.0,-0.9716266500002894,-4.0756076414840505,2041376.0,,年興,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1452,11504,147537.0,-8.456498268865642,12.04887903274804,475874.0,,宏益,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1453,11504,126.0,0.0,1.6129032258064515,503.0,,大將,L,建材營造,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1454,11504,124279.0,11.764705882352942,-20.88826364000942,418459.0,,台富,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1455,11504,595322.0,12.377914110429447,-3.0628594504113122,1861061.0,,集盛,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1456,11504,64095.0,14.383867225840993,23.70686327491701,283042.0,,怡華,L,建材營造,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1457,11504,295484.0,8.40068235596236,-0.1176343329998107,942768.0,,宜進,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1459,11504,94353.0,-5.568621956223666,-3.6663807890222984,326042.0,,聯發,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1460,11504,426200.0,-27.214103590964438,-27.614382692670233,2124065.0,,宏遠,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1463,11504,20903.0,-17.16663364374876,34.51093951093951,89462.0,,強盛新,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1464,11504,1129614.0,-0.1974645027737799,6.489801767014966,4115910.0,,得力,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1465,11504,36322.0,5.247602213786909,-12.066043674042511,134803.0,,偉全,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1466,11504,187406.0,-3.0561676857340907,-17.508066255540736,735240.0,,聚隆,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1467,11504,413806.0,-10.621579240661625,27.48928618742317,1596438.0,,南緯,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1468,11504,42431.0,67.16306189181736,-46.065944681716495,170056.0,,昶和,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1470,11504,50899.0,-26.297422531132348,-20.521228587935855,242205.0,,大統新創,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1471,11504,8003.0,4.943613952268555,-52.37726867003868,30017.0,,首利,L,電子零組件業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1472,11504,307212.0,35.42158902563741,-8.152630493211872,1221536.0,,三洋實業,L,建材營造,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1473,11504,378666.0,-31.816242047965197,-13.60220132243624,2337803.0,,台南,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1474,11504,252109.0,-16.743227579101017,-6.000328110901485,943139.0,,弘裕,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1475,11504,124974.0,-4.446823151617096,-4.623298125648697,472844.0,,業旺,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1476,11504,3264019.0,-9.321042479677224,-3.7426037945954618,12885089.0,,儒鴻,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1477,11504,2605953.0,-16.763032921037805,10.22683196195879,11502942.0,,聚陽,L,紡織纖維,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1503,11504,3404404.0,-19.522221074402143,32.52726043304489,14963103.0,,士電,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1504,11504,5626680.0,9.754677420518913,13.553835793066384,19825158.0,,東元,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1506,11504,102671.0,4.7534995714810435,2.383302918798177,392796.0,,正道,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1512,11504,76632.0,5.187157701124182,-9.808629334086575,397884.0,,瑞利,L,汽車工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1513,11504,2307697.0,-6.868577456734411,5.863876411092027,8798336.0,,中興電,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1514,11504,858225.0,7.885656100918296,40.11973994847296,3397977.0,,亞力,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1515,11504,325362.0,4.413878976149522,-19.274026473470705,1375712.0,,力山,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1516,11504,7470.0,-21.3518635502211,,33695.0,,川飛,L,其他,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1517,11504,172836.0,8.1407789770061,-15.621430036029174,608281.0,,利奇,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1519,11504,2248955.0,10.430244645449951,6.384573975418948,7005470.0,,華城,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1521,11504,350408.0,0.37036506595247987,18.30394371237673,1354168.0,,大億,L,汽車工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1522,11504,2205376.0,-11.607715791705528,53.32455951906706,8909031.0,,堤維西,L,汽車工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1524,11504,219905.0,9.805360816505882,1.7748877678530106,782088.0,,耿鼎,L,汽車工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1525,11504,107202.0,1.341425370806273,4.350111453963186,388937.0,,江申,L,汽車工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1526,11504,52119.0,-21.794910269491627,-22.19070510428019,214086.0,,日馳,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1527,11504,236841.0,-2.840440588271491,-2.6647487927668756,866227.0,,鑽全,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1528,11504,241070.0,-12.984312847871442,1.2316439696477237,989264.0,,恩德,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1529,11504,35569.0,7.686951256433545,-71.99291338582677,284080.0,,樂事綠能,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1530,11504,213324.0,23.546479640000694,68.97485860938168,658137.0,,亞崴,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1531,11504,125318.0,-1.782243400840178,-2.8730866111218756,472804.0,,高林股,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1532,11504,1098434.0,-11.22445680812339,5.474133999087789,4391385.0,,勤美,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1533,11504,476833.0,2.093543586943722,72.76557971014493,1765233.0,,車王電,L,汽車工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1535,11504,604226.0,-24.456169084873757,-26.072375480380412,2807537.0,,中宇,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1536,11504,405210.0,-18.02910582723422,-4.799607178853441,1598620.0,,和大,L,汽車工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1537,11504,575529.0,4.944640161046804,-8.960925562104345,2289526.0,,廣隆,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1538,11504,9210.0,130.59589384076114,7.744501637810014,19970.0,,正峰,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1539,11504,104987.0,59.87056494594183,-16.637949516043225,346962.0,,巨庭,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1540,11504,35516.0,25.2371381219366,-24.122460315764737,121747.0,,喬福,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1541,11504,200940.0,25.94565796483751,-43.66489387053635,799750.0,,錩泰,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1558,11504,701458.0,0.3017095923631726,11.196043308022764,2627633.0,,伸興,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1560,11504,830354.0,5.219314085140623,18.815669541352403,3123630.0,,中砂,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1563,11504,595372.0,-11.92669779111119,5.7422106027802595,2467309.0,,巧新,L,汽車工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1568,11504,109320.0,-0.5973976376878802,32.74723139693025,359695.0,,倉佑,L,汽車工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1582,11504,770932.0,3.9887450243538574,-1.132016430717696,2886367.0,,信錦,L,電子零組件業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1583,11504,440426.0,6.279123080078667,40.736811496023236,1372842.0,,程泰,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1587,11504,197966.0,-15.84902933462557,-11.76452235459817,952040.0,,吉茂,L,汽車工業,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1589,11504,765250.0,14.565071912881141,16.564230280043564,2498577.0,,永冠-KY,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1590,11504,4342337.0,4.894714847175285,25.230448536500745,14355839.0,,亞德客-KY,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1597,11504,153903.0,27.721391878770778,70.9672402492807,488305.0,,直得,L,電機機械,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1598,11504,452726.0,-32.7589382255439,-16.34388136924285,2088794.0,,岱宇,L,運動休閒,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1603,11504,575322.0,7.103204595972195,17.882257482870536,1879599.0,,華電,L,電器電纜,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1604,11504,815214.0,4.346590618184052,2.9345697391198944,3188120.0,,聲寶,L,電器電纜,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1605,11504,15530514.0,-1.2219829211909805,-12.046625412066044,56588780.0,,華新,L,電器電纜,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1608,11504,1041758.0,-19.12589092811789,8.035363355889139,4494877.0,,華榮,L,電器電纜,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1609,11504,3124829.0,1.165948753810118,16.230366686888757,11517700.0,,大亞,L,電器電纜,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1611,11504,85776.0,-6.543766751650651,-9.296054649084775,338195.0,,中電,L,電器電纜,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1612,11504,673308.0,-5.876202045731907,1.561797651119082,2592634.0,,宏泰,L,電器電纜,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1614,11504,487858.0,27.933895567163866,2.3022611605879058,1750115.0,,三洋電,L,電器電纜,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1615,11504,497855.0,-27.870935401055885,13.43554619857458,1815618.0,,大山,L,電器電纜,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1616,11504,439167.0,6.848085251325969,8.527137529932462,1742060.0,,億泰,L,電器電纜,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
1617,11504,389125.0,-3.3865901952751605,23.663260928288814,1300281.0,,榮星,L,電器電纜,1150517,TWSE_OpenAPI_MOPS_MonthlyRevenue,2026-06-09 23:33:57
