"def_severity","def_normalized_key","def_occurrences","def_distinct_values","def_groups","def_sample_values","def_sample_files"
"P0_DOMAIN_REVIEW","yfinance_ticker","38","14","SCHEMA_FIELD","""All TW_Yfinance_Ticker"" || ""TW_Index_Yfinance_Ticker"" || ""YfinanceTicker when available"" || ""YfinanceTicker when applicable"" || ""1101.TW"" || ""1102.TW""","VDF_VRN_SourceFallback_AllDataRegistry_v0100.json; VRN_MDL273_VRN_v140H_ReadOnly_Production_Verify__MODULE__v140H.json; VRN_MDL274_SOURCE_VRN_v140G_Production_DuckDB_Commit_Final_Seal__BASICINFO__v140G.json; VRN_MDL275_VRN_v140G_Production_DuckDB_Commit_Final_Seal__GOVERNANCE__v140G.json; VRN_MDL276_VRN_v140D_Sandbox_DuckDB_Writer_Gate__MODULE__v140D.json; VRN_MDL006_ConsolidatorAndPhaseValidator.py; VRN_MDL007_APIDataFetcher.py"
"P0_DOMAIN_REVIEW","fred","19","13","DATA_SOURCE;SCHEMA_FIELD","{ || ""環境變數 FRED_API_KEY"" || {""enabled"": True,  ""api_key"": """", ""timeout_sec"": 30, ""retries"": 3} || [ || DGS10"":     df_with_value_column || DCOILWTICO"": df","params.example (1).json; params.example (2).json; VDF_VRN_SourceFallback_AllDataRegistry_v0100.json; VIA_data_manifest (1).json; VIA_data_manifest (2).json; VIA_data_manifest.json; via_param_manager (1).py; vdf_pending_triflow_env_probe_result_v0203.json"
"P0_DOMAIN_REVIEW","tw_yfinance_ticker","189","11","SCHEMA_FIELD","""{TW_TICKER}.TW or {TW_TICKER}.TWO"" || ""6669.TW"" || ""1101.TW"" || ""1102.TW"" || ""1103.TW"" || ""1104.TW""","VRN_ACTIVE_STAGE_POINTER_CANDIDATE_v029SSOT1B.json; vrn_unified_ssot_builder_v029ssot1b.py; VRN_MDL044_VRN_v141A_ReadOnly_Consumer_Loader__MODULE__v141A.json; VRN_MDL112_VRN_v140M_Dashboard_ReadOnly_Launch_Pack__BASICINFO__v140M.json; VRN_MDL113_VRN_v140M_Dashboard_ReadOnly_Launch_Pack__REPORT__v140M.json; VRN_MDL114_VRN_v140L_Route_Verify_Dashboard_Readiness__REPORT__v140L.json; VRN_MDL115_source_v140L_route_verify__BASICINFO__v140L.json; VRN_MDL116_VRN_v140L_Route_Verify_Dashboard_Readiness__REPORT__v140L.json"
"P0_DOMAIN_REVIEW","unit_mn_twd","22","10","SCHEMA_FIELD","933 || 885 || 941 || 891 || 960 || 899","VRN_MDL031_vrn_canonical_english_system_seal_fix_v0569__GOVERNANCE__v0569.json; VRN_MDL032_vrn_canonical_english_system_seal_fix_v0569__GOVERNANCE__v0569.json; VRN_MDL164_vrn_data_trust_granular_calibration_v05692__MODULE__v05692.json; VRN_MDL165_vrn_data_trust_granular_calibration_v05692__MODULE__v05692.json; VRN_MDL166_vrn_duckdb_empty_safe_data_trust_calibration_v05691__MODULE__v05691.json; VRN_MDL167_vrn_duckdb_empty_safe_data_trust_calibration_v05691__MODULE__v05691.json; VRN_MDL168_vrn_final_integration_resolver_v0567__MODULE__v0567.json; VRN_MDL169_vrn_final_integration_resolver_v0567__GOVERNANCE__v0567.json"
"P0_DOMAIN_REVIEW","timezone_policy","61","10","GOVERNANCE_POLICY","timezone_policy = ""LOCAL_AS_IS"" || timezone_policy = ""ASIA_TAIPEI"" || timezone_policy = ""US_TO_TAIPEI_SHIFT_PLUS_1"" || timezone_policy = ""SOURCE_TIMEZONE_TO_TAIPEI"" || timezone_policy || r.get(""timezone_policy"", ""LOCAL_AS_IS"")","vap_warehouse_v4_builder.py; vap_warehouse_v5_next3_builder.py; vap_warehouse_v5_next3_payload.json"
"P0_DOMAIN_REVIEW","HardGate","10","10","GOVERNANCE_POLICY;PATH_IO;SCHEMA_FIELD","""TWSE v018 manifest exists; rows >= 2460; CSV/JSON/Parquet/DuckDB exist."" || ""Do not execute all 20 paths. Select one quote/list endpoint first."" || ""First safe table = VDF_TW_MonthlyRevenue."" || ""MonthlyRevenue seal must exist first."" || ""FRED_API_KEY exists; package env ready."" || ""Capability probe seal must exist first.""","VDF_RemainingMegaFlow_ExecutionQueue_v0204.json"
"P0_DOMAIN_REVIEW","schema_csv","14","9","PATH_IO;SCHEMA_FIELD","""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\output\\_route_lock_runs\\RUN_20260526_220104_VRN_V141A_READONLY_CONSUMER_LOADER\\VRN_v141A_Consumer_Loader_... || OUT_SCHEMA_CSV || str(run_dir / ""vrn_post_commit_schema_v0615721.csv"") || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\output\\_route_lock_runs\\RUN_20260526_202858_VRN_V140L_ROUTE_VERIFY_DASHBOARD_READINESS\\VRN_v140L_Table_Sc... || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_operation_ui_runs\\VRN_POST_COMMIT_PRODUCTION_SEAL_V0615721_20260523_235836\\vrn_post_commit_schema_v06... || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\output\\_route_lock_runs\\RUN_20260526_193326_VRN_V140H_READONLY_PRODUCTION_VERIFY\\VRN_v140H_Production_Tab...","VRN_MDL044_VRN_v141A_ReadOnly_Consumer_Loader__MODULE__v141A.json; VRN_MDL084_VRN_v141A_ReadOnly_Consumer_Loader__MODULE__v141A.py; VRN_MDL092_vrn_post_commit_production_seal_v0615721__GOVERNANCE__v0615721.py; VRN_MDL114_VRN_v140L_Route_Verify_Dashboard_Readiness__REPORT__v140L.json; VRN_MDL115_source_v140L_route_verify__BASICINFO__v140L.json; VRN_MDL116_VRN_v140L_Route_Verify_Dashboard_Readiness__REPORT__v140L.json; VRN_MDL135_VRN_v140B3_CSV_CaseSafe_Auditor__GOVERNANCE__v140B3.py; VRN_MDL201_vrn_post_commit_production_seal_v0615721__GOVERNANCE__v0615721.json"
"P0_DOMAIN_REVIEW","TW_YFINANCE_REGEX","19","9","DATA_SOURCE","TW_YFINANCE_REGEX  = r""[1-9]\d{3}\.(TW|TWO)"" || TW_YFINANCE_REGEX   = XXXX.TW / XXXX.TWO format || TW_YFINANCE_REGEX  = r""^([1-9]\d{3})\.(TW|TWO)$"" || TW_YFINANCE_REGEX  = re.compile(r""\b[1-9]\d{3}\.(TW|TWO)\b"") || TW_YFINANCE_REGEX   = r""([1-9]\d{3})\.(TW|TWO)"" || TW_YFINANCE_REGEX  = r""([1-9]\d{3})\.(TW|TWO)""","vap_config.py; VDF_MDL001_TWUniverseVerify.py; VDF_MDL002_YFinanceFetchingEngine.py; VDF_MDL004_TWFullMarketEngine.py; VDF_MDL007_SSOTResolver.py; VDF_MDL201_GenerateFullRegistry.py; VDF_MDL402_RegistrySample.json; VDF_MDL403_RegistryFull.json"
"P0_DOMAIN_REVIEW","akshare","14","9","DATA_SOURCE","{ || {""enabled"": True,  ""timeout_sec"": 45, ""retries"": 3} || true || [ || False || akshare = None","params.example (1).json; params.example (2).json; VDF_VRN_SourceFallback_AllDataRegistry_v0100.json; via_param_manager (1).py; vdf_pending_triflow_env_probe_result_v0203.json; vdf_pending_triflow_env_probe_v0203.py; vdf_production_fetch_controller_v016.py; vdf_production_fetch_result_v016.json"
"P0_DOMAIN_REVIEW","TW_TICKER_REGEX","25","9","SCHEMA_FIELD","""(?<!\\d)([1-9]\\d{3})(?!\\d)"" || TW_TICKER_REGEX    = r""(?!202\d|2030)[1-9]\d{3}"" || TW_TICKER_REGEX = re.compile(r""^(?!202[1-9])(?!2030)[1-9]\d{3}$"") || TW_TICKER_REGEX     = r""(?!0)(?!202[1-9])(?!2030)([1-9]\d{3})"" || TW_TICKER_REGEX    = r""(?!0)(?!202[1-9])(?!2030)([1-9]\d{3})"" || TW_TICKER_REGEX    = re.compile(r""^(?!202[1-9])(?!2030)[1-9]\d{3}$"")","VRN_S05_FieldRegistry_v0101.json; VRN_ACTIVE_STAGE_POINTER_CANDIDATE_v029SSOT1B.json; vrn_unified_ssot_builder_v029ssot1b.py; vap_config.py; VRN_MDL263_vrn_unified_operation_db_ui_v0582__MODULE__v0582.py; VRN_MDL264_vrn_unified_operation_db_ui_v0582__MODULE__v0582.py; VDF_MDL001_TWUniverseVerify.py; VDF_MDL002_YFinanceFetchingEngine.py"
"P0_DOMAIN_REVIEW","RequiredFields","9","9","SCHEMA_FIELD","""ticker,name,market"" || ""ticker,name"" || ""ticker,date,close,volume"" || ""ticker,yyyymm,revenue"" || ""ticker,period"" || ""ticker,date""","VDF_OutputDatabase_DataScope_Matrix.json"
"P0_DOMAIN_REVIEW","changed_units","16","9","SCHEMA_FIELD","0 || 57 || 70 || 91 || 82 || 113","VRN_MDL168_vrn_final_integration_resolver_v0567__MODULE__v0567.json; VRN_MDL169_vrn_final_integration_resolver_v0567__GOVERNANCE__v0567.json; VRN_MDL173_vrn_deep_semantic_conflict_resolver_v0563__MODULE__v0563.json; VRN_MDL174_vrn_deep_semantic_conflict_resolver_v0563__MODULE__v0563.json; VRN_MDL175_vrn_semantic_isolation_seal_v0562__GOVERNANCE__v0562.json; VRN_MDL176_vrn_semantic_isolation_seal_v0562__GOVERNANCE__v0562.json; VRN_MDL177_vrn_panoramic_triple_pass_repair_v0561__MODULE__v0561.json; VRN_MDL178_vrn_panoramic_triple_pass_repair_v0561__GOVERNANCE__v0561.json"
"P0_DOMAIN_REVIEW","unit_x","20","8","SCHEMA_FIELD","66 || 104 || 61 || 118 || 60 || 109","VRN_MDL031_vrn_canonical_english_system_seal_fix_v0569__GOVERNANCE__v0569.json; VRN_MDL032_vrn_canonical_english_system_seal_fix_v0569__GOVERNANCE__v0569.json; VRN_MDL164_vrn_data_trust_granular_calibration_v05692__MODULE__v05692.json; VRN_MDL165_vrn_data_trust_granular_calibration_v05692__MODULE__v05692.json; VRN_MDL166_vrn_duckdb_empty_safe_data_trust_calibration_v05691__MODULE__v05691.json; VRN_MDL167_vrn_duckdb_empty_safe_data_trust_calibration_v05691__MODULE__v05691.json; VRN_MDL168_vrn_final_integration_resolver_v0567__MODULE__v0567.json; VRN_MDL169_vrn_final_integration_resolver_v0567__GOVERNANCE__v0567.json"
"P0_DOMAIN_REVIEW","target_field","99","8","SCHEMA_FIELD","""AI_PRJ"" || ""AI_PROC"" || ""AI_MAT"" || ""AI_ORG"" || ""AI_COST"" || ""AI_BGT""","regex_registry (1).json; regex_registry (2).json; regex_registry.json"
"P0_DOMAIN_REVIEW","mixing_policy","9","8","GOVERNANCE_POLICY","""official_source_only_when_row.other_source == not_allowed"" || ""allowed_only_when_registry_row.source includes MOPS"" || ""not_allowed_for_tw_official_chip_margin_daytrade_rows"" || ""allowed_only_when fallback_allowed == true"" || ""allowed_only_for_macro/rates/long_series or fallback_allowed == true"" || ""not primary unless explicitly allowed by historical_validation_policy""","VDF_VRN_SourceFallback_AllDataRegistry_v0100.json"
"P0_DOMAIN_REVIEW","calendar_policy","61","8","GOVERNANCE_POLICY","calendar_policy = ""NO_CALENDAR_ALIGNMENT"" || calendar_policy = ""TW_TRADING_DAY"" || calendar_policy = ""US_TRADING_DAY_SHIFTED_TO_TW_VIEW"" || calendar_policy = ""MACRO_CALENDAR_FORWARD_FILL"" || calendar_policy || r.get(""calendar_policy"", ""NO_CALENDAR_ALIGNMENT"")","vap_warehouse_v4_builder.py; vap_warehouse_v5_next3_builder.py; vap_warehouse_v5_next3_payload.json"
"P0_DOMAIN_REVIEW","fill_policy","61","7","GOVERNANCE_POLICY","fill_policy = ""NO_FILL"" || fill_policy = ""FORWARD_FILL_ALLOWED_FOR_MACRO_ONLY"" || fill_policy = ""FORWARD_FILL_ALLOWED"" || fill_policy || r.get(""fill_policy"", ""NO_FILL"") || ""FORWARD_FILL_ALLOWED_FOR_MACRO_ONLY""","vap_warehouse_v4_builder.py; vap_warehouse_v5_next3_builder.py; vap_warehouse_v5_next3_payload.json"
"P0_DOMAIN_REVIEW","left_ticker","65","7","SCHEMA_FIELD","left || ""2330.TW"" || ""2317.TW"" || ""2454.TW"" || ""NVDA"" || ""SPY""","vap_warehouse_v6_all_builder.py; vap_warehouse_v6_payload.json; vap_warehouse_v7_quant_builder.py"
"P0_DOMAIN_REVIEW","alignment_policy","23","7","GOVERNANCE_POLICY","alignment_policy = ""TW_TRADING_DATE"" || alignment_policy = ""US_TO_TAIPEI_SHIFT_PLUS_1"" || alignment_policy = ""SOURCE_AS_IS"" || alignment_policy || ""TW_TRADING_DATE"" || ""US_TO_TAIPEI_SHIFT_PLUS_1""","vap_warehouse_v5_next3_builder.py; vap_warehouse_v5_next3_payload.json; vap_warehouse_v6_all_builder.py; vap_warehouse_v6_payload.json"
"P0_DOMAIN_REVIEW","addFields","14","7","SCHEMA_FIELD","[{k:'code',ph:'2330'},{k:'name',ph:'台積電'},{k:'market',ph:'TWSE'},{k:'sector',ph:'半導體'}] || [{k:'ticker',ph:'^GSPC'},{k:'name',ph:'S&P 500'},{k:'group',ph:'INDICES_US'},{k:'asset_class',ph:'INDEX'}] || [{k:'via_code',ph:'US.Custom.Foo'},{k:'fred_id',ph:'FRED_ID'},{k:'indicator',ph:'指標名'},{k:'theme',ph:'Rates'},{k:'freq',ph:'D'}] || [{k:'code',ph:'cn_custom'},{k:'name',ph:'自訂'},{k:'theme',ph:'Futures'},{k:'sub_theme',ph:'?'},{k:'func',ph:'futures_main_sina'}] || [] || [{k:'ticker',ph:'2330 or NVDA'},{k:'name',ph:'名稱'},{k:'market',ph:'TWSE/TPEX/US'},{k:'role',ph:'用途'}]","VDF_MDL501_DataModuleController.html"
"P0_DOMAIN_REVIEW","right_ticker","65","7","SCHEMA_FIELD","right || ""2317.TW"" || ""2454.TW"" || ""NVDA"" || ""SPY"" || ""^TWII""","vap_warehouse_v6_all_builder.py; vap_warehouse_v6_payload.json; vap_warehouse_v7_quant_builder.py"
"P0_DOMAIN_REVIEW","schemas","19","6","SCHEMA_FIELD","s.get(""schemas"", """") || 45 || """" || int(v4_summary.get(""schemas"", next((x.get(""rows"", 0) for x in tables if x.get(""table"") == ""schema_intelligence_registry""), 0))) || int(v4_summary.get(""schemas"", table_map.get(""schema_intelligence_registry"", 0))) || int(len(schema_df))","vap_panorama_maturity_optimizer.py; vap_panorama_maturity_payload.json; vap_project_completion_manifest.json; vap_project_completion_probe.py; vap_project_completion_manifest_v2.json; vap_project_completion_probe_v2.py; vap_warehouse_v4_builder.py; vap_warehouse_v4_payload.json"
"P0_DOMAIN_REVIEW","EXTRA_TICKERS","8","6","SCHEMA_FIELD","EXTRA_TICKERS      = [""""NVDA"""", """"TSM"""", """"AAPL""""]          # 額外加入的海外股 || EXTRA_TICKERS      = [""""NVDA"""", """"TSM"""", """"AAPL""""] || EXTRA_TICKERS      = [&quot;NVDA&quot;, &quot;TSM&quot;, &quot;AAPL&quot;]          # 額外加入的海外股 || EXTRA_TICKERS      = [&quot;NVDA&quot;, &quot;TSM&quot;, &quot;AAPL&quot;] || EXTRA_TICKERS      = [""NVDA"", ""TSM"", ""AAPL""]          # 額外加入的海外股 || EXTRA_TICKERS      = [""NVDA"", ""TSM"", ""AAPL""]","VIA_KeySignalScan_v02861.csv; VIA_SupportiveDocking_VDF_VRN_Report_v02861.html; VIA_SignalScan_v02863.csv; VDF_MDL005_TWStockFilter.py; VDF_MDL006_FinancialModel.py"
"P0_DOMAIN_REVIEW","weekend_holiday_policy","6","6","GOVERNANCE_POLICY","""strict"" if ""Crypto"" in theme else ""forward_fill""} || ""skip""} || { || ""forward_fill"" || ""skip"" || ""strict""","VDF_MDL201_GenerateFullRegistry.py; VDF_MDL401_RegistrySchema.json; VDF_MDL402_RegistrySample.json"
"P0_DOMAIN_REVIEW","unit_twd","22","6","SCHEMA_FIELD","42 || 47 || 41 || 46 || 33 || 31","VRN_MDL031_vrn_canonical_english_system_seal_fix_v0569__GOVERNANCE__v0569.json; VRN_MDL032_vrn_canonical_english_system_seal_fix_v0569__GOVERNANCE__v0569.json; VRN_MDL164_vrn_data_trust_granular_calibration_v05692__MODULE__v05692.json; VRN_MDL165_vrn_data_trust_granular_calibration_v05692__MODULE__v05692.json; VRN_MDL166_vrn_duckdb_empty_safe_data_trust_calibration_v05691__MODULE__v05691.json; VRN_MDL167_vrn_duckdb_empty_safe_data_trust_calibration_v05691__MODULE__v05691.json; VRN_MDL168_vrn_final_integration_resolver_v0567__MODULE__v0567.json; VRN_MDL169_vrn_final_integration_resolver_v0567__GOVERNANCE__v0567.json"
"P0_DOMAIN_REVIEW","fred_api_key_exists","48","5","DATA_SOURCE","true || fred_key_exists || result[""fred_api_key_exists""] || bool(os.environ.get(""FRED_API_KEY"")) || any(bool(os.environ.get(k, """").strip()) for k in fred_keys)","VDF_ACTIVE_POINTER_before_v02831_20260611_031152.json; VDF_ACTIVE_POINTER_before_v02832_20260611_031541.json; VDF_ACTIVE_POINTER_before_v0283_20260611_024903.json; VDF_ACTIVE_POINTER_before_v027841_20260611_013435.json; VDF_ACTIVE_POINTER_before_v02783_20260611_012926.json; VDF_ACTIVE_POINTER_before_v027842_20260611_013908.json; VDF_ACTIVE_POINTER_before_v0279_20260611_020210.json; VDF_ACTIVE_POINTER_before_v0280_20260611_020645.json"
"P0_DOMAIN_REVIEW","merge_policy_gate","7","5","GOVERNANCE_POLICY","""MERGE_BLOCKED_UNTIL_CANONICAL_MAPPING_GATE; allowed=False; next=v027.7 AkShare canonical mapping gate only; no DB write"" || { || {} || merge_policy_gate = { || result[""merge_policy_gate""]","VDF_AkShare_CandidateToCanonicalMergeGateReviewPlan_v0276.json; VDF_AkShare_CandidateToCanonicalMergeGateReview_Matrix_v0276.json; VDF_Top10_LocalFreeLibs_AkShareMergeGateReview_v0276.json; vdf_akshare_candidate_to_canonical_merge_gate_review_result_v0276.json; vdf_akshare_candidate_to_canonical_merge_gate_review_v0276.py"
"P0_DOMAIN_REVIEW","vrn_merge_yfinance_ticker","18","5","SCHEMA_FIELD","""1101.TW"" || ""1102.TW"" || ""1103.TW"" || ""1104.TW"" || ""1108.TW""","VRN_MDL273_VRN_v140H_ReadOnly_Production_Verify__MODULE__v140H.json; VRN_MDL274_SOURCE_VRN_v140G_Production_DuckDB_Commit_Final_Seal__BASICINFO__v140G.json; VRN_MDL275_VRN_v140G_Production_DuckDB_Commit_Final_Seal__GOVERNANCE__v140G.json; VRN_MDL276_VRN_v140D_Sandbox_DuckDB_Writer_Gate__MODULE__v140D.json"
