"def_severity","def_normalized_key","def_occurrences","def_distinct_values","def_groups","def_sample_values","def_sample_files"
"P1_PATH_REVIEW","file_id","211","63","PATH_IO","r.get(bf,"""") if bf else """" || fid || r.get(""file_id"","""") || """" || ""e337b0a2e05d"" || ""144913c917d9""","via_dual_sixlane_worker_v029dual1b.py; VRN_RefinedFirstPageSpeedBenchmark_v029DUAL0C.json; vrn_refined_firstpage_speed_benchmark.py; VRN_TurboFirstPageParallelBenchmark_v029DUAL0C1.json; vrn_turbo_firstpage_parallel_benchmark.py; vrn_all_turbo_qualified_staging_extract.py; vrn_parquet_unified_stage_repair.py; vrn_staging_identity_repair_rekey_hotfix.py"
"P1_PATH_REVIEW","FileHash","77","62","PATH_IO",""""" || ""ddf87efd95c580868adf4531448119f223b9bccd5a02f8083f8750f5e07e222b"" || ""3a25580e795142e9257567ceb3658188061ee45c715545080596e23a36a4f29d"" || ""4286631c7b2e51b3d04869d675b07c3598039360e029c35a6a305c72c6ab8a0c"" || ""b68dc8638cc9db062d9fdbba1c608b046faf4371f777a29a5a373e0194dd8f32"" || ""7df73dcb813fb4111fa9807495ca43ec4fac1f2526754d42412874f0578f93b9""","StockReportBasicInfo.json; vrn_incremental_database_builder.py"
"P1_PATH_REVIEW","SourceFile","298","62","PATH_IO","""【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf"" || ""3014TT-20231005.pdf"" || ""凱基投顧_3665 貿聯-KY_李承泰_20260519.pdf"" || ""凱基投顧_6147 頎邦_劉宇程_20260519.pdf"" || ""瑞基(4171,NR_未評等)-CTBC251208.pdf"" || ""Citi-3231 20250604.pdf""","StockReportBasicInfo.json; StockReportFinancialData.json; VRN_MDL018_VRN_MDL_SummaryPipelineBridge_AIO_v01__CORE__v01.py; VRN_MDL100_VRN_Complete_ProjectDryRun__MODULE__v0_0.json; VRN_MDL102_VRN_v0101_ThreeProcess_DryRun__SUPPORT_RULE__v0101.json; VRN_MDL269_VRN_QualityRules_QuarantineDryRun__MODULE__v0_0.py; VRN_MDL291_BasicInfo__BASICINFO__v0_0.json; VRN_MDL292_GoogleSheet_BasicInfo_payload__BASICINFO__v0_0.json"
"P1_PATH_REVIEW","FileSizeBytes","77","62","PATH_IO",""""" || 698089 || 397184 || 608844 || 327072 || 317766","StockReportBasicInfo.json; vrn_incremental_database_builder.py"
"P1_PATH_REVIEW","RUN_DIR","154","58","PATH_IO","$RUN_DIR         = Join-Path $CONFIG.OutputRoot $RUN_ID || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VAP\\_output\\VAP_BASE_HOME_IO_20260506_210324"" || RUN_DIR = Path(r""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VAP\\_output\\VAP_DUCKDB_PARQUET_20260506_221932"") || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VAP\\_output\\VAP_DUCKDB_PARQUET_20260506_221932"" || RUN_DIR = Path(r""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VAP\\_output\\VAP_PANORAMA_MATURITY_OPT_20260507_110152"") || str(d)","VIA_VEGN_Step1_v32.ps1; vap_intelligence_optimize_summary_v3.json; vap_optimize_summary_v2.json; vap_duckdb_parquet_builder.py; vap_duckdb_parquet_payload.json; vap_duckdb_parquet_summary.json; vap_panorama_maturity_optimizer.py; vap_panorama_maturity_payload.json"
"P1_PATH_REVIEW","output","170","58","PATH_IO","""output"" || ""output"",                   # 產出(report/svg/xml/json) || ""GovernanceRegistry.json"" || output   = 'UnifiedSpec.json' || output   = 'VisualRegistry.json' || output   = 'LayoutRegistry.json'","config (1).json; config (2).json; config (3).json; config.json; engine (1).py; engine (2).py; engine.py; GovernanceRegistry.json"
"P1_PATH_REVIEW","HTML_PATH","81","51","PATH_IO","$HTML_PATH       = Join-Path $RUN_DIR $CONFIG.HtmlFileName || html_path = self.export_html(fig, f""{base_name}.html"") || str(def_PARAM_HTML_PATH) || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VAP\\_output\\VAP_BASE_HOME_IO_20260506_210324\\VAP_Base_Home_WindowsIO_TemplateLibrary.html"" || HTML_PATH = Path(r""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VAP\\_output\\VAP_DUCKDB_PARQUET_20260506_221932\\VAP_DuckDB_Parquet_Warehouse_Report.html"") || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VAP\\_output\\VAP_DUCKDB_PARQUET_20260506_221932\\VAP_DuckDB_Parquet_Warehouse_Report.html""","VIA_VEGN_Step1_v32.ps1; vap_export.py; vap_base_home_io_builder.py; vap_base_home_manifest.json; vap_base_home_summary.json; vap_optimize_summary_v2.json; vap_duckdb_parquet_builder.py; vap_duckdb_parquet_payload.json"
"P1_PATH_REVIEW","file","72","46","PATH_IO","$file = Join-Path $ServeDir $rel || ""str"" || path || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUAL_PROJECT_SAFE_PARALLEL_GATE_v02872_20260611_205436\launchers\Start-VDF-Lane1-FinalSealHealth.ps1 || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUAL_PROJECT_SAFE_PARALLEL_GATE_v02872_20260611_205436\launchers\Start-VDF-Lane2-ReadOnlyInventory.ps1 || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_DUAL_PROJECT_SAFE_PARALLEL_GATE_v02872_20260611_205436\launchers\Start-VDF-Lane3-EnvSupportiveHardGate.ps...","Invoke-VeritasCodexNexus.ps1; UnifiedSpec.json; via_param_manager (1).py; via_param_manager.py; VDF_VDF-Lane1-FinalSealHealth.stdout.txt; VDF_VDF-Lane2-ReadOnlyInventory.stdout.txt; VDF_VDF-Lane3-EnvSupportiveHardGate.stdout.txt; VRN_VRN-Lane1-EntryHealth.stdout.txt"
"P1_PATH_REVIEW","CanonicalFile","178","45","PATH_IO","""account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__4E8CEB16E4.svg"" || ""anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__344D88DA89.svg"" || ""attach_money_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__76062EDDCA.svg"" || ""check_box_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__3F64021186.svg"" || ""check_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__2D19A661D1.svg"" || ""download_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__99ADE61E01.svg""","icon_suffix_duplicate_deletion_plan.json"
"P1_PATH_REVIEW","CanonicalPath","178","45","PATH_IO","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\icon base\\managed_icons\\MATERIAL_SYMBOL_0000F5_36DP\\01_registry_identity_anchor\\account_circle_36dp_0000F5_FILL0_wgh... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\icon base\\managed_icons\\MATERIAL_SYMBOL_0000F5_36DP\\01_registry_identity_anchor\\anchor_36dp_0000F5_FILL0_wght400_GRA... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\icon base\\managed_icons\\MATERIAL_SYMBOL_0000F5_36DP\\02_finance_market_trading\\attach_money_36dp_0000F5_FILL0_wght400... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\icon base\\managed_icons\\MATERIAL_SYMBOL_0000F5_36DP\\04_vap_chart_visualization\\check_box_36dp_0000F5_FILL0_wght400_G... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\icon base\\managed_icons\\MATERIAL_SYMBOL_0000F5_36DP\\05_file_format_export\\check_circle_36dp_0000F5_FILL0_wght400_GRA... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\icon base\\managed_icons\\MATERIAL_SYMBOL_0000F5_36DP\\05_file_format_export\\download_36dp_0000F5_FILL0_wght400_GRAD0_o...","icon_suffix_duplicate_deletion_plan.json"
"P1_PATH_REVIEW","FileCount","68","37","PATH_IO","20 || 16 || 90 || 15 || 3 || 60","VDF_Audit_FileSummary.json; VRN_Audit_FileSummary.json; VRN_MDL039_VRN_Base_Review_Confirm__MODULE__v0_0.json"
"P1_PATH_REVIEW","files","77","34","PATH_IO","$files = @() || $files = def_GetConversationCandidateFiles || $files = def_GetFilesLight -Path $proj.Path -MaxFiles $MaxFilesPerProjectCopy || files = [{""path"": raw_list, ""name"": Path(raw_list).name, ""size"": 0}] || files = [] || files = json.loads(file_list_json.read_text(encoding=""utf-8""))","Invoke-VIA-UltimateEngineForge-AIO-v060.ps1; Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1; Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe.ps1; Invoke-VIA-UltimateEngineForge-AIO-v063-10xCrossNoHangProgress.ps1; vdf_akshare_narrow_source_contract_dryrun_hotfix_v027821.py; vdf_akshare_narrow_source_contract_dryrun_v02782.py; vdf_akshare_narrow_source_filelist_canonicalizer_v027822.py; vdf_akshare_raw_column_profile_contract_hotfix_v0278121.py"
"P1_PATH_REVIEW","RunRoot","52","33","PATH_IO","RunRoot    = ""__RUN_ROOT__"" || $RunRoot = Join-Path $ActiveRoot ""VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02832_$Stamp"" || $RunRoot || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02832_20260611_031541 || $RunRoot = Join-Path $ActiveRoot ""VDF_AKSHARE_STAGING_WRITE_SCRIPT_GENERATION_APPROVAL_v0284_$Stamp"" || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_STAGING_WRITE_SCRIPT_GENERATION_APPROVAL_v0284_20260611_033432","Invoke-VIA-UltimateEngineForge-AIO-v060.ps1; Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1; Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe.ps1; Invoke-VIA-UltimateEngineForge-AIO-v063-10xCrossNoHangProgress.ps1; VDF_AkShare_BackupRollbackStagingPlan_Hotfix_Transcript_v02831_20260611_031152.txt; VDF_AkShare_BackupRollbackStagingPlan_Hotfix_Report_v02832.html; VDF_AkShare_BackupRollbackStagingPlan_Transcript_v0283_20260611_024903.txt; VDF_AkShare_CollisionResolverGate_Report_v027841.html"
"P1_PATH_REVIEW","Root","110","33","PATH_IO","$Root = Split-Path -Parent $MyInvocation.MyCommand.Path || root = $Root || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics"" || r""C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics"" || $root = [System.IO.Path]::GetFullPath($ExcludeRoot) || root = {","Invoke-VeritasCodexNexus.ps1; Invoke-VIA-UltimateEngineForge-AIO-v060.ps1; Invoke-VIA-UltimateEngineForge-AIO-v061-BoolParamHotfix.ps1; Invoke-VIA-UltimateEngineForge-AIO-v062-NullSafeStepSafe.ps1; Invoke-VIA-UltimateEngineForge-AIO-v063-10xCrossNoHangProgress.ps1; params.example (1).json; params.example (2).json; VIA_EngineForge_Config.v063.template.json"
"P1_PATH_REVIEW","json_path","35","31","PATH_IO","json_path = db_dir / f""{safe_table}.json"" || json_path = staging_dir / f""{table}_v0274.json"" || json_path = db_dir / f""{table_id}.json"" || json_path = Path(out[""json""]) || json_path = db_dir / f""{table}.json"" || $JSON_PATH       = Join-Path $RUN_DIR $CONFIG.JsonFileName","vdf_build_database_skeleton_v014.py; vdf_akshare_candidate_seed_staging_v0274.py; vdf_production_fetch_controller_v016.py; vdf_yfinance_seed_fetch_v017.py; vdf_yfinance_seed_validator_v0171.py; VIA_VEGN_Step1_v32.ps1; VRN_MDL016_vrn_final_integration_governance_seal_v0615703__GOVERNANCE__v0615703.py; VRN_MDL088_vrn_yfinance_header_canonical_refresh_v06147__DATA_SOURCE__v06147.py"
"P1_PATH_REVIEW","output_dir","40","27","PATH_IO","output_dir = Path(sys.argv[2]) || str"" || Path"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\output"" || OUTPUT_DIR = r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output"" || OUTPUT_DIR          = r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output""","VIA_PythonAudit_v02861.csv; NEXUS_Dashboard_Demo.html; VRN_MDL043_VRN_v141D4_Functional_Module_Contract__MODULE__v141D4.json; VRN_MDL083_VRN_v141D6C_Source_Hygiene_NoHang__BRIDGE__v141D6C.py; VRN_MDL148_VRN_Best_Runner_Inspector_v1_0_10B__MODULE__v1_0.json; VRN_MDL149_VRN_Route_Lock_v1_0_7_RAW_STRING__MODULE__v1_0.json; VRN_MDL210_VRN_v070_AllInOne__MODULE__v070.py; VRN_MDL211_VRN_v141D6B_NoHang_Accelerator__BRIDGE__v141D6B.py"
"P1_PATH_REVIEW","file_path","145","26","PATH_IO","str(file_path) || fp || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_v0278_20260610_220705\\plan\\VDF_AkShare_CandidateToCanoni... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_v0278_20260610_220705\\preview\\VDF_AkShare_CandidateToCan... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_v0278_20260610_220705\\registry\\VDF_AkShare_CandidateToCa... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\\plan\\VDF_AkShare_CanonicalKeyRepairGa...","vdf_akshare_narrow_source_contract_dryrun_hotfix_v027821.py; vdf_akshare_narrow_source_contract_dryrun_v02782.py; vdf_akshare_narrow_source_filelist_canonicalizer_v027822.py; VDF_AkShare_RawColumnProfile_Hotfix_v0278121.json; VDF_AkShare_RawColumnSelection_Hotfix_v0278121.json; vdf_akshare_raw_column_profile_contract_hotfix_v0278121.py; VDF_AkShare_RawColumnProfile_CanonicalContract_Transcript_v027812_20260611_001630.txt; VDF_VRN_Sync5_Transcript_v0280_20260611_000806.txt"
