report_id,file_id,report_date,ticker,company_name,broker,analyst,rating,target_price,currency,identity_score,source_confidence,review_required,file_name,path
8e20915ae91de7e5,60182f2345d3,2025-07-18,2330,,GS,,Overweight,,,100,1.0,False,JP-2330 20250718.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\JP-2330 20250718.pdf
568b37420b9e60cd,da66bcad430c,2026-05-17,6415,,Goldman,,Buy,,,100,1.0,False,GS-6415 20260517.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\GS-6415 20260517.pdf
22b7951d4862a6af,d7fc40eba962,2026-05-20,1560,,,,,,,65,0.65,False,MQ-1560 20260520.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MQ-1560 20260520.pdf
e5c78bcc7b718f99,ee80f5489c73,2025-10-03,3653,,JPM,,Buy,,,100,1.0,False,JP-3653 20251003.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\JP-3653 20251003.pdf
111bdc28b6000db4,bb3578cff8f2,2025-12-03,3661,,GS,,Overweight,,,100,1.0,False,MS-3661 20251203.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MS-3661 20251203.pdf
4f74e5e567c0b63d,857093b8833a,2025-10-01,6669,,GS,,Hold,,,100,1.0,False,CLST-6669 20251001.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\CLST-6669 20251001.pdf
7f2b3f146aeeda29,3635a2681a48,2023-10-12,2382,,Goldman,,Buy,,,100,1.0,False,GS-2382 20231012.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\GS-2382 20231012.pdf
18957c38378fbd39,f411c84d8859,2025-08-19,6873,,兆豐,,,,,85,0.85,False,20250819兆豐個股報告-泓德能源(6873)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193922_VRN_GO_M01_3PDF_SMOKE_V117\smoke_output_3pdf\m01_pdf_temp\20250819兆豐個股報告-泓德能源(6873)__COVER_FIN.pdf
1eb63a0d806a85fe,8837f1ff87a8,2025-08-22,3706,,國泰,,買進,,,90,0.9,False,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193542_VRN_GO_EXTRACTOR_SMOKE_V116\smoke_output\m01_pdf_temp\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf
b1ef29be25141dfe,9fa64d802d5c,2025-11-28,2308,,GS,,Overweight,,,100,1.0,False,MS-2308 20251128.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MS-2308 20251128.pdf
93153a7a7f704799,415d87f21003,2025-12-02,3665,,Morgan Stanley,,Hold,,,100,1.0,False,MS-3665 20251202.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MS-3665 20251202.pdf
f50d71ff8e4ce4b7,55c6a90bffa6,2025-10-07,8210,,GS,,Overweight,,,100,1.0,False,MS-8210 20251007.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MS-8210 20251007.pdf
c3b657104541af37,e337b0a2e05d,2025-08-22,3706,,國泰,,買進,,,100,1.0,False,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193542_VRN_GO_EXTRACTOR_SMOKE_V116\smoke_input\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf
3dac424a61e86cfe,fc9e9d1ffdf9,2025-11-28,3706,,兆豐,,買進,,,100,1.0,False,20251128兆豐訪談速報-神達(3706).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193922_VRN_GO_M01_3PDF_SMOKE_V117\smoke_input_3pdf\20251128兆豐訪談速報-神達(3706).pdf
adad68980797ecdf,1c6725421e5f,2025-11-28,3706,,兆豐,,,,,85,0.85,False,20251128兆豐訪談速報-神達(3706)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193922_VRN_GO_M01_3PDF_SMOKE_V117\smoke_output_3pdf\m01_pdf_temp\20251128兆豐訪談速報-神達(3706)__COVER_FIN.pdf
650b2d77cd95cd86,144913c917d9,2025-08-19,6873,,兆豐,,買進,,,100,1.0,False,20250819兆豐個股報告-泓德能源(6873).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\20250819兆豐個股報告-泓德能源(6873).pdf
c3b657104541af37,e337b0a2e05d,2025-08-22,3706,,國泰,,買進,,,100,1.0,False,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf
dbe74d23dbf27807,2bdd74d5ad28,2025-12-02,1590,,GS,,Overweight,,,100,1.0,False,MS-1590 20251202.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MS-1590 20251202.pdf
650b2d77cd95cd86,144913c917d9,2025-08-19,6873,,兆豐,,買進,,,100,1.0,False,20250819兆豐個股報告-泓德能源(6873).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193922_VRN_GO_M01_3PDF_SMOKE_V117\smoke_input_3pdf\20250819兆豐個股報告-泓德能源(6873).pdf
1eb63a0d806a85fe,8837f1ff87a8,2025-08-22,3706,,國泰,,買進,,,90,0.9,False,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193922_VRN_GO_M01_3PDF_SMOKE_V117\smoke_output_3pdf\m01_pdf_temp\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf
c3b657104541af37,e337b0a2e05d,2025-08-22,3706,,國泰,,買進,,,100,1.0,False,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193922_VRN_GO_M01_3PDF_SMOKE_V117\smoke_input_3pdf\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf
2cf78d2783736269,a647dd1af7a3,2025-12-04,6768,,兆豐,,買進,,,100,1.0,False,20251204兆豐個股報告-志強-KY(6768).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\20251204兆豐個股報告-志強-KY(6768).pdf
c3b657104541af37,e337b0a2e05d,2025-08-22,3706,,國泰,,買進,,,100,1.0,False,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193217_VRN_GO_M01_SMOKE_V115\smoke_input\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf
18957c38378fbd39,f411c84d8859,2025-08-19,6873,,兆豐,,,,,85,0.85,False,20250819兆豐個股報告-泓德能源(6873)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_output_10pdf\m01_pdf_temp\20250819兆豐個股報告-泓德能源(6873)__COVER_FIN.pdf
3dac424a61e86cfe,fc9e9d1ffdf9,2025-11-28,3706,,兆豐,,買進,,,100,1.0,False,20251128兆豐訪談速報-神達(3706).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\20251128兆豐訪談速報-神達(3706).pdf
7dcf3246e506ffbb,4c4bcf631547,2023-10-05,3014,,,,,,,65,0.65,False,3014TT-20231005__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_output_10pdf\m01_pdf_temp\3014TT-20231005__COVER_FIN.pdf
20e610218fae9c70,482e52f26cf4,,6933,,,,,,,45,0.45,True,6933_AMAX-KY_個股介紹報告.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\6933_AMAX-KY_個股介紹報告.pdf
adad68980797ecdf,1c6725421e5f,2025-11-28,3706,,兆豐,,,,,85,0.85,False,20251128兆豐訪談速報-神達(3706)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_output_10pdf\m01_pdf_temp\20251128兆豐訪談速報-神達(3706)__COVER_FIN.pdf
f6122b1c603b9188,dc367a89b6fb,2026-05-19,4771,,兆豐,,買進,,,100,1.0,False,20260519兆豐個股報告-望隼(4771).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\20260519兆豐個股報告-望隼(4771).pdf
1eb63a0d806a85fe,8837f1ff87a8,2025-08-22,3706,,國泰,,買進,,,90,0.9,False,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_output_10pdf\m01_pdf_temp\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf
517a9e18dfd65500,f076f1152b4b,2026-05-19,4771,,兆豐,,,,,85,0.85,False,20260519兆豐個股報告-望隼(4771)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_output_10pdf\m01_pdf_temp\20260519兆豐個股報告-望隼(4771)__COVER_FIN.pdf
71f1cc55ced26185,12548b012a8b,2025-12-04,6768,,兆豐,,,,,85,0.85,False,20251204兆豐個股報告-志強-KY(6768)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_output_10pdf\m01_pdf_temp\20251204兆豐個股報告-志強-KY(6768)__COVER_FIN.pdf
c3b657104541af37,e337b0a2e05d,2025-08-22,3706,,國泰,,買進,,,100,1.0,False,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf
3ffaefe3e51bf439,b94683a9c9e6,2023-10-05,3014,,國泰,,買進,,,100,1.0,False,3014TT-20231005.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194320_VRN_GO_M01_10PDF_SMOKE_V118\smoke_input_10pdf\3014TT-20231005.pdf
650b2d77cd95cd86,144913c917d9,2025-08-19,6873,,兆豐,,買進,,,100,1.0,False,20250819兆豐個股報告-泓德能源(6873).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\20250819兆豐個股報告-泓德能源(6873).pdf
2cf78d2783736269,a647dd1af7a3,2025-12-04,6768,,兆豐,,買進,,,100,1.0,False,20251204兆豐個股報告-志強-KY(6768).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\20251204兆豐個股報告-志強-KY(6768).pdf
3ffaefe3e51bf439,b94683a9c9e6,2023-10-05,3014,,國泰,,買進,,,100,1.0,False,3014TT-20231005.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\3014TT-20231005.pdf
3dac424a61e86cfe,fc9e9d1ffdf9,2025-11-28,3706,,兆豐,,買進,,,100,1.0,False,20251128兆豐訪談速報-神達(3706).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\20251128兆豐訪談速報-神達(3706).pdf
63599359bfd4ec19,513089807e2e,2026-05-19,2891,,凱基,,持有,,,100,1.0,False,凱基投顧_2891 中信金_施志鴻_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基投顧_2891 中信金_施志鴻_20260519.pdf
20e610218fae9c70,482e52f26cf4,,6933,,,,,,,45,0.45,True,6933_AMAX-KY_個股介紹報告.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\6933_AMAX-KY_個股介紹報告.pdf
3d74d4a63b622a51,e6270450a0cb,2025-12-06,6533,,,,Neutral,,,80,0.8,False,"晶心科(6533,N,中立)-CTBC251208.pdf","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\晶心科(6533,N,中立)-CTBC251208.pdf"
8d2bd5a5c8b87d14,8578b17590da,2026-05-19,3665,,凱基,,持有,,,100,1.0,False,凱基投顧_3665 貿聯-KY_李承泰_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基投顧_3665 貿聯-KY_李承泰_20260519.pdf
ede46dd062be6786,a9762ff02efe,2025-12-08,4171,,GS,,,,,95,0.95,False,"瑞基(4171,NR_未評等)-CTBC251208.pdf","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\瑞基(4171,NR_未評等)-CTBC251208.pdf"
6ccc261ef835def2,9db99ee86da3,2025-12-01,2026,,華南,,,,,95,0.95,False,第一場 2026年投資大趨勢 - 華南投顧 -1141201.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\第一場 2026年投資大趨勢 - 華南投顧 -1141201.pdf
adad68980797ecdf,1c6725421e5f,2025-11-28,3706,,兆豐,,,,,85,0.85,False,20251128兆豐訪談速報-神達(3706)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\20251128兆豐訪談速報-神達(3706)__COVER_FIN.pdf
18957c38378fbd39,f411c84d8859,2025-08-19,6873,,兆豐,,,,,85,0.85,False,20250819兆豐個股報告-泓德能源(6873)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\20250819兆豐個股報告-泓德能源(6873)__COVER_FIN.pdf
e24e1a849b0bf2f4,1ce8f7a19d5b,2025-09-09,6143,,華南,,買進,,,100,1.0,False,華南投顧-6143-振曜-1141128.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\華南投顧-6143-振曜-1141128.pdf
f6122b1c603b9188,dc367a89b6fb,2026-05-19,4771,,兆豐,,買進,,,100,1.0,False,20260519兆豐個股報告-望隼(4771).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\20260519兆豐個股報告-望隼(4771).pdf
b49c22e4ac8a2438,aaf37d8b44ad,2026-05-19,1476,,凱基,,持有,,,100,1.0,False,凱基投顧_1476 儒鴻_劉昃恩_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\凱基投顧_1476 儒鴻_劉昃恩_20260519.pdf
a3394c0f7f4d9226,bec2e8821841,2025-09-12,2606,,華南,,買進,,,100,1.0,False,華南投顧-2606-裕民-1141202.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\華南投顧-2606-裕民-1141202.pdf
71f1cc55ced26185,12548b012a8b,2025-12-04,6768,,兆豐,,,,,85,0.85,False,20251204兆豐個股報告-志強-KY(6768)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_output_30pdf\m01_pdf_temp\20251204兆豐個股報告-志強-KY(6768)__COVER_FIN.pdf
d170e4b7e87097fd,cd1804f88763,2025-08-14,2637,,華南,,買進,,,100,1.0,False,華南投顧-2637-慧洋-KY-1141202.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_194703_VRN_GO_M01_30PDF_SMOKE_V119\smoke_input_30pdf\華南投顧-2637-慧洋-KY-1141202.pdf
